year,mergecode,totaltest,elapass,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,white,black,hispanic,lowincome,totalenroll,year_21,state
17,4645-3865indiana,304,65.13,181146001852,0.0,0.0,1.0,0.0,0,4645indiana,86.66,1.08,9.76,20.35,1199,0,indiana
18,4645-3865indiana,273,68.13,181146001852,0.0,0.0,1.0,0.0,0,4645indiana,86.76,1.02,9.85,26.57,1178,0,indiana
19,4645-3865indiana,267,62.92,181146001852,0.0,0.0,1.0,0.0,0,4645indiana,87.94,0.8,8.58,25.47,1119,0,indiana
21,4645-3865indiana,250,75.6,181146001852,0.03,0.21,0.76,0.22,0,4645indiana,85.82,0.82,10.61,25.53,1093,1,indiana
17,4670-3924indiana,275,34.18,180288002272,0.0,0.0,1.0,0.0,0,4670indiana,1.54,48.14,49.11,84.39,1236,0,indiana
18,4670-3924indiana,280,32.86,180288002272,0.0,0.0,1.0,0.0,0,4670indiana,1.59,46.68,50.93,88.33,1131,0,indiana
19,4670-3924indiana,258,51.55,180288002272,0.0,0.0,1.0,0.0,0,4670indiana,2.1,43.82,53.11,80.72,1141,0,indiana
21,4670-3924indiana,198,57.58,180288002272,0.0,1.0,0.0,1.0,0,4670indiana,1.72,42.66,53.53,79.71,1104,1,indiana
17,4680-3965indiana,86,54.65,180291000380,0.0,0.0,1.0,0.0,0,4680indiana,51.49,6.3,36.95,76.36,571,0,indiana
18,4680-3965indiana,91,39.56,180291000380,0.0,0.0,1.0,0.0,0,4680indiana,46.69,9.34,39.46,81.93,664,0,indiana
19,4680-3965indiana,95,53.68,180291000380,0.0,0.0,1.0,0.0,0,4680indiana,46.34,8.54,41.16,73.63,656,0,indiana
21,4680-3965indiana,83,42.17,180291000380,0.0,0.84,0.16,0.84,0,4680indiana,42.52,14.08,39.59,70.23,682,1,indiana
17,4690-4163indiana,147,28.57,180387000648,0.0,0.0,1.0,0.0,0,4690indiana,0.98,91.87,2.81,85.69,713,0,indiana
18,4690-4163indiana,177,35.03,180387000648,0.0,0.0,1.0,0.0,0,4690indiana,0.53,92.85,3.44,85.83,755,0,indiana
19,4690-4163indiana,204,30.88,180387000648,0.0,0.0,1.0,0.0,0,4690indiana,1.05,91.75,3.45,100.0,1043,0,indiana
21,4690-4163indiana,144,43.06,180387000648,0.0,0.63,0.37,0.63,0,4690indiana,1.01,90.86,3.1,100.0,1193,1,indiana
17,4700-4173indiana,214,48.13,180417000722,0.0,0.0,1.0,0.0,0,4700indiana,48.88,21.38,25.25,48.88,800,0,indiana
18,4700-4173indiana,177,50.85,180417000722,0.0,0.0,1.0,0.0,0,4700indiana,50.0,22.51,22.38,55.63,782,0,indiana
19,4700-4173indiana,180,52.78,180417000722,0.0,0.0,1.0,0.0,0,4700indiana,46.05,25.39,23.57,58.44,823,0,indiana
21,4700-4173indiana,164,63.41,180417000722,0.0,0.0,1.0,0.0,0,4700indiana,47.98,21.29,27.14,44.23,667,1,indiana
17,4710-4411indiana,194,37.11,180432000735,0.0,0.0,1.0,0.0,0,4710indiana,15.89,9.94,70.97,83.89,1378,0,indiana
18,4710-4411indiana,185,31.89,180432000735,0.0,0.0,1.0,0.0,0,4710indiana,14.23,11.7,71.91,82.56,1342,0,indiana
19,4710-4411indiana,204,52.45,180432000735,0.0,0.0,1.0,0.0,0,4710indiana,15.53,11.67,70.68,71.14,1320,0,indiana
21,4710-4411indiana,152,49.34,180432000735,0.0,1.0,0.0,1.0,0,4710indiana,12.84,10.85,72.89,79.27,1254,1,indiana
17,4710-4413indiana,252,45.24,180432000734,0.0,0.0,1.0,0.0,0,4710indiana,19.16,37.71,39.31,78.19,1623,0,indiana
18,4710-4413indiana,217,48.85,180432000734,0.0,0.0,1.0,0.0,0,4710indiana,19.15,38.73,38.23,78.69,1619,0,indiana
19,4710-4413indiana,181,51.93,180432000734,0.0,0.0,1.0,0.0,0,4710indiana,17.61,40.24,38.91,70.95,1573,0,indiana
21,4710-4413indiana,191,47.64,180432000734,0.0,0.97,0.03,0.97,0,4710indiana,14.9,40.47,40.2,77.79,1490,1,indiana
17,4710-4415indiana,214,26.64,180432000736,0.0,0.0,1.0,0.0,0,4710indiana,4.46,47.59,45.78,85.54,830,0,indiana
18,4710-4415indiana,193,27.98,180432000736,0.0,0.0,1.0,0.0,0,4710indiana,3.07,51.35,43.24,87.35,814,0,indiana
19,4710-4415indiana,192,26.56,180432000736,0.0,0.0,1.0,0.0,0,4710indiana,3.95,47.9,45.35,75.41,785,0,indiana
21,4710-4415indiana,165,37.58,180432000736,0.0,0.97,0.03,0.97,0,4710indiana,3.03,49.72,43.21,78.79,891,1,indiana
17,4710-4417indiana,326,41.72,180432000746,0.0,0.0,1.0,0.0,0,4710indiana,19.29,37.46,39.54,73.96,1348,0,indiana
18,4710-4417indiana,315,35.24,180432000746,0.0,0.0,1.0,0.0,0,4710indiana,17.13,40.68,38.95,76.75,1389,0,indiana
19,4710-4417indiana,328,39.63,180432000746,0.0,0.0,1.0,0.0,0,4710indiana,16.31,38.8,41.37,70.39,1361,0,indiana
21,4710-4417indiana,280,53.21,180432000746,0.0,0.97,0.03,0.97,0,4710indiana,15.0,40.0,40.08,74.11,1240,1,indiana
17,4730-4305indiana,277,64.26,180459000774,0.0,0.0,1.0,0.0,0,4730indiana,65.93,7.67,23.0,40.32,1265,0,indiana
18,4730-4305indiana,312,75.96,180459000774,0.0,0.0,1.0,0.0,0,4730indiana,64.55,6.9,24.98,44.61,1289,0,indiana
19,4730-4305indiana,318,68.55,180459000774,0.0,0.0,1.0,0.0,0,4730indiana,62.64,7.1,26.44,45.24,1282,0,indiana
21,4730-4305indiana,286,65.03,180459000774,0.0,0.03,0.97,0.03,0,4730indiana,61.74,7.98,27.11,46.01,1265,1,indiana
17,4740-4332indiana,364,88.74,180735001257,0.0,0.0,1.0,0.0,0,4740indiana,60.69,7.98,22.16,16.69,1516,0,indiana
18,4740-4332indiana,367,87.47,180735001257,0.0,0.0,1.0,0.0,0,4740indiana,58.44,8.44,23.23,19.9,1528,0,indiana
19,4740-4332indiana,360,88.06,180735001257,0.0,0.0,1.0,0.0,0,4740indiana,56.39,9.56,24.03,18.99,1527,0,indiana
21,4740-4332indiana,395,91.65,180735001257,0.0,0.66,0.34,0.66,0,4740indiana,52.14,10.2,25.63,19.46,1588,1,indiana
17,4805-4689indiana,243,67.9,180756001298,0.0,0.0,1.0,0.0,0,4805indiana,88.42,0.5,8.16,31.42,993,0,indiana
18,4805-4689indiana,248,60.08,180756001298,0.0,0.0,1.0,0.0,0,4805indiana,87.1,0.42,9.2,33.62,946,0,indiana
19,4805-4689indiana,225,70.22,180756001298,0.0,0.0,1.0,0.0,0,4805indiana,85.95,0.62,9.26,31.43,961,0,indiana
21,4805-4689indiana,248,68.55,180756001298,0.0,0.0,1.0,0.0,0,4805indiana,85.67,0.61,9.62,30.09,977,1,indiana
17,4860-4701indiana,79,46.84,180747001294,0.0,0.0,1.0,0.0,0,4860indiana,85.84,3.88,5.94,32.65,438,0,indiana
18,4860-4701indiana,75,48.0,180747001294,0.0,0.0,1.0,0.0,0,4860indiana,82.66,5.86,6.31,41.44,444,0,indiana
19,4860-4701indiana,74,44.59,180747001294,0.0,0.0,1.0,0.0,0,4860indiana,81.15,5.54,6.43,43.02,451,0,indiana
21,4860-4701indiana,73,53.42,180747001294,0.13,0.16,0.71,0.22,0,4860indiana,85.68,1.7,5.34,31.31,412,1,indiana
17,4915-4692indiana,30,50.0,180010702511,0.0,0.0,1.0,0.0,0,4915indiana,94.92,0.0,3.39,30.51,118,0,indiana
18,4915-4692indiana,43,51.16,180010702511,0.0,0.0,1.0,0.0,0,4915indiana,93.91,0.0,3.48,27.83,115,0,indiana
19,4915-4692indiana,15,73.33,180010702511,0.0,0.0,1.0,0.0,0,4915indiana,94.96,0.0,3.36,26.89,119,0,indiana
21,4915-4692indiana,26,57.69,180010702511,0.0,0.0,1.0,0.0,0,4915indiana,98.11,0.94,0.94,31.13,106,1,indiana
17,4940-4737indiana,77,72.73,180219000263,0.0,0.0,1.0,0.0,0,4940indiana,92.27,0.0,4.51,25.11,466,0,indiana
18,4940-4737indiana,68,73.53,180219000263,0.0,0.0,1.0,0.0,0,4940indiana,91.56,0.0,4.89,29.33,450,0,indiana
19,4940-4737indiana,80,73.75,180219000263,0.0,0.0,1.0,0.0,0,4940indiana,90.71,0.0,5.62,25.49,463,0,indiana
21,4940-4737indiana,78,60.26,180219000263,0.16,0.24,0.61,0.32,0,4940indiana,88.36,0.21,8.73,27.86,481,1,indiana
17,4945-4741indiana,445,55.96,180558001015,0.0,0.0,1.0,0.0,0,4945indiana,76.73,3.65,14.45,46.35,2166,0,indiana
18,4945-4741indiana,426,56.81,180558001015,0.0,0.0,1.0,0.0,0,4945indiana,75.88,3.4,15.18,46.64,2056,0,indiana
19,4945-4741indiana,383,58.49,180558001015,0.0,0.0,1.0,0.0,0,4945indiana,75.08,3.86,16.5,44.77,1970,0,indiana
21,4945-4741indiana,379,57.78,180558001015,0.18,0.1,0.72,0.19,0,4945indiana,75.69,3.44,15.96,43.2,1773,1,indiana
17,5075-4911indiana,351,52.42,180786001337,0.0,0.0,1.0,0.0,0,5075indiana,92.85,0.32,2.94,36.85,1566,0,indiana
18,5075-4911indiana,381,53.02,180786001337,0.0,0.0,1.0,0.0,0,5075indiana,92.9,0.19,2.94,40.03,1564,0,indiana
19,5075-4911indiana,329,55.32,180786001337,0.0,0.0,1.0,0.0,0,5075indiana,93.66,0.34,2.63,42.01,1483,0,indiana
21,5075-4911indiana,280,63.57,180786001337,0.0,0.0,1.0,0.0,0,5075indiana,93.89,0.34,2.65,42.87,1472,1,indiana
17,5085-4925indiana,133,42.86,180690001198,0.0,0.0,1.0,0.0,0,5085indiana,95.93,0.41,1.22,38.9,491,0,indiana
18,5085-4925indiana,120,58.33,180690001198,0.0,0.0,1.0,0.0,0,5085indiana,95.57,0.4,1.41,46.28,497,0,indiana
19,5085-4925indiana,108,50.93,180690001198,0.0,0.0,1.0,0.0,0,5085indiana,94.16,0.22,1.73,43.94,462,0,indiana
21,5085-4925indiana,98,67.35,180690001198,0.26,0.41,0.33,0.54,0,5085indiana,93.81,0.0,2.21,40.71,452,1,indiana
17,5245-5005indiana,125,60.8,181288002050,0.0,0.0,1.0,0.0,0,5245indiana,89.97,1.24,3.98,40.93,728,0,indiana
18,5245-5005indiana,114,39.47,181288002050,0.0,0.0,1.0,0.0,0,5245indiana,90.71,1.11,4.02,42.86,721,0,indiana
19,5245-5005indiana,118,45.76,181288002050,0.0,0.0,1.0,0.0,0,5245indiana,90.99,1.04,4.18,41.51,766,0,indiana
21,5245-5005indiana,123,61.79,181288002050,0.0,0.0,1.0,0.0,0,5245indiana,90.08,0.66,4.1,39.68,756,1,indiana
17,5245-5011indiana,108,62.96,181288002328,0.0,0.0,1.0,0.0,0,5245indiana,95.11,1.28,0.64,24.89,470,0,indiana
18,5245-5011indiana,111,63.96,181288002328,0.0,0.0,1.0,0.0,0,5245indiana,94.59,0.87,1.52,25.54,462,0,indiana
19,5245-5011indiana,108,64.81,181288002328,0.0,0.0,1.0,0.0,0,5245indiana,93.02,1.27,1.69,23.04,473,0,indiana
21,5245-5011indiana,126,71.43,181288002328,0.0,0.0,1.0,0.0,0,5245indiana,92.95,1.07,2.56,22.65,468,1,indiana
17,5255-5053indiana,350,71.71,181044001711,0.0,0.0,1.0,0.0,0,5255indiana,91.27,1.55,2.04,24.84,1421,0,indiana
18,5255-5053indiana,324,62.65,181044001711,0.0,0.0,1.0,0.0,0,5255indiana,91.52,2.48,1.52,27.84,1451,0,indiana
19,5255-5053indiana,349,65.33,181044001711,0.0,0.0,1.0,0.0,0,5255indiana,91.9,2.31,1.52,28.78,1383,0,indiana
21,5255-5053indiana,329,77.2,181044001711,0.0,0.0,1.0,0.0,0,5255indiana,91.32,2.65,2.3,28.55,1394,1,indiana
17,5265-5041indiana,111,42.34,180012000011,0.0,0.0,1.0,0.0,0,5265indiana,90.07,0.13,7.52,47.65,745,0,indiana
18,5265-5041indiana,113,56.64,180012000011,0.0,0.0,1.0,0.0,0,5265indiana,92.08,0.28,5.52,46.25,707,0,indiana
19,5265-5041indiana,116,48.28,180012000011,0.0,0.0,1.0,0.0,0,5265indiana,90.04,0.14,7.15,47.41,713,0,indiana
21,5265-5041indiana,106,39.62,180012000011,0.17,0.0,0.83,0.09,0,5265indiana,90.96,0.39,5.9,47.44,763,1,indiana
17,5275-4945indiana,428,41.36,180015000029,0.0,0.0,1.0,0.0,0,5275indiana,57.37,25.09,10.45,74.03,1933,0,indiana
18,5275-4945indiana,448,30.8,180015000029,0.0,0.0,1.0,0.0,0,5275indiana,56.81,23.74,11.31,76.63,1866,0,indiana
19,5275-4945indiana,371,36.93,180015000029,0.0,0.0,1.0,0.0,0,5275indiana,55.04,24.61,13.17,66.14,1784,0,indiana
21,5275-4945indiana,337,51.63,180015000029,0.0,0.0,1.0,0.0,0,5275indiana,54.31,22.34,15.51,68.31,1786,1,indiana
17,5280-5149indiana,111,48.65,180330000449,0.0,0.0,1.0,0.0,0,5280indiana,89.68,0.76,6.37,62.22,659,0,indiana
18,5280-5149indiana,100,53.0,180330000449,0.0,0.0,1.0,0.0,0,5280indiana,90.62,0.47,6.09,71.25,640,0,indiana
19,5280-5149indiana,92,40.22,180330000449,0.0,0.0,1.0,0.0,0,5280indiana,89.66,0.31,6.48,70.68,648,0,indiana
21,5280-5149indiana,102,31.37,180330000449,0.0,0.12,0.88,0.12,0,5280indiana,91.11,0.16,5.98,56.38,619,1,indiana
17,5300-5177indiana,441,43.99,180264000312,0.0,0.0,1.0,0.0,0,5300indiana,72.21,11.43,10.98,60.89,1767,0,indiana
18,5300-5177indiana,449,50.56,180264000312,0.0,0.0,1.0,0.0,0,5300indiana,68.83,13.09,12.39,58.35,1880,0,indiana
19,5300-5177indiana,421,45.61,180264000312,0.0,0.0,1.0,0.0,0,5300indiana,66.4,14.85,13.5,62.38,1845,0,indiana
21,5300-5177indiana,420,49.05,180264000312,0.48,0.24,0.27,0.48,0,5300indiana,59.52,18.37,16.06,52.86,1818,1,indiana
17,5310-5193indiana,662,69.94,180375000597,0.0,0.0,1.0,0.0,0,5310indiana,76.73,6.78,7.08,33.61,2669,0,indiana
18,5310-5193indiana,655,67.33,180375000597,0.0,0.0,1.0,0.0,0,5310indiana,75.39,7.34,8.0,36.79,2726,0,indiana
19,5310-5193indiana,686,64.14,180375000597,0.0,0.0,1.0,0.0,0,5310indiana,72.51,7.45,8.69,35.05,2819,0,indiana
21,5310-5193indiana,695,68.92,180375000597,0.0,0.0,1.0,0.0,0,5310indiana,66.74,9.69,9.33,38.58,3064,1,indiana
17,5330-5275indiana,579,42.49,180567001029,0.0,0.0,1.0,0.0,0,5330indiana,23.63,52.35,16.45,60.98,2340,0,indiana
18,5330-5275indiana,564,41.13,180567001029,0.0,0.0,1.0,0.0,0,5330indiana,21.29,53.23,18.36,64.29,2386,0,indiana
19,5330-5275indiana,532,46.24,180567001029,0.0,0.0,1.0,0.0,0,5330indiana,19.28,52.97,20.5,63.74,2303,0,indiana
21,5330-5275indiana,470,54.04,180567001029,0.05,0.86,0.09,0.89,0,5330indiana,16.54,51.34,24.7,64.11,2279,1,indiana
17,5330-5276indiana,615,55.93,180567001031,0.0,0.0,1.0,0.0,0,5330indiana,27.74,46.58,17.46,54.48,2469,0,indiana
18,5330-5276indiana,627,49.28,180567001031,0.0,0.0,1.0,0.0,0,5330indiana,27.14,45.68,18.94,57.61,2524,0,indiana
19,5330-5276indiana,578,55.71,180567001031,0.0,0.0,1.0,0.0,0,5330indiana,25.85,44.25,21.65,57.88,2619,0,indiana
21,5330-5276indiana,657,59.06,180567001031,0.31,0.65,0.04,0.81,0,5330indiana,23.57,43.25,25.2,53.96,2754,1,indiana
17,5340-5307indiana,589,61.63,180882001464,0.0,0.0,1.0,0.0,0,5340indiana,57.63,6.32,12.13,49.24,2358,0,indiana
18,5340-5307indiana,594,50.67,180882001464,0.0,0.0,1.0,0.0,0,5340indiana,54.5,7.9,11.87,57.79,2367,0,indiana
19,5340-5307indiana,590,58.98,180882001464,0.0,0.0,1.0,0.0,0,5340indiana,53.06,7.84,11.81,58.7,2448,0,indiana
21,5340-5307indiana,545,64.77,180882001464,0.5,0.17,0.33,0.42,0,5340indiana,50.95,7.04,13.29,58.5,2371,1,indiana
17,5340-5309indiana,537,50.65,180882001467,0.0,0.0,1.0,0.0,0,5340indiana,54.63,6.02,14.7,58.97,2191,0,indiana
18,5340-5309indiana,538,46.47,180882001467,0.0,0.0,1.0,0.0,0,5340indiana,51.5,6.3,17.11,68.42,2239,0,indiana
19,5340-5309indiana,532,44.36,180882001467,0.0,0.0,1.0,0.0,0,5340indiana,48.39,6.77,19.11,68.2,2261,0,indiana
21,5340-5309indiana,501,53.49,180882001467,0.36,0.32,0.32,0.5,0,5340indiana,44.28,9.29,21.71,69.22,2326,1,indiana
17,5350-5353indiana,748,53.48,180891001489,0.0,0.0,1.0,0.0,0,5350indiana,8.8,61.68,21.05,63.91,3306,0,indiana
18,5350-5353indiana,749,50.87,180891001489,0.0,0.0,1.0,0.0,0,5350indiana,8.85,60.05,22.56,65.38,3209,0,indiana
19,5350-5353indiana,756,56.48,180891001489,0.0,0.0,1.0,0.0,0,5350indiana,8.32,59.91,24.19,65.86,3295,0,indiana
21,5350-5353indiana,687,56.62,180891001489,0.36,0.42,0.22,0.6,0,5350indiana,7.99,59.35,25.91,60.41,3392,1,indiana
17,5360-5361indiana,903,48.73,181236001973,0.0,0.0,1.0,0.0,0,5360indiana,25.67,54.12,13.3,67.93,3736,0,indiana
18,5360-5361indiana,918,38.34,181236001973,0.0,0.0,1.0,0.0,0,5360indiana,23.69,55.6,14.0,70.75,3829,0,indiana
19,5360-5361indiana,837,43.73,181236001973,0.0,0.0,1.0,0.0,0,5360indiana,22.27,55.17,15.44,70.82,3821,0,indiana
21,5360-5361indiana,807,47.46,181236001973,0.0,0.33,0.67,0.33,0,5360indiana,20.0,54.5,17.4,61.03,3690,1,indiana
17,5370-5451indiana,899,56.84,181272002021,0.0,0.0,1.0,0.0,0,5370indiana,32.69,41.76,14.85,46.31,3772,0,indiana
18,5370-5451indiana,829,55.73,181272002021,0.0,0.0,1.0,0.0,0,5370indiana,32.3,39.92,17.0,50.39,3765,0,indiana
19,5370-5451indiana,855,54.15,181272002021,0.0,0.0,1.0,0.0,0,5370indiana,32.84,39.33,17.57,50.28,3727,0,indiana
21,5370-5451indiana,811,65.47,181272002021,0.0,0.8,0.2,0.8,0,5370indiana,32.58,38.23,18.97,46.59,3754,1,indiana
17,5375-5213indiana,980,38.37,181281002028,0.0,0.0,1.0,0.0,0,5375indiana,34.91,34.78,23.78,67.84,3137,0,indiana
18,5375-5213indiana,951,29.02,181281002028,0.0,0.0,1.0,0.0,0,5375indiana,31.39,35.52,27.23,73.83,3195,0,indiana
19,5375-5213indiana,984,39.02,181281002028,0.0,0.0,1.0,0.0,0,5375indiana,27.94,36.43,29.17,75.15,3236,0,indiana
21,5375-5213indiana,771,45.14,181281002028,0.44,0.33,0.23,0.55,0,5375indiana,25.46,38.48,30.09,62.13,3280,1,indiana
17,5375-5447indiana,125,65.6,181281002410,0.0,0.0,1.0,0.0,0,5375indiana,38.05,31.36,22.11,68.89,389,0,indiana
18,5375-5447indiana,152,69.74,181281002410,0.0,0.0,1.0,0.0,0,5375indiana,34.86,33.59,23.41,68.19,393,0,indiana
19,5375-5447indiana,151,63.58,181281002410,0.0,0.0,1.0,0.0,0,5375indiana,33.6,31.5,27.82,73.75,381,0,indiana
21,5375-5447indiana,127,66.93,181281002410,0.44,0.33,0.23,0.55,0,5375indiana,26.21,32.28,37.38,64.56,412,1,indiana
17,5380-5449indiana,245,56.33,180045000093,0.0,0.0,1.0,0.0,0,5380indiana,75.55,9.38,8.32,57.11,949,0,indiana
18,5380-5449indiana,213,48.83,180045000093,0.0,0.0,1.0,0.0,0,5380indiana,73.04,10.07,8.55,63.78,983,0,indiana
19,5380-5449indiana,212,35.85,180045000093,0.0,0.0,1.0,0.0,0,5380indiana,69.05,11.85,10.57,57.84,937,0,indiana
21,5380-5449indiana,197,47.21,180045000093,0.0,0.0,1.0,0.0,0,5380indiana,66.17,12.54,12.34,58.01,1005,1,indiana
17,5400-5891indiana,150,68.67,181092001785,0.0,0.0,1.0,0.0,0,5400indiana,54.2,23.47,13.36,53.05,524,0,indiana
18,5400-5891indiana,127,72.44,181092001785,0.0,0.0,1.0,0.0,0,5400indiana,55.04,22.29,12.98,52.52,516,0,indiana
19,5400-5891indiana,129,85.27,181092001785,0.0,0.0,1.0,0.0,0,5400indiana,52.48,22.9,14.89,50.95,524,0,indiana
21,5400-5891indiana,122,76.23,181092001785,0.0,0.13,0.87,0.13,0,5400indiana,49.62,21.78,16.29,44.32,528,1,indiana
17,5455-5245indiana,65,50.77,180252000301,0.0,0.0,1.0,0.0,0,5455indiana,88.86,1.81,6.48,57.25,386,0,indiana
18,5455-5245indiana,63,52.38,180252000301,0.0,0.0,1.0,0.0,0,5455indiana,88.51,0.68,6.08,52.03,444,0,indiana
19,5455-5245indiana,46,47.83,180252000301,0.0,0.0,1.0,0.0,0,5455indiana,88.86,0.23,6.59,53.64,440,0,indiana
21,5455-5245indiana,58,46.55,180252000301,0.0,0.0,1.0,0.0,0,5455indiana,86.35,0.0,9.41,52.47,425,1,indiana
17,5470-5937indiana,50,60.0,180018000048,0.0,0.0,1.0,0.0,0,5470indiana,92.46,0.66,4.59,33.11,305,0,indiana
18,5470-5937indiana,47,74.47,180018000048,0.0,0.0,1.0,0.0,0,5470indiana,90.79,0.95,5.08,39.68,315,0,indiana
19,5470-5937indiana,43,58.14,180018000048,0.0,0.0,1.0,0.0,0,5470indiana,91.56,0.97,5.19,42.21,308,0,indiana
21,5470-5937indiana,55,65.45,180018000048,0.0,0.0,1.0,0.0,0,5470indiana,92.51,0.86,4.61,46.69,347,1,indiana
17,5480-5941indiana,134,60.45,180090000168,0.0,0.0,1.0,0.0,0,5480indiana,72.64,1.01,23.34,28.37,497,0,indiana
18,5480-5941indiana,111,62.16,180090000168,0.0,0.0,1.0,0.0,0,5480indiana,73.11,1.59,22.71,33.27,502,0,indiana
19,5480-5941indiana,117,72.65,180090000168,0.0,0.0,1.0,0.0,0,5480indiana,73.08,0.98,23.77,32.22,509,0,indiana
21,5480-5941indiana,140,73.57,180090000168,0.0,0.0,1.0,0.0,0,5480indiana,71.6,0.59,26.63,34.12,507,1,indiana
17,5485-5945indiana,302,59.6,180906001500,0.0,0.0,1.0,0.0,0,5485indiana,71.98,0.78,24.54,53.26,1149,0,indiana
18,5485-5945indiana,252,65.87,180906001500,0.0,0.0,1.0,0.0,0,5485indiana,69.71,0.37,27.26,54.6,1086,0,indiana
19,5485-5945indiana,247,68.02,180906001500,0.0,0.0,1.0,0.0,0,5485indiana,68.24,0.45,28.12,49.14,1099,0,indiana
21,5485-5945indiana,269,60.59,180906001500,0.03,0.11,0.87,0.12,0,5485indiana,66.21,0.91,29.13,46.12,1095,1,indiana
17,5495-5923indiana,79,82.28,181149001856,0.0,0.0,1.0,0.0,0,5495indiana,88.83,0.5,6.95,41.69,403,0,indiana
18,5495-5923indiana,49,61.22,181149001856,0.0,0.0,1.0,0.0,0,5495indiana,89.9,0.0,5.91,40.39,406,0,indiana
19,5495-5923indiana,63,73.02,181149001856,0.0,0.0,1.0,0.0,0,5495indiana,90.78,0.0,5.34,40.78,412,0,indiana
21,5495-5923indiana,60,70.0,181149001856,0.0,0.05,0.95,0.05,0,5495indiana,91.36,0.0,5.68,37.78,405,1,indiana
17,5520-5985indiana,44,56.82,181017001635,0.0,0.0,1.0,0.0,0,5520indiana,97.74,0.0,1.13,56.39,266,0,indiana
18,5520-5985indiana,46,47.83,181017001635,0.0,0.0,1.0,0.0,0,5520indiana,97.21,0.0,1.68,59.22,179,0,indiana
19,5520-5985indiana,48,66.67,181017001635,0.0,0.0,1.0,0.0,0,5520indiana,97.42,0.0,1.03,60.82,194,0,indiana
21,5520-5985indiana,46,52.17,181017001635,0.0,0.0,1.0,0.0,0,5520indiana,97.61,0.0,0.48,56.46,209,1,indiana
17,5615-6032indiana,158,68.35,180609001078,0.0,0.0,1.0,0.0,0,5615indiana,86.79,1.95,4.65,46.85,666,0,indiana
18,5615-6032indiana,151,60.93,180609001078,0.0,0.0,1.0,0.0,0,5615indiana,87.5,0.91,5.34,46.95,656,0,indiana
19,5615-6032indiana,160,63.75,180609001078,0.0,0.0,1.0,0.0,0,5615indiana,88.36,1.1,5.35,45.13,636,0,indiana
21,5615-6032indiana,128,70.31,180609001078,0.03,0.22,0.75,0.24,0,5615indiana,85.52,1.98,6.71,48.63,656,1,indiana
17,5620-6049indiana,70,57.14,180789001351,0.0,0.0,1.0,0.0,0,5620indiana,93.29,0.89,3.36,34.23,447,0,indiana
18,5620-6049indiana,79,55.7,180789001351,0.0,0.0,1.0,0.0,0,5620indiana,92.7,1.11,4.2,41.37,452,0,indiana
19,5620-6049indiana,62,58.06,180789001351,0.0,0.0,1.0,0.0,0,5620indiana,92.91,0.92,3.66,37.76,437,0,indiana
21,5620-6049indiana,70,52.86,180789001351,0.0,0.0,1.0,0.0,0,5620indiana,91.94,0.24,4.03,38.39,422,1,indiana
17,5625-6069indiana,126,73.02,180834001429,0.0,0.0,1.0,0.0,0,5625indiana,91.78,0.98,5.09,28.77,511,0,indiana
18,5625-6069indiana,129,72.09,180834001429,0.0,0.0,1.0,0.0,0,5625indiana,90.62,1.13,5.44,32.65,533,0,indiana
19,5625-6069indiana,130,77.69,180834001429,0.0,0.0,1.0,0.0,0,5625indiana,88.77,1.99,6.16,32.43,552,0,indiana
21,5625-6069indiana,126,70.63,180834001429,0.03,0.08,0.89,0.09,0,5625indiana,86.76,1.15,7.49,33.21,521,1,indiana
17,5635-6085indiana,171,49.12,180885001476,0.0,0.0,1.0,0.0,0,5635indiana,88.76,1.95,2.4,49.93,667,0,indiana
18,5635-6085indiana,148,50.68,180885001476,0.0,0.0,1.0,0.0,0,5635indiana,87.86,2.12,2.73,54.32,659,0,indiana
19,5635-6085indiana,144,55.56,180885001476,0.0,0.0,1.0,0.0,0,5635indiana,88.2,1.86,3.73,50.31,644,0,indiana
21,5635-6085indiana,142,56.34,180885001476,0.0,0.0,1.0,0.0,0,5635indiana,86.1,2.42,4.38,44.11,662,1,indiana
17,5705-6146indiana,187,63.64,180948001546,0.0,0.0,1.0,0.0,0,5705indiana,91.55,0.73,2.94,33.05,817,0,indiana
18,5705-6146indiana,184,58.15,180948001546,0.0,0.0,1.0,0.0,0,5705indiana,90.76,0.26,2.99,35.16,768,0,indiana
19,5705-6146indiana,157,68.15,180948001546,0.0,0.0,1.0,0.0,0,5705indiana,90.71,0.52,2.88,32.72,764,0,indiana
21,5705-6146indiana,193,75.65,180948001546,0.31,0.19,0.5,0.35,0,5705indiana,91.24,0.65,3.66,29.41,765,1,indiana
17,5740-6166indiana,410,83.66,180063000120,0.0,0.0,1.0,0.0,0,5740indiana,82.33,3.67,4.02,21.92,1715,0,indiana
18,5740-6166indiana,424,82.31,180063000120,0.0,0.0,1.0,0.0,0,5740indiana,82.78,3.37,4.02,23.73,1690,0,indiana
19,5740-6166indiana,421,81.71,180063000120,0.0,0.0,1.0,0.0,0,5740indiana,80.85,3.55,5.26,25.24,1692,0,indiana
21,5740-6166indiana,361,82.27,180063000120,0.0,0.59,0.41,0.59,0,5740indiana,79.92,3.81,5.36,25.03,1678,1,indiana
17,5740-6168indiana,404,68.07,180063000119,0.0,0.0,1.0,0.0,0,5740indiana,77.36,5.21,5.57,31.11,1652,0,indiana
