Corp ID,Corp Name,Schl ID,Schl Name,American Indian,Asian,Black,Hispanic,Multiracial,Native Hawaiian or Other Pacific Islander,White,Free/Reduced price meals,Paid meals,Grand Total
225,Northwest Allen County Schools,95,Cedar Canyon Elementary School,1,33,22,26,22,,469,53,520,573
225,Northwest Allen County Schools,96,Eel River Elementary School,,18,11,29,51,,469,117,461,578
235,Fort Wayne Community Schools,100,Allen Co Juvenile Center,,,3,1,1,,1,,6,6
235,Fort Wayne Community Schools,101,North Side High School,3,97,346,258,172,1,673,970,580,1550
235,Fort Wayne Community Schools,102,R Nelson Snider High School,13,89,436,200,142,,980,780,1080,1860
235,Fort Wayne Community Schools,105,South Side High School,,109,435,424,124,2,264,939,419,1358
235,Fort Wayne Community Schools,107,Blackhawk Middle School,2,46,175,66,68,1,456,351,463,814
235,Fort Wayne Community Schools,118,Jeff H Towles Intermediate School,5,17,138,128,51,2,258,295,304,599
235,Fort Wayne Community Schools,119,Jefferson Middle School,2,27,105,97,63,7,439,354,386,740
235,Fort Wayne Community Schools,121,Kekionga Middle School,1,22,173,143,67,2,141,400,149,549
235,Fort Wayne Community Schools,125,Lakeside Middle School,1,55,163,71,74,1,180,387,158,545
235,Fort Wayne Community Schools,126,Lane Middle School,3,30,236,133,76,1,247,469,257,726
235,Fort Wayne Community Schools,127,Memorial Park Middle School,1,17,166,166,46,3,217,379,237,616
235,Fort Wayne Community Schools,128,Miami Middle School,2,101,207,115,47,,113,436,149,585
235,Fort Wayne Community Schools,129,Northwood Middle School,4,39,98,110,71,2,271,413,182,595
235,Fort Wayne Community Schools,133,Portage Middle School,,4,105,123,49,,167,328,120,448
235,Fort Wayne Community Schools,134,Weisser Park Elementary School,3,11,205,105,47,2,226,356,243,599
235,Fort Wayne Community Schools,136,Fairfield Elementary School,2,31,166,173,78,,87,480,57,537
235,Fort Wayne Community Schools,137,Merle J Abbett Elementary School,,6,224,173,44,1,26,403,71,474
235,Fort Wayne Community Schools,141,Adams Elementary School,,23,88,96,35,,48,241,49,290
235,Fort Wayne Community Schools,149,Bloomingdale Elementary School,,5,77,55,51,,155,269,74,343
235,Fort Wayne Community Schools,151,Bunche Elementary School,,4,62,38,29,,103,102,134,236
235,Fort Wayne Community Schools,153,Brentwood Elementary School,,63,173,60,49,,150,346,149,495
235,Fort Wayne Community Schools,154,Fred H Croninger Elementary School,2,18,90,30,43,,463,165,481,646
235,Fort Wayne Community Schools,157,Forest Park Elementary School,,84,139,77,68,3,209,401,179,580
235,Fort Wayne Community Schools,161,Franke Park Elementary School,,19,45,103,52,,253,325,147,472
235,Fort Wayne Community Schools,162,Glenwood Park Elementary School,2,81,109,50,58,,309,367,242,609
235,Fort Wayne Community Schools,164,J Wilbur Haley Elementary School,1,31,176,73,88,,257,362,264,626
235,Fort Wayne Community Schools,177,Wayne High School,5,122,432,228,105,,477,852,517,1369
235,Fort Wayne Community Schools,178,Harrison Hill Elementary School,,95,166,209,63,,112,501,144,645
235,Fort Wayne Community Schools,186,Mabel K Holland Elementary School,1,22,39,69,56,,246,264,169,433
235,Fort Wayne Community Schools,189,Indian Village Elementary School,5,5,118,102,46,,158,288,146,434
235,Fort Wayne Community Schools,193,John S Irwin Elementary School,,2,152,38,34,,74,185,115,300
235,Fort Wayne Community Schools,197,Lindley Elementary School,2,6,70,115,51,3,88,206,129,335
235,Fort Wayne Community Schools,205,Maplewood Elementary School,3,21,136,53,64,,197,315,159,474
235,Fort Wayne Community Schools,209,Willard Shambaugh Elementary Sch,,4,24,30,24,,215,128,169,297
235,Fort Wayne Community Schools,217,Northcrest Elementary School,,79,135,87,41,,95,313,124,437
235,Fort Wayne Community Schools,219,Northrop High School,8,98,333,305,140,,1148,964,1068,2032
235,Fort Wayne Community Schools,221,Francis M Price Elementary School,,15,43,83,50,1,310,318,184,502
235,Fort Wayne Community Schools,233,Saint Joseph Central School,,18,47,23,46,6,298,195,243,438
235,Fort Wayne Community Schools,239,Robert C Harris Elementary School,,23,54,50,33,1,237,204,194,398
235,Fort Wayne Community Schools,240,Shawnee Middle School,3,49,158,137,74,,293,433,281,714
235,Fort Wayne Community Schools,241,Whitney M Young Early Childhood,1,6,65,43,9,,96,115,105,220
235,Fort Wayne Community Schools,249,Levan R Scott Academy,,85,173,81,27,,20,320,66,386
235,Fort Wayne Community Schools,253,South Wayne Elementary School,1,9,145,125,60,,79,312,107,419
235,Fort Wayne Community Schools,257,Study Elementary School,2,9,65,96,30,1,89,233,59,292
235,Fort Wayne Community Schools,265,Washington Elementary School,,,48,54,28,,113,185,58,243
235,Fort Wayne Community Schools,269,Washington Center Elementary Sch,2,26,58,46,55,3,298,245,243,488
235,Fort Wayne Community Schools,270,Lincoln Elementary School,2,40,166,134,59,,281,425,257,682
235,Fort Wayne Community Schools,273,Waynedale Elementary School,,89,109,48,56,1,181,320,164,484
235,Fort Wayne Community Schools,275,Arlington Elementary School,1,26,120,83,49,,205,240,244,484
255,East Allen County Schools,43,Prince Chapman Academy,,355,240,127,47,,57,722,104,826
255,East Allen County Schools,49,Leo Junior/Senior High School,3,46,25,59,47,,1236,272,1144,1416
255,East Allen County Schools,53,Leo Elementary School,2,4,4,26,26,,515,119,458,577
255,East Allen County Schools,81,Heritage Jr/Sr High School,2,119,60,65,44,,510,457,343,800
255,East Allen County Schools,83,New Haven Primary School,,5,41,31,33,,340,313,137,450
255,East Allen County Schools,281,Heritage Elementary School,1,12,62,51,31,,354,340,171,511
255,East Allen County Schools,285,Woodlan Jr/Sr High School,,30,24,30,20,1,601,234,472,706
255,East Allen County Schools,291,Cedarville Elementary School,,3,22,23,43,,725,184,632,816
255,East Allen County Schools,294,Paul Harding Jr High School,,178,116,48,32,,19,357,36,393
255,East Allen County Schools,297,New Haven High School,1,61,319,107,62,,513,695,368,1063
255,East Allen County Schools,301,New Haven Middle School,2,5,37,28,39,1,339,299,152,451
255,East Allen County Schools,305,New Haven Intermediate School,,6,63,29,34,,306,311,127,438
255,East Allen County Schools,310,Southwick Elementary School,,246,171,97,24,,58,503,93,596
255,East Allen County Schools,318,EACS Early Childhood Preschool,,2,1,6,1,,36,17,29,46
255,East Allen County Schools,323,Woodlan Elementary School,,3,6,17,23,,495,215,329,544
255,East Allen County Schools,394,East Allen University,,92,33,43,16,,129,202,111,313
365,Bartholomew Con School Corp,328,Clifty Creek Elementary School,2,28,12,163,32,,311,421,127,548
365,Bartholomew Con School Corp,346,CSA Lincoln Campus,,25,5,23,12,1,286,97,255,352
365,Bartholomew Con School Corp,353,Mount Healthy Elementary School,1,2,1,45,15,,393,205,252,457
365,Bartholomew Con School Corp,354,Richard L Johnson Early Educ Cntr,,3,6,16,8,,65,67,31,98
365,Bartholomew Con School Corp,357,Parkside Elementary School,1,107,12,172,28,,430,328,422,750
365,Bartholomew Con School Corp,363,W D Richards Elementary School,2,22,13,109,29,2,389,243,323,566
365,Bartholomew Con School Corp,366,Rockcreek Elementary School,,1,3,15,10,1,342,152,220,372
365,Bartholomew Con School Corp,369,Lillian Schmitt Elementary School,3,14,28,84,45,1,482,499,158,657
365,Bartholomew Con School Corp,371,L F Smith Elementary,,27,25,61,39,,345,315,182,497
365,Bartholomew Con School Corp,375,CSA Fodrea Campus,2,84,6,44,15,,227,147,231,378
365,Bartholomew Con School Corp,377,Taylorsville Elementary School,1,3,6,239,20,1,370,465,175,640
365,Bartholomew Con School Corp,390,Central Middle School,5,42,31,88,39,,670,396,479,875
365,Bartholomew Con School Corp,392,Southside Elementary School,7,257,16,116,26,1,544,210,757,967
365,Bartholomew Con School Corp,395,Northside Middle School,8,44,14,184,29,1,555,398,437,835
365,Bartholomew Con School Corp,397,Columbus North High School,5,133,53,352,71,1,1448,689,1374,2063
365,Bartholomew Con School Corp,399,Columbus East High School,2,19,43,122,75,,1214,474,1001,1475
370,Flat Rock-Hawcreek School Corp,409,Hope Elementary School,1,1,1,15,5,1,442,208,258,466
370,Flat Rock-Hawcreek School Corp,410,Hauser Jr-Sr High School,,7,1,12,10,1,406,152,285,437
395,Benton Community School Corp,421,Otterbein Elementary School,,,5,18,1,,291,118,197,315
395,Benton Community School Corp,433,Boswell Elementary School,1,,1,46,5,,111,117,47,164
395,Benton Community School Corp,445,Benton Central Jr-Sr High School,1,2,6,63,16,,767,367,488,855
395,Benton Community School Corp,446,Prairie Crossing Elementary School,1,1,5,30,13,,373,228,195,423
515,Blackford County Schools,485,Montpelier School,,,1,3,6,,178,115,73,188
515,Blackford County Schools,489,Blackford High School,,2,2,10,14,,483,262,249,511
515,Blackford County Schools,491,Blackford Junior High School,,,1,7,11,,220,132,107,239
515,Blackford County Schools,494,North Side Elementary School,,1,1,14,14,,340,211,159,370
515,Blackford County Schools,501,Southside Elementary School,1,,2,6,14,,255,174,104,278
615,Western Boone Co Com Sch Dist,521,Granville Wells Elementary School,,3,1,10,4,,436,153,301,454
615,Western Boone Co Com Sch Dist,537,Thorntown Elementary School,,,1,14,17,,443,177,298,475
615,Western Boone Co Com Sch Dist,539,Western Boone Jr-Sr High School,1,2,3,19,9,2,745,238,543,781
630,Zionsville Community Schools,510,Zionsville West Middle School,1,84,27,70,62,,844,83,1005,1088
630,Zionsville Community Schools,511,Zionsville Middle School,,42,15,32,54,,1033,50,1126,1176
630,Zionsville Community Schools,512,Zionsville Community High School,5,103,44,95,88,,1730,135,1930,2065
630,Zionsville Community Schools,514,Eagle Elementary School,,28,7,21,28,,315,27,372,399
630,Zionsville Community Schools,517,Zionsville Pleasant View Elem Sch,,20,3,30,45,,707,33,772,805
630,Zionsville Community Schools,541,Union Elementary School,,36,15,26,24,,619,22,698,720
630,Zionsville Community Schools,542,Stonegate Elementary,,27,13,28,27,,423,47,471,518
630,Zionsville Community Schools,544,Boone Meadow,1,56,19,25,37,1,391,14,516,530
665,Lebanon Community School Corp,534,Perry Worth Elementary School,,8,16,20,18,,310,88,284,372
665,Lebanon Community School Corp,553,Lebanon Senior High School,1,10,17,60,24,,861,332,641,973
665,Lebanon Community School Corp,557,Lebanon Middle School,,7,24,68,35,,677,321,490,811
665,Lebanon Community School Corp,561,Central Elementary School,,2,6,18,6,,335,105,262,367
665,Lebanon Community School Corp,565,Harney Elementary School,,,3,38,12,,416,236,233,469
665,Lebanon Community School Corp,569,Hattie B Stokes Elementary School,1,5,10,33,35,,361,323,122,445
670,Brown County School Corporation,571,Brown County Intermediate School,1,1,1,2,5,,254,156,108,264
670,Brown County School Corporation,573,Brown County High School,5,6,,14,10,,584,277,342,619
670,Brown County School Corporation,577,Van Buren Elementary School,,1,1,3,4,1,202,111,101,212
670,Brown County School Corporation,581,Helmsburg Elementary School,1,,1,7,2,,222,137,96,233
670,Brown County School Corporation,585,Sprunica Elementary School,2,,3,3,4,1,282,162,133,295
670,Brown County School Corporation,587,Brown County Junior High,4,3,1,7,6,,260,155,126,281
750,Carroll Consolidated School Corp,621,Carroll Senior High School,,,2,10,6,2,304,97,227,324
750,Carroll Consolidated School Corp,623,Carroll Junior High School,,,1,9,3,,171,63,121,184
750,Carroll Consolidated School Corp,629,Carroll Elementary School,,1,5,21,13,1,522,252,311,563
755,Delphi Community School Corp,609,Delphi Community Middle School,,,3,36,4,,294,199,138,337
755,Delphi Community School Corp,637,Delphi Community High School,,1,4,52,10,,364,197,234,431
755,Delphi Community School Corp,641,Delphi Community Elementary School,2,2,5,63,17,,535,367,257,624
775,Pioneer Regional School Corp,645,Pioneer Jr-Sr High School,3,6,4,26,8,,397,180,264,444
775,Pioneer Regional School Corp,649,Pioneer Elementary School,1,2,2,18,19,,469,241,270,511
815,Lewis Cass Schools,689,Lewis Cass High School,,3,4,32,7,,393,144,295,439
815,Lewis Cass Schools,691,Lewis Cass Junior High School,1,4,,28,14,1,276,136,188,324
815,Lewis Cass Schools,695,Lewis Cass Elementary School,,9,3,39,41,,526,295,323,618
875,Logansport Community Sch Corp,701,Logansport Community High School,2,38,16,522,31,,610,661,558,1219
875,Logansport Community Sch Corp,702,Logansport Junior High School,,20,20,281,18,,307,379,267,646
875,Logansport Community Sch Corp,705,Franklin Elementary School,,9,6,141,19,,200,232,143,375
875,Logansport Community Sch Corp,709,Fairview Elementary School,,5,6,182,12,,221,262,164,426
875,Logansport Community Sch Corp,711,Landis Elementary School,2,32,12,375,37,,384,474,368,842
875,Logansport Community Sch Corp,713,Columbia Elementary School,,22,10,223,10,,184,345,104,449
875,Logansport Community Sch Corp,715,Columbia 6th Grade Academy,1,6,8,160,13,,148,222,114,336
940,West Clark Community Schools,765,Henryville Jr & Sr High School,,6,1,15,13,1,465,160,341,501
940,West Clark Community Schools,767,Henryville Elementary School,3,1,5,15,26,,640,281,409,690
940,West Clark Community Schools,777,Silver Creek High School,2,13,9,73,28,3,753,225,656,881
940,West Clark Community Schools,781,Silver Creek Middle School,,7,12,56,28,2,581,199,487,686
940,West Clark Community Schools,789,Silver Creek Elementary School,,11,12,95,45,,675,278,560,838
940,West Clark Community Schools,813,William W Borden High School,,1,1,12,2,1,308,100,225,325
940,West Clark Community Schools,815,William W Borden Elementary School,,,2,7,1,,301,93,218,311
940,West Clark Community Schools,818,Silver Creek Primary School,3,7,3,35,14,,349,121,290,411
1000,Clarksville Community School Corp,833,Clarksville Senior High School,2,2,42,37,33,,322,269,169,438
1000,Clarksville Community School Corp,845,Clarksville Elementary School,1,2,57,69,57,,330,347,169,516
1000,Clarksville Community School Corp,851,Clarksville Middle School,,1,35,56,33,,266,285,106,391
1010,Greater Clark County Schools,755,W E Wilson Elementary,5,4,129,56,71,1,238,274,230,504
1010,Greater Clark County Schools,761,Thomas Jefferson Elementary School,1,6,41,27,45,,265,174,211,385
1010,Greater Clark County Schools,801,Northaven Elementary School,1,18,107,141,64,10,179,340,180,520
1010,Greater Clark County Schools,805,Utica Elementary School,1,3,43,32,51,,429,154,405,559
1010,Greater Clark County Schools,807,New Washington Elementary School,,2,1,10,18,,267,148,150,298
1010,Greater Clark County Schools,809,New Washington Middle/High School,,1,,10,7,,325,165,178,343
1010,Greater Clark County Schools,821,Charlestown Senior High School,2,3,23,66,29,,568,276,415,691
1010,Greater Clark County Schools,825,Jonathan Jennings Elementary Sch,,2,25,46,35,,370,250,228,478
1010,Greater Clark County Schools,829,Pleasant Ridge Elementary School,,3,14,44,40,2,406,273,236,509
1010,Greater Clark County Schools,849,Jeffersonville High School,6,28,404,266,192,1,1138,1059,976,2035
1010,Greater Clark County Schools,853,Parkview Middle School,3,8,167,75,81,2,390,406,320,726
1010,Greater Clark County Schools,863,Charlestown Middle School,1,3,22,51,21,,428,250,276,526
1010,Greater Clark County Schools,865,Bridgepoint Elementary School,,2,74,34,59,,193,233,129,362
1010,Greater Clark County Schools,869,Maple Elementary School,1,,23,21,35,,98,119,59,178
1010,Greater Clark County Schools,871,Riverside Elementary School,1,,58,58,72,,279,267,201,468
1010,Greater Clark County Schools,877,Spring Hill Elementary School,,,62,26,50,,44,157,25,182
1010,Greater Clark County Schools,879,Parkwood Elementary School,,2,55,291,56,1,143,433,115,548
1010,Greater Clark County Schools,883,River Valley Middle School,5,20,169,224,88,2,421,575,354,929
1010,Greater Clark County Schools,886,Old Corden Porter School,,,7,2,5,,28,26,16,42
1010,Greater Clark County Schools,891,Clark County Middle/High School,,,15,5,7,,50,41,36,77
1125,Clay Community Schools,895,Clay City Elementary School,1,,,11,5,,330,171,176,347
1125,Clay Community Schools,897,Clay City Jr-Sr High School,3,1,,7,2,,358,136,235,371
1125,Clay Community Schools,901,Jackson Township Elementary School,,4,,,5,1,254,97,167,264
1125,Clay Community Schools,907,Staunton Elementary School,1,,,4,11,1,302,173,146,319
1125,Clay Community Schools,923,Van Buren Elementary School,1,,1,5,9,,243,160,99,259
1125,Clay Community Schools,925,North Clay Middle School,1,2,5,18,19,,760,475,330,805
1125,Clay Community Schools,933,Northview High School,1,4,4,20,19,,968,512,504,1016
1125,Clay Community Schools,941,East Side Elementary School,,,2,3,7,,228,166,74,240
1125,Clay Community Schools,942,Forest Park Elementary School,,2,1,13,7,,259,191,91,282
1125,Clay Community Schools,949,Meridian Street Elementary School,2,2,3,14,12,,247,193,87,280
1150,Clinton Central School Corporation,957,Clinton Central Junior-Senior HS,2,,4,18,3,,394,156,265,421
1150,Clinton Central School Corporation,961,Clinton Central Elementary School,,6,5,15,9,,411,223,223,446
1160,Clinton Prairie School Corporation,977,Clinton Prairie Jr-Sr High School,,,2,60,5,,505,240,332,572
1160,Clinton Prairie School Corporation,981,Clinton Prairie Elementary School,3,,3,47,13,,663,314,415,729
1170,Community Schools of Frankfort,997,Frankfort High School,,1,9,460,14,,420,645,259,904
1170,Community Schools of Frankfort,999,Frankfort Middle School,3,3,3,389,8,2,335,602,141,743
1170,Community Schools of Frankfort,1014,Blue Ridge Primary Elementary Sch,1,2,8,237,11,,247,369,137,506
1170,Community Schools of Frankfort,1015,Green Meadows Intermediate Elem,1,2,4,235,6,,202,347,103,450
1170,Community Schools of Frankfort,1020,Suncrest Elementary School,,,4,300,20,1,275,505,95,600
1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,,4,2,10,9,,497,130,392,522
1180,Rossville Con School District,1033,Rossville Elementary School,2,1,4,14,6,,423,148,302,450
1300,Crawford County Community Sch Corp,1037,South Crawford Elementary School,,,,3,4,,150,94,63,157
1300,Crawford County Community Sch Corp,1045,West Crawford Elementary School,,,,5,7,,238,184,66,250
1300,Crawford County Community Sch Corp,1059,Crawford County High School,,,,8,9,,433,247,203,450
1300,Crawford County Community Sch Corp,1061,Crawford County Middle School,,,3,5,7,,339,242,112,354
1300,Crawford County Community Sch Corp,1065,East Crawford Elementary School,,,1,5,5,1,288,196,104,300
1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,,2,,6,6,,429,120,323,443
1315,Barr-Reeve Community Schools Inc,1073,Barr Reeve Primary Grade School,,3,1,2,1,,165,60,112,172
1315,Barr-Reeve Community Schools Inc,1075,Barr Reeve Elementary School,,1,1,7,3,,308,103,217,320
1375,North Daviess Com Schools,1090,North Daviess Elementary School,2,1,2,18,13,,676,329,383,712
1375,North Daviess Com Schools,1121,North Daviess Jr-Sr High School,3,1,2,10,10,,451,206,271,477
1405,Washington Community Schools,1103,Lena Dunn Elementary School,,1,30,180,19,,201,404,27,431
1405,Washington Community Schools,1105,Veale Elementary School,1,,,3,1,,164,38,131,169
1405,Washington Community Schools,1123,Washington Junior High School,3,1,13,90,7,,283,273,124,397
1405,Washington Community Schools,1125,Washington High School,2,6,26,143,27,,547,462,289,751
1405,Washington Community Schools,1129,North Elementary School,1,3,10,49,18,,329,216,194,410
1405,Washington Community Schools,1133,Helen Griffith Elementary School,1,2,25,113,6,,265,324,88,412
1560,Sunman-Dearborn Com Sch Corp,1189,North Dearborn Elementary School,,3,1,11,17,,627,146,513,659
1560,Sunman-Dearborn Com Sch Corp,1190,Sunman-Dearborn Middle School,,3,1,19,22,,863,232,676,908
1560,Sunman-Dearborn Com Sch Corp,1193,Bright Elementary School,1,2,2,4,33,,506,106,442,548
1560,Sunman-Dearborn Com Sch Corp,7211,Sunman Elementary School,,1,1,16,6,,310,142,192,334
1560,Sunman-Dearborn Com Sch Corp,7213,East Central High School,2,3,4,20,29,1,1172,243,988,1231
1600,South Dearborn Community Sch Corp,1141,Dillsboro Elementary School,2,3,1,3,2,,216,114,113,227
1600,South Dearborn Community Sch Corp,1165,Manchester Elementary School,,,,2,6,,252,109,151,260
1600,South Dearborn Community Sch Corp,1169,Moores Hill Elementary School,,1,,2,1,,139,93,50,143
1600,South Dearborn Community Sch Corp,1172,South Dearborn Middle School,,3,2,4,9,,327,164,181,345
1600,South Dearborn Community Sch Corp,1179,South Dearborn High School,3,1,2,14,17,,797,358,476,834
1600,South Dearborn Community Sch Corp,1197,Aurora Elementary School,2,,5,5,18,,506,291,245,536
1620,Lawrenceburg Community School Corp,1177,Lawrenceburg High School,,7,9,18,32,,615,228,453,681
1620,Lawrenceburg Community School Corp,1209,Greendale Middle School,,3,7,11,34,,407,186,276,462
1620,Lawrenceburg Community School Corp,1210,Lawrenceburg Primary School,,5,3,15,30,,415,173,295,468
1620,Lawrenceburg Community School Corp,1217,Central Elementary School,1,2,10,9,27,,417,199,267,466
1655,Decatur County Community Schools,1263,South Decatur Jr-Sr High School,,,1,12,6,,444,232,231,463
1655,Decatur County Community Schools,1265,South Decatur Elementary School,1,,,16,6,,442,275,190,465
1655,Decatur County Community Schools,1266,North Decatur Elementary School,1,2,1,12,7,,492,269,246,515
1655,Decatur County Community Schools,1267,North Decatur Jr-Sr High School,2,,,6,10,,491,202,307,509
1730,Greensburg Community Schools,1268,Greensburg Community High School,1,5,1,30,24,2,671,310,424,734
1730,Greensburg Community Schools,1269,Greensburg Community Jr High,1,4,2,8,16,3,445,260,219,479
1730,Greensburg Community Schools,1270,Greensburg Elementary,2,6,5,37,28,1,860,559,380,939
1805,DeKalb Co Eastern Com Sch Dist,1317,Eastside Junior-Senior High School,3,6,12,24,3,,583,257,374,631
1805,DeKalb Co Eastern Com Sch Dist,1321,Butler Elementary School,3,1,6,13,3,,390,247,169,416
1805,DeKalb Co Eastern Com Sch Dist,1335,Riverdale Elementary School,,,2,4,4,,289,124,175,299
1820,Garrett-Keyser-Butler Com Sch Corp,1325,Garrett High School,,1,2,18,18,6,547,245,347,592
1820,Garrett-Keyser-Butler Com Sch Corp,1329,J E Ober Elementary School,4,1,7,15,34,4,671,404,332,736
1820,Garrett-Keyser-Butler Com Sch Corp,1331,Garrett Middle School,,,1,15,18,3,382,194,225,419
1835,DeKalb Co Ctl United Sch Dist,1341,Waterloo Elementary School,,,2,13,9,,200,159,65,224
1835,DeKalb Co Ctl United Sch Dist,1345,DeKalb High School,1,11,7,41,23,,1044,387,740,1127
1835,DeKalb Co Ctl United Sch Dist,1346,DeKalb Middle School,,12,1,35,20,1,764,346,487,833
1835,DeKalb Co Ctl United Sch Dist,1351,James R Watson Elementary School,,3,3,21,16,,524,208,359,567
1835,DeKalb Co Ctl United Sch Dist,1357,McKenney-Harrison Elementary Sch,,9,3,21,14,,570,303,314,617
1835,DeKalb Co Ctl United Sch Dist,1359,Country Meadow Elementary School,,1,2,5,12,,288,147,161,308
1875,Delaware Community School Corp,1365,Royerton Elementary School,3,10,11,11,36,1,554,250,376,626
1875,Delaware Community School Corp,1367,Delta Middle School,2,,13,12,28,,558,284,329,613
1875,Delaware Community School Corp,1369,Delta High School,2,1,11,10,24,1,801,310,540,850
1875,Delaware Community School Corp,1409,Eaton Elementary School,3,1,,4,4,,252,159,105,264
1875,Delaware Community School Corp,1520,Albany Elementary School,2,3,,1,9,,279,187,107,294
1885,Wes-Del Community Schools,1372,Wes-Del Middle/Senior High School,,4,1,18,16,,440,239,240,479
1885,Wes-Del Community Schools,1412,Wes-Del Preschool,,,,,,,18,6,12,18
1885,Wes-Del Community Schools,1413,Wes-Del Elementary School,1,2,1,26,9,,341,222,158,380
1895,Liberty-Perry Community Sch Corp,1375,Wapahani High School,,4,5,5,11,,335,143,217,360
1895,Liberty-Perry Community Sch Corp,1377,Selma Middle School,1,,4,2,12,,261,143,137,280
1895,Liberty-Perry Community Sch Corp,1381,Selma Elementary School,2,,3,9,24,,515,326,227,553
1900,Cowan Community School Corp,1385,Cowan Elementary School,,,2,9,13,,415,235,204,439
1900,Cowan Community School Corp,1386,Cowan High School,,1,3,8,6,,354,145,227,372
1910,Yorktown Community Schools,1387,Yorktown Middle School,,14,34,18,36,1,490,214,379,593
1910,Yorktown Community Schools,1389,Yorktown High School,,25,28,32,48,,671,248,556,804
1910,Yorktown Community Schools,1393,Yorktown Elementary School,,19,31,14,38,1,524,234,393,627
1910,Yorktown Community Schools,1395,Pleasant View Elementary School,2,18,27,9,36,,529,244,377,621
1940,Daleville Community Schools,1401,Daleville Jr-Sr High School,1,4,4,6,14,1,395,163,262,425
1940,Daleville Community Schools,1405,Daleville Elementary School,1,1,3,7,17,2,505,277,259,536
1970,Muncie Community Schools,1421,Muncie Central High School,7,6,327,75,134,,792,940,401,1341
1970,Muncie Community Schools,1431,Northside Middle School,5,,143,35,77,2,289,385,166,551
1970,Muncie Community Schools,1437,Southside Middle School,2,,115,23,74,1,369,503,81,584
1970,Muncie Community Schools,1470,Grissom Elementary School,,,79,16,75,2,339,450,61,511
1970,Muncie Community Schools,1482,South View Elementary School,3,2,95,21,86,1,337,506,39,545
1970,Muncie Community Schools,1485,Longfellow Elementary School,,,155,21,49,3,132,301,59,360
1970,Muncie Community Schools,1496,North View Elementary School,2,14,46,19,47,,197,209,116,325
1970,Muncie Community Schools,1513,East Washington Academy,1,11,97,27,73,,349,363,195,558
1970,Muncie Community Schools,1517,West View Elementary School,,2,36,19,43,1,265,225,141,366
1970,Muncie Community Schools,1524,Youth Opportunity Center,1,1,14,11,7,,89,110,13,123
2040,Northeast Dubois Co Sch Corp,1543,Celestine Elementary School,,,,2,,,83,10,75,85
2040,Northeast Dubois Co Sch Corp,1545,Northeast Dubois High School,,2,,5,2,,265,62,212,274
2040,Northeast Dubois Co Sch Corp,1549,Dubois Middle School,1,,,2,1,1,239,55,189,244
2040,Northeast Dubois Co Sch Corp,1577,Dubois Elementary School,,,,3,3,,270,73,203,276
