year,mergecode,districtcode,black,hispanic,white,lowincome
19,761-0106,761,95,4,0,100
19,761-0182,761,94,5,0,100
19,761-0186,761,78,6,12,100
19,761-0192,761,38,24,33,26
19,761-0212,761,97,2,0,100
19,761-0315,761,97,3,0,100
19,761-0403,761,95,4,1,100
19,761-1409,761,98,2,0,100
19,761-1412,761,91,8,1,100
19,761-1413,761,99,1,0,100
19,761-4058,761,96,3,0,100
19,761-4560,761,43,8,43,29
19,766-1050,766,29,17,47,45
19,767-2050,767,23,17,54,41
19,772-0110,772,6,78,12,79
19,776-3050,776,18,60,16,69
19,781-0101,781,40,36,19,47
19,781-0207,781,38,31,25,0
19,7820108-0108,7820108,4,15,78,42
19,7820120-0120,7820120,38,8,45,45
19,7820412-0412,7820412,34,8,50,40
19,7820613-0613,7820613,36,10,51,0
19,784-0111,784,51,6,41,100
19,789-4052,789,63,2,34,76
19,792-0273,792,72,4,19,100
19,891-0104,891,89,0,11,0
19,891-0298,891,66,3,31,0
