year,mergecode,districtcode,black,hispanic,white,lowincome
18,633-2056,633,37.0,17.0,36.0,39.0
18,633-2066,633,30.0,63.0,4.0,78.0
18,633-3056,633,63.0,26.0,7.0,72.0
18,633-4066,633,59.0,33.0,6.0,72.0
18,634-0195,634,33.0,19.0,45.0,64.0
18,634-0308,634,31.0,19.0,48.0,90.0
18,635-1554,635,26.0,26.0,45.0,95.0
18,636-0112,636,37.0,14.0,39.0,37.0
18,636-0183,636,17.0,7.0,70.0,41.0
18,636-0189,636,17.0,6.0,62.0,25.0
18,636-4050,636,21.0,10.0,59.0,34.0
18,637-0111,637,36.0,9.0,50.0,56.0
18,638-0196,638,14.0,7.0,72.0,22.0
18,638-0389,638,24.0,10.0,58.0,33.0
18,638-5054,638,27.0,7.0,61.0,43.0
18,639-0193,639,23.0,0.0,70.0,94.0
18,640-0196,640,55.0,4.0,39.0,97.0
18,644-0103,644,96.0,1.0,1.0,73.0
18,644-0105,644,95.0,2.0,0.0,73.0
18,644-0172,644,95.0,3.0,1.0,100.0
18,644-0176,644,93.0,4.0,0.0,75.0
18,644-0202,644,92.0,6.0,1.0,69.0
18,644-0276,644,79.0,9.0,2.0,74.0
18,644-0497,644,94.0,4.0,1.0,63.0
18,644-0500,644,89.0,6.0,1.0,91.0
18,644-0810,644,74.0,18.0,2.0,61.0
18,644-1070,644,62.0,12.0,9.0,60.0
18,644-2054,644,97.0,2.0,0.0,100.0
18,644-2055,644,43.0,13.0,26.0,47.0
18,644-3060,644,26.0,33.0,32.0,39.0
18,644-3070,644,95.0,3.0,0.0,100.0
18,644-4053,644,61.0,3.0,3.0,100.0
18,644-4054,644,5.0,88.0,1.0,77.0
18,644-4069,644,90.0,6.0,1.0,100.0
18,644-5052,644,27.0,27.0,30.0,38.0
18,644-5055,644,16.0,28.0,48.0,26.0
18,644-5067,644,97.0,1.0,1.0,64.0
18,647-4062,647,86.0,1.0,10.0,27.0
18,648-0100,648,56.0,10.0,27.0,43.0
18,648-0175,648,54.0,26.0,15.0,74.0
18,648-0187,648,27.0,9.0,57.0,38.0
18,648-0212,648,78.0,10.0,9.0,63.0
18,648-4050,648,66.0,13.0,16.0,63.0
18,651-0197,651,11.0,7.0,77.0,29.0
18,651-0390,651,22.0,7.0,67.0,38.0
18,652-0176,652,32.0,11.0,55.0,56.0
18,653-0189,653,47.0,8.0,42.0,88.0
18,656-0192,656,57.0,16.0,18.0,37.0
18,656-0398,656,58.0,12.0,17.0,41.0
18,658-0107,658,3.0,12.0,77.0,11.0
18,658-0195,658,3.0,13.0,80.0,19.0
18,658-5050,658,3.0,25.0,65.0,26.0
18,659-3050,659,10.0,7.0,80.0,47.0
18,660-0106,660,11.0,12.0,62.0,12.0
18,660-0176,660,95.0,4.0,0.0,100.0
18,660-0191,660,14.0,22.0,57.0,24.0
18,660-0198,660,26.0,24.0,42.0,33.0
18,660-0205,660,20.0,11.0,45.0,13.0
18,660-0291,660,89.0,8.0,1.0,70.0
18,660-0383,660,92.0,8.0,0.0,100.0
18,660-0386,660,30.0,39.0,23.0,47.0
18,660-0392,660,12.0,11.0,48.0,10.0
18,660-0691,660,67.0,29.0,2.0,100.0
18,660-1110,660,89.0,9.0,1.0,68.0
18,660-1320,660,93.0,5.0,0.0,36.0
18,660-4062,660,48.0,19.0,27.0,47.0
18,660-5069,660,96.0,2.0,0.0,52.0
18,661-0196,661,1.0,24.0,74.0,56.0
18,663-3552,663,41.0,10.0,42.0,50.0
18,663-4752,663,25.0,10.0,61.0,38.0
18,664-0106,664,2.0,11.0,83.0,46.0
18,665-1050,665,36.0,17.0,44.0,90.0
18,667-0101,667,47.0,13.0,29.0,38.0
18,667-0103,667,28.0,48.0,14.0,65.0
18,667-0105,667,19.0,14.0,55.0,20.0
18,667-0176,667,26.0,19.0,30.0,43.0
18,667-0182,667,28.0,15.0,36.0,29.0
18,667-0185,667,73.0,16.0,5.0,68.0
18,667-0187,667,19.0,68.0,2.0,80.0
18,667-0189,667,35.0,51.0,10.0,33.0
18,667-0195,667,29.0,27.0,26.0,42.0
18,667-0388,667,57.0,25.0,11.0,57.0
18,667-0805,667,29.0,19.0,22.0,36.0
18,667-1018,667,20.0,25.0,44.0,36.0
18,667-1050,667,25.0,61.0,3.0,78.0
18,667-1114,667,34.0,57.0,4.0,77.0
18,667-1214,667,24.0,16.0,51.0,15.0
18,667-1410,667,27.0,21.0,38.0,35.0
18,667-1710,667,43.0,14.0,36.0,37.0
18,667-1814,667,38.0,44.0,6.0,75.0
18,667-1817,667,0.0,98.0,1.0,95.0
18,667-2558,667,74.0,14.0,6.0,63.0
18,667-3750,667,46.0,33.0,10.0,76.0
18,667-4052,667,41.0,20.0,31.0,45.0
18,667-4556,667,11.0,8.0,53.0,10.0
18,667-5550,667,30.0,34.0,16.0,56.0
18,669-0102,669,2.0,47.0,48.0,51.0
18,669-0105,669,8.0,45.0,45.0,60.0
18,669-0202,669,7.0,20.0,68.0,26.0
18,669-1552,669,10.0,54.0,33.0,66.0
18,669-4752,669,5.0,66.0,25.0,67.0
18,672-0299,672,17.0,5.0,72.0,33.0
18,673-3050,673,23.0,7.0,64.0,54.0
18,675-0101,675,33.0,5.0,54.0,24.0
18,675-0104,675,64.0,11.0,16.0,47.0
18,675-0105,675,75.0,8.0,6.0,45.0
18,675-0214,675,24.0,8.0,63.0,40.0
18,675-0295,675,74.0,11.0,10.0,65.0
18,675-0307,675,22.0,5.0,68.0,27.0
18,675-0315,675,58.0,10.0,29.0,56.0
18,675-0391,675,73.0,10.0,8.0,46.0
18,675-0408,675,59.0,9.0,25.0,46.0
18,675-3050,675,79.0,9.0,8.0,69.0
18,676-0111,676,25.0,6.0,62.0,26.0
18,676-0192,676,27.0,9.0,50.0,28.0
18,676-1054,676,34.0,5.0,55.0,47.0
18,676-2052,676,48.0,10.0,34.0,64.0
18,676-4056,676,52.0,9.0,31.0,62.0
18,678-0191,678,5.0,12.0,77.0,31.0
18,684-0192,684,28.0,2.0,68.0,42.0
18,685-0175,685,32.0,3.0,61.0,60.0
18,687-0110,687,25.0,3.0,70.0,44.0
18,687-0197,687,42.0,4.0,52.0,85.0
18,688-0193,688,23.0,3.0,68.0,33.0
18,689-0105,689,57.0,13.0,20.0,65.0
18,689-0192,689,52.0,8.0,31.0,55.0
18,691-0205,691,28.0,16.0,47.0,71.0
18,692-5050,692,24.0,9.0,62.0,43.0
18,695-5050,695,9.0,10.0,75.0,52.0
18,697-0192,697,52.0,4.0,41.0,65.0
18,702-0184,702,25.0,2.0,69.0,47.0
18,704-1050,704,24.0,6.0,66.0,33.0
18,706-0378,706,76.0,14.0,4.0,94.0
18,706-1064,706,91.0,3.0,3.0,94.0
18,706-2062,706,65.0,6.0,22.0,94.0
18,706-5052,706,93.0,3.0,2.0,94.0
18,706-5062,706,52.0,10.0,34.0,94.0
18,707-0173,707,78.0,8.0,10.0,71.0
18,707-0206,707,56.0,6.0,33.0,64.0
18,707-0295,707,34.0,5.0,56.0,45.0
18,710-0101,710,46.0,11.0,36.0,50.0
18,710-0106,710,20.0,5.0,71.0,34.0
18,710-0109,710,15.0,9.0,71.0,18.0
18,710-0292,710,22.0,9.0,62.0,35.0
18,710-2552,710,27.0,10.0,57.0,46.0
18,711-2052,711,52.0,16.0,27.0,88.0
18,715-0207,715,16.0,5.0,74.0,100.0
18,715-5050,715,13.0,31.0,52.0,85.0
18,721-0100,721,66.0,3.0,27.0,96.0
18,721-0392,721,86.0,1.0,11.0,96.0
18,721-2056,721,61.0,3.0,32.0,96.0
18,721-4060,721,76.0,4.0,14.0,96.0
18,722-0176,722,60.0,17.0,18.0,54.0
18,722-0192,722,82.0,8.0,6.0,67.0
18,722-3052,722,73.0,11.0,11.0,64.0
18,726-0101,726,34.0,6.0,55.0,53.0
18,726-0187,726,59.0,7.0,28.0,68.0
18,727-5050,727,13.0,4.0,76.0,50.0
18,732-0194,732,25.0,19.0,52.0,90.0
18,737-0199,737,33.0,17.0,47.0,96.0
18,741-0201,741,46.0,3.0,43.0,59.0
18,741-0387,741,35.0,3.0,56.0,52.0
18,741-1052,741,43.0,6.0,44.0,53.0
18,745-0195,745,35.0,3.0,59.0,74.0
18,746-0190,746,9.0,4.0,82.0,74.0
18,746-0198,746,4.0,4.0,87.0,67.0
18,747-0111,747,17.0,3.0,76.0,37.0
18,747-0199,747,20.0,10.0,64.0,37.0
18,747-0205,747,36.0,4.0,54.0,58.0
18,748-0195,748,36.0,7.0,53.0,90.0
18,751-0101,751,20.0,8.0,66.0,59.0
18,754-0105,754,2.0,4.0,89.0,41.0
18,755-0112,755,2.0,33.0,60.0,61.0
18,755-0175,755,1.0,29.0,65.0,51.0
18,755-0212,755,3.0,27.0,66.0,69.0
18,755-0275,755,2.0,65.0,31.0,76.0
18,757-0110,757,54.0,8.0,32.0,94.0
18,759-0176,759,32.0,2.0,63.0,93.0
18,761-0106,761,95.0,4.0,0.0,100.0
18,761-0182,761,96.0,3.0,0.0,100.0
18,761-0186,761,83.0,5.0,9.0,100.0
18,761-0192,761,38.0,23.0,33.0,27.0
18,761-0212,761,98.0,1.0,0.0,100.0
18,761-0315,761,97.0,2.0,0.0,100.0
18,761-0403,761,96.0,3.0,0.0,100.0
18,761-1409,761,98.0,2.0,0.0,100.0
18,761-1412,761,92.0,6.0,1.0,100.0
18,761-1413,761,98.0,2.0,0.0,100.0
18,761-4058,761,96.0,3.0,0.0,100.0
18,761-4560,761,47.0,8.0,39.0,31.0
18,766-1050,766,28.0,19.0,47.0,47.0
18,767-2050,767,22.0,17.0,55.0,40.0
18,772-0110,772,5.0,80.0,13.0,78.0
18,776-3050,776,18.0,58.0,17.0,69.0
18,781-0101,781,43.0,34.0,17.0,43.0
18,781-0207,781,27.0,18.0,55.0,0.0
18,7820108-0108,7820108,4.0,15.0,79.0,59.0
18,7820120-0120,7820120,36.0,8.0,48.0,67.0
18,7820412-0412,7820412,35.0,8.0,50.0,29.0
18,7820613-0613,7820613,33.0,10.0,54.0,35.0
18,784-0111,784,49.0,5.0,44.0,100.0
18,789-4052,789,63.0,2.0,32.0,52.0
18,792-0273,792,74.0,3.0,18.0,100.0
18,891-0104,891,71.0,14.0,14.0,0.0
18,891-0298,891,74.0,3.0,23.0,0.0
