year,mergecode,districtcode,black,hispanic,white,lowincome,droprate,totalenroll,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
17,667-1710georgia,667georgia,41.0,13.0,40.0,33.0,1.9,2789,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1710georgia,667georgia,43.0,14.0,36.0,37.0,1.5,2933,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1710georgia,667georgia,45.0,14.0,34.0,37.0,1.2,3000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1710georgia,667georgia,50.0,17.0,26.0,36.0,1.5,3000,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1814georgia,667georgia,38.0,44.0,6.0,76.0,3.5,2943,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1814georgia,667georgia,38.0,44.0,6.0,75.0,3.2,2906,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1814georgia,667georgia,36.0,45.0,6.0,72.0,2.9,2931,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1814georgia,667georgia,33.0,50.0,5.0,65.0,2.5,3000,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-1817georgia,667georgia,0.0,89.0,0.0,89.0,11.7,179,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-1817georgia,667georgia,0.0,98.0,1.0,95.0,34.2,161,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-1817georgia,667georgia,1.0,97.0,1.0,81.0,21.6,273,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-1817georgia,667georgia,1.0,96.0,0.0,86.0,33.3,544,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-2558georgia,667georgia,75.0,13.0,7.0,63.0,1.5,2800,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-2558georgia,667georgia,74.0,14.0,6.0,63.0,0.6,2833,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-2558georgia,667georgia,74.0,15.0,5.0,65.0,1.8,2833,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-2558georgia,667georgia,71.0,17.0,6.0,59.0,3.1,2903,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-3750georgia,667georgia,48.0,31.0,10.0,77.0,3.1,2387,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-3750georgia,667georgia,46.0,33.0,10.0,76.0,5.0,2380,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-3750georgia,667georgia,45.0,36.0,9.0,76.0,3.3,2333,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-3750georgia,667georgia,43.0,39.0,9.0,66.0,3.3,2303,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-4052georgia,667georgia,40.0,19.0,32.0,47.0,1.8,2222,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-4052georgia,667georgia,41.0,20.0,31.0,45.0,2.1,2333,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-4052georgia,667georgia,42.0,22.0,28.0,44.0,1.0,2300,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-4052georgia,667georgia,45.0,24.0,23.0,38.0,2.0,2550,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-4556georgia,667georgia,12.0,9.0,54.0,9.0,0.7,2857,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-4556georgia,667georgia,11.0,8.0,53.0,10.0,0.7,3286,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-4556georgia,667georgia,11.0,9.0,51.0,10.0,0.7,3286,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-4556georgia,667georgia,12.0,9.0,47.0,11.0,1.1,3182,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,667-5550georgia,667georgia,30.0,31.0,18.0,56.0,2.6,3000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
18,667-5550georgia,667georgia,30.0,34.0,16.0,56.0,2.5,3000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
19,667-5550georgia,667georgia,29.0,38.0,15.0,53.0,1.1,3000,0,130255000000.0,0.0,0.0,1.0,0.0,georgia,0
21,667-5550georgia,667georgia,28.0,41.0,13.0,52.0,1.3,2769,0,130255000000.0,0.3,0.5,0.2,0.65,georgia,1
17,669-0102georgia,669georgia,2.0,45.0,50.0,50.0,0.8,1375,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
18,669-0102georgia,669georgia,2.0,47.0,48.0,51.0,1.5,1400,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
19,669-0102georgia,669georgia,2.0,48.0,47.0,47.0,0.8,1375,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
21,669-0102georgia,669georgia,2.0,52.0,43.0,39.0,2.2,1318,0,130261000000.0,0.1,0.0,0.9,0.05,georgia,1
17,669-0105georgia,669georgia,7.0,49.0,41.0,66.0,19.9,417,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
18,669-0105georgia,669georgia,8.0,45.0,45.0,60.0,18.1,464,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
19,669-0105georgia,669georgia,8.0,53.0,38.0,65.0,21.1,355,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
21,669-0105georgia,669georgia,9.0,40.0,49.0,45.0,18.5,254,0,130261000000.0,0.1,0.0,0.9,0.05,georgia,1
17,669-0202georgia,669georgia,7.0,19.0,69.0,25.0,1.1,1818,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
18,669-0202georgia,669georgia,7.0,20.0,68.0,26.0,1.1,1818,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
19,669-0202georgia,669georgia,7.0,22.0,65.0,27.0,0.9,1444,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
21,669-0202georgia,669georgia,7.0,27.0,61.0,28.0,1.5,1400,0,130261000000.0,0.1,0.0,0.9,0.05,georgia,1
17,669-1552georgia,669georgia,10.0,51.0,36.0,69.0,0.8,1250,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
18,669-1552georgia,669georgia,10.0,54.0,33.0,66.0,1.3,1308,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
19,669-1552georgia,669georgia,9.0,55.0,32.0,66.0,1.2,1333,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
21,669-1552georgia,669georgia,8.0,58.0,31.0,56.0,1.8,1333,0,130261000000.0,0.1,0.0,0.9,0.05,georgia,1
17,669-4752georgia,669georgia,4.0,65.0,27.0,65.0,1.6,1625,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
18,669-4752georgia,669georgia,5.0,66.0,25.0,67.0,1.4,1714,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
19,669-4752georgia,669georgia,5.0,70.0,22.0,68.0,1.3,1538,0,130261000000.0,0.0,0.0,1.0,0.0,georgia,0
21,669-4752georgia,669georgia,4.0,76.0,17.0,61.0,2.8,1429,0,130261000000.0,0.1,0.0,0.9,0.05,georgia,1
17,672-0299georgia,672georgia,19.0,5.0,71.0,35.0,1.5,1733,0,130270000000.0,0.0,0.0,1.0,0.0,georgia,0
18,672-0299georgia,672georgia,17.0,5.0,72.0,33.0,1.2,1833,0,130270000000.0,0.0,0.0,1.0,0.0,georgia,0
19,672-0299georgia,672georgia,17.0,6.0,72.0,32.0,1.2,1750,0,130270000000.0,0.0,0.0,1.0,0.0,georgia,0
21,672-0299georgia,672georgia,14.0,6.0,73.0,24.0,2.2,1773,0,130270000000.0,0.0,0.0,1.0,0.0,georgia,1
17,673-3050georgia,673georgia,24.0,6.0,66.0,52.0,1.3,1000,0,130273000000.0,0.0,0.0,1.0,0.0,georgia,0
18,673-3050georgia,673georgia,23.0,7.0,64.0,54.0,1.3,1077,0,130273000000.0,0.0,0.0,1.0,0.0,georgia,0
19,673-3050georgia,673georgia,25.0,8.0,62.0,53.0,1.1,1000,0,130273000000.0,0.0,0.0,1.0,0.0,georgia,0
21,673-3050georgia,673georgia,23.0,9.0,62.0,40.0,1.0,1100,0,130273000000.0,0.1,0.0,0.9,0.05,georgia,1
17,675-0101georgia,675georgia,31.0,5.0,57.0,22.0,0.6,1667,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0101georgia,675georgia,33.0,5.0,54.0,24.0,1.5,1600,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0101georgia,675georgia,35.0,6.0,50.0,22.0,2.1,1619,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0101georgia,675georgia,42.0,7.0,39.0,21.0,2.8,1571,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0104georgia,675georgia,62.0,11.0,19.0,42.0,2.4,1292,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0104georgia,675georgia,64.0,11.0,16.0,47.0,1.5,1267,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0104georgia,675georgia,67.0,11.0,13.0,44.0,2.0,1350,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0104georgia,675georgia,72.0,10.0,10.0,40.0,2.4,1333,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0105georgia,675georgia,75.0,7.0,7.0,44.0,3.0,1700,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0105georgia,675georgia,75.0,8.0,6.0,45.0,3.0,1700,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0105georgia,675georgia,76.0,7.0,5.0,41.0,3.1,1806,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0105georgia,675georgia,77.0,8.0,4.0,38.0,1.8,1833,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0214georgia,675georgia,22.0,7.0,66.0,36.0,2.2,1455,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0214georgia,675georgia,24.0,8.0,63.0,40.0,3.7,1486,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0214georgia,675georgia,26.0,9.0,60.0,37.0,3.1,1548,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0214georgia,675georgia,31.0,10.0,54.0,34.0,3.1,1677,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0295georgia,675georgia,72.0,12.0,12.0,61.0,4.4,1659,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0295georgia,675georgia,74.0,11.0,10.0,65.0,3.6,1639,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0295georgia,675georgia,73.0,13.0,9.0,60.0,5.1,1647,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0295georgia,675georgia,70.0,15.0,9.0,50.0,2.9,1621,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0307georgia,675georgia,22.0,5.0,70.0,26.0,1.3,1692,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0307georgia,675georgia,22.0,5.0,68.0,27.0,1.8,1722,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0307georgia,675georgia,23.0,6.0,68.0,23.0,1.8,1722,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0307georgia,675georgia,27.0,7.0,61.0,24.0,1.2,1833,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0315georgia,675georgia,57.0,9.0,30.0,58.0,3.2,1312,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0315georgia,675georgia,58.0,10.0,29.0,56.0,2.0,1350,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0315georgia,675georgia,58.0,11.0,27.0,52.0,2.8,1286,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0315georgia,675georgia,60.0,12.0,23.0,47.0,1.5,1333,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0391georgia,675georgia,70.0,10.0,10.0,51.0,3.6,1667,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0391georgia,675georgia,73.0,10.0,8.0,46.0,3.9,1667,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0391georgia,675georgia,74.0,10.0,7.0,51.0,2.9,1586,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0391georgia,675georgia,75.0,11.0,6.0,45.0,2.6,1577,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-0408georgia,675georgia,56.0,9.0,29.0,41.0,2.8,1607,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-0408georgia,675georgia,59.0,9.0,25.0,46.0,1.5,1600,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-0408georgia,675georgia,61.0,10.0,22.0,44.0,1.6,1625,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-0408georgia,675georgia,64.0,9.0,19.0,38.0,2.5,1480,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,675-3050georgia,675georgia,80.0,8.0,8.0,67.0,4.1,1195,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
18,675-3050georgia,675georgia,79.0,9.0,8.0,69.0,3.8,1184,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
19,675-3050georgia,675georgia,80.0,9.0,7.0,64.0,2.9,1241,0,130282000000.0,0.0,0.0,1.0,0.0,georgia,0
21,675-3050georgia,675georgia,81.0,8.0,6.0,57.0,2.4,1250,0,130282000000.0,0.0,1.0,0.0,1.0,georgia,1
17,676-0111georgia,676georgia,23.0,6.0,64.0,26.0,1.1,1727,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
18,676-0111georgia,676georgia,25.0,6.0,62.0,26.0,1.3,1692,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
19,676-0111georgia,676georgia,26.0,7.0,60.0,27.0,1.6,1688,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
21,676-0111georgia,676georgia,26.0,8.0,58.0,24.0,1.0,1900,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,1
17,676-0192georgia,676georgia,25.0,9.0,54.0,28.0,0.8,2000,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
18,676-0192georgia,676georgia,27.0,9.0,50.0,28.0,1.2,2000,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
19,676-0192georgia,676georgia,28.0,9.0,50.0,28.0,0.9,2000,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
21,676-0192georgia,676georgia,30.0,10.0,47.0,27.0,0.7,2143,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,1
17,676-1054georgia,676georgia,35.0,6.0,54.0,49.0,2.0,1450,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
18,676-1054georgia,676georgia,34.0,5.0,55.0,47.0,2.1,1381,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
19,676-1054georgia,676georgia,34.0,5.0,56.0,47.0,2.6,1462,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
21,676-1054georgia,676georgia,34.0,5.0,55.0,43.0,1.3,1462,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,1
17,676-2052georgia,676georgia,48.0,9.0,35.0,66.0,2.1,2000,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
18,676-2052georgia,676georgia,48.0,10.0,34.0,64.0,2.3,2043,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
19,676-2052georgia,676georgia,50.0,11.0,31.0,65.0,2.0,1950,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
21,676-2052georgia,676georgia,52.0,12.0,29.0,81.0,3.2,2062,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,1
17,676-4056georgia,676georgia,51.0,9.0,31.0,68.0,1.9,1684,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
18,676-4056georgia,676georgia,52.0,9.0,31.0,62.0,1.3,1769,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
19,676-4056georgia,676georgia,54.0,11.0,28.0,64.0,3.1,1774,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,0
21,676-4056georgia,676georgia,56.0,11.0,27.0,81.0,2.2,1773,0,130288000000.0,0.0,0.0,1.0,0.0,georgia,1
17,678-0191georgia,678georgia,5.0,11.0,77.0,32.0,0.9,1222,0,130294000000.0,0.0,0.0,1.0,0.0,georgia,0
18,678-0191georgia,678georgia,5.0,12.0,77.0,31.0,1.0,1200,0,130294000000.0,0.0,0.0,1.0,0.0,georgia,0
19,678-0191georgia,678georgia,5.0,13.0,76.0,30.0,1.3,1308,0,130294000000.0,0.0,0.0,1.0,0.0,georgia,0
21,678-0191georgia,678georgia,6.0,14.0,73.0,19.0,1.5,1533,0,130294000000.0,0.0,0.2,0.8,0.2,georgia,1
17,684-0192georgia,684georgia,27.0,2.0,69.0,44.0,3.2,1625,0,130315000000.0,0.0,0.0,1.0,0.0,georgia,0
18,684-0192georgia,684georgia,28.0,2.0,68.0,42.0,3.4,1618,0,130315000000.0,0.0,0.0,1.0,0.0,georgia,0
19,684-0192georgia,684georgia,26.0,2.0,69.0,38.0,2.9,1621,0,130315000000.0,0.0,0.0,1.0,0.0,georgia,0
21,684-0192georgia,684georgia,28.0,1.0,68.0,47.0,2.3,1609,0,130315000000.0,0.0,0.0,1.0,0.0,georgia,1
17,685-0175georgia,685georgia,34.0,3.0,60.0,62.0,3.6,806,0,130321000000.0,0.0,0.0,1.0,0.0,georgia,0
18,685-0175georgia,685georgia,32.0,3.0,61.0,60.0,2.9,793,0,130321000000.0,0.0,0.0,1.0,0.0,georgia,0
19,685-0175georgia,685georgia,33.0,3.0,60.0,56.0,3.8,789,0,130321000000.0,0.0,0.0,1.0,0.0,georgia,0
21,685-0175georgia,685georgia,28.0,4.0,63.0,47.0,2.8,857,0,130321000000.0,1.0,0.0,0.0,0.5,georgia,1
17,687-0110georgia,687georgia,25.0,3.0,70.0,45.0,2.9,1276,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
18,687-0110georgia,687georgia,25.0,3.0,70.0,44.0,2.2,1273,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
19,687-0110georgia,687georgia,26.0,4.0,68.0,45.0,1.4,1286,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
21,687-0110georgia,687georgia,24.0,4.0,69.0,85.0,1.1,1273,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,1
17,687-0197georgia,687georgia,41.0,4.0,53.0,85.0,2.1,571,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
18,687-0197georgia,687georgia,42.0,4.0,52.0,85.0,3.4,618,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
19,687-0197georgia,687georgia,43.0,4.0,50.0,85.0,2.9,655,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,0
21,687-0197georgia,687georgia,39.0,6.0,52.0,85.0,2.2,682,0,130189000000.0,0.0,0.0,1.0,0.0,georgia,1
17,688-0193georgia,688georgia,24.0,3.0,67.0,38.0,4.7,1404,0,130327000000.0,0.0,0.0,1.0,0.0,georgia,0
18,688-0193georgia,688georgia,23.0,3.0,68.0,33.0,2.8,1464,0,130327000000.0,0.0,0.0,1.0,0.0,georgia,0
19,688-0193georgia,688georgia,25.0,3.0,66.0,33.0,1.8,1389,0,130327000000.0,0.0,0.0,1.0,0.0,georgia,0
21,688-0193georgia,688georgia,25.0,3.0,64.0,31.0,3.1,1484,0,130327000000.0,0.3,0.0,0.7,0.15,georgia,1
17,689-0105georgia,689georgia,57.0,13.0,21.0,64.0,5.5,1873,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
18,689-0105georgia,689georgia,57.0,13.0,20.0,65.0,3.0,1833,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
19,689-0105georgia,689georgia,56.0,14.0,19.0,67.0,1.2,1750,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
21,689-0105georgia,689georgia,56.0,15.0,18.0,61.0,2.4,1792,0,130330000000.0,0.0,0.7,0.3,0.7,georgia,1
17,689-0192georgia,689georgia,52.0,8.0,31.0,56.0,2.9,1241,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
18,689-0192georgia,689georgia,52.0,8.0,31.0,55.0,2.4,1208,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
19,689-0192georgia,689georgia,51.0,9.0,30.0,57.0,2.1,1190,0,130330000000.0,0.0,0.0,1.0,0.0,georgia,0
21,689-0192georgia,689georgia,49.0,11.0,31.0,61.0,1.4,1143,0,130330000000.0,0.0,0.7,0.3,0.7,georgia,1
17,691-0205georgia,691georgia,26.0,17.0,50.0,74.0,3.4,1059,0,130336000000.0,0.0,0.0,1.0,0.0,georgia,0
18,691-0205georgia,691georgia,28.0,16.0,47.0,71.0,3.2,1062,0,130336000000.0,0.0,0.0,1.0,0.0,georgia,0
19,691-0205georgia,691georgia,28.0,16.0,47.0,72.0,1.6,1062,0,130336000000.0,0.0,0.0,1.0,0.0,georgia,0
21,691-0205georgia,691georgia,31.0,16.0,44.0,55.0,1.1,1182,0,130336000000.0,0.0,0.1,0.9,0.1,georgia,1
17,692-5050georgia,692georgia,24.0,8.0,62.0,42.0,2.5,3200,0,130339000000.0,0.0,0.0,1.0,0.0,georgia,0
18,692-5050georgia,692georgia,24.0,9.0,62.0,43.0,1.7,3000,0,130339000000.0,0.0,0.0,1.0,0.0,georgia,0
19,692-5050georgia,692georgia,24.0,9.0,61.0,40.0,1.1,2909,0,130339000000.0,0.0,0.0,1.0,0.0,georgia,0
21,692-5050georgia,692georgia,24.0,9.0,61.0,30.0,1.8,3167,0,130339000000.0,0.0,0.0,1.0,0.0,georgia,1
17,695-5050georgia,695georgia,9.0,10.0,76.0,54.0,2.0,1400,0,130348000000.0,0.0,0.0,1.0,0.0,georgia,0
18,695-5050georgia,695georgia,9.0,10.0,75.0,52.0,1.3,1538,0,130348000000.0,0.0,0.0,1.0,0.0,georgia,0
19,695-5050georgia,695georgia,9.0,12.0,73.0,53.0,1.8,1500,0,130348000000.0,0.0,0.0,1.0,0.0,georgia,0
21,695-5050georgia,695georgia,10.0,13.0,70.0,45.0,1.5,1533,0,130348000000.0,0.3,0.0,0.7,0.15,georgia,1
17,697-0192georgia,697georgia,51.0,4.0,43.0,65.0,4.0,1250,0,130357000000.0,0.0,0.0,1.0,0.0,georgia,0
18,697-0192georgia,697georgia,52.0,4.0,41.0,65.0,3.4,1206,0,130357000000.0,0.0,0.0,1.0,0.0,georgia,0
19,697-0192georgia,697georgia,53.0,4.0,39.0,65.0,2.7,1074,0,130357000000.0,0.0,0.0,1.0,0.0,georgia,0
21,697-0192georgia,697georgia,55.0,4.0,36.0,65.0,2.1,1048,0,130357000000.0,0.2,0.8,0.0,0.9,georgia,1
17,702-0184georgia,702georgia,27.0,2.0,68.0,50.0,3.0,1267,0,130372000000.0,0.0,0.0,1.0,0.0,georgia,0
18,702-0184georgia,702georgia,25.0,2.0,69.0,47.0,2.6,1269,0,130372000000.0,0.0,0.0,1.0,0.0,georgia,0
19,702-0184georgia,702georgia,24.0,2.0,70.0,46.0,2.3,1217,0,130372000000.0,0.0,0.0,1.0,0.0,georgia,0
21,702-0184georgia,702georgia,23.0,3.0,71.0,35.0,1.8,1222,0,130372000000.0,0.3,0.1,0.6,0.25,georgia,1
17,704-1050georgia,704georgia,27.0,5.0,64.0,38.0,1.2,1000,0,130378000000.0,0.0,0.0,1.0,0.0,georgia,0
18,704-1050georgia,704georgia,24.0,6.0,66.0,33.0,1.5,1000,0,130378000000.0,0.0,0.0,1.0,0.0,georgia,0
19,704-1050georgia,704georgia,26.0,6.0,64.0,31.0,1.0,1000,0,130378000000.0,0.0,0.0,1.0,0.0,georgia,0
21,704-1050georgia,704georgia,24.0,7.0,65.0,29.0,1.0,1000,0,130378000000.0,0.0,0.0,1.0,0.0,georgia,1
17,706-0378georgia,706georgia,76.0,12.0,6.0,100.0,4.0,975,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
18,706-0378georgia,706georgia,76.0,14.0,4.0,94.0,5.4,944,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
19,706-0378georgia,706georgia,81.0,11.0,4.0,94.0,4.7,1170,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
21,706-0378georgia,706georgia,74.0,16.0,4.0,97.0,2.7,1037,0,130387000000.0,0.0,1.0,0.0,1.0,georgia,1
17,706-1064georgia,706georgia,90.0,3.0,3.0,100.0,2.6,1038,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
18,706-1064georgia,706georgia,91.0,3.0,3.0,94.0,5.5,1036,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
19,706-1064georgia,706georgia,90.0,3.0,3.0,94.0,7.6,987,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
21,706-1064georgia,706georgia,89.0,4.0,3.0,97.0,2.9,1000,0,130387000000.0,0.0,1.0,0.0,1.0,georgia,1
17,706-2062georgia,706georgia,63.0,6.0,24.0,100.0,2.5,1400,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
18,706-2062georgia,706georgia,65.0,6.0,22.0,94.0,3.1,1387,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
19,706-2062georgia,706georgia,64.0,7.0,22.0,94.0,2.9,1345,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
21,706-2062georgia,706georgia,62.0,9.0,19.0,97.0,2.9,1241,0,130387000000.0,0.0,1.0,0.0,1.0,georgia,1
17,706-5052georgia,706georgia,93.0,3.0,2.0,100.0,3.2,1281,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
18,706-5052georgia,706georgia,93.0,3.0,2.0,94.0,3.9,1256,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
19,706-5052georgia,706georgia,94.0,4.0,2.0,94.0,2.6,1077,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
21,706-5052georgia,706georgia,90.0,5.0,3.0,97.0,4.3,930,0,130387000000.0,0.0,1.0,0.0,1.0,georgia,1
17,706-5062georgia,706georgia,55.0,10.0,30.0,100.0,6.0,883,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
18,706-5062georgia,706georgia,52.0,10.0,34.0,94.0,5.7,895,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
19,706-5062georgia,706georgia,52.0,12.0,32.0,94.0,5.8,914,0,130387000000.0,0.0,0.0,1.0,0.0,georgia,0
21,706-5062georgia,706georgia,54.0,13.0,26.0,97.0,3.0,967,0,130387000000.0,0.0,1.0,0.0,1.0,georgia,1
17,707-0173georgia,707georgia,78.0,7.0,11.0,70.0,3.6,2694,0,130393000000.0,0.0,0.0,1.0,0.0,georgia,0
18,707-0173georgia,707georgia,78.0,8.0,10.0,71.0,2.9,2724,0,130393000000.0,0.0,0.0,1.0,0.0,georgia,0
19,707-0173georgia,707georgia,78.0,8.0,9.0,63.0,2.4,2708,0,130393000000.0,0.0,0.0,1.0,0.0,georgia,0
21,707-0173georgia,707georgia,77.0,10.0,7.0,60.0,1.9,2579,0,130393000000.0,0.0,0.78,0.22,0.78,georgia,1
17,707-0206georgia,707georgia,54.0,6.0,35.0,64.0,4.1,2146,0,130393000000.0,0.0,0.0,1.0,0.0,georgia,0
18,707-0206georgia,707georgia,56.0,6.0,33.0,64.0,3.5,2143,0,130393000000.0,0.0,0.0,1.0,0.0,georgia,0
