year,mergecode,districtcode,droprate,black,white,hispanic,totalenroll,lowincome,charter,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,state,year_21
17,0900-7435colorado,0900colorado,0.1,0.73,78.56,8.47,2313,3.6,0,80345001961,0.0,0.0,1.0,0.0,colorado,0
18,0900-7435colorado,0900colorado,0.1,0.6,78.34,8.48,2336,3.6,0,80345001961,0.0,0.0,1.0,0.0,colorado,0
19,0900-7435colorado,0900colorado,0.0,0.9,77.01,9.36,2436,3.6,0,80345001961,0.0,0.0,1.0,0.0,colorado,0
21,0900-7435colorado,0900colorado,0.1,1.16,76.15,9.02,2495,4.1,0,80345001961,0.3,0.4,0.3,0.55,colorado,1
17,0900-8847colorado,0900colorado,0.1,0.84,77.72,11.8,2271,5.0,0,80345001529,0.0,0.0,1.0,0.0,colorado,0
18,0900-8847colorado,0900colorado,0.2,0.85,78.32,10.86,2246,6.0,0,80345001529,0.0,0.0,1.0,0.0,colorado,0
19,0900-8847colorado,0900colorado,0.41,1.0,77.12,11.42,2190,5.8,0,80345001529,0.0,0.0,1.0,0.0,colorado,0
21,0900-8847colorado,0900colorado,0.1,0.98,76.24,12.13,2037,5.3,0,80345001529,0.3,0.4,0.3,0.55,colorado,1
17,0910-0205colorado,0910colorado,22.8,0.39,23.23,73.23,254,57.0,0,80354001756,0.0,0.0,1.0,0.0,colorado,0
18,0910-0205colorado,0910colorado,15.5,0.0,21.51,75.7,251,40.5,0,80354001756,0.0,0.0,1.0,0.0,colorado,0
19,0910-0205colorado,0910colorado,16.6,0.77,27.8,66.8,259,42.0,0,80354001756,0.0,0.0,1.0,0.0,colorado,0
21,0910-0205colorado,0910colorado,16.2,1.31,35.37,59.39,229,39.5,0,80354001756,1.0,0.0,0.0,0.5,colorado,1
17,0910-0604colorado,0910colorado,1.2,0.61,42.11,54.05,988,36.4,0,80354000461,0.0,0.0,1.0,0.0,colorado,0
18,0910-0604colorado,0910colorado,1.0,0.85,44.5,50.95,1054,33.5,0,80354000461,0.0,0.0,1.0,0.0,colorado,0
19,0910-0604colorado,0910colorado,0.47,0.85,42.87,52.22,1059,33.3,0,80354000461,0.0,0.0,1.0,0.0,colorado,0
21,0910-0604colorado,0910colorado,0.8,1.16,41.14,53.63,1033,36.9,0,80354000461,1.0,0.0,0.0,0.5,colorado,1
17,0910-2350colorado,0910colorado,1.7,0.11,44.02,52.49,945,34.1,0,80354000463,0.0,0.0,1.0,0.0,colorado,0
18,0910-2350colorado,0910colorado,0.3,0.1,44.76,51.07,983,28.3,0,80354000463,0.0,0.0,1.0,0.0,colorado,0
19,0910-2350colorado,0910colorado,1.14,0.09,45.01,50.62,1053,28.6,0,80354000463,0.0,0.0,1.0,0.0,colorado,0
21,0910-2350colorado,0910colorado,0.8,0.0,45.06,51.65,1063,24.3,0,80354000463,1.0,0.0,0.0,0.5,colorado,1
17,0920-2608colorado,0920colorado,0.9,0.37,86.23,9.43,806,14.7,0,80372000483,0.0,0.0,1.0,0.0,colorado,0
18,0920-2608colorado,0920colorado,1.3,0.64,86.06,10.23,782,15.4,0,80372000483,0.0,0.0,1.0,0.0,colorado,0
19,0920-2608colorado,0920colorado,0.86,0.49,86.31,10.27,818,15.2,0,80372000483,0.0,0.0,1.0,0.0,colorado,0
21,0920-2608colorado,0920colorado,1.2,0.27,84.47,12.32,747,16.7,0,80372000483,0.0,0.0,1.0,0.0,colorado,1
17,0930-4728colorado,0930colorado,0.0,0.0,84.85,14.14,99,28.9,0,80501000825,0.0,0.0,1.0,0.0,colorado,0
18,0930-4728colorado,0930colorado,0.0,0.0,77.91,19.77,86,33.8,0,80501000825,0.0,0.0,1.0,0.0,colorado,0
19,0930-4728colorado,0930colorado,0.0,1.18,75.29,21.18,85,39.1,0,80501000825,0.0,0.0,1.0,0.0,colorado,0
21,0930-4728colorado,0930colorado,0.0,1.19,82.14,11.9,84,43.1,0,80501000825,0.0,0.1,0.9,0.1,colorado,1
17,0940-7922colorado,0940colorado,1.9,0.0,85.71,7.62,105,34.4,0,80660001139,0.0,0.0,1.0,0.0,colorado,0
18,0940-7922colorado,0940colorado,2.0,0.0,84.16,7.92,101,34.4,0,80660001139,0.0,0.0,1.0,0.0,colorado,0
19,0940-7922colorado,0940colorado,0.95,0.0,81.9,10.48,105,41.1,0,80660001139,0.0,0.0,1.0,0.0,colorado,0
21,0940-7922colorado,0940colorado,1.9,0.0,83.96,12.26,106,42.4,0,80660001139,0.0,0.0,1.0,0.0,colorado,1
17,0950-2574colorado,0950colorado,0.0,0.0,87.79,5.34,131,28.7,0,80369000481,0.0,0.0,1.0,0.0,colorado,0
18,0950-2574colorado,0950colorado,0.0,0.0,88.06,5.97,134,19.6,0,80369000481,0.0,0.0,1.0,0.0,colorado,0
19,0950-2574colorado,0950colorado,0.0,0.0,88.0,6.67,150,19.9,0,80369000481,0.0,0.0,1.0,0.0,colorado,0
21,0950-2574colorado,0950colorado,0.0,1.23,82.72,11.73,162,24.5,0,80369000481,0.0,0.1,0.9,0.1,colorado,1
17,0970-1218colorado,0970colorado,1.7,6.67,82.78,9.44,180,46.1,0,80273000168,0.0,0.0,1.0,0.0,colorado,0
18,0970-1218colorado,0970colorado,0.5,7.28,81.07,8.25,206,44.3,0,80273000168,0.0,0.0,1.0,0.0,colorado,0
19,0970-1218colorado,0970colorado,0.0,6.25,80.11,10.8,176,44.4,0,80273000168,0.0,0.0,1.0,0.0,colorado,0
21,0970-1218colorado,0970colorado,1.1,8.77,73.68,13.68,285,41.4,0,80273000168,0.0,0.0,1.0,0.0,colorado,1
17,0980-0369colorado,0980colorado,0.0,11.18,10.54,72.2,313,92.4,1,80453006691,0.0,0.0,1.0,0.0,colorado,0
18,0980-0369colorado,0980colorado,0.3,11.76,9.89,71.39,374,92.5,1,80453006691,0.0,0.0,1.0,0.0,colorado,0
19,0980-0369colorado,0980colorado,0.29,8.93,10.09,74.93,347,93.7,1,80453006691,0.0,0.0,1.0,0.0,colorado,0
21,0980-0369colorado,0980colorado,0.0,6.46,4.62,82.46,325,92.3,1,80453006691,0.0,1.0,0.0,1.0,colorado,1
17,0980-0469colorado,0980colorado,0.8,15.45,14.84,65.85,492,87.2,1,80453006425,0.0,0.0,1.0,0.0,colorado,0
18,0980-0469colorado,0980colorado,1.2,11.83,13.41,70.81,507,90.7,1,80453006425,0.0,0.0,1.0,0.0,colorado,0
19,0980-0469colorado,0980colorado,1.15,9.58,9.39,77.2,522,91.9,1,80453006425,0.0,0.0,1.0,0.0,colorado,0
21,0980-0469colorado,0980colorado,0.8,6.43,6.63,81.68,513,91.6,1,80453006425,0.0,1.0,0.0,1.0,colorado,1
17,0980-3806colorado,0980colorado,1.7,18.9,23.93,47.64,1291,79.6,0,80453000667,0.0,0.0,1.0,0.0,colorado,0
18,0980-3806colorado,0980colorado,0.9,19.75,21.46,47.98,1286,78.8,0,80453000667,0.0,0.0,1.0,0.0,colorado,0
19,0980-3806colorado,0980colorado,2.98,19.43,20.25,49.52,1343,74.7,0,80453000667,0.0,0.0,1.0,0.0,colorado,0
21,0980-3806colorado,0980colorado,1.7,16.4,21.07,49.58,1305,80.8,0,80453000667,0.4,0.4,0.2,0.6,colorado,1
17,0980-4378colorado,0980colorado,0.0,9.33,39.76,39.96,493,33.8,1,80453001781,0.0,0.0,1.0,0.0,colorado,0
18,0980-4378colorado,0980colorado,0.4,9.24,36.75,41.77,498,34.3,1,80453001781,0.0,0.0,1.0,0.0,colorado,0
19,0980-4378colorado,0980colorado,0.0,10.23,33.4,43.01,479,34.7,1,80453001781,0.0,0.0,1.0,0.0,colorado,0
21,0980-4378colorado,0980colorado,0.4,8.9,32.88,44.68,517,28.0,1,80453001781,0.0,0.2,0.8,0.2,colorado,1
17,0980-7882colorado,0980colorado,1.5,25.25,18.59,44.59,1081,69.1,0,80453001382,0.0,0.0,1.0,0.0,colorado,0
18,0980-7882colorado,0980colorado,1.0,24.02,17.45,45.59,1066,75.5,0,80453001382,0.0,0.0,1.0,0.0,colorado,0
19,0980-7882colorado,0980colorado,3.62,23.33,18.12,46.1,1076,68.1,0,80453001382,0.0,0.0,1.0,0.0,colorado,0
21,0980-7882colorado,0980colorado,1.3,20.95,17.35,49.19,1055,80.6,0,80453001382,0.4,0.4,0.2,0.6,colorado,1
17,0990-5841colorado,0990colorado,2.6,13.42,46.77,27.73,1565,37.1,0,80648001588,0.0,0.0,1.0,0.0,colorado,0
18,0990-5841colorado,0990colorado,2.3,12.59,46.8,28.66,1549,35.2,0,80648001588,0.0,0.0,1.0,0.0,colorado,0
19,0990-5841colorado,0990colorado,1.62,11.25,45.47,31.24,1546,35.5,0,80648001588,0.0,0.0,1.0,0.0,colorado,0
21,0990-5841colorado,0990colorado,2.1,10.26,45.51,29.62,1560,39.6,0,80648001588,0.56,0.44,0.0,0.72,colorado,1
17,0990-9560colorado,0990colorado,26.9,9.7,50.75,27.61,134,72.0,0,80648000051,0.0,0.0,1.0,0.0,colorado,0
18,0990-9560colorado,0990colorado,19.8,7.44,47.93,28.93,121,63.9,0,80648000051,0.0,0.0,1.0,0.0,colorado,0
19,0990-9560colorado,0990colorado,15.04,7.08,42.48,38.94,113,67.7,0,80648000051,0.0,0.0,1.0,0.0,colorado,0
21,0990-9560colorado,0990colorado,22.2,8.89,41.11,36.67,90,68.3,0,80648000051,0.56,0.44,0.0,0.72,colorado,1
17,0990-9566colorado,0990colorado,1.4,10.31,47.88,28.36,1629,41.4,0,80648001129,0.0,0.0,1.0,0.0,colorado,0
18,0990-9566colorado,0990colorado,2.0,10.63,45.3,29.85,1618,39.0,0,80648001129,0.0,0.0,1.0,0.0,colorado,0
19,0990-9566colorado,0990colorado,2.57,10.39,45.21,28.55,1597,38.3,0,80648001129,0.0,0.0,1.0,0.0,colorado,0
21,0990-9566colorado,0990colorado,4.2,9.63,46.5,27.77,1516,44.4,0,80648001129,0.56,0.44,0.0,0.72,colorado,1
17,1000-0203colorado,1000colorado,10.8,8.02,50.47,29.25,212,74.8,0,80408000096,0.0,0.0,1.0,0.0,colorado,0
18,1000-0203colorado,1000colorado,3.6,7.66,47.3,31.98,222,69.7,0,80408000096,0.0,0.0,1.0,0.0,colorado,0
19,1000-0203colorado,1000colorado,3.88,10.68,46.6,31.55,206,61.3,0,80408000096,0.0,0.0,1.0,0.0,colorado,0
21,1000-0203colorado,1000colorado,6.0,7.83,46.99,36.75,166,64.0,0,80408000096,0.7,0.1,0.2,0.45,colorado,1
17,1000-3110colorado,1000colorado,0.5,13.47,46.8,27.23,2376,46.0,0,80408000562,0.0,0.0,1.0,0.0,colorado,0
18,1000-3110colorado,1000colorado,0.6,14.22,46.65,24.87,2328,46.5,0,80408000562,0.0,0.0,1.0,0.0,colorado,0
19,1000-3110colorado,1000colorado,0.36,14.15,46.9,25.52,2241,45.4,0,80408000562,0.0,0.0,1.0,0.0,colorado,0
21,1000-3110colorado,1000colorado,0.7,12.48,46.0,27.74,2235,40.9,0,80408000562,0.7,0.1,0.2,0.45,colorado,1
17,1010-0871colorado,1010colorado,7.5,8.66,53.54,24.02,254,67.2,0,80306001888,0.0,0.0,1.0,0.0,colorado,0
18,1010-0871colorado,1010colorado,4.8,3.52,56.83,28.63,227,61.8,0,80306001888,0.0,0.0,1.0,0.0,colorado,0
19,1010-0871colorado,1010colorado,5.45,6.44,53.96,28.22,202,54.0,0,80306001888,0.0,0.0,1.0,0.0,colorado,0
21,1010-0871colorado,1010colorado,10.7,8.56,52.41,27.81,187,55.1,0,80306001888,0.4,0.3,0.3,0.5,colorado,1
17,1010-1616colorado,1010colorado,2.2,4.33,71.43,15.58,231,26.2,1,80306001589,0.0,0.0,1.0,0.0,colorado,0
18,1010-1616colorado,1010colorado,3.4,5.17,69.4,15.95,232,36.1,1,80306001589,0.0,0.0,1.0,0.0,colorado,0
19,1010-1616colorado,1010colorado,2.17,3.48,69.57,16.96,230,31.7,1,80306001589,0.0,0.0,1.0,0.0,colorado,0
21,1010-1616colorado,1010colorado,2.7,3.98,69.91,14.6,226,27.7,1,80306001589,0.4,0.3,0.3,0.5,colorado,1
17,1010-1870colorado,1010colorado,2.9,4.89,60.26,26.03,1963,46.1,0,80306000228,0.0,0.0,1.0,0.0,colorado,0
18,1010-1870colorado,1010colorado,1.7,5.22,62.0,24.49,1821,45.7,0,80306000228,0.0,0.0,1.0,0.0,colorado,0
19,1010-1870colorado,1010colorado,1.57,4.84,60.9,26.22,1716,43.8,0,80306000228,0.0,0.0,1.0,0.0,colorado,0
21,1010-1870colorado,1010colorado,2.5,5.64,61.53,24.27,1739,42.6,0,80306000228,0.5,0.3,0.2,0.55,colorado,1
17,1010-2202colorado,1010colorado,1.7,7.37,56.11,25.49,2495,41.1,0,80306000268,0.0,0.0,1.0,0.0,colorado,0
18,1010-2202colorado,1010colorado,1.6,7.37,56.07,25.55,2497,41.1,0,80306000268,0.0,0.0,1.0,0.0,colorado,0
19,1010-2202colorado,1010colorado,1.61,7.24,54.67,26.59,2486,41.6,0,80306000268,0.0,0.0,1.0,0.0,colorado,0
21,1010-2202colorado,1010colorado,1.1,7.03,55.26,27.76,2291,41.9,0,80306000268,0.5,0.3,0.2,0.55,colorado,1
17,1010-2400colorado,1010colorado,3.2,6.33,49.77,33.03,221,53.4,0,80306006580,0.0,0.0,1.0,0.0,colorado,0
18,1010-2400colorado,1010colorado,1.7,6.67,52.08,28.75,240,54.8,0,80306006580,0.0,0.0,1.0,0.0,colorado,0
19,1010-2400colorado,1010colorado,0.35,4.93,53.17,27.11,284,53.4,0,80306006580,0.0,0.0,1.0,0.0,colorado,0
21,1010-2400colorado,1010colorado,1.7,5.06,57.58,24.44,356,49.2,0,80306006580,0.4,0.3,0.3,0.5,colorado,1
17,1010-2528colorado,1010colorado,13.6,7.63,44.63,37.01,354,71.4,0,80306000232,0.0,0.0,1.0,0.0,colorado,0
18,1010-2528colorado,1010colorado,12.8,10.54,44.41,34.82,313,80.3,0,80306000232,0.0,0.0,1.0,0.0,colorado,0
19,1010-2528colorado,1010colorado,7.6,10.23,40.64,38.3,342,68.8,0,80306000232,0.0,0.0,1.0,0.0,colorado,0
21,1010-2528colorado,1010colorado,8.4,10.62,40.0,39.75,405,68.8,0,80306000232,0.4,0.3,0.3,0.5,colorado,1
17,1010-5146colorado,1010colorado,9.7,14.76,37.28,39.81,515,44.8,1,80306001841,0.0,0.0,1.0,0.0,colorado,0
18,1010-5146colorado,1010colorado,6.5,13.36,38.2,37.58,479,47.0,1,80306001841,0.0,0.0,1.0,0.0,colorado,0
19,1010-5146colorado,1010colorado,12.34,13.12,32.55,43.83,381,51.3,1,80306001841,0.0,0.0,1.0,0.0,colorado,0
21,1010-5146colorado,1010colorado,22.6,17.2,25.27,45.7,186,72.1,1,80306001841,0.4,0.3,0.3,0.5,colorado,1
17,1010-5948colorado,1010colorado,4.2,14.32,36.96,38.04,1948,74.8,0,80306000254,0.0,0.0,1.0,0.0,colorado,0
18,1010-5948colorado,1010colorado,3.9,12.29,36.76,41.12,1994,75.1,0,80306000254,0.0,0.0,1.0,0.0,colorado,0
19,1010-5948colorado,1010colorado,4.24,12.39,33.26,44.9,1864,74.9,0,80306000254,0.0,0.0,1.0,0.0,colorado,0
21,1010-5948colorado,1010colorado,3.1,11.18,32.09,48.58,1583,73.8,0,80306000254,0.6,0.3,0.1,0.6,colorado,1
17,1010-6680colorado,1010colorado,2.0,8.63,48.03,33.06,2178,56.6,0,80306000257,0.0,0.0,1.0,0.0,colorado,0
18,1010-6680colorado,1010colorado,2.6,9.43,46.96,34.32,2089,55.6,0,80306000257,0.0,0.0,1.0,0.0,colorado,0
19,1010-6680colorado,1010colorado,2.26,10.83,45.86,34.49,1995,54.1,0,80306000257,0.0,0.0,1.0,0.0,colorado,0
21,1010-6680colorado,1010colorado,2.0,9.42,46.66,34.88,1901,55.3,0,80306000257,0.5,0.3,0.2,0.55,colorado,1
17,1020-1590colorado,1020colorado,0.7,2.8,75.34,12.54,1395,10.3,0,80294000211,0.0,0.0,1.0,0.0,colorado,0
18,1020-1590colorado,1020colorado,0.1,2.82,73.73,13.7,1416,10.4,0,80294000211,0.0,0.0,1.0,0.0,colorado,0
19,1020-1590colorado,1020colorado,0.21,2.51,73.7,13.36,1437,9.3,0,80294000211,0.0,0.0,1.0,0.0,colorado,0
21,1020-1590colorado,1020colorado,0.5,1.3,74.3,14.69,1389,8.3,0,80294000211,0.7,0.0,0.3,0.35,colorado,1
17,1020-9057colorado,1020colorado,0.0,4.49,61.52,21.63,356,16.0,1,80294006370,0.0,0.0,1.0,0.0,colorado,0
18,1020-9057colorado,1020colorado,0.0,4.57,60.75,22.04,372,23.0,1,80294006370,0.0,0.0,1.0,0.0,colorado,0
19,1020-9057colorado,1020colorado,0.0,5.38,57.51,23.51,353,20.1,1,80294006370,0.0,0.0,1.0,0.0,colorado,0
21,1020-9057colorado,1020colorado,0.0,3.58,54.93,19.7,335,22.2,1,80294006370,0.4,0.1,0.5,0.3,colorado,1
17,1030-5468colorado,1030colorado,0.9,1.56,84.43,7.96,578,18.7,0,80549000946,0.0,0.0,1.0,0.0,colorado,0
18,1030-5468colorado,1030colorado,0.7,0.92,85.5,8.07,545,25.2,0,80549000946,0.0,0.0,1.0,0.0,colorado,0
19,1030-5468colorado,1030colorado,0.53,0.71,84.4,8.33,564,19.9,0,80549000946,0.0,0.0,1.0,0.0,colorado,0
21,1030-5468colorado,1030colorado,0.4,0.73,77.13,12.89,551,24.6,0,80549000946,0.4,0.3,0.3,0.5,colorado,1
17,1040-0076colorado,1040colorado,0.3,3.43,73.12,12.95,1514,13.0,0,80192000002,0.0,0.0,1.0,0.0,colorado,0
18,1040-0076colorado,1040colorado,0.6,3.19,72.56,13.26,1538,12.4,0,80192000002,0.0,0.0,1.0,0.0,colorado,0
19,1040-0076colorado,1040colorado,0.52,3.45,71.88,13.54,1536,14.4,0,80192000002,0.0,0.0,1.0,0.0,colorado,0
21,1040-0076colorado,1040colorado,0.1,3.52,70.38,15.46,1533,14.5,0,80192000002,0.7,0.3,0.0,0.65,colorado,1
17,1040-0209colorado,1040colorado,3.5,2.97,72.28,16.34,202,29.0,0,80192000858,0.0,0.0,1.0,0.0,colorado,0
18,1040-0209colorado,1040colorado,1.7,2.26,71.19,18.08,177,24.6,0,80192000858,0.0,0.0,1.0,0.0,colorado,0
19,1040-0209colorado,1040colorado,1.13,1.69,69.49,19.21,177,16.7,0,80192000858,0.0,0.0,1.0,0.0,colorado,0
21,1040-0209colorado,1040colorado,1.2,4.05,71.68,17.34,173,15.3,0,80192000858,0.7,0.3,0.0,0.65,colorado,1
17,1040-1630colorado,1040colorado,0.2,1.51,84.16,8.6,663,4.8,1,80192001943,0.0,0.0,1.0,0.0,colorado,0
18,1040-1630colorado,1040colorado,0.1,1.33,82.54,9.62,676,2.6,1,80192001943,0.0,0.0,1.0,0.0,colorado,0
19,1040-1630colorado,1040colorado,0.15,1.05,82.91,9.15,667,3.1,1,80192001943,0.0,0.0,1.0,0.0,colorado,0
21,1040-1630colorado,1040colorado,0.2,1.49,83.11,8.28,604,5.3,1,80192001943,0.7,0.3,0.0,0.65,colorado,1
17,1040-2195colorado,1040colorado,0.3,2.87,74.79,12.38,1325,7.8,0,80192001905,0.0,0.0,1.0,0.0,colorado,0
18,1040-2195colorado,1040colorado,0.4,2.93,73.61,13.19,1296,7.6,0,80192001905,0.0,0.0,1.0,0.0,colorado,0
19,1040-2195colorado,1040colorado,0.53,3.8,70.34,14.45,1315,6.6,0,80192001905,0.0,0.0,1.0,0.0,colorado,0
21,1040-2195colorado,1040colorado,0.2,3.17,68.54,13.87,1262,8.3,0,80192001905,0.7,0.3,0.0,0.65,colorado,1
17,1040-5126colorado,1040colorado,0.3,4.4,71.86,13.38,1727,12.2,0,80192001429,0.0,0.0,1.0,0.0,colorado,0
18,1040-5126colorado,1040colorado,0.4,4.75,70.65,14.73,1833,12.9,0,80192001429,0.0,0.0,1.0,0.0,colorado,0
19,1040-5126colorado,1040colorado,0.56,4.69,69.75,14.62,1792,12.7,0,80192001429,0.0,0.0,1.0,0.0,colorado,0
21,1040-5126colorado,1040colorado,0.7,3.38,71.5,15.23,1891,15.7,0,80192001429,0.7,0.3,0.0,0.65,colorado,1
17,1040-6937colorado,1040colorado,0.3,3.11,72.98,13.01,1706,6.8,0,80192001645,0.0,0.0,1.0,0.0,colorado,0
18,1040-6937colorado,1040colorado,0.4,2.85,72.15,13.55,1756,6.7,0,80192001645,0.0,0.0,1.0,0.0,colorado,0
19,1040-6937colorado,1040colorado,0.23,2.51,71.13,13.5,1756,6.1,0,80192001645,0.0,0.0,1.0,0.0,colorado,0
21,1040-6937colorado,1040colorado,0.7,2.67,67.39,15.44,1800,7.8,0,80192001645,0.7,0.3,0.0,0.65,colorado,1
17,1040-7240colorado,1040colorado,0.6,4.1,65.01,17.74,1855,16.6,0,80192001321,0.0,0.0,1.0,0.0,colorado,0
18,1040-7240colorado,1040colorado,0.8,4.67,63.55,18.33,1904,14.7,0,80192001321,0.0,0.0,1.0,0.0,colorado,0
19,1040-7240colorado,1040colorado,0.87,4.77,64.62,17.85,1843,15.4,0,80192001321,0.0,0.0,1.0,0.0,colorado,0
21,1040-7240colorado,1040colorado,0.7,4.2,62.01,18.82,1690,21.3,0,80192001321,0.7,0.3,0.0,0.65,colorado,1
17,1050-2642colorado,1050colorado,4.0,4.33,63.33,27.33,300,67.2,0,80375000485,0.0,0.0,1.0,0.0,colorado,0
18,1050-2642colorado,1050colorado,0.9,3.54,56.93,34.22,339,55.9,0,80375000485,0.0,0.0,1.0,0.0,colorado,0
19,1050-2642colorado,1050colorado,2.03,2.03,60.17,34.01,344,62.2,0,80375000485,0.0,0.0,1.0,0.0,colorado,0
21,1050-2642colorado,1050colorado,2.7,2.99,53.53,39.13,368,47.6,0,80375000485,0.0,0.0,1.0,0.0,colorado,1
17,1060-6902colorado,1060colorado,0.4,0.38,85.23,9.47,264,19.3,0,80606001025,0.0,0.0,1.0,0.0,colorado,0
18,1060-6902colorado,1060colorado,0.4,0.36,86.23,8.7,276,27.4,0,80606001025,0.0,0.0,1.0,0.0,colorado,0
19,1060-6902colorado,1060colorado,0.0,0.73,85.04,8.39,274,19.1,0,80606001025,0.0,0.0,1.0,0.0,colorado,0
21,1060-6902colorado,1060colorado,0.4,1.18,79.92,11.42,254,16.7,0,80606001025,0.5,0.0,0.5,0.25,colorado,1
17,1070-3758colorado,1070colorado,0.0,0.69,59.31,34.48,145,67.4,0,80450000661,0.0,0.0,1.0,0.0,colorado,0
18,1070-3758colorado,1070colorado,0.6,1.9,58.86,33.54,158,57.2,0,80450000661,0.0,0.0,1.0,0.0,colorado,0
19,1070-3758colorado,1070colorado,0.65,3.23,59.35,34.84,155,51.6,0,80450000661,0.0,0.0,1.0,0.0,colorado,0
21,1070-3758colorado,1070colorado,0.7,6.67,80.0,7.33,150,67.9,0,80450000661,0.0,0.2,0.8,0.2,colorado,1
17,1080-5100colorado,1080colorado,0.4,1.15,81.67,9.07,1135,7.9,0,80582001003,0.0,0.0,1.0,0.0,colorado,0
18,1080-5100colorado,1080colorado,0.3,1.34,80.77,10.45,1196,6.5,0,80582001003,0.0,0.0,1.0,0.0,colorado,0
19,1080-5100colorado,1080colorado,0.4,1.43,80.22,10.8,1259,7.3,0,80582001003,0.0,0.0,1.0,0.0,colorado,0
21,1080-5100colorado,1080colorado,0.1,1.65,78.93,11.95,1272,9.2,0,80582001003,0.4,0.1,0.5,0.3,colorado,1
17,1080-6678colorado,1080colorado,0.1,0.95,81.95,9.34,1263,7.5,0,80582006369,0.0,0.0,1.0,0.0,colorado,0
18,1080-6678colorado,1080colorado,0.4,1.03,82.12,8.94,1264,6.2,0,80582006369,0.0,0.0,1.0,0.0,colorado,0
19,1080-6678colorado,1080colorado,0.15,1.37,82.36,8.82,1315,7.7,0,80582006369,0.0,0.0,1.0,0.0,colorado,0
21,1080-6678colorado,1080colorado,0.3,1.43,79.26,11.27,1331,8.0,0,80582006369,0.4,0.1,0.5,0.3,colorado,1
17,1110-2877colorado,1110colorado,1.0,4.92,78.76,9.07,386,11.7,0,80387006462,0.0,0.0,1.0,0.0,colorado,0
18,1110-2877colorado,1110colorado,0.4,3.51,77.48,11.98,484,12.9,0,80387006462,0.0,0.0,1.0,0.0,colorado,0
19,1110-2877colorado,1110colorado,0.46,3.66,73.91,13.5,437,11.2,0,80387006462,0.0,0.0,1.0,0.0,colorado,0
21,1110-2877colorado,1110colorado,0.0,3.41,71.53,14.36,411,13.8,0,80387006462,0.6,0.2,0.2,0.5,colorado,1
17,1110-2908colorado,1110colorado,1.2,4.59,68.1,18.36,1329,17.6,0,80387000507,0.0,0.0,1.0,0.0,colorado,0
18,1110-2908colorado,1110colorado,0.7,4.25,68.9,18.57,1389,20.5,0,80387000507,0.0,0.0,1.0,0.0,colorado,0
19,1110-2908colorado,1110colorado,0.89,4.37,66.5,19.63,1579,20.5,0,80387000507,0.0,0.0,1.0,0.0,colorado,0
21,1110-2908colorado,1110colorado,0.7,4.23,67.67,17.99,1395,16.5,0,80387000507,0.6,0.2,0.2,0.5,colorado,1
17,1110-3475colorado,1110colorado,23.3,3.22,39.59,52.1,4347,60.8,1,80387006393,0.0,0.0,1.0,0.0,colorado,0
18,1110-3475colorado,1110colorado,25.4,3.05,38.76,52.22,4621,46.9,1,80387006393,0.0,0.0,1.0,0.0,colorado,0
19,1110-3475colorado,1110colorado,20.14,3.58,41.32,48.22,4911,59.9,1,80387006393,0.0,0.0,1.0,0.0,colorado,0
21,1110-3475colorado,1110colorado,20.3,3.6,41.69,48.85,6416,66.0,1,80387006393,0.6,0.2,0.2,0.5,colorado,1
17,1110-7613colorado,1110colorado,2.0,11.88,46.42,26.14,1381,33.0,0,80387001594,0.0,0.0,1.0,0.0,colorado,0
18,1110-7613colorado,1110colorado,1.6,12.23,45.59,27.42,1382,39.2,0,80387001594,0.0,0.0,1.0,0.0,colorado,0
19,1110-7613colorado,1110colorado,1.52,12.56,45.89,27.67,1449,38.1,0,80387001594,0.0,0.0,1.0,0.0,colorado,0
21,1110-7613colorado,1110colorado,1.7,9.8,44.77,30.88,1224,32.0,0,80387001594,0.6,0.2,0.2,0.5,colorado,1
17,1110-8791colorado,1110colorado,1.4,8.6,55.51,23.1,1697,23.4,0,80387006408,0.0,0.0,1.0,0.0,colorado,0
18,1110-8791colorado,1110colorado,0.8,8.77,55.07,23.87,1814,24.1,0,80387006408,0.0,0.0,1.0,0.0,colorado,0
19,1110-8791colorado,1110colorado,1.26,7.6,55.58,24.14,1988,24.9,0,80387006408,0.0,0.0,1.0,0.0,colorado,0
21,1110-8791colorado,1110colorado,1.2,7.65,53.25,24.43,1752,21.9,0,80387006408,0.6,0.2,0.2,0.5,colorado,1
17,1120-2526colorado,1120colorado,0.0,0.0,89.23,7.69,65,67.1,0,80363001278,0.0,0.0,1.0,0.0,colorado,0
18,1120-2526colorado,1120colorado,0.0,0.0,90.41,6.85,73,73.3,0,80363001278,0.0,0.0,1.0,0.0,colorado,0
19,1120-2526colorado,1120colorado,0.0,0.0,87.14,10.0,70,66.2,0,80363001278,0.0,0.0,1.0,0.0,colorado,0
21,1120-2526colorado,1120colorado,0.0,0.0,94.34,5.66,53,59.6,0,80363001278,0.0,0.0,1.0,0.0,colorado,1
17,1130-5854colorado,1130colorado,3.6,0.61,73.33,23.03,165,46.3,0,80567000972,0.0,0.0,1.0,0.0,colorado,0
18,1130-5854colorado,1130colorado,2.3,1.16,69.36,27.75,173,49.4,0,80567000972,0.0,0.0,1.0,0.0,colorado,0
19,1130-5854colorado,1130colorado,1.82,0.61,71.52,26.06,165,41.0,0,80567000972,0.0,0.0,1.0,0.0,colorado,0
