,mathpass_in_virtualper_inf
2491,0.009606710211934509
2492,-0.00012224379340375964
2493,0.00026943999275923436
2494,-0.00010419272523940435
2495,-0.0003122231487875737
2496,-0.0005908376328325485
2497,0.0004298855916490229
2498,-6.002050016639316e-06
2499,0.0009852695447307987
2500,0.0015813575210561705
2501,-0.00035195084362988586
2502,-0.00011049531694372974
2503,0.0010640501412794141
2504,-0.0015566602141682032
2505,0.0011883427968226142
2506,0.0022690993729803897
2507,0.002926230353329854
2508,0.0002478554330198255
2509,5.0001551500669756e-05
2510,-0.0019693900254125337
2511,-0.0029247190126405124
2512,-0.0001804584813542722
2513,2.2591538747777067e-05
2514,0.001991664784305311
2515,0.0043501608590132655
2516,-0.0006256753853470302
2517,0.0010191795901457212
2518,-0.0008752566969110495
2519,-0.0010377629473029436
2520,0.00027232406518050396
2521,-0.00011898272897556639
2522,-0.0005705227314114685
2523,-0.00030891454817578637
2524,0.0005374099234738644
2525,0.00011069215910837004
2526,-4.662700369999885e-05
2527,8.850529003398363e-05
2528,2.526779245748689e-05
2529,-0.00020885086467148457
2530,-5.4362948163800274e-05
2531,-4.224988137440492e-06
2532,-4.527041003257662e-05
2533,-0.00018811786692910315
2534,-9.351800029368732e-05
2535,0.0006576647301430204
2536,-1.0539270264328983e-05
2537,-5.2727277887081833e-05
2538,0.00041783952939681863
2539,0.00034451241170084073
2540,-1.9173562655360504e-06
2541,-0.00022244388848563913
2542,0.00021790521729028771
2543,0.00032673330948449137
2544,2.8979241709092843e-05
2545,-0.00012745270810270227
2546,0.00010629793008598568
2547,-0.0006320572842715991
2548,0.00030001915089214687
2549,0.00021805939971397722
2550,-0.0003209531818475998
2551,0.0008279724591293335
2552,-1.5265445935500003e-05
2553,-1.6167574358349506e-05
2554,-3.4783088816940065e-05
2555,5.328437254933863e-05
2556,-6.398789926309842e-05
2557,-8.317346462679416e-06
2558,-1.9772742124025147e-08
2559,-9.558402970131534e-05
2560,0.00011104527249962195
2561,-2.5989195830056525e-05
2562,0.00011443287089347042
2563,1.0994925039818645e-05
2564,0.00026516954701958885
2565,-4.533424919930441e-05
2566,1.9321572906678295e-05
2567,0.00037243256470834976
2568,-5.320380904144048e-05
2569,3.661565650514964e-05
2570,-6.615905269586277e-05
2571,1.392607652868923e-05
2572,0.00011947447344085174
2573,7.600645548824994e-08
2574,-7.3944217428131976e-06
2575,1.4603577446157496e-05
2576,9.022903544085391e-05
2577,2.8276679738142402e-05
2578,3.6316543125642526e-05
2579,5.6683573625013455e-08
2580,-0.0003609654979133077
2581,0.0003670190851991797
2582,-0.000153922842520152
2583,-2.48171126168616e-05
2584,0.00010813415518888649
2585,-0.0003100616991255973
2586,-0.00010327083913396798
2587,-0.00016022806630869177
2588,0.00017584057310987084
2589,0.00012913054049721088
2590,0.0002591585354140572
2591,-0.0005349886441878832
2592,0.0007826288446880238
2593,-0.0014952762460051338
2594,0.001595868307623506
2595,0.006210861023938991
2596,3.9569847090391857e-05
2597,-0.0001192550823479574
2598,-3.509879479230784e-06
