,elapass_black_virtualper_inf
908,-1.2683116263994946e-06
909,0.00047746763948732526
910,-0.00010692830796927769
911,0.00015031849412044804
912,0.000627215059705744
913,1.6369379558191682e-05
914,3.437172623635947e-06
915,0.0009142449947588132
916,0.00015843442617988735
917,-1.8709921604995136e-06
918,-0.00017155232095717715
919,-0.0003494714124461864
920,-2.462303382113984e-05
921,1.7395673517675895e-05
922,8.090524327849765e-05
923,0.00010961540986020579
924,0.0002482459162623613
925,6.16424074880753e-05
926,0.00010377983999151132
927,-0.00016716078191925967
928,0.0016153364680866456
929,-0.0001964945952077132
930,-0.0001434942951534078
931,0.0008653690176999793
932,-0.001263784050250822
933,0.0015693565886950023
934,0.0006296053182797754
935,0.0027152299796149347
936,0.002821816102853606
937,9.898518821827724e-05
938,-0.0002744559334169329
939,0.0007035570224006527
940,0.006655341491430867
941,-0.013389146307030671
942,0.004115783116761703
943,-0.0063511112371019435
944,0.001080257278560346
945,0.0007124949717138415
946,-2.6486506481320334e-05
947,-0.0002649460093474111
948,0.0015719792286007573
949,0.0015964661741919846
950,-0.0020739617484177623
951,0.0037309265498680993
952,-0.00013013746934888423
953,-0.00035388284747454553
954,0.000941098653773099
955,0.0014613308106375532
956,-0.0008743427350635404
957,-0.0015330596548420292
958,0.002490167496262527
959,-0.0016912607039119342
960,-0.00011842570613779058
961,2.0738956760075904e-06
962,4.787997941748469e-05
963,0.0008606814100337117
964,0.0015957192360677194
965,-0.00017586103304588293
966,-0.00010247014929620886
967,0.0014028180596057705
968,-0.00020260644899534083
969,-6.605834232169426e-05
970,-0.00029221031021666583
971,0.000631981205392774
972,0.0002708236425076009
973,-0.00018598020902239562
974,4.03046593507883e-05
975,0.00018437633783351695
976,-4.4375355676601704e-05
977,0.0005647808474667179
978,0.000645264551554581
979,-0.00026941002458858706
980,6.83985490516287e-05
981,-0.00012516499640228225
982,0.0005822167948240327
983,-0.00023547412834430039
984,0.0003454130522569938
985,-0.00033531659548411736
986,1.2118063997001386e-06
987,0.0004626475189569569
988,0.0005617874573862366
989,-5.713804513629559e-05
990,4.667420370154682e-08
991,0.00016735312621164196
992,0.00014524430177560415
993,-8.721975654903608e-06
994,5.88533741794804e-05
995,-8.918537901768681e-07
996,-0.000474322737507004
997,0.0005514874203758788
998,2.1673735257018204e-05
999,-0.0007522207693982443
1000,1.8570658218053623e-05
1001,0.00012818495059104828
1002,3.8722482577448596e-05
1003,6.415205859157058e-05
1004,4.663829331101458e-05
1005,-0.0005362641205674375
1006,-0.000822038514735414
1007,-0.002424920711193694
1008,-7.922495174206776e-05
1009,8.579057004395257e-05
1010,-0.0005432943739130468
1011,-0.0021894845255905665
1012,0.0031732184757726186
1013,0.00035881380564130804
1014,-0.0038245507243309888
1015,0.003109913368692517
1016,0.00022763829406031657
1017,0.0006047571702967548
1018,0.00030709300928261573
1019,0.0008055750307134075
1020,-0.0017076596305577844
1021,7.297032492199502e-06
1022,-0.000263733060042249
1023,-0.0002837992222603426
1024,-0.00010626529279501711
1025,0.0005957141157680138
1026,0.0001664908599311062
1027,4.21990148303945e-05
1028,0.001586084983718469
1029,-3.653169974250332e-05
1030,0.00015006977222152125
1031,0.0008491622569110442
1032,0.0008672151640444041
1033,-0.0005814181291027784
1034,0.0006610616829245699
1035,-0.0018763553814465175
1036,-0.00035301888022845455
1037,-0.0005060215968926046
1038,0.00014571422720841554
1039,-0.002269966637500974
1040,0.00037040624825034144
1041,0.0002831069494190404
1042,-0.0002125046998490812
1043,0.001576278234421018
1044,-6.203844488744869e-05
1045,0.0010780528895918476
1046,-6.707075232461453e-05
1047,0.0011731536393273314
1048,0.0008409052810632422
1049,-0.0005346066678213937
1050,0.00034546322194912727
1051,0.0016602949324041225
1052,9.056631803926353e-05
1053,0.0001706276435226453
1054,-0.0005406386415065774
1055,-0.00013626527477668597
1056,9.15746538602496e-05
1057,-3.2983595269016755e-07
1058,-8.102890514815637e-06
1059,6.0568809653458034e-05
1060,-0.0003570498227478143
1061,-0.00015276427526977028
1062,-6.953285713734904e-05
1063,-0.00021145541751246846
1064,0.0003611381777693813
1065,3.193510809676541e-05
1066,0.00026641233719820615
1067,0.0020214974879382455
1068,-0.0003276084967953548
1069,-0.00011628285467985592
1070,-6.412516574838983e-05
1071,-0.00044766587639945375
1072,-1.7030611527985536e-05
1073,-0.00030842295006343145
1074,0.0005096779009376362
1075,-0.0002779804416647806
1076,0.00027368240300473996
1077,0.00014847092955553069
1078,-9.614163728835154e-05
1079,0.0007886359668159021
1080,-0.0003351559835738173
1081,1.4070919559879445e-05
1082,-4.2311528359695075e-05
1083,-0.0007253849606641814
1084,4.1684148953661886e-06
1085,0.0013854310779961704
1086,-0.002486623312311552
1087,-0.0023225662468019485
1088,0.0001668900541420511
1089,0.0002487325114602085
