,elapass_in_hybridper_inf
559,-0.0197712119820915
560,-0.0012516256175666663
561,0.0006266054630432475
562,-0.0018464407720659472
563,-0.0076247595608228995
564,0.006505291459269282
565,-0.004339168659505663
566,0.007791477882489991
567,0.03163023987034473
568,-0.00475240483905875
569,0.002892049670309769
570,-0.0013069963868033137
571,-0.011245017460680512
572,-0.0003571630517882435
573,-0.00028956142114658356
574,-9.276652633736428e-06
575,-0.001973493602602068
576,-0.005677297827784548
577,0.003514163769321333
578,-0.0015040449561729034
579,-0.01252860168569675
580,-0.0015500555731370945
581,0.002058901206956344
582,9.233027926112976e-05
583,0.002109122545132686
584,-0.0032807531276047453
585,0.0010659857236627328
586,0.0036004432309725424
587,0.005108525000103454
588,-4.331306705181259e-05
589,-0.00043122113304470315
590,0.00028245309543413336
591,-0.0006087903339893155
592,0.0006497131394726507
593,-0.00038510721729483397
594,0.00037660636001059515
595,0.0021623585690169994
596,-1.5555283104212917e-05
597,-1.642400170533941e-05
598,6.062524655464927e-05
599,-2.749720163081458e-05
600,-0.00047292929152581084
601,-0.0010040661524668105
602,-0.001322991016347899
603,-0.008202460381310043
604,0.005054669286406131
605,-0.0017786645511626467
606,-0.004854893763845388
607,-0.004795259231051499
608,7.239238881288528e-05
609,-0.00014547267289220298
610,2.9470808961546853e-05
611,-0.0015562380865456946
612,0.007124163789757189
613,-0.003335210261158209
614,0.0003804691035659526
615,0.012590835522488228
616,7.077131429384685e-05
617,-0.00036376010048942773
618,-0.00025852226304819777
619,-0.0008359123897993499
620,-0.00019822331972615368
621,-7.114311017222603e-05
622,-2.1255052139786248e-05
623,-0.0007616667266206625
624,5.860073495512842e-05
625,-0.0004741486556955519
626,-0.0005623462812039791
627,-0.002717389713751834
628,0.004056119809096528
629,-0.006655153697893209
630,-0.0014866457975343092
631,-0.014406501176230572
632,7.069132587645678e-05
633,-0.002610238773101993
634,0.00013253572696893351
635,-0.0047551123789790085
636,0.0006059854968957075
637,0.0018981326729707274
638,-0.00031954519456677124
639,0.006532153090248006
640,0.02529122521217738
641,-0.032582892761190266
642,-0.003565832261548122
643,-0.030252761029404968
644,2.5962931015458392e-05
645,-4.2086586478801826e-05
646,-0.0007782148818126927
647,-0.0033577705499312836
648,-0.004957094394291789
649,0.006636023019526486
650,-0.008647339889398779
651,-0.021958153253006374
652,-0.00544568237953636
