,mathpass_wi_hybridper_inf
556,-0.0033173800631981394
557,0.0014495478092393737
558,0.00021737977386807853
559,0.0016890760143237254
560,-0.00039115789018450613
561,-9.061270808580656e-05
562,0.000963460799592039
563,-0.000563220127913126
564,-0.00014707484256295514
565,-0.000743726403553807
566,-6.594500798228209e-05
567,-0.0006503645780893091
568,0.00013518832688196681
569,2.1147652828003437e-05
570,-0.00016249149822022713
571,0.0005133331774709297
572,0.0001393581668159177
573,1.9353983777910717e-06
574,-0.00029390726743188213
575,3.5854481918289934e-05
576,0.0009302235476789279
577,0.000398315033990666
578,-0.0010445143993516382
579,0.0011592274157900193
580,0.0008104624710659328
581,-0.0008192104494941668
582,-0.0001340582547178619
583,-0.004068885426763545
584,0.00020285846259178057
585,-0.0006230898945788113
586,0.00013591177356725654
587,0.0016111017598460032
588,0.000221912585051245
589,-2.882625859468589e-05
590,-0.00027153049899978916
591,-0.0009381840826994975
592,0.0001943909340194723
593,0.0001425464357432614
594,-0.001169764206414239
595,-8.760584439808063e-05
596,0.0023586311802526413
597,-0.0011698108032878701
598,0.00021124988010938383
599,6.348966531745413e-05
600,-0.0011288709215589564
601,0.001703686365565159
602,-0.00015257253921915597
603,0.0006342295887823475
604,6.295789828794105e-05
605,-1.5092038144247728e-05
606,-0.0019201486752251256
607,-0.001760207524184546
608,0.0002792638355230495
609,0.0002869735411918164
610,0.0006221603365269227
611,-0.0003620031360170783
612,-0.00011550251981374949
613,0.00013789143800348514
614,0.0008220688712414671
615,-0.0011835187417984826
616,0.0002652046759894795
617,-0.0005133381410344624
618,-0.0048618410782871255
619,-0.0005918401244808257
620,-0.0008589254639809969
621,0.0009207031808403665
622,-0.0005692831852573043
623,0.0019201740724522395
624,-0.0027184122354038187
625,0.0006727935263483211
626,-0.000972897422003035
627,-0.00561367725725555
628,0.0033719337070790387
629,-0.0007065020934590569
630,0.0005050874737125979
631,0.000811995835209678
632,0.0008386400321850286
633,-8.750633310583805e-05
634,-6.85151174592021e-06
635,0.00021247760848281863
636,0.0009651520395167982
637,-0.000910192496604339
638,-0.007399866148288307
