,mathpass_in_hybridper_inf
1062,0.00014050434478662092
1063,-0.00018564974098088792
1064,8.009105400029866e-05
1065,-8.165709747497562e-05
1066,-0.00010091695386181844
1067,3.268886755613997e-05
1068,6.440081727331381e-05
1069,6.510065841908465e-06
1070,-0.00039137506001334115
1071,-0.00020084187302352023
1072,-0.0003340985926155316
1073,-7.965801136813693e-05
1074,0.0002963749485001444
1075,0.0002841918864778621
1076,-0.0007074126710707864
1077,-0.00039939589380944614
1078,0.0026293544955074376
1079,0.0026242363005214687
1080,0.0014765370008433905
1081,-0.00028308939198984394
1082,0.0003892082632135324
1083,0.0070491063895597944
1084,-0.010154880569260942
1085,-0.002397875619944506
1086,0.00036532658589563525
1087,-0.03772076080658526
1088,0.0007082370676594866
1089,0.0005296028711359029
1090,0.0009590006286526913
1091,0.006542436402593925
1092,0.0011134518181142848
1093,-0.002037377297702676
1094,-0.0009097595079771348
1095,-0.0038150213562381926
1096,2.1253824387134555e-06
1097,0.00025807880507962863
1098,9.119271865229324e-06
1099,0.00032866081857349755
1100,-7.931328070611892e-06
1101,0.0002539410487607176
1102,8.099163438133066e-06
1103,0.00050214644265451
1104,-0.00011023988311919116
1105,-0.00011426165963532199
1106,-0.0006698173626089668
1107,-0.0023578304978123517
1108,-0.00030832284277166575
1109,-7.755553045463195e-05
1110,0.0007503318434419319
