year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
21,970,1218,970-1218,9.7,13.94,71.52,165
21,980,3806,980-3806,15.43,51.44,20.22,1108
21,980,3870,980-3870,20.0,42.0,32.0,50
21,980,4378,980-4378,7.74,46.47,32.35,439
21,980,469,980-469,6.11,82.95,5.89,475
21,980,5763,980-5763,0.0,22.86,74.29,70
21,980,7882,980-7882,20.92,50.25,16.34,808
21,990,5841,990-5841,9.68,29.88,45.96,1312
21,990,9560,990-9560,4.76,42.86,41.27,63
21,990,9566,990-9566,9.75,27.82,46.12,1251
