County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Grade,Total Pupil Count,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count,School Closed Note
EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,10,489,0.0100,28,80,320,
EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,11,412,0.0070,17,73,255,
EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,12,455,0.0130,26,63,311,
EL PASO,1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,ALL,1837,0.0090,81,307,1209,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,7,56,0.0000,1,3,47,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,8,68,0.0000,2,8,49,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,9,94,0.0000,0,10,79,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,10,102,0.0000,1,8,84,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,11,102,0.0000,2,7,84,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,12,123,0.0000,2,7,106,
EL PASO,1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,ALL,545,0.0000,8,43,449,
EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,7,439,0.0000,19,75,311,
EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,8,384,0.0000,18,54,268,
EL PASO,1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,ALL,823,0.0000,37,129,579,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),7,29,0.0000,1,5,21,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,2227,0.0000,80,304,1593,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,2256,0.0000,81,309,1614,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),8,31,0.0000,1,2,25,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,2171,0.0010,83,264,1596,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,2202,0.0010,84,266,1621,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),9,28,0.0000,0,2,23,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,2371,0.0020,67,321,1740,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,2399,0.0020,67,323,1763,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),10,39,0.0260,1,12,24,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,2344,0.0030,84,317,1708,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,2383,0.0040,85,329,1732,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),11,31,0.0000,0,6,25,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,2213,0.0040,78,277,1613,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,2244,0.0040,78,283,1638,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),12,42,0.0950,1,5,30,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,2257,0.0090,92,285,1691,
EL PASO,1040,ACADEMY 20,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,2299,0.0110,93,290,1721,
EL PASO,1040,ACADEMY 20,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,200,0.0250,4,32,148,
EL PASO,1040,ACADEMY 20,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,13583,0.0030,484,1768,9941,
EL PASO,1040,ACADEMY 20,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,13783,0.0030,488,1800,10089,
EL PASO,1050,ELLICOTT 22,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0.0000,0,0,0,
EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,7,112,0.0000,5,38,66,
EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,8,92,0.0000,3,26,59,
EL PASO,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,ALL,204,0.0000,8,64,125,
EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,9,92,0.0000,2,32,54,
EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,10,88,0.0110,5,22,55,
EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,11,60,0.0330,4,14,40,
EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,12,63,0.0000,3,16,44,
EL PASO,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,ALL,303,0.0100,14,84,193,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,112,0.0000,5,38,66,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,112,0.0000,5,38,66,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,92,0.0000,3,26,59,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,92,0.0000,3,26,59,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,92,0.0000,2,32,54,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,92,0.0000,2,32,54,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,88,0.0110,5,22,55,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,88,0.0110,5,22,55,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,60,0.0330,4,14,40,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,60,0.0330,4,14,40,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,63,0.0000,3,16,44,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,63,0.0000,3,16,44,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0.0000,0,0,0,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,507,0.0060,22,148,318,
EL PASO,1050,ELLICOTT 22,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,507,0.0060,22,148,318,
EL PASO,1060,PEYTON 23 JT,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0.0000,0,0,0,
EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,9,9,0.1110,0,4,5,
EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,10,23,0.2170,6,7,7,
EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,11,26,0.1920,4,6,13,
EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,12,40,0.3500,1,12,25,
EL PASO,1060,PEYTON 23 JT,1346,CAREER BUILDING ACADEMY,ALL,98,0.2550,11,29,50,
EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,7,71,0.0000,0,6,58,
EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,8,72,0.0000,0,8,61,
EL PASO,1060,PEYTON 23 JT,6900,PEYTON JUNIOR HIGH SCHOOL,ALL,143,0.0000,0,14,119,
EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,9,73,0.0000,0,4,67,
EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,10,69,0.0000,1,10,55,
EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,11,53,0.0000,0,2,45,
EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,12,60,0.0170,0,5,51,
EL PASO,1060,PEYTON 23 JT,6902,PEYTON SENIOR HIGH SCHOOL,ALL,255,0.0040,1,21,218,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,71,0.0000,0,6,58,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,71,0.0000,0,6,58,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,71,0.0000,0,8,60,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,71,0.0000,0,8,60,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,82,0.0120,0,8,72,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,82,0.0120,0,8,72,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,92,0.0540,7,17,62,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,92,0.0540,7,17,62,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,79,0.0630,4,8,58,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,79,0.0630,4,8,58,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,100,0.1500,1,17,76,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,100,0.1500,1,17,76,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0.0000,0,0,0,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,495,0.0530,12,64,386,
EL PASO,1060,PEYTON 23 JT,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,495,0.0530,12,64,386,
EL PASO,1070,HANOVER 28,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0.0000,0,0,0,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,7,26,0.0000,0,7,19,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,8,30,0.0000,0,12,18,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,9,26,0.0000,0,4,21,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,10,29,0.0000,0,11,18,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,11,14,0.0000,0,2,12,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,12,17,0.0590,1,4,12,
EL PASO,1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,ALL,142,0.0070,1,40,100,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,26,0.0000,0,7,19,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,26,0.0000,0,7,19,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,30,0.0000,0,12,18,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,30,0.0000,0,12,18,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,26,0.0000,0,4,21,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,26,0.0000,0,4,21,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,29,0.0000,0,11,18,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,29,0.0000,0,11,18,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,14,0.0000,0,2,12,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,14,0.0000,0,2,12,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,17,0.0590,1,4,12,
EL PASO,1070,HANOVER 28,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,17,0.0590,1,4,12,
EL PASO,1070,HANOVER 28,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0.0000,0,0,0,
EL PASO,1070,HANOVER 28,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,142,0.0070,1,40,100,
EL PASO,1070,HANOVER 28,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,142,0.0070,1,40,100,
EL PASO,1080,LEWIS-PALMER 38,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0.0000,0,0,0,
EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,7,106,0.0000,1,10,90,
EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,8,93,0.0000,0,5,81,
EL PASO,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,ALL,199,0.0000,1,15,171,
EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,7,454,0.0000,4,43,366,
EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,8,446,0.0000,9,43,361,
EL PASO,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,ALL,900,0.0000,13,86,727,
EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,9,313,0.0000,2,29,259,
EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,10,241,0.0000,1,26,184,
EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,11,311,0.0100,7,20,260,
EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,12,276,0.0040,3,27,219,
EL PASO,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,ALL,1141,0.0040,13,102,922,
EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,9,329,0.0000,2,25,282,
EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,10,325,0.0000,2,34,263,
EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,11,324,0.0000,4,42,254,
EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,12,286,0.0210,1,29,245,
EL PASO,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,ALL,1264,0.0050,9,130,1044,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,559,0.0000,5,53,455,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,559,0.0000,5,53,455,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,536,0.0000,9,48,439,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,536,0.0000,9,48,439,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,637,0.0000,4,53,537,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,637,0.0000,4,53,537,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,564,0.0000,3,60,446,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,564,0.0000,3,60,446,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,633,0.0050,11,61,513,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),11,633,0.0050,11,61,513,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),12,562,0.0120,4,56,464,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),12,562,0.0120,4,56,464,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),ALL,0,0.0000,0,0,0,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),ALL,3491,0.0030,36,331,2854,
EL PASO,1080,LEWIS-PALMER 38,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),ALL,3491,0.0030,36,331,2854,
EL PASO,1110,FALCON 49,0000,SUMMER SCHOOL DROPOUTS (NONE),ALL,0,0.0000,0,0,0,
EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,7,90,0.0000,3,16,63,
EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,8,84,0.0000,5,16,53,
EL PASO,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,ALL,174,0.0000,8,32,116,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,7,57,0.0000,4,6,43,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,8,71,0.0000,2,8,54,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,9,91,0.0000,2,8,71,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,10,85,0.0000,3,7,70,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,11,88,0.0110,4,10,66,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,12,95,0.0000,4,11,70,
EL PASO,1110,FALCON 49,2877,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,ALL,487,0.0020,19,50,374,
EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,7,376,0.0000,14,39,301,
EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,8,344,0.0030,12,51,253,
EL PASO,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,ALL,720,0.0010,26,90,554,
EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,9,403,0.0020,13,76,281,
EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,10,388,0.0030,28,69,262,
EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,11,357,0.0000,19,49,263,
EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,12,353,0.0060,22,53,237,
EL PASO,1110,FALCON 49,2908,FALCON HIGH SCHOOL,ALL,1501,0.0030,82,247,1043,
EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,9,416,0.0550,9,162,219,
EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,10,663,0.1040,11,344,277,
EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,11,1036,0.1480,29,515,443,
EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,12,2753,0.2600,131,1393,1072,
EL PASO,1110,FALCON 49,3475,GOAL ACADEMY,ALL,4868,0.1980,180,2414,2011,
EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,7,263,0.0000,22,72,148,
EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,8,263,0.0000,28,71,126,
EL PASO,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,ALL,526,0.0000,50,143,274,
EL PASO,1110,FALCON 49,4251,IMAGINE INDIGO RANCH,7,75,0.0000,5,20,41,
EL PASO,1110,FALCON 49,4251,IMAGINE INDIGO RANCH,8,53,0.0000,2,13,34,
EL PASO,1110,FALCON 49,4251,IMAGINE INDIGO RANCH,ALL,128,0.0000,7,33,75,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,7,5,0.0000,1,2,2,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,8,22,0.0000,1,3,17,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,9,23,0.0000,0,6,15,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,10,28,0.0360,1,8,14,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,11,63,0.0950,3,5,50,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,12,174,0.3280,16,40,107,
EL PASO,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,ALL,315,0.2030,22,64,205,
EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,7,52,0.0000,3,6,41,
EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,8,52,0.0000,2,3,43,
EL PASO,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,ALL,104,0.0000,5,9,84,
EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,7,159,0.0000,4,27,107,
EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,8,96,0.0000,2,15,69,
EL PASO,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,ALL,255,0.0000,6,42,176,
EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,9,392,0.0000,39,111,196,
EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,10,376,0.0030,42,91,192,
EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,11,391,0.0100,39,89,199,
EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,12,359,0.0280,51,84,178,
EL PASO,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,ALL,1518,0.0100,171,375,765,
EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,7,439,0.0020,39,95,262,
EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,8,480,0.0020,48,112,260,
EL PASO,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,ALL,919,0.0020,87,207,522,
EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,9,480,0.0000,38,102,287,
EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,10,425,0.0000,40,105,237,
EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,11,438,0.0050,38,80,266,
EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,12,377,0.0080,26,83,227,
EL PASO,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,ALL,1720,0.0030,142,370,1017,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),7,5,0.0000,1,2,2,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7,1481,0.0010,93,272,988,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7,1486,0.0010,94,274,990,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),8,20,0.0000,1,3,15,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8,1402,0.0010,99,283,864,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8,1422,0.0010,100,286,879,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),9,433,0.0530,9,165,231,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),9,1334,0.0010,88,290,816,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),9,1767,0.0140,97,455,1047,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),10,690,0.1010,12,351,291,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),10,1244,0.0020,111,266,741,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (INCLUDING ALTERNATIVE SCHOOLS),10,1934,0.0370,123,617,1032,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (ALTERNATIVE SCHOOLS ONLY),11,1093,0.1450,31,520,488,
EL PASO,1110,FALCON 49,9998,DISTRICT TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),11,1218,0.0060,98,219,755,
