year,mergecode,schoolcode,districtcode,droprate,black,white,hispanic,totalenroll
21,3120-8467,8467,3120,1.9,0.0,1.88,98.12,160
21,3120-8965,8965,3120,0.0,1.34,38.61,53.08,373
21,3120-9611,9611,3120,0.0,1.89,51.89,40.57,106
21,3130-4670,4670,3130,0.0,0.0,61.81,35.86,343
21,3130-7054,7054,3130,0.0,0.0,55.19,44.26,183
21,3140-3066,3066,3140,0.0,0.55,16.9,80.61,361
21,3140-3070,3070,3140,1.2,0.39,19.87,78.05,770
21,3140-7219,7219,3140,0.0,2.04,63.27,32.65,49
21,3145-3961,3961,3145,1.1,0.0,63.98,32.26,186
21,3145-3962,3962,3145,2.5,0.62,70.0,25.31,320
21,3146-1012,1012,3146,0.0,0.0,81.4,16.28,86
21,3147-7156,7156,3147,0.0,0.0,91.84,6.12,98
21,3148-6812,6812,3148,0.0,3.57,78.57,14.29,28
21,3200-9791,9791,3200,0.0,0.0,44.74,55.26,152
21,3200-9799,9799,3200,4.5,0.7,43.55,54.7,287
21,3210-9733,9733,3210,2.6,0.0,67.61,30.68,352
21,3220-4231,4231,3220,0.0,0.0,69.31,29.7,101
21,3230-5123,5123,3230,0.0,0.0,94.44,5.56,18
21,8001-15,15,8001,0.2,0.96,56.9,30.59,935
21,8001-75,75,8001,1.8,0.0,78.57,13.39,224
21,8001-79,79,8001,0.0,0.94,83.1,9.86,213
21,8001-149,149,8001,0.0,0.0,82.8,12.4,250
21,8001-653,653,8001,0.0,1.2,68.67,26.51,83
21,8001-655,655,8001,0.0,27.06,15.29,50.59,170
21,8001-1279,1279,8001,0.0,0.75,78.14,13.82,398
21,8001-1371,1371,8001,0.0,14.29,47.62,30.95,42
21,8001-1387,1387,8001,0.0,0.66,83.55,9.87,152
21,8001-1505,1505,8001,0.3,8.62,54.02,33.62,348
21,8001-1633,1633,8001,0.5,15.21,13.59,61.98,434
21,8001-1791,1791,8001,1.1,2.13,64.89,26.6,94
21,8001-1795,1795,8001,0.8,4.49,60.3,22.76,602
21,8001-2035,2035,8001,0.0,0.0,35.78,60.55,109
21,8001-2067,2067,8001,0.5,1.05,78.71,13.49,1423
21,8001-2196,2196,8001,0.0,1.46,77.09,11.4,956
21,8001-2837,2837,8001,0.9,1.27,26.9,63.61,316
21,8001-3393,3393,8001,0.0,0.98,81.37,8.5,306
21,8001-3439,3439,8001,0.0,1.56,38.28,57.81,128
21,8001-5147,5147,8001,1.4,4.23,67.61,18.31,71
21,8001-5431,5431,8001,0.0,20.0,23.33,50.0,30
21,8001-5453,5453,8001,0.0,0.0,89.47,6.77,133
21,8001-5851,5851,8001,0.0,1.16,56.98,29.07,86
21,8001-6219,6219,8001,25.4,9.91,4.74,75.86,232
21,8001-6266,6266,8001,17.1,15.38,5.98,75.21,117
21,8001-6914,6914,8001,0.4,0.96,10.82,83.33,1044
21,8001-7278,7278,8001,0.0,0.0,1.18,98.82,85
21,8001-7512,7512,8001,0.0,0.0,76.19,21.43,42
21,8001-8061,8061,8001,0.0,5.56,94.44,0.0,18
21,8001-8821,8821,8001,0.0,1.16,63.95,31.4,86
21,8001-8825,8825,8001,0.0,1.86,67.98,20.25,484
21,8001-9037,9037,8001,0.0,1.25,3.12,95.0,160
21,8001-9040,9040,8001,0.0,1.35,5.41,91.22,148
21,9000-1924,1924,9000,1.0,6.8,40.78,43.69,103
21,9035-1607,1607,9035,26.1,0.0,36.96,61.59,138
21,9035-3997,3997,9035,16.7,0.0,59.52,38.1,42
21,9050-8121,8121,9050,0.0,2.74,76.71,12.33,73
21,9130-2840,2840,9130,0.0,1.66,68.51,15.47,181
21,9170-1501,1501,9170,4.1,4.99,54.19,31.24,1002
21,9170-1550,1550,9170,3.4,5.53,57.54,29.65,1140
21,9170-1892,1892,9170,0.0,0.0,100.0,0.0,25
21,9170-6971,6971,9170,14.0,5.76,54.87,34.02,729
21,9175-6134,6134,9175,2.6,0.65,54.9,41.83,153
