County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
ALAMOSA,0100,ALAMOSA RE-11J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),1027,4,0.0040,13,626,339
ALAMOSA,0100,ALAMOSA RE-11J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),1125,18,0.0160,16,691,363
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,165,0,0.0000,6,41,108
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),165,0,0.0000,6,41,108
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),165,0,0.0000,6,41,108
ARAPAHOE,0120,ENGLEWOOD 1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0120,ENGLEWOOD 1,0206,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,447,75,0.1680,8,158,256
ARAPAHOE,0120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,694,29,0.0420,35,296,320
ARAPAHOE,0120,ENGLEWOOD 1,2750,ENGLEWOOD LEADERSHIP ACADEMY,57,0,0.0000,0,8,44
ARAPAHOE,0120,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,394,6,0.0150,10,187,178
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),447,75,0.1680,8,158,256
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),1114,35,0.0310,45,479,523
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),1561,110,0.0700,53,637,779
ARAPAHOE,0123,SHERIDAN 2,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0123,SHERIDAN 2,7837,FORT LOGAN NORTHGATE,227,0,0.0000,9,171,34
ARAPAHOE,0123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,413,7,0.0170,25,313,57
ARAPAHOE,0123,SHERIDAN 2,8123,SOAR ACADEMY,140,29,0.2070,5,107,21
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),140,29,0.2070,5,107,21
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),624,7,0.0110,32,473,88
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),764,36,0.0470,37,580,109
ARAPAHOE,0130,CHERRY CREEK 5,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0130,CHERRY CREEK 5,0018,LIBERTY MIDDLE SCHOOL,841,7,0.0080,86,124,468
ARAPAHOE,0130,CHERRY CREEK 5,0141,SKY VISTA MIDDLE SCHOOL,607,2,0.0030,81,127,312
ARAPAHOE,0130,CHERRY CREEK 5,1510,CHALLENGE SCHOOL,151,0,0.0000,14,17,64
ARAPAHOE,0130,CHERRY CREEK 5,1551,CHEROKEE TRAIL HIGH SCHOOL,3272,29,0.0090,352,534,1884
ARAPAHOE,0130,CHERRY CREEK 5,1566,CAMPUS MIDDLE SCHOOL,1048,12,0.0110,34,134,660
ARAPAHOE,0130,CHERRY CREEK 5,1568,WEST MIDDLE SCHOOL,891,0,0.0000,18,122,642
ARAPAHOE,0130,CHERRY CREEK 5,1570,CHERRY CREEK HIGH SCHOOL,3874,21,0.0050,122,482,2582
ARAPAHOE,0130,CHERRY CREEK 5,1571,CHERRY CREEK CHARTER ACADEMY,132,1,0.0080,10,5,78
ARAPAHOE,0130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,2884,30,0.0100,420,598,1477
ARAPAHOE,0130,CHERRY CREEK 5,2653,ENDEAVOR ACADEMY,429,68,0.1590,78,126,184
ARAPAHOE,0130,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,692,3,0.0040,55,131,399
ARAPAHOE,0130,CHERRY CREEK 5,3030,FOX RIDGE MIDDLE SCHOOL,1045,4,0.0040,70,139,692
ARAPAHOE,0130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,2867,30,0.0100,259,502,1633
ARAPAHOE,0130,CHERRY CREEK 5,4100,HORIZON MIDDLE SCHOOL,743,6,0.0080,130,214,305
ARAPAHOE,0130,CHERRY CREEK 5,4975,LAREDO MIDDLE SCHOOL,824,7,0.0080,140,181,384
ARAPAHOE,0130,CHERRY CREEK 5,6367,OPTIONS SCHOOL,257,0,0.0000,6,24,203
ARAPAHOE,0130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,2688,81,0.0300,793,938,622
ARAPAHOE,0130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,1408,24,0.0170,367,558,313
ARAPAHOE,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,2321,35,0.0150,441,546,1006
ARAPAHOE,0130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,955,17,0.0180,93,175,555
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),255,0,0.0000,6,24,201
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),27439,377,0.0140,3519,5595,14160
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),27694,377,0.0140,3525,5619,14361
ARAPAHOE,0140,LITTLETON 6,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,2391,13,0.0050,26,217,1948
ARAPAHOE,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,507,0,0.0000,5,104,366
ARAPAHOE,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,583,0,0.0000,9,202,325
ARAPAHOE,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,1802,23,0.0130,16,266,1383
ARAPAHOE,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,435,0,0.0000,12,54,331
ARAPAHOE,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,687,0,0.0000,10,67,557
ARAPAHOE,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,1392,36,0.0260,32,429,812
ARAPAHOE,0140,LITTLETON 6,5229,LITTLETON ACADEMY,115,0,0.0000,3,9,90
ARAPAHOE,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,125,0,0.0000,2,36,81
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),7964,72,0.0090,112,1369,5843
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),7964,72,0.0090,112,1369,5843
ARAPAHOE,0170,DEER TRAIL 26J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,105,2,0.0190,0,30,73
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),105,2,0.0190,0,30,73
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),105,2,0.0190,0,30,73
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0000,SUMMER SCHOOL DROPOUTS,4,4,1.0000,3,1,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0213,AXL ACADEMY,115,0,0.0000,30,52,22
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0219,APS ONLINE SCHOOL,335,48,0.1430,56,179,76
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0458,AURORA ACADEMY CHARTER SCHOOL,110,0,0.0000,25,46,32
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0464,AURORA HILLS MIDDLE SCHOOL,768,2,0.0030,164,438,94
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0465,AURORA FRONTIER K-8,189,0,0.0000,37,48,60
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0914,BOSTON K-8 SCHOOL,99,0,0.0000,15,60,2
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,2900,138,0.0480,523,1870,135
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1720,CLYDE MILLER K-8,157,2,0.0130,26,88,27
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,633,4,0.0060,99,279,188
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,859,4,0.0050,133,588,59
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2673,EDNA AND JOHN W. MOSLEY P-8,210,0,0.0000,29,119,37
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,2285,90,0.0390,595,1176,312
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY AURORA,204,1,0.0050,39,133,21
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,2634,114,0.0430,419,1793,222
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,498,2,0.0040,186,195,91
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,722,3,0.0040,170,326,148
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6189,MURPHY CREEK K-8 SCHOOL,179,0,0.0000,35,69,49
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,691,2,0.0030,99,492,55
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,393,0,0.0000,9,42,321
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7232,AURORA QUEST K-8,187,0,0.0000,17,43,85
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,2728,56,0.0210,638,1060,701
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,613,4,0.0070,126,389,46
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,347,4,0.0120,43,203,74
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL - WEST,124,0,0.0000,24,75,20
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9083,VISTA PEAK P-8 EXPLORATORY,255,0,0.0000,30,130,70
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,1562,19,0.0120,268,705,396
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,335,1,0.0030,95,140,81
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,1163,3,0.0030,129,811,62
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),20175,501,0.0250,3793,10935,3346
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),20175,501,0.0250,3793,10935,3346
ARAPAHOE,0190,BYERS 32J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,249,1,0.0040,1,33,203
ARAPAHOE,0190,BYERS 32J,1752,COLORADO VIRTUAL ACADEMY (COVA),624,2,0.0030,16,69,527
ARAPAHOE,0190,BYERS 32J,2356,ELEVATE ACADEMY,595,0,0.0000,40,290,246
ARAPAHOE,0190,BYERS 32J,3362,VALIANT ACADEMY,145,0,0.0000,10,14,117
ARAPAHOE,0190,BYERS 32J,6263,COLORADO DIGITAL ACADEMY - MIDDLE,276,0,0.0000,15,35,217
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),1889,3,0.0020,82,441,1310
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),1889,3,0.0020,82,441,1310
