year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
16,1420,8036,1420-8036,0.0,19.44,77.78,36
16,1420,8209,1420-8209,1.67,19.13,68.79,1317
16,1420,8793,1420-8793,3.03,11.11,77.78,198
16,1420,9234,1420-9234,0.0,2.56,94.87,39
16,1420,9245,1420-9245,8.33,8.33,83.33,12
16,1420,9510,1420-9510,1.68,39.42,52.64,1309
16,1420,965,1420-965,2.52,52.94,40.76,238
16,1430,2336,1430-2336,0.0,4.35,95.65,46
16,1440,7009,1440-7009,0.0,8.33,91.67,12
16,1450,2960,1450-2960,0.0,11.36,88.64,44
16,1460,7746,1460-7746,2.7,10.81,81.08,37
16,1480,8354,1480-8354,0.0,24.49,75.51,49
16,1490,842,1490-842,0.0,22.22,66.67,36
16,1500,1152,1500-1152,1.28,27.35,69.23,234
16,1510,4904,1510-4904,0.0,72.34,25.18,282
16,1520,0,1520-0,0.0,37.04,40.74,27
16,1520,2318,1520-2318,1.17,16.5,74.85,1030
16,1520,3571,1520-3571,0.0,17.58,70.33,91
16,1530,640,1530-640,0.0,13.77,82.92,363
16,1540,4258,1540-4258,0.4,36.55,29.72,249
16,1550,0,1550-0,0.0,62.5,31.25,16
16,1550,146,1550-146,0.54,9.24,79.89,184
16,1550,3046,1550-3046,1.89,23.26,67.77,1638
16,1550,3105,1550-3105,1.11,6.82,82.52,1979
16,1550,3760,1550-3760,1.3,22.73,69.48,154
16,1550,5120,1550-5120,0.64,4.15,85.94,313
16,1550,7104,1550-7104,0.0,7.05,85.26,156
16,1550,7124,1550-7124,1.18,24.66,67.8,1857
16,1550,7127,1550-7127,2.13,34.04,57.45,94
16,1550,7198,1550-7198,1.28,12.82,80.77,78
16,1550,7470,1550-7470,1.14,14.72,76.75,2017
16,1560,5121,1560-5121,0.0,3.45,93.1,29
16,1560,5235,1560-5235,0.0,36.76,61.76,68
16,1560,5316,1560-5316,0.98,19.93,74.31,1530
16,1560,6163,1560-6163,2.21,23.19,70.43,1268
16,1560,812,1560-812,0.41,9.77,85.69,727
16,1560,8824,1560-8824,1.1,17.42,78.76,1177
16,1560,9260,1560-9260,0.0,19.42,71.84,103
16,1570,2788,1570-2788,0.0,0.0,100.0,6
16,1570,2794,1570-2794,0.92,20.92,73.85,325
16,1580,8906,1580-8906,0.0,79.08,19.5,282
16,1590,7164,1590-7164,0.0,56.6,41.51,53
16,1600,4048,1600-4048,0.0,45.79,51.4,107
16,1620,66,1620-66,0.0,58.62,41.38,29
16,170,2140,170-2140,0.0,25.0,70.83,48
16,1750,948,1750-948,4.71,15.88,76.47,170
16,1750,978,1750-978,11.76,41.18,41.18,17
16,1760,4694,1760-4694,0.0,15.38,84.62,13
16,1780,4162,1780-4162,0.0,7.14,92.86,42
16,1790,5136,1790-5136,1.45,11.59,83.33,138
16,180,1,180-1,0.0,42.86,42.86,7
16,180,1458,180-1458,15.84,66.76,4.47,2172
16,180,219,180-219,15.38,57.34,18.88,143
16,180,3354,180-3354,25.68,50.53,14.86,1803
16,180,4024,180-4024,15.36,68.05,8.59,2188
16,180,5298,180-5298,36.12,38.77,20.7,227
16,180,6546,180-6546,1.42,8.51,84.4,141
16,180,7250,180-7250,23.83,36.59,26.99,2375
16,180,8356,180-8356,13.25,56.15,23.66,317
16,180,9125,180-9125,16.46,44.67,26.78,1191
16,180,9189,180-9189,27.68,46.43,20.54,112
16,180,9396,180-9396,6.33,78.48,4.3,395
16,1810,4506,1810-4506,8.33,0.0,91.67,12
16,1828,0,1828-0,0.0,0.0,100.0,1
16,1828,1224,1828-1224,1.15,16.09,81.61,87
16,1828,8260,1828-8260,0.37,22.85,72.39,547
16,1850,2988,1850-2988,0.0,12.5,85.71,56
16,1860,5806,1860-5806,2.97,7.92,87.13,101
16,1870,6838,1870-6838,0.0,3.33,95.0,60
16,190,1176,190-1176,0.0,9.46,83.78,148
16,190,1752,190-1752,3.49,12.53,79.47,487
16,190,2356,190-2356,4.41,51.1,40.97,227
16,190,3362,190-3362,0.0,20.69,72.41,29
16,1980,2126,1980-2126,0.0,12.82,87.18,39
16,1990,3582,1990-3582,12.0,24.0,56.8,125
16,1990,7032,1990-7032,0.0,12.12,86.87,99
16,20,1519,20-1519,1.59,14.29,57.14,63
16,20,210,20-210,2.1,49.58,44.12,238
16,20,4108,20-4108,1.78,25.78,64.1,2025
16,20,5043,20-5043,1.62,18.47,69.39,2225
16,20,5816,20-5816,3.82,64.55,24.99,1729
16,20,6060,20-6060,2.31,30.19,60.42,1991
16,20,6402,20-6402,2.96,60.63,30.32,1923
16,20,6802,20-6802,0.44,12.66,76.86,229
16,20,6956,20-6956,2.61,47.25,44.06,345
16,20,9431,20-9431,0.0,17.33,78.67,75
16,2000,1450,2000-1450,0.99,28.05,64.55,1515
16,2000,3350,2000-3350,0.0,0.0,100.0,9
16,2000,3570,2000-3570,0.47,23.4,70.26,1718
16,2000,3604,2000-3604,0.67,12.08,81.21,149
16,2000,361,2000-361,0.22,13.71,81.57,445
16,2000,5828,2000-5828,0.0,10.89,85.15,101
16,2000,6070,2000-6070,0.16,10.41,86.17,1229
16,2000,6666,2000-6666,0.6,25.25,69.88,1006
16,2000,7236,2000-7236,0.48,39.05,56.19,210
16,2010,1966,2010-1966,0.0,8.0,92.0,25
16,2020,5962,2020-5962,1.0,22.54,74.29,599
16,2035,6026,2035-6026,0.16,17.45,56.23,642
16,2035,8133,2035-8133,0.0,20.14,52.78,144
16,2055,2208,2055-2208,0.0,10.64,83.51,188
16,2070,5452,2070-5452,0.83,20.0,68.33,120
16,2180,6058,2180-6058,0.37,34.57,60.68,1348
16,2180,6262,2180-6262,0.88,13.27,79.65,113
16,2180,6494,2180-6494,0.0,50.47,46.73,321
16,2180,6807,2180-6807,0.0,56.25,37.5,16
16,2180,9149,2180-9149,0.0,41.03,55.13,156
16,2190,6436,2190-6436,0.0,5.66,88.68,53
16,2190,6718,2190-6718,0.0,27.27,72.73,11
16,220,6658,220-6658,0.83,17.63,72.73,363
16,230,9226,230-9226,0.0,12.5,87.5,48
16,2395,1096,2395-1096,0.69,51.84,45.16,434
16,240,7180,240-7180,0.0,15.79,84.21,19
16,2405,3078,2405-3078,4.84,61.15,32.55,888
16,2405,5180,2405-5180,0.0,65.91,34.09,44
16,250,8168,250-8168,0.0,13.75,80.0,80
16,2505,9360,2505-9360,0.0,14.29,85.71,70
16,2515,9582,2515-9582,0.0,20.0,76.67,150
16,2520,5015,2520-5015,0.6,62.46,32.43,333
16,2530,7442,2530-7442,0.43,70.43,26.52,230
16,2535,5506,2535-5506,0.0,68.29,31.71,41
16,2540,3134,2540-3134,0.0,21.95,77.24,123
16,2560,1546,2560-1546,0.0,20.75,79.25,53
16,2570,8456,2570-8456,0.94,4.72,85.85,106
16,2580,6600,2580-6600,0.0,7.14,91.07,56
16,2590,7346,2590-7346,0.0,5.88,89.22,102
16,260,9100,260-9100,0.0,12.5,87.5,8
16,2600,7046,2600-7046,0.63,12.93,81.39,317
16,2610,8118,2610-8118,0.91,14.55,81.82,110
16,2620,2686,2620-2686,0.0,57.14,42.86,7
16,2620,4080,2620-4080,0.6,44.91,53.29,167
16,2630,3850,2630-3850,0.0,9.78,88.04,92
16,2640,432,2640-432,0.53,11.99,84.83,567
16,2650,3546,2650-3546,0.0,67.69,32.31,65
16,2660,4960,2660-4960,0.25,51.49,45.05,404
16,2670,4058,2670-4058,0.0,48.86,46.59,88
16,2680,9608,2680-9608,0.0,17.24,78.16,87
16,2690,1402,2690-1402,2.13,58.44,36.28,1268
16,2690,1454,2690-1454,1.71,77.37,19.34,760
16,2690,1488,2690-1488,0.88,84.14,13.22,227
16,2690,2394,2690-2394,1.03,73.97,22.34,1164
16,2690,8082,2690-8082,2.01,62.31,33.13,1292
16,270,1252,270-1252,0.0,0.0,100.0,9
16,2700,5990,2700-5990,0.72,35.25,63.31,139
16,2700,7208,2700-7208,0.23,42.66,53.41,865
16,2700,7214,2700-7214,1.19,31.79,61.36,1343
16,2700,7534,2700-7534,1.57,13.78,79.53,254
16,2700,7879,2700-7879,0.68,21.77,71.43,147
16,2710,5762,2710-5762,0.0,11.52,86.39,191
16,2720,7276,2720-7276,0.0,11.3,86.09,115
16,2730,2150,2730-2150,0.74,63.24,36.03,136
16,2740,6030,2740-6030,0.0,66.67,30.3,33
16,2740,6046,2740-6046,0.36,72.99,24.45,274
16,2740,6520,2740-6520,0.0,22.81,75.44,57
16,2750,7664,2750-7664,0.0,20.31,76.56,128
16,2760,3862,2760-3862,0.91,9.09,87.27,110
16,2770,8212,2770-8212,0.7,9.37,86.57,715
16,2770,9757,2770-9757,0.0,15.79,78.95,19
16,2780,0,2780-0,0.0,0.0,100.0,1
16,2780,8050,2780-8050,0.0,2.97,95.05,101
16,2790,6146,2790-6146,0.0,27.66,68.09,47
16,2800,2018,2800-2018,0.0,10.0,80.0,20
16,2800,5958,2800-5958,0.0,6.9,86.21,29
16,2810,1368,2810-1368,0.0,88.89,11.11,9
16,2810,1420,2810-1420,0.6,91.57,6.63,166
16,2810,51,2810-51,0.0,80.0,20.0,5
16,2820,7904,2820-7904,0.0,20.0,80.0,15
16,2830,8794,2830-8794,0.82,17.62,76.64,244
16,2840,6422,2840-6422,0.0,7.22,88.66,97
16,2862,4369,2862-4369,5.3,15.53,77.27,264
16,2862,4492,2862-4492,0.0,26.15,69.23,65
16,2865,7322,2865-7322,0.0,7.32,87.8,41
16,290,4990,290-4990,0.0,55.12,42.52,127
16,30,22,30-22,3.29,84.98,11.27,213
16,30,24,30-24,2.53,83.67,12.12,1782
16,3000,8375,3000-8375,0.0,51.28,43.59,39
16,3000,8378,3000-8378,1.32,29.93,63.58,832
16,3010,2024,3010-2024,0.98,11.76,86.27,102
16,3020,9696,3020-9696,0.77,7.93,86.57,782
16,3030,90,3030-90,0.0,14.29,81.25,112
16,3040,308,3040-308,0.0,20.59,79.41,34
16,3050,6586,3050-6586,4.69,7.81,82.81,64
16,3060,5258,3060-5258,0.0,0.0,100.0,20
16,3070,9704,3070-9704,0.0,4.35,95.65,23
16,3080,9032,3080-9032,0.17,55.61,41.58,606
16,3085,2456,3085-2456,1.13,25.14,72.05,533
16,3090,1446,3090-1446,0.64,38.84,56.98,623
16,310,5670,310-5670,0.0,0.0,98.84,86
16,3100,9393,3100-9393,1.64,6.56,88.52,61
16,3100,9672,3100-9672,0.3,15.37,79.96,1347
16,3110,7490,3110-7490,0.32,30.92,66.16,925
16,3120,1875,3120-1875,1.04,15.93,79.11,383
16,3120,2657,3120-2657,2.84,63.83,26.95,141
16,3120,2825,3120-2825,1.49,52.24,38.81,67
16,3120,2850,3120-2850,1.35,24.87,67.85,591
16,3120,3610,3120-3610,3.11,66.67,26.82,1413
16,3120,3614,3120-3614,3.11,62.45,28.34,1574
16,3120,4425,3120-4425,0.46,78.85,17.7,435
16,3120,6364,3120-6364,1.61,71.04,25.49,1181
16,3120,8965,3120-8965,0.42,33.19,62.18,238
16,3130,4670,3130-4670,0.0,29.51,69.13,366
16,3140,3070,3140-3070,0.67,76.37,21.13,601
16,3145,3962,3145-3962,0.4,35.08,62.5,248
16,3146,1012,3146-1012,0.0,5.66,92.45,53
16,3147,7156,3147-7156,0.0,4.08,93.88,49
16,3148,6812,3148-6812,0.0,12.5,87.5,32
16,3200,9799,3200-9799,0.88,51.32,46.93,228
16,3210,9733,3210-9733,0.0,28.4,70.37,162
16,3220,4231,3220-4231,2.56,33.33,56.41,39
16,3230,5123,3230-5123,0.0,9.09,90.91,22
16,40,1021,40-1021,1.05,55.5,40.84,191
16,40,1022,40-1022,0.9,52.46,41.88,1786
16,40,1560,40-1560,3.12,23.44,70.31,64
16,40,2399,40-2399,1.59,34.99,59.24,503
16,40,7129,40-7129,2.94,42.68,46.51,1907
16,470,120,470-120,0.0,11.61,85.71,112
16,470,2761,470-2761,1.17,15.67,78.25,938
16,470,3196,470-3196,0.42,30.94,66.15,963
16,470,5282,470-5282,1.26,33.5,60.1,1188
16,470,5368,470-5368,0.0,7.36,86.58,231
16,470,5722,470-5722,0.1,18.49,77.63,1006
16,470,6276,470-6276,1.41,24.16,61.92,1279
16,470,6498,470-6498,0.0,59.4,37.59,133
16,470,7789,470-7789,1.61,17.08,75.42,1241
16,470,7839,470-7839,0.0,27.62,66.67,105
16,470,7954,470-7954,1.17,55.6,39.28,1367
16,470,8927,470-8927,2.78,43.06,45.83,144
16,480,1070,480-1070,0.83,17.49,73.35,1561
16,480,125,480-125,2.13,63.12,29.08,141
16,480,1380,480-1380,1.1,31.38,59.54,1090
16,480,2892,480-2892,0.73,10.9,72.13,2192
16,480,3499,480-3499,0.0,36.36,63.64,11
16,480,4496,480-4496,6.33,50.63,39.24,79
16,480,5999,480-5999,0.51,9.5,79.34,1757
16,480,6195,480-6195,1.0,19.0,72.67,300
16,480,6212,480-6212,0.58,8.09,82.66,173
16,480,6816,480-6816,0.51,9.76,72.09,584
16,480,924,480-924,1.05,20.33,70.08,2002
16,480,930,480-930,0.0,10.81,77.03,74
16,480,934,480-934,2.46,23.77,60.66,122
16,490,1130,490-1130,0.73,11.68,82.85,274
16,490,1508,490-1508,2.56,2.56,84.62,39
16,50,775,50-775,0.31,20.0,75.62,320
16,500,4085,500-4085,3.45,13.79,82.76,29
16,500,7568,500-7568,0.0,13.85,81.85,325
16,510,4742,510-4742,2.44,12.2,85.37,41
16,520,1612,520-1612,0.0,15.79,82.46,57
16,540,4216,540-4216,0.0,11.26,82.43,222
16,550,1378,550-1378,1.01,58.45,39.19,296
16,550,6339,550-6339,2.5,70.0,27.5,40
16,560,7616,560-7616,0.0,28.83,68.47,111
16,580,252,580-252,0.0,97.06,1.47,68
16,60,7133,60-7133,0.0,10.0,90.0,10
16,60,8334,60-8334,0.32,10.79,86.35,315
16,640,1398,640-1398,1.69,86.44,11.86,59
16,70,0,70-0,0.0,50.0,50.0,4
16,70,3931,70-3931,0.77,74.52,20.85,259
16,70,9466,70-9466,1.25,75.65,15.67,2489
16,740,7880,740-7880,0.0,77.33,16.0,75
16,770,2058,770-2058,0.71,24.82,70.21,141
16,8001,1279,8001-1279,0.0,16.16,79.8,99
16,8001,15,8001-15,1.44,29.62,57.81,557
16,8001,1795,8001-1795,6.89,21.28,64.63,639
16,8001,2067,8001-2067,1.34,7.86,87.29,598
16,8001,2196,8001-2196,1.67,9.07,81.38,419
16,8001,2837,8001-2837,2.69,48.92,42.47,186
16,8001,4699,8001-4699,0.24,89.73,9.05,409
16,8001,6219,8001-6219,11.2,66.98,7.02,527
16,8001,6266,8001-6266,22.35,58.82,10.59,85
16,8001,6914,8001-6914,0.37,74.4,18.74,539
16,8001,75,8001-75,0.33,5.02,92.64,299
16,8001,8825,8001-8825,1.4,18.18,74.83,143
16,8001,8929,8001-8929,20.9,14.93,59.7,67
16,8001,9037,8001-9037,0.72,92.81,5.76,139
16,8001,9785,8001-9785,3.82,59.24,35.03,157
16,860,2092,860-2092,0.0,1.64,95.9,122
16,870,1372,870-1372,0.0,9.74,86.52,267
16,870,2155,870-2155,0.0,28.26,70.65,92
16,870,2164,870-2164,0.16,25.77,68.07,617
16,870,2166,870-2166,2.65,11.26,84.77,151
16,870,4128,870-4128,0.49,17.56,77.07,205
16,870,6708,870-6708,0.66,10.53,86.18,152
16,880,10,880-10,2.51,90.45,2.3,1393
16,880,1295,880-1295,34.14,54.48,3.15,413
16,880,1319,880-1319,2.08,88.45,5.08,433
16,880,1489,880-1489,26.75,50.32,14.01,157
16,880,1748,880-1748,22.05,64.17,8.66,254
16,880,1866,880-1866,4.13,90.91,4.13,121
16,880,2145,880-2145,22.39,57.14,6.56,518
16,880,2167,880-2167,4.76,52.38,33.33,21
16,880,2175,880-2175,19.93,63.35,13.17,281
16,880,2183,880-2183,4.87,56.92,22.31,390
16,880,2184,880-2184,5.84,14.22,70.66,668
16,880,2185,880-2185,24.67,35.95,29.25,523
16,880,2188,880-2188,31.96,53.09,7.73,194
16,880,2209,880-2209,13.51,80.41,2.7,444
16,880,2241,880-2241,14.14,36.36,36.36,99
16,880,2244,880-2244,1.45,79.71,8.7,138
16,880,2398,880-2398,20.07,23.51,45.73,2471
16,880,2641,880-2641,4.17,87.04,4.63,216
16,880,2726,880-2726,26.34,52.94,15.09,391
16,880,2755,880-2755,29.12,60.54,6.9,261
16,880,2757,880-2757,17.01,72.02,4.73,529
16,880,2789,880-2789,0.0,97.06,2.94,34
16,880,3000,880-3000,9.17,81.67,8.33,120
16,880,3378,880-3378,27.23,32.92,28.34,1355
16,880,3540,880-3540,11.83,45.16,29.03,93
16,880,40,880-40,27.45,39.71,30.39,204
16,880,4444,880-4444,2.49,73.73,12.22,1203
16,880,4494,880-4494,20.0,71.25,6.25,80
16,880,4509,880-4509,17.65,72.06,5.15,136
16,880,4730,880-4730,1.32,96.58,0.53,380
16,880,4795,880-4795,2.68,76.34,13.39,224
16,880,5044,880-5044,62.96,37.04,0.0,27
16,880,5448,880-5448,36.46,53.82,5.56,288
16,880,5605,880-5605,19.01,68.86,4.79,668
16,880,5844,880-5844,36.88,44.68,14.18,141
16,880,6239,880-6239,23.99,64.8,5.38,446
16,880,6308,880-6308,7.53,81.72,6.45,93
16,880,6314,880-6314,7.07,79.74,9.86,933
16,880,6350,880-6350,5.97,91.79,0.75,402
16,880,6368,880-6368,31.44,31.44,31.44,194
16,880,6509,880-6509,4.9,33.82,55.88,204
16,880,67,880-67,7.94,84.92,2.38,126
16,880,7163,880-7163,19.25,68.32,8.07,161
16,880,7188,880-7188,27.6,62.44,2.26,221
16,880,7246,880-7246,3.74,90.65,3.74,107
16,880,7361,880-7361,15.13,72.27,6.72,119
16,880,8086,880-8086,23.19,34.06,26.71,1565
16,880,8132,880-8132,0.0,91.39,5.26,209
16,880,8145,880-8145,1.92,85.26,8.33,156
16,880,8347,880-8347,3.4,89.12,3.06,294
16,880,8822,880-8822,22.08,29.65,38.73,1069
16,880,8995,880-8995,22.61,67.39,5.65,230
16,880,9348,880-9348,13.11,70.49,8.2,61
16,880,9639,880-9639,0.2,97.41,0.8,501
16,880,9693,880-9693,8.85,82.84,4.83,373
16,880,9702,880-9702,3.16,92.98,2.46,285
16,890,2216,890-2216,0.0,5.88,89.71,68
16,900,1367,900-1367,1.07,13.17,79.17,2050
16,900,1503,900-1503,1.82,13.92,75.4,2199
16,900,1555,900-1555,0.0,14.29,78.57,14
16,900,201,900-201,0.0,15.19,77.22,158
16,900,2230,900-2230,0.96,14.84,76.81,1880
16,900,2338,900-2338,2.17,14.49,76.81,138
16,900,3980,900-3980,2.4,14.3,71.21,1664
16,900,3995,900-3995,5.68,65.94,24.45,458
16,900,4271,900-4271,1.38,11.23,80.74,2030
16,900,5259,900-5259,0.25,9.31,76.96,408
16,900,5405,900-5405,0.0,5.84,85.71,154
16,900,6165,900-6165,0.96,10.32,79.13,2190
16,900,6365,900-6365,2.79,11.85,75.61,287
16,900,7118,900-7118,0.97,11.96,80.03,1237
16,900,7435,900-7435,0.63,8.4,79.48,2071
16,900,8847,900-8847,0.87,10.97,79.51,2069
16,9000,1924,9000-1924,7.34,43.12,40.37,109
16,9030,6134,9030-6134,1.88,34.38,59.38,160
16,9035,1607,9035-1607,1.48,48.15,48.89,135
16,9035,3997,9035-3997,0.0,51.35,45.95,37
16,9050,8121,9050-8121,3.85,11.54,76.92,26
16,910,205,910-205,0.57,70.69,27.01,174
16,910,2350,910-2350,0.12,54.01,42.94,822
16,910,604,910-604,0.81,54.12,41.93,861
16,910,9061,910-9061,0.0,4.26,89.36,94
16,910,9701,910-9701,3.7,33.33,59.26,27
16,9130,2840,9130-2840,3.03,18.18,72.73,99
16,9170,1550,9170-1550,6.54,17.76,70.4,321
16,9170,6971,9170-6971,5.87,17.37,74.41,426
16,9170,7449,9170-7449,2.59,25.07,65.42,347
16,9170,7484,9170-7484,3.72,22.33,68.84,215
16,920,2608,920-2608,0.57,8.42,86.73,701
16,920,3236,920-3236,1.85,9.26,87.04,54
16,930,4728,930-4728,0.0,10.11,89.89,89
16,940,7922,940-7922,0.0,13.04,79.35,92
16,950,2574,950-2574,0.0,4.23,84.51,71
16,970,1218,970-1218,8.16,9.52,80.95,147
16,980,3806,980-3806,18.52,48.7,23.31,961
16,980,3870,980-3870,19.05,52.38,20.63,63
16,980,4378,980-4378,9.24,39.1,40.05,422
16,980,469,980-469,18.12,65.16,13.24,287
16,980,5763,980-5763,1.92,23.08,73.08,52
16,980,7882,980-7882,30.11,40.66,18.93,787
16,990,5841,990-5841,12.78,26.09,49.17,1330
16,990,9560,990-9560,8.33,28.33,53.33,60
16,990,9566,990-9566,9.53,26.83,50.15,1312
