Org. Code,Organization Name,School Code,School Name,Grade Level,Black or African American Female,Black or African American Male,Hispanic or Latino Female,Hispanic or Latino Male,White Female,White Male,PK-12 Total
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,030 (3rd),0,0,18,11,13,11,53
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,040 (4th),0,0,13,18,13,17,61
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,050 (5th),0,1,13,22,11,11,58
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,,0,1,94,112,79,96,384
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,060 (6th),0,1,19,18,15,8,63
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,070 (7th),0,2,19,18,13,9,61
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,080 (8th),0,1,10,16,14,14,55
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,,0,4,48,52,42,31,179
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,090 (9th),0,0,50,46,27,40,168
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,100 (10th),0,0,45,44,38,26,158
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,110 (11th),0,0,38,41,15,33,131
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,120 (12th),1,0,30,43,32,41,149
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,,1,0,163,174,112,140,606
3080,WELD COUNTY RE-1 TOTAL,,,,2,7,529,579,389,436,1985
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,030 (3rd),0,0,10,15,52,48,129
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,040 (4th),0,0,11,17,42,47,121
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,050 (5th),0,1,18,16,52,47,138
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,,0,1,39,48,146,142,388
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,007 (Full Day K),0,0,11,15,47,48,126
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,010 (1st),0,0,10,15,53,49,134
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,020 (2nd),0,0,15,20,42,53,133
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,,0,0,36,50,142,150,393
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,060 (6th),0,0,20,24,69,56,172
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,070 (7th),0,1,16,15,52,59,144
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,080 (8th),1,0,18,21,56,54,151
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,,1,1,54,60,177,169,467
3085,EATON RE-2,2456,EATON HIGH SCHOOL,090 (9th),1,0,18,15,49,52,141
3085,EATON RE-2,2456,EATON HIGH SCHOOL,100 (10th),0,2,25,18,57,50,154
3085,EATON RE-2,2456,EATON HIGH SCHOOL,110 (11th),0,1,17,18,46,38,120
3085,EATON RE-2,2456,EATON HIGH SCHOOL,120 (12th),0,2,9,14,40,52,118
3085,EATON RE-2,2456,EATON HIGH SCHOOL,,1,5,69,65,192,192,533
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,007 (Full Day K),0,0,5,1,5,12,23
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,010 (1st),0,0,6,3,4,6,19
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,020 (2nd),0,0,1,4,9,9,23
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,030 (3rd),0,0,4,1,7,10,22
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,040 (4th),0,0,3,6,8,8,25
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,050 (5th),1,0,4,4,8,8,25
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,,1,0,23,19,41,53,137
3085,EATON RE-2 TOTAL,,,,3,7,221,242,698,706,1918
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,006 (1/2 Day K),0,0,0,1,9,10,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,010 (1st),0,0,1,2,6,11,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,020 (2nd),0,0,1,1,6,11,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,030 (3rd),0,0,1,0,7,11,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,040 (4th),0,0,1,0,9,10,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,050 (5th),0,0,0,2,9,9,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,060 (6th),0,0,1,0,12,6,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,070 (7th),0,0,0,0,4,8,13
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,080 (8th),0,0,0,0,12,7,20
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,,0,0,5,6,74,83,173
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,090 (9th),0,1,26,40,45,47,163
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,100 (10th),0,1,50,22,49,53,185
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,110 (11th),1,0,33,24,45,33,141
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,120 (12th),1,0,22,25,44,39,134
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,,2,2,131,111,183,172,623
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,004 (PK),0,0,17,19,11,11,61
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,10,9,10,8,37
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,007 (Full Day K),0,0,6,12,1,10,31
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,010 (1st),0,0,17,17,13,19,73
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,020 (2nd),0,1,16,30,13,24,86
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,030 (3rd),1,0,23,26,21,17,90
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,040 (4th),0,0,11,22,15,17,66
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,050 (5th),0,0,28,22,9,16,76
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,3090,LOCHBUIE ELEMENTARY SCHOOL,,1,1,128,157,93,122,520
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,004 (PK),0,0,5,10,7,9,31
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,006 (1/2 Day K),0,0,0,8,4,9,22
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,007 (Full Day K),0,0,6,4,4,2,16
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,010 (1st),0,0,7,15,11,12,47
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,020 (2nd),0,0,13,12,10,17,53
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,030 (3rd),0,0,9,10,13,13,45
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,040 (4th),0,2,11,13,10,13,50
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,050 (5th),1,0,12,7,11,13,45
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,,1,2,63,79,70,88,309
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,004 (PK),0,1,2,7,9,11,30
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,0,0,9,7,16
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,007 (Full Day K),0,0,2,1,3,6,14
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,010 (1st),0,0,4,2,6,7,19
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,020 (2nd),0,0,6,3,11,16,40
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,030 (3rd),0,0,5,5,12,12,35
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,040 (4th),0,0,1,5,18,14,42
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,050 (5th),0,0,3,6,13,13,36
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,4526,HOFF ELEMENTARY SCHOOL,,0,1,23,29,81,86,232
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,9347,WELD CENTRAL MIDDLE SCHOOL,060 (6th),0,0,40,40,39,38,165
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,9347,WELD CENTRAL MIDDLE SCHOOL,070 (7th),0,0,38,37,43,37,161
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,9347,WELD CENTRAL MIDDLE SCHOOL,080 (8th),1,0,35,24,42,52,158
3090,WELD COUNTY SCHOOL DISTRICT RE-3J,9347,WELD CENTRAL MIDDLE SCHOOL,,1,0,113,101,124,127,484
3090,WELD COUNTY SCHOOL DISTRICT RE-3J TOTAL,,,,5,6,463,483,625,678,2341
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,004 (PK),0,0,4,3,17,23,49
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,1,4,6,10,21
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,007 (Full Day K),0,1,2,4,18,22,48
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,010 (1st),0,0,0,2,29,24,57
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,020 (2nd),0,0,3,4,32,32,73
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,030 (3rd),0,1,1,2,33,35,72
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,040 (4th),0,0,2,2,29,35,69
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,050 (5th),1,1,3,7,29,30,72
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,,1,3,16,28,193,211,461
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,030 (3rd),0,1,8,22,35,43,112
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,040 (4th),0,0,10,16,28,47,108
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,050 (5th),0,0,8,15,48,43,120
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,,0,1,26,53,111,133,340
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,060 (6th),0,0,16,17,66,58,163
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,070 (7th),0,0,20,11,71,66,172
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,080 (8th),0,1,11,11,50,68,148
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,,0,1,47,39,187,192,483
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,004 (PK),0,0,2,2,9,15,28
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,2,2,16,19,39
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,007 (Full Day K),0,0,2,3,9,9,24
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,010 (1st),1,1,5,5,13,29,57
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,020 (2nd),0,0,6,1,13,25,48
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,030 (3rd),0,0,4,4,24,28,64
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,040 (4th),0,0,5,3,22,23,61
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,050 (5th),0,0,7,5,16,18,48
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,,1,1,33,25,122,166,369
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,004 (PK),0,0,2,3,10,10,27
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,006 (1/2 Day K),1,0,1,3,13,21,40
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,007 (Full Day K),0,1,7,3,32,31,75
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,010 (1st),1,1,3,5,28,41,85
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,020 (2nd),0,0,5,7,42,37,91
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,030 (3rd),0,0,2,7,39,42,91
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,040 (4th),0,0,4,9,44,36,96
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,050 (5th),0,0,7,10,44,37,103
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,,2,2,31,47,252,255,608
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,004 (PK),0,2,3,9,16,22,52
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,006 (1/2 Day K),0,1,4,8,24,26,65
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,007 (Full Day K),0,1,5,1,19,23,50
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,010 (1st),1,0,11,12,42,39,110
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,020 (2nd),0,1,8,16,54,60,147
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,,1,5,31,46,155,170,424
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,060 (6th),0,0,1,6,49,41,104
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,070 (7th),0,0,3,5,33,23,67
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,080 (8th),0,0,2,3,34,22,68
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,090 (9th),1,0,1,2,26,13,44
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,100 (10th),0,0,1,0,9,6,17
3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,,1,0,8,16,151,105,300
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,3,2,25,19,50
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,007 (Full Day K),0,0,2,1,24,22,51
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,010 (1st),0,0,3,3,51,41,102
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,020 (2nd),1,0,2,6,30,34,77
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,030 (3rd),0,0,4,6,40,49,103
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,040 (4th),0,0,3,6,50,41,104
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,050 (5th),0,0,4,5,35,31,78
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY ELEMENTARY SCHOOL,,1,0,21,29,255,237,565
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,060 (6th),0,1,14,19,70,98,212
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,070 (7th),1,1,12,15,80,85,199
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,080 (8th),0,0,17,12,90,89,216
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,,1,2,43,46,240,272,627
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,090 (9th),0,0,29,29,143,142,361
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,100 (10th),1,1,28,26,139,154,362
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,110 (11th),1,0,19,31,135,141,344
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,120 (12th),1,0,26,19,114,109,280
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,,3,1,102,105,531,546,1347
3100,WINDSOR RE-4 TOTAL,,,,11,16,358,434,2197,2287,5524
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,006 (1/2 Day K),0,1,4,4,13,18,41
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,007 (Full Day K),0,0,1,0,2,3,6
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,010 (1st),1,0,4,6,21,13,48
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,020 (2nd),0,0,8,5,16,19,49
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,030 (3rd),0,0,2,10,15,15,44
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,040 (4th),0,0,1,4,22,16,48
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,050 (5th),0,0,4,7,20,13,47
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,060 (6th),0,0,7,5,14,13,47
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,070 (7th),0,0,7,2,11,17,40
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,080 (8th),0,0,2,4,17,13,40
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,,1,1,40,47,151,140,410
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,004 (PK),1,1,12,6,21,24,71
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,6,2,22,22,53
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,007 (Full Day K),0,1,2,3,3,0,9
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,010 (1st),0,0,10,24,20,22,77
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,020 (2nd),0,0,14,17,29,25,86
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,030 (3rd),0,1,13,8,31,14,68
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,040 (4th),1,0,13,11,30,27,85
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,050 (5th),1,0,8,11,21,28,69
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,,3,3,78,82,177,162,518
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,004 (PK),0,0,12,13,9,26,63
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,14,11,19,14,59
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,5,0,2,8
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,010 (1st),0,1,18,20,22,36,97
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,020 (2nd),0,0,21,20,28,25,95
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,030 (3rd),0,0,30,19,15,21,88
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,040 (4th),0,0,27,20,21,24,92
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,050 (5th),0,0,13,19,14,26,73
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,,0,1,136,127,128,174,575
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,060 (6th),2,0,41,46,67,86,246
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,070 (7th),0,3,37,31,73,83,230
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,080 (8th),0,0,45,47,88,59,242
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,,2,3,123,124,228,228,718
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,6,2,33,51,96
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,010 (1st),0,0,4,5,44,44,100
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,020 (2nd),0,0,8,9,56,53,129
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,030 (3rd),0,1,8,6,38,48,104
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,040 (4th),0,0,5,7,44,34,92
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,050 (5th),0,0,6,11,42,59,120
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,,0,1,37,40,257,289,641
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,090 (9th),0,0,35,42,94,83,259
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,100 (10th),0,0,34,30,73,80,222
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,110 (11th),0,1,36,39,65,94,243
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,120 (12th),1,1,35,35,54,69,201
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,,1,2,140,146,286,326,925
3110,JOHNSTOWN-MILLIKEN RE-5J TOTAL,,,,7,11,554,566,1227,1319,3787
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,006 (1/2 Day K),0,1,12,8,11,10,43
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,007 (Full Day K),1,0,15,17,15,16,70
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,010 (1st),0,0,31,30,22,29,118
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,020 (2nd),2,1,26,29,29,30,122
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,030 (3rd),0,1,26,33,23,31,116
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,040 (4th),1,0,31,25,26,31,120
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,050 (5th),1,1,33,31,25,30,126
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,,5,4,174,173,151,177,715
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,8,8,9,21,47
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,007 (Full Day K),0,0,8,9,0,2,19
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,010 (1st),0,0,24,25,13,9,73
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,020 (2nd),0,0,11,29,16,11,70
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,030 (3rd),0,0,20,13,27,15,75
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,040 (4th),0,0,24,31,12,11,80
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,050 (5th),0,0,24,19,16,22,84
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,060 (6th),0,0,22,14,22,31,90
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,070 (7th),1,0,22,19,20,17,83
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,080 (8th),0,0,20,16,24,15,78
