COUNTY CODE,COUNTY NAME,DISTRICT CODE,"DISTRICT NAME	",SCHOOL CODE,SCHOOL NAME,K-12 COUNT,FREE LUNCH,REDUCED LUNCH,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
38,LOGAN,1828,VALLEY RE-1,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,127,42,19,65,61,33.1%,15.0%,0.4803
38,LOGAN,1828,VALLEY RE-1,1321,CAMPBELL ELEMENTARY SCHOOL,444,203,67,174,270,45.7%,15.1%,0.6081
38,LOGAN,1828,VALLEY RE-1,3729,HAGEN EARLY EDUCATION CENTER,0,0,0,0,0,0.0%,0.0%,0.0000
38,LOGAN,1828,VALLEY RE-1,8256,STERLING MIDDLE SCHOOL,417,172,51,193,223,41.2%,12.2%,0.5348
38,LOGAN,1828,VALLEY RE-1,8260,STERLING HIGH SCHOOL,547,160,51,332,211,29.3%,9.3%,0.3857
38,LOGAN,1850,FRENCHMAN RE-3,2980,FLEMING ELEMENTARY SCHOOL,104,33,14,57,47,31.7%,13.5%,0.4519
38,LOGAN,1850,FRENCHMAN RE-3,2988,FLEMING HIGH SCHOOL,87,21,12,54,33,24.1%,13.8%,0.3793
38,LOGAN,1860,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,159,29,22,108,51,18.2%,13.8%,0.3208
38,LOGAN,1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,150,27,19,104,46,18.0%,12.7%,0.3067
38,LOGAN,1870,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,68,13,12,43,25,19.1%,17.6%,0.3676
38,LOGAN,1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,90,17,8,65,25,18.9%,8.9%,0.2778
39,MESA,1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,80,27,7,46,34,33.8%,8.8%,0.4250
39,MESA,1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,56,19,5,32,24,33.9%,8.9%,0.4286
39,MESA,1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,125,0,0,125,0,0.0%,0.0%,0.0000
39,MESA,1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,133,52,8,73,60,39.1%,6.0%,0.4511
39,MESA,1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,74,20,4,50,24,27.0%,5.4%,0.3243
39,MESA,1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,99,27,11,61,38,27.3%,11.1%,0.3838
39,MESA,2000,MESA COUNTY VALLEY 51,0262,APPLETON ELEMENTARY SCHOOL,358,109,8,241,117,30.4%,2.2%,0.3268
39,MESA,2000,MESA COUNTY VALLEY 51,0361,FRUITA 8/9 SCHOOL,752,192,44,515,236,25.5%,5.9%,0.3138
39,MESA,2000,MESA COUNTY VALLEY 51,0362,RIM ROCK ELEMENTARY SCHOOL,623,181,40,402,221,29.1%,6.4%,0.3547
39,MESA,2000,MESA COUNTY VALLEY 51,0363,PEAR PARK ELEMENTARY SCHOOL,471,265,57,149,322,56.3%,12.1%,0.6837
39,MESA,2000,MESA COUNTY VALLEY 51,0900,BOOKCLIFF MIDDLE SCHOOL,580,356,41,182,397,61.4%,7.1%,0.6845
39,MESA,2000,MESA COUNTY VALLEY 51,1046,BROADWAY ELEMENTARY SCHOOL,215,55,19,141,74,25.6%,8.8%,0.3442
39,MESA,2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,1515,608,125,777,733,40.1%,8.3%,0.4838
39,MESA,2000,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,368,195,30,143,225,53.0%,8.2%,0.6114
39,MESA,2000,MESA COUNTY VALLEY 51,1619,CHIPETA ELEMENTARY SCHOOL,422,341,25,54,366,80.8%,5.9%,0.8673
39,MESA,2000,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,439,351,54,34,405,80.0%,12.3%,0.9226
39,MESA,2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,365,0,0,364,0,0.0%,0.0%,0.0000
39,MESA,2000,MESA COUNTY VALLEY 51,2224,DOS RIOS ELEMENTARY SCHOOL,322,258,39,25,297,80.1%,12.1%,0.9224
39,MESA,2000,MESA COUNTY VALLEY 51,2297,DUAL IMMERSION ACADEMY SCHOOL,283,133,35,115,168,47.0%,12.4%,0.5936
39,MESA,2000,MESA COUNTY VALLEY 51,2392,EAST MIDDLE SCHOOL,477,215,34,228,249,45.1%,7.1%,0.5220
39,MESA,2000,MESA COUNTY VALLEY 51,2724,NEW EMERSON SCHOOL AT COLUMBUS,144,12,4,128,16,8.3%,2.8%,0.1111
39,MESA,2000,MESA COUNTY VALLEY 51,3244,FRUITA MIDDLE SCHOOL,554,163,40,351,203,29.4%,7.2%,0.3664
39,MESA,2000,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,448,275,59,114,334,61.4%,13.2%,0.7455
39,MESA,2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,25,0,13,12,13,0.0%,52.0%,0.5200
39,MESA,2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,1718,601,77,"1,027",678,35.0%,4.5%,0.3946
39,MESA,2000,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,607,307,65,235,372,50.6%,10.7%,0.6129
39,MESA,2000,MESA COUNTY VALLEY 51,3604,GRAND RIVER ACADEMY,218,80,12,126,92,36.7%,5.5%,0.4220
39,MESA,2000,MESA COUNTY VALLEY 51,4084,LINCOLN PARK PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
39,MESA,2000,MESA COUNTY VALLEY 51,4439,JUNIPER RIDGE COMMUNITY SCHOOL,262,78,7,177,85,29.8%,2.7%,0.3244
39,MESA,2000,MESA COUNTY VALLEY 51,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,363,187,34,142,221,51.5%,9.4%,0.6088
39,MESA,2000,MESA COUNTY VALLEY 51,5244,LOMA ELEMENTARY SCHOOL,287,93,15,179,108,32.4%,5.2%,0.3763
39,MESA,2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY COMMUNITY SCHOOL,368,38,29,301,67,10.3%,7.9%,0.1821
39,MESA,2000,MESA COUNTY VALLEY 51,5842,MESA VIEW ELEMENTARY SCHOOL,398,174,43,180,217,43.7%,10.8%,0.5452
39,MESA,2000,MESA COUNTY VALLEY 51,6055,CAREER CENTER PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
39,MESA,2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,1229,242,51,934,293,19.7%,4.1%,0.2384
39,MESA,2000,MESA COUNTY VALLEY 51,6166,MOUNT GARFIELD MIDDLE SCHOOL,617,428,38,149,466,69.4%,6.2%,0.7553
39,MESA,2000,MESA COUNTY VALLEY 51,6264,NISLEY ELEMENTARY SCHOOL,496,406,48,40,454,81.9%,9.7%,0.9153
39,MESA,2000,MESA COUNTY VALLEY 51,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,381,188,29,164,217,49.3%,7.6%,0.5696
39,MESA,2000,MESA COUNTY VALLEY 51,6562,ORCHARD MESA MIDDLE SCHOOL,502,268,34,199,302,53.4%,6.8%,0.6016
39,MESA,2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,1006,414,63,527,477,41.2%,6.3%,0.4742
39,MESA,2000,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,384,150,19,215,169,39.1%,4.9%,0.4401
39,MESA,2000,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,210,128,7,73,135,61.0%,3.3%,0.6429
39,MESA,2000,MESA COUNTY VALLEY 51,7281,REDLANDS MIDDLE SCHOOL,565,93,28,442,121,16.5%,5.0%,0.2142
39,MESA,2000,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,491,405,53,32,458,82.5%,10.8%,0.9328
39,MESA,2000,MESA COUNTY VALLEY 51,7832,SHELLEDY ELEMENTARY SCHOOL,502,184,45,273,229,36.7%,9.0%,0.4562
39,MESA,2000,MESA COUNTY VALLEY 51,8462,TAYLOR ELEMENTARY SCHOOL,362,162,19,181,181,44.8%,5.2%,0.5000
39,MESA,2000,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,515,240,35,240,275,46.6%,6.8%,0.5340
39,MESA,2000,MESA COUNTY VALLEY 51,8876,TOPE ELEMENTARY SCHOOL,283,121,30,132,151,42.8%,10.6%,0.5336
39,MESA,2000,MESA COUNTY VALLEY 51,9406,WEST MIDDLE SCHOOL,389,134,10,245,144,34.4%,2.6%,0.3702
39,MESA,2000,MESA COUNTY VALLEY 51,9434,SCENIC ELEMENTARY SCHOOL,276,57,19,200,76,20.7%,6.9%,0.2754
39,MESA,2000,MESA COUNTY VALLEY 51,9673,WINGATE ELEMENTARY SCHOOL,417,67,12,338,79,16.1%,2.9%,0.1894
40,MINERAL,2010,CREEDE SCHOOL DISTRICT,1966,CREEDE SCHOOL,84,23,30,31,53,27.4%,35.7%,0.6310
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,256,99,22,135,121,38.7%,8.6%,0.4727
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,1938,CRAIG MIDDLE SCHOOL,474,172,45,251,217,36.3%,9.5%,0.4578
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,2373,EARLY CHILDHOOD CENTER,0,0,0,0,0,0.0%,0.0%,0.0000
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,186,93,20,73,113,50.0%,10.8%,0.6075
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,5656,MAYBELL SCHOOL,8,2,0,6,2,25.0%,0.0%,0.2500
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,603,160,41,395,201,26.5%,6.8%,0.3333
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,255,93,24,138,117,36.5%,9.4%,0.4588
41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,271,73,18,176,91,26.9%,6.6%,0.3358
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,0609,BATTLE ROCK CHARTER SCHOOL,39,25,7,7,32,64.1%,17.9%,0.8205
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,1888,CORTEZ MIDDLE SCHOOL,558,259,44,252,303,46.4%,7.9%,0.5430
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,2036,CHILDREN'S KIVA MONTESSORI SCHOOL,110,15,14,81,29,13.6%,12.7%,0.2636
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,4546,KEMPER ELEMENTARY SCHOOL,385,226,28,129,254,58.7%,7.3%,0.6597
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,117,32,13,72,45,27.4%,11.1%,0.3846
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,275,192,27,53,219,69.8%,9.8%,0.7964
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,5836,MESA ELEMENTARY SCHOOL,382,225,35,122,260,58.9%,9.2%,0.6806
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,642,216,55,367,271,33.6%,8.6%,0.4221
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,25,9,4,12,13,36.0%,16.0%,0.5200
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,7430,BEECH STREET PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,8133,SOUTHWEST OPEN CHARTER SCHOOL,144,99,9,36,108,68.8%,6.3%,0.7500
42,MONTEZUMA,2055,DOLORES RE-4A,2204,DOLORES ELEMENTARY SCHOOL,414,168,44,202,212,40.6%,10.6%,0.5121
42,MONTEZUMA,2055,DOLORES RE-4A,2206,DOLORES MIDDLE SCHOOL,123,40,9,74,49,32.5%,7.3%,0.3984
42,MONTEZUMA,2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,188,54,11,123,65,28.7%,5.9%,0.3457
42,MONTEZUMA,2055,DOLORES RE-4A,8500,TEDDY BEAR PRESCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
42,MONTEZUMA,2070,MANCOS RE-6,5446,MANCOS ELEMENTARY SCHOOL,227,127,24,76,151,55.9%,10.6%,0.6652
42,MONTEZUMA,2070,MANCOS RE-6,5450,MANCOS MIDDLE SCHOOL,111,46,14,51,60,41.4%,12.6%,0.5405
42,MONTEZUMA,2070,MANCOS RE-6,5452,MANCOS HIGH SCHOOL,120,47,10,63,57,39.2%,8.3%,0.4750
42,MONTEZUMA,2070,MANCOS RE-6,6179,MANCOS EARLY LEARNING CENTER,0,0,0,0,0,0.0%,0.0%,0.0000
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,585,275,53,255,328,47.0%,9.1%,0.5607
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,1915,COTTONWOOD ELEMENTARY SCHOOL,459,139,25,295,164,30.3%,5.4%,0.3573
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,2942,EARLY CHILDHOOD CENTER,0,0,0,0,0,0.0%,0.0%,0.0000
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,4458,JOHNSON ELEMENTARY SCHOOL,537,283,75,179,358,52.7%,14.0%,0.6667
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,501,194,36,271,230,38.7%,7.2%,0.4591
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,1348,396,84,865,480,29.4%,6.2%,0.3561
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,229,46,12,170,58,20.1%,5.2%,0.2533
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6366,NORTHSIDE ELEMENTARY SCHOOL,350,260,29,61,289,74.3%,8.3%,0.8257
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6466,OAK GROVE ELEMENTARY SCHOOL,395,183,27,185,210,46.3%,6.8%,0.5316
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,406,237,36,133,273,58.4%,8.9%,0.6724
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,210,110,15,85,125,52.4%,7.1%,0.5952
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,321,105,34,182,139,32.7%,10.6%,0.4330
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,6807,PASSAGE CHARTER SCHOOL,16,14,0,1,14,87.5%,0.0%,0.8750
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,7106,POMONA ELEMENTARY SCHOOL,375,167,35,173,202,44.5%,9.3%,0.5387
43,MONTROSE,2180,MONTROSE COUNTY RE-1J,9149,VISTA CHARTER SCHOOL,156,86,14,55,100,55.1%,9.0%,0.6410
43,MONTROSE,2190,WEST END RE-2,6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,147,81,16,50,97,55.1%,10.9%,0.6599
43,MONTROSE,2190,WEST END RE-2,6436,NUCLA HIGH SCHOOL,53,22,7,24,29,41.5%,13.2%,0.5472
43,MONTROSE,2190,WEST END RE-2,6718,PARADOX VALLEY CHARTER SCHOOL,54,29,7,18,36,53.7%,13.0%,0.6667
44,MORGAN,2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,220,103,35,82,138,46.8%,15.9%,0.6273
44,MORGAN,2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,434,166,58,210,224,38.2%,13.4%,0.5161
44,MORGAN,2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,431,191,86,154,277,44.3%,20.0%,0.6427
44,MORGAN,2395,BRUSH RE-2(J),8832,THOMSON PRIMARY SCHOOL,319,153,52,114,205,48.0%,16.3%,0.6426
44,MORGAN,2405,FORT MORGAN RE-3,0492,BAKER CENTRAL SCHOOL,418,246,53,119,299,58.9%,12.7%,0.7153
44,MORGAN,2405,FORT MORGAN RE-3,1850,COLUMBINE ELEMENTARY SCHOOL,278,180,29,69,209,64.7%,10.4%,0.7518
44,MORGAN,2405,FORT MORGAN RE-3,3074,FORT MORGAN MIDDLE SCHOOL,438,247,50,141,297,56.4%,11.4%,0.6781
44,MORGAN,2405,FORT MORGAN RE-3,3078,FORT MORGAN HIGH SCHOOL,888,457,69,362,526,51.5%,7.8%,0.5923
44,MORGAN,2405,FORT MORGAN RE-3,3620,GREEN ACRES ELEMENTARY SCHOOL,315,179,48,88,227,56.8%,15.2%,0.7206
44,MORGAN,2405,FORT MORGAN RE-3,5180,LINCOLN HIGH SCHOOL,44,28,6,10,34,63.6%,13.6%,0.7727
44,MORGAN,2405,FORT MORGAN RE-3,6954,PIONEER ELEMENTARY SCHOOL,318,232,34,52,266,73.0%,10.7%,0.8365
44,MORGAN,2405,FORT MORGAN RE-3,7856,SHERMAN EARLY CHILDHOOD CENTER,238,143,39,56,182,60.1%,16.4%,0.7647
44,MORGAN,2505,WELDON VALLEY RE-20(J),9352,WELDON VALLEY ELEMENTARY SCHOOL,111,42,1,68,43,37.8%,0.9%,0.3874
44,MORGAN,2505,WELDON VALLEY RE-20(J),9356,WELDON VALLEY JUNIOR HIGH SCHOOL,35,11,1,23,12,31.4%,2.9%,0.3429
44,MORGAN,2505,WELDON VALLEY RE-20(J),9360,WELDON VALLEY HIGH SCHOOL,70,20,2,48,22,28.6%,2.9%,0.3143
44,MORGAN,2515,WIGGINS RE-50(J),9263,WIGGINS MIDDLE SCHOOL,116,40,19,57,59,34.5%,16.4%,0.5086
44,MORGAN,2515,WIGGINS RE-50(J),9576,WIGGINS ELEMENTARY SCHOOL,247,79,39,129,118,32.0%,15.8%,0.4777
44,MORGAN,2515,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,150,35,23,92,58,23.3%,15.3%,0.3867
45,OTERO,2520,EAST OTERO R-1,4841,LA JUNTA INTERMEDIATE SCHOOL,428,331,34,63,365,77.3%,7.9%,0.8528
45,OTERO,2520,EAST OTERO R-1,4843,LA JUNTA PRIMARY SCHOOL,320,228,16,76,244,71.3%,5.0%,0.7625
45,OTERO,2520,EAST OTERO R-1,5015,LA JUNTA JR/SR HIGH SCHOOL,542,312,68,162,380,57.6%,12.5%,0.7011
45,OTERO,2530,ROCKY FORD R-2,5114,JEFFERSON INTERMEDIATE SCHOOL,253,180,27,46,207,71.1%,10.7%,0.8182
45,OTERO,2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,361,230,40,90,270,63.7%,11.1%,0.7479
45,OTERO,2530,ROCKY FORD R-2,9264,WASHINGTON PRIMARY SCHOOL,176,139,13,24,152,79.0%,7.4%,0.8636
45,OTERO,2535,MANZANOLA 3J,5498,MANZANOLA ELEMENTARY SCHOOL,70,44,6,20,50,62.9%,8.6%,0.7143
45,OTERO,2535,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,61,33,8,20,41,54.1%,13.1%,0.6721
45,OTERO,2540,FOWLER R-4J,0056,FOWLER ELEMENTARY SCHOOL,198,102,29,67,131,51.5%,14.6%,0.6616
45,OTERO,2540,FOWLER R-4J,3130,FOWLER JUNIOR HIGH SCHOOL,66,30,7,29,37,45.5%,10.6%,0.5606
45,OTERO,2540,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,123,39,16,68,55,31.7%,13.0%,0.4472
45,OTERO,2560,CHERAW 31,1546,CHERAW SCHOOL,198,82,49,67,131,41.4%,24.7%,0.6616
45,OTERO,2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,205,76,20,109,96,37.1%,9.8%,0.4683
45,OTERO,2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,176,50,23,103,73,28.4%,13.1%,0.4148
46,OURAY,2580,OURAY R-1,6596,OURAY ELEMENTARY SCHOOL,79,27,11,41,38,34.2%,13.9%,0.4810
46,OURAY,2580,OURAY R-1,6598,OURAY MIDDLE SCHOOL,32,6,3,23,9,18.8%,9.4%,0.2813
46,OURAY,2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,56,4,6,46,10,7.1%,10.7%,0.1786
46,OURAY,2590,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,142,30,8,102,38,21.1%,5.6%,0.2676
46,OURAY,2590,RIDGWAY R-2,7344,RIDGWAY MIDDLE SCHOOL,84,15,4,65,19,17.9%,4.8%,0.2262
46,OURAY,2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,102,18,11,73,29,17.6%,10.8%,0.2843
47,PARK,2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,417,110,14,293,124,26.4%,3.4%,0.2974
47,PARK,2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,317,85,11,221,96,26.8%,3.5%,0.3028
47,PARK,2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,243,67,13,163,80,27.6%,5.3%,0.3292
47,PARK,2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,25,15,0,10,15,60.0%,0.0%,0.6000
47,PARK,2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,104,44,17,43,61,42.3%,16.3%,0.5865
47,PARK,2610,PARK COUNTY RE-2,7891,SOUTH PARK MIDDLE SCHOOL,105,33,11,57,44,31.4%,10.5%,0.4190
47,PARK,2610,PARK COUNTY RE-2,8114,EDITH TETER ELEMENTARY SCHOOL,200,72,26,102,98,36.0%,13.0%,0.4900
47,PARK,2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,110,35,7,68,42,31.8%,6.4%,0.3818
48,PHILLIPS,2620,HOLYOKE RE-1J,2686,HOLYOKE ALTERNATIVE SCHOOL,7,3,0,4,3,42.9%,0.0%,0.4286
48,PHILLIPS,2620,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,335,136,37,162,173,40.6%,11.0%,0.5164
48,PHILLIPS,2620,HOLYOKE RE-1J,4080,HOLYOKE SENIOR HIGH SCHOOL,252,80,16,156,96,31.7%,6.3%,0.3810
48,PHILLIPS,2630,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,201,46,35,120,81,22.9%,17.4%,0.4030
48,PHILLIPS,2630,HAXTUN RE-2J,3850,HAXTUN HIGH SCHOOL,92,14,11,67,25,15.2%,12.0%,0.2717
49,PITKIN,2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,134,0,0,134,0,0.0%,0.0%,0.0000
49,PITKIN,2640,ASPEN 1,0428,ASPEN ELEMENTARY SCHOOL,508,11,14,483,25,2.2%,2.8%,0.0492
49,PITKIN,2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,462,18,3,441,21,3.9%,0.6%,0.0455
49,PITKIN,2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,567,10,16,540,26,1.8%,2.8%,0.0459
49,PITKIN,2640,ASPEN 1,0447,ASPEN PRE-SCHOOL,0,0,0,0,0,0.0%,0.0%,0.0000
50,PROWERS,2650,GRANADA RE-1,3542,GRANADA ELEMENTARY SCHOOL,110,56,15,39,71,50.9%,13.6%,0.6455
50,PROWERS,2650,GRANADA RE-1,3546,GRANADA UNDIVIDED HIGH SCHOOL,85,35,10,40,45,41.2%,11.8%,0.5294
50,PROWERS,2660,LAMAR RE-2,0200,ALTA VISTA CHARTER SCHOOL,122,29,9,84,38,23.8%,7.4%,0.3115
50,PROWERS,2660,LAMAR RE-2,4956,LAMAR MIDDLE SCHOOL,337,214,26,97,240,63.5%,7.7%,0.7122
50,PROWERS,2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,404,188,29,187,217,46.5%,7.2%,0.5371
50,PROWERS,2660,LAMAR RE-2,5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,0,0,0,0,0,0.0%,0.0%,0.0000
50,PROWERS,2660,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,281,194,22,65,216,69.0%,7.8%,0.7687
50,PROWERS,2660,LAMAR RE-2,9268,WASHINGTON ELEMENTARY SCHOOL,309,225,20,64,245,72.8%,6.5%,0.7929
50,PROWERS,2670,HOLLY RE-3,4058,HOLLY HIGH SCHOOL,88,46,13,29,59,52.3%,14.8%,0.6705
50,PROWERS,2670,HOLLY RE-3,4069,HOLLY JUNIOR HIGH SCHOOL,45,31,3,11,34,68.9%,6.7%,0.7556
50,PROWERS,2670,HOLLY RE-3,7794,HOLLY ELEMENTARY SCHOOL,136,81,22,33,103,59.6%,16.2%,0.7574
50,PROWERS,2680,WILEY RE-13 JT,9604,WILEY ELEMENTARY SCHOOL,124,51,20,53,71,41.1%,16.1%,0.5726
50,PROWERS,2680,WILEY RE-13 JT,9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,121,33,19,69,52,27.3%,15.7%,0.4298
51,PUEBLO,2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,483,286,45,152,331,59.2%,9.3%,0.6853
51,PUEBLO,2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,359,280,22,57,302,78.0%,6.1%,0.8412
51,PUEBLO,2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,408,338,8,62,346,82.8%,2.0%,0.8480
51,PUEBLO,2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,365,282,22,61,304,77.3%,6.0%,0.8329
51,PUEBLO,2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,348,306,8,34,314,87.9%,2.3%,0.9023
51,PUEBLO,2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,279,211,17,51,228,75.6%,6.1%,0.8172
51,PUEBLO,2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,1268,534,64,651,598,42.1%,5.0%,0.4716
51,PUEBLO,2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,760,484,37,228,521,63.7%,4.9%,0.6855
51,PUEBLO,2690,PUEBLO CITY 60,1488,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,1033,549,26,456,575,53.1%,2.5%,0.5566
51,PUEBLO,2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,678,378,48,252,426,55.8%,7.1%,0.6283
51,PUEBLO,2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,314,277,17,20,294,88.2%,5.4%,0.9363
51,PUEBLO,2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,616,206,63,347,269,33.4%,10.2%,0.4367
