County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
ARAPAHOE,0130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,3313,35,0.0106,465,753,1623
ARAPAHOE,0130,CHERRY CREEK 5,2653,ENDEAVOR ACADEMY,400,39,0.0975,51,134,192
ARAPAHOE,0130,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,641,1,0.0016,46,95,388
ARAPAHOE,0130,CHERRY CREEK 5,3030,FOX RIDGE MIDDLE SCHOOL,980,0,0.0000,70,136,643
ARAPAHOE,0130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,3121,24,0.0077,268,533,1755
ARAPAHOE,0130,CHERRY CREEK 5,4100,HORIZON MIDDLE SCHOOL,748,4,0.0053,111,235,306
ARAPAHOE,0130,CHERRY CREEK 5,4189,HERITAGE HEIGHTS ACADEMY,26,0,0.0000,0,4,19
ARAPAHOE,0130,CHERRY CREEK 5,4975,LAREDO MIDDLE SCHOOL,831,1,0.0012,117,191,403
ARAPAHOE,0130,CHERRY CREEK 5,6367,OPTIONS SCHOOL,271,0,0.0000,8,32,206
ARAPAHOE,0130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,2783,47,0.0169,767,1085,568
ARAPAHOE,0130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,1359,19,0.0140,369,555,276
ARAPAHOE,0130,CHERRY CREEK 5,7514,INFINITY MIDDLE SCHOOL,232,1,0.0043,21,52,126
ARAPAHOE,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,2262,38,0.0168,417,554,962
ARAPAHOE,0130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,953,4,0.0042,115,193,511
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),671,39,0.0581,59,166,398
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),27932,277,0.0099,3430,5936,14144
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),28603,316,0.0110,3489,6102,14542
ARAPAHOE,0140,Littleton 6,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
ARAPAHOE,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,2398,13,0.0054,30,219,1937
ARAPAHOE,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,533,2,0.0038,4,102,389
ARAPAHOE,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,580,0,0.0000,11,216,303
ARAPAHOE,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,1815,5,0.0028,17,272,1404
ARAPAHOE,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,483,0,0.0000,12,62,375
ARAPAHOE,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,664,0,0.0000,5,79,513
ARAPAHOE,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,1411,28,0.0198,37,449,825
ARAPAHOE,0140,LITTLETON 6,5229,LITTLETON ACADEMY,119,0,0.0000,6,10,79
ARAPAHOE,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,133,0,0.0000,2,33,86
ARAPAHOE,0140,Littleton 6,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8068,48,0.0059,123,1429,5860
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8068,48,0.0059,123,1429,5860
ARAPAHOE,0170,Deer Trail 26J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,103,3,0.0291,0,30,69
ARAPAHOE,0170,Deer Trail 26J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),103,3,0.0291,0,30,69
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),103,3,0.0291,0,30,69
ARAPAHOE,0180,Adams-Arapahoe 28J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,#DIV/0!,0,0,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0126,ACADEMY OF ADVANCED LEARNING,123,0,0.0000,25,73,16
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0213,AXL ACADEMY,108,0,0.0000,26,45,31
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0219,0219  SCHOOL CLOSED 2018-19,39,8,0.2051,8,15,10
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0458,AURORA ACADEMY CHARTER SCHOOL,95,0,0.0000,30,36,25
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0464,AURORA HILLS MIDDLE SCHOOL,696,1,0.0014,161,376,66
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0465,AURORA FRONTIER K-8,167,0,0.0000,22,53,49
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0914,BOSTON K-8 SCHOOL,103,0,0.0000,16,72,4
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,2654,141,0.0531,452,1755,137
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1720,CLYDE MILLER K-8,139,0,0.0000,15,102,11
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,607,0,0.0000,102,257,163
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,773,2,0.0026,89,570,56
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2673,EDNA AND JOHN W. MOSLEY P-8,243,0,0.0000,36,152,27
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,2088,47,0.0225,477,1104,265
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY AURORA,200,0,0.0000,32,135,19
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,2677,99,0.0370,377,1893,186
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,498,0,0.0000,176,213,86
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,765,1,0.0013,163,379,116
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6189,MURPHY CREEK K-8 SCHOOL,155,0,0.0000,32,60,43
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,648,4,0.0062,80,485,29
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,453,0,0.0000,12,66,346
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7232,AURORA QUEST K-8,183,0,0.0000,18,55,76
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,2593,41,0.0158,561,1083,623
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,697,1,0.0014,133,442,40
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,382,1,0.0026,45,249,64
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL - WEST,101,0,0.0000,20,65,11
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9083,VISTA PEAK P-8 EXPLORATORY,301,0,0.0000,44,145,76
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,1642,16,0.0097,269,795,364
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,337,1,0.0030,101,158,65
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,1076,2,0.0019,119,751,57
ARAPAHOE,0180,Adams-Arapahoe 28J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,#DIV/0!,0,0,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),19709,365,0.0185,3448,11082,3003
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),19709,365,0.0185,3448,11082,3003
