County Name,Org. Code,Organization Name,School Code,School Name / Category (include or exclude alternative schools),Total Pupil Count,Total Dropouts,Total Dropout Rate,Black Or Aftican American Pupil Count,Hispanic or Latino Pupil Count,White Pupil Count
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,1009,1,0.0010,16,201,702
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,673,39,0.0580,11,402,234
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,1480,CENTURY MIDDLE SCHOOL,757,0,0.0000,15,219,459
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,1519,STARGATE CHARTER SCHOOL,633,0,0.0000,6,64,403
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,2270,14,0.0060,41,621,1419
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,141,0,0.0000,1,16,94
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,890,1,0.0010,23,447,339
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,2594,24,0.0090,34,547,1762
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5814,THE INTERNATIONAL SCHOOL AT THORNTON MIDDLE,802,1,0.0010,36,623,107
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,2129,64,0.0300,82,1436,467
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,2329,58,0.0250,56,803,1310
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,728,0,0.0000,12,303,339
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6398,NORTHGLENN MIDDLE SCHOOL,681,0,0.0000,13,467,167
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,2475,27,0.0110,58,1602,659
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6802,PROSPECT RIDGE ACADEMY,748,3,0.0040,6,79,589
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,6956,PATHWAYS FUTURE CENTER,688,105,0.1530,25,361,279
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM LAB,106,0,0.0000,0,23,71
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,8310,STEM LAUNCH,359,0,0.0000,7,262,74
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,205,0,0.0000,1,45,142
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9444,WESTLAKE MIDDLE SCHOOL,859,0,0.0000,14,215,549
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),1246,144,0.1160,34,705,466
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),18707,193,0.0100,400,7443,9251
ADAMS,0020,ADAMS 12 FIVE STAR SCHOOLS,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),19953,337,0.0170,434,8148,9717
ADAMS,0030,ADAMS COUNTY 14,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ADAMS,0030,ADAMS COUNTY 14,0020,ADAMS CITY MIDDLE SCHOOL,646,4,0.0060,16,536,72
ADAMS,0030,ADAMS COUNTY 14,0022,LESTER R ARNOLD HIGH SCHOOL,353,112,0.3170,9,289,45
ADAMS,0030,ADAMS COUNTY 14,0024,ADAMS CITY HIGH SCHOOL,2201,125,0.0570,44,1885,230
ADAMS,0030,ADAMS COUNTY 14,4516,KEARNEY MIDDLE SCHOOL,644,10,0.0160,23,547,65
ADAMS,0030,ADAMS COUNTY 14,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),349,112,0.3210,9,285,45
ADAMS,0030,ADAMS COUNTY 14,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),3336,139,0.0420,79,2847,340
ADAMS,0030,ADAMS COUNTY 14,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),3685,251,0.0680,88,3132,385
ADAMS,0040,SCHOOL DISTRICT 27J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ADAMS,0040,SCHOOL DISTRICT 27J,0700,BELLE CREEK CHARTER SCHOOL,163,1,0.0060,4,88,59
ADAMS,0040,SCHOOL DISTRICT 27J,1021,BRIGHTON HERITAGE ACADEMY,352,59,0.1680,4,198,134
ADAMS,0040,SCHOOL DISTRICT 27J,1022,BRIGHTON HIGH SCHOOL,2166,38,0.0180,26,1097,951
ADAMS,0040,SCHOOL DISTRICT 27J,1052,BROMLEY EAST CHARTER SCHOOL,312,0,0.0000,2,121,180
ADAMS,0040,SCHOOL DISTRICT 27J,1560,BOLT ACADEMY,92,2,0.0220,1,40,45
ADAMS,0040,SCHOOL DISTRICT 27J,2399,EAGLE RIDGE ACADEMY,570,1,0.0020,11,234,302
ADAMS,0040,SCHOOL DISTRICT 27J,2945,FOUNDATIONS ACADEMY,189,0,0.0000,3,63,119
ADAMS,0040,SCHOOL DISTRICT 27J,4950,LANDMARK ACADEMY AT REUNION,178,1,0.0060,10,59,95
ADAMS,0040,SCHOOL DISTRICT 27J,6638,OVERLAND TRAIL MIDDLE SCHOOL,457,0,0.0000,7,267,158
ADAMS,0040,SCHOOL DISTRICT 27J,6702,OTHO E STUART MIDDLE SCHOOL,643,0,0.0000,29,282,291
ADAMS,0040,SCHOOL DISTRICT 27J,7129,PRAIRIE VIEW HIGH SCHOOL,2592,30,0.0120,98,1139,1136
ADAMS,0040,SCHOOL DISTRICT 27J,7131,PRAIRIE VIEW MIDDLE SCHOOL,682,1,0.0010,10,319,301
ADAMS,0040,SCHOOL DISTRICT 27J,9230,VIKAN MIDDLE SCHOOL,484,2,0.0040,6,318,151
ADAMS,0040,SCHOOL DISTRICT 27J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),334,59,0.1770,2,187,129
ADAMS,0040,SCHOOL DISTRICT 27J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8011,76,0.0090,195,3758,3568
ADAMS,0040,SCHOOL DISTRICT 27J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8345,135,0.0160,197,3945,3697
ADAMS,0050,BENNETT 29J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ADAMS,0050,BENNETT 29J,0774,BENNETT MIDDLE SCHOOL,180,0,0.0000,1,48,121
ADAMS,0050,BENNETT 29J,0775,BENNETT HIGH SCHOOL,403,4,0.0100,3,99,292
ADAMS,0050,BENNETT 29J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ADAMS,0050,BENNETT 29J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),581,4,0.0070,4,147,412
ADAMS,0050,BENNETT 29J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),581,4,0.0070,4,147,412
ADAMS,0060,STRASBURG 31J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ADAMS,0060,STRASBURG 31J,7133,PRAIRIE CREEKS CHARTER SCHOOL,15,4,0.2670,0,5,10
ADAMS,0060,STRASBURG 31J,8332,HEMPHILL MIDDLE SCHOOL,144,0,0.0000,0,27,110
ADAMS,0060,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,343,2,0.0060,4,58,271
ADAMS,0060,STRASBURG 31J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),15,4,0.2670,0,5,10
ADAMS,0060,STRASBURG 31J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),482,2,0.0040,4,84,377
ADAMS,0060,STRASBURG 31J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),497,6,0.0120,4,89,387
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,0000,SUMMER SCHOOL DROPOUTS,3,0,0.0000,0,3,0
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,3931,HIDDEN LAKE HIGH SCHOOL,591,98,0.1660,8,461,103
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,4334,COLORADO STEM ACADEMY,140,0,0.0000,1,72,57
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,426,3,0.0070,9,344,47
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,7305,IVER C. RANUM MIDDLE SCHOOL,591,6,0.0100,7,500,53
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,7812,SHAW HEIGHTS MIDDLE SCHOOL,497,1,0.0020,13,324,109
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,9236,WESTMINSTER ACADEMY FOR INTERNATIONAL STUDIES,27,0,0.0000,0,19,7
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,9466,WESTMINSTER HIGH SCHOOL,2919,59,0.0200,36,2246,419
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),589,98,0.1660,8,459,103
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),4498,69,0.0150,63,3423,679
ADAMS,0070,WESTMINSTER PUBLIC SCHOOLS,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),5087,167,0.0330,71,3882,782
ALAMOSA,0100,ALAMOSA RE-11J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ALAMOSA,0100,ALAMOSA RE-11J,0114,ORTEGA MIDDLE SCHOOL,390,3,0.0080,3,243,127
ALAMOSA,0100,ALAMOSA RE-11J,0118,ALAMOSA HIGH SCHOOL,686,13,0.0190,8,419,225
ALAMOSA,0100,ALAMOSA RE-11J,0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,119,16,0.1340,5,87,18
ALAMOSA,0100,ALAMOSA RE-11J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),115,16,0.1390,5,83,18
ALAMOSA,0100,ALAMOSA RE-11J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),1047,16,0.0150,10,644,347
ALAMOSA,0100,ALAMOSA RE-11J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),1162,32,0.0280,15,727,365
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,150,1,0.0070,4,48,92
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),150,1,0.0070,4,48,92
ALAMOSA,0110,SANGRE DE CRISTO RE-22J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),150,1,0.0070,4,48,92
ARAPAHOE,0120,ENGLEWOOD 1,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0120,ENGLEWOOD 1,0206,COLORADO'S FINEST HIGH SCHOOL OF CHOICE,403,58,0.1440,6,125,250
ARAPAHOE,0120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,635,34,0.0540,33,278,292
ARAPAHOE,0120,ENGLEWOOD 1,2750,ENGLEWOOD LEADERSHIP ACADEMY,44,0,0.0000,0,7,34
ARAPAHOE,0120,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,346,0,0.0000,9,159,159
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),401,58,0.1450,6,124,250
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),993,34,0.0340,41,436,462
ARAPAHOE,0120,ENGLEWOOD 1,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),1394,92,0.0660,47,560,712
ARAPAHOE,0123,SHERIDAN 2,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0123,SHERIDAN 2,7837,FORT LOGAN NORTHGATE,227,0,0.0000,6,177,28
ARAPAHOE,0123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,424,3,0.0070,28,322,53
ARAPAHOE,0123,SHERIDAN 2,8123,SOAR ACADEMY,132,13,0.0980,8,99,21
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),131,13,0.0990,7,99,21
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),627,3,0.0050,30,483,78
ARAPAHOE,0123,SHERIDAN 2,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),758,16,0.0210,37,582,99
ARAPAHOE,0130,CHERRY CREEK 5,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0130,CHERRY CREEK 5,0018,LIBERTY MIDDLE SCHOOL,870,10,0.0110,90,129,490
ARAPAHOE,0130,CHERRY CREEK 5,0141,SKY VISTA MIDDLE SCHOOL,602,0,0.0000,74,123,292
ARAPAHOE,0130,CHERRY CREEK 5,1510,CHALLENGE SCHOOL,147,0,0.0000,18,16,66
ARAPAHOE,0130,CHERRY CREEK 5,1551,CHEROKEE TRAIL HIGH SCHOOL,3169,30,0.0090,338,516,1805
ARAPAHOE,0130,CHERRY CREEK 5,1566,CAMPUS MIDDLE SCHOOL,1076,5,0.0050,46,123,666
ARAPAHOE,0130,CHERRY CREEK 5,1568,WEST MIDDLE SCHOOL,931,0,0.0000,13,148,665
ARAPAHOE,0130,CHERRY CREEK 5,1570,CHERRY CREEK HIGH SCHOOL,3928,27,0.0070,132,489,2606
ARAPAHOE,0130,CHERRY CREEK 5,1571,CHERRY CREEK CHARTER ACADEMY,133,1,0.0080,9,8,86
ARAPAHOE,0130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,3106,33,0.0110,431,691,1548
ARAPAHOE,0130,CHERRY CREEK 5,2653,ENDEAVOR ACADEMY,430,67,0.1560,66,138,193
ARAPAHOE,0130,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,683,1,0.0010,58,117,394
ARAPAHOE,0130,CHERRY CREEK 5,3030,FOX RIDGE MIDDLE SCHOOL,1118,1,0.0010,86,145,741
ARAPAHOE,0130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,3005,24,0.0080,263,519,1695
ARAPAHOE,0130,CHERRY CREEK 5,4100,HORIZON MIDDLE SCHOOL,712,7,0.0100,134,212,289
ARAPAHOE,0130,CHERRY CREEK 5,4975,LAREDO MIDDLE SCHOOL,810,5,0.0060,123,187,380
ARAPAHOE,0130,CHERRY CREEK 5,6367,OPTIONS SCHOOL,260,0,0.0000,4,27,209
ARAPAHOE,0130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,2751,68,0.0250,775,1034,593
ARAPAHOE,0130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,1376,22,0.0160,381,538,296
ARAPAHOE,0130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,2309,27,0.0120,437,543,996
ARAPAHOE,0130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,957,1,0.0010,111,169,522
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),256,0,0.0000,4,26,207
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),27893,329,0.0120,3536,5776,14248
ARAPAHOE,0130,CHERRY CREEK 5,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),28149,329,0.0120,3540,5802,14455
ARAPAHOE,0140,LITTLETON 6,0000,SUMMER SCHOOL DROPOUTS,1,1,1.0000,0,1,0
ARAPAHOE,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,2383,16,0.0070,30,213,1930
ARAPAHOE,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,558,0,0.0000,9,108,402
ARAPAHOE,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,597,0,0.0000,14,206,333
ARAPAHOE,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,1842,16,0.0090,15,266,1424
ARAPAHOE,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,433,0,0.0000,12,45,339
ARAPAHOE,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,688,0,0.0000,7,66,550
ARAPAHOE,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,1404,44,0.0310,30,442,826
ARAPAHOE,0140,LITTLETON 6,5229,LITTLETON ACADEMY,113,0,0.0000,3,13,79
ARAPAHOE,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,124,0,0.0000,2,34,81
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),8084,77,0.0100,120,1381,5924
ARAPAHOE,0140,LITTLETON 6,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),8084,77,0.0100,120,1381,5924
ARAPAHOE,0170,DEER TRAIL 26J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,105,2,0.0190,0,30,73
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),105,2,0.0190,0,30,73
ARAPAHOE,0170,DEER TRAIL 26J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),105,2,0.0190,0,30,73
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0000,SUMMER SCHOOL DROPOUTS,1,1,1.0000,0,1,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0213,AXL ACADEMY,127,0,0.0000,30,58,30
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0219,APS ONLINE SCHOOL,259,50,0.1930,49,134,55
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0458,AURORA ACADEMY CHARTER SCHOOL,98,1,0.0100,29,35,27
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0464,AURORA HILLS MIDDLE SCHOOL,740,1,0.0010,180,388,76
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0465,AURORA FRONTIER K-8,166,0,0.0000,29,46,45
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,0914,BOSTON K-8 SCHOOL,101,0,0.0000,21,66,2
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,2898,166,0.0570,517,1900,147
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1720,CLYDE MILLER K-8,160,1,0.0060,24,106,16
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,637,0,0.0000,124,260,166
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,797,1,0.0010,98,572,50
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,2673,EDNA AND JOHN W. MOSLEY P-8,220,0,0.0000,38,131,28
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,2243,91,0.0410,550,1178,293
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY AURORA,195,0,0.0000,29,135,20
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,2647,116,0.0440,388,1851,178
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,536,6,0.0110,187,226,95
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,710,0,0.0000,149,350,130
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6189,MURPHY CREEK K-8 SCHOOL,153,0,0.0000,38,54,37
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,663,0,0.0000,92,482,39
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,448,0,0.0000,11,63,350
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7232,AURORA QUEST K-8,189,0,0.0000,17,45,91
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,2661,60,0.0230,587,1087,657
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,681,0,0.0000,136,424,41
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,370,2,0.0050,42,234,69
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL - WEST,109,0,0.0000,22,69,16
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9083,VISTA PEAK P-8 EXPLORATORY,251,0,0.0000,39,123,60
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9125,VISTA PEAK 9-12 PREPARATORY,1703,31,0.0180,283,796,403
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9189,VANGUARD CLASSICAL SCHOOL - EAST,381,3,0.0080,105,172,84
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,1103,0,0.0000,120,767,47
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),20244,530,0.0260,3687,11184,3168
ARAPAHOE,0180,ADAMS-ARAPAHOE 28J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),20244,530,0.0260,3687,11184,3168
ARAPAHOE,0190,BYERS 32J,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
ARAPAHOE,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,267,1,0.0040,1,37,219
ARAPAHOE,0190,BYERS 32J,1752,COLORADO VIRTUAL ACADEMY (COVA),743,4,0.0050,33,103,555
ARAPAHOE,0190,BYERS 32J,2356,ELEVATE ACADEMY,557,1,0.0020,34,351,150
ARAPAHOE,0190,BYERS 32J,3362,VALIANT ACADEMY,242,0,0.0000,13,34,170
ARAPAHOE,0190,BYERS 32J,6263,COLORADO DIGITAL ACADEMY - MIDDLE,320,0,0.0000,17,48,240
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (ALTERNATIVE SCHOOLS ONLY),0,0,0.0000,0,0,0
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (EXCLUDING ALTERNATIVE SCHOOLS),2129,6,0.0030,98,573,1334
ARAPAHOE,0190,BYERS 32J,9998,DISTRICT GRAND TOTALS (INCLUDING ALTERNATIVE SCHOOLS),2129,6,0.0030,98,573,1334
ARCHULETA,0220,ARCHULETA COUNTY 50 JT,0000,SUMMER SCHOOL DROPOUTS (NONE),0,0,0.0000,0,0,0
