year,districtcode,schoolcode,mergecode,black,hispanic,white,totalenroll
15,1195,7360,1195-7360,0.26,46.65,51.51,761
15,120,206,120-206,2.45,46.53,47.35,245
15,120,2746,120-2746,4.08,36.68,53.29,638
15,1220,3586,1220-3586,1.07,29.64,60.71,280
15,123,7842,123-7842,4.01,75.36,14.9,349
15,123,8123,123-8123,5.41,81.08,9.91,111
15,130,1551,130-1551,11.49,14.06,58.88,2724
15,130,1570,130-1570,2.65,11.41,70.14,3506
15,130,2357,130-2357,15.02,20.05,52.83,2544
15,130,3589,130-3589,9.33,16.21,58.01,2572
15,130,6367,130-6367,3.3,8.79,80.22,91
15,130,6625,130-6625,32.22,32.65,24.15,2340
15,130,8020,130-8020,17.43,19.33,48.33,2100
15,1330,1634,1330-1634,0.0,13.68,78.95,95
15,1340,9420,1340-9420,0.0,26.55,72.57,113
15,1350,5864,1350-5864,0.28,9.09,87.88,363
15,1360,2006,1360-2006,0.0,0.67,92.67,150
15,1360,3694,1360-3694,0.58,21.93,76.02,342
15,1380,4899,1380-4899,0.0,0.0,93.55,31
15,1390,9212,1390-9212,0.78,57.81,32.81,128
15,140,298,140-298,1.13,10.43,80.89,2214
15,140,3930,140-3930,0.78,13.65,78.2,1670
15,140,5224,140-5224,1.99,26.55,62.91,1356
15,1400,4864,1400-4864,0.0,32.2,64.41,59
15,1410,6358,1410-6358,0.0,17.02,80.85,47
15,1420,0,1420-0,0.0,10.0,70.0,10
15,1420,108,1420-108,1.68,72.51,17.17,833
15,1420,1451,1420-1451,1.69,35.59,57.63,59
15,1420,1522,1420-1522,0.59,14.01,79.6,1863
15,1420,1864,1420-1864,1.12,18.88,71.78,1690
15,1420,1880,1420-1880,0.76,16.03,76.34,131
15,1420,1886,1420-1886,0.37,6.14,90.29,814
15,1420,2093,1420-2093,0.58,15.84,77.34,1540
15,1420,2120,1420-2120,0.64,9.29,79.97,624
15,1420,2836,1420-2836,0.0,5.23,90.62,1013
15,1420,33,1420-33,0.77,22.76,71.1,391
15,1420,34,1420-34,2.83,31.13,62.26,106
15,1420,3502,1420-3502,1.23,13.07,79.63,1301
15,1420,3628,1420-3628,1.43,16.22,75.36,1116
15,1420,370,1420-370,2.46,42.75,46.21,896
15,1420,378,1420-378,1.03,21.02,72.28,1746
15,1420,4404,1420-4404,1.68,16.2,75.42,179
15,1420,4408,1420-4408,1.56,14.06,77.5,320
15,1420,4410,1420-4410,0.74,12.87,74.5,404
15,1420,4422,1420-4422,2.45,83.64,10.63,489
15,1420,4798,1420-4798,0.0,43.75,56.25,16
15,1420,4942,1420-4942,1.55,30.18,58.85,2124
15,1420,5415,1420-5415,0.0,47.37,47.37,19
15,1420,5623,1420-5623,0.0,18.75,77.08,48
15,1420,5892,1420-5892,6.67,16.67,70.0,30
15,1420,6237,1420-6237,0.92,93.27,3.98,327
15,1420,6541,1420-6541,1.79,12.5,80.8,224
15,1420,664,1420-664,1.38,34.09,54.37,1672
15,1420,7114,1420-7114,1.87,30.06,61.85,1447
15,1420,7239,1420-7239,0.88,11.22,81.88,1827
15,1420,7701,1420-7701,0.0,9.01,84.68,111
15,1420,8036,1420-8036,5.56,19.44,63.89,36
15,1420,8209,1420-8209,1.63,17.67,69.77,1290
15,1420,8793,1420-8793,4.0,5.71,81.14,175
15,1420,9234,1420-9234,0.0,9.76,82.93,41
15,1420,9245,1420-9245,0.0,14.29,85.71,7
15,1420,9510,1420-9510,1.26,38.62,53.92,1274
15,1420,965,1420-965,2.5,56.43,33.93,280
15,1430,2336,1430-2336,2.04,6.12,89.8,49
15,1440,7009,1440-7009,0.0,5.26,94.74,19
15,1450,2960,1450-2960,0.0,12.24,83.67,49
15,1460,7746,1460-7746,2.63,15.79,76.32,38
15,1480,8354,1480-8354,0.0,16.67,83.33,36
15,1490,842,1490-842,0.0,32.43,62.16,37
15,1500,1152,1500-1152,0.88,27.43,69.47,226
15,1510,4904,1510-4904,0.0,68.84,28.26,276
15,1520,2318,1520-2318,0.96,17.34,74.08,1038
15,1520,3571,1520-3571,1.22,21.95,67.07,82
15,1530,640,1530-640,0.0,15.03,80.6,366
15,1540,4258,1540-4258,0.87,31.44,36.24,229
15,1550,0,1550-0,0.0,57.14,42.86,7
15,1550,146,1550-146,0.56,8.33,78.89,180
15,1550,3046,1550-3046,1.12,23.18,68.37,1609
15,1550,3105,1550-3105,1.03,6.7,84.23,1940
15,1550,3760,1550-3760,1.47,16.18,76.47,136
15,1550,5120,1550-5120,0.0,4.91,84.91,285
15,1550,7104,1550-7104,0.6,7.19,85.63,167
15,1550,7124,1550-7124,1.2,23.28,68.58,1744
15,1550,7127,1550-7127,2.6,36.36,59.74,77
15,1550,7198,1550-7198,0.0,16.67,73.81,84
15,1550,7470,1550-7470,1.26,14.96,76.41,1992
15,1560,5121,1560-5121,0.0,7.14,89.29,28
15,1560,5235,1560-5235,0.0,25.42,72.88,59
15,1560,5316,1560-5316,1.04,19.28,74.85,1535
15,1560,6163,1560-6163,2.08,22.83,70.87,1253
15,1560,812,1560-812,0.29,8.95,87.3,693
15,1560,8824,1560-8824,1.2,16.77,79.7,1246
15,1560,9260,1560-9260,0.81,16.94,73.39,124
15,1570,2788,1570-2788,0.0,0.0,100.0,8
15,1570,2794,1570-2794,1.55,18.94,75.78,322
15,1580,8906,1580-8906,0.0,76.95,20.58,243
15,1590,7164,1590-7164,0.0,0.0,98.28,58
15,1600,4048,1600-4048,0.0,38.26,55.65,115
15,1620,66,1620-66,0.0,63.33,36.67,30
15,170,2140,170-2140,0.0,12.24,85.71,49
15,1750,948,1750-948,7.14,22.73,67.53,154
15,1750,978,1750-978,6.67,46.67,46.67,15
15,1760,4694,1760-4694,0.0,16.67,83.33,12
15,1780,4162,1780-4162,5.13,7.69,87.18,39
15,1790,5136,1790-5136,3.57,9.29,83.57,140
15,180,1,180-1,14.29,42.86,28.57,7
15,180,1458,180-1458,16.45,66.77,5.16,2188
15,180,219,180-219,17.59,58.29,18.09,199
15,180,3354,180-3354,24.44,51.97,14.83,1747
15,180,4024,180-4024,15.77,67.71,9.18,2168
15,180,5298,180-5298,32.21,39.9,22.12,208
15,180,6546,180-6546,0.78,15.5,77.52,129
15,180,7250,180-7250,24.74,34.22,28.97,2344
15,180,8356,180-8356,12.21,49.83,30.03,303
15,180,9125,180-9125,15.24,43.01,29.71,1030
15,180,9189,180-9189,19.35,54.84,24.19,62
15,180,9396,180-9396,5.47,80.99,3.65,384
15,1810,4506,1810-4506,0.0,11.11,88.89,9
15,1828,1224,1828-1224,0.0,15.73,84.27,89
15,1828,8260,1828-8260,0.37,23.35,71.14,544
15,1850,2988,1850-2988,0.0,11.43,85.71,70
15,1860,5806,1860-5806,4.0,9.0,85.0,100
15,1870,6838,1870-6838,0.0,4.84,95.16,62
15,190,1176,190-1176,0.0,9.79,86.01,143
15,190,1752,190-1752,6.72,13.44,75.62,521
15,190,2356,190-2356,0.0,0.0,100.0,3
15,190,3362,190-3362,3.03,21.21,69.7,33
15,1980,2126,1980-2126,0.0,6.9,93.1,29
15,1990,3582,1990-3582,17.04,21.48,56.3,135
15,1990,7032,1990-7032,0.0,11.11,86.42,81
15,20,210,20-210,2.15,48.5,45.92,233
15,20,4108,20-4108,1.94,24.51,65.27,2007
15,20,5043,20-5043,2.3,17.92,68.53,2215
15,20,5816,20-5816,3.37,61.36,27.17,1778
15,20,6060,20-6060,2.14,27.94,62.24,1965
15,20,6402,20-6402,3.36,60.85,29.81,1875
15,20,6802,20-6802,1.96,10.78,76.47,102
15,20,6956,20-6956,2.18,51.23,41.42,367
15,20,9431,20-9431,0.0,10.53,87.72,57
15,2000,1450,2000-1450,0.61,28.58,65.31,1473
15,2000,3350,2000-3350,0.0,0.0,100.0,8
15,2000,3570,2000-3570,0.8,22.86,70.53,1741
15,2000,3604,2000-3604,0.71,15.71,78.57,140
15,2000,361,2000-361,0.48,12.59,84.09,421
15,2000,5828,2000-5828,0.0,8.99,86.52,89
15,2000,6070,2000-6070,0.4,11.33,84.92,1253
15,2000,6666,2000-6666,0.67,24.71,70.13,1048
15,2000,7236,2000-7236,0.9,31.67,63.8,221
15,2010,1966,2010-1966,0.0,11.76,82.35,17
15,2020,5962,2020-5962,0.76,21.36,75.8,529
15,2035,6026,2035-6026,0.6,18.85,52.64,663
15,2035,8133,2035-8133,0.0,16.67,47.62,168
15,2055,2208,2055-2208,0.47,8.06,85.78,211
15,2070,5452,2070-5452,0.0,15.93,73.45,113
15,2180,6058,2180-6058,0.22,32.08,63.19,1353
15,2180,6262,2180-6262,0.0,16.67,76.47,102
15,2180,6494,2180-6494,0.6,47.9,48.5,334
15,2180,6807,2180-6807,0.0,64.71,35.29,17
15,2180,9149,2180-9149,0.62,39.51,56.79,162
15,2190,6436,2190-6436,0.0,8.62,89.66,58
15,2190,6718,2190-6718,20.0,40.0,40.0,5
15,220,6658,220-6658,0.53,22.49,71.69,378
15,230,9226,230-9226,0.0,17.39,82.61,46
15,2395,1096,2395-1096,0.83,53.21,43.69,483
15,240,7180,240-7180,0.0,7.69,92.31,13
15,2405,3078,2405-3078,4.34,60.85,33.7,899
15,2405,5180,2405-5180,0.0,66.0,34.0,50
15,250,8168,250-8168,2.13,14.89,76.6,94
15,2505,9360,2505-9360,0.0,10.45,89.55,67
15,2515,9582,2515-9582,0.0,22.86,72.14,140
15,2520,5015,2520-5015,0.0,60.98,36.59,369
15,2530,7442,2530-7442,0.0,70.1,25.98,204
15,2535,5506,2535-5506,0.0,62.0,38.0,50
15,2540,3134,2540-3134,0.88,18.58,77.88,113
15,2560,1546,2560-1546,0.0,23.19,73.91,69
15,2570,8456,2570-8456,1.0,4.0,88.0,100
15,2580,6600,2580-6600,0.0,7.41,88.89,54
15,2590,7346,2590-7346,0.0,5.71,84.76,105
15,260,9100,260-9100,0.0,20.0,80.0,10
15,2600,7046,2600-7046,0.99,9.9,84.82,303
15,2610,8118,2610-8118,0.0,9.91,86.49,111
15,2620,2686,2620-2686,0.0,38.46,61.54,13
15,2620,4080,2620-4080,0.0,42.94,55.29,170
15,2630,3850,2630-3850,0.0,9.09,88.89,99
15,2640,432,2640-432,0.18,10.68,87.19,562
15,2650,3546,2650-3546,0.0,69.12,30.88,68
15,2660,4960,2660-4960,0.48,48.69,46.54,419
15,2670,4058,2670-4058,0.0,50.62,40.74,81
15,2680,9608,2680-9608,0.0,16.67,78.21,78
15,2690,1402,2690-1402,2.04,58.18,37.34,1272
15,2690,1454,2690-1454,2.09,77.22,19.21,812
15,2690,1488,2690-1488,1.33,81.42,14.16,226
15,2690,2394,2690-2394,1.68,72.83,22.83,1130
15,2690,8082,2690-8082,2.93,58.64,36.03,1296
15,270,1252,270-1252,0.0,0.0,100.0,15
15,2700,5990,2700-5990,2.24,26.87,64.93,134
15,2700,7208,2700-7208,0.12,41.96,54.9,827
15,2700,7214,2700-7214,1.09,29.42,64.31,1373
15,2700,7534,2700-7534,0.9,13.96,80.18,222
15,2700,7879,2700-7879,2.27,21.97,71.97,132
15,2710,5762,2710-5762,0.0,14.61,84.27,178
15,2720,7276,2720-7276,0.0,11.4,86.84,114
15,2730,2150,2730-2150,0.0,60.77,39.23,130
15,2740,6030,2740-6030,0.0,73.33,26.67,30
15,2740,6046,2740-6046,0.74,70.74,26.67,270
15,2740,6520,2740-6520,0.0,21.74,76.09,46
15,2750,7664,2750-7664,0.76,23.48,71.97,132
15,2760,3862,2760-3862,2.56,8.55,88.03,117
15,2770,8212,2770-8212,0.56,8.44,86.92,711
15,2770,9757,2770-9757,0.0,8.7,82.61,23
15,2780,8050,2780-8050,0.0,7.83,91.3,115
15,2790,6146,2790-6146,0.0,27.5,65.0,40
15,2800,2018,2800-2018,0.0,4.0,88.0,25
15,2800,5958,2800-5958,0.0,11.54,84.62,26
15,2810,1368,2810-1368,0.0,75.0,25.0,12
15,2810,1420,2810-1420,0.58,92.4,6.43,171
15,2810,51,2810-51,0.0,84.21,15.79,19
15,2820,7904,2820-7904,0.0,37.5,62.5,16
15,2830,8794,2830-8794,0.45,17.19,78.28,221
15,2840,6422,2840-6422,0.0,1.09,88.04,92
15,2862,4369,2862-4369,4.8,15.4,78.03,396
15,2862,4492,2862-4492,0.0,26.23,70.49,61
15,2865,7322,2865-7322,2.86,11.43,82.86,35
15,290,4990,290-4990,0.88,54.39,42.11,114
15,30,22,30-22,2.2,84.07,12.09,182
15,30,24,30-24,2.64,83.12,12.56,1783
15,3000,8375,3000-8375,0.0,42.11,42.11,38
15,3000,8378,3000-8378,0.63,27.92,67.01,788
15,3010,2024,3010-2024,2.75,9.17,85.32,109
15,3020,9696,3020-9696,0.83,7.59,85.41,843
15,3030,90,3030-90,0.0,12.73,82.73,110
15,3040,308,3040-308,0.0,13.79,86.21,29
15,3050,6586,3050-6586,1.92,9.62,84.62,52
15,3060,5258,3060-5258,0.0,0.0,95.0,20
15,3070,9704,3070-9704,0.0,6.67,93.33,30
15,3080,9032,3080-9032,0.18,53.3,44.21,561
15,3085,2456,3085-2456,1.11,25.05,72.17,539
15,3090,1446,3090-1446,0.47,37.95,57.95,635
15,310,5670,310-5670,0.0,0.0,98.91,92
15,3100,9672,3100-9672,0.3,14.86,80.26,1312
15,3110,7490,3110-7490,0.22,34.64,62.89,892
15,3120,1875,3120-1875,0.8,15.96,79.26,376
15,3120,2825,3120-2825,2.27,52.27,40.91,88
15,3120,2850,3120-2850,2.05,25.6,67.06,586
15,3120,3610,3120-3610,2.37,66.1,28.35,1478
15,3120,3614,3120-3614,3.35,60.4,29.98,1581
15,3120,4425,3120-4425,0.98,75.43,21.13,407
15,3120,6364,3120-6364,1.16,72.54,23.97,1118
15,3120,8965,3120-8965,1.31,30.13,63.32,229
15,3130,4670,3130-4670,0.0,30.03,69.42,363
15,3140,3070,3140-3070,0.86,72.43,24.49,584
15,3145,3962,3145-3962,0.45,35.29,61.54,221
15,3146,1012,3146-1012,0.0,11.67,83.33,60
15,3147,7156,3147-7156,1.75,7.02,85.96,57
15,3148,6812,3148-6812,0.0,12.0,88.0,25
15,3200,9799,3200-9799,0.0,45.29,53.81,223
15,3210,9733,3210-9733,0.0,27.12,71.75,177
15,3220,4231,3220-4231,2.94,29.41,61.76,34
15,3230,5123,3230-5123,0.0,16.67,83.33,18
15,40,1021,40-1021,3.16,60.0,35.79,95
15,40,1022,40-1022,0.83,54.43,41.03,1918
15,40,1560,40-1560,0.0,25.0,70.45,44
15,40,2399,40-2399,0.85,33.4,61.31,473
15,40,7129,40-7129,3.44,42.36,46.06,1891
15,470,120,470-120,0.0,7.95,88.64,88
15,470,2761,470-2761,0.5,15.64,78.85,799
15,470,3196,470-3196,0.29,31.29,65.79,1029
15,470,5282,470-5282,1.19,32.23,61.39,1176
15,470,5368,470-5368,0.0,7.56,86.13,238
15,470,5722,470-5722,0.34,16.3,80.14,871
15,470,6276,470-6276,1.0,21.48,65.97,1299
15,470,6498,470-6498,1.56,56.25,39.06,128
15,470,7789,470-7789,1.7,15.73,76.96,1176
15,470,7839,470-7839,0.94,25.47,71.7,106
15,470,7954,470-7954,1.34,55.0,39.15,1420
15,470,8927,470-8927,3.15,32.28,53.54,127
15,480,1070,480-1070,1.06,15.97,74.72,1503
15,480,125,480-125,2.9,57.25,34.06,138
15,480,1380,480-1380,0.39,28.67,62.78,1029
15,480,2892,480-2892,0.6,9.42,74.36,2176
15,480,3499,480-3499,0.0,45.45,36.36,11
15,480,4496,480-4496,2.27,55.68,37.5,88
15,480,5999,480-5999,0.48,9.21,80.43,1661
15,480,6195,480-6195,1.02,19.32,70.17,295
15,480,6212,480-6212,0.0,7.83,81.93,166
15,480,6816,480-6816,0.69,9.95,72.56,583
15,480,924,480-924,1.3,19.87,69.54,1993
15,480,930,480-930,0.97,5.83,86.41,103
15,480,934,480-934,1.98,34.65,58.42,101
15,490,1130,490-1130,1.11,10.0,85.19,270
15,490,1508,490-1508,2.22,4.44,84.44,45
15,50,775,50-775,0.32,17.35,77.6,317
15,500,4085,500-4085,0.0,14.29,78.57,28
15,500,7568,500-7568,0.0,10.88,84.91,285
15,510,4742,510-4742,0.0,17.65,82.35,34
15,520,1612,520-1612,0.0,14.29,85.71,56
15,540,4216,540-4216,0.0,10.81,84.23,222
15,550,1378,550-1378,0.36,58.42,39.78,279
15,550,6339,550-6339,0.0,87.5,12.5,40
15,560,7616,560-7616,0.0,29.73,68.47,111
15,580,252,580-252,0.0,94.29,2.86,70
15,60,7133,60-7133,0.0,0.0,100.0,12
15,60,8334,60-8334,0.61,9.73,86.63,329
15,640,1398,640-1398,4.0,92.0,4.0,50
15,70,3931,70-3931,1.17,72.66,23.83,256
15,70,9466,70-9466,1.14,75.08,16.37,2456
15,740,7880,740-7880,0.0,72.97,17.57,74
15,770,2058,770-2058,1.32,21.71,71.05,152
15,8001,1279,8001-1279,0.0,16.67,75.0,84
15,8001,15,8001-15,1.34,27.67,61.45,524
15,8001,1795,8001-1795,6.77,19.03,66.29,620
15,8001,1877,8001-1877,6.38,28.99,58.26,345
15,8001,2067,8001-2067,1.57,7.68,87.4,508
15,8001,2196,8001-2196,0.62,5.54,88.62,325
15,8001,2837,8001-2837,2.96,46.75,45.56,169
15,8001,4699,8001-4699,0.25,93.14,5.64,408
15,8001,6219,8001-6219,13.06,71.31,1.71,467
15,8001,6914,8001-6914,1.07,69.29,22.32,560
15,8001,75,8001-75,0.32,4.17,93.27,312
15,8001,8825,8001-8825,2.86,19.05,71.43,105
15,8001,8929,8001-8929,40.62,35.94,17.19,64
15,8001,9037,8001-9037,0.0,95.29,4.71,85
15,8001,9785,8001-9785,4.07,76.42,14.63,123
15,860,2092,860-2092,0.0,3.79,89.39,132
15,870,1372,870-1372,0.4,8.87,87.9,248
15,870,2155,870-2155,0.0,22.22,71.72,99
15,870,2164,870-2164,0.64,29.25,65.34,629
15,870,2166,870-2166,2.15,6.45,86.56,186
15,870,4128,870-4128,0.0,13.37,83.17,202
15,870,6708,870-6708,0.0,10.39,87.01,154
15,880,10,880-10,1.76,91.4,2.91,1477
15,880,1295,880-1295,31.21,62.19,2.51,439
15,880,1319,880-1319,2.33,87.21,6.51,430
15,880,1489,880-1489,32.87,49.65,10.49,143
15,880,1748,880-1748,18.6,68.84,6.98,215
15,880,1866,880-1866,2.9,89.86,5.07,138
15,880,2145,880-2145,24.16,53.07,8.12,505
15,880,2175,880-2175,23.24,59.86,12.68,142
15,880,2183,880-2183,5.73,50.84,27.21,419
15,880,2184,880-2184,7.91,13.55,69.25,657
15,880,2185,880-2185,24.51,36.19,29.57,514
15,880,2188,880-2188,31.61,58.05,5.17,174
15,880,2209,880-2209,15.08,79.35,2.09,431
15,880,2398,880-2398,22.6,23.02,44.81,2580
15,880,2641,880-2641,3.47,85.15,6.44,202
15,880,2726,880-2726,23.61,56.22,13.95,466
15,880,2755,880-2755,31.69,57.04,8.1,284
15,880,2757,880-2757,20.0,70.47,3.18,535
15,880,2789,880-2789,0.0,97.73,2.27,44
15,880,3000,880-3000,11.11,79.26,7.41,135
15,880,3378,880-3378,29.21,31.27,27.81,1359
15,880,3540,880-3540,6.0,48.0,32.0,50
15,880,40,880-40,26.05,43.72,24.65,215
15,880,4444,880-4444,2.78,72.63,13.21,1257
15,880,4494,880-4494,20.0,70.0,3.64,110
15,880,4730,880-4730,1.39,94.74,1.66,361
15,880,4795,880-4795,2.6,76.04,14.06,192
15,880,5448,880-5448,29.23,61.62,5.63,284
15,880,5605,880-5605,19.03,71.54,3.5,657
15,880,5844,880-5844,16.38,64.66,13.79,116
15,880,6239,880-6239,27.67,61.1,4.61,347
15,880,6308,880-6308,5.93,85.19,5.93,135
15,880,6314,880-6314,6.9,81.55,8.1,840
15,880,6350,880-6350,5.52,92.57,0.72,417
15,880,6509,880-6509,8.16,36.05,46.26,147
15,880,67,880-67,20.8,68.0,5.6,125
15,880,7163,880-7163,21.48,65.77,6.71,149
15,880,7188,880-7188,30.33,59.72,2.84,211
15,880,7246,880-7246,4.17,87.5,6.25,96
15,880,7861,880-7861,51.43,35.71,8.57,70
15,880,8086,880-8086,24.02,31.79,26.8,1403
15,880,8132,880-8132,0.37,92.51,4.12,267
15,880,8145,880-8145,2.21,88.4,7.18,181
15,880,8347,880-8347,3.36,89.5,2.94,238
15,880,8822,880-8822,22.87,29.21,39.51,1058
15,880,8995,880-8995,20.92,69.9,6.12,196
15,880,9348,880-9348,9.09,81.82,3.03,66
15,880,9408,880-9408,2.25,93.26,3.37,89
15,880,9639,880-9639,0.22,97.11,1.33,450
15,880,9693,880-9693,9.62,81.1,6.53,291
15,880,9702,880-9702,2.66,93.09,2.66,188
15,890,2216,890-2216,0.0,0.0,98.15,54
15,900,1367,900-1367,0.78,13.91,78.85,1920
15,900,1503,900-1503,2.15,13.07,76.65,2188
15,900,1555,900-1555,33.33,0.0,66.67,3
15,900,201,900-201,0.0,20.62,71.25,160
15,900,2230,900-2230,1.13,13.91,76.26,1862
15,900,2338,900-2338,1.63,13.82,79.67,123
15,900,3980,900-3980,2.88,13.92,72.23,1631
15,900,3995,900-3995,6.18,68.92,22.11,502
15,900,4271,900-4271,1.37,10.78,80.57,1976
15,900,5259,900-5259,0.32,11.08,74.05,316
15,900,5405,900-5405,0.52,9.84,83.42,193
15,900,6165,900-6165,1.07,10.56,79.4,2141
15,900,6365,900-6365,3.64,10.91,77.82,275
15,900,7118,900-7118,1.02,11.83,79.74,1175
15,900,7435,900-7435,0.7,7.31,80.96,1996
15,900,8847,900-8847,0.72,11.52,78.6,2075
15,9000,1924,9000-1924,6.42,35.78,45.87,109
15,9030,6134,9030-6134,0.81,37.4,60.98,123
15,9035,1607,9035-1607,1.44,47.48,48.92,139
15,9035,3997,9035-3997,0.0,53.85,46.15,26
15,9050,8121,9050-8121,0.0,10.53,81.58,38
15,910,205,910-205,1.12,65.92,30.73,179
15,910,2350,910-2350,0.13,51.46,45.08,752
15,910,604,910-604,0.83,52.73,42.89,844
15,910,9061,910-9061,0.0,4.65,89.53,86
15,910,9701,910-9701,5.0,35.0,60.0,20
15,9130,2840,9130-2840,3.33,14.44,74.44,90
15,9170,1550,9170-1550,5.35,24.82,63.75,411
15,9170,7449,9170-7449,2.57,28.0,65.14,350
15,920,2608,920-2608,0.42,9.48,85.63,717
15,920,3236,920-3236,1.75,10.53,84.21,57
15,930,4728,930-4728,1.16,5.81,89.53,86
15,940,7922,940-7922,1.03,12.37,83.51,97
15,950,2574,950-2574,0.0,1.52,92.42,66
15,970,1218,970-1218,0.64,10.19,87.26,157
15,980,3806,980-3806,14.75,46.65,29.39,956
15,980,3870,980-3870,18.18,47.73,29.55,44
15,980,4378,980-4378,11.14,35.11,41.89,413
15,980,469,980-469,20.57,57.89,15.79,209
15,980,7882,980-7882,33.29,38.57,17.23,853
15,990,5841,990-5841,12.61,25.23,50.23,1324
15,990,9560,990-9560,4.69,32.81,53.12,64
15,990,9566,990-9566,10.89,25.6,51.51,1258
