year,mergecode,schoolcode,districtcode,droprate,black,white,hispanic,totalenroll
19,3220-4231,4231,3220,0.0,0.0,68.57,26.67,105
19,3230-5123,5123,3230,0.0,0.0,85.71,10.71,28
19,8001-15,15,8001,0.23,0.68,53.69,34.05,881
19,8001-35,35,8001,0.0,0.0,66.67,33.33,3
19,8001-75,75,8001,1.43,0.0,80.0,14.64,280
19,8001-653,653,8001,0.0,0.0,60.71,33.33,84
19,8001-655,655,8001,0.0,35.03,18.47,41.4,157
19,8001-1279,1279,8001,0.0,1.37,77.75,12.09,364
19,8001-1505,1505,8001,1.1,11.6,49.17,29.83,181
19,8001-1633,1633,8001,4.12,15.66,18.13,54.67,364
19,8001-1791,1791,8001,0.9,4.5,61.26,28.83,111
19,8001-1795,1795,8001,2.13,6.66,57.66,23.57,751
19,8001-2035,2035,8001,0.0,0.0,25.69,65.14,109
19,8001-2067,2067,8001,0.23,1.43,79.8,12.31,1332
19,8001-2196,2196,8001,0.0,2.17,77.05,9.92,645
19,8001-2837,2837,8001,3.54,0.59,26.84,63.72,339
19,8001-3326,3326,8001,3.57,7.14,23.21,55.36,56
19,8001-3393,3393,8001,0.0,0.81,79.76,10.12,247
19,8001-3439,3439,8001,0.0,1.94,41.75,55.34,103
19,8001-4277,4277,8001,0.0,0.0,80.0,20.0,10
19,8001-4699,4699,8001,0.0,0.0,0.0,100.0,1
19,8001-5147,5147,8001,1.85,2.78,71.3,18.52,108
19,8001-5453,5453,8001,0.0,0.0,87.69,8.46,130
19,8001-5851,5851,8001,0.0,1.45,65.22,20.29,69
19,8001-6219,6219,8001,25.96,11.51,4.29,72.01,443
19,8001-6266,6266,8001,15.86,22.76,4.14,66.9,145
19,8001-6913,6913,8001,0.0,0.0,100.0,0.0,1
19,8001-6914,6914,8001,0.32,0.85,13.98,80.15,937
19,8001-7278,7278,8001,1.11,0.0,1.11,98.89,90
19,8001-7512,7512,8001,0.0,0.0,60.98,36.59,41
19,8001-8061,8061,8001,0.0,0.0,87.5,6.25,16
19,8001-8821,8821,8001,0.0,0.0,58.62,37.93,87
19,8001-8929,8929,8001,0.0,0.0,33.33,66.67,3
19,9000-1924,1924,9000,0.68,5.48,42.47,39.73,146
19,9035-1607,1607,9035,29.65,1.74,41.28,54.07,172
19,9035-3997,3997,9035,17.02,0.0,40.43,57.45,47
19,9050-8121,8121,9050,0.0,0.0,78.95,18.42,76
19,9130-2840,2840,9130,0.0,2.26,75.71,12.99,177
19,9170-1501,1501,9170,4.03,8.06,55.66,32.56,645
19,9170-1550,1550,9170,6.87,8.22,62.26,24.39,742
19,9170-6971,6971,9170,19.68,6.48,62.91,26.96,879
19,9175-6134,6134,9175,1.35,0.68,48.65,47.97,148
