year,mergecode,schoolcode,districtcode,droprate,black,white,hispanic,totalenroll
19,130-2897,2897,130,0.16,7.18,60.53,14.82,641
19,130-3030,3030,130,0.0,7.14,65.61,13.88,980
19,130-3589,3589,130,0.77,8.59,56.23,17.08,3121
19,130-4100,4100,130,0.53,14.84,40.91,31.42,748
19,130-4189,4189,130,0.0,0.0,73.08,15.38,26
19,130-4975,4975,130,0.12,14.08,48.5,22.98,831
19,130-6367,6367,130,0.0,2.95,76.01,11.81,271
19,130-6625,6625,130,1.69,27.56,20.41,38.99,2783
19,130-7158,7158,130,1.4,27.15,20.31,40.84,1359
19,130-7514,7514,130,0.43,9.05,54.31,22.41,232
19,130-8020,8020,130,1.68,18.44,42.53,24.49,2262
19,130-8848,8848,130,0.42,12.07,53.62,20.25,953
19,140-298,298,140,0.54,1.25,80.78,9.13,2398
19,140-2804,2804,140,0.38,0.75,72.98,19.14,533
19,140-3472,3472,140,0.0,1.9,52.24,37.24,580
19,140-3930,3930,140,0.28,0.94,77.36,14.99,1815
19,140-4316,4316,140,0.0,2.48,77.64,12.84,483
19,140-4447,4447,140,0.0,0.75,77.26,11.9,664
19,140-5224,5224,140,1.98,2.62,58.47,31.82,1411
19,140-5229,5229,140,0.0,5.04,66.39,8.4,119
19,140-5233,5233,140,0.0,1.5,64.66,24.81,133
19,170-2140,2140,170,2.91,0.0,66.99,29.13,103
19,180-126,126,180,0.0,20.33,13.01,59.35,123
19,180-213,213,180,0.0,24.07,28.7,41.67,108
19,180-219,219,180,20.51,20.51,25.64,38.46,39
19,180-458,458,180,0.0,31.58,26.32,37.89,95
19,180-464,464,180,0.14,23.13,9.48,54.02,696
19,180-465,465,180,0.0,13.17,29.34,31.74,167
19,180-914,914,180,0.0,15.53,3.88,69.9,103
19,180-1458,1458,180,5.31,17.03,5.16,66.13,2654
19,180-1720,1720,180,0.0,10.79,7.91,73.38,139
19,180-1800,1800,180,0.0,16.8,26.85,42.34,607
19,180-2384,2384,180,0.26,11.51,7.24,73.74,773
19,180-2673,2673,180,0.0,14.81,11.11,62.55,243
19,180-3354,3354,180,2.25,22.84,12.69,52.87,2088
19,180-3471,3471,180,0.0,16.0,9.5,67.5,200
19,180-4024,4024,180,3.7,14.08,6.95,70.71,2677
19,180-5298,5298,180,0.0,35.34,17.27,42.77,498
19,180-6160,6160,180,0.13,21.31,15.16,49.54,765
19,180-6189,6189,180,0.0,20.65,27.74,38.71,155
19,180-6310,6310,180,0.62,12.35,4.48,74.85,648
19,180-6546,6546,180,0.0,2.65,76.38,14.57,453
19,180-7232,7232,180,0.0,9.84,41.53,30.05,183
19,180-7250,7250,180,1.58,21.64,24.03,41.77,2593
19,180-8078,8078,180,0.14,19.08,5.74,63.41,697
19,180-8356,8356,180,0.26,11.78,16.75,65.18,382
19,180-9056,9056,180,0.0,19.8,10.89,64.36,101
19,180-9083,9083,180,0.0,14.62,25.25,48.17,301
19,180-9125,9125,180,0.97,16.38,22.17,48.42,1642
19,180-9189,9189,180,0.3,29.97,19.29,46.88,337
19,180-9396,9396,180,0.19,11.06,5.3,69.8,1076
19,190-1176,1176,190,0.0,0.37,79.26,16.3,270
19,190-1752,1752,190,0.0,6.32,69.85,17.88,839
19,190-2356,2356,190,0.0,6.83,48.81,41.98,293
19,190-2793,2793,190,0.0,3.76,29.57,62.9,186
19,190-3362,3362,190,0.0,6.17,64.76,22.91,227
19,190-6263,6263,190,0.0,6.31,63.59,26.7,412
19,190-9033,9033,190,0.0,7.94,66.67,25.4,63
19,220-6657,6657,220,0.0,1.05,41.11,47.39,287
19,220-6658,6658,220,0.75,0.37,65.61,21.68,535
19,230-9226,9226,230,0.0,0.0,75.0,20.0,60
19,240-7176,7176,240,0.0,0.0,81.82,18.18,11
19,240-7180,7180,240,10.53,0.0,78.95,21.05,19
19,250-8168,8168,250,0.84,0.84,77.31,20.17,119
19,260-9100,9100,260,2.7,0.0,64.86,35.14,37
19,270-1252,1252,270,0.0,0.0,81.25,12.5,16
19,290-443,443,290,4.3,3.5,28.98,65.12,1998
19,290-4279,4279,290,4.31,6.9,77.59,12.07,116
19,290-4986,4986,290,0.0,0.0,61.63,36.05,86
19,290-4990,4990,290,2.26,1.13,50.85,42.94,177
19,310-5670,5670,310,0.0,0.0,96.69,0.0,121
19,470-71,71,470,0.0,1.79,75.0,14.29,56
19,470-120,120,470,0.0,0.32,82.52,13.92,309
19,470-226,226,470,0.0,1.98,68.32,14.69,606
19,470-1284,1284,470,0.0,3.7,44.44,48.15,27
19,470-2760,2760,470,0.16,0.49,83.31,10.64,611
19,470-2761,2761,470,0.21,1.45,80.18,12.73,1453
19,470-2964,2964,470,0.0,1.53,78.57,11.22,196
19,470-3192,3192,470,0.4,0.4,42.57,54.22,249
19,470-3194,3194,470,0.0,0.53,66.96,28.62,566
19,470-3196,3196,470,1.0,0.42,63.94,32.47,1198
19,470-4333,4333,470,0.0,1.92,72.12,23.08,104
19,470-5282,5282,470,2.07,1.65,56.68,36.71,1452
19,470-5286,5286,470,0.0,0.79,51.58,43.68,380
19,470-5288,5288,470,0.34,1.69,32.09,60.47,296
19,470-5368,5368,470,0.0,0.8,84.53,9.6,375
19,470-5722,5722,470,1.43,0.48,72.73,22.66,1258
19,470-5730,5730,470,0.0,0.83,79.22,14.96,361
19,470-6010,6010,470,0.3,1.19,14.84,81.6,337
19,470-6276,6276,470,0.54,1.09,58.9,29.76,1287
19,470-6498,6498,470,10.42,1.04,35.42,61.98,192
19,470-7565,7565,470,0.0,3.45,89.66,3.45,29
19,470-7789,7789,470,1.04,1.37,74.84,15.45,1534
19,470-7839,7839,470,6.83,0.98,75.61,18.05,205
19,470-7954,7954,470,2.3,1.21,36.28,58.75,1651
19,470-8055,8055,470,0.51,1.01,76.77,15.66,198
19,470-8903,8903,470,0.0,1.3,41.82,52.23,538
19,470-8927,8927,470,0.0,1.69,54.8,33.33,354
19,470-9430,9430,470,0.0,1.13,72.98,20.08,533
19,480-125,125,480,10.96,0.68,31.85,60.96,292
19,480-441,441,480,0.0,2.79,69.97,14.55,323
19,480-924,924,480,0.52,1.0,66.07,23.15,2302
19,480-930,930,480,3.85,0.96,81.73,8.65,104
19,480-934,934,480,16.47,0.59,68.82,17.65,170
19,480-1066,1066,480,0.0,2.17,64.1,24.82,415
19,480-1070,1070,480,0.7,0.76,71.24,19.75,1711
19,480-1136,1136,480,0.26,1.02,64.45,20.2,391
19,480-1352,1352,480,0.2,0.4,53.44,39.88,494
19,480-1380,1380,480,0.62,1.1,60.85,30.8,1461
19,480-1390,1390,480,0.0,0.65,65.16,24.52,465
19,480-2589,2589,480,0.0,1.53,75.84,7.03,327
19,480-2639,2639,480,0.0,0.95,72.38,17.14,105
19,480-2892,2892,480,0.09,0.6,70.57,12.47,2317
19,480-4496,4496,480,5.79,1.65,28.1,65.29,121
19,480-4878,4878,480,0.0,0.82,47.74,43.42,486
19,480-5306,5306,480,0.0,0.63,78.36,11.97,476
19,480-5999,5999,480,0.32,1.24,77.04,10.43,1860
19,480-6000,6000,480,0.0,1.67,70.33,12.33,300
19,480-6195,6195,480,0.81,0.54,77.3,15.14,370
19,480-6212,6212,480,1.86,1.12,86.25,5.95,269
19,480-6224,6224,480,0.0,2.04,80.77,8.37,442
19,480-6642,6642,480,0.0,1.22,87.8,4.88,82
19,480-6816,6816,480,0.11,0.44,67.84,9.91,908
19,480-8135,8135,480,0.0,0.75,80.15,7.54,398
19,480-8387,8387,480,0.0,0.4,61.29,6.85,248
19,490-1130,1130,490,0.93,0.93,85.05,11.53,321
19,490-1132,1132,490,0.0,1.05,80.1,13.09,191
19,490-1508,1508,490,13.21,1.89,73.58,16.98,53
19,500-1554,1554,500,0.0,0.0,76.92,23.08,13
19,500-4085,4085,500,11.11,2.22,64.44,24.44,45
19,500-4680,4680,500,0.0,1.55,80.41,13.4,194
19,500-7568,7568,500,1.0,0.25,81.55,12.22,401
19,510-4742,4742,510,0.0,0.0,77.19,19.3,57
19,520-1612,1612,520,1.39,0.0,83.33,16.67,72
19,540-1660,1660,540,0.0,0.0,84.48,11.21,116
19,540-4216,4216,540,1.5,0.75,79.78,12.73,267
19,550-1276,1276,550,0.0,0.58,45.93,52.91,172
19,550-1378,1378,550,0.95,0.95,44.94,51.58,316
19,550-6339,6339,550,0.0,1.69,33.9,64.41,59
19,560-7616,7616,560,1.86,0.0,67.08,32.3,161
19,580-250,250,580,3.85,0.0,7.69,92.31,26
19,580-252,252,580,0.0,0.0,4.0,96.0,50
19,640-1398,1398,640,2.38,0.0,14.29,85.71,126
19,740-7880,7880,740,1.39,2.08,22.92,74.31,144
19,770-2058,2058,770,0.0,2.2,59.47,36.12,227
19,860-2091,2091,860,0.0,0.0,83.33,6.67,60
19,860-2092,2092,860,0.72,2.16,92.09,1.44,139
19,870-93,93,870,0.0,0.0,91.67,4.17,24
19,870-1372,1372,870,0.32,0.0,81.61,11.94,310
19,870-1375,1375,870,0.6,0.0,82.04,14.37,167
19,870-2152,2152,870,0.0,0.0,93.75,6.25,16
19,870-2155,2155,870,9.79,0.0,65.73,26.57,143
19,870-2160,2160,870,0.52,0.52,60.63,33.07,381
19,870-2164,2164,870,0.89,0.15,60.95,31.66,676
19,870-2166,2166,870,3.37,1.53,80.67,13.8,326
19,870-4124,4124,870,0.0,0.0,82.47,15.46,97
19,870-4128,4128,870,0.0,0.48,82.3,14.83,209
19,870-6708,6708,870,0.77,1.53,80.46,13.41,261
19,880-10,10,880,4.2,3.09,2.69,88.44,1263
19,880-40,40,880,27.8,17.71,31.61,44.62,446
19,880-67,67,880,28.22,7.43,7.92,80.2,202
19,880-1077,1077,880,1.38,3.03,16.8,71.63,363
19,880-1106,1106,880,0.0,0.0,0.79,98.41,126
19,880-1295,1295,880,4.97,26.2,3.25,58.56,584
19,880-1319,1319,880,0.2,2.17,4.13,91.93,508
19,880-1345,1345,880,15.0,0.0,5.0,90.0,20
19,880-1489,1489,880,19.61,14.51,21.57,56.47,255
19,880-1529,1529,880,0.57,20.57,13.71,53.71,350
19,880-1561,1561,880,28.21,16.79,6.07,68.57,280
19,880-1748,1748,880,35.94,21.79,7.08,64.99,537
19,880-1866,1866,880,0.0,0.0,0.0,100.0,1
19,880-1939,1939,880,2.14,5.71,1.79,89.29,280
19,880-2115,2115,880,0.27,35.89,14.52,40.82,365
19,880-2116,2116,880,2.0,4.0,13.2,75.6,250
19,880-2125,2125,880,1.31,21.57,36.6,30.72,153
19,880-2127,2127,880,0.0,4.96,47.52,29.08,141
19,880-2145,2145,880,0.65,23.01,6.65,57.05,617
19,880-2167,2167,880,0.86,4.74,26.72,59.91,232
19,880-2175,2175,880,3.16,15.79,6.74,73.68,475
19,880-2181,2181,880,0.57,22.06,6.3,57.88,349
19,880-2183,2183,880,0.6,5.21,22.62,61.9,672
19,880-2184,2184,880,0.87,4.24,69.65,14.45,1038
19,880-2185,2185,880,0.48,26.6,24.2,36.06,624
19,880-2186,2186,880,0.0,14.01,50.0,26.37,364
19,880-2188,2188,880,18.71,34.69,9.86,50.0,294
19,880-2209,2209,880,2.06,13.05,2.36,79.78,1019
19,880-2218,2218,880,0.55,28.18,13.54,50.0,362
19,880-2223,2223,880,1.55,21.43,4.35,71.74,322
19,880-2227,2227,880,0.76,33.97,29.39,27.48,262
19,880-2228,2228,880,0.22,12.86,42.79,33.92,451
19,880-2241,2241,880,1.71,19.45,40.61,27.99,293
19,880-2244,2244,880,0.66,1.82,4.48,85.9,603
19,880-2398,2398,880,0.62,18.55,47.37,23.92,2905
19,880-2641,2641,880,18.56,2.22,7.48,86.7,361
19,880-2726,2726,880,33.91,22.07,16.15,56.23,811
19,880-2755,2755,880,20.0,20.0,20.0,60.0,5
19,880-2757,2757,880,3.89,15.37,5.83,76.15,566
19,880-2994,2994,880,7.38,17.45,26.85,48.99,149
19,880-3000,3000,880,36.2,8.6,5.88,79.19,221
19,880-3378,3378,880,2.52,22.84,33.58,32.09,1471
19,880-3540,3540,880,3.54,8.08,33.84,48.48,198
19,880-3600,3600,880,0.32,7.37,13.46,71.79,312
19,880-3605,3605,880,1.53,2.29,27.48,59.54,131
19,880-3639,3639,880,1.2,6.43,51.81,32.13,249
19,880-3647,3647,880,0.0,9.21,2.63,83.55,152
19,880-3699,3699,880,14.29,24.29,12.14,57.86,140
19,880-3746,3746,880,1.27,21.75,24.86,42.23,708
19,880-3987,3987,880,0.0,23.48,41.67,24.24,132
19,880-3990,3990,880,2.42,21.26,38.97,30.6,621
19,880-4140,4140,880,0.0,22.05,2.05,73.33,195
19,880-4381,4381,880,0.85,1.13,3.68,88.1,353
19,880-4444,4444,880,2.72,3.12,11.99,75.46,1251
19,880-4494,4494,880,19.33,25.33,7.33,59.33,150
19,880-4507,4507,880,0.33,19.33,5.33,66.67,300
19,880-4509,4509,880,0.77,19.6,4.59,68.91,653
19,880-4513,4513,880,0.0,4.76,5.4,86.35,315
19,880-4730,4730,880,0.38,1.9,1.52,94.86,525
19,880-4732,4732,880,0.4,2.82,0.4,95.97,248
19,880-4795,4795,880,1.05,1.76,10.72,79.26,569
19,880-5044,5044,880,10.95,35.77,4.38,55.47,137
19,880-5255,5255,880,3.64,9.82,8.73,74.18,275
19,880-5448,5448,880,2.44,36.34,4.15,54.15,410
19,880-5605,5605,880,3.21,22.48,5.26,61.68,1370
19,880-5685,5685,880,3.33,18.0,1.33,74.67,150
19,880-5826,5826,880,0.21,8.88,53.07,27.27,473
19,880-5844,5844,880,11.4,37.31,12.95,41.45,193
19,880-5897,5897,880,0.0,10.68,64.59,13.53,946
19,880-5973,5973,880,0.82,25.1,25.93,41.98,243
19,880-6088,6088,880,1.56,31.25,12.5,45.31,64
19,880-6098,6098,880,0.0,19.26,43.03,23.77,244
19,880-6239,6239,880,3.2,29.18,6.94,58.01,562
19,880-6308,6308,880,26.06,7.75,2.11,84.51,142
19,880-6314,6314,880,1.83,7.95,15.78,70.2,1584
19,880-6350,6350,880,1.72,7.65,1.58,88.92,758
19,880-6368,6368,880,0.61,18.84,36.37,35.46,987
19,880-6479,6479,880,0.0,18.97,44.83,25.86,58
19,880-6508,6508,880,0.99,37.13,9.41,40.59,202
19,880-6509,6509,880,5.33,8.8,48.8,32.8,375
19,880-6970,6970,880,0.0,29.87,8.23,47.19,231
19,880-7045,7045,880,0.83,25.83,14.58,34.58,240
19,880-7163,7163,880,7.51,25.82,8.45,62.91,213
19,880-7188,7188,880,33.09,15.83,2.88,71.94,139
19,880-7246,7246,880,27.33,6.83,3.11,85.09,161
19,880-7361,7361,880,19.19,10.47,5.81,76.74,172
19,880-7926,7926,880,2.01,2.01,2.51,91.46,199
19,880-7942,7942,880,0.66,3.72,31.95,58.64,457
19,880-7972,7972,880,0.0,0.6,84.43,8.38,167
19,880-7973,7973,880,0.85,15.92,6.37,69.85,471
19,880-8085,8085,880,1.87,1.87,3.37,91.39,267
19,880-8086,8086,880,1.33,15.17,37.72,33.9,1885
19,880-8132,8132,880,3.19,0.0,1.06,97.87,94
19,880-8145,8145,880,7.35,1.63,4.9,91.84,245
19,880-8347,8347,880,5.24,4.49,3.24,90.52,401
19,880-8787,8787,880,0.0,12.5,54.17,26.04,96
19,880-8822,8822,880,1.59,18.3,37.09,35.29,1448
19,880-8995,8995,880,8.36,22.19,3.75,69.16,347
19,880-9336,9336,880,0.92,3.67,3.21,91.28,218
19,880-9389,9389,880,0.0,1.56,1.95,91.8,256
19,880-9390,9390,880,1.2,5.98,3.59,87.65,251
19,880-9548,9548,880,5.08,44.07,6.78,32.2,59
19,880-9623,9623,880,0.0,18.71,64.75,11.51,139
19,880-9639,9639,880,0.95,0.38,0.57,97.35,528
19,880-9693,9693,880,2.68,8.48,5.06,82.44,672
19,880-9702,9702,880,3.22,5.54,4.38,86.73,776
19,880-9730,9730,880,0.36,17.2,9.68,65.95,279
19,880-9735,9735,880,2.87,16.27,4.31,76.56,209
19,880-9753,9753,880,42.86,0.0,14.29,71.43,7
19,890-2216,2216,890,2.5,0.0,87.5,5.83,120
19,900-11,11,900,0.59,0.0,83.53,9.41,170
19,900-79,79,900,0.0,0.0,81.31,9.35,107
19,900-135,135,900,0.0,2.34,80.37,7.01,214
19,900-201,201,900,3.9,1.3,74.46,18.61,231
19,900-215,215,900,0.0,1.17,75.29,7.46,429
19,900-264,264,900,0.0,0.72,76.51,13.54,975
19,900-267,267,900,0.0,0.99,73.6,17.49,909
19,900-1367,1367,900,1.09,1.64,75.89,14.89,2377
19,900-1503,1503,900,0.37,1.91,72.78,15.17,2465
19,900-1512,1512,900,0.0,0.73,62.77,11.68,137
19,900-1555,1555,900,0.0,0.0,85.85,9.43,106
19,900-1579,1579,900,0.0,2.22,71.85,13.33,135
19,900-1873,1873,900,0.0,0.61,76.07,7.98,163
19,900-2012,2012,900,0.0,3.55,68.59,15.54,901
19,900-2226,2226,900,0.0,0.93,74.56,17.03,963
19,900-2230,2230,900,0.92,1.4,75.05,15.97,2072
19,900-2338,2338,900,7.23,1.28,73.62,15.74,235
19,900-3327,3327,900,0.0,0.0,41.67,41.67,12
19,900-3847,3847,900,1.8,3.42,10.45,84.14,555
19,900-3980,3980,900,0.32,2.06,70.29,16.25,1895
19,900-3995,3995,900,8.31,5.06,21.46,69.89,890
19,900-4271,4271,900,0.33,1.12,78.72,11.86,2411
19,900-5225,5225,900,0.0,2.22,71.11,11.11,45
19,900-5259,5259,900,0.08,0.84,67.82,11.2,1187
19,900-5405,5405,900,1.79,0.0,82.14,14.29,56
19,900-5997,5997,900,0.0,0.0,81.33,10.67,75
19,900-6019,6019,900,0.0,1.12,73.6,15.73,178
19,900-6164,6164,900,0.0,0.33,76.68,13.03,1205
19,900-6165,6165,900,0.0,0.73,78.59,10.93,2480
19,900-6365,6365,900,0.0,0.78,70.78,13.28,640
19,900-6719,6719,900,0.0,1.44,73.56,16.83,208
19,900-6772,6772,900,0.0,0.75,80.03,12.07,671
19,900-6773,6773,900,0.0,2.44,71.4,17.58,944
19,900-7047,7047,900,0.0,1.75,76.02,10.53,171
19,900-7118,7118,900,0.07,1.06,78.54,12.43,1505
19,900-7244,7244,900,0.28,0.57,80.17,11.33,353
19,900-7245,7245,900,0.11,0.95,77.72,13.41,947
19,900-7435,7435,900,0.0,0.9,77.01,9.36,2436
19,900-7448,7448,900,0.0,0.79,80.31,9.65,1016
19,900-8847,8847,900,0.41,1.0,77.12,11.42,2190
19,900-9397,9397,900,0.0,0.0,75.29,15.29,85
19,910-39,39,910,1.75,0.0,27.62,70.98,286
19,910-205,205,910,16.6,0.77,27.8,66.8,259
19,910-604,604,910,0.47,0.85,42.87,52.22,1059
19,910-793,793,910,0.0,0.0,26.19,70.0,210
19,910-861,861,910,0.0,0.0,39.29,53.57,28
19,910-2340,2340,910,0.0,0.0,92.41,6.33,79
19,910-2350,2350,910,1.14,0.09,45.01,50.62,1053
19,910-2355,2355,910,0.0,0.0,69.3,28.95,228
19,910-2643,2643,910,0.0,0.0,32.35,64.71,34
19,910-5742,5742,910,0.93,1.39,36.57,58.8,216
19,910-9061,9061,910,0.0,0.0,95.88,0.59,170
19,910-9701,9701,910,4.76,0.0,58.73,39.68,63
19,920-2572,2572,920,0.0,0.93,87.85,1.87,107
19,920-2604,2604,920,0.0,0.32,82.69,13.78,312
19,920-2608,2608,920,0.86,0.49,86.31,10.27,818
19,920-3236,3236,920,9.23,1.54,80.0,16.92,65
19,930-4726,4726,930,0.0,0.0,83.93,16.07,56
19,930-4728,4728,930,0.0,1.18,75.29,21.18,85
19,940-7918,7918,940,2.0,0.0,82.0,12.0,50
19,940-7922,7922,940,0.95,0.0,81.9,10.48,105
19,950-2574,2574,950,0.0,0.0,88.0,6.67,150
19,960-48,48,960,0.0,0.0,88.24,11.76,17
19,970-1215,1215,970,0.0,3.26,80.43,14.13,92
19,970-1218,1218,970,0.0,6.25,80.11,10.8,176
19,980-369,369,980,0.29,8.93,10.09,74.93,347
19,980-469,469,980,1.15,9.58,9.39,77.2,522
19,980-1306,1306,980,0.88,18.58,21.24,45.43,339
19,980-3522,3522,980,0.19,14.5,26.55,47.08,531
19,980-3806,3806,980,2.98,19.43,20.25,49.52,1343
19,980-3870,3870,980,16.52,11.3,25.22,50.43,115
19,980-4378,4378,980,0.0,10.23,33.4,43.01,479
19,980-4379,4379,980,0.0,7.65,37.65,42.65,340
19,980-5763,5763,980,0.0,0.0,74.68,20.13,154
19,980-6162,6162,980,0.0,13.33,20.89,55.11,225
19,980-6686,6686,980,0.6,20.24,23.21,46.23,504
19,980-7882,7882,980,3.62,23.33,18.12,46.1,1076
19,990-4394,4394,990,0.15,8.93,45.54,30.26,661
19,990-5033,5033,990,0.0,16.67,27.78,38.89,18
19,990-5841,5841,990,1.62,11.25,45.47,31.24,1546
19,990-8178,8178,990,1.13,9.05,46.83,31.0,442
19,990-9294,9294,990,0.16,9.09,49.22,27.74,638
19,990-9560,9560,990,15.04,7.08,42.48,38.94,113
19,990-9566,9566,990,2.57,10.39,45.21,28.55,1597
19,1000-203,203,1000,3.88,10.68,46.6,31.55,206
19,1000-1332,1332,1000,0.0,17.28,44.85,22.76,602
19,1000-3106,3106,1000,0.12,9.6,48.72,27.7,823
19,1000-3110,3110,1000,0.36,14.15,46.9,25.52,2241
19,1010-269,269,1010,5.08,3.48,62.3,25.94,374
19,1010-517,517,1010,0.0,0.0,77.14,10.0,70
19,1010-871,871,1010,5.45,6.44,53.96,28.22,202
19,1010-1616,1616,1010,2.17,3.48,69.57,16.96,230
19,1010-1870,1870,1010,1.57,4.84,60.9,26.22,1716
19,1010-1885,1885,1010,21.94,6.45,42.58,41.72,465
19,1010-2202,2202,1010,1.61,7.24,54.67,26.59,2486
19,1010-2400,2400,1010,0.35,4.93,53.17,27.11,284
19,1010-2528,2528,1010,7.6,10.23,40.64,38.3,342
19,1010-3360,3360,1010,0.67,11.58,41.87,37.42,449
19,1010-4070,4070,1010,0.19,3.4,73.35,16.26,529
19,1010-4090,4090,1010,0.24,8.21,47.34,34.54,414
19,1010-4424,4424,1010,0.0,6.1,65.19,19.74,770
19,1010-5146,5146,1010,12.34,13.12,32.55,43.83,381
19,1010-5948,5948,1010,4.24,12.39,33.26,44.9,1864
19,1010-6306,6306,1010,0.55,11.5,43.43,35.4,548
19,1010-6680,6680,1010,2.26,10.83,45.86,34.49,1995
19,1010-7523,7523,1010,0.0,8.5,49.8,30.57,494
19,1010-7556,7556,1010,0.0,8.53,45.88,31.18,680
19,1010-8457,8457,1010,0.79,12.99,26.97,52.56,508
