year,mergecode,lowincome
18,130-5934,47.6
18,130-6225,15.9
18,130-6625,67.4
18,130-6820,23.0
18,130-6955,6.3
18,130-7102,52.7
18,130-7116,72.4
18,130-7158,74.2
18,130-7277,40.4
18,130-7476,11.1
18,130-7514,17.6
18,130-7559,47.0
18,130-8020,40.8
18,130-8380,52.4
18,130-8394,51.9
18,130-8848,27.9
18,130-8850,27.2
18,130-8887,24.3
18,130-9108,73.2
18,130-9200,17.9
18,130-9624,6.6
18,140-298,6.0
18,140-752,7.5
18,140-1382,39.0
18,140-2382,63.7
18,140-2804,22.2
18,140-2926,75.7
18,140-3472,35.0
18,140-3930,12.0
18,140-3950,16.5
18,140-4316,12.2
18,140-4447,9.0
18,140-5224,24.4
18,140-5229,3.9
18,140-5233,16.2
18,140-5236,5.6
18,140-5572,19.6
18,140-5574,19.4
18,140-6814,13.1
18,140-7518,8.2
18,140-7606,6.0
18,140-8064,30.1
18,140-9600,6.2
18,170-2136,50.6
18,170-2140,52.1
18,180-126,65.6
18,180-213,68.7
18,180-214,88.1
18,180-219,42.9
18,180-310,71.7
18,180-458,61.2
18,180-464,80.2
18,180-465,34.6
18,180-914,90.1
18,180-1458,73.3
18,180-1470,74.9
18,180-1720,71.5
18,180-1800,58.1
18,180-1948,85.8
18,180-2095,56.4
18,180-2114,63.9
18,180-2384,85.5
18,180-2618,95.1
18,180-2673,68.9
18,180-2998,82.2
18,180-3272,89.6
18,180-3354,64.5
18,180-3471,59.8
18,180-4024,75.7
18,180-4270,76.5
18,180-4426,79.6
18,180-4646,94.6
18,180-4970,83.6
18,180-4973,84.9
18,180-5298,75.6
18,180-5361,88.2
18,180-6068,86.2
18,180-6160,67.3
18,180-6189,37.7
18,180-6310,84.9
18,180-6546,8.9
18,180-6728,87.8
18,180-6758,86.4
18,180-6869,90.4
18,180-7232,25.4
18,180-7233,88.8
18,180-7250,47.6
18,180-7558,78.6
18,180-7865,50.3
18,180-7932,88.9
18,180-8078,86.8
18,180-8356,59.9
18,180-8858,82.3
18,180-9053,81.3
18,180-9056,80.4
18,180-9059,65.8
18,180-9060,87.1
18,180-9083,45.5
18,180-9125,48.1
18,180-9140,87.6
18,180-9189,61.4
18,180-9396,89.0
18,180-9514,81.1
18,180-9756,79.1
18,190-1168,48.7
18,190-1176,47.2
18,190-1752,22.6
18,190-2356,69.4
18,190-3362,29.6
18,190-6241,31.1
18,190-6263,27.6
18,220-6652,56.4
18,220-6657,52.7
18,220-6658,44.9
18,220-6679,56.5
18,230-9222,64.8
18,230-9226,50.0
18,250-8160,72.5
18,250-8168,55.8
18,290-443,98.1
18,290-1812,80.1
18,290-4279,35.3
18,290-4990,70.1
18,310-5666,51.5
18,310-5670,58.1
18,470-60,16.9
18,470-61,43.0
18,470-71,6.9
18,470-120,10.7
18,470-226,17.3
18,470-875,3.1
18,470-878,8.1
18,470-1148,51.3
18,470-1245,30.9
18,470-1284,18.1
18,470-1434,33.9
18,470-1844,87.1
18,470-2343,35.7
18,470-2758,14.9
18,470-2760,8.4
18,470-2761,9.9
18,470-2912,19.1
18,470-2964,13.0
18,470-3192,57.4
18,470-3194,25.5
18,470-3196,27.2
18,470-4202,22.7
18,470-4278,93.8
18,470-4333,16.3
18,470-5181,7.5
18,470-5282,39.0
18,470-5284,36.8
18,470-5286,46.4
18,470-5288,77.7
18,470-5364,11.7
18,470-5368,12.9
18,470-5722,18.7
18,470-5726,17.8
18,470-5730,18.1
18,470-6010,85.1
18,470-6156,79.9
18,470-6274,6.6
18,470-6276,26.7
18,470-6404,86.5
18,470-6498,44.6
18,470-7157,18.2
18,470-7464,88.4
18,470-7584,55.1
18,470-7789,16.6
18,470-7839,22.8
18,470-7954,48.2
18,470-8903,51.1
18,470-8927,39.7
18,470-9430,26.9
18,480-125,61.2
18,480-441,13.6
18,480-872,30.7
18,480-919,13.8
18,480-924,22.6
18,480-934,39.8
18,480-1066,27.0
18,480-1070,14.4
18,480-1136,26.4
18,480-1352,40.0
18,480-1380,25.5
18,480-1390,22.8
18,480-1725,6.7
18,480-1842,55.1
18,480-1883,19.4
18,480-1996,26.2
18,480-2240,5.8
18,480-2552,21.6
18,480-2589,5.8
18,480-2639,8.5
18,480-2702,53.1
18,480-2892,10.7
18,480-2940,11.5
18,480-2970,8.2
18,480-3022,8.9
18,480-3882,11.3
18,480-4792,20.1
18,480-4874,22.3
18,480-4878,40.9
18,480-5302,12.0
18,480-5306,11.4
18,480-5606,36.4
18,480-5999,7.1
18,480-6000,14.0
18,480-6195,24.0
18,480-6208,26.6
18,480-6212,24.8
18,480-6224,8.6
18,480-6642,4.9
18,480-6816,8.2
18,480-6962,42.3
18,480-7528,27.8
18,480-7592,71.0
18,480-8135,4.7
18,480-8978,56.3
18,480-9544,30.4
18,490-1130,24.0
18,490-1132,37.9
18,490-4306,37.2
18,500-4680,46.5
18,500-5268,39.8
18,500-7568,34.2
18,510-4738,48.7
18,510-4742,50.8
18,520-1608,54.5
18,520-1612,48.5
18,540-1660,31.2
18,540-3385,17.3
18,540-4212,44.8
18,540-4216,20.8
18,540-4700,17.7
18,550-1276,70.4
18,550-1378,63.8
18,550-4836,65.8
18,550-5422,77.1
18,560-7612,59.1
18,560-7616,48.0
18,580-248,67.0
18,580-252,53.6
18,640-1398,91.8
18,740-7880,84.5
18,770-2054,61.0
18,770-2058,44.2
18,860-2088,60.1
18,860-2091,49.3
18,860-2092,41.7
18,870-1372,42.2
18,870-1375,51.4
18,870-1952,37.7
18,870-2155,57.3
18,870-2160,62.5
18,870-2164,45.4
18,870-2166,48.9
18,870-3330,65.0
18,870-4124,52.5
18,870-4128,45.4
18,870-4182,59.5
18,870-5154,67.9
18,870-6700,55.9
18,870-6708,40.9
18,880-10,91.8
18,880-67,80.6
18,880-99,79.5
18,880-220,95.2
18,880-388,26.6
18,880-408,52.8
18,880-418,86.5
18,880-650,84.1
18,880-964,35.3
18,880-1056,7.1
18,880-1076,36.4
18,880-1077,75.3
18,880-1106,84.5
18,880-1295,82.2
18,880-1319,80.5
18,880-1324,11.5
18,880-1345,87.0
18,880-1400,49.8
18,880-1489,77.7
18,880-1528,93.0
18,880-1529,58.8
18,880-1561,65.2
18,880-1748,55.8
18,880-1774,92.0
18,880-1785,90.9
18,880-1816,83.3
18,880-1846,90.1
18,880-1908,11.2
18,880-1928,94.8
18,880-2115,69.4
18,880-2116,85.5
18,880-2125,67.3
18,880-2127,18.3
18,880-2129,64.9
18,880-2145,72.7
18,880-2167,47.3
18,880-2174,61.5
18,880-2175,79.8
18,880-2181,78.8
18,880-2183,60.8
18,880-2184,10.6
18,880-2185,53.3
18,880-2186,44.5
18,880-2188,90.0
18,880-2205,93.4
18,880-2207,23.2
18,880-2209,89.1
18,880-2218,63.5
18,880-2223,91.0
18,880-2227,38.8
18,880-2228,44.5
18,880-2241,43.6
18,880-2244,88.9
18,880-2258,93.9
18,880-2349,89.6
18,880-2364,95.2
18,880-2398,32.4
18,880-2506,27.0
18,880-2641,88.4
18,880-2652,82.5
18,880-2726,68.6
18,880-2755,83.5
18,880-2757,83.7
18,880-3032,92.9
18,880-3340,86.6
18,880-3378,55.1
18,880-3478,92.4
18,880-3512,94.9
18,880-3540,58.1
18,880-3600,81.8
18,880-3605,60.8
18,880-3639,42.2
18,880-3641,80.1
18,880-3647,91.5
18,880-3698,10.6
18,880-3699,74.7
18,880-3704,89.8
18,880-3746,69.0
18,880-3987,39.7
18,880-3990,53.7
18,880-3991,14.0
18,880-4049,61.1
18,880-4074,83.8
18,880-4140,94.4
18,880-4213,28.0
18,880-4253,34.1
18,880-4381,92.7
18,880-4383,65.7
18,880-4444,76.8
18,880-4498,79.1
18,880-4500,82.2
18,880-4507,86.4
18,880-4509,86.2
18,880-4730,95.0
18,880-4732,94.1
18,880-4782,90.8
18,880-4795,83.5
18,880-5158,20.1
18,880-5255,92.7
18,880-5342,50.5
18,880-5448,90.0
18,880-5578,84.4
18,880-5605,80.6
18,880-5621,72.4
18,880-5644,90.7
18,880-5685,94.5
18,880-5702,52.6
18,880-5716,79.3
18,880-5826,48.3
18,880-5844,84.3
18,880-5897,17.4
18,880-5973,63.3
18,880-6002,77.4
18,880-6088,76.5
18,880-6098,50.0
18,880-6239,87.1
18,880-6254,93.2
18,880-6314,76.8
18,880-6350,95.3
18,880-6368,48.4
18,880-6397,37.2
18,880-6479,31.9
18,880-6508,73.7
18,880-6509,39.3
18,880-6676,46.6
18,880-6754,17.2
18,880-6957,88.7
18,880-6970,85.4
18,880-7045,94.5
18,880-7163,76.3
18,880-7188,73.0
18,880-7241,78.4
18,880-7243,32.6
18,880-7361,65.6
18,880-7471,90.7
18,880-7496,69.1
18,880-7554,71.1
18,880-7578,76.0
18,880-7694,94.2
18,880-7942,52.5
18,880-7972,5.2
18,880-7973,82.2
18,880-8053,78.2
18,880-8054,81.4
18,880-8085,94.0
18,880-8086,58.7
18,880-8131,88.6
18,880-8138,31.5
18,880-8145,84.4
18,880-8222,14.2
18,880-8232,74.4
18,880-8242,7.8
18,880-8347,91.5
18,880-8401,87.9
18,880-8422,93.5
18,880-8453,6.1
18,880-8776,28.6
18,880-8787,35.6
18,880-8822,49.4
18,880-8888,76.5
18,880-8945,81.2
18,880-8970,23.8
18,880-8995,73.7
18,880-9389,94.8
18,880-9425,11.0
18,880-9548,89.6
18,880-9623,15.4
18,880-9639,92.6
18,880-9693,96.4
18,880-9702,96.8
18,880-9730,82.3
18,880-9735,90.7
18,890-2216,53.2
18,890-7764,60.4
18,900-11,7.7
18,900-12,26.5
18,900-135,2.0
18,900-201,14.6
18,900-215,5.0
18,900-264,11.0
18,900-265,15.9
18,900-266,7.6
18,900-267,20.0
18,900-354,22.1
18,900-651,9.5
18,900-1131,7.2
18,900-1362,31.2
18,900-1367,12.7
18,900-1503,12.8
18,900-1512,5.2
18,900-1555,4.6
18,900-1579,5.4
18,900-1899,5.3
18,900-1925,13.1
18,900-1934,9.2
18,900-2012,14.5
18,900-2226,17.2
18,900-2230,14.7
18,900-2232,17.8
18,900-2233,22.4
18,900-2234,12.5
18,900-2338,12.3
18,900-2656,8.2
18,900-2952,16.3
18,900-2954,10.4
18,900-2965,13.4
18,900-3138,11.1
18,900-3172,11.1
18,900-3241,7.9
18,900-3327,12.2
18,900-3847,79.0
18,900-3863,80.9
18,900-3928,5.2
18,900-3980,14.6
18,900-3995,64.2
18,900-4271,8.8
18,900-4292,17.1
18,900-4980,16.0
18,900-5045,17.4
18,900-5259,5.2
18,900-5607,7.7
18,900-5745,13.1
18,900-5997,7.0
18,900-6019,6.5
18,900-6152,8.4
18,900-6164,7.0
18,900-6165,5.4
18,900-6365,6.9
18,900-6396,9.4
18,900-6406,9.5
18,900-6719,9.9
18,900-6772,11.1
18,900-6773,17.5
18,900-6938,8.0
18,900-6940,26.9
18,900-6961,21.8
18,900-7096,9.9
18,900-7118,10.6
18,900-7134,7.5
18,900-7245,8.7
18,900-7297,4.0
18,900-7319,7.1
18,900-7435,3.6
18,900-7448,4.6
18,900-7562,4.9
18,900-7610,15.7
18,900-7718,50.4
18,900-8106,7.7
18,900-8126,47.7
18,900-8382,4.7
18,900-8847,6.0
18,900-8897,12.0
18,900-9397,3.5
18,900-9592,5.2
18,910-37,39.3
18,910-38,10.5
18,910-39,44.2
18,910-205,40.5
18,910-471,76.5
18,910-604,33.5
18,910-793,51.2
18,910-2346,38.1
18,910-2350,28.3
18,910-2355,19.3
18,910-2530,48.7
18,910-3710,63.6
18,910-4838,75.6
18,910-5742,46.5
18,910-7296,24.8
18,920-2572,13.6
18,920-2604,19.5
18,920-2608,15.4
18,920-3236,45.5
18,920-7517,26.2
18,920-7925,17.1
18,930-4724,38.4
18,930-4726,38.4
18,930-4728,33.8
18,940-7914,40.7
18,940-7918,43.7
18,940-7922,34.4
18,950-2570,29.7
18,950-2574,19.6
18,970-1210,47.2
18,970-1215,51.0
18,970-1218,44.3
18,980-369,92.5
18,980-469,90.7
18,980-1000,88.1
18,980-1306,94.0
18,980-1383,90.9
18,980-3392,85.9
18,980-3522,80.2
18,980-3806,78.8
18,980-4378,34.3
18,980-4379,48.4
18,980-4380,42.6
18,980-5763,22.7
18,980-6018,86.9
18,980-6162,72.3
18,980-6460,80.8
18,980-6578,58.6
18,980-6686,84.9
18,980-6936,85.5
18,980-7611,80.0
18,980-7882,75.5
18,980-8034,59.6
18,980-8337,85.0
18,980-8350,86.9
18,980-8923,78.6
18,980-9602,81.9
18,990-3234,52.8
18,990-4346,53.5
18,990-4394,44.5
18,990-5602,37.9
18,990-5841,35.2
18,990-6952,66.6
18,990-8122,51.9
18,990-8178,51.3
18,990-8392,45.3
18,990-9294,45.4
18,990-9334,50.5
18,990-9560,63.9
18,990-9562,55.0
18,990-9566,39.0
18,1000-203,69.7
18,1000-1332,56.2
18,1000-1334,62.3
18,1000-3027,36.0
18,1000-3102,75.5
18,1000-3106,51.7
18,1000-3108,49.3
18,1000-3110,46.5
18,1000-4474,41.3
18,1000-6138,55.5
18,1000-6338,53.4
18,1000-9610,50.3
18,1010-269,52.4
18,1010-452,64.6
18,1010-517,16.3
18,1010-871,61.8
18,1010-1032,76.2
18,1010-1126,22.6
18,1010-1340,81.5
18,1010-1613,16.8
18,1010-1616,36.1
18,1010-1625,59.7
18,1010-1798,71.0
18,1010-1870,45.7
18,1010-1885,42.6
18,1010-2202,41.1
18,1010-2400,54.8
18,1010-2510,84.8
18,1010-2528,80.3
18,1010-3175,25.8
18,1010-3218,67.0
18,1010-3360,87.7
18,1010-3470,49.7
18,1010-3592,69.3
18,1010-3890,89.8
18,1010-3920,77.3
18,1010-4070,39.4
18,1010-4090,75.6
18,1010-4138,54.6
18,1010-4358,82.3
18,1010-4424,33.1
18,1010-4530,62.6
18,1010-5146,47.0
18,1010-5404,67.0
18,1010-5576,80.4
18,1010-5604,56.8
18,1010-5610,32.6
18,1010-5878,68.4
18,1010-5948,75.1
18,1010-5988,90.0
18,1010-6306,74.5
18,1010-6680,55.6
18,1010-6856,64.1
18,1010-7228,91.5
18,1010-7482,87.2
18,1010-7513,49.9
18,1010-7523,65.4
18,1010-7556,67.2
18,1010-7705,34.4
18,1010-8246,25.1
18,1010-8346,40.0
18,1010-8457,88.0
18,1010-8466,55.7
18,1010-8902,43.9
18,1010-9404,61.6
18,1010-9445,84.4
18,1010-9618,84.8
18,1010-9660,88.3
18,1020-1582,21.2
18,1020-1588,12.3
18,1020-1590,10.4
18,1020-1592,8.1
18,1020-1604,45.4
18,1020-3482,12.9
18,1020-6953,14.0
18,1020-9051,21.8
18,1020-9057,23.0
18,1030-5460,33.9
18,1030-5464,21.8
18,1030-5468,25.2
18,1030-9010,42.6
18,1040-17,17.4
18,1040-19,6.3
18,1040-74,8.3
18,1040-76,12.4
18,1040-209,24.6
18,1040-249,13.9
18,1040-1615,3.9
18,1040-1627,6.0
18,1040-1629,5.9
18,1040-1630,2.6
18,1040-1921,8.4
18,1040-1929,6.9
18,1040-2195,7.6
18,1040-2248,28.0
18,1040-2358,16.8
18,1040-2524,13.1
18,1040-2800,17.7
18,1040-3104,24.1
18,1040-3238,29.4
18,1040-3985,36.5
18,1040-5126,12.9
18,1040-6140,20.9
18,1040-6158,8.1
18,1040-6937,6.7
18,1040-6960,48.7
18,1040-7159,28.9
18,1040-7240,14.7
18,1040-7247,10.0
18,1040-7460,23.7
18,1040-8813,11.4
18,1040-8851,16.7
18,1040-9714,9.3
18,1050-2638,65.9
18,1050-2640,62.7
18,1050-2642,55.9
18,1060-6898,34.4
18,1060-6900,22.7
18,1060-6902,27.4
18,1070-3758,57.2
18,1070-6701,72.2
18,1080-3539,8.9
18,1080-4686,9.0
18,1080-5093,4.4
18,1080-5096,11.2
18,1080-5098,8.4
18,1080-5100,6.5
18,1080-6678,6.2
18,1080-6682,26.1
18,1110-101,20.2
18,1110-555,3.8
18,1110-1618,62.5
18,1110-2877,12.9
18,1110-2902,37.6
18,1110-2906,25.0
18,1110-2908,20.5
18,1110-3475,46.9
18,1110-4102,48.5
18,1110-4251,13.1
18,1110-5779,14.0
18,1110-6483,43.7
18,1110-6653,22.1
18,1110-6810,30.8
18,1110-6821,13.3
18,1110-6935,12.6
18,1110-7317,39.6
18,1110-7339,19.9
18,1110-7463,15.7
18,1110-7613,39.2
18,1110-7960,33.0
18,1110-8010,26.2
18,1110-8266,36.1
18,1110-8791,24.1
18,1110-9706,23.5
18,1120-2514,66.0
18,1120-2526,73.3
18,1130-5850,55.5
18,1130-5854,49.4
18,1140-1262,62.4
18,1140-1266,45.8
18,1140-3802,71.5
18,1140-5166,69.3
18,1140-5704,62.5
18,1140-6752,32.1
18,1140-7950,51.4
18,1140-9248,72.2
18,1150-3002,52.9
18,1150-3224,61.0
18,1150-3226,57.0
18,1150-6858,55.0
18,1160-3220,64.9
18,1160-3228,53.3
18,1180-429,14.1
18,1180-560,47.9
18,1180-561,42.5
18,1180-570,41.6
18,1180-1006,58.0
18,1180-1296,51.1
18,1180-2063,59.8
18,1180-3460,60.7
18,1180-3464,50.9
18,1180-3468,32.1
18,1180-7298,46.1
18,1180-7422,50.3
18,1180-8038,45.5
18,1195-65,34.5
18,1195-2573,52.7
18,1195-3281,52.0
18,1195-3967,63.8
18,1195-4510,41.5
18,1195-7356,58.5
18,1195-7360,40.1
18,1195-7388,45.1
18,1195-7890,44.4
18,1195-9231,71.9
18,1220-3578,61.8
18,1220-3585,62.2
18,1220-3586,52.6
18,1220-8274,59.1
18,1330-1632,41.3
18,1330-1634,32.1
18,1340-9420,38.1
18,1340-9422,48.7
18,1350-2376,24.3
18,1350-3182,18.0
18,1350-3556,37.9
18,1350-5864,16.3
18,1360-1447,5.5
18,1360-2006,5.9
18,1360-3690,39.3
18,1360-3694,25.3
18,1360-3697,36.9
18,1380-4899,34.1
18,1390-63,85.1
18,1390-3306,76.9
18,1390-9212,68.8
18,1400-4860,61.5
18,1400-4864,46.2
18,1410-6358,55.2
18,1420-30,38.6
18,1420-33,48.2
18,1420-34,36.1
18,1420-108,83.1
18,1420-109,83.6
18,1420-148,69.8
18,1420-370,65.5
18,1420-378,25.2
18,1420-491,27.6
18,1420-660,43.7
18,1420-664,42.1
18,1420-694,23.3
18,1420-724,59.7
18,1420-951,26.5
18,1420-952,5.0
18,1420-965,61.5
18,1420-1238,46.0
18,1420-1318,51.7
18,1420-1451,25.9
18,1420-1522,11.8
18,1420-1730,15.6
18,1420-1790,40.6
18,1420-1861,40.3
18,1420-1864,19.9
18,1420-1876,22.7
18,1420-1880,13.3
18,1420-1886,13.4
18,1420-1976,56.9
18,1420-2093,14.4
18,1420-2120,4.8
18,1420-2130,14.1
18,1420-2189,33.3
18,1420-2194,15.9
18,1420-2288,20.5
18,1420-2300,27.9
18,1420-2322,42.6
18,1420-2496,86.3
18,1420-2550,89.3
18,1420-2616,14.2
18,1420-2799,16.0
18,1420-2820,69.1
18,1420-2832,8.7
18,1420-2836,7.5
18,1420-2866,6.4
18,1420-2946,67.9
18,1420-2963,18.6
18,1420-3025,73.0
18,1420-3088,71.2
18,1420-3201,21.9
18,1420-3216,46.9
18,1420-3393,4.4
18,1420-3450,62.1
18,1420-3502,21.8
18,1420-3536,15.1
18,1420-3622,36.1
18,1420-3624,57.0
18,1420-3628,24.7
18,1420-3691,29.4
18,1420-3726,29.9
18,1420-4190,21.7
18,1420-4402,13.6
18,1420-4404,5.0
18,1420-4408,34.1
18,1420-4410,11.3
18,1420-4422,91.3
18,1420-4478,37.5
18,1420-4548,20.5
18,1420-4549,34.7
18,1420-4550,31.7
18,1420-4802,80.8
18,1420-4830,13.2
18,1420-4942,34.6
18,1420-5004,78.6
18,1420-5024,68.5
18,1420-5036,27.6
18,1420-5145,22.1
18,1420-5222,65.3
18,1420-5350,31.0
18,1420-5354,86.3
18,1420-5415,42.4
18,1420-5454,37.6
18,1420-5472,10.0
18,1420-5524,11.4
18,1420-5580,7.7
18,1420-5623,48.3
18,1420-5892,32.4
18,1420-5944,11.1
18,1420-5972,92.9
18,1420-5994,9.6
18,1420-6090,49.1
18,1420-6133,32.7
18,1420-6135,21.6
18,1420-6139,21.9
18,1420-6237,81.5
18,1420-6286,12.3
18,1420-6330,56.3
18,1420-6470,22.6
18,1420-6539,33.9
18,1420-6541,28.0
18,1420-6804,8.4
18,1420-6806,72.3
18,1420-6808,51.9
18,1420-6828,53.5
18,1420-6844,33.7
18,1420-6848,86.9
18,1420-7114,40.0
18,1420-7128,20.1
18,1420-7190,23.5
18,1420-7239,8.2
18,1420-7282,7.3
18,1420-7468,84.8
18,1420-7483,7.4
18,1420-7529,22.8
18,1420-7701,23.0
18,1420-7708,69.2
18,1420-7753,45.8
18,1420-7780,8.1
18,1420-7833,42.3
18,1420-7870,13.3
18,1420-7962,78.9
18,1420-8036,52.2
18,1420-8090,86.8
18,1420-8102,55.4
18,1420-8209,31.4
18,1420-8223,80.6
18,1420-8248,88.5
18,1420-8276,34.3
18,1420-8280,31.0
18,1420-8300,31.9
18,1420-8381,18.6
18,1420-8432,64.3
18,1420-8793,18.7
18,1420-8834,69.9
18,1420-9008,10.8
18,1420-9052,13.2
18,1420-9058,30.9
18,1420-9154,74.1
18,1420-9232,34.3
18,1420-9299,19.3
18,1420-9328,38.2
18,1420-9342,69.8
18,1420-9412,65.5
18,1420-9424,25.3
18,1420-9427,5.2
18,1420-9428,13.9
18,1420-9429,3.6
18,1420-9432,5.3
18,1420-9490,17.2
18,1420-9510,47.0
18,1420-9638,60.7
18,1420-9648,13.0
18,1420-9678,32.4
18,1430-2328,48.6
18,1430-2332,47.5
18,1430-2336,38.3
18,1450-2960,57.3
18,1460-7746,53.2
18,1480-8342,54.7
18,1480-8351,57.1
18,1480-8354,56.8
18,1490-842,77.1
18,1500-1144,69.0
18,1500-1150,64.0
18,1500-1152,57.0
18,1510-4901,69.6
18,1510-4904,63.6
18,1510-9486,57.1
18,1520-225,43.6
18,1520-1526,31.3
18,1520-2318,19.7
18,1520-3012,47.0
18,1520-3050,62.1
18,1520-3571,48.9
18,1520-4384,19.5
18,1520-5888,23.3
18,1520-6222,33.4
18,1520-6738,43.7
18,1520-7402,21.2
18,1520-7994,40.2
18,1520-8388,39.8
18,1530-632,32.1
18,1530-636,32.5
18,1530-640,26.5
18,1540-4252,71.2
18,1540-4254,71.1
18,1540-4258,60.6
18,1550-146,8.1
18,1550-477,6.1
18,1550-490,19.8
18,1550-498,3.9
18,1550-612,62.3
18,1550-678,48.6
18,1550-766,33.6
18,1550-892,44.8
18,1550-898,41.6
18,1550-1186,35.0
18,1550-1190,34.7
18,1550-2298,24.2
18,1550-3046,32.6
18,1550-3105,9.0
18,1550-3760,43.5
18,1550-3787,57.6
18,1550-4282,75.2
18,1550-4456,23.7
18,1550-4698,8.6
18,1550-4793,29.7
18,1550-5014,56.9
18,1550-5068,37.8
18,1550-5168,70.8
18,1550-5196,55.4
18,1550-5292,38.9
18,1550-5688,20.4
18,1550-5917,24.4
18,1550-6476,46.7
18,1550-6482,35.7
18,1550-7043,25.5
18,1550-7104,28.2
18,1550-7124,39.9
18,1550-7127,68.7
18,1550-7161,12.5
18,1550-7198,28.0
18,1550-7218,88.6
18,1550-7325,28.6
18,1550-7350,30.8
18,1550-7470,29.4
18,1550-7834,21.2
18,1550-8460,41.9
18,1550-8852,35.3
18,1550-9251,11.4
18,1550-9330,26.7
18,1550-9370,38.8
18,1550-9374,35.7
18,1550-9380,17.4
18,1560-510,53.0
18,1560-808,19.9
18,1560-812,19.6
18,1560-865,60.3
18,1560-870,29.6
18,1560-890,57.2
18,1560-1323,47.8
18,1560-1385,28.3
18,1560-1920,57.0
18,1560-2089,16.4
18,1560-3320,55.7
18,1560-3945,31.5
18,1560-4332,26.1
18,1560-5018,68.5
