,drop_his_virtual
933,-2.5647146260855176e-05
934,-1.3089694434594179e-05
935,-6.163167966773802e-05
936,-0.010207793947778435
937,0.01314051562120584
938,-0.022134361254505155
939,-0.06022855199066776
940,1.2760893251126528e-05
941,-0.00018967754884785924
942,-7.026791083145961e-05
943,-0.0007311352105134602
944,0.00010080907615565417
945,-1.4296824111557047e-05
946,-0.00025272297180215425
947,-0.0004969191150169337
948,0.00014378899888139408
949,-2.879839048284647e-06
950,0.00014437668927093152
951,-7.645919519075553e-05
952,-5.628506926004996e-06
953,-5.4406319503868675e-05
954,2.7035809448104337e-06
955,-6.256766182711737e-05
956,-5.214252333347316e-05
957,-0.00010155205175943964
958,3.5183630385924496e-05
959,-0.0001438724552791582
960,-0.0002565018936216643
961,0.00144485990205648
962,-0.001067078611787569
963,0.002920144936524717
964,0.0006126314195251818
965,0.000936261338568498
966,-0.000601293954733071
967,0.0030524834539005707
968,-0.007526438889374273
969,-0.0029117457286445478
970,0.007017316158774586
971,-0.02195573104433489
972,-0.003053799047752552
973,-0.003894925093531847
974,-0.011421867475639327
975,-0.060731945572189104
976,-0.013167693160652909
977,-0.0038386889827655936
978,-0.006192088124409797
979,-0.07092819448084976
980,-0.007021227506634277
981,0.0025735431751102715
982,-0.00014339495531119775
983,-0.00941010592530345
984,-0.0015300679524542183
985,-0.0005170815467335284
986,0.00029861711555681514
987,-0.006133147361543063
988,-0.002051540281798531
989,0.0013570469482961272
990,0.0020857938190006766
991,0.005196169989719699
992,-0.00043513258235946243
993,0.0013828025190335883
994,-0.0002311224499913251
995,0.0025430708067224737
996,-0.0007138478257122244
997,0.00020095617022931103
998,0.0009061705211753938
999,0.0022789798037371202
1000,-0.000456509509770273
1001,0.0008777776418081773
1002,0.0004916625567003319
1003,0.0033506595514598905
1004,0.0003481850569175212
1005,9.593212990814005e-05
1006,4.239634230589789e-05
1007,0.0015577269259332165
1008,-7.095692199691839e-05
1009,0.0005600319393367028
1010,0.0007599274404077583
1011,0.0034920855730898406
1012,0.00010496399111169622
1013,0.0009223842703179863
1014,-0.0008175059829680707
1015,0.0014350131865406457
1016,-0.0017506806065737694
1017,0.002113788308952177
1018,-8.828087585237517e-05
1019,0.0005565302700051984
1020,-0.0029284560987871623
1021,-0.0007797133135567013
1022,0.002907163462091847
1023,-0.003992585432158724
1024,-0.0007952448940798144
1025,0.00011096504060252397
1026,3.3507756898876836e-05
1027,-0.0008216223276821053
1028,-0.00020934990385123892
1029,1.4748464355666484e-08
1030,4.104802787523243e-05
1031,-0.00013202408351512177
1032,-0.00045858878565592254
1033,-0.0014618776328501264
1034,-0.0009355009077349382
1035,-0.007731083304766839
1036,0.0026489758590961822
1037,-0.0002681325468334628
1038,-0.0013307424865025726
1039,0.003243650112308829
1040,0.009054955301915886
1041,0.006359979430797858
1042,-0.007423706003083587
1043,0.033518283849385794
1044,0.000669744790380856
1045,-9.19462144977051e-05
1046,-0.0002555855756975048
1047,0.0007391514922209349
1048,0.0006430586693155556
1049,-0.00042348644360616286
1050,-0.0017252467412935304
1051,-0.005039624180374813
1052,-0.0013363004663144442
1053,-0.00013140533551550648
1054,-0.0006044261992875224
1055,-0.006250493259460041
1056,0.00032261497578313706
1057,0.006412605925801629
1058,-0.0003553169023487365
1059,0.019755709024086677
1060,-0.00047180166781049537
1061,0.002092916661049654
1062,0.0034437278357821463
1063,0.013428126466104418
1064,-0.00831071567358996
1065,0.004498820893898146
1066,-0.003060848930211935
1067,-0.020644078457242886
1068,0.0004200723051854779
1069,8.379765235625552e-05
1070,0.0007979608515632843
1071,0.0031411550317276046
1072,-0.0007419824217940785
1073,8.877009099431434e-05
1074,-0.0004010651166460548
1075,-0.002764904895029134
1076,-0.0004752580901013118
1077,0.00046733440620776656
1078,-0.0001639719544778823
1079,-0.0007706039963958502
1080,0.00013732317365937408
1081,-1.8547789939588385e-05
1082,-0.00033646841023767405
1083,-0.0008326904702651875
1084,0.00023596171358774982
1085,0.0002394340712085874
1086,-6.691112490195358e-05
1087,-0.0004844173451783509
1088,0.0005270743165047303
1089,-0.0005321522223932459
1090,0.0013742124564465122
1091,0.005003956528380416
1092,-0.00013268873118307145
1093,-0.00021183413924710746
1094,0.001214008743307087
1095,0.003547927395299549
1096,0.00012773037508562114
1097,-0.00020571940656690513
1098,0.0006119463590279595
1099,0.00024095710233553258
1100,-0.00035753061286018
1101,0.0002777445122802272
1102,0.000653311183884099
1103,0.0019485039575793278
1104,0.0005383816783584183
1105,-9.488531573182356e-05
1106,0.0002410618277338099
1107,-0.00032534278789336324
1108,0.00021947201129524804
1109,5.5134517598659196e-05
1110,-0.0004774618431214538
1111,0.0003112349176849652
