,elapass_ed_virtualper_inf
543,0.0027663238289182186
544,-0.00032830796244199184
545,-3.981192502262541e-05
546,0.0001418324926676693
547,-5.630441963100989e-05
548,-0.0005796880015827505
549,-0.000109161957640076
550,-0.0001020905495725372
551,7.509301310098457e-05
552,-0.0013114833646974498
553,0.00015796930349547614
554,0.00010570277088597054
555,-0.0008431415443037678
556,0.000849805812914465
557,9.318370011596128e-05
558,0.00010677668859253166
559,0.002629506010848923
560,0.00014011068489637023
561,0.00011337372070868582
562,-4.227833502248475e-07
563,0.00023392696422545547
564,-0.00027959115509591006
565,-7.260375751912967e-06
566,-0.00040640963619145324
567,-1.798453338664129e-05
568,-5.8024700643518286e-05
569,-0.00011286936510985205
570,-0.000304404784031668
571,4.1285365079387235e-05
572,9.75202549762865e-06
573,-2.5815673348755896e-05
574,-7.379468935178101e-05
575,-0.00019987624624837752
576,-9.045352078263412e-05
577,0.00019525005690561114
578,0.00048731491661291857
579,0.0008628336739989056
580,-0.0003024600795553016
581,0.0003733985988443086
582,-3.598304633411611e-05
583,0.0002818386600727592
584,-0.00095243339155299
585,-0.0013279780437103607
586,1.0796590750249662e-05
587,-0.00794214446576946
588,-0.018645507689097476
589,0.00987016082977977
590,0.010293186020852428
591,0.010913717152131054
592,-0.0043299450740963245
593,-0.0008367937997721255
594,0.002049280256643223
595,-0.006272093366034063
596,-0.001125303319772559
597,-0.00012764485721344915
598,0.000774777235582327
599,-0.00018497755124761818
600,-0.0043688936050045825
601,-0.0036481640361379158
602,0.010371583442863685
603,-0.014443418206074699
604,-0.0032600173375273798
605,0.002732503707366175
606,-0.0035005011882723344
607,-0.016083628908451237
608,0.002836429297460066
609,-0.0022504798813495035
610,0.0013677830065986277
611,0.00736927392524183
612,-0.0017890109546563776
613,0.0004292045193100789
614,-0.0002432905305617169
615,0.0028891304625591487
616,0.00018299773041004986
617,7.159838643552751e-06
618,0.002946200985412005
619,-3.3440439242921784e-05
620,0.0006240381725730952
621,-0.0013835992142085156
622,-0.0005844170131657104
623,-0.005070617305057225
624,-0.001264108902812999
625,0.0002552347649799035
626,-0.0004738570068637291
627,-0.002061809282770176
628,-4.144873529973582e-05
629,0.0007510859524572691
630,1.4735375258352038e-05
631,-0.0015383370458172286
632,9.660660160079474e-05
633,-0.0004307853063062151
634,1.999462269223514e-05
635,-6.571638942487613e-05
636,-0.003035998519197867
637,0.0010703803213988686
638,0.0030682698900114345
639,0.00335752529554445
640,4.969616231694803e-06
641,0.00028332999158216856
642,8.73948963889682e-05
643,9.596474676030483e-05
644,-6.608624871328142e-05
645,-0.0001476595410388232
646,0.00018613609495566456
647,0.0005097071728689519
648,-6.996191998469407e-05
649,-0.00011364980053635449
650,0.00010883789658492367
651,-0.00012322881554305818
652,-5.5578505064141614e-05
653,-0.00038264733453554267
654,-0.00016038157643430024
655,-0.0016005265676500508
656,0.0005087039397597994
657,-0.00016255655024674306
658,6.812615270819614e-05
659,-0.00021306314640824023
660,-0.001693293413108986
661,-0.00016795683834060747
662,-1.361508557271008e-05
663,-0.002176423321792191
664,0.0042060116652212496
665,-0.0031668708228663185
666,0.0004001605726760312
667,0.010045211627668187
668,0.0003648198306384916
669,0.00030318992409182014
670,0.0001265914346208022
671,-5.179872631005758e-05
672,0.00011083337426184377
673,3.5054413077255046e-05
674,-1.4035619767881764e-05
675,0.00017544151797369654
676,0.00026578545722701514
677,0.00015872970574849578
678,0.0005577993057812693
679,-0.001346894477394097
680,-0.0007487604961655279
681,0.00033859328143496045
682,0.00015215757537751697
683,0.0016678440353385688
684,-0.00016030818512935045
685,0.004090362070344466
686,-0.0008084621578611334
687,0.005901720726262808
688,-0.0005765398625783743
689,-0.003332140678784834
690,0.0005671126200473785
691,-0.009452782280278014
692,0.0022761508890241475
693,-0.0008865763293448878
694,-0.00011690977072024269
695,-0.0008291907577161831
696,2.7669708974810814e-06
697,-2.8503984438895157e-06
698,-0.0006046170879398714
699,-0.00010551771947468289
700,-0.0033741172148242936
701,-0.0016900398028314248
702,0.004413072882503626
703,-0.007257445473626251
704,0.003564206716918627
705,-0.005365300856292152
706,0.007686746961945633
707,0.013757587393306276
708,0.0006048509681479738
709,0.003459987683593548
710,-0.0012901753941734712
711,0.0024706879358448665
712,-0.0017060743212369567
713,0.0004069462010560243
714,0.0034709921165922085
715,0.007216581807763952
716,-0.001171381690507277
717,-0.00269770460282414
718,0.01078296643879994
719,0.020053760301412194
720,0.0015354524805774015
721,-0.00020456576118898929
722,0.0002682644193892101
723,-0.0009515515661805031
724,-0.0015220919273929978
725,0.001586565097825749
726,-0.005025274838594371
727,-0.01670972057324719
728,-3.1065108578212984e-05
729,-0.0028875924715630226
730,0.0033947773696812074
731,-0.005701024833297106
732,0.00010815021084636206
733,-0.00026321384623586983
734,-5.027548829231375e-05
735,-0.0002773187899673265
736,-0.00010794274837527248
737,-0.00047221151822166854
738,-0.0009736969723482484
739,0.00020513620983596688
740,0.0008031324202356236
741,0.00022901528165122074
742,-5.43963465367841e-05
743,9.160367124643934e-05
744,6.447793722762755e-06
745,1.3705194270982752e-05
746,1.4282982658052659e-05
747,-0.00011140687670013162
748,-0.0004794904877589155
749,0.0002160687288289031
750,5.69531403249101e-05
751,-0.00012974594028024712
752,-0.0008118391905297027
753,0.0003172167816889087
754,-0.00019902180497159783
755,0.0001298286163217196
756,0.0023303813369509744
757,-0.0007586929932287341
758,0.0003632551579493671
759,-0.001703931398534182
760,6.367613426877153e-05
761,0.0001536167706946039
762,-3.718305331845002e-05
763,-0.00017894336421069986
764,-2.4467448651186292e-05
765,-5.598016884373911e-05
766,-0.00026995797104281016
767,4.232810123645273e-05
768,-0.000697426339980281
769,0.0011623558344326852
770,0.0003999208566255691
771,0.0030025261559868104
772,-2.5710858573696482e-05
773,-1.8943617902274192e-05
774,-2.0199336624286755e-05
775,3.8069403953490704e-05
776,-9.94709206725119e-07
777,4.2714525285426285e-05
778,-0.00035231065812676944
779,-0.00041789667922466985
780,2.6217906651924175e-05
781,0.0001422319486425751
782,-3.691810672493958e-05
783,0.000587704085648406
784,0.0002726674323219622
785,0.0010314028610626334
786,-0.0003356967432136578
787,0.002489291224250849
788,-3.526014230620363e-05
789,-0.0005242009770080596
790,-0.0002838777266757841
791,-0.002542455611826089
792,0.002080291930155652
793,-0.0002402093299999462
794,-0.0032221540049336595
795,-0.002380719981210984
796,0.00020853567488923034
797,-0.00029357708480000003
798,0.00013277497268824375
799,0.00017497025683782592
800,0.0025211448204478302
801,-0.00034902139798001773
802,-0.000551877859245744
803,0.004027053835918106
804,-0.0003749783661325076
805,-0.0004127485019229901
806,0.00018176690267833823
807,6.312713448431044e-05
808,-0.00040536937468498024
809,-8.75992174537838e-05
810,-1.3696542188909007e-06
811,-0.00013133422731557032
812,-0.0003318271222975473
813,-0.00027604928332506875
814,-3.8173665579459975e-06
815,-0.0017244459611057226
816,-0.00026210038355216315
817,4.4570405236336744e-05
818,-0.0002839127617620587
819,9.143054319111767e-06
820,-2.926786170313324e-06
821,-0.00011606202751192023
822,-1.7029281198963402e-05
823,6.541953746379259e-05
824,0.00041923157677296294
825,0.0006085420922019451
826,-0.0006401514268912779
827,0.001317601688650594
828,3.557899875914074e-05
829,0.00026889364262574486
830,-0.00041431518662710153
831,-0.0003215144315930569
832,4.03672314380726e-06
833,1.0673116082116961e-05
834,-0.00022847679649915672
835,-0.0002746236069213663
836,-0.00028529014966077667
837,-4.520094128351539e-05
838,-0.00013859967271484893
839,-9.867535793201655e-06
840,0.00024985208453306073
841,-5.153128396921297e-06
842,-6.347437022481615e-05
843,0.00041400396703264523
844,-0.00039860535962653776
845,-0.00017671327282462539
846,0.00013938668708793293
847,0.0010433135993744706
848,-0.0004012728701529476
849,0.00011793869849836411
850,-0.00047586663592954955
851,0.0002014274455477094
852,0.00031624488098616496
853,0.00011077984900358192
854,6.549828659590916e-05
855,-0.0001910005115673191
856,-0.00013034047378212112
857,0.0002588151971160895
858,-0.0013695304730162658
859,-0.004791421352352181
860,-0.00017904189827566325
861,0.001750455838986363
862,2.1972064373179234e-05
863,0.0036327356624207877
864,1.0900161778481462e-05
865,0.0007515127543465318
866,-0.0003753574278669628
867,-0.0001363401119938732
868,2.5174710585341815e-05
869,0.00012915434171859556
870,0.00020882587722558915
871,0.00014506391662120655
872,0.0009574521101682692
873,-0.00039051528555657987
874,-0.00010911036366083298
875,0.0023187536908270373
876,2.6544267553585273e-05
877,0.0003210561606792215
878,0.0003208839756187583
879,0.0019299433749335345
880,0.00111669058319857
881,-0.0006218411190821903
882,-0.0006238947116842885
883,-0.0011424017607668691
884,0.00013802666924355562
885,0.00234080346705443
886,-0.000338066926442423
887,0.0006372518621966637
888,2.75085620821321e-05
889,-0.00040366034317217847
890,-0.0001345023255628122
891,-0.00045271854109189466
892,-0.00018455286662400123
893,1.4121737359939367e-05
894,-9.3846423567647e-05
895,-1.0829391961809522e-05
896,-0.00019820612494540478
897,-0.00010390260028312161
898,0.0002378668763567172
899,-0.0004832008073337855
900,-0.00014316130900463475
901,-0.000246819788817536
902,-9.240145956196862e-05
903,-0.00038472670241569863
904,0.00010829958975530484
905,6.764472132848509e-06
906,-8.945314949832203e-05
907,-1.6897273643506845e-05
908,-1.287291313048094e-05
909,-1.336966420727587e-05
910,-1.3003088148859759e-05
911,-9.41908247167472e-05
912,-2.5244002533547083e-05
913,-0.0003023376807848689
914,0.0001170367773550159
915,-2.198647257489997e-05
916,0.0003848611675975507
917,-0.0002983035039139917
918,-4.491366651841485e-05
919,-4.8708192976802156e-05
920,0.004522553600058798
921,-0.0016436109069720873
922,-0.0037928104057671982
923,-0.0038366156091494586
924,-0.0001481321458502489
925,-0.0002666625460791336
926,-3.687208153120379e-05
927,0.00042261280739318594
928,0.00023296084628717678
929,0.0008383491728963285
930,-0.0004964794164192145
931,-1.4731362223884601e-05
932,-1.9971609101858793e-07
933,0.00033352445510332913
934,-0.00017633214628161488
935,0.0004585941573016705
936,-6.303699841913823e-05
937,-0.00013161108698168472
938,0.00011855819953441837
939,-0.0004227922755121525
940,-0.0004229564235844973
941,0.0003761963503866744
942,-9.464020223659942e-06
943,1.574953845233925e-05
944,0.00014033405492996763
945,0.0006916028971682113
946,-0.0004599073703464908
947,0.0024939614503966963
948,-0.00015987788027919535
949,0.00045017582273635754
950,0.00035484760121521004
951,-0.0003320804383853773
952,-0.0003306424215475082
953,0.0005847395854170124
954,-0.0016722772815460619
955,-0.0006986971882282898
956,-0.000275782156520968
957,-7.084568399624304e-05
958,0.0006327062724784527
959,-0.0014155483006491145
960,-9.001817632344255e-05
961,-0.00039073742121394935
962,-0.0006428644524488587
963,-1.9986690972273334e-05
964,5.521434434157646e-05
965,-7.659075236457721e-05
966,-5.324305353855314e-05
967,-0.000147850620596418
968,1.8161432572277e-05
969,-0.00013069795137696477
970,0.0002588345554679995
971,0.0003306157379233648
972,-0.0004344269504392996
973,-0.0005905077836339723
974,0.0008012170879458886
975,-0.000929756135395987
976,4.071296726445969e-05
977,-0.0012345178666389436
978,0.00036500412528865726
979,-0.0005298606435935053
980,-0.0005639299954645074
981,-3.215411860556329e-06
982,-2.5658244201516858e-05
983,-0.00032826487878218606
984,-9.360968228913585e-05
985,4.353000522951305e-05
986,-0.00012923211454203586
987,7.981574517769273e-06
988,2.555506004892989e-05
989,-3.8052930396987556e-05
990,9.95812779776454e-05
991,-3.280550307477245e-05
992,-0.0003358635967815907
993,-5.481800832802565e-05
994,-0.0001010404141910105
995,0.0001284202319552812
996,-0.0016238837874461714
997,2.9683723166440254e-05
998,3.700245367326147e-05
999,-0.0006055551411285686
1000,0.0007949517102975763
1001,-0.000845202139954365
1002,-0.0002868207512512922
1003,-0.0013876833129265033
1004,-0.007104857606390214
1005,-0.002718093550000345
1006,0.007958702191627589
1007,-0.005574322087940366
1008,-0.005387079798349296
1009,0.01165865403464202
1010,-0.0030499850725637778
1011,0.006989911552175133
1012,-0.004090712453518933
1013,0.0038500010525771137
1014,0.0010214648565701455
1015,0.005544779187513669
1016,-0.005647716184501676
1017,0.0010038439413106311
1018,-0.00039999009952041575
1019,-0.007940173695825494
1020,-0.00033285145411674735
1021,0.002334127134740767
1022,-0.0032211544043410753
1023,-0.010188484499561385
1024,-0.0011520824612499985
1025,0.003862051836988751
1026,0.00025601696999079685
1027,0.005446720351249671
1028,-0.00104753919117272
1029,-0.0011101690650453138
1030,0.0017037351079931425
1031,-0.0025577047595069457
1032,9.828056830320902e-05
1033,0.00028742479769198033
1034,-0.0009037944078564124
1035,-0.0011826018099184263
1036,0.0005972458176229181
1037,0.0009851103431144646
1038,-0.0020410987747583867
1039,0.00133025198601546
1040,0.00012312331367164442
1041,7.813540372850662e-05
1042,-2.256151033354351e-05
1043,-0.0006918167232690235
1044,-0.0015375482222971702
1045,0.0001442833567266145
1046,7.420737381468014e-05
1047,-0.001367907137590568
1048,0.00022201856926989215
1049,1.4712856687559546e-05
1050,0.00018244523057565383
1051,-0.00029108339268285935
1052,-0.00021656738057514407
1053,0.00017942973797335652
1054,-6.447281736386535e-05
1055,3.65783317890991e-05
1056,1.0683795926544439e-05
1057,0.00010054818399026203
1058,-0.0007971856014912866
1059,-0.00015779846797124456
1060,-0.00010863597593153154
1061,8.475980793210363e-06
1062,-0.0004939196263862251
1063,0.00012425726646081773
1064,-0.00035079996699931184
1065,0.0004999843408529224
1066,-5.3175294004912794e-05
1067,0.00014103435547190815
1068,-0.0006734175979689878
1069,0.0001686376018293452
1070,-2.6873818803733036e-05
1071,-0.00013449520084125987
1072,-0.0001895793795488281
1073,-9.307128701073681e-05
1074,-0.00014343226416936586
1075,-2.1936275519047508e-06
1076,0.00030034822545315135
1077,-0.00044750350795269377
1078,-2.386688190641497e-05
1079,0.0006813083493551843
1080,-0.00018906275474079068
1081,7.936280974649925e-06
1082,-0.00011778589705695863
1083,0.00012934374089395673
1084,-2.9387058226222223e-05
1085,0.00027205150772536895
1086,0.0003705381611206267
