year,mergecode,droprate
18,4246-5163,0.39
18,4246-89953,0.0
18,4246-6016,0.0
18,4246-80317,0.65
18,4246-79574,0.0
18,4246-92907,0.0
18,4246-79573,0.0
18,4246-81017,0.0
18,4246-81016,0.0
18,4246-92525,4.76
18,4246-87528,0.0
18,81099-92249,0.0
18,79441-79442,28.97
18,92302-92303,0.0
18,88321-88322,0.0
18,6258-10807,3.28
18,4174-4773,2.09
18,4174-4771,1.26
18,4174-4770,2.41
18,4228-4902,2.67
18,4228-4903,1.53
18,4243-81111,1.15
18,4243-89600,0.0
18,4243-81112,0.0
18,4243-80052,0.0
18,4243-5128,1.06
18,4243-5133,1.82
18,4243-90875,1.71
18,4243-5129,4.55
18,4243-5132,1.06
18,4243-5130,1.24
18,4243-84683,0.28
18,4243-89604,0.36
18,4243-88416,0.0
18,4243-87621,1.71
18,4243-89821,3.27
18,4243-90134,0.15
18,4243-88414,2.52
18,4243-87620,1.67
18,4243-5131,0.0
18,4243-84684,1.69
18,4243-88417,1.31
18,4243-79632,0.43
18,4243-88415,0.32
18,4243-81113,0.69
18,91170-91171,1.49
18,89850-89851,0.6
18,78833-78836,44.73
18,4421-5860,17.97
18,4421-80928,20.95
18,79981-79982,0.0
18,79981-90349,1.69
18,81045-10753,0.0
18,6446-10849,1.87
18,4329-90322,47.58
18,4329-5500,9.53
18,92226-90377,2.17
18,81052-89920,0.0
18,81050-79219,1.75
18,81050-920316,18.52
18,79211-90324,2.22
18,79211-10848,1.47
18,81123-87415,0.0
18,90201-90844,20.08
18,90201-90202,13.59
18,4341-10752,0.0
18,89412-89413,0.0
18,89412-5479,0.46
18,79059-91199,28.05
18,79059-90768,11.54
18,79059-90389,8.7
18,79059-90075,24.32
18,79059-81143,20.06
18,79059-90815,25.04
18,79059-79117,14.72
18,4185-4795,0.0
18,4448-5942,2.03
18,6375-5495,0.0
18,6375-10799,12.33
18,91277-91783,1.61
18,91277-92975,4.74
18,4335-5507,0.9
18,92902-92903,0.0
18,92988-181823,1.85
18,92379-92893,0.0
18,79214-81173,0.0
18,78783-92501,0.0
18,78783-460111,6.73
18,78783-78820,0.7
18,4202-4842,0.59
18,4207-4851,1.2
18,4205-4849,0.0
18,4192-4820,3.63
18,4192-4819,1.83
18,4192-4817,1.48
18,4192-230656,18.18
18,4192-90191,1.67
18,4192-4803,14.83
18,4300-5466,3.47
18,4437-88400,1.98
18,4437-89587,2.52
18,4437-85853,0.98
18,4437-5897,0.64
18,4437-5895,0.6
18,4437-90781,14.89
18,4437-89858,2.62
18,4437-92280,14.51
18,4437-90309,1.26
18,4437-89907,2.07
18,4437-80440,1.0
18,4437-87537,2.2
18,4437-90393,6.38
18,4437-79415,2.14
18,4405-91832,13.13
18,4405-5791,1.14
18,4405-5790,1.59
18,4405-6054,7.51
18,4309-5474,1.46
18,4309-92407,4.35
18,4167-4748,0.0
18,4221-4893,1.13
18,4221-90064,32.69
18,4356-5539,0.0
18,4247-5167,2.84
18,4247-5166,0.69
18,4273-5353,2.15
18,4273-80916,0.92
18,4495-6140,0.0
18,4195-4828,3.64
18,89506-80472,0.0
18,4303-6036,0.0
18,4505-6185,2.82
18,4505-81105,0.93
18,4157-4728,5.76
18,4157-4727,0.68
18,78997-79022,23.47
18,78997-90737,3.3
18,4332-5504,26.4
18,90884-91712,2.74
18,4238-5019,5.58
18,87600-90038,0.74
18,4239-90124,0.89
18,4239-79823,1.99
18,4239-79629,0.76
18,4239-89606,0.27
18,4239-89605,0.37
18,4239-91209,3.14
18,4239-91155,7.89
18,4239-5039,1.64
18,4239-5020,0.0
18,4239-5022,0.09
18,4239-5040,1.31
18,4239-6006,2.2
18,4239-6007,2.88
18,4239-5021,1.28
18,4239-85847,0.59
18,4271-5340,0.26
18,4271-5342,0.5
18,4271-79782,0.0
18,4271-79815,0.35
18,4271-5344,0.42
18,4271-5337,0.65
18,4271-5339,0.49
18,4271-5332,0.87
18,4271-5338,0.48
18,4271-5334,1.35
18,4271-5341,0.39
18,4271-5333,0.72
18,4271-5335,1.57
18,4271-79816,1.5
18,89829-89830,0.0
18,4285-5431,0.28
18,4285-5429,1.02
18,4285-5426,0.59
18,4285-5435,7.58
18,4285-794564,11.01
18,4285-5433,0.45
18,4285-5434,0.77
18,4285-5430,0.36
18,4285-5427,1.03
18,4285-5432,0.42
18,4285-5428,0.72
18,4208-4855,6.04
18,4208-85831,1.59
18,4217-4879,0.0
18,4194-4824,0.0
18,4194-4825,1.19
18,10974-78808,4.76
18,79500-90470,3.33
18,6369-5872,19.05
18,79501-79513,0.0
18,79501-92523,0.0
18,79501-90277,0.0
18,4212-4873,4.12
18,4212-4870,0.0
18,4392-5625,3.21
18,4392-5624,3.19
18,92520-92521,0.72
18,92519-92522,0.32
18,4336-5509,0.49
18,81076-89624,0.0
18,81076-81077,0.44
18,4426-5866,0.0
18,92982-703390,0.0
18,4248-92259,0.1
18,4248-79374,0.59
18,4248-92260,0.17
18,4248-89581,0.89
18,4389-5610,3.54
18,4389-5609,1.68
18,79264-78809,0.13
18,4337-79623,13.64
18,4337-79042,20.92
18,4469-6097,3.63
18,4469-6091,1.36
18,4469-87536,9.68
18,4469-6092,5.1
18,4469-6096,0.49
18,4502-6180,0.0
18,90162-90163,0.0
18,89561-89562,1.17
18,89563-89564,0.35
18,88369-88370,0.0
18,88372-88373,0.0
18,90034-90035,2.52
18,89788-89789,0.85
18,89790-89791,0.0
18,90160-90161,0.0
18,91326-92230,0.0
18,92499-92500,15.33
18,90876-91782,19.08
18,5174-10811,0.0
18,4352-10746,31.11
18,4334-88232,17.77
18,4259-5234,12.24
18,4259-78934,2.45
18,4259-5243,2.11
18,4445-89859,1.75
18,4445-5928,0.43
18,79063-79113,2.65
18,79475-79476,24.57
18,4388-5606,2.24
18,4388-87530,1.32
18,4342-92246,3.61
18,4342-78899,22.98
18,90535-91157,0.0
18,90334-89868,0.0
18,79882-10748,24.15
18,90548-91158,2.45
18,79880-6350,26.43
18,78965-79178,2.89
18,79876-10749,29.21
18,79878-6349,33.33
18,79871-79177,2.68
18,4396-5641,3.79
18,4396-5644,6.09
18,79065-79111,25.37
18,10878-10884,0.0
18,79420-79431,0.0
18,4383-79373,1.09
18,4383-6051,0.0
18,79598-5577,6.25
18,79598-5595,9.62
18,79598-5575,5.3
18,79598-91772,3.62
18,79598-88409,3.39
18,4480-6115,0.0
18,4267-5298,0.12
18,4267-5297,0.0
18,4267-5296,0.0
18,4267-5299,0.55
18,4267-5300,0.0
18,4267-5301,1.52
18,4368-5565,3.04
18,4368-5560,1.31
18,4276-84305,2.5
18,4276-89266,1.17
18,4276-5356,0.94
18,4276-5357,3.33
18,4276-756942,4.49
18,4276-91310,2.33
18,4276-88421,0.98
18,4276-5358,0.0
18,79967-87416,0.3
18,79967-91597,0.0
18,91174-91175,0.0
18,90637-90638,0.0
18,87349-87350,15.74
18,92610-90534,0.0
18,91763-91764,0.85
18,88360-88361,0.0
18,92199-90366,0.0
18,91135-91136,0.0
18,91133-91134,0.0
18,92047-92048,0.0
18,850100-229646,0.0
18,850101-411380,0.0
18,91137-91138,0.0
18,92879-92880,0.0
18,92730-92731,0.0
18,92730-225365,0.0
18,92730-271268,0.0
18,4266-5295,0.51
18,4266-87475,1.46
18,4266-92706,0.0
18,4266-5294,0.0
18,4266-79652,0.64
18,4266-79846,1.55
18,4216-4878,16.0
18,10968-78811,0.95
18,10968-91204,0.0
18,80299-80300,48.24
18,92657-92732,0.0
18,4281-90385,0.45
18,4281-92878,0.0
18,4281-85844,0.0
18,4281-5395,0.28
18,4281-79220,4.55
18,4281-79221,1.19
18,4374-85821,3.52
18,4278-79618,0.67
18,4278-87476,1.57
18,4278-89608,0.8
18,4278-530879,0.0
18,4278-5360,1.3
18,4278-85852,1.43
18,4278-89924,3.04
18,4270-5324,0.93
18,4270-5329,0.22
18,4270-5328,0.87
18,4270-89622,0.0
18,91935-92605,0.2
18,4199-4839,0.0
18,4439-5903,5.04
18,4439-5904,8.8
18,4404-5768,25.0
18,4404-87083,24.9
18,4404-5781,2.71
18,4404-5779,0.86
18,4404-6279,17.12
18,4404-5782,1.43
18,4404-5780,0.44
18,4314-5480,0.0
18,4234-80410,33.33
18,4234-6823,0.75
18,4234-549878,0.0
18,4234-969999,18.32
18,4234-6822,2.55
18,4234-90797,0.0
18,4441-89911,1.3
18,4441-5910,6.75
18,4441-5909,3.82
18,4435-6067,16.67
18,10965-78821,0.0
18,90861-91781,0.0
18,79499-79511,0.0
18,89852-89853,0.0
18,4473-6107,0.0
18,4473-6106,6.67
18,81174-81175,0.0
18,4163-4745,0.0
18,4181-4790,0.0
18,4235-4969,2.68
18,4235-4983,3.91
18,4235-4967,0.0
18,4235-78932,26.49
18,4235-90303,1.41
18,4235-4971,0.16
18,4235-4970,2.65
18,4235-89593,0.55
18,4235-78930,7.79
18,4235-4980,3.78
18,4235-4982,1.59
18,4235-4973,2.16
18,4235-4984,1.56
18,4235-4974,1.84
18,4235-4977,1.18
18,4235-78917,2.81
18,4235-79489,2.16
18,4235-4979,0.09
18,4235-90753,1.05
18,4235-4975,2.16
18,4235-4981,3.91
18,5181-10847,0.66
18,4463-5972,0.0
18,4211-4869,3.12
18,79207-78843,0.0
18,4493-6133,0.0
18,4488-91320,1.46
18,4488-6127,4.93
18,79498-79510,0.44
18,4379-5589,1.89
18,4503-6181,0.0
18,80011-80012,0.0
18,4359-5544,0.0
18,4230-92081,0.95
18,4230-4906,1.17
18,90192-90193,0.0
18,4251-5189,2.56
18,78873-78874,0.0
18,10879-10885,22.16
18,4265-5293,1.45
18,4265-5290,1.32
18,4265-5291,0.97
18,4265-5292,0.67
18,4176-4784,0.0
18,4252-89748,0.0
18,4252-5190,2.2
18,4386-7654,43.48
18,4316-5482,1.02
18,80985-80986,1.54
18,78882-78883,0.0
18,10760-10800,0.0
18,92374-92345,0.0
18,4457-5954,0.94
18,4457-5962,0.7
18,4457-5961,6.6
18,4457-5956,1.04
18,90879-91422,0.0
18,79701-79702,44.58
18,4204-4845,0.0
18,79881-79899,18.95
18,4323-5493,21.43
18,4323-89440,22.31
18,4323-78814,19.22
18,4323-79174,20.99
18,4323-80026,17.54
18,4323-89827,18.57
18,4323-10737,18.18
18,79503-79505,29.1
18,91238-91789,0.0
18,4444-5927,0.0
18,4262-5280,2.58
18,6235-87413,0.0
18,79068-79108,16.38
18,4196-92913,33.33
18,4196-4832,3.9
18,4196-4831,0.41
18,79086-79090,0.0
18,123733-991308,1.61
18,10967-78815,0.0
18,4275-5355,2.61
18,4255-5193,0.0
18,4180-4789,0.0
18,4180-4788,0.79
18,79578-79579,0.61
18,4241-5099,0.39
18,4241-5102,0.11
18,4241-5101,1.26
18,4241-5106,0.29
18,4241-79729,0.76
18,4241-5107,1.61
18,4241-5105,1.99
18,4241-79268,0.31
18,4241-79781,0.0
18,4241-90782,4.61
18,4241-5071,8.97
18,4241-5108,1.09
18,4241-5104,0.4
18,4241-5103,0.78
18,4241-92611,10.05
18,4241-5100,0.38
18,5180-10820,0.0
18,5180-89828,0.26
18,91279-91896,0.0
18,79205-78977,0.0
18,10970-92234,1.12
18,10970-78816,2.44
18,4510-6196,3.9
18,4510-80408,30.0
18,4510-6197,1.9
18,4510-78929,2.48
18,79953-5530,28.79
18,79953-90208,17.96
18,4460-5968,0.0
18,4462-5971,1.04
18,92983-850102,8.63
18,4209-91196,16.95
18,4209-10822,12.5
18,4209-4860,3.76
18,4209-4856,0.75
18,4369-5566,2.17
18,79866-79884,9.52
18,4186-4796,0.0
18,4283-80419,0.0
18,4283-79265,1.27
18,4283-5423,0.38
18,4283-5418,0.0
18,4283-5422,0.0
18,4283-5421,0.67
18,4283-5417,0.43
18,4283-79800,1.3
18,4283-79642,0.48
18,4283-80418,1.45
18,4283-5420,1.04
18,4283-80417,0.0
18,92972-126443,0.0
18,4237-4994,0.0
18,4237-5006,0.0
18,4237-5014,0.49
18,4237-5007,0.0
18,4237-5016,0.57
18,4237-5012,0.0
18,4237-4997,0.0
18,4237-4999,0.0
18,4237-79223,0.63
18,4237-79222,0.0
18,4237-5011,0.0
18,4237-4995,0.73
18,4237-5001,0.0
18,4237-4996,0.61
18,4237-6005,0.0
18,4237-4992,0.0
18,4237-4990,0.0
18,4237-5015,0.7
18,4237-4991,1.6
18,4237-90135,0.0
18,4237-87520,0.0
18,4237-5008,0.46
18,4237-5000,0.0
18,4237-5003,0.0
18,4237-81144,0.0
18,4237-5010,0.0
18,4237-81207,0.0
18,4237-4989,0.0
18,4237-6231,6.51
18,4237-5013,0.72
18,4237-91217,0.0
18,4237-4993,0.0
18,4237-85835,0.19
18,4237-5002,0.0
18,4237-5009,0.0
18,4237-5005,0.0
18,4237-5004,0.0
18,4237-4998,0.0
18,4237-92645,0.0
18,4237-5017,0.14
18,4237-92638,0.0
18,4237-88397,0.0
18,4237-79645,0.0
18,4338-5512,3.85
18,346763-92248,2.58
18,90273-90274,3.36
18,4340-5515,0.74
18,4256-79616,0.0
18,4256-5196,0.0
18,4256-5200,1.36
18,4256-5205,0.74
18,4256-5206,0.0
18,4256-5201,0.0
18,4256-5203,0.0
18,4256-5195,0.93
18,4256-5197,0.0
18,4256-5199,0.0
18,4256-5204,0.0
18,4256-5198,1.43
18,4256-5209,0.0
18,6379-10814,1.4
18,4286-5436,3.32
18,4286-89571,1.91
18,4286-6249,11.76
18,4286-5438,2.16
18,4286-5440,3.02
18,4286-5439,2.42
18,4286-78847,2.87
18,4286-89778,0.31
18,4286-79617,18.76
18,4286-5441,2.45
18,4286-6248,0.13
18,4286-5442,1.19
18,4286-221992,0.0
18,4286-88407,0.29
18,4286-128903,0.0
18,4286-5443,3.42
18,4286-5437,2.44
18,4452-5947,0.0
18,87334-87335,8.33
18,87334-91213,2.78
18,4401-5654,28.0
18,4401-5656,39.0
18,4420-6057,43.81
18,90536-90907,25.44
18,89864-89865,22.76
18,79959-79960,29.25
18,79959-92994,14.46
18,90997-90998,22.86
18,4220-92296,21.21
18,4220-4891,3.5
18,4220-81056,1.31
18,4201-4841,0.0
18,4214-4876,0.0
18,81011-10750,12.5
18,81009-79621,12.83
18,81001-5463,10.98
18,81001-81180,11.48
18,79439-79619,19.44
18,79439-289884,7.17
18,4390-5612,5.34
18,4390-5613,9.28
18,79455-79456,0.77
18,4188-4798,10.0
18,87405-91830,15.15
18,87405-79705,6.49
18,4431-5876,45.53
18,4431-5873,44.09
18,4431-5878,24.55
18,4431-5880,30.77
18,4431-5879,27.17
18,4431-5877,20.0
18,79569-79570,8.05
18,4466-8135,1.54
18,4466-8133,0.56
18,88317-80004,0.0
18,4425-5865,0.0
18,4511-6198,11.11
18,4511-6199,8.0
18,4245-92911,11.54
18,4245-89912,2.08
18,4245-5141,1.49
18,4245-5140,7.12
18,4245-92628,8.82
18,4438-5900,2.01
18,4159-4741,7.41
18,4159-4740,5.38
18,4159-88386,6.52
18,4159-4739,12.5
18,4447-5938,0.0
18,91317-91318,0.0
18,4306-5471,0.0
18,90275-90276,0.0
18,4301-5467,0.0
18,92049-92050,3.41
18,4257-84660,0.85
18,4257-92961,0.0
18,4279-5375,0.0
18,4279-87883,1.46
18,4279-5368,1.48
18,4279-5376,0.76
18,4279-5363,0.0
18,4279-79012,0.65
18,4279-79013,0.0
18,4279-5377,0.0
18,4279-5370,0.78
18,4279-5378,0.0
18,4279-5379,0.9
18,4279-5364,0.0
18,4279-5380,1.45
18,4279-5365,1.5
18,4279-5372,0.0
18,4279-5373,0.0
18,4279-5367,0.63
18,4155-4721,1.94
18,4155-4720,2.76
18,4155-92686,25.0
18,81033-90825,12.19
18,4449-5944,18.75
18,4254-5192,0.0
18,4254-89596,0.0
18,4254-85819,0.52
18,4218-216045,28.31
18,4218-4885,7.41
18,4218-4884,0.91
18,4218-4883,1.91
18,89414-89415,0.0
18,4411-88387,5.58
18,4411-5843,7.84
18,4411-5842,2.12
18,4411-90824,4.21
18,4514-6202,2.78
18,4320-90159,35.42
18,4320-5489,1.74
18,4210-4863,11.64
18,4210-89776,42.71
18,4172-4760,0.0
18,89798-89799,0.31
18,4156-4723,5.77
18,4156-4724,7.2
18,4459-5967,0.0
18,4458-5965,0.3
18,4458-89775,0.33
18,4458-5966,1.21
18,4454-90415,23.53
18,4454-5951,4.77
18,85454-85455,0.0
18,79951-79952,22.75
18,89756-89757,0.0
18,4240-5066,2.6
18,4240-5069,1.21
18,4240-5059,0.0
18,4240-5065,0.58
18,4240-79639,1.87
18,4240-5067,3.27
18,4240-5061,0.23
18,4240-5070,1.13
18,4240-5046,0.0
18,4240-5062,0.46
18,4240-5064,0.47
18,4240-5063,0.2
18,4240-5068,1.5
18,4240-91286,6.36
18,4240-5047,2.64
18,4492-6132,2.78
18,4467-90826,30.19
18,4467-6085,4.06
18,92381-92890,0.0
18,79072-79104,0.0
18,4472-6104,0.0
18,4472-6105,6.76
18,6353-5653,1.16
18,4393-5632,2.87
18,4393-5631,0.63
18,4393-79646,16.33
18,4393-91203,46.88
18,4175-4783,2.08
18,4175-4781,0.52
18,4175-440989,23.08
18,90329-89941,6.82
18,79084-79092,1.82
18,4496-6141,0.0
18,4391-5618,1.61
18,4391-5616,1.21
18,4222-4894,0.0
18,4500-6164,1.35
18,4461-5970,0.0
18,78868-78869,17.07
18,90540-91122,0.0
18,79000-92518,13.33
18,79000-79028,3.86
18,79085-79091,4.36
18,92043-92044,24.2
18,4173-4761,0.0
18,4173-4762,1.44
18,4153-4711,1.55
18,4153-4710,0.0
18,4153-89607,10.0
18,4451-5946,10.64
18,85807-80475,20.55
18,4313-91788,3.23
18,10966-78818,2.17
18,91992-92497,10.53
18,79453-79454,0.0
18,4407-5809,2.2
18,4407-87532,1.03
18,4407-5824,1.48
18,4407-5826,2.69
18,4407-92770,0.54
18,4407-5823,1.55
18,4407-6288,13.65
18,4407-5827,3.75
18,4407-91829,17.11
18,4440-5907,4.04
18,91933-92594,0.69
18,4408-5828,0.0
18,4408-87466,0.0
18,90142-90143,0.0
18,79218-80980,2.83
18,79218-78857,5.84
18,4361-5549,0.0
18,4258-5231,1.47
18,4258-5232,1.46
18,4258-5230,1.22
18,4258-5216,1.36
18,4258-91913,0.0
18,4258-81057,0.0
18,4287-5450,24.27
18,4287-5447,0.6
18,4287-5449,0.43
18,4287-5446,1.49
18,4287-5445,1.85
18,4287-5448,1.5
18,4287-5444,1.75
18,4219-4889,1.17
18,4219-4888,0.0
18,6355-6063,0.0
18,6355-79296,0.0
18,91340-92247,0.0
18,92978-649230,0.0
18,90287-91825,0.0
18,91250-91775,4.35
18,79131-79132,6.67
18,4264-87526,0.0
18,4264-6240,0.0
18,4264-79402,1.26
18,4288-85810,2.5
18,4288-80051,1.51
18,4288-89908,2.75
18,4288-5452,2.14
18,4288-90551,0.0
18,4288-5453,1.71
18,4450-92244,4.09
18,4450-5945,5.69
18,4168-4749,0.0
18,4168-4751,1.93
18,4168-4750,0.0
18,4215-4877,0.0
18,4225-4897,0.0
18,90859-91156,0.0
18,4197-78916,5.77
18,4197-4838,4.55
18,4197-4837,2.18
18,79073-79103,0.75
18,79979-90044,0.0
18,79979-90045,0.0
18,79979-79980,0.0
18,79979-84297,0.0
18,6374-5892,35.61
18,4403-85924,6.34
18,4403-5750,1.22
18,4403-5694,2.88
18,4403-5738,2.86
18,4403-5663,0.0
18,4403-5715,0.0
18,4403-5756,4.83
18,4403-5757,3.24
18,4403-5673,2.98
18,4403-5737,0.94
18,4403-5674,0.0
18,4403-5739,4.34
18,4403-5684,1.63
18,4403-5735,0.35
18,4403-5741,3.18
18,4403-5742,0.4
18,4403-6269,16.92
18,4403-91202,0.36
18,4403-5703,0.0
18,4403-92239,1.49
18,4403-5758,2.41
18,4403-5745,0.7
18,4403-6264,10.96
18,4403-5708,0.0
18,4403-5759,2.27
18,4403-5760,4.02
18,4403-5744,6.01
18,4403-5712,0.0
18,4403-5755,0.0
18,4403-5761,0.82
18,4403-5746,1.15
18,4403-5762,2.23
18,4403-5763,3.61
18,4403-5747,5.42
18,4403-6272,30.53
18,4403-5764,2.55
18,4403-5766,0.51
18,4403-5749,0.76
18,4403-5751,3.77
18,4422-5861,16.11
18,4422-90286,31.01
18,4310-5475,0.0
18,4277-89592,2.33
18,4277-87523,0.93
18,8304-8305,0.0
18,4413-91292,0.91
18,4413-79721,0.88
18,4413-78835,0.0
18,4413-87470,0.0
18,4413-79720,0.0
18,4413-87875,0.44
18,4413-92376,0.0
18,4413-5850,0.19
18,4413-84665,20.47
18,4413-90156,0.39
18,4413-10855,0.59
18,4413-90845,1.39
18,4380-5591,0.0
18,79957-79958,0.0
18,4190-4800,2.11
18,80992-80994,0.28
18,4162-4744,4.17
18,4358-78822,2.38
18,4339-5513,0.0
18,4430-5871,0.0
18,79907-80385,52.08
