LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
"Academy Del Sol, Inc.",90199,Academy Del Sol,90200,108734001,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy Del Sol, Inc.",90199,Academy Del Sol,90200,108734001,Students With Disabilities,*,*,*,*,*,*,*,*
"Academy Del Sol, Inc.",90199,Academy Del Sol - Hope,90770,108734002,All Students,*,15,*,461,74,*,*,567
"Academy Del Sol, Inc.",90199,Academy Del Sol - Hope,90770,108734002,English Language Learners,*,*,*,*,*,*,*,*
"Academy Del Sol, Inc.",90199,Academy Del Sol - Hope,90770,108734002,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy Del Sol, Inc.",90199,Academy Del Sol - Hope,90770,108734002,Students With Disabilities,*,*,*,26,*,*,*,31
"Academy Of Excellence, Inc.",4296,,_,_,All Students,*,*,57,43,*,*,*,115
"Academy Of Excellence, Inc.",4296,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Academy Of Excellence, Inc.",4296,,_,_,Free and Reduced Lunch,*,*,54,42,*,*,*,111
"Academy Of Excellence, Inc.",4296,,_,_,Students With Disabilities,*,*,*,*,*,*,*,*
"Academy Of Excellence, Inc.",4296,Academy Of Excellence,5461,78604101,All Students,*,*,57,43,*,*,*,115
"Academy Of Excellence, Inc.",4296,Academy Of Excellence,5461,78604101,English Language Learners,*,*,*,*,*,*,*,*
"Academy Of Excellence, Inc.",4296,Academy Of Excellence,5461,78604101,Free and Reduced Lunch,*,*,54,42,*,*,*,111
"Academy Of Excellence, Inc.",4296,Academy Of Excellence,5461,78604101,Students With Disabilities,*,*,*,*,*,*,*,*
"Academy of Building Industries, Inc.",85540,,_,_,All Students,*,*,*,*,80,*,*,103
"Academy of Building Industries, Inc.",85540,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Building Industries, Inc.",85540,,_,_,Free and Reduced Lunch,*,*,*,*,34,*,*,39
"Academy of Building Industries, Inc.",85540,,_,_,Students With Disabilities,*,*,*,*,12,*,*,15
"Academy of Building Industries, Inc.",85540,Academy of Building Industries,85541,88704201,All Students,*,*,*,*,80,*,*,103
"Academy of Building Industries, Inc.",85540,Academy of Building Industries,85541,88704201,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Building Industries, Inc.",85540,Academy of Building Industries,85541,88704201,Free and Reduced Lunch,*,*,*,*,34,*,*,39
"Academy of Building Industries, Inc.",85540,Academy of Building Industries,85541,88704201,Students With Disabilities,*,*,*,*,12,*,*,15
"Academy of Mathematics and Science South, Inc.",90878,,_,_,All Students,*,*,27,268,*,*,*,314
"Academy of Mathematics and Science South, Inc.",90878,,_,_,English Language Learners,*,*,*,*,*,*,*,52
"Academy of Mathematics and Science South, Inc.",90878,,_,_,Free and Reduced Lunch,*,*,19,220,*,*,*,248
"Academy of Mathematics and Science South, Inc.",90878,,_,_,Students With Disabilities,*,*,*,12,*,*,*,14
"Academy of Mathematics and Science South, Inc.",90878,Academy of Mathematics and Science South,92197,78242001,All Students,*,*,27,268,*,*,*,314
"Academy of Mathematics and Science South, Inc.",90878,Academy of Mathematics and Science South,92197,78242001,English Language Learners,*,*,*,*,*,*,*,52
"Academy of Mathematics and Science South, Inc.",90878,Academy of Mathematics and Science South,92197,78242001,Free and Reduced Lunch,*,*,19,220,*,*,*,248
"Academy of Mathematics and Science South, Inc.",90878,Academy of Mathematics and Science South,92197,78242001,Students With Disabilities,*,*,*,12,*,*,*,14
"Academy of Mathematics and Science, Inc.",79961,,_,_,All Students,*,14,18,271,94,*,20,431
"Academy of Mathematics and Science, Inc.",79961,,_,_,English Language Learners,*,*,*,14,*,*,*,15
"Academy of Mathematics and Science, Inc.",79961,,_,_,Free and Reduced Lunch,*,12,16,218,60,*,14,327
"Academy of Mathematics and Science, Inc.",79961,,_,_,Students With Disabilities,*,*,*,*,*,*,*,22
"Academy of Mathematics and Science, Inc.",79961,Academy of Math and Science,79094,108713101,All Students,*,14,18,271,94,*,20,431
"Academy of Mathematics and Science, Inc.",79961,Academy of Math and Science,79094,108713101,English Language Learners,*,*,*,14,*,*,*,15
"Academy of Mathematics and Science, Inc.",79961,Academy of Math and Science,79094,108713101,Free and Reduced Lunch,*,12,16,218,60,*,14,327
"Academy of Mathematics and Science, Inc.",79961,Academy of Math and Science,79094,108713101,Students With Disabilities,*,*,*,*,*,*,*,22
"Academy of Mathematics and Science, Inc.",92768,,_,_,All Students,*,*,20,364,*,*,*,397
"Academy of Mathematics and Science, Inc.",92768,,_,_,English Language Learners,*,*,*,26,*,*,*,27
"Academy of Mathematics and Science, Inc.",92768,,_,_,Free and Reduced Lunch,*,*,16,322,*,*,*,347
"Academy of Mathematics and Science, Inc.",92768,,_,_,Students With Disabilities,*,*,*,22,*,*,*,26
"Academy of Mathematics and Science, Inc.",92768,Academy of Math and Science Camelback,92769,78270001,All Students,*,*,20,364,*,*,*,397
"Academy of Mathematics and Science, Inc.",92768,Academy of Math and Science Camelback,92769,78270001,English Language Learners,*,*,*,26,*,*,*,27
"Academy of Mathematics and Science, Inc.",92768,Academy of Math and Science Camelback,92769,78270001,Free and Reduced Lunch,*,*,16,322,*,*,*,347
"Academy of Mathematics and Science, Inc.",92768,Academy of Math and Science Camelback,92769,78270001,Students With Disabilities,*,*,*,22,*,*,*,26
"Academy of Tucson, Inc.",78897,,_,_,All Students,15,*,29,167,453,*,36,712
"Academy of Tucson, Inc.",78897,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,,_,_,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,,_,_,Students With Disabilities,*,*,*,*,38,*,*,50
"Academy of Tucson, Inc.",78897,Academy of Tucson Elementary School,81130,108665102,All Students,*,*,*,72,192,*,13,294
"Academy of Tucson, Inc.",78897,Academy of Tucson Elementary School,81130,108665102,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson Elementary School,81130,108665102,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson Elementary School,81130,108665102,Students With Disabilities,*,*,*,*,13,*,*,17
"Academy of Tucson, Inc.",78897,Academy of Tucson High School,78898,108665201,All Students,*,*,*,30,104,*,*,154
"Academy of Tucson, Inc.",78897,Academy of Tucson High School,78898,108665201,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson High School,78898,108665201,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson High School,78898,108665201,Students With Disabilities,*,*,*,*,11,*,*,14
"Academy of Tucson, Inc.",78897,Academy of Tucson Middle School,79986,108665101,All Students,*,*,15,65,157,*,16,264
"Academy of Tucson, Inc.",78897,Academy of Tucson Middle School,79986,108665101,English Language Learners,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson Middle School,79986,108665101,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Academy of Tucson, Inc.",78897,Academy of Tucson Middle School,79986,108665101,Students With Disabilities,*,*,*,*,14,*,*,19
Academy with Community Partners  Inc,79213,,_,_,All Students,*,*,*,32,15,*,*,57
Academy with Community Partners  Inc,79213,,_,_,English Language Learners,*,*,*,*,*,*,*,*
Academy with Community Partners  Inc,79213,,_,_,Free and Reduced Lunch,*,*,*,22,11,*,*,40
Academy with Community Partners  Inc,79213,,_,_,Students With Disabilities,*,*,*,*,*,*,*,*
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,78794201,All Students,*,*,*,32,15,*,*,57
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,78794201,English Language Learners,*,*,*,*,*,*,*,*
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,78794201,Free and Reduced Lunch,*,*,*,22,11,*,*,40
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,78794201,Students With Disabilities,*,*,*,*,*,*,*,*
Accelerated Elementary and Secondary Schools,6364,,_,_,All Students,*,*,*,108,79,*,*,207
Accelerated Elementary and Secondary Schools,6364,,_,_,English Language Learners,*,*,*,*,*,*,*,*
Accelerated Elementary and Secondary Schools,6364,,_,_,Free and Reduced Lunch,*,*,*,62,31,*,*,102
Accelerated Elementary and Secondary Schools,6364,,_,_,Students With Disabilities,*,*,*,*,*,*,*,15
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,All Students,*,*,*,108,79,*,*,207
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,English Language Learners,*,*,*,*,*,*,*,*
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,Free and Reduced Lunch,*,*,*,62,31,*,*,102
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,Students With Disabilities,*,*,*,*,*,*,*,15
"Accelerated Learning Center, Inc.",4297,,_,_,All Students,*,*,*,32,152,*,*,199
"Accelerated Learning Center, Inc.",4297,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Accelerated Learning Center, Inc.",4297,,_,_,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Accelerated Learning Center, Inc.",4297,,_,_,Students With Disabilities,*,*,*,*,17,*,*,21
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,78979201,All Students,*,*,*,32,152,*,*,199
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,78979201,English Language Learners,*,*,*,*,*,*,*,*
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,78979201,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,78979201,Students With Disabilities,*,*,*,*,17,*,*,21
Acclaim Charter School,4325,,_,_,All Students,*,*,*,388,*,*,*,404
Acclaim Charter School,4325,,_,_,English Language Learners,*,*,*,*,*,*,*,102
Acclaim Charter School,4325,,_,_,Free and Reduced Lunch,*,*,*,231,*,*,*,235
Acclaim Charter School,4325,,_,_,Students With Disabilities,*,*,*,26,*,*,*,27
Acclaim Charter School,4325,ACCLAIM Academy,5496,78701101,All Students,*,*,*,388,*,*,*,404
Acclaim Charter School,4325,ACCLAIM Academy,5496,78701101,English Language Learners,*,*,*,*,*,*,*,102
Acclaim Charter School,4325,ACCLAIM Academy,5496,78701101,Free and Reduced Lunch,*,*,*,231,*,*,*,235
Acclaim Charter School,4325,ACCLAIM Academy,5496,78701101,Students With Disabilities,*,*,*,26,*,*,*,27
Acorn Montessori Charter School,79437,,_,_,All Students,*,*,*,137,278,*,*,438
Acorn Montessori Charter School,79437,,_,_,English Language Learners,*,*,*,*,*,*,*,*
Acorn Montessori Charter School,79437,,_,_,Free and Reduced Lunch,*,*,*,101,145,*,*,260
Acorn Montessori Charter School,79437,,_,_,Students With Disabilities,*,*,*,14,29,*,*,47
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,All Students,*,*,*,95,208,*,*,319
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,English Language Learners,*,*,*,*,*,*,*,*
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,Free and Reduced Lunch,*,*,*,65,106,*,*,180
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,Students With Disabilities,*,*,*,11,26,*,*,41
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,All Students,*,*,*,42,70,*,*,119
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,English Language Learners,*,*,*,*,*,*,*,*
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,Free and Reduced Lunch,*,*,*,36,39,*,*,80
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,Students With Disabilities,*,*,*,*,*,*,*,*
Agua Fria Union High School District,4289,,_,_,All Students,257,63,765,3511,2749,33,257,7635
Agua Fria Union High School District,4289,,_,_,English Language Learners,*,*,*,36,*,*,*,41
Agua Fria Union High School District,4289,,_,_,Free and Reduced Lunch,27,*,187,917,266,*,44,1456
Agua Fria Union High School District,4289,,_,_,Students With Disabilities,*,*,117,341,262,*,13,750
Agua Fria Union High School District,4289,Agua Fria High School,5454,70516201,All Students,30,*,200,1120,339,*,34,1740
Agua Fria Union High School District,4289,Agua Fria High School,5454,70516201,English Language Learners,*,*,*,18,*,*,*,21
Agua Fria Union High School District,4289,Agua Fria High School,5454,70516201,Free and Reduced Lunch,*,*,71,312,40,*,11,443
Agua Fria Union High School District,4289,Agua Fria High School,5454,70516201,Students With Disabilities,*,*,25,120,56,*,*,208
Agua Fria Union High School District,4289,Desert Edge High School,79799,70516203,All Students,44,*,241,887,508,*,70,1778
Agua Fria Union High School District,4289,Desert Edge High School,79799,70516203,English Language Learners,*,*,*,*,*,*,*,*
Agua Fria Union High School District,4289,Desert Edge High School,79799,70516203,Free and Reduced Lunch,*,*,72,313,90,*,18,508
Agua Fria Union High School District,4289,Desert Edge High School,79799,70516203,Students With Disabilities,*,*,44,79,59,*,*,191
Agua Fria Union High School District,4289,Millennium High School,78926,70516202,All Students,140,20,218,808,922,16,82,2206
Agua Fria Union High School District,4289,Millennium High School,78926,70516202,English Language Learners,*,*,*,*,*,*,*,*
Agua Fria Union High School District,4289,Millennium High School,78926,70516202,Free and Reduced Lunch,*,*,29,136,63,*,*,246
Agua Fria Union High School District,4289,Millennium High School,78926,70516202,Students With Disabilities,*,*,35,77,82,*,*,202
Agua Fria Union High School District,4289,Verrado High School,87903,70516204,All Students,43,*,106,696,980,*,71,1911
Agua Fria Union High School District,4289,Verrado High School,87903,70516204,English Language Learners,*,*,*,*,*,*,*,*
Agua Fria Union High School District,4289,Verrado High School,87903,70516204,Free and Reduced Lunch,*,*,15,156,73,*,*,259
Agua Fria Union High School District,4289,Verrado High School,87903,70516204,Students With Disabilities,*,*,13,65,65,*,*,149
Aguila Elementary District,4249,,_,_,All Students,*,*,*,200,*,*,*,212
Aguila Elementary District,4249,,_,_,English Language Learners,*,*,*,*,*,*,*,37
Aguila Elementary District,4249,,_,_,Free and Reduced Lunch,*,*,*,171,*,*,*,177
Aguila Elementary District,4249,,_,_,Students With Disabilities,*,*,*,26,*,*,*,29
Aguila Elementary District,4249,Aguila Elementary School,5187,70363101,All Students,*,*,*,145,*,*,*,155
Aguila Elementary District,4249,Aguila Elementary School,5187,70363101,English Language Learners,*,*,*,*,*,*,*,36
Aguila Elementary District,4249,Aguila Elementary School,5187,70363101,Free and Reduced Lunch,*,*,*,134,*,*,*,139
Aguila Elementary District,4249,Aguila Elementary School,5187,70363101,Students With Disabilities,*,*,*,22,*,*,*,24
Aguila Elementary District,4249,Salome High School,6203,150576201,All Students,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Salome High School,6203,150576201,English Language Learners,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Salome High School,6203,150576201,Free and Reduced Lunch,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Salome High School,6203,150576201,Students With Disabilities,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg High School,4987,70209201,All Students,*,*,*,46,*,*,*,47
Aguila Elementary District,4249,Wickenburg High School,4987,70209201,English Language Learners,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg High School,4987,70209201,Free and Reduced Lunch,*,*,*,*,*,*,*,31
Aguila Elementary District,4249,Wickenburg High School,4987,70209201,Students With Disabilities,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,70209004,All Students,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,70209004,English Language Learners,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,70209004,Free and Reduced Lunch,*,*,*,*,*,*,*,*
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,70209004,Students With Disabilities,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,_,_,All Students,*,*,*,*,14,*,*,22
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,_,_,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,_,_,Students With Disabilities,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Mosaica Online High School of Arizona,91246,78582002,All Students,*,*,*,*,14,*,*,22
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Mosaica Online High School of Arizona,91246,78582002,English Language Learners,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Mosaica Online High School of Arizona,91246,78582002,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Mosaica Online High School of Arizona,91246,78582002,Students With Disabilities,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,,_,_,All Students,*,*,*,14,32,*,*,58
"Ahwatukee Foothills Prep, Inc.",85875,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,,_,_,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,,_,_,Students With Disabilities,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,Mosaica Online of Arizona,91184,78501002,All Students,*,*,*,14,32,*,*,58
"Ahwatukee Foothills Prep, Inc.",85875,Mosaica Online of Arizona,91184,78501002,English Language Learners,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,Mosaica Online of Arizona,91184,78501002,Free and Reduced Lunch,*,*,*,*,*,*,*,*
"Ahwatukee Foothills Prep, Inc.",85875,Mosaica Online of Arizona,91184,78501002,Students With Disabilities,*,*,*,*,*,*,*,*
Ajo Unified District,4409,,_,_,All Students,14,54,*,293,76,*,*,446
Ajo Unified District,4409,,_,_,English Language Learners,*,*,*,30,*,*,*,32
Ajo Unified District,4409,,_,_,Free and Reduced Lunch,*,*,*,*,*,*,*,*
Ajo Unified District,4409,,_,_,Students With Disabilities,*,*,*,23,*,*,*,38
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,All Students,*,35,*,212,61,*,*,325
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,English Language Learners,*,*,*,24,*,*,*,25
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,Free and Reduced Lunch,*,*,*,*,*,*,*,*
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,Students With Disabilities,*,*,*,13,*,*,*,24
Ajo Unified District,4409,Ajo High School,6292,100215002,All Students,*,19,*,81,15,*,*,121
Ajo Unified District,4409,Ajo High School,6292,100215002,English Language Learners,*,*,*,*,*,*,*,*
Ajo Unified District,4409,Ajo High School,6292,100215002,Free and Reduced Lunch,*,*,*,*,*,*,*,*
Ajo Unified District,4409,Ajo High School,6292,100215002,Students With Disabilities,*,*,*,*,*,*,*,14
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,_,_,All Students,*,158,*,*,*,*,*,159
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,_,_,Free and Reduced Lunch,*,139,*,*,*,*,*,140
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,_,_,Students With Disabilities,*,*,*,*,*,*,*,15
"Akimel O Otham Pee Posh Charter School, Inc.",5978,Akimel O'Otham Pee Posh (K-2),10797,118705001,All Students,*,158,*,*,*,*,*,159
"Akimel O Otham Pee Posh Charter School, Inc.",5978,Akimel O'Otham Pee Posh (K-2),10797,118705001,English Language Learners,*,*,*,*,*,*,*,*
"Akimel O Otham Pee Posh Charter School, Inc.",5978,Akimel O'Otham Pee Posh (K-2),10797,118705001,Free and Reduced Lunch,*,139,*,*,*,*,*,140
"Akimel O Otham Pee Posh Charter School, Inc.",5978,Akimel O'Otham Pee Posh (K-2),10797,118705001,Students With Disabilities,*,*,*,*,*,*,*,15
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,,_,_,All Students,*,139,*,*,*,*,*,140
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,,_,_,English Language Learners,*,*,*,*,*,*,*,*
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,,_,_,Free and Reduced Lunch,*,119,*,*,*,*,*,120
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,,_,_,Students With Disabilities,*,*,*,*,*,*,*,*
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,Akimel O'Otham Pee Posh (3-5),78967,118706001,All Students,*,139,*,*,*,*,*,140
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,Akimel O'Otham Pee Posh (3-5),78967,118706001,English Language Learners,*,*,*,*,*,*,*,*
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,Akimel O'Otham Pee Posh (3-5),78967,118706001,Free and Reduced Lunch,*,119,*,*,*,*,*,120
"Akimel O'Otham Pee Posh Charter School, Inc.",78966,Akimel O'Otham Pee Posh (3-5),78967,118706001,Students With Disabilities,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,,_,_,All Students,379,322,1043,10813,801,30,158,13546
Alhambra Elementary District,4280,,_,_,English Language Learners,157,*,107,1994,47,*,*,2323
Alhambra Elementary District,4280,,_,_,Free and Reduced Lunch,294,245,796,8724,493,21,116,10689
Alhambra Elementary District,4280,,_,_,Students With Disabilities,21,47,105,1017,97,*,*,1306
Alhambra Elementary District,4280,Alhambra Traditional School,5381,70468101,All Students,15,*,55,515,134,*,12,741
Alhambra Elementary District,4280,Alhambra Traditional School,5381,70468101,English Language Learners,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,Alhambra Traditional School,5381,70468101,Free and Reduced Lunch,*,*,25,345,29,*,*,417
Alhambra Elementary District,4280,Alhambra Traditional School,5381,70468101,Students With Disabilities,*,*,*,*,*,*,*,*
Alhambra Elementary District,4280,Andalucia Middle School,5382,70468102,All Students,13,25,68,955,57,*,*,1128
Alhambra Elementary District,4280,Andalucia Middle School,5382,70468102,English Language Learners,*,*,*,113,*,*,*,125
Alhambra Elementary District,4280,Andalucia Middle School,5382,70468102,Free and Reduced Lunch,11,23,56,864,41,*,*,1005
Alhambra Elementary District,4280,Andalucia Middle School,5382,70468102,Students With Disabilities,*,*,*,85,15,*,*,114
Alhambra Elementary District,4280,Barcelona Middle School,5384,70468104,All Students,*,28,119,571,73,*,*,815
Alhambra Elementary District,4280,Barcelona Middle School,5384,70468104,English Language Learners,*,*,*,39,*,*,*,47
Alhambra Elementary District,4280,Barcelona Middle School,5384,70468104,Free and Reduced Lunch,*,18,103,439,52,*,*,627
Alhambra Elementary District,4280,Barcelona Middle School,5384,70468104,Students With Disabilities,*,*,22,122,*,*,*,164
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,70468105,All Students,*,19,96,427,52,*,15,617
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,70468105,English Language Learners,*,*,*,71,13,*,*,99
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,70468105,Free and Reduced Lunch,*,*,53,314,33,*,12,426
Alhambra Elementary District,4280,Carol G. Peck Elementary School,6030,70468105,Students With Disabilities,*,*,*,39,*,*,*,56
Alhambra Elementary District,4280,Catalina Ventura School,5385,70468106,All Students,19,24,84,895,104,*,*,1138
Alhambra Elementary District,4280,Catalina Ventura School,5385,70468106,English Language Learners,*,*,*,92,*,*,*,108
Alhambra Elementary District,4280,Catalina Ventura School,5385,70468106,Free and Reduced Lunch,17,15,68,739,60,*,*,902
Alhambra Elementary District,4280,Catalina Ventura School,5385,70468106,Students With Disabilities,*,*,14,79,17,*,*,115
