year,mergecode,droprate
17,4282-78980,2.38
17,4282-89955,1.28
17,4446-79692,2.54
17,4446-5934,5.82
17,4446-89579,3.16
17,4453-5948,5.74
17,4453-79658,5.88
17,4453-90084,6.37
17,4410-5839,0.94
17,4410-5837,0.0
17,4410-5834,0.0
17,4244-5137,0.83
17,4244-78911,0.67
17,4395-5638,0.0
17,4191-85876,0.0
17,4191-85877,2.44
17,4191-4801,4.26
17,4191-4802,0.0
17,88299-88300,0.15
17,4242-89591,1.81
17,4242-90302,1.75
17,4242-79633,1.36
17,4242-5125,0.6
17,4242-5127,2.61
17,4242-91282,0.97
17,4242-92892,1.45
17,4242-6015,2.06
17,4242-5123,1.87
17,4242-89613,1.05
17,4242-79634,1.52
17,4242-87519,0.75
17,4242-5110,2.16
17,4158-4737,14.32
17,4158-4731,5.91
17,4158-4734,2.34
17,4158-4735,2.2
17,4474-6110,2.12
17,4474-6109,0.69
17,90138-90139,0.0
17,90138-92636,0.82
17,5186-10801,2.07
17,5186-92637,2.11
17,92316-92317,0.0
17,85448-85451,1.53
17,85448-92561,0.0
17,85448-87441,0.0
17,4486-6122,0.0
17,81027-81028,3.52
17,10386-78915,0.0
17,10386-85842,23.2
17,10386-81127,18.52
17,91773-10733,3.03
17,4370-5567,3.1
17,4381-90858,25.35
17,4381-5592,1.87
17,4381-5593,1.75
17,79467-79468,29.66
17,90533-88388,0.88
17,4442-92608,26.32
17,4442-5916,4.14
17,4442-5914,9.84
17,79077-79099,2.44
17,79988-79989,0.0
17,4487-6124,2.22
17,4487-90934,0.0
17,4487-6125,1.82
17,79074-79102,0.61
17,90331-87412,16.16
17,80032-80033,16.67
17,4501-78935,1.07
17,4501-6172,1.04
17,4263-5289,1.47
17,4263-5283,2.39
17,4263-79285,6.14
17,4263-6023,2.01
17,4263-5284,2.78
17,4263-5285,1.08
17,4263-5287,1.45
17,4263-5288,0.42
17,4263-5286,2.65
17,89917-89918,0.0
17,79049-79127,0.25
17,89914-80974,0.0
17,90284-90285,0.0
17,90541-90639,0.0
17,79496-79506,0.0
17,4246-78922,0.0
17,4246-5162,2.28
17,4246-85850,1.53
17,4246-88399,0.0
17,4246-5161,1.94
17,4246-5142,0.0
17,4246-79414,1.15
17,4246-5159,0.0
17,4246-5150,0.12
17,4246-85851,0.0
17,4246-80318,0.0
17,4246-78921,0.0
17,4246-5155,0.0
17,4246-5163,0.87
17,4246-89953,0.0
17,4246-6016,0.0
17,4246-80317,0.52
17,4246-79574,0.0
17,4246-92907,0.0
17,4246-79573,0.0
17,4246-81017,0.0
17,4246-81016,0.0
17,4246-92525,0.0
17,4246-87528,0.0
17,81099-92249,0.3
17,79441-79442,29.79
17,92302-92303,2.33
17,88321-88322,1.79
17,6258-10807,1.56
17,4174-4773,3.2
17,4174-4771,1.09
17,4174-4770,2.19
17,4228-4902,0.0
17,4228-4903,5.59
17,4243-81111,0.0
17,4243-89600,0.0
17,4243-81112,0.38
17,4243-80052,0.7
17,4243-5128,0.0
17,4243-5133,2.04
17,4243-90875,2.7
17,4243-5129,1.33
17,4243-5132,0.0
17,4243-5130,0.0
17,4243-84683,0.63
17,4243-89604,0.8
17,4243-88416,0.85
17,4243-87621,0.0
17,4243-89821,1.38
17,4243-90134,0.55
17,4243-88414,0.41
17,4243-87620,0.29
17,4243-5131,0.44
17,4243-84684,1.3
17,4243-88417,1.15
17,4243-79632,1.39
17,4243-88415,0.88
17,4243-81113,0.65
17,91170-91171,6.78
17,89850-89851,0.0
17,78833-78836,40.83
17,92783-92921,9.68
17,4421-5860,14.83
17,4421-80928,10.23
17,79981-79982,0.0
17,79981-90349,0.0
17,81045-92492,0.0
17,81045-10753,0.0
17,6446-10849,0.0
17,6446-79697,2.22
17,4329-90322,24.04
17,4329-5500,6.94
17,92226-90377,0.18
17,81052-89920,0.0
17,81050-79219,5.08
17,79211-92912,7.27
17,79211-90324,0.0
17,79211-10848,0.0
17,90201-90844,11.56
17,90201-90202,9.2
17,4341-10752,5.26
17,89412-89413,1.42
17,89412-5479,0.0
17,79059-91199,16.87
17,79059-90768,13.51
17,79059-90389,13.54
17,79059-90075,25.13
17,79059-81143,9.48
17,79059-90815,20.56
17,79059-79117,7.8
17,4185-4795,0.0
17,4448-5942,1.65
17,6375-5495,0.0
17,6375-10799,5.13
17,91277-91783,3.28
17,91277-92975,1.83
17,4335-5507,0.26
17,92902-92903,0.0
17,92988-181823,0.0
17,79214-81173,0.0
17,78783-92501,0.83
17,78783-78820,0.72
17,4202-4842,0.54
17,4207-4851,0.0
17,4205-4849,0.0
17,4192-4820,6.43
17,4192-4819,1.66
17,4192-4817,6.31
17,4192-230656,23.19
17,4192-90191,2.41
17,4192-4803,16.67
17,4300-5466,0.0
17,4437-88400,5.29
17,4437-89587,1.98
17,4437-85853,0.93
17,4437-5897,1.46
17,4437-5895,2.75
17,4437-89858,3.32
17,4437-92280,27.08
17,4437-90309,1.44
17,4437-89907,2.97
17,4437-80440,3.33
17,4437-87537,1.87
17,4437-90393,5.77
17,4437-79415,5.22
17,4405-91832,13.51
17,4405-5791,1.31
17,4405-5790,0.44
17,4405-6054,7.57
17,4309-5474,0.83
17,4309-92407,6.67
17,4167-4748,0.0
17,4221-4893,0.8
17,4221-90064,40.38
17,79973-79974,4.84
17,4356-5539,5.88
17,4247-5167,3.45
17,4247-5166,0.37
17,4273-5353,1.11
17,4273-80916,0.15
17,4495-6140,0.0
17,4195-4828,2.36
17,89506-80472,2.13
17,4303-6036,0.0
17,4505-6185,3.62
17,4505-81105,1.14
17,4157-4728,3.63
17,4157-4727,0.33
17,78997-79022,18.05
17,78997-90737,14.61
17,4332-5504,40.89
17,90884-91712,1.87
17,4238-5019,3.76
17,87600-90038,0.0
17,4239-90124,1.06
17,4239-79823,1.64
17,4239-79629,0.33
17,4239-89606,0.0
17,4239-89605,0.0
17,4239-91209,8.81
17,4239-91155,4.76
17,4239-5039,1.67
17,4239-5020,0.44
17,4239-5022,0.48
17,4239-5040,1.13
17,4239-6006,0.15
17,4239-6007,1.82
17,4239-5021,0.51
17,4239-85847,0.64
17,4271-5340,0.29
17,4271-5342,1.52
17,4271-79782,0.0
17,4271-79815,0.0
17,4271-5344,0.46
17,4271-5337,1.15
17,4271-5339,0.0
17,4271-5332,0.51
17,4271-5338,0.57
17,4271-5334,0.44
17,4271-5341,0.45
17,4271-5333,0.92
17,4271-5335,2.07
17,4271-79816,0.0
17,89829-89830,0.0
17,4285-5431,0.87
17,4285-5429,1.82
17,4285-5426,0.88
17,4285-5435,9.76
17,4285-794564,20.36
17,4285-5433,0.82
17,4285-5434,1.37
17,4285-5430,0.48
17,4285-5427,0.65
17,4285-5432,0.78
17,4285-5428,1.11
17,4324-5494,0.0
17,4208-4855,4.88
17,4208-85831,4.78
17,4217-4879,0.0
17,4194-4824,0.0
17,4194-4825,0.0
17,10974-78808,5.08
17,79500-90470,4.76
17,6369-5872,15.67
17,79501-79513,0.0
17,79501-92523,1.85
17,79501-90277,0.0
17,4212-4873,1.03
17,4212-4870,1.89
17,4392-5625,0.62
17,4392-5624,2.27
17,92520-92521,0.37
17,92519-92522,0.57
17,4336-5509,0.25
17,81076-89624,0.0
17,81076-81077,0.0
17,4426-5866,0.0
17,4248-92259,0.89
17,4248-79374,0.81
17,4248-92260,0.26
17,4248-89581,1.28
17,4389-5610,3.54
17,4389-5609,3.18
17,92991-969999,28.99
17,79264-78809,0.25
17,4337-79623,0.0
17,4337-79042,19.88
17,4469-6097,3.1
17,4469-6091,3.35
17,4469-6092,1.36
17,4469-6096,0.0
17,4502-6180,0.0
17,90162-90163,0.61
17,89561-89562,0.72
17,89563-89564,0.0
17,88369-88370,0.0
17,88372-88373,0.34
17,90034-90035,0.33
17,89788-89789,2.58
17,89790-89791,0.26
17,90160-90161,0.0
17,91326-92230,0.0
17,92499-92500,9.09
17,90876-91782,16.0
17,5174-10811,0.0
17,4352-10746,23.13
17,4334-5506,6.67
17,4334-88232,26.23
17,4259-5234,8.63
17,4259-78934,4.84
17,4259-5243,2.41
17,4445-89859,1.15
17,4445-5928,0.23
17,79063-79113,2.54
17,79475-79476,24.58
17,4388-5606,0.0
17,4388-87530,1.28
17,4342-92246,8.04
17,4342-78899,22.9
17,90535-91157,0.0
17,90334-89868,0.0
17,79882-10748,20.87
17,90548-91158,6.83
17,79880-6350,19.46
17,78965-79178,5.45
17,79876-10749,28.03
17,79878-6349,25.19
17,79871-79177,0.0
17,4396-5641,2.7
17,4396-5644,5.96
17,79065-79111,23.73
17,10878-10884,0.0
17,79420-79431,0.0
17,4383-79373,1.28
17,4383-6051,0.0
17,79598-5577,4.49
17,79598-5595,10.08
17,79598-5575,3.24
17,79598-91772,5.07
17,79598-88409,1.52
17,4267-5298,0.12
17,4267-5297,0.0
17,4267-5296,0.13
17,4267-5299,0.13
17,4267-5300,0.15
17,4267-5301,0.65
17,4368-5565,3.87
17,4368-5560,0.96
17,4276-84305,1.56
17,4276-89266,2.32
17,4276-5356,1.61
17,4276-5357,3.52
17,4276-756942,2.51
17,4276-91310,1.75
17,4276-88421,1.04
17,4276-5358,1.52
17,79967-87416,0.0
17,79967-91597,0.0
17,91174-91765,1.01
17,90637-90638,2.19
17,87349-87350,26.9
17,92610-90534,0.52
17,91763-91764,0.42
17,88360-88361,0.42
17,92199-90366,0.0
17,91135-91136,0.0
17,91133-91134,0.0
17,92047-92048,0.0
17,850100-229646,0.62
17,850101-411380,1.35
17,91137-91138,0.0
17,92879-92880,0.0
17,92730-92731,0.0
17,4266-5295,1.31
17,4266-87475,1.98
17,4266-92706,2.04
17,4266-5294,1.23
17,4266-79652,0.0
17,4266-79846,0.45
17,4216-4878,15.97
17,10968-78811,0.0
17,10968-91204,0.0
17,80299-80300,20.3
17,90754-90755,6.67
17,92657-92732,0.41
17,4281-90385,1.55
17,4281-92878,0.0
17,4281-85844,0.5
17,4281-5395,1.14
17,4281-79220,11.54
17,4281-79221,1.23
17,4374-85821,6.83
17,4278-79618,1.39
17,4278-87476,1.14
17,4278-89608,1.51
17,4278-530879,0.0
17,4278-5360,0.57
17,4278-85852,4.2
17,4278-89924,0.0
17,4270-5324,0.55
17,4270-5329,0.0
17,4270-5328,2.16
17,4270-89622,0.0
17,91935-92605,0.24
17,4439-5903,2.46
17,4439-5904,5.19
17,4404-5768,37.04
17,4404-87083,15.91
17,4404-5781,2.83
17,4404-5779,1.02
17,4404-6279,12.28
17,4404-5782,1.66
17,4404-5780,0.35
17,4314-5480,1.09
17,4234-6823,0.0
17,4234-6822,0.0
17,4234-90797,0.0
17,4234-80410,24.49
17,4441-89911,0.69
17,4441-5910,4.51
17,4441-5909,2.58
17,4435-6067,28.83
17,10965-78821,0.0
17,90861-91781,0.0
17,79499-79511,0.0
17,89852-89853,0.0
17,4473-6107,1.96
17,4473-6106,5.7
17,81174-81175,0.0
17,4235-4969,1.73
17,4235-4983,3.56
17,4235-4967,2.2
17,4235-78932,22.11
17,4235-90303,0.0
17,4235-4971,0.71
17,4235-4970,2.55
17,4235-89593,0.6
17,4235-78930,13.22
17,4235-4980,4.56
17,4235-4982,1.92
17,4235-4973,1.57
17,4235-4984,1.55
17,4235-4974,1.73
17,4235-4977,0.84
17,4235-78917,3.82
17,4235-79489,1.3
17,4235-4979,0.39
17,4235-90753,2.17
17,4235-4975,1.23
17,4235-4981,4.05
17,5181-10847,0.0
17,4463-5972,2.94
17,4211-4869,3.51
17,79207-78843,0.0
17,4493-6133,0.0
17,4488-91320,2.21
17,4488-6127,6.85
17,79498-79510,1.32
17,4379-5589,2.32
17,4503-6181,0.0
17,80011-80012,0.0
17,4359-5544,0.0
17,4230-92081,0.48
17,4230-4906,1.37
17,90192-90193,0.0
17,78873-78874,0.0
17,10879-10885,19.19
17,4265-5293,0.0
17,4265-5290,0.0
17,4265-5291,0.0
17,4265-5292,0.63
17,4386-7654,40.74
17,4316-5482,0.0
17,80985-80986,0.0
17,78882-78883,0.0
17,10760-10800,3.17
17,92374-92345,13.33
17,4457-5954,1.61
17,4457-5962,0.93
17,4457-5961,10.0
17,4457-5956,3.39
17,90879-91422,0.0
17,79701-79702,46.77
17,79701-91268,6.63
17,4204-4845,0.0
17,79881-79899,14.75
17,4323-5493,15.07
17,4323-89440,16.49
17,4323-78814,23.14
17,4323-79174,20.0
17,4323-80026,24.24
17,4323-89827,22.27
17,4323-10737,17.23
17,79503-79505,3.85
17,91238-91789,0.0
17,4262-5280,2.12
17,6235-87413,0.0
17,79068-79108,2.31
17,4196-92913,46.38
17,4196-4832,7.31
17,4196-4831,0.22
17,79086-79090,0.0
17,123733-991308,0.0
17,10967-78815,0.0
17,4275-5355,0.9
17,79578-79579,1.63
17,4241-5099,0.51
17,4241-5102,0.11
17,4241-5101,0.34
17,4241-5106,0.7
17,4241-79729,0.61
17,4241-5107,1.37
17,4241-5105,1.5
17,4241-79268,0.53
17,4241-90782,3.5
17,4241-5071,3.85
17,4241-5108,0.74
17,4241-5104,0.72
17,4241-5103,0.2
17,4241-92611,9.68
17,4241-5100,0.13
17,5180-10820,0.0
17,5180-89828,0.29
17,91279-91896,5.0
17,79205-78977,0.0
17,10970-92234,0.0
17,10970-78816,0.0
17,4510-6196,1.41
17,4510-80408,27.63
17,4510-6197,3.16
17,4510-78929,3.69
17,79953-5530,26.29
17,79953-90208,25.12
17,4460-5968,0.0
17,4462-5971,0.0
17,92983-850102,14.1
17,81024-81025,0.0
17,4209-91196,13.56
17,4209-10822,12.8
17,4209-4860,3.49
17,4209-4856,1.2
17,4369-5566,0.0
17,79866-79884,0.0
17,4186-4796,3.7
17,4283-80419,0.48
17,4283-79265,0.43
17,4283-5423,0.78
17,4283-5418,3.05
17,4283-5422,0.0
17,4283-5421,0.0
17,4283-5417,0.43
17,4283-79800,0.39
17,4283-79642,0.0
17,4283-80418,0.9
17,4283-5420,3.52
17,4283-80417,1.81
17,92972-126443,0.0
17,4237-4994,0.0
17,4237-5006,0.0
17,4237-5014,0.88
17,4237-5007,0.0
17,4237-5016,0.48
17,4237-5012,0.0
17,4237-4997,0.0
17,4237-4999,0.0
17,4237-79223,0.0
17,4237-79222,0.0
17,4237-5011,0.0
17,4237-4995,0.0
17,4237-5001,0.0
17,4237-4996,0.0
17,4237-6005,0.0
17,4237-4992,0.0
17,4237-4990,0.0
17,4237-5015,0.6
17,4237-4991,0.0
17,4237-90135,0.0
17,4237-87520,0.24
17,4237-5008,0.0
17,4237-5000,0.0
17,4237-5003,0.0
17,4237-81144,0.0
17,4237-5010,0.0
17,4237-81207,0.0
17,4237-4989,0.0
17,4237-6231,7.25
17,4237-5013,0.63
17,4237-91217,0.0
17,4237-4993,0.74
17,4237-85835,0.62
17,4237-5002,0.0
17,4237-5009,0.0
17,4237-5005,0.0
17,4237-5004,0.32
17,4237-4998,0.0
17,4237-92645,0.0
17,4237-5017,0.23
17,4237-92638,0.0
17,4237-88397,0.0
17,4237-79645,0.0
17,4338-5512,10.0
17,346763-92248,2.79
17,90273-90274,5.95
17,4340-5515,0.0
17,4256-79616,0.0
17,4256-5196,0.69
17,4256-5200,0.0
17,4256-5205,0.0
17,4256-5206,0.0
17,4256-5201,0.0
17,4256-5203,3.59
17,4256-5195,4.1
17,4256-5197,4.48
17,4256-5199,0.96
17,4256-5204,0.0
17,4256-5198,2.48
17,4256-5209,1.06
17,6379-10814,3.66
17,4286-5436,4.89
17,4286-89571,2.2
17,4286-6249,11.46
17,4286-5438,2.25
17,4286-5440,4.32
17,4286-5439,3.33
17,4286-78847,2.64
17,4286-89778,0.32
17,4286-79617,28.16
17,4286-5441,2.5
17,4286-6248,0.21
17,4286-5442,1.78
17,4286-221992,0.0
17,4286-88407,0.31
17,4286-5443,2.06
17,4286-5437,3.07
17,4452-5947,0.0
17,87334-87335,25.0
17,87334-91213,5.26
17,4401-5654,26.94
17,4401-5656,53.5
17,4420-6057,43.97
17,90536-90907,24.0
17,89864-89865,23.9
17,79959-79960,18.32
17,79959-92994,13.55
17,90997-90998,18.64
17,4220-92296,15.15
17,4220-4891,2.83
17,4220-81056,1.37
17,4201-4841,0.0
17,81011-10750,13.04
17,81009-79621,15.43
17,81001-5463,17.92
17,81001-81180,23.07
17,79439-79619,11.76
17,4390-5612,3.95
17,4390-5613,5.08
17,79455-79456,0.33
17,87405-91830,11.75
17,87405-79705,4.04
17,4431-5876,46.15
17,4431-5873,39.5
17,4431-5878,26.92
17,4431-5880,35.06
17,4431-5879,36.14
17,4431-5877,29.53
17,79569-79570,3.68
17,4466-8135,3.81
17,4466-8133,0.13
17,88317-80004,0.0
17,4425-5865,0.0
17,4511-6198,0.0
17,4511-6199,6.9
17,4245-92911,8.57
17,4245-89912,13.42
17,4245-5141,1.71
17,4245-5140,10.99
17,4438-5900,1.98
17,4159-4741,11.51
17,4159-4740,7.62
17,4159-88386,10.91
17,4159-4739,0.0
17,4447-5938,0.0
17,91317-91318,3.57
17,4306-5471,0.0
17,90275-90276,0.0
17,4301-5467,0.0
17,92049-92050,21.88
17,4257-84660,0.44
17,4257-92961,0.0
17,4279-5375,0.0
17,4279-87883,0.42
17,4279-5368,0.8
17,4279-5376,0.39
17,4279-5363,0.0
17,4279-79012,0.0
17,4279-79013,0.0
17,4279-5377,0.94
17,4279-5370,0.0
17,4279-5378,0.0
17,4279-5379,0.0
17,4279-5364,0.0
17,4279-5380,0.0
17,4279-5365,0.74
17,4279-5372,0.0
17,4279-5373,0.78
17,4279-5367,0.0
17,4155-4721,3.0
17,4155-4720,1.57
17,4155-92686,17.65
17,81033-90825,5.73
17,4449-5944,13.14
17,4254-5192,0.45
17,4254-89596,0.0
17,4254-85819,0.75
17,4218-216045,30.0
17,4218-4885,11.04
17,4218-4884,1.41
17,4218-4883,2.15
17,89414-89415,0.0
17,4411-88387,3.54
17,4411-5843,4.34
17,4411-5842,2.53
17,4411-90824,4.75
17,4514-6202,3.57
17,4320-90159,25.23
17,4320-5489,6.48
17,4210-4863,10.22
17,4210-89776,54.95
17,4172-4760,0.0
17,89798-89799,0.49
17,4156-4723,6.11
17,4156-4724,5.23
17,4458-5965,0.66
17,4458-89775,0.34
17,4458-5966,2.94
17,4454-90415,40.35
17,4454-5951,5.3
17,85454-85455,2.56
17,79951-79952,26.83
17,89756-89757,0.0
17,4240-5066,0.68
17,4240-5069,0.52
17,4240-5059,0.0
17,4240-5065,0.89
17,4240-79639,0.0
17,4240-5067,2.45
17,4240-5061,0.48
17,4240-5070,0.65
17,4240-5046,0.0
17,4240-5062,0.61
17,4240-5064,0.32
17,4240-5063,0.0
17,4240-5068,1.13
17,4240-91286,3.13
17,4240-5047,1.96
17,4492-6132,7.41
17,4467-90826,0.0
17,4467-6085,1.16
17,92381-92890,0.0
17,79072-79104,0.0
17,4472-6104,0.0
17,4472-6105,0.0
17,6353-5653,2.5
17,4393-5632,3.85
17,4393-5631,0.69
17,4393-79646,25.0
17,4393-91203,21.74
17,4175-4783,1.29
17,4175-4781,0.1
17,4175-440989,3.7
17,90329-89941,4.0
17,79084-79092,3.06
17,4496-6141,0.0
17,4391-5618,0.84
17,4391-5616,0.78
17,4500-6164,1.08
17,4461-5970,0.0
17,78868-78869,14.63
17,89915-89916,0.0
17,90540-91122,0.0
17,79000-92518,32.0
17,79000-79028,9.96
17,79085-79091,3.88
17,92043-92044,25.77
17,4173-4761,0.0
17,4173-4762,0.72
17,4153-4711,3.66
17,4153-4710,0.0
17,4153-89607,15.63
17,4451-5946,6.67
17,85807-80475,14.07
17,4313-91788,0.0
17,10966-78818,0.0
17,91992-92497,6.54
17,79453-79454,0.0
17,4407-5809,1.48
17,4407-87532,1.12
17,4407-5824,2.36
17,4407-5826,4.13
17,4407-92770,0.96
17,4407-5823,2.08
17,4407-6288,19.33
17,4407-5827,5.92
17,4407-91829,21.88
17,4440-5906,0.0
17,4440-5907,2.48
17,91933-92594,5.1
17,4408-5828,0.0
17,4408-87466,0.49
17,90142-90143,0.0
17,79218-80980,0.0
17,79218-78857,1.5
17,4361-5549,0.27
17,4258-5231,0.68
17,4258-5232,0.55
17,4258-5230,1.51
17,4258-5216,2.54
17,4258-91913,0.44
17,4258-81057,0.0
17,4287-5450,17.13
17,4287-5447,0.97
17,4287-5449,0.51
17,4287-5446,1.74
17,4287-5445,0.9
17,4287-5448,0.61
17,4287-5444,1.51
17,4219-4889,1.16
17,4219-4888,0.35
17,6355-6063,0.0
17,6355-79296,1.72
17,91340-92247,3.45
17,92978-649230,2.22
17,90287-91825,0.0
17,91250-91775,5.95
17,79131-79132,11.11
17,4264-87526,1.52
17,4264-6240,1.06
17,4264-79402,1.7
17,4288-85810,2.11
17,4288-80051,2.25
17,4288-89908,2.42
17,4288-5452,2.35
17,4288-90551,0.18
17,4288-5453,2.28
17,4450-92244,4.73
17,4450-5945,2.68
17,4168-4749,0.9
17,4168-4751,1.44
17,4168-4750,0.0
17,4225-4897,0.0
17,90859-91156,0.0
17,4197-78916,25.0
17,4197-4838,5.29
17,4197-4837,5.54
17,79073-79103,0.0
17,79979-90044,0.0
17,79979-90045,0.0
17,79979-79980,0.0
17,79979-84297,0.0
17,6374-5892,35.66
17,4403-5750,1.95
17,4403-5694,0.79
17,4403-5738,0.94
17,4403-5715,1.44
17,4403-5756,4.91
17,4403-5757,2.5
17,4403-5673,1.37
17,4403-5737,3.67
17,4403-5674,3.13
17,4403-5739,1.92
17,4403-5684,2.91
17,4403-5735,0.71
17,4403-5741,1.98
17,4403-5742,1.81
17,4403-6269,15.15
17,4403-91202,0.36
17,4403-5703,0.0
17,4403-92239,0.76
17,4403-5758,2.64
17,4403-5745,0.41
17,4403-6264,8.81
17,4403-5708,6.12
17,4403-5759,2.51
17,4403-5760,3.59
17,4403-5744,6.16
17,4403-5712,1.82
17,4403-5755,0.0
17,4403-5761,1.43
17,4403-5746,1.46
17,4403-5762,1.49
17,4403-5763,3.53
17,4403-5747,6.32
17,4403-6272,32.06
17,4403-5764,2.89
17,4403-85924,1.98
17,4403-5766,0.09
17,4403-5749,2.3
17,4403-5751,2.63
17,4422-5861,9.86
17,4422-90286,0.0
17,4310-5475,0.0
17,4277-89592,0.86
17,4277-87523,0.31
17,4413-91292,0.78
17,4413-79721,1.76
17,4413-78835,0.0
17,4413-87470,0.3
17,4413-79720,0.86
17,4413-87875,0.8
17,4413-92376,0.0
17,4413-5850,0.17
17,4413-84665,17.62
17,4413-90156,0.19
17,4413-10855,0.0
17,4413-90845,3.0
17,79957-79958,0.0
17,4190-4800,1.44
17,80992-80994,0.0
17,4358-78822,0.0
17,4339-5513,0.0
17,4430-5871,0.0
17,79907-80385,44.44
17,4260-5274,0.0
17,4260-5246,0.0
17,4260-5249,0.48
17,4260-5250,0.26
17,4260-5257,1.9
17,4260-5259,1.03
17,4260-5260,0.0
17,4260-5262,0.0
17,4260-5263,0.88
17,4260-5266,1.22
17,4260-5271,0.5
17,4260-5270,0.0
17,4504-6182,1.96
17,4512-6200,0.0
17,79990-79991,0.0
17,90036-90037,0.0
17,91937-92619,0.0
17,4394-5637,22.96
17,4394-5635,12.19
17,4236-89676,0.0
17,4236-4986,2.82
17,4236-4987,5.03
17,4236-91264,12.98
17,4170-4757,3.26
17,4170-4756,0.0
17,4193-4822,1.79
17,4193-4823,1.9
17,4261-5276,1.28
17,4154-4716,1.39
17,4154-4717,9.0
17,4387-5604,6.43
17,4387-5603,4.48
17,79379-91815,9.7
17,79379-79380,10.91
17,4385-5599,0.0
17,4499-6163,0.45
17,4499-6160,1.75
17,4499-6161,3.83
17,4499-6162,2.06
17,4499-85840,2.03
17,4499-92641,18.75
17,4509-6193,34.21
17,4507-6191,2.01
