LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
Heber-Overgaard Unified District,4392,,,           _,Sped Students,*,*,*,*,39,*,*,49
Heber-Overgaard Unified District,4392,Capps Elementary School,5623,090206102,All Students,*,*,*,13,84,*,*,106
Heber-Overgaard Unified District,4392,Capps Elementary School,5623,090206102,ELL Students,*,*,*,*,*,*,*,*
Heber-Overgaard Unified District,4392,Capps Elementary School,5623,090206102,Free Lunch Students,*,*,*,*,54,*,*,71
Heber-Overgaard Unified District,4392,Capps Elementary School,5623,090206102,Sped Students,*,*,*,*,*,*,*,14
Heber-Overgaard Unified District,4392,Mogollon High School,5625,090206201,All Students,*,*,*,17,99,*,*,124
Heber-Overgaard Unified District,4392,Mogollon High School,5625,090206201,ELL Students,*,*,*,*,*,*,*,*
Heber-Overgaard Unified District,4392,Mogollon High School,5625,090206201,Free Lunch Students,*,*,*,11,37,*,*,56
Heber-Overgaard Unified District,4392,Mogollon High School,5625,090206201,Sped Students,*,*,*,*,*,*,*,13
Heber-Overgaard Unified District,4392,Mogollon Jr High School,5624,090206103,All Students,*,*,*,*,54,*,*,68
Heber-Overgaard Unified District,4392,Mogollon Jr High School,5624,090206103,ELL Students,*,*,*,*,*,*,*,*
Heber-Overgaard Unified District,4392,Mogollon Jr High School,5624,090206103,Free Lunch Students,*,*,*,*,29,*,*,37
Heber-Overgaard Unified District,4392,Mogollon Jr High School,5624,090206103,Sped Students,*,*,*,*,*,*,*,*
Heber-Overgaard Unified District,4392,Mountain Meadows Primary,6053,090206101,All Students,*,*,*,27,114,*,*,150
Heber-Overgaard Unified District,4392,Mountain Meadows Primary,6053,090206101,ELL Students,*,*,*,*,*,*,*,*
Heber-Overgaard Unified District,4392,Mountain Meadows Primary,6053,090206101,Free Lunch Students,*,*,*,21,66,*,*,95
Heber-Overgaard Unified District,4392,Mountain Meadows Primary,6053,090206101,Sped Students,*,*,*,*,*,*,*,15
"Heritage Academy Laveen, Inc.",92520,,,           _,All Students,*,11,57,132,85,*,*,300
"Heritage Academy Laveen, Inc.",92520,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy Laveen, Inc.",92520,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy Laveen, Inc.",92520,,,           _,Sped Students,*,*,*,*,*,*,*,19
"Heritage Academy Laveen, Inc.",92520,Heritage Academy Laveen,92521,078259001,All Students,*,11,57,132,85,*,*,300
"Heritage Academy Laveen, Inc.",92520,Heritage Academy Laveen,92521,078259001,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy Laveen, Inc.",92520,Heritage Academy Laveen,92521,078259001,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy Laveen, Inc.",92520,Heritage Academy Laveen,92521,078259001,Sped Students,*,*,*,*,*,*,*,19
"Heritage Academy Queen Creek, Inc.",92519,,,           _,All Students,*,*,*,20,186,*,*,216
"Heritage Academy Queen Creek, Inc.",92519,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy Queen Creek, Inc.",92519,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy Queen Creek, Inc.",92519,,,           _,Sped Students,*,*,*,*,14,*,*,17
"Heritage Academy Queen Creek, Inc.",92519,Heritage Academy Queen Creek,92522,078258001,All Students,*,*,*,20,186,*,*,216
"Heritage Academy Queen Creek, Inc.",92519,Heritage Academy Queen Creek,92522,078258001,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy Queen Creek, Inc.",92519,Heritage Academy Queen Creek,92522,078258001,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy Queen Creek, Inc.",92519,Heritage Academy Queen Creek,92522,078258001,Sped Students,*,*,*,*,14,*,*,17
"Heritage Academy, Inc.",4336,,,           _,All Students,12,*,13,90,521,*,*,652
"Heritage Academy, Inc.",4336,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,,,           _,Sped Students,*,*,*,*,26,*,*,31
"Heritage Academy, Inc.",4336,Heritage Academy,5509,078712001,All Students,12,*,12,89,521,*,*,650
"Heritage Academy, Inc.",4336,Heritage Academy,5509,078712001,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy,5509,078712001,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy,5509,078712001,Sped Students,*,*,*,*,26,*,*,31
"Heritage Academy, Inc.",4336,Heritage Academy Laveen,92521,078259001,All Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Laveen,92521,078259001,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Laveen,92521,078259001,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Laveen,92521,078259001,Sped Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Queen Creek,92522,078258001,All Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Queen Creek,92522,078258001,ELL Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Queen Creek,92522,078258001,Free Lunch Students,*,*,*,*,*,*,*,*
"Heritage Academy, Inc.",4336,Heritage Academy Queen Creek,92522,078258001,Sped Students,*,*,*,*,*,*,*,*
Heritage Elementary School,81076,,,           _,All Students,18,*,138,365,187,*,38,761
Heritage Elementary School,81076,,,           _,ELL Students,*,*,*,50,*,*,*,54
Heritage Elementary School,81076,,,           _,Free Lunch Students,11,*,102,288,110,*,23,544
Heritage Elementary School,81076,,,           _,Sped Students,*,*,*,31,25,*,*,71
Heritage Elementary School,81076,Heritage Elementary - Williams,89624,078985103,All Students,*,*,*,62,24,*,*,97
Heritage Elementary School,81076,Heritage Elementary - Williams,89624,078985103,ELL Students,*,*,*,29,*,*,*,30
Heritage Elementary School,81076,Heritage Elementary - Williams,89624,078985103,Free Lunch Students,*,*,*,51,16,*,*,72
Heritage Elementary School,81076,Heritage Elementary - Williams,89624,078985103,Sped Students,*,*,*,*,*,*,*,*
Heritage Elementary School,81076,Heritage Elementary School,81077,078985101,All Students,15,*,136,303,163,*,35,664
Heritage Elementary School,81076,Heritage Elementary School,81077,078985101,ELL Students,*,*,*,21,*,*,*,24
Heritage Elementary School,81076,Heritage Elementary School,81077,078985101,Free Lunch Students,11,*,100,237,94,*,22,472
Heritage Elementary School,81076,Heritage Elementary School,81077,078985101,Sped Students,*,*,*,28,22,*,*,63
Hermosa Montessori Charter School,4426,,,           _,All Students,*,*,*,39,140,*,17,205
Hermosa Montessori Charter School,4426,,,           _,ELL Students,*,*,*,*,*,*,*,*
Hermosa Montessori Charter School,4426,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Hermosa Montessori Charter School,4426,,,           _,Sped Students,*,*,*,14,32,*,*,57
Hermosa Montessori Charter School,4426,Hermosa Montessori Charter,5866,108701001,All Students,*,*,*,39,140,*,17,205
Hermosa Montessori Charter School,4426,Hermosa Montessori Charter,5866,108701001,ELL Students,*,*,*,*,*,*,*,*
Hermosa Montessori Charter School,4426,Hermosa Montessori Charter,5866,108701001,Free Lunch Students,*,*,*,*,*,*,*,*
Hermosa Montessori Charter School,4426,Hermosa Montessori Charter,5866,108701001,Sped Students,*,*,*,14,32,*,*,57
Highland Free School,79061,,,           _,All Students,*,*,*,15,20,*,*,41
Highland Free School,79061,,,           _,ELL Students,*,*,*,*,*,*,*,*
Highland Free School,79061,,,           _,Free Lunch Students,*,*,*,*,*,*,*,19
Highland Free School,79061,,,           _,Sped Students,*,*,*,*,*,*,*,*
Highland Free School,79061,Highland Free School,79115,108775101,All Students,*,*,*,15,20,*,*,41
Highland Free School,79061,Highland Free School,79115,108775101,ELL Students,*,*,*,*,*,*,*,*
Highland Free School,79061,Highland Free School,79115,108775101,Free Lunch Students,*,*,*,*,*,*,*,19
Highland Free School,79061,Highland Free School,79115,108775101,Sped Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,,,           _,All Students,483,93,466,2248,7704,35,430,11459
Higley Unified School District,4248,,,           _,ELL Students,38,*,*,56,*,*,*,109
Higley Unified School District,4248,,,           _,Free Lunch Students,138,*,186,706,1108,*,89,2266
Higley Unified School District,4248,,,           _,Sped Students,39,*,63,283,802,*,44,1256
Higley Unified School District,4248,Centennial Elementary School,90315,070260108,All Students,28,*,33,201,596,*,34,900
Higley Unified School District,4248,Centennial Elementary School,90315,070260108,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Centennial Elementary School,90315,070260108,Free Lunch Students,*,*,13,56,78,*,*,162
Higley Unified School District,4248,Centennial Elementary School,90315,070260108,Sped Students,*,*,*,24,63,*,*,101
Higley Unified School District,4248,Chaparral Elementary School,89580,070260107,All Students,35,*,24,158,608,*,24,860
Higley Unified School District,4248,Chaparral Elementary School,89580,070260107,ELL Students,*,*,*,12,*,*,*,26
Higley Unified School District,4248,Chaparral Elementary School,89580,070260107,Free Lunch Students,13,*,*,42,84,*,*,153
Higley Unified School District,4248,Chaparral Elementary School,89580,070260107,Sped Students,*,*,*,26,71,*,*,110
Higley Unified School District,4248,Cooley Middle School,92259,070260701,All Students,40,*,47,177,610,*,31,915
Higley Unified School District,4248,Cooley Middle School,92259,070260701,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Cooley Middle School,92259,070260701,Free Lunch Students,*,*,20,68,104,*,11,217
Higley Unified School District,4248,Cooley Middle School,92259,070260701,Sped Students,*,*,*,22,50,*,*,86
Higley Unified School District,4248,Coronado Elementary School,79227,070260102,All Students,20,*,*,94,491,*,23,644
Higley Unified School District,4248,Coronado Elementary School,79227,070260102,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Coronado Elementary School,79227,070260102,Free Lunch Students,*,*,*,28,63,*,*,102
Higley Unified School District,4248,Coronado Elementary School,79227,070260102,Sped Students,*,*,*,14,39,*,*,56
Higley Unified School District,4248,Cortina Elementary,88422,070260106,All Students,30,*,27,146,708,*,33,951
Higley Unified School District,4248,Cortina Elementary,88422,070260106,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Cortina Elementary,88422,070260106,Free Lunch Students,*,*,*,36,64,*,*,110
Higley Unified School District,4248,Cortina Elementary,88422,070260106,Sped Students,*,*,*,13,45,*,*,66
Higley Unified School District,4248,Elona P. Cooley Early Child Development Center,92252,070260121,All Students,*,*,*,17,72,*,*,104
Higley Unified School District,4248,Elona P. Cooley Early Child Development Center,92252,070260121,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Elona P. Cooley Early Child Development Center,92252,070260121,Free Lunch Students,*,*,*,*,*,*,*,16
Higley Unified School District,4248,Elona P. Cooley Early Child Development Center,92252,070260121,Sped Students,*,*,*,16,57,*,*,85
Higley Unified School District,4248,Gateway Pointe Elementary,87487,070260105,All Students,36,*,43,156,459,*,39,755
Higley Unified School District,4248,Gateway Pointe Elementary,87487,070260105,ELL Students,*,*,*,*,*,*,*,13
Higley Unified School District,4248,Gateway Pointe Elementary,87487,070260105,Free Lunch Students,13,*,26,79,121,*,13,261
Higley Unified School District,4248,Gateway Pointe Elementary,87487,070260105,Sped Students,*,*,*,19,49,*,*,86
Higley Unified School District,4248,Higley High School,79374,070260201,All Students,82,*,73,314,1066,*,53,1603
Higley Unified School District,4248,Higley High School,79374,070260201,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Higley High School,79374,070260201,Free Lunch Students,19,*,24,81,148,*,*,283
Higley Unified School District,4248,Higley High School,79374,070260201,Sped Students,*,*,14,40,92,*,*,153
Higley Unified School District,4248,Higley Traditional Academy,5168,070260101,All Students,56,*,*,138,390,*,33,645
Higley Unified School District,4248,Higley Traditional Academy,5168,070260101,ELL Students,11,*,*,*,*,*,*,24
Higley Unified School District,4248,Higley Traditional Academy,5168,070260101,Free Lunch Students,20,*,*,39,55,*,*,129
Higley Unified School District,4248,Higley Traditional Academy,5168,070260101,Sped Students,*,*,*,*,43,*,*,52
Higley Unified School District,4248,Power Ranch Elementary,80316,070260104,All Students,18,*,20,129,483,*,50,714
Higley Unified School District,4248,Power Ranch Elementary,80316,070260104,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Power Ranch Elementary,80316,070260104,Free Lunch Students,*,*,15,44,65,*,*,146
Higley Unified School District,4248,Power Ranch Elementary,80316,070260104,Sped Students,*,*,*,13,44,*,*,72
Higley Unified School District,4248,San Tan Elementary,79375,070260103,All Students,29,*,26,144,421,*,28,655
Higley Unified School District,4248,San Tan Elementary,79375,070260103,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,San Tan Elementary,79375,070260103,Free Lunch Students,*,*,14,65,75,*,14,183
Higley Unified School District,4248,San Tan Elementary,79375,070260103,Sped Students,*,*,*,18,41,*,*,64
Higley Unified School District,4248,Sossaman Middle School,92260,070260702,All Students,28,*,32,189,618,*,24,901
Higley Unified School District,4248,Sossaman Middle School,92260,070260702,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Sossaman Middle School,92260,070260702,Free Lunch Students,*,*,13,54,89,*,*,168
Higley Unified School District,4248,Sossaman Middle School,92260,070260702,Sped Students,*,*,*,27,57,*,*,98
Higley Unified School District,4248,Sue Sossaman Early Childhood Development Center,92264,070260122,All Students,*,*,*,19,72,*,*,102
Higley Unified School District,4248,Sue Sossaman Early Childhood Development Center,92264,070260122,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Sue Sossaman Early Childhood Development Center,92264,070260122,Free Lunch Students,*,*,*,*,*,*,*,16
Higley Unified School District,4248,Sue Sossaman Early Childhood Development Center,92264,070260122,Sped Students,*,*,*,17,62,*,*,86
Higley Unified School District,4248,Williams Field High School,89581,070260202,All Students,75,*,102,366,1110,*,45,1710
Higley Unified School District,4248,Williams Field High School,89581,070260202,ELL Students,*,*,*,*,*,*,*,*
Higley Unified School District,4248,Williams Field High School,89581,070260202,Free Lunch Students,23,*,38,105,144,*,*,320
Higley Unified School District,4248,Williams Field High School,89581,070260202,Sped Students,*,*,13,28,89,*,*,141
"Hillcrest Academy, Inc.",4328,,,           _,All Students,*,*,*,18,75,*,*,106
"Hillcrest Academy, Inc.",4328,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Hillcrest Academy, Inc.",4328,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Hillcrest Academy, Inc.",4328,,,           _,Sped Students,*,*,*,*,*,*,*,*
"Hillcrest Academy, Inc.",4328,Hillcrest Academy,5499,078704101,All Students,*,*,*,18,75,*,*,106
"Hillcrest Academy, Inc.",4328,Hillcrest Academy,5499,078704101,ELL Students,*,*,*,*,*,*,*,*
"Hillcrest Academy, Inc.",4328,Hillcrest Academy,5499,078704101,Free Lunch Students,*,*,*,*,*,*,*,*
"Hillcrest Academy, Inc.",4328,Hillcrest Academy,5499,078704101,Sped Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,,,           _,All Students,*,*,*,*,23,*,*,29
Hillside Elementary District,4482,,,           _,ELL Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,,,           _,Sped Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,Hillside Elementary School,6117,130335101,All Students,*,*,*,*,23,*,*,29
Hillside Elementary District,4482,Hillside Elementary School,6117,130335101,ELL Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,Hillside Elementary School,6117,130335101,Free Lunch Students,*,*,*,*,*,*,*,*
Hillside Elementary District,4482,Hillside Elementary School,6117,130335101,Sped Students,*,*,*,*,*,*,*,*
Hirsch Academy A Challenge Foundation,91275,,,           _,All Students,*,*,*,135,*,*,*,144
Hirsch Academy A Challenge Foundation,91275,,,           _,ELL Students,*,*,*,85,*,*,*,86
Hirsch Academy A Challenge Foundation,91275,,,           _,Free Lunch Students,*,*,*,130,*,*,*,138
Hirsch Academy A Challenge Foundation,91275,,,           _,Sped Students,*,*,*,*,*,*,*,18
Hirsch Academy A Challenge Foundation,91275,Hirsch Academy A Challenge Foundation,92223,078204001,All Students,*,*,*,135,*,*,*,144
Hirsch Academy A Challenge Foundation,91275,Hirsch Academy A Challenge Foundation,92223,078204001,ELL Students,*,*,*,85,*,*,*,86
Hirsch Academy A Challenge Foundation,91275,Hirsch Academy A Challenge Foundation,92223,078204001,Free Lunch Students,*,*,*,130,*,*,*,138
Hirsch Academy A Challenge Foundation,91275,Hirsch Academy A Challenge Foundation,92223,078204001,Sped Students,*,*,*,*,*,*,*,18
Holbrook Unified District,4389,,,           _,All Students,*,1337,19,300,389,*,78,2132
Holbrook Unified District,4389,,,           _,ELL Students,*,76,*,*,*,*,*,82
Holbrook Unified District,4389,,,           _,Free Lunch Students,*,1313,18,294,375,*,74,2083
Holbrook Unified District,4389,,,           _,Sped Students,*,157,*,19,34,*,*,220
Holbrook Unified District,4389,Holbrook High School,5610,090203207,All Students,*,497,*,87,122,*,*,725
Holbrook Unified District,4389,Holbrook High School,5610,090203207,ELL Students,*,*,*,*,*,*,*,14
Holbrook Unified District,4389,Holbrook High School,5610,090203207,Free Lunch Students,*,497,*,87,122,*,*,724
Holbrook Unified District,4389,Holbrook High School,5610,090203207,Sped Students,*,54,*,*,*,*,*,68
Holbrook Unified District,4389,Holbrook Junior High School,5609,090203106,All Students,*,212,*,52,92,*,17,383
Holbrook Unified District,4389,Holbrook Junior High School,5609,090203106,ELL Students,*,13,*,*,*,*,*,14
Holbrook Unified District,4389,Holbrook Junior High School,5609,090203106,Free Lunch Students,*,211,*,51,92,*,16,380
Holbrook Unified District,4389,Holbrook Junior High School,5609,090203106,Sped Students,*,21,*,*,*,*,*,34
Holbrook Unified District,4389,Hulet Elementary School,5607,090203102,All Students,*,108,*,79,97,*,23,310
Holbrook Unified District,4389,Hulet Elementary School,5607,090203102,ELL Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Hulet Elementary School,5607,090203102,Free Lunch Students,*,91,*,74,83,*,22,272
Holbrook Unified District,4389,Hulet Elementary School,5607,090203102,Sped Students,*,20,*,*,12,*,*,45
Holbrook Unified District,4389,Indian Wells Elementary,79377,090203104,All Students,*,393,*,*,*,*,*,414
Holbrook Unified District,4389,Indian Wells Elementary,79377,090203104,ELL Students,*,*,*,*,*,*,*,36
Holbrook Unified District,4389,Indian Wells Elementary,79377,090203104,Free Lunch Students,*,389,*,*,*,*,*,409
Holbrook Unified District,4389,Indian Wells Elementary,79377,090203104,Sped Students,*,49,*,*,*,*,*,50
Holbrook Unified District,4389,Jefferson Elementary School,5601,090201103,All Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Jefferson Elementary School,5601,090201103,ELL Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Jefferson Elementary School,5601,090201103,Free Lunch Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Jefferson Elementary School,5601,090201103,Sped Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Park Elementary School,5608,090203103,All Students,*,120,*,75,78,*,*,292
Holbrook Unified District,4389,Park Elementary School,5608,090203103,ELL Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Park Elementary School,5608,090203103,Free Lunch Students,*,118,*,75,78,*,*,290
Holbrook Unified District,4389,Park Elementary School,5608,090203103,Sped Students,*,13,*,*,*,*,*,23
Holbrook Unified District,4389,Winslow Junior High School,5603,090201105,All Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Winslow Junior High School,5603,090201105,ELL Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Winslow Junior High School,5603,090201105,Free Lunch Students,*,*,*,*,*,*,*,*
Holbrook Unified District,4389,Winslow Junior High School,5603,090201105,Sped Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",79264,,,           _,All Students,33,*,19,101,445,*,37,648
"Horizon Community Learning Center, Inc.",79264,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",79264,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",79264,,,           _,Sped Students,*,*,*,*,28,*,*,45
"Horizon Community Learning Center, Inc.",79264,Horizon Community Learning Center,78809,078752003,All Students,33,*,19,101,445,*,37,648
"Horizon Community Learning Center, Inc.",79264,Horizon Community Learning Center,78809,078752003,ELL Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",79264,Horizon Community Learning Center,78809,078752003,Free Lunch Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",79264,Horizon Community Learning Center,78809,078752003,Sped Students,*,*,*,*,28,*,*,45
"Horizon Community Learning Center, Inc.",92620,,,           _,All Students,72,*,31,118,520,*,47,799
"Horizon Community Learning Center, Inc.",92620,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",92620,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",92620,,,           _,Sped Students,*,*,*,*,23,*,*,39
"Horizon Community Learning Center, Inc.",92620,Horizon Honors Elementary School,92621,078233001,All Students,72,*,31,118,520,*,47,799
"Horizon Community Learning Center, Inc.",92620,Horizon Honors Elementary School,92621,078233001,ELL Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",92620,Horizon Honors Elementary School,92621,078233001,Free Lunch Students,*,*,*,*,*,*,*,*
"Horizon Community Learning Center, Inc.",92620,Horizon Honors Elementary School,92621,078233001,Sped Students,*,*,*,*,23,*,*,39
"Humanities and Sciences Academy of the United States, Inc.",4337,,,           _,All Students,*,*,34,161,35,*,*,244
"Humanities and Sciences Academy of the United States, Inc.",4337,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,,,           _,Sped Students,*,*,*,*,*,*,*,15
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Science High School - Tempe,79623,078713004,All Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Science High School - Tempe,79623,078713004,ELL Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Science High School - Tempe,79623,078713004,Free Lunch Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Science High School - Tempe,79623,078713004,Sped Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Sciences Academy Arizona,81181,078713005,All Students,*,*,*,51,*,*,*,66
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Sciences Academy Arizona,81181,078713005,ELL Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Sciences Academy Arizona,81181,078713005,Free Lunch Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,Humanities and Sciences Academy Arizona,81181,078713005,Sped Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,International Commerce High School - Tempe,79042,078713003,All Students,*,*,27,109,28,*,*,174
"Humanities and Sciences Academy of the United States, Inc.",4337,International Commerce High School - Tempe,79042,078713003,ELL Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,International Commerce High School - Tempe,79042,078713003,Free Lunch Students,*,*,*,*,*,*,*,*
"Humanities and Sciences Academy of the United States, Inc.",4337,International Commerce High School - Tempe,79042,078713003,Sped Students,*,*,*,*,*,*,*,15
Humboldt Unified District,4469,,,           _,All Students,38,72,33,1803,3705,11,165,5827
Humboldt Unified District,4469,,,           _,ELL Students,*,*,*,182,*,*,*,186
Humboldt Unified District,4469,,,           _,Free Lunch Students,*,49,25,1440,2078,*,107,3726
Humboldt Unified District,4469,,,           _,Sped Students,*,19,*,230,527,*,25,813
Humboldt Unified District,4469,Bradshaw Mountain High School,6097,130222230,All Students,19,21,*,502,1021,*,38,1619
Humboldt Unified District,4469,Bradshaw Mountain High School,6097,130222230,ELL Students,*,*,*,*,*,*,*,11
Humboldt Unified District,4469,Bradshaw Mountain High School,6097,130222230,Free Lunch Students,13,*,*,353,521,*,27,935
Humboldt Unified District,4469,Bradshaw Mountain High School,6097,130222230,Sped Students,*,*,*,55,142,*,*,214
Humboldt Unified District,4469,Bradshaw Mountain Middle School,6091,130222120,All Students,*,*,*,76,202,*,*,296
Humboldt Unified District,4469,Bradshaw Mountain Middle School,6091,130222120,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Bradshaw Mountain Middle School,6091,130222120,Free Lunch Students,*,*,*,59,133,*,*,205
Humboldt Unified District,4469,Bradshaw Mountain Middle School,6091,130222120,Sped Students,*,*,*,*,34,*,*,40
Humboldt Unified District,4469,Bright Futures Preschool,89839,130222136,All Students,*,*,*,27,61,*,*,94
Humboldt Unified District,4469,Bright Futures Preschool,89839,130222136,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Bright Futures Preschool,89839,130222136,Free Lunch Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Bright Futures Preschool,89839,130222136,Sped Students,*,*,*,23,44,*,*,73
Humboldt Unified District,4469,Coyote Springs Elementary School,6095,130222733,All Students,*,*,*,126,384,*,16,537
Humboldt Unified District,4469,Coyote Springs Elementary School,6095,130222733,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Coyote Springs Elementary School,6095,130222733,Free Lunch Students,*,*,*,99,247,*,*,358
Humboldt Unified District,4469,Coyote Springs Elementary School,6095,130222733,Sped Students,*,*,*,14,35,*,*,50
Humboldt Unified District,4469,Glassford Hill Middle School,6092,130222725,All Students,*,*,*,148,271,*,16,442
Humboldt Unified District,4469,Glassford Hill Middle School,6092,130222725,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Glassford Hill Middle School,6092,130222725,Free Lunch Students,*,*,*,123,161,*,*,297
Humboldt Unified District,4469,Glassford Hill Middle School,6092,130222725,Sped Students,*,*,*,18,35,*,*,56
Humboldt Unified District,4469,Granville Elementary School,87535,130222135,All Students,*,*,*,160,435,*,19,621
Humboldt Unified District,4469,Granville Elementary School,87535,130222135,ELL Students,*,*,*,20,*,*,*,21
Humboldt Unified District,4469,Granville Elementary School,87535,130222135,Free Lunch Students,*,*,*,126,205,*,13,348
Humboldt Unified District,4469,Granville Elementary School,87535,130222135,Sped Students,*,*,*,20,42,*,*,66
Humboldt Unified District,4469,Humboldt Elementary School,6093,130222731,All Students,*,*,*,61,309,*,11,391
Humboldt Unified District,4469,Humboldt Elementary School,6093,130222731,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Humboldt Elementary School,6093,130222731,Free Lunch Students,*,*,*,54,223,*,*,295
Humboldt Unified District,4469,Humboldt Elementary School,6093,130222731,Sped Students,*,*,*,*,57,*,*,68
Humboldt Unified District,4469,Lake Valley Elementary School,6090,130222710,All Students,*,*,*,203,233,*,15,467
Humboldt Unified District,4469,Lake Valley Elementary School,6090,130222710,ELL Students,*,*,*,*,*,*,*,31
Humboldt Unified District,4469,Lake Valley Elementary School,6090,130222710,Free Lunch Students,*,*,*,182,171,*,*,374
