LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,020268135,Sped Students,*,*,*,25,41,*,*,78
Skull Valley Elementary District,4478,,,           _,All Students,*,*,*,*,32,*,*,42
Skull Valley Elementary District,4478,,,           _,ELL Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,,,           _,Sped Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Granite Mountain Middle School,8134,130201060,All Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Granite Mountain Middle School,8134,130201060,ELL Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Granite Mountain Middle School,8134,130201060,Free Lunch Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Granite Mountain Middle School,8134,130201060,Sped Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Kirkland Elementary School,6115,130323001,All Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Kirkland Elementary School,6115,130323001,ELL Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Kirkland Elementary School,6115,130323001,Free Lunch Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Kirkland Elementary School,6115,130323001,Sped Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Prescott High School,8135,130201070,All Students,*,*,*,*,*,*,*,15
Skull Valley Elementary District,4478,Prescott High School,8135,130201070,ELL Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Prescott High School,8135,130201070,Free Lunch Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Prescott High School,8135,130201070,Sped Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,130315101,All Students,*,*,*,*,21,*,*,24
Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,130315101,ELL Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,130315101,Free Lunch Students,*,*,*,*,*,*,*,*
Skull Valley Elementary District,4478,Skull Valley Elementary School,6113,130315101,Sped Students,*,*,*,*,*,*,*,*
"Skyline Gila River Schools, LLC",90329,,,           _,All Students,*,*,*,*,*,*,*,106
"Skyline Gila River Schools, LLC",90329,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Skyline Gila River Schools, LLC",90329,,,           _,Free Lunch Students,*,*,*,*,*,*,*,106
"Skyline Gila River Schools, LLC",90329,,,           _,Sped Students,*,*,*,*,*,*,*,18
"Skyline Gila River Schools, LLC",90329,Skyline D5,89941,078566001,All Students,*,*,*,*,*,*,*,106
"Skyline Gila River Schools, LLC",90329,Skyline D5,89941,078566001,ELL Students,*,*,*,*,*,*,*,*
"Skyline Gila River Schools, LLC",90329,Skyline D5,89941,078566001,Free Lunch Students,*,*,*,*,*,*,*,106
"Skyline Gila River Schools, LLC",90329,Skyline D5,89941,078566001,Sped Students,*,*,*,*,*,*,*,18
"Skyline Schools, Inc.",79084,,,           _,All Students,*,*,43,77,24,*,*,160
"Skyline Schools, Inc.",79084,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Skyline Schools, Inc.",79084,,,           _,Free Lunch Students,*,*,43,77,24,*,*,160
"Skyline Schools, Inc.",79084,,,           _,Sped Students,*,*,*,*,*,*,*,12
"Skyline Schools, Inc.",79084,Skyline Prep High School,79092,078914201,All Students,*,*,43,77,24,*,*,160
"Skyline Schools, Inc.",79084,Skyline Prep High School,79092,078914201,ELL Students,*,*,*,*,*,*,*,*
"Skyline Schools, Inc.",79084,Skyline Prep High School,79092,078914201,Free Lunch Students,*,*,43,77,24,*,*,160
"Skyline Schools, Inc.",79084,Skyline Prep High School,79092,078914201,Sped Students,*,*,*,*,*,*,*,12
"Skyview School, Inc.",4496,,,           _,All Students,*,*,*,23,171,*,*,200
"Skyview School, Inc.",4496,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Skyview School, Inc.",4496,,,           _,Free Lunch Students,*,*,*,*,76,*,*,87
"Skyview School, Inc.",4496,,,           _,Sped Students,*,*,*,*,21,*,*,30
"Skyview School, Inc.",4496,Skyview School,6141,138752101,All Students,*,*,*,23,171,*,*,200
"Skyview School, Inc.",4496,Skyview School,6141,138752101,ELL Students,*,*,*,*,*,*,*,*
"Skyview School, Inc.",4496,Skyview School,6141,138752101,Free Lunch Students,*,*,*,*,76,*,*,87
"Skyview School, Inc.",4496,Skyview School,6141,138752101,Sped Students,*,*,*,*,21,*,*,30
Snowflake Unified District,4391,,,           _,All Students,*,133,*,302,1878,*,78,2404
Snowflake Unified District,4391,,,           _,ELL Students,*,*,*,36,*,*,*,43
Snowflake Unified District,4391,,,           _,Free Lunch Students,*,107,*,206,876,*,51,1247
Snowflake Unified District,4391,,,           _,Sped Students,*,34,*,43,221,*,16,318
Snowflake Unified District,4391,Highland Primary School,5619,090205006,All Students,*,24,*,70,326,*,20,440
Snowflake Unified District,4391,Highland Primary School,5619,090205006,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Highland Primary School,5619,090205006,Free Lunch Students,*,17,*,40,142,*,13,212
Snowflake Unified District,4391,Highland Primary School,5619,090205006,Sped Students,*,*,*,*,23,*,*,40
Snowflake Unified District,4391,Snowflake High School,5618,090205005,All Students,*,31,*,67,559,*,14,675
Snowflake Unified District,4391,Snowflake High School,5618,090205005,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Snowflake High School,5618,090205005,Free Lunch Students,*,26,*,46,237,*,*,318
Snowflake Unified District,4391,Snowflake High School,5618,090205005,Sped Students,*,*,*,*,65,*,*,86
Snowflake Unified District,4391,Snowflake Intermediate School,5614,090205001,All Students,*,21,*,38,262,*,16,341
Snowflake Unified District,4391,Snowflake Intermediate School,5614,090205001,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Snowflake Intermediate School,5614,090205001,Free Lunch Students,*,17,*,31,136,*,*,197
Snowflake Unified District,4391,Snowflake Intermediate School,5614,090205001,Sped Students,*,*,*,*,28,*,*,45
Snowflake Unified District,4391,Snowflake Junior High School,5616,090205003,All Students,*,24,*,38,299,*,*,370
Snowflake Unified District,4391,Snowflake Junior High School,5616,090205003,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Snowflake Junior High School,5616,090205003,Free Lunch Students,*,22,*,26,166,*,*,220
Snowflake Unified District,4391,Snowflake Junior High School,5616,090205003,Sped Students,*,*,*,*,34,*,*,48
Snowflake Unified District,4391,Snowflake Preschool,87577,090205007,All Students,*,*,*,*,20,*,*,24
Snowflake Unified District,4391,Snowflake Preschool,87577,090205007,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Snowflake Preschool,87577,090205007,Free Lunch Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Snowflake Preschool,87577,090205007,Sped Students,*,*,*,*,20,*,*,24
Snowflake Unified District,4391,Taylor Elementary School,5615,090205002,All Students,*,17,*,51,224,*,16,308
Snowflake Unified District,4391,Taylor Elementary School,5615,090205002,ELL Students,*,*,*,20,*,*,*,23
Snowflake Unified District,4391,Taylor Elementary School,5615,090205002,Free Lunch Students,*,12,*,36,86,*,12,146
Snowflake Unified District,4391,Taylor Elementary School,5615,090205002,Sped Students,*,*,*,*,27,*,*,41
Snowflake Unified District,4391,Taylor Intermediate School,5617,090205004,All Students,*,16,*,34,188,*,*,246
Snowflake Unified District,4391,Taylor Intermediate School,5617,090205004,ELL Students,*,*,*,*,*,*,*,*
Snowflake Unified District,4391,Taylor Intermediate School,5617,090205004,Free Lunch Students,*,13,*,26,105,*,*,149
Snowflake Unified District,4391,Taylor Intermediate School,5617,090205004,Sped Students,*,*,*,*,24,*,*,34
Solomon Elementary District,4222,,,           _,All Students,*,*,*,199,93,*,*,299
Solomon Elementary District,4222,,,           _,ELL Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,,,           _,Free Lunch Students,*,*,*,108,41,*,*,152
Solomon Elementary District,4222,,,           _,Sped Students,*,*,*,21,*,*,*,30
Solomon Elementary District,4222,Mt Graham High School,4885,050201201,All Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Mt Graham High School,4885,050201201,ELL Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Mt Graham High School,4885,050201201,Free Lunch Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Mt Graham High School,4885,050201201,Sped Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Safford High School,4884,050201200,All Students,*,*,*,53,44,*,*,99
Solomon Elementary District,4222,Safford High School,4884,050201200,ELL Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Safford High School,4884,050201200,Free Lunch Students,*,*,*,17,12,*,*,30
Solomon Elementary District,4222,Safford High School,4884,050201200,Sped Students,*,*,*,11,*,*,*,17
Solomon Elementary District,4222,Solomon Elementary School,4894,050305101,All Students,*,*,*,142,48,*,*,195
Solomon Elementary District,4222,Solomon Elementary School,4894,050305101,ELL Students,*,*,*,*,*,*,*,*
Solomon Elementary District,4222,Solomon Elementary School,4894,050305101,Free Lunch Students,*,*,*,89,29,*,*,120
Solomon Elementary District,4222,Solomon Elementary School,4894,050305101,Sped Students,*,*,*,*,*,*,*,12
Somerton Elementary District,4500,,,           _,All Students,*,71,*,2715,62,*,*,2861
Somerton Elementary District,4500,,,           _,ELL Students,*,*,*,726,13,*,*,745
Somerton Elementary District,4500,,,           _,Free Lunch Students,*,71,*,2715,62,*,*,2861
Somerton Elementary District,4500,,,           _,Sped Students,*,17,*,332,*,*,*,358
Somerton Elementary District,4500,Desert Sonora Elementary School,6166,140411103,All Students,*,*,*,365,26,*,*,394
Somerton Elementary District,4500,Desert Sonora Elementary School,6166,140411103,ELL Students,*,*,*,114,*,*,*,122
Somerton Elementary District,4500,Desert Sonora Elementary School,6166,140411103,Free Lunch Students,*,*,*,365,26,*,*,394
Somerton Elementary District,4500,Desert Sonora Elementary School,6166,140411103,Sped Students,*,*,*,*,*,*,*,60
Somerton Elementary District,4500,Orange Grove Elementary School,6165,140411102,All Students,*,11,*,336,*,*,*,357
Somerton Elementary District,4500,Orange Grove Elementary School,6165,140411102,ELL Students,*,*,*,*,*,*,*,145
Somerton Elementary District,4500,Orange Grove Elementary School,6165,140411102,Free Lunch Students,*,11,*,336,*,*,*,357
Somerton Elementary District,4500,Orange Grove Elementary School,6165,140411102,Sped Students,*,*,*,43,*,*,*,46
Somerton Elementary District,4500,Somerton Middle School,6164,140411101,All Students,*,30,*,889,11,*,*,938
Somerton Elementary District,4500,Somerton Middle School,6164,140411101,ELL Students,*,*,*,104,*,*,*,108
Somerton Elementary District,4500,Somerton Middle School,6164,140411101,Free Lunch Students,*,30,*,889,11,*,*,938
Somerton Elementary District,4500,Somerton Middle School,6164,140411101,Sped Students,*,*,*,88,*,*,*,103
Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,140411104,All Students,*,25,*,839,*,*,*,874
Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,140411104,ELL Students,*,*,*,235,*,*,*,239
Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,140411104,Free Lunch Students,*,25,*,839,*,*,*,874
Somerton Elementary District,4500,Tierra Del Sol Elementary School,6167,140411104,Sped Students,*,*,*,77,*,*,*,82
Somerton Elementary District,4500,Valle Del Encanto Learning Center,87330,140411105,All Students,*,*,*,286,*,*,*,298
Somerton Elementary District,4500,Valle Del Encanto Learning Center,87330,140411105,ELL Students,*,*,*,128,*,*,*,131
Somerton Elementary District,4500,Valle Del Encanto Learning Center,87330,140411105,Free Lunch Students,*,*,*,286,*,*,*,298
Somerton Elementary District,4500,Valle Del Encanto Learning Center,87330,140411105,Sped Students,*,*,*,64,*,*,*,67
Sonoita Elementary District,4461,,,           _,All Students,*,*,*,36,72,*,*,113
Sonoita Elementary District,4461,,,           _,ELL Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,,,           _,Sped Students,*,*,*,*,12,*,*,17
Sonoita Elementary District,4461,Corona Foothills Middle School,87470,100220110,All Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Corona Foothills Middle School,87470,100220110,ELL Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Corona Foothills Middle School,87470,100220110,Free Lunch Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Corona Foothills Middle School,87470,100220110,Sped Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Elgin Elementary School,5970,120425101,All Students,*,*,*,36,71,*,*,112
Sonoita Elementary District,4461,Elgin Elementary School,5970,120425101,ELL Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Elgin Elementary School,5970,120425101,Free Lunch Students,*,*,*,*,*,*,*,*
Sonoita Elementary District,4461,Elgin Elementary School,5970,120425101,Sped Students,*,*,*,*,11,*,*,16
Sonoran Desert School,78868,,,           _,All Students,*,*,*,*,29,*,*,33
Sonoran Desert School,78868,,,           _,ELL Students,*,*,*,*,*,*,*,*
Sonoran Desert School,78868,,,           _,Free Lunch Students,*,*,*,*,*,*,*,*
Sonoran Desert School,78868,,,           _,Sped Students,*,*,*,*,*,*,*,*
Sonoran Desert School,78868,Sonoran Desert School,78869,078786201,All Students,*,*,*,*,29,*,*,33
Sonoran Desert School,78868,Sonoran Desert School,78869,078786201,ELL Students,*,*,*,*,*,*,*,*
Sonoran Desert School,78868,Sonoran Desert School,78869,078786201,Free Lunch Students,*,*,*,*,*,*,*,*
Sonoran Desert School,78868,Sonoran Desert School,78869,078786201,Sped Students,*,*,*,*,*,*,*,*
Sonoran Science Academy - Broadway,89915,,,           _,All Students,30,*,*,83,134,*,19,279
Sonoran Science Academy - Broadway,89915,,,           _,ELL Students,*,*,*,*,12,*,*,23
Sonoran Science Academy - Broadway,89915,,,           _,Free Lunch Students,13,*,*,55,85,*,*,168
Sonoran Science Academy - Broadway,89915,,,           _,Sped Students,*,*,*,*,*,*,*,18
Sonoran Science Academy - Broadway,89915,Sonoran Science Academy - Broadway,89916,108503101,All Students,30,*,*,83,134,*,19,279
Sonoran Science Academy - Broadway,89915,Sonoran Science Academy - Broadway,89916,108503101,ELL Students,*,*,*,*,12,*,*,23
Sonoran Science Academy - Broadway,89915,Sonoran Science Academy - Broadway,89916,108503101,Free Lunch Students,13,*,*,55,85,*,*,168
Sonoran Science Academy - Broadway,89915,Sonoran Science Academy - Broadway,89916,108503101,Sped Students,*,*,*,*,*,*,*,18
South Phoenix Academy Inc.,91108,,,           _,All Students,*,11,98,141,30,*,*,290
South Phoenix Academy Inc.,91108,,,           _,ELL Students,*,*,*,23,*,*,*,24
South Phoenix Academy Inc.,91108,,,           _,Free Lunch Students,*,11,98,141,30,*,*,290
South Phoenix Academy Inc.,91108,,,           _,Sped Students,*,*,*,*,*,*,*,14
South Phoenix Academy Inc.,91108,South Phoenix Prep and Arts Academy,91109,078599301,All Students,*,11,98,141,30,*,*,290
South Phoenix Academy Inc.,91108,South Phoenix Prep and Arts Academy,91109,078599301,ELL Students,*,*,*,23,*,*,*,24
South Phoenix Academy Inc.,91108,South Phoenix Prep and Arts Academy,91109,078599301,Free Lunch Students,*,11,98,141,30,*,*,290
South Phoenix Academy Inc.,91108,South Phoenix Prep and Arts Academy,91109,078599301,Sped Students,*,*,*,*,*,*,*,14
"South Valley Academy, Inc.",90540,,,           _,All Students,*,*,61,104,32,*,*,214
"South Valley Academy, Inc.",90540,,,           _,ELL Students,*,*,*,*,*,*,*,*
"South Valley Academy, Inc.",90540,,,           _,Free Lunch Students,*,*,61,104,32,*,*,214
"South Valley Academy, Inc.",90540,,,           _,Sped Students,*,*,*,*,*,*,*,13
"South Valley Academy, Inc.",90540,South Valley Prep and Arts School,91122,078578301,All Students,*,*,61,104,32,*,*,214
"South Valley Academy, Inc.",90540,South Valley Prep and Arts School,91122,078578301,ELL Students,*,*,*,*,*,*,*,*
"South Valley Academy, Inc.",90540,South Valley Prep and Arts School,91122,078578301,Free Lunch Students,*,*,61,104,32,*,*,214
"South Valley Academy, Inc.",90540,South Valley Prep and Arts School,91122,078578301,Sped Students,*,*,*,*,*,*,*,13
"Southern Arizona Community Academy, Inc.",79000,,,           _,All Students,*,*,18,101,75,*,11,212
"Southern Arizona Community Academy, Inc.",79000,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Southern Arizona Community Academy, Inc.",79000,,,           _,Free Lunch Students,*,*,18,101,75,*,11,212
"Southern Arizona Community Academy, Inc.",79000,,,           _,Sped Students,*,*,*,*,11,*,*,25
"Southern Arizona Community Academy, Inc.",79000,Southern Arizona Community High School,79028,108772201,All Students,*,*,18,101,75,*,11,212
"Southern Arizona Community Academy, Inc.",79000,Southern Arizona Community High School,79028,108772201,ELL Students,*,*,*,*,*,*,*,*
