year,mergecode,lowincome
19,4263-5283,98.0
19,4263-79285,96.0
19,4263-6023,94.0
19,4263-5284,95.0
19,4263-5285,97.0
19,4263-5287,96.0
19,4263-5288,93.0
19,4263-5286,94.0
19,89917-89918,35.0
19,79049-79127,35.0
19,89914-80974,98.0
19,89915-89916,50.0
19,90284-90285,30.0
19,90541-90639,53.0
19,4246-78922,21.0
19,4246-5154,37.0
19,4246-5162,49.0
19,4246-5151,46.0
19,4246-85850,15.0
19,4246-88399,20.0
19,4246-5146,81.0
19,4246-5160,15.0
19,4246-5161,36.0
19,4246-5142,70.0
19,4246-5159,31.0
19,4246-5156,23.0
19,4246-5150,53.0
19,4246-85851,14.0
19,4246-5157,57.0
19,4246-80318,14.0
19,4246-5152,40.0
19,4246-78921,21.0
19,4246-5155,17.0
19,4246-5158,16.0
19,4246-79290,13.0
19,4246-5149,52.0
19,4246-5163,12.0
19,4246-5153,46.0
19,4246-5144,28.0
19,4246-89953,16.0
19,4246-5145,57.0
19,4246-6016,56.0
19,4246-80317,12.0
19,4246-79574,16.0
19,4246-92907,12.0
19,4246-79573,14.0
19,4246-5147,73.0
19,4246-81017,15.0
19,4246-81016,12.0
19,4246-5143,80.0
19,4246-92525,51.0
19,4246-87528,9.0
19,9693-80377,98.0
19,81099-78950,38.0
19,81099-92249,28.0
19,6258-10807,59.0
19,7295-7296,98.0
19,80274-80275,98.0
19,6357-4898,32.0
19,4174-4765,83.0
19,4174-4773,84.0
19,4174-4767,90.0
19,4174-4766,87.0
19,4174-4771,82.0
19,4174-4770,93.0
19,4174-4768,86.0
19,4174-4769,75.0
19,4228-4902,62.0
19,4228-4903,53.0
19,4243-81111,54.0
19,4243-89600,25.0
19,4243-81112,40.0
19,4243-80052,50.0
19,4243-5128,75.0
19,4243-5133,63.0
19,4243-5129,88.0
19,4243-5132,56.0
19,4243-5130,66.0
19,4243-84683,30.0
19,4243-89604,28.0
19,4243-88416,58.0
19,4243-87621,39.0
19,4243-89821,82.0
19,4243-90134,24.0
19,4243-88414,29.0
19,4243-87620,37.0
19,4243-5131,75.0
19,4243-84684,80.0
19,4243-88417,47.0
19,4243-79632,56.0
19,4243-88415,39.0
19,4243-81113,34.0
19,91170-91171,72.0
19,91938-92563,95.0
19,91939-92601,92.0
19,89850-89851,48.0
19,87401-87402,55.0
19,90506-90507,98.0
19,90506-87415,65.0
19,4421-5860,78.0
19,743644-465875,46.0
19,6446-88201,58.0
19,6446-6366,48.0
19,6446-79982,45.0
19,6446-79263,63.0
19,6446-90349,65.0
19,6446-89920,98.0
19,6446-92492,17.0
19,6446-92290,55.0
19,6446-90322,70.0
19,6446-79219,62.0
19,6446-92912,53.0
19,6446-920316,98.0
19,6446-10753,21.0
19,6446-79697,76.0
19,6446-90377,38.0
19,6446-10849,57.0
19,6446-90324,45.0
19,6446-10848,68.0
19,4341-10752,98.0
19,4185-4795,64.0
19,4448-5940,98.0
19,4448-5941,98.0
19,4448-5942,89.0
19,91277-91783,98.0
19,91277-92975,85.0
19,4335-5507,93.0
19,92250-85886,96.0
19,92902-92903,83.0
19,92379-92893,76.0
19,79214-81173,79.0
19,88452-80145,98.0
19,78783-92501,75.0
19,78783-460111,73.0
19,78783-78820,93.0
19,4192-4811,14.0
19,4192-4820,33.0
19,4192-4807,48.0
19,4192-4819,24.0
19,4192-4812,72.0
19,4192-4814,93.0
19,4192-4806,79.0
19,4192-4804,19.0
19,4192-4817,50.0
19,4192-90191,40.0
19,4192-4805,38.0
19,4192-4803,87.0
19,4192-4815,32.0
19,4192-4808,87.0
19,4192-79665,40.0
19,91865-91866,98.0
19,4300-5466,90.0
19,4437-88400,56.0
19,4437-89587,54.0
19,4437-85853,56.0
19,4437-5897,49.0
19,4437-5895,64.0
19,4437-89858,65.0
19,4437-92280,69.0
19,4437-90309,50.0
19,4437-89907,53.0
19,4437-80440,64.0
19,4437-87537,56.0
19,4437-79415,62.0
19,4405-5784,78.0
19,4405-5791,64.0
19,4405-5790,73.0
19,4405-5785,79.0
19,4405-5787,56.0
19,4405-5788,91.0
19,4405-5789,50.0
19,4405-6054,80.0
19,4405-5786,88.0
19,4167-4747,37.0
19,4167-4748,36.0
19,4167-5982,26.0
19,4221-4892,94.0
19,4221-4893,95.0
19,4221-90064,77.0
19,4221-92618,98.0
19,4247-5167,14.0
19,4247-5166,28.0
19,4247-5165,40.0
19,4273-5351,91.0
19,4273-5353,76.0
19,4273-80315,81.0
19,4273-5352,91.0
19,4273-87521,75.0
19,4273-80915,81.0
19,4273-80916,76.0
19,4495-6140,45.0
19,4495-92597,72.0
19,4195-4826,74.0
19,4195-4828,66.0
19,4303-6036,98.0
19,4505-6187,96.0
19,4505-79724,91.0
19,4505-81096,90.0
19,4505-81106,85.0
19,4505-6183,97.0
19,4505-6184,97.0
19,4505-6185,95.0
19,4505-81105,92.0
19,4157-4728,88.0
19,4157-4726,94.0
19,4157-4727,98.0
19,4157-4725,98.0
19,85892-87531,100.0
19,85892-91247,98.0
19,85892-92025,98.0
19,85892-85902,100.0
19,85892-85895,100.0
19,85892-85896,100.0
19,85892-85897,100.0
19,85892-85898,100.0
19,85892-85901,98.0
19,90884-91712,34.0
19,4238-5018,75.0
19,80406-80407,98.0
19,4239-127500,42.0
19,4239-79181,18.0
19,4239-79630,24.0
19,4239-79145,38.0
19,4239-5030,52.0
19,4239-90124,14.0
19,4239-79829,29.0
19,4239-79144,21.0
19,4239-79823,23.0
19,4239-79629,27.0
19,4239-5038,20.0
19,4239-89605,12.0
19,4239-5023,43.0
19,4239-5039,29.0
19,4239-5024,7.0
19,4239-5022,21.0
19,4239-5033,75.0
19,4239-5040,14.0
19,4239-6006,21.0
19,4239-88401,12.0
19,4239-5029,44.0
19,4239-5028,37.0
19,4239-87533,28.0
19,4239-5032,31.0
19,4239-6007,33.0
19,4239-5021,47.0
19,4239-5026,15.0
19,4239-78918,53.0
19,4239-5025,30.0
19,4239-5027,35.0
19,4239-5034,37.0
19,4239-89594,11.0
19,4239-78919,27.0
19,4239-5036,26.0
19,4239-85847,21.0
19,4239-81145,19.0
19,4239-5037,31.0
19,4239-5035,22.0
19,4239-5031,27.0
19,4271-5340,76.0
19,4271-5343,87.0
19,4271-5342,98.0
19,4271-79782,84.0
19,4271-5345,98.0
19,4271-79815,89.0
19,4271-5344,80.0
19,4271-5337,95.0
19,4271-5339,90.0
19,4271-5332,98.0
19,4271-5338,98.0
19,4271-5334,98.0
19,4271-5341,73.0
19,4271-5333,98.0
19,4271-5335,98.0
19,4271-79816,93.0
19,4271-7364,23.0
19,4271-5336,98.0
19,4285-5431,54.0
19,4285-5429,75.0
19,4285-5426,79.0
19,4285-5433,38.0
19,4285-5434,67.0
19,4285-5430,53.0
19,4285-5427,47.0
19,4285-5432,47.0
19,4285-5428,69.0
19,4208-4854,57.0
19,4208-4855,48.0
19,4208-85831,63.0
19,4194-4824,57.0
19,4194-4825,47.0
19,9691-80421,95.0
19,79793-4840,91.0
19,79500-79512,96.0
19,79500-90470,74.0
19,6369-5872,98.0
19,4371-5570,74.0
19,90906-91818,48.0
19,79081-78788,76.0
19,79081-79095,15.0
19,79501-79513,81.0
19,79501-92523,74.0
19,79501-90277,91.0
19,4212-4870,83.0
19,4392-5623,55.0
19,4392-5625,42.0
19,4392-6053,56.0
19,81076-89624,77.0
19,81076-81077,55.0
19,81076-78811,93.0
19,81076-91204,88.0
19,92982-703390,34.0
19,4248-93009,5.0
19,4248-90315,18.0
19,4248-89580,23.0
19,4248-92259,25.0
19,4248-79227,14.0
19,4248-88422,13.0
19,4248-92252,6.0
19,4248-87487,42.0
19,4248-79374,13.0
19,4248-5168,18.0
19,4248-80316,29.0
19,4248-79375,20.0
19,4248-92260,15.0
19,4248-92264,7.0
19,4248-89581,19.0
19,91275-92223,97.0
19,4389-5610,68.0
19,4389-5609,72.0
19,4389-5607,84.0
19,4389-79377,98.0
19,4389-7654,68.0
19,4389-5608,81.0
19,88447-80287,98.0
19,88449-87950,88.0
19,88453-79662,98.0
19,4469-6097,47.0
19,4469-6091,57.0
19,4469-6095,51.0
19,4469-6092,52.0
19,4469-87535,45.0
19,4469-6093,57.0
19,4469-6090,68.0
19,4469-6096,47.0
19,4469-6094,77.0
19,80370-80444,92.0
19,4502-6180,71.0
19,89784-89785,69.0
19,90162-90163,66.0
19,89561-89562,88.0
19,88365-88366,96.0
19,88367-88368,92.0
19,89786-89787,74.0
19,89563-89564,92.0
19,88369-88370,49.0
19,88372-88373,31.0
19,90034-90035,70.0
19,89788-89789,47.0
19,89790-89791,35.0
19,90160-90161,56.0
19,80085-80086,63.0
19,91326-92230,39.0
19,90876-91782,84.0
19,5174-10811,81.0
19,91899-91900,40.0
19,4259-5236,98.0
19,4259-5240,81.0
19,4259-5234,88.0
19,4259-5235,98.0
19,4259-5238,92.0
19,4259-5239,97.0
19,4259-78934,95.0
19,4259-79821,98.0
19,4259-5237,98.0
19,4259-5243,96.0
19,4445-89859,35.0
19,4445-90807,36.0
19,4445-89569,45.0
19,4445-5928,44.0
19,4445-87489,50.0
19,4445-79831,44.0
19,4445-89860,33.0
19,91248-91249,98.0
19,80089-80090,98.0
19,4388-5605,46.0
19,4388-5606,38.0
19,79064-79112,50.0
19,92725-92726,100.0
19,92725-92727,100.0
19,92725-92728,100.0
19,92725-92992,100.0
19,80092-80093,98.0
19,91329-92225,83.0
19,92989-766437,78.0
19,91328-92224,58.0
19,4342-92246,90.0
19,4342-78899,60.0
19,90333-89866,40.0
19,90535-91157,47.0
19,90334-89868,71.0
19,79882-10748,95.0
19,90548-91158,58.0
19,79880-6350,41.0
19,79233-78851,98.0
19,78965-79178,98.0
19,79876-10749,83.0
19,79878-6349,98.0
19,90330-89867,98.0
19,79871-79177,98.0
19,80072-80074,98.0
19,4396-5642,98.0
19,4396-5641,87.0
19,4396-5644,80.0
19,80382-80383,98.0
19,80354-87941,96.0
19,91262-91263,10.0
19,79598-5577,83.0
19,79598-5576,83.0
19,79598-90667,76.0
19,79598-5571,53.0
19,79598-5595,65.0
19,79598-5575,76.0
19,79598-5572,70.0
19,79598-91772,45.0
19,79598-5573,60.0
19,79598-5580,93.0
19,79598-88409,50.0
19,4480-6115,77.0
19,4267-5302,24.0
19,4267-5298,25.0
19,4267-5297,8.0
19,4267-5296,21.0
19,4267-5299,42.0
19,4267-5308,42.0
19,4267-5315,27.0
19,4267-78923,19.0
19,4267-5310,36.0
19,4267-5314,23.0
19,4267-5307,28.0
19,4267-5313,12.0
19,4267-5316,30.0
19,4267-5304,48.0
19,4267-5318,34.0
19,4267-5317,9.0
19,4267-5311,21.0
19,4267-5305,70.0
19,4267-5306,15.0
19,4267-79143,36.0
19,4267-5303,31.0
19,4267-5300,27.0
19,4267-5301,50.0
19,4267-5312,14.0
19,4267-5309,39.0
19,7909-80449,98.0
19,7909-80450,100.0
19,7909-80448,100.0
19,4368-5561,74.0
19,4368-78979,35.0
19,4368-5565,41.0
19,4368-5563,54.0
19,4368-5564,48.0
19,4368-5559,60.0
19,4368-5562,35.0
19,4368-5560,48.0
19,4276-84305,77.0
19,4276-89266,67.0
19,4276-5356,68.0
19,4276-5357,90.0
19,4276-756942,58.0
19,4276-91310,74.0
19,4276-88421,72.0
19,4276-5358,40.0
19,79967-89616,54.0
19,79967-87416,13.0
19,79967-79968,25.0
19,91174-91175,34.0
19,90637-90638,48.0
19,850101-541763,36.0
19,850101-411380,37.0
19,9689-80374,85.0
19,4266-5295,23.0
19,4266-87475,63.0
19,4266-92706,40.0
19,4266-5294,50.0
19,4266-79652,73.0
19,4266-79846,17.0
19,79926-90755,86.0
19,79926-79927,82.0
19,4281-87522,52.0
19,4281-80054,42.0
19,4281-85843,41.0
19,4281-90385,41.0
19,4281-5393,21.0
19,4281-90550,19.0
19,4281-5396,28.0
19,4281-78925,49.0
19,4281-5394,24.0
19,4281-89586,15.0
19,4281-92878,23.0
19,4281-85844,19.0
19,4281-5395,24.0
19,4281-79221,41.0
19,92648-88064,98.0
19,4374-5579,76.0
19,4374-85821,56.0
19,4278-7408,60.0
19,4278-90771,53.0
19,4278-87058,69.0
19,4278-79618,75.0
19,4278-87476,82.0
19,4278-89608,77.0
19,4278-530879,75.0
19,4278-5360,77.0
19,4278-85852,86.0
19,4278-89924,86.0
19,268612-89997,82.0
19,10126-80261,77.0
19,4270-5324,38.0
19,4270-5325,66.0
19,4270-5330,20.0
19,4270-92605,39.0
19,4270-5329,22.0
19,4270-5328,61.0
19,4270-5326,15.0
19,4270-5327,46.0
19,4270-89622,16.0
19,4199-4839,55.0
19,4439-5902,77.0
19,4439-5904,70.0
19,90995-90996,98.0
19,78992-78993,78.0
19,4404-5772,51.0
19,4404-5777,29.0
19,4404-5769,42.0
19,4404-713837,21.0
19,4404-5775,38.0
19,4404-5781,38.0
19,4404-5779,41.0
19,4404-5770,52.0
19,4404-5782,30.0
19,4404-5774,67.0
19,4404-5776,44.0
19,4404-89585,21.0
19,4404-5773,76.0
19,4404-5771,52.0
19,4404-5780,40.0
19,4404-79445,29.0
19,4314-5480,94.0
19,4234-549878,98.0
19,4234-969999,96.0
19,7291-89614,98.0
19,7291-7292,98.0
19,4441-89910,56.0
19,4441-89911,53.0
19,4441-5908,64.0
19,4441-5910,46.0
19,4441-5909,59.0
19,4441-87479,41.0
19,4441-89909,59.0
19,4441-88405,64.0
19,4441-81058,51.0
19,4435-5893,62.0
19,4435-6067,74.0
19,87567-87568,100.0
19,87567-87570,100.0
19,87567-87569,100.0
19,90861-91781,73.0
19,89852-89853,62.0
19,4473-6107,89.0
19,4473-6106,82.0
19,81174-81175,87.0
19,4163-4745,98.0
19,4181-4790,63.0
19,4235-4913,86.0
19,4235-79490,52.0
19,4235-4961,38.0
19,4235-4969,77.0
19,4235-4945,56.0
19,4235-88420,52.0
19,4235-4983,57.0
19,4235-4967,15.0
19,4235-78932,60.0
19,4235-4915,80.0
19,4235-4932,85.0
19,4235-4916,78.0
19,4235-4959,45.0
19,4235-4956,37.0
19,4235-4937,67.0
19,4235-90752,44.0
19,4235-91812,20.0
19,4235-4917,46.0
19,4235-90303,24.0
19,4235-4926,52.0
19,4235-4971,45.0
19,4235-79225,93.0
19,4235-4931,21.0
19,4235-4955,24.0
19,4235-4944,45.0
19,4235-4919,88.0
19,4235-4920,65.0
19,4235-4952,31.0
19,4235-4921,84.0
19,4235-4948,43.0
19,4235-4940,71.0
19,4235-4958,85.0
19,4235-4970,83.0
19,4235-4962,10.0
19,4235-4922,82.0
19,4235-4923,88.0
19,4235-4934,91.0
19,4235-4924,91.0
19,4235-4925,93.0
19,4235-4941,32.0
19,4235-4953,64.0
19,4235-4951,43.0
19,4235-89593,13.0
19,4235-4980,62.0
19,4235-4918,82.0
19,4235-4982,33.0
19,4235-4949,55.0
19,4235-78938,52.0
19,4235-4943,46.0
19,4235-4957,66.0
19,4235-4973,65.0
19,4235-4984,29.0
19,4235-4960,26.0
19,4235-4935,81.0
19,4235-4974,74.0
19,4235-4966,81.0
19,4235-4946,80.0
19,4235-4933,84.0
19,4235-4965,67.0
19,4235-4936,76.0
19,4235-4977,40.0
19,4235-4947,62.0
19,4235-78917,52.0
19,4235-79489,60.0
19,4235-4954,52.0
19,4235-4979,25.0
19,4235-4939,85.0
19,4235-90753,48.0
19,4235-78933,70.0
19,4235-4930,70.0
19,4235-4975,64.0
19,4235-4938,60.0
19,4235-4927,86.0
19,4235-4981,68.0
19,4235-4929,84.0
19,4235-4928,77.0
19,4235-6229,58.0
19,4235-79807,19.0
19,4463-92176,82.0
19,4463-5972,96.0
19,4211-81122,72.0
19,4211-4868,72.0
19,4211-4869,54.0
19,79994-5526,98.0
19,79994-79619,98.0
19,79994-5463,95.0
19,79994-289884,92.0
19,79994-81180,98.0
19,79207-5503,76.0
19,79207-80430,98.0
19,79207-79129,87.0
19,79207-80050,95.0
19,79207-5520,86.0
19,79207-78843,11.0
19,79207-92634,68.0
19,79207-92531,61.0
19,79207-5515,49.0
19,79207-91788,93.0
19,79207-92619,96.0
19,90048-90049,98.0
19,4493-6133,57.0
19,4488-6127,65.0
19,4253-5191,80.0
19,88455-80099,98.0
19,79498-85517,70.0
19,79498-90194,45.0
19,79498-79510,64.0
19,79589-79429,98.0
19,4379-6049,74.0
19,4379-5590,94.0
19,4379-5589,60.0
19,4503-6181,85.0
19,4230-92081,42.0
19,4230-4907,45.0
19,4230-4906,31.0
19,90192-90193,69.0
19,4251-5189,72.0
19,81228-81229,83.0
19,4265-5293,76.0
19,4265-5290,83.0
19,4265-5291,96.0
19,4265-80183,83.0
19,4265-5292,87.0
19,4176-4784,89.0
19,4252-89748,42.0
19,4252-5190,70.0
19,80278-80279,75.0
19,80103-80104,98.0
19,87884-87885,98.0
19,4366-5554,98.0
19,78882-78883,82.0
19,78882-91213,83.0
19,10760-10800,46.0
19,92374-92345,53.0
19,4457-5958,92.0
19,4457-5960,85.0
19,4457-5954,75.0
19,4457-5955,63.0
19,4457-5957,94.0
19,4457-5959,94.0
19,4457-5962,69.0
19,4457-5961,86.0
19,4457-6071,78.0
19,4457-5956,94.0
19,79881-79899,91.0
19,79503-79505,94.0
19,4444-5927,64.0
19,4262-5278,81.0
19,4262-5279,84.0
19,4262-5282,94.0
19,4262-6021,81.0
19,4262-5280,91.0
19,4262-5281,98.0
19,80120-80121,82.0
19,92564-90000,50.0
19,4373-5578,70.0
19,6235-87413,83.0
19,4196-4829,82.0
19,4196-4830,85.0
19,4196-92913,97.0
19,4196-4832,52.0
19,4196-4831,83.0
19,4196-81127,98.0
19,79086-79090,70.0
19,4275-5355,73.0
19,4255-5193,83.0
19,4180-4789,44.0
19,4180-4788,54.0
19,4180-78914,35.0
19,79578-79579,97.0
19,4241-5096,71.0
19,4241-5073,79.0
19,4241-5091,12.0
19,4241-5082,65.0
19,4241-5074,78.0
19,4241-5083,7.0
19,4241-5080,39.0
19,4241-5085,12.0
19,4241-5099,10.0
19,4241-5098,12.0
19,4241-5087,9.0
19,4241-5078,55.0
19,4241-80055,83.0
19,4241-5093,81.0
19,4241-5102,4.0
19,4241-91754,4.0
19,4241-6011,9.0
19,4241-5101,84.0
19,4241-5079,49.0
19,4241-5106,10.0
19,4241-5086,70.0
19,4241-5089,75.0
19,4241-5090,20.0
19,4241-5092,17.0
19,4241-79729,27.0
19,4241-5107,58.0
19,4241-5077,7.0
19,4241-81026,85.0
19,4241-5094,87.0
19,4241-5105,39.0
19,4241-79268,6.0
19,4241-79781,5.0
19,4241-5081,24.0
19,4241-5071,37.0
19,4241-5095,13.0
19,4241-5108,38.0
19,4241-5104,44.0
19,4241-5084,5.0
19,4241-5103,33.0
19,4241-78920,57.0
19,4241-92611,46.0
19,4241-5100,68.0
19,4241-5088,47.0
19,4241-88406,6.0
19,5180-10820,15.0
19,5180-89828,14.0
19,79205-78977,54.0
19,10970-92234,33.0
19,10970-78816,47.0
19,4510-6194,88.0
19,4510-6196,97.0
19,4510-6197,53.0
19,4510-6195,78.0
19,4510-78929,73.0
19,4462-5968,79.0
19,4462-5971,65.0
19,79024-79509,93.0
19,4209-4857,55.0
19,4209-4858,62.0
19,4209-4860,38.0
19,4209-4856,50.0
19,4369-5566,98.0
19,79866-79884,76.0
19,4186-4796,63.0
19,4283-80419,70.0
19,4283-79265,59.0
19,4283-5423,70.0
19,4283-5418,77.0
19,4283-5422,58.0
19,4283-5421,53.0
19,4283-5417,76.0
19,4283-79800,72.0
19,4283-79642,55.0
