year,districtcode,schoolcode,black,lowincome,hispanic,white,mergecode
17,434,60,1.1,53.43,19.92,74.73,434-60
17,434,80,0.0,45.45,14.55,81.21,434-80
17,441,20,0.0,51.69,1.69,94.92,441-20
17,441,40,0.0,47.69,3.08,92.31,441-40
17,441,130,0.0,76.6,8.51,89.36,441-130
17,441,210,1.64,44.26,1.64,90.16,441-210
17,441,450,18.18,0.0,0.0,63.64,441-450
17,469,20,4.55,27.27,2.27,88.64,469-20
17,469,40,5.7,35.44,3.8,79.75,469-40
17,469,60,2.62,13.97,3.06,91.7,469-60
17,469,80,3.7,19.14,3.09,87.65,469-80
17,476,40,0.99,34.65,2.77,73.66,476-40
17,476,60,1.89,44.59,4.32,69.73,476-60
17,476,80,2.57,47.43,2.0,66.0,476-80
17,476,130,2.18,54.56,1.59,67.66,476-130
17,485,11,1.2,35.6,5.6,91.6,485-11
17,485,34,1.26,45.28,3.77,94.03,485-34
17,485,120,0.0,24.56,0.0,100.0,485-120
17,490,20,1.02,36.04,0.0,98.48,490-20
17,490,40,0.93,35.19,0.46,98.61,490-40
17,497,20,1.54,30.58,1.15,96.15,497-20
17,497,40,1.06,26.65,0.53,95.78,497-40
17,497,60,1.25,36.88,1.25,95.0,497-60
17,602,20,1.89,39.75,4.42,89.27,602-20
17,602,21,1.17,30.99,5.85,88.3,602-21
17,602,40,0.66,25.08,3.63,90.43,602-40
17,609,20,0.43,53.19,0.85,97.87,609-20
17,609,40,0.41,46.47,2.9,95.44,609-40
17,609,60,0.85,47.86,5.13,93.16,609-60
17,616,50,0.0,38.85,2.55,94.9,616-50
17,623,20,0.0,50.25,6.03,46.23,623-20
17,623,40,0.0,45.86,2.26,47.37,623-40
17,637,20,0.97,45.28,2.66,94.43,637-20
17,637,40,0.49,32.68,1.46,97.07,637-40
17,637,200,0.0,39.05,0.0,97.14,637-200
17,657,20,0.0,13.74,4.95,92.86,657-20
17,658,20,0.23,28.4,7.51,88.97,658-20
17,658,21,0.92,29.36,8.72,87.16,658-21
17,658,40,0.0,20.56,5.92,90.97,658-40
17,665,20,0.39,17.9,7.39,89.23,665-20
17,700,20,1.94,41.29,6.67,89.68,700-20
17,700,40,1.5,34.23,5.11,91.89,700-40
17,700,60,1.73,39.39,8.66,88.31,700-60
17,714,20,3.63,8.36,5.91,72.63,714-20
17,714,40,2.22,3.93,6.84,73.16,714-40
17,714,60,4.12,6.84,4.95,77.41,714-60
17,714,80,3.39,6.92,6.07,65.96,714-80
17,714,100,2.7,6.63,6.14,75.92,714-100
17,714,150,3.39,9.05,5.78,73.62,714-150
17,714,190,2.54,12.15,5.87,60.48,714-190
17,714,250,0.79,5.56,4.5,85.98,714-250
17,714,270,2.72,8.54,6.81,65.97,714-270
17,721,40,52.47,41.97,6.57,24.15,721-40
17,721,80,40.34,43.5,8.87,28.31,721-80
17,735,20,1.2,0.0,5.99,90.42,735-20
17,735,40,0.74,45.59,3.68,91.18,735-40
17,735,210,0.0,0.0,4.67,89.72,735-210
17,777,20,1.95,24.82,10.55,84.31,777-20
17,777,40,1.12,33.93,13.03,82.02,777-40
17,777,60,1.65,30.9,11.56,81.37,777-60
17,777,110,0.95,33.57,12.86,82.14,777-110
17,777,120,0.0,31.94,15.28,83.33,777-120
17,777,140,0.92,53.32,25.86,68.42,777-140
17,777,150,0.0,44.74,21.05,76.32,777-150
17,777,160,0.72,20.86,5.76,92.09,777-160
17,840,20,0.0,63.95,0.0,98.84,840-20
17,840,40,0.0,48.94,0.0,98.94,840-40
17,870,20,0.21,41.77,1.48,95.78,870-20
17,870,40,0.41,34.71,2.07,95.87,870-40
17,870,60,1.69,45.76,0.85,96.61,870-60
17,882,40,0.96,45.19,12.98,82.69,882-40
17,882,60,1.1,45.05,11.54,85.71,882-60
17,896,20,0.24,24.16,3.59,90.67,896-20
17,896,40,0.4,15.81,2.77,94.07,896-40
17,896,60,1.97,25.12,3.94,91.63,896-60
17,903,20,1.63,37.27,0.81,95.72,903-20
17,903,40,1.57,31.37,3.53,91.37,903-40
17,903,200,0.73,32.23,2.56,96.7,903-200
17,903,9410,25.0,0.0,8.33,66.67,903-9410
17,910,20,0.82,24.8,3.27,93.46,910-20
17,910,40,0.47,18.31,4.23,93.43,910-40
17,910,80,0.42,32.64,10.04,84.52,910-80
17,910,300,1.36,21.09,6.12,89.46,910-300
17,980,20,0.33,41.72,12.58,86.09,980-20
17,980,40,0.97,35.81,11.29,85.48,980-40
17,994,20,0.0,56.25,0.0,100.0,994-20
17,994,40,0.0,43.01,0.0,100.0,994-40
17,1015,20,0.89,5.68,2.22,92.18,1015-20
17,1015,70,0.22,9.52,3.68,91.56,1015-70
17,1015,75,2.37,11.28,3.26,89.02,1015-75
17,1015,90,1.27,4.65,2.11,92.6,1015-90
17,1015,100,1.33,7.36,3.39,89.4,1015-100
17,1029,20,0.99,19.21,8.13,87.19,1029-20
17,1029,40,0.28,11.65,4.83,92.9,1029-40
17,1029,200,0.33,18.09,10.53,86.18,1029-200
17,1071,100,2.63,0.0,0.0,92.11,1071-100
17,1071,110,0.0,63.56,3.24,83.0,1071-110
17,1071,200,1.16,43.02,1.16,90.7,1071-200
17,1071,400,0.0,35.96,3.07,90.79,1071-400
17,1080,100,1.63,43.99,1.22,92.06,1080-100
17,1080,200,2.02,44.95,1.52,91.41,1080-200
17,1080,400,1.62,35.22,0.81,92.71,1080-400
17,1080,800,0.0,28.26,2.17,80.43,1080-800
17,1080,9410,0.0,0.0,0.0,100.0,1080-9410
17,1085,20,0.88,35.23,14.44,81.84,1085-20
17,1085,30,1.41,26.48,10.42,87.04,1085-30
17,1085,40,0.26,20.93,8.27,89.92,1085-40
17,1092,40,1.73,38.69,2.19,90.97,1092-40
17,1092,60,1.63,33.2,2.48,92.63,1092-60
17,1092,100,0.74,23.51,3.22,89.36,1092-100
17,1092,110,0.98,42.51,2.21,87.71,1092-110
17,1092,120,0.47,28.87,0.94,93.9,1092-120
17,1092,140,0.0,21.53,1.39,97.22,1092-140
17,1092,160,0.0,44.74,1.5,92.49,1092-160
17,1092,200,0.53,29.71,1.86,94.43,1092-200
17,1092,220,1.43,59.88,5.3,87.98,1092-220
17,1120,20,0.0,52.84,2.84,94.32,1120-20
17,1120,40,0.0,43.64,0.0,99.09,1120-40
17,1120,60,0.0,48.75,0.0,97.5,1120-60
17,1127,20,0.29,40.94,3.22,93.57,1127-20
17,1127,40,0.53,37.57,4.23,88.36,1127-40
17,1127,60,0.0,41.3,2.17,97.83,1127-60
17,1134,40,2.7,32.84,12.75,82.6,1134-40
17,1134,60,2.47,24.11,14.52,80.55,1134-60
17,1134,80,1.91,34.88,16.08,80.65,1134-80
17,1141,20,0.6,53.43,14.03,80.3,1141-20
17,1141,40,0.99,40.63,7.69,86.98,1141-40
17,1141,60,1.32,48.68,9.21,84.21,1141-60
17,1141,100,0.23,67.45,13.82,81.73,1141-100
17,1155,20,0.29,34.21,4.39,93.57,1155-20
17,1155,40,0.91,30.51,3.32,93.66,1155-40
17,1162,20,0.0,58.57,31.2,66.75,1162-20
17,1162,40,0.35,41.87,17.3,80.28,1162-40
17,1162,120,0.0,43.75,12.5,82.81,1162-120
17,1162,210,0.5,51.98,24.26,73.76,1162-210
17,1162,9100,0.0,0.0,0.0,100.0,1162-9100
17,1169,40,0.0,3.31,6.63,87.29,1169-40
17,1176,20,0.88,41.76,1.76,94.29,1176-20
17,1176,40,1.06,39.31,1.32,96.04,1176-40
17,1183,20,1.24,28.78,6.83,84.27,1183-20
17,1183,40,1.31,16.27,2.36,90.03,1183-40
17,1183,80,1.65,26.72,7.16,86.78,1183-80
17,1183,110,1.77,14.16,7.08,86.73,1183-110
17,1204,20,1.51,67.34,2.51,94.97,1204-20
17,1204,40,0.91,51.82,3.64,94.55,1204-40
17,1204,300,2.38,48.81,1.19,92.86,1204-300
17,1218,22,0.0,44.62,4.62,58.46,1218-22
17,1218,40,0.22,52.86,3.74,56.17,1218-40
17,1218,60,0.42,44.35,1.26,65.27,1218-60
17,1232,20,0.0,38.89,3.01,93.29,1232-20
17,1232,40,0.49,39.51,0.98,91.22,1232-40
17,1232,80,0.0,45.0,4.0,93.0,1232-80
17,1246,20,0.47,33.41,3.76,92.71,1246-20
17,1246,40,0.41,26.56,1.66,96.68,1246-40
17,1253,22,9.26,55.17,24.5,57.89,1253-22
17,1253,40,7.01,50.21,22.44,66.2,1253-40
17,1253,50,9.31,53.04,17.0,61.94,1253-50
17,1253,60,5.04,33.61,11.76,78.99,1253-60
17,1253,80,5.65,55.83,22.61,64.31,1253-80
17,1253,120,8.55,69.66,24.79,59.83,1253-120
17,1253,140,3.34,63.88,18.06,65.89,1253-140
17,1260,40,0.77,46.92,8.97,82.56,1260-40
17,1260,50,1.11,39.63,8.15,85.19,1260-50
17,1260,60,0.37,38.01,8.49,85.61,1260-60
17,1260,420,0.0,29.73,2.7,91.89,1260-420
17,1260,800,4.55,36.36,13.64,81.82,1260-800
17,1295,40,0.46,26.94,9.13,89.95,1295-40
17,1295,160,0.68,37.41,21.6,76.19,1295-160
17,1309,20,2.33,17.55,6.55,86.26,1309-20
17,1309,40,3.23,19.35,5.91,87.63,1309-40
17,1309,60,4.5,23.42,9.91,81.98,1309-60
17,1316,20,2.27,19.89,3.98,88.07,1316-20
17,1316,40,4.26,16.07,5.32,83.54,1316-40
17,1316,50,3.68,17.41,5.37,82.89,1316-50
17,1316,100,1.44,9.39,3.25,87.73,1316-100
17,1316,140,2.83,12.67,4.67,83.5,1316-140
17,1316,160,3.41,20.21,7.87,77.17,1316-160
17,1376,40,0.23,7.89,3.71,90.02,1376-40
17,1376,60,0.95,15.44,6.89,89.07,1376-60
17,1376,120,0.49,8.52,4.51,91.38,1376-120
17,1376,140,0.34,11.85,5.01,89.86,1376-140
17,1376,160,0.38,17.29,9.77,87.97,1376-160
17,1376,180,0.7,14.08,2.11,92.25,1376-180
17,1376,240,0.0,12.57,4.47,89.94,1376-240
17,1376,450,1.14,9.09,4.55,89.77,1376-450
17,1376,460,0.0,10.0,5.29,91.18,1376-460
17,1376,470,0.0,9.8,3.92,88.89,1376-470
17,1380,10,3.87,76.06,53.87,39.79,1380-10
17,1380,20,2.57,59.46,48.38,47.3,1380-20
17,1380,45,1.75,74.18,51.2,43.98,1380-45
17,1380,60,1.82,67.81,51.01,46.15,1380-60
17,1380,150,1.93,67.18,56.37,36.29,1380-150
17,1380,9401,0.0,0.0,33.33,66.67,1380-9401
17,1407,40,0.49,18.14,3.43,92.16,1407-40
17,1407,60,0.37,20.07,4.09,92.19,1407-60
17,1407,80,0.0,15.47,3.7,93.46,1407-80
17,1407,100,0.88,18.24,5.29,91.47,1407-100
17,1407,450,0.0,26.67,3.33,90.0,1407-450
17,1414,20,2.17,16.67,4.13,88.24,1414-20
17,1414,30,2.23,20.22,3.5,86.46,1414-30
17,1414,40,1.06,24.11,4.79,86.35,1414-40
17,1414,50,1.05,16.72,3.14,87.98,1414-50
17,1414,100,0.99,19.74,5.43,88.32,1414-100
17,1414,200,0.67,19.5,4.54,87.9,1414-200
17,1421,40,0.0,36.84,1.32,96.05,1421-40
17,1421,50,1.69,55.08,1.69,95.76,1421-50
17,1421,80,1.9,64.76,0.95,94.29,1421-80
17,1421,100,2.21,34.56,5.15,90.44,1421-100
17,1421,810,0.0,0.0,0.0,100.0,1421-810
17,1428,20,3.82,40.73,3.63,87.57,1428-20
17,1428,40,1.91,25.36,3.59,92.11,1428-40
17,1428,50,3.8,39.16,2.28,87.45,1428-50
17,1428,60,2.99,50.75,10.45,77.61,1428-60
17,1449,20,4.67,18.69,7.48,82.24,1449-20
17,1491,20,0.49,57.28,2.43,87.38,1491-20
17,1491,40,1.71,55.56,1.71,92.31,1491-40
17,1491,50,0.0,49.12,1.75,91.23,1491-50
17,1499,20,2.07,39.26,6.2,90.08,1499-20
17,1499,40,1.88,27.71,1.88,94.17,1499-40
17,1526,40,0.0,43.19,6.17,88.17,1526-40
17,1526,80,0.0,51.95,2.6,88.31,1526-80
17,1526,90,0.25,35.63,4.67,91.65,1526-90
17,1526,95,1.29,37.07,3.02,91.38,1526-95
17,1526,100,0.0,46.34,7.32,78.05,1526-100
17,1526,110,0.0,16.92,4.62,92.31,1526-110
17,1526,250,1.85,35.19,1.85,85.19,1526-250
17,1526,410,0.0,44.44,5.56,88.89,1526-410
17,1540,20,0.71,28.37,6.03,87.94,1540-20
17,1540,40,0.51,16.3,5.83,90.39,1540-40
17,1540,60,1.57,23.88,3.94,92.13,1540-60
17,1540,100,1.44,28.06,7.19,86.57,1540-100
17,1554,100,3.85,52.24,8.97,75.0,1554-100
17,1554,111,2.36,25.59,5.05,84.18,1554-111
17,1554,120,1.26,28.52,4.33,83.03,1554-120
17,1554,170,2.32,41.1,4.11,79.35,1554-170
17,1554,200,3.27,69.61,10.46,54.58,1554-200
17,1554,220,2.61,55.97,1.87,67.16,1554-220
17,1554,240,4.49,66.12,4.08,66.12,1554-240
17,1554,280,3.33,43.47,9.03,74.82,1554-280
17,1554,340,2.49,23.0,4.0,83.55,1554-340
17,1554,350,2.59,35.13,6.68,80.17,1554-350
17,1554,400,3.36,36.12,3.28,75.97,1554-400
17,1554,420,2.45,36.03,6.86,76.47,1554-420
17,1554,422,2.93,47.8,4.88,78.29,1554-422
17,1554,460,1.66,25.88,7.25,75.98,1554-460
17,1554,480,1.36,31.86,6.44,79.32,1554-480
17,1554,500,0.57,36.93,6.82,78.98,1554-500
17,1554,520,1.28,39.79,3.4,71.06,1554-520
17,1554,540,1.85,28.04,6.15,81.55,1554-540
17,1554,560,2.17,40.12,2.37,80.63,1554-560
17,1554,580,7.89,57.89,5.26,66.67,1554-580
17,1554,590,3.07,58.63,4.26,75.18,1554-590
17,1554,800,11.11,0.0,5.56,66.67,1554-800
17,1561,20,0.0,27.57,2.33,96.01,1561-20
17,1561,23,0.0,28.0,0.8,96.0,1561-23
17,1561,40,1.57,21.99,0.52,96.34,1561-40
17,1568,40,0.97,33.98,9.47,85.32,1568-40
17,1568,60,1.54,31.11,9.25,86.63,1568-60
17,1568,80,1.49,24.02,6.89,89.76,1568-80
17,1568,160,0.0,35.71,7.14,88.39,1568-160
17,1582,20,1.27,51.9,2.53,89.87,1582-20
17,1582,40,0.0,48.45,0.0,88.66,1582-40
17,1582,250,0.0,44.16,1.3,92.21,1582-250
17,1600,40,0.0,39.37,9.45,88.98,1600-40
17,1600,60,1.47,31.25,6.99,90.44,1600-60
17,1600,80,0.83,39.42,12.03,85.06,1600-80
17,1631,20,0.7,27.37,7.72,85.96,1631-20
17,1631,40,0.0,26.67,0.67,96.0,1631-40
17,1638,40,1.24,26.24,13.46,81.79,1638-40
17,1638,60,1.29,32.3,13.64,80.69,1638-60
17,1638,80,0.24,21.69,6.27,90.6,1638-80
17,1638,100,0.91,35.95,17.15,79.56,1638-100
17,1638,120,2.09,44.7,21.74,72.35,1638-120
17,1638,800,2.01,12.08,3.36,91.95,1638-800
17,1638,9401,0.0,44.12,29.41,61.76,1638-9401
17,1645,20,1.31,30.89,3.14,88.74,1645-20
17,1645,40,0.32,17.35,1.58,92.74,1645-40
17,1645,60,1.81,31.73,4.42,86.95,1645-60
17,1659,20,0.39,26.77,1.77,94.88,1659-20
17,1659,40,0.61,23.63,1.22,95.52,1659-40
17,1659,60,0.28,30.17,3.35,93.58,1659-60
17,1659,80,0.0,25.22,2.61,95.65,1659-80
17,1659,120,0.97,25.24,1.46,93.69,1659-120
17,1666,20,0.66,35.76,3.97,94.7,1666-20
17,1666,30,0.0,36.36,9.09,90.91,1666-30
17,1666,40,0.0,19.35,3.23,95.7,1666-40
17,1673,20,0.0,46.7,4.4,93.41,1673-20
17,1673,40,0.73,52.55,3.65,88.32,1673-40
17,1673,60,0.67,38.26,2.68,92.62,1673-60
17,1673,210,0.0,54.65,5.81,86.05,1673-210
17,1687,20,0.26,8.42,5.0,93.68,1687-20
17,1694,20,1.23,20.29,6.56,89.96,1694-20
17,1694,40,1.46,20.04,5.1,91.44,1694-40
17,1694,60,1.88,21.36,4.93,91.55,1694-60
17,1694,100,2.59,23.58,6.99,88.34,1694-100
17,1729,20,1.29,25.71,0.26,97.94,1729-20
17,1729,40,1.18,23.14,2.35,93.33,1729-40
17,1729,50,0.56,17.98,0.0,98.31,1729-50
17,1736,20,1.24,44.21,7.02,87.19,1736-20
17,1736,40,1.76,33.04,7.05,86.78,1736-40
17,1813,20,0.49,47.56,4.39,92.68,1813-20
17,1813,40,0.8,38.15,4.02,93.57,1813-40
17,1813,250,0.57,48.57,5.71,90.29,1813-250
17,1848,20,0.0,90.58,4.61,1.8,1848-20
17,1855,40,0.47,0.0,1.41,94.84,1855-40
17,1855,60,2.83,0.0,0.94,94.34,1855-60
17,1855,80,2.0,0.0,2.0,96.0,1855-80
17,1862,30,10.86,74.57,26.0,48.86,1862-30
17,1862,80,8.46,46.71,9.4,67.71,1862-80
17,1862,120,11.22,72.94,23.1,56.44,1862-120
17,1862,130,6.94,13.29,12.14,72.83,1862-130
17,1862,140,4.42,33.92,9.8,79.69,1862-140
17,1862,150,3.23,30.65,3.23,83.87,1862-150
17,1862,200,0.51,12.02,4.09,90.54,1862-200
17,1862,210,4.5,30.63,2.7,89.19,1862-210
17,1862,230,20.53,80.99,32.32,39.16,1862-230
17,1862,240,11.28,47.37,9.77,73.18,1862-240
17,1862,260,3.68,34.07,9.31,81.86,1862-260
17,1862,300,9.79,50.12,13.13,68.26,1862-300
17,1862,335,5.0,40.8,12.2,78.8,1862-335
17,1862,360,5.62,44.96,6.09,82.67,1862-360
17,1862,365,5.68,48.28,9.13,79.31,1862-365
17,1870,20,0.0,30.04,9.51,87.45,1870-20
17,1883,20,4.03,30.4,6.59,87.55,1883-20
17,1883,80,1.32,27.8,12.53,84.73,1883-80
17,1883,100,1.95,39.3,31.13,63.81,1883-100
17,1883,120,1.73,34.49,14.33,81.73,1883-120
17,1883,160,2.7,44.74,17.72,76.28,1883-160
17,1883,180,2.21,45.96,18.01,78.31,1883-180
17,1890,20,12.05,13.42,5.21,70.96,1890-20
17,1890,40,12.03,9.34,5.81,68.88,1890-40
17,1897,20,7.6,9.94,7.02,66.67,1897-20
17,1897,40,15.24,10.16,9.84,62.54,1897-40
17,1900,20,3.0,10.63,8.17,76.84,1900-20
17,1900,40,1.99,12.95,5.98,75.5,1900-40
17,1900,60,2.05,11.17,8.59,76.6,1900-60
17,1900,70,1.25,13.18,8.6,74.34,1900-70
17,1900,80,1.61,15.66,9.24,68.47,1900-80
17,1900,100,3.63,12.02,8.4,70.42,1900-100
17,1900,120,1.31,8.66,6.3,76.38,1900-120
17,1900,400,77.36,16.98,18.87,0.0,1900-400
17,1939,20,0.81,54.25,2.43,91.09,1939-20
