year,districtcode,schoolcode,black,lowincome,hispanic,white,mergecode
18,1120,40,0.0,46.9,0.88,97.35,1120-40
18,1120,60,0.0,51.81,0.0,97.59,1120-60
18,1127,20,0.0,33.73,2.66,94.08,1127-20
18,1127,40,0.0,32.45,4.26,91.49,1127-40
18,1127,60,0.0,32.53,1.2,97.59,1127-60
18,1134,40,2.22,35.56,13.09,82.22,1134-40
18,1134,60,2.03,30.23,14.83,81.1,1134-60
18,1134,80,2.25,36.52,16.01,79.78,1134-80
18,1141,20,0.61,49.09,16.06,79.09,1141-20
18,1141,40,1.01,34.55,10.3,86.26,1141-40
18,1141,60,2.78,58.33,15.28,76.39,1141-60
18,1141,100,1.03,60.0,13.85,80.26,1141-100
18,1155,20,0.58,34.49,4.93,91.01,1155-20
18,1155,40,1.59,26.67,3.17,92.38,1155-40
18,1162,20,0.0,58.97,30.77,65.9,1162-20
18,1162,40,0.36,42.35,19.22,77.58,1162-40
18,1162,120,0.0,63.04,26.09,67.39,1162-120
18,1162,210,0.48,53.85,24.52,73.08,1162-210
18,1162,9100,0.0,0.0,0.0,100.0,1162-9100
18,1169,40,0.0,42.56,9.52,86.9,1169-40
18,1169,60,0.0,37.5,5.29,91.83,1169-60
18,1169,200,0.0,35.9,1.92,94.87,1169-200
18,1176,20,0.44,42.36,1.97,95.41,1176-20
18,1176,40,1.6,43.88,1.6,94.41,1176-40
18,1183,20,1.27,25.64,6.78,85.17,1183-20
18,1183,40,1.48,19.75,4.44,87.65,1183-40
18,1183,80,0.82,26.58,8.49,85.21,1183-80
18,1183,110,1.77,15.93,8.85,86.73,1183-110
18,1204,20,1.5,67.0,1.5,91.5,1204-20
18,1204,40,2.8,51.4,1.87,93.46,1204-40
18,1204,300,0.0,52.94,2.35,92.94,1204-300
18,1218,22,0.0,47.31,4.3,58.6,1218-22
18,1218,40,0.22,40.4,3.35,53.79,1218-40
18,1218,60,0.39,42.75,1.96,62.75,1218-60
18,1232,20,0.0,44.49,1.98,94.49,1232-20
18,1232,40,0.0,39.41,1.48,92.12,1232-40
18,1232,80,0.0,43.28,6.72,90.3,1232-80
18,1246,20,0.45,36.79,4.51,91.87,1246-20
18,1246,40,0.0,28.69,2.95,96.2,1246-40
18,1253,22,8.82,58.82,23.92,58.24,1253-22
18,1253,40,7.76,54.99,24.1,62.6,1253-40
18,1253,50,6.11,53.71,14.85,64.63,1253-50
18,1253,60,4.59,36.7,9.17,82.57,1253-60
18,1253,80,7.92,55.47,23.02,61.13,1253-80
18,1253,120,12.15,69.63,21.03,59.81,1253-120
18,1253,140,3.66,68.86,15.38,67.4,1253-140
18,1260,40,0.78,43.52,7.51,85.49,1260-40
18,1260,50,0.76,43.51,8.02,85.5,1260-50
18,1260,60,1.05,27.97,6.64,87.76,1260-60
18,1260,420,0.0,27.03,0.0,94.59,1260-420
18,1295,40,0.48,25.6,9.66,86.96,1295-40
18,1295,160,0.65,38.13,23.73,74.3,1295-160
18,1309,20,2.2,13.63,7.47,85.49,1309-20
18,1309,40,3.09,12.37,8.76,85.05,1309-40
18,1309,60,1.85,14.81,5.56,88.89,1309-60
18,1316,20,1.81,17.67,5.02,86.55,1316-20
18,1316,40,3.9,16.18,4.57,84.59,1316-40
18,1316,50,3.65,18.92,6.15,80.98,1316-50
18,1316,100,1.32,6.95,3.64,85.1,1316-100
18,1316,140,1.38,15.13,3.93,84.09,1316-140
18,1316,160,1.94,17.73,7.48,78.39,1316-160
18,1376,40,0.46,9.72,4.63,89.58,1376-40
18,1376,60,0.96,12.98,5.77,89.66,1376-60
18,1376,100,0.0,5.56,4.63,87.96,1376-100
18,1376,120,0.21,8.44,5.15,91.14,1376-120
18,1376,140,0.73,11.91,4.86,89.79,1376-140
18,1376,160,0.0,11.24,10.44,87.95,1376-160
18,1376,180,0.72,9.42,2.9,90.58,1376-180
18,1376,240,0.56,10.99,4.79,88.73,1376-240
18,1376,450,1.11,7.78,4.44,91.11,1376-450
18,1376,460,0.0,10.67,7.33,88.67,1376-460
18,1376,470,0.0,7.23,4.82,87.95,1376-470
18,1380,10,2.51,73.12,51.97,42.29,1380-10
18,1380,20,1.93,56.35,49.72,46.96,1380-20
18,1380,45,1.51,68.77,56.68,39.04,1380-45
18,1380,60,1.72,68.45,54.29,42.27,1380-60
18,1380,150,1.45,61.23,54.35,38.41,1380-150
18,1380,9401,0.0,0.0,42.86,57.14,1380-9401
18,1407,40,0.51,20.51,2.56,92.31,1407-40
18,1407,60,0.37,19.96,3.14,92.24,1407-60
18,1407,80,0.45,14.73,4.02,92.63,1407-80
18,1407,100,0.29,16.86,6.0,90.86,1407-100
18,1414,20,2.3,15.54,4.68,86.91,1414-20
18,1414,30,1.09,17.98,4.96,85.74,1414-30
18,1414,40,1.69,21.02,5.93,84.75,1414-40
18,1414,50,0.69,13.06,3.44,87.11,1414-50
18,1414,100,1.23,16.49,6.01,87.67,1414-100
18,1414,200,1.1,18.11,4.25,87.56,1414-200
18,1421,40,0.0,36.84,1.32,96.71,1421-40
18,1421,50,0.92,39.45,1.83,94.5,1421-50
18,1421,80,0.95,68.57,0.0,98.1,1421-80
18,1421,100,1.67,29.17,5.83,87.5,1421-100
18,1428,20,1.74,36.94,4.06,88.2,1428-20
18,1428,40,1.19,25.65,3.56,91.21,1428-40
18,1428,50,3.25,43.9,2.44,88.62,1428-50
18,1428,60,4.35,44.93,4.35,82.61,1428-60
18,1449,20,0.0,17.65,5.88,85.29,1449-20
18,1491,20,0.0,52.85,2.59,83.94,1491-20
18,1491,40,1.74,50.43,1.74,93.04,1491-40
18,1491,50,1.92,50.0,3.85,90.38,1491-50
18,1499,20,0.62,38.05,5.82,91.68,1499-20
18,1499,40,1.95,29.5,3.47,91.76,1499-40
18,1526,40,0.0,41.69,5.76,86.7,1526-40
18,1526,80,0.0,54.55,3.03,92.42,1526-80
18,1526,90,0.51,30.33,3.6,92.29,1526-90
18,1526,95,1.22,37.8,4.27,89.63,1526-95
18,1526,100,0.0,48.81,5.95,84.52,1526-100
18,1526,110,0.0,14.49,4.35,92.75,1526-110
18,1526,250,1.82,38.18,3.64,85.45,1526-250
18,1526,410,0.0,33.33,4.76,95.24,1526-410
18,1540,20,0.82,23.01,6.3,87.95,1540-20
18,1540,40,1.0,16.53,5.18,91.49,1540-40
18,1540,60,1.91,23.98,5.45,89.1,1540-60
18,1540,100,0.96,25.16,7.01,86.62,1540-100
18,1554,100,3.18,51.24,8.48,75.97,1554-100
18,1554,111,2.08,23.88,3.46,87.2,1554-111
18,1554,120,0.54,3.94,5.19,80.86,1554-120
18,1554,170,2.65,39.76,4.49,77.88,1554-170
18,1554,200,3.81,66.28,9.68,61.58,1554-200
18,1554,220,1.5,55.64,2.63,66.17,1554-220
18,1554,240,7.6,70.72,4.56,66.16,1554-240
18,1554,280,2.25,38.88,9.89,74.16,1554-280
18,1554,340,2.01,20.8,4.48,82.3,1554-340
18,1554,350,3.36,29.53,5.37,78.75,1554-350
18,1554,400,3.97,33.28,3.75,75.24,1554-400
18,1554,420,2.37,33.41,5.21,75.12,1554-420
18,1554,422,2.29,44.02,5.6,78.63,1554-422
18,1554,460,1.38,28.15,8.27,75.79,1554-460
18,1554,480,2.06,33.33,6.53,75.95,1554-480
18,1554,500,1.17,35.09,7.02,78.07,1554-500
18,1554,520,1.27,37.21,4.02,69.77,1554-520
18,1554,540,2.89,27.68,7.58,79.18,1554-540
18,1554,560,2.29,36.64,2.48,79.96,1554-560
18,1554,580,5.7,58.23,6.33,70.25,1554-580
18,1554,590,2.49,52.61,5.44,71.88,1554-590
18,1554,800,22.22,0.0,11.11,55.56,1554-800
18,1561,20,0.35,27.87,2.44,95.47,1561-20
18,1561,23,0.74,22.06,0.0,94.12,1561-23
18,1561,40,2.27,26.14,0.0,96.02,1561-40
18,1568,40,1.2,31.41,9.11,85.25,1568-40
18,1568,60,0.56,31.27,8.73,86.48,1568-60
18,1568,80,2.05,22.16,8.01,88.27,1568-80
18,1568,160,0.0,30.0,6.0,87.0,1568-160
18,1582,20,0.68,49.66,2.72,93.2,1582-20
18,1582,40,0.0,35.56,1.11,84.44,1582-40
18,1582,250,0.0,46.88,3.13,92.19,1582-250
18,1600,40,0.68,34.69,10.88,87.76,1600-40
18,1600,60,1.17,30.74,9.34,87.94,1600-60
18,1600,80,0.47,33.33,8.92,88.26,1600-80
18,1631,20,0.68,23.63,6.85,88.01,1631-20
18,1631,40,0.0,24.24,2.27,93.94,1631-40
18,1638,40,1.28,23.4,13.57,80.77,1638-40
18,1638,60,1.56,31.03,14.34,80.7,1638-60
18,1638,80,0.48,22.2,5.73,90.45,1638-80
18,1638,100,1.43,35.71,15.18,81.07,1638-100
18,1638,120,1.76,45.15,23.1,70.72,1638-120
18,1638,800,3.41,7.95,8.52,85.8,1638-800
18,1638,9401,2.86,40.0,11.43,85.71,1638-9401
18,1645,20,1.66,29.36,3.6,89.2,1645-20
18,1645,40,0.58,22.48,2.02,90.78,1645-40
18,1645,60,1.41,32.73,4.42,86.55,1645-60
18,1659,20,0.25,23.0,2.25,93.75,1659-20
18,1659,40,1.05,19.92,1.89,94.97,1659-40
18,1659,60,0.39,26.55,2.85,94.04,1659-60
18,1666,20,0.68,30.82,2.74,93.84,1666-20
18,1666,30,0.0,39.24,11.39,87.34,1666-30
18,1666,40,0.0,23.29,2.74,97.26,1666-40
18,1673,20,0.0,58.51,2.13,94.15,1673-20
18,1673,40,0.0,53.91,2.34,89.84,1673-40
18,1673,60,0.42,49.79,3.77,89.12,1673-60
18,1687,20,0.51,10.97,5.87,92.6,1687-20
18,1694,20,1.72,21.29,7.31,87.74,1694-20
18,1694,40,1.65,21.88,5.7,91.54,1694-40
18,1694,60,1.98,23.21,5.68,90.12,1694-60
18,1694,100,2.35,22.45,6.79,89.03,1694-100
18,1729,20,1.5,27.18,1.75,95.76,1729-20
18,1729,40,0.37,28.52,3.7,94.07,1729-40
18,1729,50,0.0,23.7,0.0,99.42,1729-50
18,1736,20,0.88,38.6,6.14,87.28,1736-20
18,1736,40,0.82,28.4,5.35,90.12,1736-40
18,1813,20,0.76,41.06,4.03,92.95,1813-20
18,1813,40,0.0,37.25,4.05,93.93,1813-40
18,1813,250,0.55,40.88,4.42,91.16,1813-250
18,1848,20,0.0,95.16,4.84,1.55,1848-20
18,1855,40,0.44,58.22,0.89,94.67,1855-40
18,1855,60,1.9,41.9,1.9,94.29,1855-60
18,1855,80,1.89,58.49,1.89,96.23,1855-80
18,1862,30,14.2,75.07,25.51,48.41,1862-30
18,1862,80,8.65,47.76,8.97,68.91,1862-80
18,1862,120,11.8,76.39,23.93,54.43,1862-120
18,1862,130,7.03,11.31,8.56,75.54,1862-130
18,1862,140,5.92,34.95,10.34,78.06,1862-140
18,1862,150,6.78,32.2,5.08,77.97,1862-150
18,1862,200,1.51,12.31,4.52,90.2,1862-200
18,1862,210,3.57,34.82,1.79,89.29,1862-210
18,1862,230,16.25,83.75,34.58,39.58,1862-230
18,1862,240,11.35,48.02,11.08,70.71,1862-240
18,1862,260,4.07,34.96,8.4,82.38,1862-260
18,1862,280,8.16,40.56,7.23,77.86,1862-280
18,1862,300,9.28,52.49,14.93,66.74,1862-300
18,1862,335,5.48,37.32,11.97,77.89,1862-335
18,1862,360,4.46,39.91,5.4,84.51,1862-360
18,1862,365,6.89,47.44,10.04,76.77,1862-365
18,1870,20,0.0,24.7,8.5,89.47,1870-20
18,1883,20,3.6,32.37,7.19,87.05,1883-20
18,1883,80,1.11,25.88,15.04,81.97,1883-80
18,1883,100,3.49,45.35,31.4,61.63,1883-100
18,1883,120,2.21,33.81,14.22,80.73,1883-120
18,1883,130,0.76,5.34,11.45,87.02,1883-130
18,1883,160,1.4,39.66,15.36,78.49,1883-160
18,1883,180,1.6,36.8,14.8,82.0,1883-180
18,1890,20,9.42,9.42,4.43,73.41,1890-20
18,1890,40,10.28,7.44,5.47,71.55,1890-40
18,1897,20,10.8,8.52,7.95,61.93,1897-20
18,1897,40,17.21,10.06,8.12,61.04,1897-40
18,1900,20,2.57,11.05,11.31,73.01,1900-20
18,1900,40,1.22,15.24,7.93,76.22,1900-40
18,1900,60,1.75,10.28,9.37,75.31,1900-60
18,1900,70,1.8,9.83,9.28,73.13,1900-70
