year,districtcode,schoolcode,elapass,mathpass,totaltest,mergecode
21,6300,20,12.21,6.49,262,6300-20
21,6300,340,25.71,14.6,315,6300-340
21,6307,50,32.24,30.2,245,6307-50
21,6307,200,35.76,32.12,302,6307-200
21,6321,200,30.56,15.28,72,6321-200
21,6328,120,48.77,44.67,244,6328-120
21,6328,400,7.69,,13,6328-400
21,6335,100,44.68,38.3,47,6335-100
21,6354,100,17.39,4.35,23,6354-100
21,6370,80,45.31,32.81,128,6370-80
21,6384,100,24.24,15.15,66,6384-100
21,6419,100,59.58,52.92,240,6419-100
21,6426,120,21.31,16.39,61,6426-120
21,6440,40,11.11,,9,6440-40
21,6461,140,25.0,18.1,116,6461-140
21,6470,100,28.57,22.96,196,6470-100
21,6475,60,39.58,20.83,48,6475-60
21,6482,40,50.91,34.55,55,6482-40
21,6545,20,45.37,30.09,216,6545-20
21,6608,60,50.0,46.77,124,6608-60
21,6615,80,14.29,,7,6615-80
21,6678,100,26.32,16.54,133,6678-100
21,6685,160,41.64,28.57,329,6685-160
21,6685,430,3.85,,26,6685-430
21,6692,140,36.9,30.95,84,6692-140
21,6713,80,5.88,5.88,17,6713-80
21,6734,40,58.33,51.85,108,6734-40
21,8001,8115,20.39,11.65,103,8001-8115
21,8001,8124,31.82,10.61,66,8001-8124
21,8106,1251,8.2,3.28,61,8106-1251
21,8139,8139,22.58,9.68,31,8139-8139
