year,districtcode,schoolcode,elapass,mathpass,totaltest,mergecode
18,2849,20,41.45,34.91,275,2849-20
18,2849,220,37.08,33.71,178,2849-220
18,2849,410,,8.33,12,2849-410
18,2849,440,44.44,11.11,9,2849-440
18,2856,80,29.23,33.85,65,2856-80
18,2863,40,31.25,12.5,16,2863-40
18,2884,20,35.44,37.09,364,2884-20
18,2891,40,21.74,13.04,23,2891-40
18,2898,40,40.59,40.59,101,2898-40
18,2912,20,45.45,38.18,55,2912-20
18,2940,20,25.0,6.25,16,2940-20
18,2961,40,26.32,15.79,19,2961-40
18,3129,40,26.32,23.68,76,3129-40
18,3129,410,64.71,52.94,34,3129-410
18,3150,80,55.65,53.04,115,3150-80
18,3171,60,39.77,38.64,88,3171-60
18,3206,60,29.41,38.24,34,3206-60
18,3213,60,14.71,8.82,34,3213-60
18,3220,140,45.7,43.05,151,3220-140
18,3269,150,37.78,32.5,360,3269-150
18,3269,360,52.89,50.67,450,3269-360
18,3269,400,43.59,25.64,39,3269-400
18,3269,420,29.41,21.85,357,3269-420
18,3269,460,1.61,,62,3269-460
18,3269,840,54.22,47.28,533,3269-840
18,3276,40,32.73,30.91,55,3276-40
18,3290,140,25.3,30.95,336,3290-140
18,3297,160,29.41,29.41,102,3297-160
18,3304,40,46.94,38.78,49,3304-40
18,3311,60,26.79,32.74,168,3311-60
18,3318,100,36.36,21.21,33,3318-100
18,3325,120,52.38,42.86,63,3325-120
18,3332,40,38.46,27.69,65,3332-40
18,3339,120,43.57,45.36,280,3339-120
18,3360,60,27.87,24.59,122,3360-60
18,3360,410,16.67,,6,3360-410
18,3367,80,27.96,24.73,93,3367-80
18,3381,80,53.85,50.0,156,3381-80
18,3381,430,18.23,13.02,192,3381-430
18,3381,450,33.33,5.56,18,3381-450
18,3409,220,26.06,40.0,165,3409-220
18,3409,9100,26.67,13.33,15,3409-9100
18,3427,800,29.41,29.41,17,3427-800
18,3428,40,28.85,32.69,52,3428-40
18,3430,100,22.98,24.19,248,3430-100
18,3434,40,4.29,2.86,70,3434-40
18,3437,110,67.45,57.77,341,3437-110
18,3444,180,32.29,27.35,223,3444-180
18,3479,60,69.3,62.57,342,3479-60
18,3484,40,27.27,18.18,11,3484-40
18,3500,140,33.5,30.05,203,3500-140
18,3500,800,42.31,19.23,26,3500-800
18,3549,60,60.47,54.79,511,3549-60
18,3549,400,33.33,14.81,27,3549-400
18,3612,100,49.63,42.28,272,3612-100
18,3619,8,6.87,3.05,131,3619-8
18,3619,12,4.68,2.34,171,3619-12
18,3619,14,2.34,0.58,171,3619-14
18,3619,18,4.39,1.75,342,3619-18
18,3619,20,43.52,29.11,347,3619-20
18,3619,26,3.68,1.05,190,3619-26
18,3619,29,7.94,5.71,315,3619-29
18,3619,32,1.68,1.12,179,3619-32
18,3619,33,1.85,1.23,162,3619-33
18,3619,38,14.29,1.65,182,3619-38
18,3619,71,25.9,16.55,139,3619-71
18,3619,176,23.0,12.0,100,3619-176
18,3619,399,1.85,,54,3619-399
18,3619,407,44.71,32.94,85,3619-407
18,3619,409,0.69,,144,3619-409
18,3619,410,2.0,,50,3619-410
18,3619,413,,2.22,45,3619-413
18,3619,424,1.71,,117,3619-424
18,3619,434,14.86,2.7,74,3619-434
18,3619,435,64.41,41.36,295,3619-435
18,3619,441,16.0,4.0,25,3619-441
18,3619,444,13.41,7.32,82,3619-444
18,3619,870,,2.5,40,3619-870
18,3619,880,34.78,27.54,69,3619-880
18,3633,80,53.7,46.3,54,3633-80
18,3647,20,43.65,41.99,181,3647-20
18,3654,410,36.0,12.0,25,3654-410
18,3661,40,36.36,32.73,55,3661-40
18,3668,100,30.88,29.41,68,3668-100
18,3675,60,58.1,52.17,253,3675-60
18,3675,450,16.67,8.33,12,3675-450
18,3682,120,42.77,42.14,159,3682-120
18,3689,40,18.75,14.58,48,3689-40
18,3696,40,23.08,23.08,26,3696-40
18,3787,100,38.99,36.48,159,3787-100
18,3794,120,56.8,49.7,169,3794-120
18,3822,60,56.2,58.48,395,3822-60
18,3850,120,26.32,26.32,38,3850-120
18,3857,180,53.09,52.32,388,3857-180
18,3871,40,37.21,32.56,43,3871-40
18,3892,180,45.35,40.99,527,3892-180
18,3899,40,30.51,27.12,59,3899-40
18,3906,60,43.02,24.42,86,3906-60
18,3920,40,11.76,17.65,17,3920-40
18,3925,50,60.87,59.9,207,3925-50
18,3925,140,54.14,50.32,157,3925-140
18,3934,40,53.33,57.78,45,3934-40
18,3941,80,40.86,41.94,93,3941-80
18,3948,60,18.37,18.37,49,3948-60
18,3955,80,40.71,48.57,140,3955-80
18,3955,410,21.43,14.29,14,3955-410
18,3962,60,40.83,45.41,218,3962-60
18,3969,40,39.29,17.86,28,3969-40
18,3983,60,23.91,15.22,92,3983-60
18,3990,20,18.18,15.91,44,3990-20
18,4018,140,37.01,38.58,508,4018-140
18,4025,60,33.33,25.93,27,4025-60
18,4060,130,44.08,41.53,431,4060-130
18,4067,100,27.27,36.36,66,4067-100
18,4074,200,39.05,42.86,105,4074-200
18,4088,60,32.53,31.33,83,4088-60
18,4095,40,43.54,46.89,209,4095-40
18,4137,80,53.16,43.04,79,4137-80
18,4144,60,50.0,47.33,300,4144-60
18,4151,100,38.16,38.16,76,4151-100
18,4165,60,48.85,49.62,131,4165-60
18,4179,290,28.48,34.3,309,4179-290
18,4179,300,35.01,38.37,417,4179-300
18,4186,80,42.37,33.9,59,4186-80
18,4207,60,16.67,20.0,30,4207-60
18,4221,15,30.0,32.86,70,4221-15
18,4228,80,32.73,34.55,55,4228-80
18,4263,60,33.33,50.0,18,4263-60
18,4270,40,57.14,57.14,14,4270-40
18,4305,100,42.06,29.91,107,4305-100
18,4312,80,70.3,62.87,202,4312-80
18,4330,20,16.67,8.33,12,4330-20
18,4347,120,47.27,41.82,55,4347-120
18,4368,40,26.19,23.81,42,4368-40
18,4375,60,21.05,21.05,38,4375-60
18,4389,60,47.22,62.96,108,4389-60
18,4459,40,42.86,19.05,21,4459-40
18,4473,100,42.01,42.6,169,4473-100
18,4501,180,44.09,44.09,186,4501-180
18,4508,40,55.0,45.0,20,4508-40
18,4515,100,56.25,46.35,192,4515-100
18,4522,100,25.0,56.25,16,4522-100
18,4529,40,48.39,54.84,31,4529-40
18,4536,80,47.95,39.73,73,4536-80
18,4543,60,36.19,32.38,105,4543-60
18,4557,40,12.5,12.5,24,4557-40
18,4571,60,35.48,45.16,31,4571-60
18,4578,60,50.0,40.0,90,4578-60
18,4606,40,45.83,20.83,24,4606-40
18,4613,100,37.84,49.03,259,4613-100
18,4620,491,24.57,14.6,411,4620-491
18,4620,492,15.49,11.81,381,4620-492
18,4620,494,11.63,5.65,301,4620-494
18,4620,499,50.79,33.33,63,4620-499
18,4620,800,39.02,24.39,41,4620-800
18,4634,40,40.0,31.43,35,4634-40
18,4641,80,45.61,38.6,57,4641-80
18,4753,80,26.79,26.32,209,4753-80
18,4760,40,34.62,42.31,52,4760-40
18,4781,180,34.46,28.81,177,4781-180
18,4795,60,46.51,34.88,43,4795-60
18,4802,180,37.04,37.65,162,4802-180
18,4802,450,50.0,16.67,6,4802-450
18,4851,320,40.26,41.56,77,4851-320
18,4865,40,32.0,20.0,25,4865-40
18,4872,120,44.09,47.31,93,4872-120
18,4872,440,44.44,44.44,18,4872-440
18,4893,80,59.46,40.99,222,4893-80
18,4904,80,11.36,22.73,44,4904-80
18,4956,50,50.7,46.48,71,4956-50
18,4963,40,41.67,35.42,48,4963-40
18,4970,35,43.18,40.4,396,4970-35
18,5019,80,40.3,35.82,67,5019-80
18,5026,40,21.01,16.67,138,5026-40
18,5054,20,46.04,38.49,278,5054-20
18,5100,120,38.55,35.75,179,5100-120
18,5124,80,40.0,48.0,25,5124-80
18,5130,40,34.48,31.03,58,5130-40
18,5138,100,36.14,36.75,166,5138-100
18,5264,280,35.58,25.15,163,5264-280
18,5271,280,29.36,33.64,327,5271-280
18,5271,340,25.42,23.31,236,5271-340
18,5271,440,26.67,20.0,30,5271-440
18,5271,450,9.09,6.06,66,5271-450
18,5271,451,22.86,5.71,35,5271-451
18,5278,40,41.8,39.34,122,5278-40
18,5306,40,37.04,38.89,54,5306-40
18,5348,40,29.82,33.33,57,5348-40
18,5355,80,66.46,59.63,161,5355-80
18,5362,80,30.95,30.95,42,5362-80
18,5376,40,19.35,19.35,31,5376-40
18,5390,80,53.76,58.42,279,5390-80
18,5397,800,17.65,17.65,17,5397-800
18,5432,40,55.67,37.11,97,5432-40
18,5439,120,24.12,24.9,257,5439-120
18,5457,220,47.83,27.54,69,5457-220
18,5460,160,23.63,31.87,182,5460-160
18,5460,410,30.0,10.0,10,5460-410
18,5460,800,16.67,,6,5460-800
18,5467,40,38.0,16.0,50,5467-40
18,5474,80,37.93,28.74,87,5474-80
18,5523,110,44.05,42.86,84,5523-110
18,5586,80,42.5,42.5,40,5586-80
18,5593,80,35.9,52.56,78,5593-80
18,5607,270,37.61,31.3,460,5607-270
18,5614,40,38.46,38.46,13,5614-40
18,5621,140,47.11,50.22,225,5621-140
18,5628,40,52.94,39.71,68,5628-40
18,5642,10,58.33,45.83,96,5642-10
18,5656,100,47.99,46.77,573,5656-100
18,5656,410,5.71,,35,5656-410
18,5663,280,33.64,33.33,327,5663-280
18,5670,80,28.57,21.43,28,5670-80
18,5726,40,14.29,24.49,49,5726-40
18,5733,80,39.47,39.47,38,5733-80
18,5740,40,26.32,15.79,19,5740-40
18,5747,180,30.77,30.34,234,5747-180
18,5754,200,42.31,42.31,78,5754-200
18,5757,40,22.73,27.27,44,5757-40
18,5810,40,47.83,43.48,23,5810-40
18,5824,80,28.57,29.52,105,5824-80
18,5824,810,33.33,,6,5824-810
18,5852,20,35.32,34.13,252,5852-20
18,5866,60,40.2,37.25,102,5866-60
18,5901,100,51.69,48.03,356,5901-100
18,5901,410,34.78,13.04,23,5901-410
18,5960,20,46.67,31.11,45,5960-20
18,5985,220,35.44,37.97,79,5985-220
18,5985,410,75.0,50.0,8,5985-410
18,5992,80,18.52,14.81,27,5992-80
18,6013,20,36.54,29.81,104,6013-20
18,6027,40,33.33,11.11,36,6027-40
18,6083,20,52.96,54.07,270,6083-20
18,6118,40,46.38,28.99,69,6118-40
18,6125,140,32.9,33.55,310,6125-140
18,6125,430,66.67,11.11,9,6125-430
18,6174,290,31.4,33.11,293,6174-290
18,6174,430,62.22,75.56,45,6174-430
18,6174,450,35.9,33.33,39,6174-450
18,6174,460,27.59,22.22,261,6174-460
18,6174,470,42.24,24.14,116,6174-470
18,6174,560,59.57,48.94,282,6174-560
18,6181,40,60.73,64.03,303,6181-40
18,6195,140,43.57,40.0,140,6195-140
18,6216,200,21.95,36.59,123,6216-200
18,6223,360,41.09,31.4,258,6223-360
18,6223,380,33.12,32.17,314,6223-380
18,6223,400,17.65,11.76,17,6223-400
18,6223,410,60.0,53.33,15,6223-410
18,6230,100,27.78,30.56,36,6230-100
18,6237,140,22.47,21.35,89,6237-140
18,6244,20,49.61,45.28,254,6244-20
18,6244,280,39.11,42.34,248,6244-280
18,6244,430,16.67,11.11,18,6244-430
18,6251,40,30.43,52.17,23,6251-40
18,6293,80,26.19,40.48,42,6293-80
18,6300,20,15.87,15.5,271,6300-20
18,6300,340,30.7,30.38,316,6300-340
18,6300,490,,7.69,39,6300-490
18,6307,50,37.8,45.12,246,6307-50
18,6307,200,36.14,43.51,285,6307-200
18,6321,200,29.07,31.4,86,6321-200
18,6328,120,50.64,48.07,233,6328-120
18,6335,100,29.58,26.76,71,6335-100
18,6354,100,38.89,33.33,18,6354-100
18,6370,80,46.61,42.37,118,6370-80
18,6384,100,39.24,35.44,79,6384-100
18,6419,100,79.37,71.3,223,6419-100
18,6426,120,32.2,28.81,59,6426-120
18,6440,40,30.77,15.38,13,6440-40
18,6461,140,40.43,41.84,141,6461-140
18,6470,100,39.71,48.53,204,6470-100
18,6475,60,24.32,37.84,37,6475-60
18,6482,40,62.79,39.53,43,6482-40
18,6545,20,36.67,31.85,270,6545-20
18,6608,60,60.0,43.2,125,6608-60
18,6615,80,14.29,14.29,21,6615-80
18,6678,100,31.25,37.5,80,6678-100
18,6685,160,34.55,34.55,330,6685-160
18,6685,430,8.7,4.35,23,6685-430
18,6692,140,34.29,28.57,70,6692-140
18,6713,80,38.71,19.35,31,6713-80
18,6734,40,53.39,57.63,118,6734-40
18,8001,8115,43.48,21.74,69,8001-8115
18,8001,8124,34.62,46.15,52,8001-8124
18,8106,1251,2.63,10.53,38,8106-1251
18,8127,400,10.71,7.14,56,8127-400
18,8139,8139,50.0,28.57,14,8139-8139
