year,districtcode,schoolcode,droprate,totalenroll,mergecode
21,1260,60,0.68,295,1260-60
21,1260,420,0.00,7,1260-420
21,4970,35,0.68,1317,4970-35
21,4970,400,0.00,66,4970-400
21,1295,40,1.15,260,1295-40
21,1316,40,0.98,1020,1316-40
21,1414,20,0.21,1401,1414-20
21,1421,40,0.79,127,1421-40
21,1309,40,0.00,208,1309-40
21,1380,20,0.14,703,1380-20
21,1407,80,0.21,469,1407-80
21,2744,22,0.00,245,2744-22
21,1428,40,0.52,381,1428-40
21,8127,400,1.29,311,8127-400
21,1491,40,0.86,116,1491-40
21,1499,40,0.23,432,1499-40
21,1540,40,0.37,540,1540-40
21,1554,580,13.38,284,1554-580
21,1554,340,0.39,1535,1554-340
21,1554,400,0.98,1527,1554-400
21,1561,40,1.68,179,1561-40
21,1568,80,0.19,514,1568-80
21,1582,40,0.00,85,1582-40
21,1600,60,0.00,167,1600-60
21,1645,40,0.27,364,1645-40
21,1631,40,0.00,138,1631-40
21,1638,9401,0.00,74,1638-9401
21,1638,40,0.00,963,1638-40
21,1659,40,0.80,498,1659-40
21,714,20,0.00,1196,714-20
21,714,60,0.00,1341,714-60
21,1666,40,2.02,99,1666-40
21,8131,400,2.46,122,8131-400
21,1694,40,0.75,535,1694-40
21,1729,40,0.88,227,1729-40
21,1736,40,0.00,215,1736-40
21,1813,40,0.00,216,1813-40
21,5757,40,1.36,147,5757-40
21,1855,60,0.00,112,1855-60
21,1862,140,1.29,2008,1862-140
21,1883,80,0.61,978,1883-80
21,1900,60,0.19,1546,1900-60
21,1900,400,50.00,78,1900-400
21,1939,40,0.54,186,1939-40
21,1953,60,0.00,530,1953-60
21,2009,40,0.00,444,2009-40
21,2058,180,0.07,1341,2058-180
21,2114,120,0.00,176,2114-120
21,2128,20,1.08,186,2128-20
21,2135,60,0.72,139,2135-60
21,2142,60,0.00,51,2142-60
21,2198,80,3.11,193,2198-80
21,2212,40,0.00,55,2212-40
21,2217,40,0.29,692,2217-40
21,2226,40,2.25,89,2226-40
21,2233,80,0.45,220,2233-80
21,2289,180,2.10,1192,2289-180
21,2289,445,1.11,90,2289-445
21,2289,450,8.40,262,2289-450
21,2289,540,1.09,2116,2289-540
21,2289,600,1.66,1084,2289-600
21,2289,720,2.37,802,2289-720
21,2310,40,0.00,157,2310-40
21,2296,60,3.04,954,2296-60
21,2303,120,1.33,1127,2303-120
21,2394,60,1.16,173,2394-60
21,2415,400,1.69,118,2415-400
21,2420,40,0.07,1474,2420-40
21,2436,20,0.52,1340,2436-20
21,2478,40,3.46,520,2478-40
21,2527,40,3.19,94,2527-40
21,2534,40,0.00,152,2534-40
21,2541,60,1.71,117,2541-60
21,2562,40,0.43,1174,2562-40
21,2576,60,1.98,252,2576-60
21,2583,40,0.33,1195,2583-40
21,2604,20,0.63,1916,2604-20
21,2605,60,1.08,278,2605-60
21,2611,80,0.11,1802,2611-80
21,2618,60,0.00,269,2618-60
21,2625,40,0.00,177,2625-40
21,2632,40,0.80,125,2632-40
21,2639,40,0.33,300,2639-40
21,2646,40,0.55,183,2646-40
21,2660,60,3.62,138,2660-60
21,2695,60,0.50,1409,2695-60
21,2695,280,1.39,1076,2695-280
21,2695,400,12.79,258,2695-400
21,2695,450,0.00,63,2695-450
21,2695,430,0.00,37,2695-430
21,2702,80,1.49,605,2702-80
21,2737,40,1.23,81,2737-40
21,2758,40,0.33,1208,2758-40
21,2793,60,1.17,1372,2793-60
21,2793,490,0.00,535,2793-490
21,2793,280,7.29,96,2793-280
21,2793,410,0.29,2035,2793-410
21,2793,480,0.00,372,2793-480
21,2793,405,15.38,26,2793-405
21,2793,450,1.49,404,2793-450
21,2793,580,0.61,1634,2793-580
21,1376,470,0.00,200,1376-470
21,1376,450,0.00,82,1376-450
21,1376,120,0.54,925,1376-120
21,1376,460,0.97,103,1376-460
21,2800,80,0.35,564,2800-80
21,2814,100,0.63,318,2814-100
21,5960,20,0.00,240,5960-20
21,2828,40,0.29,341,2828-40
21,2835,80,0.25,1599,2835-80
21,2842,40,0.00,197,2842-40
21,2849,440,16.67,6,2849-440
21,2849,20,0.39,1021,2849-20
21,2849,250,0.00,76,2849-250
21,2849,220,0.27,749,2849-220
21,2863,40,0.00,63,2863-40
21,2856,80,2.13,235,2856-80
21,2884,20,0.59,1353,2884-20
21,2884,9401,0.00,22,2884-9401
21,2891,40,0.00,103,2891-40
21,2898,40,0.00,489,2898-40
21,3647,20,0.83,722,3647-20
21,3647,400,0.00,30,3647-400
21,2912,20,1.03,290,2912-20
21,2940,20,0.00,106,2940-20
21,2961,40,1.56,128,2961-40
21,3129,410,1.37,146,3129-410
21,3129,40,2.22,360,3129-40
21,3150,80,0.22,453,3150-80
21,3171,60,0.30,334,3171-60
21,3206,60,0.00,146,3206-60
21,3213,60,0.75,133,3213-60
21,3220,140,0.83,606,3220-140
21,3269,410,1.56,192,3269-410
21,3269,150,1.86,1723,3269-150
21,3269,460,23.13,134,3269-460
21,3269,420,1.87,1603,3269-420
21,3269,360,1.19,2105,3269-360
21,3269,400,4.26,94,3269-400
21,3269,840,1.09,2193,3269-840
21,3276,40,0.85,234,3276-40
21,3290,140,2.77,1482,3290-140
21,3290,400,2.38,42,3290-400
21,3297,160,0.00,419,3297-160
21,3304,40,0.40,251,3304-40
21,3311,60,0.64,623,3311-60
21,3318,100,0.00,187,3318-100
21,3325,120,1.44,277,3325-120
21,3332,40,1.64,304,3332-40
21,3339,120,1.01,1189,3339-120
21,3360,410,0.00,114,3360-410
21,3360,60,0.00,415,3360-60
21,3367,80,0.00,376,3367-80
21,3381,450,2.53,158,3381-450
21,3381,470,21.58,241,3381-470
21,3381,80,0.13,748,3381-80
21,3381,430,6.06,1453,3381-430
21,3409,220,0.30,662,3409-220
21,3428,40,0.00,357,3428-40
21,3430,100,0.67,894,3430-100
21,3434,40,1.20,334,3434-40
21,3437,110,0.38,1317,3437-110
21,3444,180,0.59,1013,3444-180
21,3479,60,0.08,1279,3479-60
21,3500,400,3.70,27,3500-400
21,3500,140,1.51,794,3500-140
21,3549,400,0.00,100,3549-400
21,3549,60,0.48,2292,3549-60
21,8145,8145,0.00,21,8145-8145
21,3612,100,0.37,1095,3612-100
21,3619,413,8.88,169,3619-413
21,3619,1063,6.25,112,3619-1063
21,3619,434,1.26,397,3619-434
21,3619,432,7.69,39,3619-432
21,3619,12,2.63,949,3619-12
21,3619,14,4.04,1090,3619-14
21,3619,407,0.49,405,3619-407
21,3619,451,0.13,768,3619-451
21,3619,444,0.49,617,3619-444
21,3619,410,23.31,266,3619-410
21,3619,454,0.89,224,3619-454
21,3619,236,26.95,167,3619-236
21,3619,18,4.71,1443,3619-18
21,3619,409,7.63,773,3619-409
21,3619,20,0.56,1425,3619-20
21,3619,8,3.31,1328,3619-8
21,3619,38,1.02,978,3619-38
21,3619,419,11.14,458,3619-419
21,3619,1072,9.60,125,3619-1072
21,3619,458,19.09,220,3619-458
21,3619,26,7.76,1082,3619-26
21,3619,435,0.29,1365,3619-435
21,3619,29,1.97,1470,3619-29
21,3619,1074,18.92,111,3619-1074
21,3619,442,19.05,42,3619-442
21,3619,32,9.72,895,3619-32
21,3619,433,20.90,177,3619-433
21,3619,448,16.05,81,3619-448
21,3619,33,8.56,794,3619-33
21,3619,424,6.95,662,3619-424
21,3633,80,0.00,231,3633-80
21,3661,40,0.78,256,3661-40
21,3668,100,0.00,241,3668-100
21,3675,60,0.29,1047,3675-60
21,3682,120,1.24,725,3682-120
21,3689,420,4.00,25,3689-420
21,3689,40,0.41,246,3689-40
21,3696,40,0.88,113,3696-40
21,3787,100,0.00,614,3787-100
21,3794,120,0.38,784,3794-120
21,3822,60,0.24,1639,3822-60
21,3857,180,0.30,1686,3857-180
21,3871,410,0.00,24,3871-410
21,3871,40,2.83,212,3871-40
21,3892,180,0.15,2000,3892-180
21,3899,40,2.05,292,3899-40
21,3906,400,0.00,31,3906-400
21,3906,60,1.04,288,3906-60
21,3920,40,1.18,85,3920-40
21,3925,50,0.00,1056,3925-50
21,3925,140,0.09,1079,3925-140
21,3934,40,0.00,300,3934-40
21,3941,80,0.90,335,3941-80
21,3948,60,0.00,263,3948-60
21,3955,430,10.91,55,3955-430
21,3955,80,1.21,659,3955-80
21,3962,60,0.93,966,3962-60
21,3969,40,0.00,207,3969-40
21,2177,20,0.09,1086,2177-20
21,2016,120,2.10,143,2016-120
21,3983,60,1.79,446,3983-60
21,1945,60,0.46,218,1945-60
21,1526,90,0.26,381,1526-90
21,1526,410,0.00,32,1526-410
21,3654,410,0.00,131,3654-410
21,3990,20,1.50,267,3990-20
21,4018,140,0.48,2100,4018-140
21,4025,60,0.00,160,4025-60
21,4060,130,0.12,1681,4060-130
21,4074,200,0.00,467,4074-200
21,4067,100,0.00,285,4067-100
21,4088,60,0.29,342,4088-60
21,4095,40,0.10,965,4095-40
21,4137,80,0.00,326,4137-80
21,4144,60,0.33,1202,4144-60
21,4165,60,0.59,507,4165-60
21,4179,290,2.52,1191,4179-290
21,4179,300,1.65,1640,4179-300
21,4186,80,2.19,274,4186-80
21,4207,60,0.00,135,4207-60
21,4221,15,0.51,198,4221-15
21,4228,80,0.43,231,4228-80
21,4151,100,2.98,235,4151-100
21,8139,8139,0.00,117,8139-8139
21,490,40,0.60,167,490-40
21,4270,40,0.00,109,4270-40
21,4305,100,0.84,356,4305-100
21,4312,80,0.58,865,4312-80
21,4330,20,0.00,33,4330-20
21,4347,120,0.93,215,4347-120
21,4368,40,0.00,169,4368-40
21,4389,60,1.12,448,4389-60
21,4459,40,3.03,132,4459-40
21,4473,100,0.96,730,4473-100
21,4508,40,0.78,128,4508-40
21,4515,100,0.26,775,4515-100
21,4501,400,8.33,12,4501-400
21,4501,180,6.75,163,4501-180
21,4529,40,0.00,101,4529-40
21,4536,80,1.26,318,4536-80
21,4543,60,0.00,348,4543-60
21,4557,40,1.90,105,4557-40
21,4571,60,0.00,119,4571-60
21,4578,60,0.00,432,4578-60
21,4613,100,0.09,1105,4613-100
21,4620,491,3.09,1781,4620-491
21,4620,492,3.78,1401,4620-492
21,4620,494,5.42,1163,4620-494
21,4620,800,0.44,453,4620-800
21,4620,499,0.00,571,4620-499
21,4634,40,0.00,188,4634-40
21,4641,80,1.93,259,4641-80
21,4753,80,1.11,904,4753-80
21,4760,40,0.38,263,4760-40
21,4781,180,0.00,772,4781-180
21,4795,60,2.46,122,4795-60
21,4802,180,1.35,740,4802-180
21,4851,320,1.84,380,4851-320
21,4851,450,9.52,21,4851-450
21,4865,40,0.00,173,4865-40
21,4872,120,0.81,494,4872-120
21,4893,410,6.25,64,4893-410
21,4893,80,0.00,1030,4893-80
21,4904,80,0.54,185,4904-80
21,5523,110,0.50,402,5523-110
21,3850,430,0.00,21,3850-430
21,3850,120,0.00,177,3850-120
21,4956,50,0.96,311,4956-50
21,4963,40,0.00,176,4963-40
21,1673,60,0.00,229,1673-60
21,2422,60,0.24,418,2422-60
21,5019,80,0.91,328,5019-80
21,5026,40,1.21,495,5026-40
21,5100,120,0.24,849,5100-120
21,8001,8115,1.42,422,8001-8115
21,8001,8124,0.42,238,8001-8124
21,5124,80,0.00,80,5124-80
21,5130,40,2.23,179,5130-40
21,5138,100,0.89,671,5138-100
21,5264,280,0.13,793,5264-280
21,5271,450,8.45,213,5271-450
21,5271,451,1.37,73,5271-451
21,5271,440,0.00,109,5271-440
21,5271,280,0.97,1548,5271-280
21,5271,340,1.66,1085,5271-340
21,5278,40,0.21,486,5278-40
21,5306,40,0.33,302,5306-40
21,5348,40,0.00,203,5348-40
21,5355,400,3.33,30,5355-400
21,5355,80,0.00,600,5355-80
21,5362,80,0.00,103,5362-80
21,5376,40,0.00,194,5376-40
21,5390,80,0.00,1026,5390-80
21,5432,40,0.00,480,5432-40
21,5439,120,1.81,1050,5439-120
21,4522,100,0.00,73,4522-100
21,5457,220,0.62,324,5457-220
21,2485,60,0.58,171,2485-60
21,5460,800,4.17,24,5460-800
21,5460,160,0.39,765,5460-160
21,5460,410,0.00,28,5460-410
21,5467,40,2.39,293,5467-40
21,5474,80,1.72,349,5474-80
21,5586,80,1.94,206,5586-80
21,5593,80,0.31,320,5593-80
21,5607,310,6.06,132,5607-310
21,5607,270,0.07,1424,5607-270
21,5614,40,0.00,56,5614-40
21,5621,140,0.00,906,5621-140
21,5628,40,0.00,294,5628-40
21,5642,10,0.98,407,5642-10
21,5656,410,3.23,124,5656-410
21,5656,100,0.23,1769,5656-100
21,5663,280,2.49,1283,5663-280
21,5670,80,2.59,116,5670-80
21,5726,40,1.19,168,5726-40
21,5733,80,1.36,147,5733-80
21,5740,40,0.00,98,5740-40
21,5747,180,1.40,855,5747-180
21,5754,200,1.09,367,5754-200
21,126,60,0.89,336,126-60
21,4375,60,0.00,159,4375-60
21,5810,40,0.00,104,5810-40
21,5824,80,1.27,471,5824-80
21,5852,20,0.20,989,5852-20
21,238,100,1.07,280,238-100
21,5866,60,1.34,299,5866-60
21,5901,410,0.00,6,5901-410
21,5901,100,0.72,1676,5901-100
21,5985,410,5.71,35,5985-410
21,5985,9407,0.00,16,5985-9407
21,5985,220,0.72,277,5985-220
21,5992,80,0.64,157,5992-80
21,6027,40,0.00,186,6027-40
21,6069,40,0.00,16,6069-40
21,6083,9803,0.00,48,6083-9803
21,6083,20,0.22,929,6083-20
21,6118,40,0.79,253,6118-40
21,6125,430,0.00,32,6125-430
21,6125,140,0.36,1115,6125-140
21,6174,470,2.01,847,6174-470
21,6174,290,0.37,1074,6174-290
21,6174,460,1.72,930,6174-460
21,6174,450,0.00,179,6174-450
21,6174,490,18.89,90,6174-490
21,6174,430,0.00,180,6174-430
21,6174,415,0.00,34,6174-415
21,6174,560,0.26,1175,6174-560
21,6181,40,0.29,1386,6181-40
21,6195,140,1.39,576,6195-140
21,6216,200,1.45,551,6216-200
21,6223,360,0.76,924,6223-360
21,6223,400,4.76,63,6223-400
21,6223,380,0.57,1395,6223-380
21,6230,100,0.88,113,6230-100
21,6237,140,1.55,387,6237-140
21,6244,20,0.00,1086,6244-20
21,6244,280,0.20,1006,6244-280
21,6251,40,1.28,78,6251-40
21,6293,80,3.11,193,6293-80
21,6300,20,0.94,1061,6300-20
21,6300,490,7.74,155,6300-490
21,6300,340,0.38,1303,6300-340
21,6300,410,16.67,6,6300-410
21,6307,50,1.00,996,6307-50
21,6307,200,1.11,1081,6307-200
21,6328,400,0.00,32,6328-400
21,6328,120,0.00,1028,6328-120
21,6370,80,0.00,542,6370-80
21,6321,9407,0.00,7,6321-9407
21,6321,200,0.97,309,6321-200
21,6335,100,0.78,257,6335-100
21,6354,100,1.09,92,6354-100
21,6384,100,0.00,258,6384-100
21,6440,40,4.26,47,6440-40
21,6419,100,0.41,987,6419-100
21,6426,120,0.60,334,6426-120
21,6461,140,0.93,536,6461-140
21,6470,100,0.37,820,6470-100
21,6475,60,0.00,233,6475-60
21,6482,40,0.43,233,6482-40
21,6545,20,0.97,931,6545-20
21,6608,60,0.38,527,6608-60
21,6615,80,1.47,68,6615-80
21,6678,100,0.55,550,6678-100
21,469,60,0.00,209,469-60
21,6685,160,0.29,1356,6685-160
21,6685,430,4.05,148,6685-430
21,6692,140,1.28,312,6692-140
21,6713,80,0.00,96,6713-80
21,6734,40,0.22,454,6734-40
