year,districtcode,schoolcode,elapass,mathpass,totaltest,mergecode
19,1218,60,20.0,16.36,55,1218-60
19,1232,40,41.07,48.21,56,1232-40
19,1246,40,42.11,38.6,57,1246-40
19,1253,40,21.05,14.74,190,1253-40
19,1260,60,21.82,25.45,55,1260-60
19,1295,40,54.72,52.83,53,1295-40
19,1309,40,60.0,40.0,35,1309-40
19,1316,40,43.03,31.87,251,1316-40
19,1376,120,49.57,42.61,230,1376-120
19,1376,450,72.73,45.45,22,1376-450
19,1376,460,69.44,13.89,36,1376-460
19,1376,470,79.55,54.55,44,1376-470
19,1380,20,17.65,11.76,153,1380-20
19,1407,80,39.81,27.78,108,1407-80
19,1414,20,60.12,43.56,326,1414-20
19,1421,40,43.33,26.67,30,1421-40
19,1428,40,39.66,37.07,116,1428-40
19,1491,40,28.57,19.05,21,1491-40
19,1499,40,39.62,35.85,53,1499-40
19,1526,90,45.26,28.42,95,1526-90
19,1526,410,57.14,,7,1526-410
19,1540,40,36.81,29.86,144,1540-40
19,1554,340,48.68,47.11,380,1554-340
19,1554,400,25.47,28.88,322,1554-400
19,1561,40,26.53,16.33,49,1561-40
19,1568,80,47.01,20.51,117,1568-80
19,1582,40,26.32,26.32,19,1582-40
19,1600,60,32.56,37.21,43,1600-60
19,1631,40,32.35,26.47,34,1631-40
19,1638,40,44.91,31.94,216,1638-40
19,1638,800,33.33,33.33,6,1638-800
19,1645,40,44.74,43.42,76,1645-40
19,1659,40,41.53,36.44,118,1659-40
19,1666,40,47.83,39.13,23,1666-40
19,1673,60,28.12,6.25,32,1673-60
19,1694,40,34.59,23.31,133,1694-40
19,1729,40,41.82,32.73,55,1729-40
19,1736,40,21.21,9.09,33,1736-40
19,1813,40,43.94,36.36,66,1813-40
19,1855,60,53.85,34.62,26,1855-60
19,1862,140,31.68,33.62,464,1862-140
19,1862,210,16.67,16.67,12,1862-210
19,1883,80,31.75,22.75,211,1883-80
19,1900,60,53.06,32.78,360,1900-60
19,1939,40,46.15,30.77,26,1939-40
19,1945,60,38.33,16.67,60,1945-60
19,1945,850,22.86,22.86,35,1945-850
19,1953,60,46.72,38.52,122,1953-60
19,2009,40,28.42,29.47,95,2009-40
19,2016,120,20.69,17.24,29,2016-120
19,2058,180,56.39,50.47,321,2058-180
19,2114,120,65.91,25.0,44,2114-120
19,2128,20,18.75,9.38,32,2128-20
19,2135,60,43.75,37.5,32,2135-60
19,2142,60,33.33,33.33,12,2142-60
19,2177,20,56.84,42.31,234,2177-20
19,2198,80,43.1,29.31,58,2198-80
19,2217,40,62.5,52.98,168,2217-40
19,2226,40,20.0,6.67,15,2226-40
19,2233,80,36.92,32.31,65,2233-80
19,2233,400,13.04,5.07,138,2233-400
19,2240,20,28.57,38.1,21,2240-20
19,2289,180,18.59,11.52,269,2289-180
19,2289,445,28.57,7.14,14,2289-445
19,2289,540,25.19,25.38,532,2289-540
19,2289,600,28.04,31.42,296,2289-600
19,2289,720,15.47,13.26,181,2289-720
19,2296,60,53.92,53.92,217,2296-60
19,2303,120,34.74,20.7,285,2303-120
19,2310,40,75.0,50.0,16,2310-40
19,2394,60,40.0,32.0,25,2394-60
19,2415,400,16.0,4.0,25,2415-400
19,2420,40,60.67,49.09,328,2420-40
19,2422,60,56.7,36.08,97,2422-60
19,2422,850,12.5,4.17,24,2422-850
19,2436,20,46.98,32.55,298,2436-20
19,2450,20,58.41,61.0,541,2450-20
19,2478,40,27.42,27.42,124,2478-40
19,2478,800,60.0,33.33,15,2478-800
19,2485,60,42.86,42.86,42,2485-60
19,2527,40,31.58,47.37,19,2527-40
19,2534,40,37.21,37.21,43,2534-40
19,2541,60,48.39,25.81,31,2541-60
19,2562,40,50.39,30.47,256,2562-40
19,2576,60,31.15,9.84,61,2576-60
19,2583,40,47.04,32.02,253,2583-40
19,2604,20,45.89,50.87,462,2604-20
19,2605,60,42.47,24.66,73,2605-60
19,2611,80,44.52,44.52,438,2611-80
19,2618,60,23.81,21.43,42,2618-60
19,2625,40,42.11,23.68,38,2625-40
19,2632,40,30.43,13.04,23,2632-40
19,2639,40,32.61,32.61,46,2639-40
19,2646,40,20.45,34.09,44,2646-40
19,2660,60,21.21,15.15,33,2660-60
19,2695,60,36.96,24.64,349,2695-60
19,2695,280,28.77,17.47,292,2695-280
19,2695,400,2.78,,36,2695-400
19,2695,430,20.0,,10,2695-430
19,2695,450,37.5,12.5,8,2695-450
19,2695,860,27.27,13.64,22,2695-860
19,2702,80,25.58,22.09,172,2702-80
19,2730,40,29.41,27.45,51,2730-40
19,2737,40,40.54,32.43,37,2737-40
19,2744,22,27.87,16.39,61,2744-22
19,2758,40,37.01,31.67,281,2758-40
19,2793,60,24.12,14.15,311,2793-60
19,2793,410,33.94,28.69,495,2793-410
19,2793,450,7.84,0.98,102,2793-450
19,2793,480,76.47,67.65,102,2793-480
19,2793,490,38.46,21.15,104,2793-490
19,2793,580,26.74,15.41,344,2793-580
19,2800,80,42.86,35.4,161,2800-80
19,2814,100,32.5,30.0,80,2814-100
19,2828,40,31.78,17.76,107,2828-40
19,2835,80,46.88,41.15,384,2835-80
19,2842,40,81.67,73.33,60,2842-40
19,2849,20,34.2,19.48,231,2849-20
19,2849,220,43.54,31.29,147,2849-220
19,2849,440,22.22,,9,2849-440
19,2856,80,22.58,16.13,62,2856-80
19,2863,40,13.33,13.33,15,2863-40
19,2884,20,40.19,33.23,316,2884-20
19,2891,40,33.33,20.83,24,2891-40
19,2898,40,50.56,39.33,89,2898-40
19,2912,20,41.94,35.48,62,2912-20
19,2940,20,20.0,10.0,10,2940-20
19,2961,40,25.0,12.5,24,2961-40
19,3129,40,24.05,13.92,79,3129-40
19,3129,410,51.43,28.57,35,3129-410
19,3150,80,51.3,38.26,115,3150-80
19,3171,60,34.52,35.71,84,3171-60
19,3206,60,18.92,27.03,37,3206-60
19,3213,60,34.48,34.48,29,3213-60
19,3220,140,34.04,26.95,141,3220-140
19,3269,150,30.55,25.36,347,3269-150
19,3269,360,46.63,43.51,416,3269-360
19,3269,400,28.26,6.52,46,3269-400
19,3269,410,2.27,,44,3269-410
19,3269,420,26.36,20.92,368,3269-420
19,3269,840,58.94,43.22,509,3269-840
19,3276,40,29.41,13.73,51,3276-40
19,3290,140,27.45,24.84,306,3290-140
19,3297,160,36.19,35.24,105,3297-160
19,3304,40,56.67,48.33,60,3304-40
19,3311,60,23.53,21.01,119,3311-60
19,3318,100,30.43,30.43,23,3318-100
19,3325,120,33.33,44.44,45,3325-120
19,3332,40,18.67,6.67,75,3332-40
19,3339,120,50.38,38.85,260,3339-120
19,3360,60,33.33,29.89,87,3360-60
19,3360,410,5.26,5.26,19,3360-410
19,3367,80,44.05,29.76,84,3367-80
19,3381,80,49.73,41.71,187,3381-80
19,3381,430,25.3,10.84,166,3381-430
19,3381,450,18.52,22.22,27,3381-450
19,3409,220,36.36,25.87,143,3409-220
19,3409,9100,22.22,13.33,45,3409-9100
19,3427,800,9.09,9.09,22,3427-800
19,3428,40,27.66,36.17,47,3428-40
19,3430,100,28.1,26.67,210,3430-100
19,3434,40,4.35,,69,3434-40
19,3437,110,60.4,49.33,298,3437-110
19,3444,180,37.16,33.94,218,3444-180
19,3479,60,69.16,52.1,334,3479-60
19,3484,40,30.77,7.69,13,3484-40
19,3500,140,31.47,28.43,197,3500-140
19,3500,800,52.94,23.53,34,3500-800
19,3549,60,69.18,58.57,490,3549-60
19,3549,400,34.78,13.04,23,3549-400
19,3612,100,47.1,35.14,259,3612-100
19,3619,8,3.12,,160,3619-8
19,3619,12,2.78,1.39,144,3619-12
19,3619,14,0.52,0.52,192,3619-14
19,3619,18,3.47,0.63,317,3619-18
19,3619,20,45.58,21.37,351,3619-20
19,3619,26,3.16,1.27,158,3619-26
19,3619,29,8.88,3.29,304,3619-29
19,3619,32,,0.58,173,3619-32
19,3619,33,2.91,0.97,103,3619-33
19,3619,38,11.34,2.06,194,3619-38
19,3619,71,25.69,10.09,109,3619-71
19,3619,176,28.04,9.35,107,3619-176
19,3619,407,42.67,17.33,75,3619-407
19,3619,409,0.75,0.75,134,3619-409
19,3619,413,4.55,,44,3619-413
19,3619,434,3.9,,77,3619-434
19,3619,435,60.61,25.25,297,3619-435
19,3619,441,4.0,4.0,25,3619-441
19,3619,442,4.76,,21,3619-442
19,3619,444,9.09,4.55,88,3619-444
19,3619,451,14.69,11.89,143,3619-451
19,3619,870,6.98,,43,3619-870
19,3619,880,26.87,19.4,67,3619-880
19,3633,80,51.11,51.11,45,3633-80
19,3647,20,40.94,33.92,171,3647-20
19,3654,410,37.93,27.59,29,3654-410
19,3661,40,38.0,18.0,50,3661-40
19,3668,100,27.78,33.33,72,3668-100
19,3675,60,57.83,40.43,230,3675-60
19,3675,450,18.75,12.5,16,3675-450
19,3682,120,34.83,29.78,178,3682-120
19,3689,40,19.61,9.8,51,3689-40
19,3689,420,14.29,14.29,7,3689-420
19,3696,40,22.22,7.41,27,3696-40
19,3787,100,45.45,31.47,143,3787-100
19,3794,120,48.13,44.92,187,3794-120
19,3822,60,47.07,46.54,376,3822-60
19,3850,120,22.22,11.11,36,3850-120
19,3857,180,52.57,48.78,369,3857-180
19,3871,40,24.14,12.07,58,3871-40
19,3892,180,45.53,34.51,481,3892-180
19,3899,40,17.39,24.64,69,3899-40
19,3906,60,36.47,21.18,85,3906-60
19,3920,40,18.18,13.64,22,3920-40
19,3925,50,67.16,60.2,201,3925-50
19,3925,140,54.55,44.89,176,3925-140
19,3934,40,49.15,47.46,59,3934-40
19,3941,80,39.56,40.66,91,3941-80
19,3948,60,23.33,13.33,30,3948-60
19,3955,80,32.14,32.74,168,3955-80
19,3962,60,53.93,58.64,191,3962-60
19,3969,40,53.57,28.57,28,3969-40
19,3983,60,20.0,18.1,105,3983-60
19,3990,20,30.61,14.29,49,3990-20
19,4018,140,39.08,37.68,499,4018-140
19,4025,60,25.0,15.0,40,4025-60
19,4060,130,47.29,40.15,406,4060-130
19,4067,100,33.93,23.21,56,4067-100
19,4074,200,42.4,36.0,125,4074-200
19,4088,60,30.21,16.67,96,4088-60
19,4095,40,44.49,43.22,236,4095-40
19,4137,80,70.42,54.93,71,4137-80
19,4144,60,48.69,38.58,267,4144-60
19,4151,100,33.33,29.63,54,4151-100
19,4165,60,49.56,45.13,113,4165-60
19,4179,290,28.17,31.34,284,4179-290
19,4179,300,41.37,38.32,394,4179-300
19,4186,80,22.08,20.78,77,4186-80
19,4207,60,31.82,31.82,44,4207-60
19,4221,15,25.4,23.81,63,4221-15
19,4228,80,45.45,29.55,44,4228-80
19,4263,60,25.0,12.5,16,4263-60
19,4270,40,66.67,58.33,12,4270-40
19,4305,100,26.39,16.67,72,4305-100
19,4312,80,63.0,48.9,227,4312-80
19,4330,20,27.78,16.67,18,4330-20
19,4347,120,32.73,20.0,55,4347-120
19,4368,40,23.81,14.29,42,4368-40
19,4375,60,39.39,21.21,33,4375-60
19,4389,60,63.37,58.42,101,4389-60
19,4459,40,40.0,40.0,15,4459-40
19,4473,100,36.61,35.52,183,4473-100
19,4501,180,44.89,36.36,176,4501-180
19,4501,400,28.57,,7,4501-400
19,4508,40,39.29,32.14,28,4508-40
19,4515,100,52.13,40.96,188,4515-100
19,4522,100,38.89,27.78,18,4522-100
19,4529,40,23.08,34.62,26,4529-40
19,4536,80,44.0,36.0,75,4536-80
19,4543,60,45.78,31.33,83,4543-60
19,4557,40,40.0,26.67,15,4557-40
19,4571,60,40.0,25.71,35,4571-60
19,4578,60,42.55,37.23,94,4578-60
19,4606,40,45.16,25.81,31,4606-40
19,4613,100,35.61,47.35,264,4613-100
19,4620,491,27.21,12.47,441,4620-491
19,4620,492,15.62,9.32,397,4620-492
19,4620,494,11.34,3.09,291,4620-494
19,4620,499,53.23,41.94,62,4620-499
19,4620,800,20.0,17.14,35,4620-800
19,4634,40,52.38,42.86,42,4634-40
19,4641,80,44.93,33.33,69,4641-80
19,4753,80,31.22,27.0,237,4753-80
19,4760,40,28.26,13.04,46,4760-40
19,4781,180,35.84,16.76,173,4781-180
19,4795,60,33.33,36.36,33,4795-60
19,4802,180,44.37,43.66,142,4802-180
19,4802,450,26.67,6.67,15,4802-450
19,4851,320,29.35,39.13,92,4851-320
19,4865,40,37.04,29.63,27,4865-40
19,4872,120,39.67,23.97,121,4872-120
19,4872,440,42.86,28.57,7,4872-440
19,4893,80,53.88,49.32,219,4893-80
19,4904,80,52.08,39.58,48,4904-80
19,4956,50,46.51,43.02,86,4956-50
19,4963,40,52.63,26.32,38,4963-40
19,4970,35,42.89,31.84,380,4970-35
19,5019,80,54.76,51.19,84,5019-80
19,5026,40,24.39,13.82,123,5026-40
19,5054,20,48.12,41.35,266,5054-20
19,5100,120,40.83,26.61,218,5100-120
19,5124,80,20.0,25.0,20,5124-80
19,5130,40,46.67,46.67,45,5130-40
19,5138,100,32.34,25.15,167,5138-100
19,5264,280,39.89,26.97,178,5264-280
19,5271,280,35.71,28.02,364,5271-280
19,5271,340,23.67,22.86,245,5271-340
19,5271,440,34.48,20.69,29,5271-440
19,5271,450,4.26,2.13,47,5271-450
19,5271,451,40.0,,10,5271-451
19,5278,40,41.67,30.0,120,5278-40
19,5306,40,38.64,25.0,44,5306-40
19,5348,40,36.36,31.82,44,5348-40
19,5355,80,65.54,58.78,148,5355-80
19,5355,400,16.67,16.67,6,5355-400
19,5362,80,50.0,50.0,26,5362-80
19,5376,40,25.0,12.5,48,5376-40
19,5390,80,52.71,45.35,258,5390-80
19,5397,800,14.29,14.29,21,5397-800
19,5432,40,32.0,26.0,100,5432-40
19,5439,120,30.3,27.27,264,5439-120
19,5457,220,36.11,26.39,72,5457-220
19,5460,160,34.55,26.06,165,5460-160
19,5467,40,29.23,15.38,65,5467-40
19,5474,80,38.1,28.57,84,5474-80
19,5523,110,55.56,38.89,108,5523-110
19,5586,80,34.92,42.86,63,5586-80
19,5593,80,26.0,26.0,50,5593-80
19,5607,270,43.48,32.92,483,5607-270
19,5614,40,50.0,28.57,14,5614-40
19,5621,140,35.44,27.85,237,5621-140
19,5628,40,30.86,30.86,81,5628-40
19,5642,10,46.24,45.16,93,5642-10
19,5656,100,51.49,40.95,503,5656-100
19,5656,410,4.35,,23,5656-410
19,5663,280,37.36,18.32,273,5663-280
19,5670,80,21.43,7.14,28,5670-80
19,5726,40,34.04,19.15,47,5726-40
19,5733,80,41.18,29.41,34,5733-80
19,5740,40,33.33,22.22,9,5740-40
19,5747,180,26.34,18.82,186,5747-180
19,5754,200,30.85,26.6,94,5754-200
19,5757,40,23.68,7.89,38,5757-40
19,5810,40,40.54,35.14,37,5810-40
19,5824,80,33.01,25.24,103,5824-80
19,5852,20,38.75,32.08,240,5852-20
19,5866,60,47.44,24.36,78,5866-60
19,5901,100,46.17,39.75,405,5901-100
19,5901,410,33.33,8.33,12,5901-410
19,5960,20,35.48,25.81,31,5960-20
19,5985,220,22.22,25.4,63,5985-220
19,5985,410,54.55,27.27,11,5985-410
19,5992,80,11.54,11.54,26,5992-80
19,6013,20,39.81,33.01,103,6013-20
19,6027,40,31.25,15.62,32,6027-40
19,6083,20,45.08,42.8,264,6083-20
19,6118,40,33.93,19.64,56,6118-40
19,6125,140,31.43,28.25,315,6125-140
19,6125,430,63.64,9.09,11,6125-430
19,6174,290,39.93,27.65,293,6174-290
19,6174,430,79.07,79.07,43,6174-430
19,6174,450,68.97,41.38,29,6174-450
19,6174,460,25.0,20.0,200,6174-460
19,6174,470,30.95,13.49,126,6174-470
19,6174,560,54.37,36.88,263,6174-560
19,6181,40,57.42,56.45,310,6181-40
19,6195,140,39.66,29.31,174,6195-140
19,6216,200,23.91,22.46,138,6216-200
19,6223,360,46.26,26.43,227,6223-360
19,6223,380,34.52,25.27,281,6223-380
19,6223,400,45.45,9.09,11,6223-400
19,6223,410,85.71,71.43,7,6223-410
19,6223,800,28.57,28.57,7,6223-800
19,6230,100,27.5,25.0,40,6230-100
19,6237,140,24.75,17.82,101,6237-140
19,6244,20,56.42,46.69,257,6244-20
19,6244,280,39.93,35.69,283,6244-280
19,6244,430,8.0,,25,6244-430
19,6251,40,36.36,31.82,22,6251-40
19,6293,80,29.55,29.55,44,6293-80
19,6300,20,20.51,14.1,234,6300-20
19,6300,340,30.93,15.46,291,6300-340
19,6307,50,39.92,33.72,258,6307-50
19,6307,200,43.06,40.62,288,6307-200
19,6321,200,41.56,22.08,77,6321-200
19,6328,120,52.63,54.82,228,6328-120
19,6335,100,40.74,24.07,54,6335-100
19,6354,100,5.56,5.56,18,6354-100
19,6370,80,44.07,32.2,118,6370-80
19,6384,100,40.98,32.79,61,6384-100
19,6419,100,72.9,64.49,214,6419-100
19,6426,120,24.49,14.29,49,6426-120
19,6440,40,12.5,,8,6440-40
19,6461,140,34.03,28.47,144,6461-140
19,6470,100,42.56,33.85,195,6470-100
19,6475,60,37.25,25.49,51,6475-60
19,6482,40,45.83,39.58,48,6482-40
19,6545,20,42.62,30.74,244,6545-20
19,6608,60,58.59,46.88,128,6608-60
19,6615,80,10.53,10.53,19,6615-80
19,6678,100,36.67,25.83,120,6678-100
19,6685,160,37.96,27.16,324,6685-160
19,6692,140,33.77,18.18,77,6692-140
19,6713,80,14.29,4.76,21,6713-80
19,6734,40,50.41,52.07,121,6734-40
19,8001,8115,16.33,6.12,49,8001-8115
19,8001,8124,32.0,30.0,50,8001-8124
19,8106,1251,4.76,7.14,42,8106-1251
19,8127,400,1.32,,76,8127-400
19,8131,400,4.35,,23,8131-400
19,8139,8139,12.5,,8,8139-8139
