year,districtcode,schoolcode,droprate,totalenroll,mergecode
18,777,20,0.91,1096,777-20
18,840,40,2.35,85,840-40
18,870,40,0.84,239,870-40
18,882,40,0.57,176,882-40
18,896,40,0.75,266,896-40
18,903,40,1.16,258,903-40
18,903,9410,23.53,17,903-9410
18,910,40,0.47,424,910-40
18,980,40,0.00,265,980-40
18,994,40,0.00,99,994-40
18,1029,40,1.55,323,1029-40
18,1015,20,0.00,1101,1015-20
18,5054,20,1.30,1080,5054-20
18,1071,400,0.00,237,1071-400
18,1071,450,0.00,19,1071-450
18,1080,400,0.00,238,1080-400
18,1080,9410,25.00,8,1080-9410
18,1085,40,0.77,390,1085-40
18,1092,60,1.99,1506,1092-60
18,1120,40,0.00,117,1120-40
18,1127,40,1.08,186,1127-40
18,1134,60,0.58,346,1134-60
18,1141,40,2.99,502,1141-40
18,1155,40,0.00,311,1155-40
18,1162,40,0.72,278,1162-40
18,1169,60,0.00,203,1169-60
18,1176,40,0.81,370,1176-40
18,1183,40,0.25,403,1183-40
18,1204,40,0.94,106,1204-40
18,1218,60,4.82,249,1218-60
18,1232,40,4.46,202,1232-40
18,1246,40,0.84,238,1246-40
18,1253,40,1.52,723,1253-40
18,1260,60,0.00,289,1260-60
18,1260,420,0.00,34,1260-420
18,4970,35,0.65,1234,4970-35
18,4970,400,0.00,57,4970-400
18,1295,40,0.95,210,1295-40
18,1316,40,0.85,1055,1316-40
18,1414,20,0.37,1368,1414-20
18,1421,40,0.68,148,1421-40
18,1309,40,0.51,198,1309-40
18,1380,20,0.41,731,1380-20
18,1407,80,0.45,447,1407-80
18,2744,22,0.00,235,2744-22
18,1428,40,0.24,421,1428-40
18,1491,40,0.00,114,1491-40
18,1499,40,1.50,400,1499-40
18,1540,40,0.33,603,1540-40
18,1554,580,7.06,269,1554-580
18,1554,340,0.58,1722,1554-340
18,1554,400,0.75,1333,1554-400
18,1561,40,0.57,176,1561-40
18,1568,80,0.92,544,1568-80
18,1582,40,3.57,28,1582-40
18,1600,60,0.00,264,1600-60
18,1645,40,0.57,349,1645-40
18,1631,40,0.00,136,1631-40
18,1638,40,0.11,920,1638-40
18,1638,9401,2.27,44,1638-9401
18,1659,40,0.63,476,1659-40
18,714,20,0.16,1264,714-20
18,714,60,0.40,1262,714-60
18,1666,40,1.35,74,1666-40
18,8131,400,0.00,107,8131-400
18,1694,40,0.92,545,1694-40
18,1729,40,0.37,269,1729-40
18,1736,40,0.00,200,1736-40
18,1813,40,0.81,246,1813-40
18,5757,40,1.76,170,5757-40
18,1855,60,0.00,109,1855-60
18,1862,140,1.58,2085,1862-140
18,1883,80,2.20,911,1883-80
18,1900,60,0.58,1552,1900-60
18,1900,400,49.59,121,1900-400
18,1939,40,1.20,166,1939-40
18,1953,60,0.19,540,1953-60
18,2009,40,0.23,430,2009-40
18,2058,180,0.37,1361,2058-180
18,2114,120,2.31,173,2114-120
18,2128,20,0.00,157,2128-20
18,2135,60,0.63,158,2135-60
18,2142,60,0.00,45,2142-60
18,2198,80,1.94,206,2198-80
18,2212,40,0.00,57,2212-40
18,2217,40,0.00,737,2217-40
18,2226,40,2.20,91,2226-40
18,2233,80,0.00,260,2233-80
18,2289,180,4.07,1326,2289-180
18,2289,445,2.56,78,2289-445
18,2289,540,2.21,2216,2289-540
18,2289,600,2.33,1202,2289-600
18,2289,720,3.40,882,2289-720
18,2310,40,0.00,144,2310-40
18,2296,60,0.67,891,2296-60
18,2303,120,1.45,1172,2303-120
18,2394,60,0.95,210,2394-60
18,2415,400,0.81,123,2415-400
18,2420,40,0.20,1480,2420-40
18,2436,20,1.72,1334,2436-20
18,2478,40,3.32,512,2478-40
18,2527,40,2.56,78,2527-40
18,2534,40,0.70,142,2534-40
18,2541,60,0.43,233,2541-60
18,2562,40,1.27,1020,2562-40
18,2576,60,1.40,214,2576-60
18,2583,40,0.36,1113,2583-40
18,2604,20,1.25,1921,2604-20
18,2605,60,0.69,291,2605-60
18,2611,80,0.79,1773,2611-80
18,2618,60,0.38,260,2618-60
18,2625,40,0.87,230,2625-40
18,2632,40,0.86,116,2632-40
18,2639,40,0.00,312,2639-40
18,2646,40,0.00,173,2646-40
18,2660,60,0.81,124,2660-60
18,2695,60,1.00,1700,2695-60
18,2695,280,1.28,1330,2695-280
18,2695,400,24.12,170,2695-400
18,2695,450,0.00,47,2695-450
18,2695,430,1.61,62,2695-430
18,2702,80,0.91,661,2702-80
18,2737,40,0.00,107,2737-40
18,2758,40,1.02,1180,2758-40
18,2793,60,4.25,1553,2793-60
18,2793,490,0.19,534,2793-490
18,2793,280,9.26,108,2793-280
18,2793,410,1.83,2237,2793-410
18,2793,480,0.25,408,2793-480
18,2793,405,21.43,28,2793-405
18,2793,450,2.07,386,2793-450
18,2793,580,1.26,1661,2793-580
18,1376,470,0.00,162,1376-470
18,1376,450,0.00,89,1376-450
18,1376,120,0.10,966,1376-120
18,1376,460,0.00,151,1376-460
18,2800,80,1.25,638,2800-80
18,2814,100,0.63,315,2814-100
18,5960,20,0.41,245,5960-20
18,2828,40,0.68,438,2828-40
18,2835,80,0.13,1576,2835-80
18,2842,40,0.00,218,2842-40
18,2849,440,0.00,37,2849-440
18,2849,20,3.46,1069,2849-20
18,2849,410,8.33,60,2849-410
18,2849,220,2.98,773,2849-220
18,2863,40,0.00,66,2863-40
18,2856,80,2.48,282,2856-80
18,2884,20,0.72,1394,2884-20
18,2884,9401,0.00,59,2884-9401
18,2891,40,0.00,107,2891-40
18,2898,40,0.23,433,2898-40
18,3647,20,1.27,708,3647-20
18,2912,20,2.19,274,2912-20
18,2940,20,0.00,99,2940-20
18,2961,40,0.97,103,2961-40
18,3129,410,4.76,21,3129-410
18,3129,40,11.21,116,3129-40
18,3150,80,0.20,499,3150-80
18,3171,60,0.00,360,3171-60
18,3206,60,0.00,152,3206-60
18,3213,60,0.48,210,3213-60
18,3220,140,1.13,622,3220-140
18,3269,150,2.71,1695,3269-150
18,3269,460,18.04,327,3269-460
18,3269,420,1.49,1606,3269-420
18,3269,360,1.36,1980,3269-360
18,3269,400,2.04,98,3269-400
18,3269,840,0.75,2252,3269-840
18,3276,40,0.57,349,3276-40
18,3290,140,3.19,1096,3290-140
18,3290,400,15.09,53,3290-400
18,3297,160,0.24,419,3297-160
18,3304,40,0.00,255,3304-40
18,3311,60,1.97,609,3311-60
18,3318,100,2.09,191,3318-100
18,3325,120,0.87,230,3325-120
18,3332,400,0.00,13,3332-400
18,3332,40,3.16,316,3332-40
18,3339,120,0.33,1230,3339-120
18,3360,410,0.00,44,3360-410
18,3360,60,2.30,479,3360-60
18,3367,80,0.52,382,3367-80
18,3381,450,2.30,87,3381-450
18,3381,470,14.29,105,3381-470
18,3381,80,0.29,699,3381-80
18,3381,430,9.32,944,3381-430
18,3409,220,0.78,640,3409-220
18,3428,40,0.00,203,3428-40
18,3430,100,2.04,981,3430-100
18,3434,40,5.31,320,3434-40
18,3437,110,0.15,1309,3437-110
18,3444,180,0.94,958,3444-180
18,3479,60,0.08,1323,3479-60
18,3500,400,19.35,31,3500-400
18,3500,140,0.89,783,3500-140
18,3549,400,4.30,93,3549-400
18,3549,60,0.62,2099,3549-60
18,3612,100,0.45,1116,3612-100
18,3619,413,2.93,205,3619-413
18,3619,1063,18.49,119,3619-1063
18,3619,434,2.37,380,3619-434
18,3619,432,8.62,116,3619-432
18,3619,12,4.72,890,3619-12
18,3619,14,3.64,934,3619-14
18,3619,407,0.28,357,3619-407
18,3619,451,0.56,356,3619-451
18,3619,444,0.56,535,3619-444
18,3619,410,27.30,282,3619-410
18,3619,236,27.27,209,3619-236
18,3619,18,5.04,1687,3619-18
18,3619,409,6.68,883,3619-409
18,3619,20,0.59,1515,3619-20
18,3619,8,4.10,902,3619-8
18,3619,441,10.18,226,3619-441
18,3619,38,1.39,866,3619-38
18,3619,419,20.24,499,3619-419
18,3619,474,14.43,97,3619-474
18,3619,1072,19.85,136,3619-1072
18,3619,458,24.20,343,3619-458
18,3619,26,8.28,966,3619-26
18,3619,435,0.60,1328,3619-435
18,3619,29,1.01,1492,3619-29
18,3619,1074,23.28,116,3619-1074
18,3619,442,23.53,102,3619-442
18,3619,32,10.12,1156,3619-32
18,3619,433,16.72,317,3619-433
18,3619,448,18.75,112,3619-448
18,3619,33,9.15,885,3619-33
18,3619,424,9.32,783,3619-424
18,8127,400,76.00,25,8127-400
18,3633,80,0.00,206,3633-80
18,3661,40,0.43,232,3661-40
18,3668,100,0.37,270,3668-100
18,3675,60,0.10,1022,3675-60
18,3675,450,4.65,43,3675-450
18,3682,120,1.31,689,3682-120
18,3689,420,0.00,29,3689-420
18,3689,40,1.95,205,3689-40
18,3696,40,0.00,111,3696-40
18,3787,100,1.11,631,3787-100
18,3794,120,0.26,777,3794-120
18,3822,60,0.43,1622,3822-60
18,3857,180,0.55,1626,3857-180
18,3871,40,0.91,328,3871-40
18,3892,180,0.73,2045,3892-180
18,3899,40,0.91,440,3899-40
18,3906,400,0.00,28,3906-400
18,3906,60,0.29,348,3906-60
18,3920,40,0.00,142,3920-40
18,3925,50,0.00,1162,3925-50
18,3925,140,0.18,1107,3925-140
18,3934,40,0.00,245,3934-40
18,3941,80,0.27,366,3941-80
18,3948,60,0.00,286,3948-60
18,3955,430,0.00,39,3955-430
18,3955,80,0.32,617,3955-80
18,3955,410,0.00,67,3955-410
18,3962,60,0.77,914,3962-60
18,3969,40,0.51,195,3969-40
18,2177,20,0.27,1105,2177-20
18,3976,20,6.25,32,3976-20
18,2016,120,3.52,142,2016-120
18,3983,60,3.70,433,3983-60
18,1945,60,0.43,231,1945-60
18,1526,90,0.26,391,1526-90
18,1526,410,0.00,27,1526-410
18,3654,410,0.00,158,3654-410
18,3990,20,1.26,318,3990-20
18,4018,140,0.43,2094,4018-140
18,4025,60,0.00,150,4025-60
18,4060,130,0.35,1707,4060-130
18,4074,400,29.41,17,4074-400
18,4074,410,20.00,20,4074-410
18,4074,200,0.42,476,4074-200
18,4067,100,0.38,263,4067-100
18,4088,60,1.37,366,4088-60
18,4095,40,0.43,922,4095-40
18,4137,80,0.00,306,4137-80
18,4144,60,0.52,1150,4144-60
18,4165,60,0.00,524,4165-60
18,4179,290,1.98,1262,4179-290
18,4179,300,1.95,1695,4179-300
18,4186,80,0.00,265,4186-80
18,4207,60,0.65,153,4207-60
18,4221,15,0.00,293,4221-15
18,4228,80,1.38,217,4228-80
18,4151,100,0.83,242,4151-100
18,8139,8139,4.11,73,8139-8139
18,490,40,1.16,173,490-40
18,4270,40,0.00,81,4270-40
18,4305,100,0.80,374,4305-100
18,4312,80,0.22,897,4312-80
18,4330,20,0.00,55,4330-20
18,4347,120,0.84,237,4347-120
18,4368,40,0.54,185,4368-40
18,4389,60,0.24,418,4389-60
18,4459,40,0.00,134,4459-40
18,4473,100,1.52,787,4473-100
18,4508,40,0.85,117,4508-40
18,4515,100,0.39,765,4515-100
18,4501,400,0.00,33,4501-400
18,4501,180,1.28,782,4501-180
18,4529,40,0.00,119,4529-40
18,4536,80,0.30,331,4536-80
18,4543,60,0.00,346,4543-60
18,4557,40,1.06,94,4557-40
18,4571,60,0.00,143,4571-60
18,4578,60,1.00,402,4578-60
18,4613,100,0.00,1052,4613-100
18,4620,491,3.03,1814,4620-491
18,4620,492,4.04,1658,4620-492
18,4620,494,5.49,1458,4620-494
18,4620,800,0.31,322,4620-800
18,4620,499,0.23,439,4620-499
18,4634,40,0.00,162,4634-40
18,4641,80,1.05,285,4641-80
18,4753,80,1.75,912,4753-80
18,4760,40,0.00,191,4760-40
18,4781,180,1.27,788,4781-180
18,4795,60,0.00,142,4795-60
18,4802,450,0.00,41,4802-450
18,4802,180,0.43,693,4802-180
18,4851,320,3.25,369,4851-320
18,4851,450,3.70,27,4851-450
18,4865,40,0.00,188,4865-40
18,4872,440,0.00,61,4872-440
18,4872,120,1.05,477,4872-120
18,4893,410,9.68,62,4893-410
18,4893,80,0.54,919,4893-80
18,4904,80,0.00,167,4904-80
18,5523,110,0.23,433,5523-110
18,3850,120,0.00,158,3850-120
18,4956,400,0.00,10,4956-400
18,4956,50,1.85,325,4956-50
18,4963,40,1.12,179,4963-40
18,1673,60,0.42,237,1673-60
18,2422,60,0.00,425,2422-60
18,5019,80,0.64,312,5019-80
18,5026,40,1.12,538,5026-40
18,5100,120,0.60,833,5100-120
18,8001,8115,0.00,221,8001-8115
18,8001,8124,0.40,251,8001-8124
18,5124,80,0.00,93,5124-80
18,5130,40,0.00,189,5130-40
18,5138,100,1.42,702,5138-100
18,5264,280,0.64,784,5264-280
18,5271,450,1.83,218,5271-450
18,5271,451,0.75,134,5271-451
18,5271,440,1.60,125,5271-440
18,5271,280,2.18,1513,5271-280
18,5271,340,2.38,1049,5271-340
18,5278,40,0.20,497,5278-40
18,5306,40,0.68,293,5306-40
18,5348,40,0.90,222,5348-40
18,5355,400,3.85,26,5355-400
18,5355,80,0.00,634,5355-80
18,5362,80,0.86,116,5362-80
18,5376,40,1.40,215,5376-40
18,5390,80,0.10,1052,5390-80
18,5432,40,0.87,460,5432-40
18,5439,120,1.93,1141,5439-120
18,4522,100,0.00,82,4522-100
18,5457,220,0.32,315,5457-220
18,2485,60,0.00,168,2485-60
18,5460,800,0.00,46,5460-800
18,5460,160,0.00,758,5460-160
18,5460,410,0.00,48,5460-410
18,5467,40,0.31,321,5467-40
18,5474,80,3.08,357,5474-80
18,5586,80,0.47,211,5586-80
18,5593,80,1.03,290,5593-80
18,5607,310,5.10,98,5607-310
18,5607,270,0.58,1543,5607-270
18,5614,40,0.00,69,5614-40
18,5621,140,0.21,940,5621-140
18,5628,40,0.32,317,5628-40
18,5642,10,1.03,389,5642-10
18,5656,410,5.77,104,5656-410
18,5656,100,0.71,1699,5656-100
18,5663,280,2.66,1318,5663-280
18,5670,80,0.00,123,5670-80
18,5726,40,0.52,191,5726-40
18,5733,80,0.00,138,5733-80
18,5740,40,0.00,93,5740-40
18,5747,180,0.47,850,5747-180
18,5754,200,1.06,379,5754-200
18,126,60,0.59,339,126-60
18,4375,60,1.23,162,4375-60
18,5810,9410,12.50,8,5810-9410
18,5810,40,0.00,117,5810-40
18,5824,80,1.57,447,5824-80
18,5852,20,0.10,990,5852-20
18,238,100,1.55,258,238-100
18,5866,60,0.57,349,5866-60
18,5901,410,1.20,83,5901-410
18,5901,100,0.32,1563,5901-100
18,5985,410,0.00,46,5985-410
18,5985,9407,0.00,7,5985-9407
18,5985,220,0.00,309,5985-220
18,5992,80,1.13,177,5992-80
18,6027,40,2.34,171,6027-40
18,6069,40,0.00,25,6069-40
18,6083,20,0.27,1098,6083-20
18,6118,40,0.39,254,6118-40
18,6125,430,2.17,46,6125-430
18,6125,140,1.21,1240,6125-140
18,6174,470,7.77,682,6174-470
18,6174,290,1.03,1163,6174-290
18,6174,460,2.00,950,6174-460
18,6174,450,0.00,145,6174-450
18,6174,490,22.16,167,6174-490
18,6174,430,0.00,179,6174-430
18,6174,415,0.00,45,6174-415
18,6174,560,0.34,1162,6174-560
18,6181,40,0.08,1298,6181-40
18,6195,140,1.06,662,6195-140
18,6216,200,2.14,562,6216-200
18,6223,360,1.34,972,6223-360
18,6223,400,5.41,74,6223-400
18,6223,800,6.38,47,6223-800
18,6223,410,1.75,57,6223-410
18,6223,380,0.90,1339,6223-380
18,6230,100,1.34,149,6230-100
18,6237,140,1.51,397,6237-140
18,6244,20,0.35,1156,6244-20
18,6244,430,3.26,184,6244-430
18,6244,280,1.02,1083,6244-280
18,6251,40,0.93,107,6251-40
18,6293,80,3.40,206,6293-80
18,6300,20,3.31,1119,6300-20
18,6300,340,0.71,1415,6300-340
18,6300,410,6.67,15,6300-410
18,6300,490,12.98,262,6300-490
18,6307,50,1.31,1068,6307-50
18,6307,430,0.00,59,6307-430
18,6307,200,1.10,1180,6307-200
18,6328,400,4.55,22,6328-400
18,6328,120,0.11,936,6328-120
18,6370,80,0.00,507,6370-80
18,6321,200,0.00,332,6321-200
18,6335,100,3.01,299,6335-100
18,6354,100,0.00,79,6354-100
18,6384,100,1.12,268,6384-100
18,6440,40,7.04,71,6440-40
18,6419,100,0.21,962,6419-100
18,6426,120,0.29,341,6426-120
18,6461,140,0.17,589,6461-140
18,6470,100,0.35,851,6470-100
18,6475,60,0.83,240,6475-60
18,6482,9401,0.00,7,6482-9401
18,6482,40,0.98,204,6482-40
18,6545,20,1.70,1056,6545-20
18,6608,60,0.96,519,6608-60
18,6615,80,1.23,81,6615-80
18,6678,100,2.05,438,6678-100
18,469,60,0.43,235,469-60
18,6685,160,0.85,1061,6685-160
18,6685,430,2.90,138,6685-430
18,6692,140,1.49,335,6692-140
18,6713,80,2.65,113,6713-80
18,6734,40,0.00,482,6734-40
