year,mergecode,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,totaltest,mathpass,elapass,totalenroll,droprate,districtcode,black,lowincome,hispanic,white,year_21,state
21,3619-8wisconsin,550960001215,0.0,0.73,0.27,0.73,286,0.0,0.35,1328,3.31,3619wisconsin,90.19,90.69,3.99,0.91,1,wisconsin
17,3633-80wisconsin,550966001276,0.0,0.0,1.0,0.0,46,43.48,45.65,204,1.47,3633wisconsin,0.5,19.6,2.51,93.97,0,wisconsin
18,3633-80wisconsin,550966001276,0.0,0.0,1.0,0.0,54,46.3,53.7,206,0.0,3633wisconsin,0.5,22.0,3.0,93.5,0,wisconsin
19,3633-80wisconsin,550966001276,0.0,0.0,1.0,0.0,45,51.11,51.11,220,0.0,3633wisconsin,0.44,20.89,2.67,95.11,0,wisconsin
21,3633-80wisconsin,550966001276,0.7,0.1,0.2,0.45,58,34.48,51.72,231,0.0,3633wisconsin,1.3,22.17,1.74,94.35,1,wisconsin
17,364-40wisconsin,550102000135,0.0,0.0,1.0,0.0,18,33.33,50.0,158,0.0,364wisconsin,0.53,36.32,4.21,94.74,0,wisconsin
18,364-40wisconsin,550102000135,0.0,0.0,1.0,0.0,32,18.75,21.88,162,0.0,364wisconsin,0.0,36.08,5.15,93.3,0,wisconsin
19,364-40wisconsin,550102000135,0.0,0.0,1.0,0.0,25,36.0,24.0,169,0.0,364wisconsin,0.0,37.75,4.41,92.65,0,wisconsin
21,364-40wisconsin,550102000135,0.0,0.0,1.0,0.0,30,16.67,33.33,167,0.0,364wisconsin,0.0,30.3,5.45,91.52,1,wisconsin
17,3647-20wisconsin,550963001274,0.0,0.0,1.0,0.0,157,37.58,38.85,708,0.28,3647wisconsin,0.29,39.04,2.92,73.98,0,wisconsin
18,3647-20wisconsin,550963001274,0.0,0.0,1.0,0.0,181,41.99,43.65,708,1.27,3647wisconsin,0.29,37.82,2.72,72.49,0,wisconsin
19,3647-20wisconsin,550963001274,0.0,0.0,1.0,0.0,171,33.92,40.94,707,0.85,3647wisconsin,0.14,38.76,2.74,72.33,0,wisconsin
21,3647-20wisconsin,550963001274,0.0,0.0,1.0,0.0,167,29.94,33.53,722,0.83,3647wisconsin,0.0,49.51,3.79,68.16,1,wisconsin
17,3654-410wisconsin,550972002934,0.0,0.0,1.0,0.0,29,6.9,17.24,144,0.0,3654wisconsin,1.29,47.1,0.65,94.19,0,wisconsin
18,3654-410wisconsin,550972002934,0.0,0.0,1.0,0.0,25,12.0,36.0,158,0.0,3654wisconsin,1.18,45.29,2.94,89.41,0,wisconsin
19,3654-410wisconsin,550972002934,0.0,0.0,1.0,0.0,29,27.59,37.93,144,2.08,3654wisconsin,1.88,50.0,2.5,91.88,0,wisconsin
21,3654-410wisconsin,550972002934,0.0,0.0,1.0,0.0,33,33.33,54.55,131,0.0,3654wisconsin,0.73,38.69,4.38,93.43,1,wisconsin
17,3661-40wisconsin,550975001283,0.0,0.0,1.0,0.0,64,45.31,57.81,237,0.0,3661wisconsin,0.42,18.49,2.1,95.38,0,wisconsin
18,3661-40wisconsin,550975001283,0.0,0.0,1.0,0.0,55,32.73,36.36,232,0.43,3661wisconsin,0.43,16.74,2.15,95.28,0,wisconsin
19,3661-40wisconsin,550975001283,0.0,0.0,1.0,0.0,50,18.0,38.0,236,1.27,3661wisconsin,0.0,19.49,2.97,95.34,0,wisconsin
21,3661-40wisconsin,550975001283,0.0,0.0,1.0,0.0,65,38.46,38.46,256,0.78,3661wisconsin,0.0,22.05,3.54,94.09,1,wisconsin
17,3668-100wisconsin,550978001287,0.0,0.0,1.0,0.0,63,47.62,38.1,269,0.74,3668wisconsin,0.75,30.97,3.36,94.03,0,wisconsin
18,3668-100wisconsin,550978001287,0.0,0.0,1.0,0.0,68,29.41,30.88,270,0.37,3668wisconsin,1.13,28.95,2.63,93.23,0,wisconsin
19,3668-100wisconsin,550978001287,0.0,0.0,1.0,0.0,72,33.33,27.78,271,0.37,3668wisconsin,0.72,33.33,2.54,94.2,0,wisconsin
21,3668-100wisconsin,550978001287,0.0,0.2,0.8,0.2,62,22.58,30.65,241,0.0,3668wisconsin,1.23,38.68,1.65,92.59,1,wisconsin
17,3675-60wisconsin,550981001291,0.0,0.0,1.0,0.0,233,51.5,60.94,980,0.1,3675wisconsin,3.53,15.74,6.46,82.74,0,wisconsin
18,3675-60wisconsin,550981001291,0.0,0.0,1.0,0.0,253,52.17,58.1,1022,0.1,3675wisconsin,3.03,15.53,7.03,82.03,0,wisconsin
19,3675-60wisconsin,550981001291,0.0,0.0,1.0,0.0,230,40.43,57.83,1039,0.38,3675wisconsin,2.49,18.09,7.08,81.53,0,wisconsin
21,3675-60wisconsin,550981001291,0.4,0.6,0.0,0.8,258,33.72,46.51,1047,0.29,3675wisconsin,3.9,19.52,6.48,81.52,1,wisconsin
17,3682-120wisconsin,550984001298,0.0,0.0,1.0,0.0,153,37.91,39.87,710,0.7,3682wisconsin,1.68,26.96,7.26,87.57,0,wisconsin
18,3682-120wisconsin,550984001298,0.0,0.0,1.0,0.0,159,42.14,42.77,689,1.31,3682wisconsin,1.46,27.22,7.13,87.19,0,wisconsin
19,3682-120wisconsin,550984001298,0.0,0.0,1.0,0.0,178,29.78,34.83,726,0.41,3682wisconsin,1.26,33.29,7.83,86.85,0,wisconsin
21,3682-120wisconsin,550984001298,0.6,0.1,0.3,0.4,185,24.86,30.81,725,1.24,3682wisconsin,0.98,38.2,10.39,85.25,1,wisconsin
17,3689-40wisconsin,550987001303,0.0,0.0,1.0,0.0,49,20.41,22.45,290,1.38,3689wisconsin,0.88,41.0,4.42,92.33,0,wisconsin
18,3689-40wisconsin,550987001303,0.0,0.0,1.0,0.0,48,14.58,18.75,205,1.95,3689wisconsin,0.89,39.17,6.53,89.61,0,wisconsin
19,3689-40wisconsin,550987001303,0.0,0.0,1.0,0.0,51,9.8,19.61,287,0.35,3689wisconsin,2.39,48.66,5.97,90.45,0,wisconsin
21,3689-40wisconsin,550987001303,0.0,0.0,1.0,0.0,30,13.33,13.33,246,0.41,3689wisconsin,1.87,49.25,6.34,91.04,1,wisconsin
17,3696-40wisconsin,550990001305,0.0,0.0,1.0,0.0,27,22.22,29.63,103,0.0,3696wisconsin,0.0,30.77,1.92,93.27,0,wisconsin
18,3696-40wisconsin,550990001305,0.0,0.0,1.0,0.0,26,23.08,23.08,111,0.0,3696wisconsin,0.0,32.08,1.89,93.4,0,wisconsin
19,3696-40wisconsin,550990001305,0.0,0.0,1.0,0.0,27,7.41,22.22,115,0.0,3696wisconsin,0.0,36.21,3.45,92.24,0,wisconsin
21,3696-40wisconsin,550990001305,0.3,0.0,0.7,0.15,27,7.41,25.93,113,0.88,3696wisconsin,0.0,42.34,3.6,93.69,1,wisconsin
17,3787-100wisconsin,550996001308,0.0,0.0,1.0,0.0,133,34.59,29.32,632,0.95,3787wisconsin,0.32,21.99,2.22,94.46,0,wisconsin
18,3787-100wisconsin,550996001308,0.0,0.0,1.0,0.0,159,36.48,38.99,631,1.11,3787wisconsin,1.28,25.04,2.25,94.06,0,wisconsin
19,3787-100wisconsin,550996001308,0.0,0.0,1.0,0.0,143,31.47,45.45,635,0.0,3787wisconsin,0.63,21.98,2.83,93.72,0,wisconsin
21,3787-100wisconsin,550996001308,0.5,0.0,0.5,0.25,164,32.32,42.07,614,0.0,3787wisconsin,0.48,28.87,3.06,92.9,1,wisconsin
17,3794-120wisconsin,550999001312,0.0,0.0,1.0,0.0,214,57.01,63.08,745,0.0,3794wisconsin,0.54,12.18,3.08,92.64,0,wisconsin
18,3794-120wisconsin,550999001312,0.0,0.0,1.0,0.0,169,49.7,56.8,777,0.26,3794wisconsin,1.04,10.88,3.5,91.97,0,wisconsin
19,3794-120wisconsin,550999001312,0.0,0.0,1.0,0.0,187,44.92,48.13,764,0.52,3794wisconsin,0.79,13.31,3.82,91.3,0,wisconsin
21,3794-120wisconsin,550999001312,0.2,0.5,0.3,0.6,182,34.07,33.52,784,0.38,3794wisconsin,1.66,17.26,3.96,89.26,1,wisconsin
17,3822-60wisconsin,551006001319,0.0,0.0,1.0,0.0,406,54.68,54.68,1624,0.06,3822wisconsin,0.24,10.93,4.52,92.12,0,wisconsin
18,3822-60wisconsin,551006001319,0.0,0.0,1.0,0.0,395,58.48,56.2,1622,0.43,3822wisconsin,0.25,10.0,4.42,91.72,0,wisconsin
19,3822-60wisconsin,551006001319,0.0,0.0,1.0,0.0,376,46.54,47.07,1621,0.12,3822wisconsin,0.37,11.53,4.69,90.75,0,wisconsin
21,3822-60wisconsin,551006001319,0.0,0.0,1.0,0.0,405,34.57,37.04,1639,0.24,3822wisconsin,0.36,14.59,4.8,90.33,1,wisconsin
17,3850-120wisconsin,551014001328,0.0,0.0,1.0,0.0,30,30.0,30.0,159,0.0,3850wisconsin,0.64,41.67,1.92,95.51,0,wisconsin
18,3850-120wisconsin,551014001328,0.0,0.0,1.0,0.0,38,26.32,26.32,158,0.0,3850wisconsin,0.66,37.5,1.97,94.74,0,wisconsin
19,3850-120wisconsin,551014001328,0.0,0.0,1.0,0.0,36,11.11,22.22,168,0.6,3850wisconsin,1.13,49.72,0.56,94.35,0,wisconsin
21,3850-120wisconsin,551014001328,0.0,0.0,1.0,0.0,46,21.74,21.74,177,0.0,3850wisconsin,1.05,53.16,4.21,91.58,1,wisconsin
17,3857-180wisconsin,551017001335,0.0,0.0,1.0,0.0,374,56.15,55.08,1592,0.19,3857wisconsin,1.01,8.05,4.09,92.14,0,wisconsin
18,3857-180wisconsin,551017001335,0.0,0.0,1.0,0.0,388,52.32,53.09,1626,0.55,3857wisconsin,0.86,5.21,4.78,90.93,0,wisconsin
19,3857-180wisconsin,551017001335,0.0,0.0,1.0,0.0,369,48.78,52.57,1636,0.24,3857wisconsin,0.92,4.46,4.76,90.42,0,wisconsin
21,3857-180wisconsin,551017001335,0.0,0.0,1.0,0.0,389,49.1,56.3,1686,0.3,3857wisconsin,0.65,7.52,5.92,88.99,1,wisconsin
17,3871-40wisconsin,551023001338,0.0,0.0,1.0,0.0,49,24.49,26.53,319,1.25,3871wisconsin,1.09,50.27,5.46,91.26,0,wisconsin
18,3871-40wisconsin,551023001338,0.0,0.0,1.0,0.0,43,32.56,37.21,328,0.91,3871wisconsin,0.26,51.44,3.94,93.44,0,wisconsin
19,3871-40wisconsin,551023001338,0.0,0.0,1.0,0.0,58,12.07,24.14,216,0.0,3871wisconsin,0.94,47.17,3.77,92.45,0,wisconsin
21,3871-40wisconsin,551023001338,0.45,0.09,0.45,0.32,47,8.51,6.38,212,2.83,3871wisconsin,0.0,56.54,3.27,93.46,1,wisconsin
17,3892-180wisconsin,551032001348,0.0,0.0,1.0,0.0,452,44.69,50.88,2006,1.25,3892wisconsin,2.29,20.79,6.13,86.89,0,wisconsin
18,3892-180wisconsin,551032001348,0.0,0.0,1.0,0.0,527,40.99,45.35,2045,0.73,3892wisconsin,2.17,21.73,6.86,86.57,0,wisconsin
19,3892-180wisconsin,551032001348,0.0,0.0,1.0,0.0,481,34.51,45.53,2071,0.87,3892wisconsin,2.14,24.36,7.39,85.76,0,wisconsin
21,3892-180wisconsin,551032001348,0.5,0.0,0.5,0.25,493,38.54,57.2,2000,0.15,3892wisconsin,2.1,29.21,8.44,83.37,1,wisconsin
17,3899-40wisconsin,551035001357,0.0,0.0,1.0,0.0,74,35.14,41.89,432,0.23,3899wisconsin,1.66,36.73,3.32,92.18,0,wisconsin
18,3899-40wisconsin,551035001357,0.0,0.0,1.0,0.0,59,27.12,30.51,440,0.91,3899wisconsin,1.38,35.94,4.15,91.47,0,wisconsin
19,3899-40wisconsin,551035001357,0.0,0.0,1.0,0.0,69,24.64,17.39,440,1.14,3899wisconsin,0.93,36.51,4.88,91.4,0,wisconsin
21,3899-40wisconsin,551035001357,1.0,0.0,0.0,0.5,67,16.42,19.4,292,2.05,3899wisconsin,0.35,38.89,4.17,92.71,1,wisconsin
17,3906-60wisconsin,551038001360,0.0,0.0,1.0,0.0,89,21.35,32.58,390,1.03,3906wisconsin,0.5,32.83,7.77,86.47,0,wisconsin
18,3906-60wisconsin,551038001360,0.0,0.0,1.0,0.0,86,24.42,43.02,348,0.29,3906wisconsin,0.58,31.79,8.09,85.26,0,wisconsin
19,3906-60wisconsin,551038001360,0.0,0.0,1.0,0.0,85,21.18,36.47,332,0.9,3906wisconsin,0.9,33.53,9.88,81.44,0,wisconsin
21,3906-60wisconsin,551038001360,0.7,0.0,0.3,0.35,75,20.0,30.67,288,1.04,3906wisconsin,0.7,48.25,8.04,80.42,1,wisconsin
17,3920-40wisconsin,551044001363,0.0,0.0,1.0,0.0,23,13.04,8.7,138,0.72,3920wisconsin,0.0,43.28,3.73,94.03,0,wisconsin
18,3920-40wisconsin,551044001363,0.0,0.0,1.0,0.0,17,17.65,11.76,142,0.0,3920wisconsin,0.68,38.78,2.72,93.88,0,wisconsin
19,3920-40wisconsin,551044001363,0.0,0.0,1.0,0.0,22,13.64,18.18,125,0.8,3920wisconsin,0.8,44.8,4.8,90.4,0,wisconsin
21,3920-40wisconsin,551044001363,0.0,0.09,0.91,0.09,23,21.74,8.7,85,1.18,3920wisconsin,0.0,54.65,4.65,91.86,1,wisconsin
17,3925-140wisconsin,551047001372,0.0,0.0,1.0,0.0,183,57.92,61.2,1129,0.09,3925wisconsin,1.77,15.21,5.66,84.62,0,wisconsin
18,3925-140wisconsin,551047001372,0.0,0.0,1.0,0.0,157,50.32,54.14,1107,0.18,3925wisconsin,2.14,11.44,5.54,84.45,0,wisconsin
19,3925-140wisconsin,551047001372,0.0,0.0,1.0,0.0,176,44.89,54.55,1083,0.0,3925wisconsin,2.22,14.59,6.83,83.29,0,wisconsin
21,3925-140wisconsin,551047001372,0.0,0.0,1.0,0.0,188,42.02,53.72,1079,0.09,3925wisconsin,2.3,17.86,6.81,82.87,1,wisconsin
17,3925-50wisconsin,551047001366,0.0,0.0,1.0,0.0,232,75.43,74.57,1180,0.08,3925wisconsin,1.43,7.25,3.96,82.8,0,wisconsin
18,3925-50wisconsin,551047001366,0.0,0.0,1.0,0.0,207,59.9,60.87,1162,0.0,3925wisconsin,1.29,6.7,4.38,81.01,0,wisconsin
19,3925-50wisconsin,551047001366,0.0,0.0,1.0,0.0,201,60.2,67.16,1107,0.0,3925wisconsin,1.53,8.08,4.58,79.35,0,wisconsin
21,3925-50wisconsin,551047001366,0.0,0.0,1.0,0.0,172,60.47,60.47,1056,0.0,3925wisconsin,1.13,10.53,5.26,79.14,1,wisconsin
17,3934-40wisconsin,551050001376,0.0,0.0,1.0,0.0,55,49.09,40.0,235,0.0,3934wisconsin,3.4,23.4,1.28,91.06,0,wisconsin
18,3934-40wisconsin,551050001376,0.0,0.0,1.0,0.0,45,57.78,53.33,245,0.0,3934wisconsin,2.79,16.73,2.39,90.04,0,wisconsin
19,3934-40wisconsin,551050001376,0.0,0.0,1.0,0.0,59,47.46,49.15,277,0.0,3934wisconsin,3.6,21.94,1.8,90.29,0,wisconsin
21,3934-40wisconsin,551050001376,1.0,0.0,0.0,0.5,81,33.33,38.27,300,0.0,3934wisconsin,1.92,23.0,1.92,91.05,1,wisconsin
17,3941-80wisconsin,551053001379,0.0,0.0,1.0,0.0,95,46.32,41.05,351,1.14,3941wisconsin,0.0,17.09,3.99,92.31,0,wisconsin
18,3941-80wisconsin,551053001379,0.0,0.0,1.0,0.0,93,41.94,40.86,366,0.27,3941wisconsin,0.0,15.53,4.63,91.01,0,wisconsin
19,3941-80wisconsin,551053001379,0.0,0.0,1.0,0.0,91,40.66,39.56,350,1.14,3941wisconsin,0.57,19.26,4.53,90.37,0,wisconsin
21,3941-80wisconsin,551053001379,0.0,0.0,1.0,0.0,80,27.5,23.75,335,0.9,3941wisconsin,0.59,21.36,4.15,91.99,1,wisconsin
17,3948-60wisconsin,551056001382,0.0,0.0,1.0,0.0,40,7.5,10.0,258,2.33,3948wisconsin,1.21,40.89,3.24,93.12,0,wisconsin
18,3948-60wisconsin,551056001382,0.0,0.0,1.0,0.0,49,18.37,18.37,286,0.0,3948wisconsin,1.08,37.41,3.6,93.53,0,wisconsin
19,3948-60wisconsin,551056001382,0.0,0.0,1.0,0.0,30,13.33,23.33,268,0.75,3948wisconsin,0.71,44.17,3.89,90.81,0,wisconsin
21,3948-60wisconsin,551056001382,0.0,0.0,1.0,0.0,47,8.51,12.77,263,0.0,3948wisconsin,0.36,51.07,3.93,90.71,1,wisconsin
17,3955-80wisconsin,551059001384,0.0,0.0,1.0,0.0,132,47.73,40.15,625,0.0,3955wisconsin,1.58,26.62,7.61,89.06,0,wisconsin
18,3955-80wisconsin,551059001384,0.0,0.0,1.0,0.0,140,48.57,40.71,617,0.32,3955wisconsin,1.88,25.86,6.58,88.56,0,wisconsin
19,3955-80wisconsin,551059001384,0.0,0.0,1.0,0.0,168,32.74,32.14,691,0.29,3955wisconsin,0.87,27.71,8.08,87.73,0,wisconsin
21,3955-80wisconsin,551059001384,0.18,0.09,0.73,0.18,174,34.48,33.91,659,1.21,3955wisconsin,0.3,33.04,9.04,87.41,1,wisconsin
17,3969-40wisconsin,551068001394,0.0,0.0,1.0,0.0,33,21.21,30.3,201,0.5,3969wisconsin,2.01,39.2,0.5,96.48,0,wisconsin
18,3969-40wisconsin,551068001394,0.0,0.0,1.0,0.0,28,17.86,39.29,195,0.51,3969wisconsin,3.61,38.66,1.03,94.33,0,wisconsin
19,3969-40wisconsin,551068001394,0.0,0.0,1.0,0.0,28,28.57,53.57,198,0.0,3969wisconsin,1.51,45.23,2.01,95.48,0,wisconsin
21,3969-40wisconsin,551068001394,0.0,0.0,1.0,0.0,29,20.69,34.48,207,0.0,3969wisconsin,1.93,52.66,0.97,94.69,1,wisconsin
17,3983-60wisconsin,551074001399,0.0,0.0,1.0,0.0,102,27.45,23.53,422,0.0,3983wisconsin,3.04,43.33,10.07,84.78,0,wisconsin
18,3983-60wisconsin,551074001399,0.0,0.0,1.0,0.0,92,15.22,23.91,433,3.7,3983wisconsin,2.4,37.98,13.22,81.73,0,wisconsin
19,3983-60wisconsin,551074001399,0.0,0.0,1.0,0.0,105,18.1,20.0,434,1.84,3983wisconsin,1.84,44.37,16.55,76.09,0,wisconsin
21,3983-60wisconsin,551074001399,0.4,0.0,0.6,0.2,105,14.29,14.29,446,1.79,3983wisconsin,2.26,49.32,20.81,71.95,1,wisconsin
17,3990-20wisconsin,551077001402,0.0,0.0,1.0,0.0,56,30.36,26.79,304,0.0,3990wisconsin,0.0,47.59,16.4,80.39,0,wisconsin
18,3990-20wisconsin,551077001402,0.0,0.0,1.0,0.0,44,15.91,18.18,318,1.26,3990wisconsin,0.0,58.33,19.55,77.56,0,wisconsin
19,3990-20wisconsin,551077001402,0.0,0.0,1.0,0.0,49,14.29,30.61,300,0.67,3990wisconsin,0.0,61.06,18.81,77.23,0,wisconsin
21,3990-20wisconsin,551077001402,0.2,0.0,0.8,0.1,42,9.52,19.05,267,1.5,3990wisconsin,0.0,63.77,17.74,80.0,1,wisconsin
17,4018-140wisconsin,551083001411,0.0,0.0,1.0,0.0,498,35.14,42.97,2076,0.39,4018wisconsin,4.67,22.44,14.44,71.83,0,wisconsin
18,4018-140wisconsin,551083001411,0.0,0.0,1.0,0.0,508,38.58,37.01,2094,0.43,4018wisconsin,4.36,19.39,13.74,72.14,0,wisconsin
19,4018-140wisconsin,551083001411,0.0,0.0,1.0,0.0,499,37.68,39.08,2129,0.56,4018wisconsin,3.91,25.12,13.58,72.47,0,wisconsin
21,4018-140wisconsin,551083001411,0.18,0.36,0.45,0.45,520,39.04,47.5,2100,0.48,4018wisconsin,3.99,26.83,14.96,70.75,1,wisconsin
17,4025-60wisconsin,551086001415,0.0,0.0,1.0,0.0,40,45.0,42.5,142,0.0,4025wisconsin,2.82,23.94,4.23,91.55,0,wisconsin
18,4025-60wisconsin,551086001415,0.0,0.0,1.0,0.0,27,25.93,33.33,150,0.0,4025wisconsin,0.65,20.26,3.92,88.24,0,wisconsin
19,4025-60wisconsin,551086001415,0.0,0.0,1.0,0.0,40,15.0,25.0,158,0.0,4025wisconsin,1.9,22.78,4.43,87.34,0,wisconsin
21,4025-60wisconsin,551086001415,0.7,0.0,0.3,0.35,45,28.89,33.33,160,0.0,4025wisconsin,2.47,27.78,1.85,93.21,1,wisconsin
17,4067-100wisconsin,551092001428,0.0,0.0,1.0,0.0,69,33.33,36.23,315,2.54,4067wisconsin,1.31,36.39,2.95,93.11,0,wisconsin
18,4067-100wisconsin,551092001428,0.0,0.0,1.0,0.0,66,36.36,27.27,263,0.38,4067wisconsin,0.0,34.8,2.2,95.97,0,wisconsin
19,4067-100wisconsin,551092001428,0.0,0.0,1.0,0.0,56,23.21,33.93,281,0.36,4067wisconsin,0.35,39.01,3.19,93.26,0,wisconsin
21,4067-100wisconsin,551092001428,0.1,0.2,0.7,0.25,81,35.8,44.44,285,0.0,4067wisconsin,0.7,43.36,4.55,90.21,1,wisconsin
17,4074-200wisconsin,551095001435,0.0,0.0,1.0,0.0,100,53.0,44.0,499,0.6,4074wisconsin,0.2,23.91,3.36,92.29,0,wisconsin
18,4074-200wisconsin,551095001435,0.0,0.0,1.0,0.0,105,42.86,39.05,476,0.42,4074wisconsin,0.2,27.81,4.09,91.21,0,wisconsin
19,4074-200wisconsin,551095001435,0.0,0.0,1.0,0.0,125,36.0,42.4,467,0.21,4074wisconsin,0.21,34.59,5.24,88.89,0,wisconsin
21,4074-200wisconsin,551095001435,0.5,0.0,0.5,0.25,99,37.37,38.38,467,0.0,4074wisconsin,0.0,35.7,6.02,88.82,1,wisconsin
17,4088-60wisconsin,551098001441,0.0,0.0,1.0,0.0,92,30.43,38.04,391,1.02,4088wisconsin,0.77,22.96,7.14,90.05,0,wisconsin
18,4088-60wisconsin,551098001441,0.0,0.0,1.0,0.0,83,31.33,32.53,366,1.37,4088wisconsin,1.09,21.31,6.28,90.44,0,wisconsin
19,4088-60wisconsin,551098001441,0.0,0.0,1.0,0.0,96,16.67,30.21,349,2.01,4088wisconsin,1.7,32.29,5.1,90.37,0,wisconsin
21,4088-60wisconsin,551098001441,0.0,0.0,1.0,0.0,77,9.09,22.08,342,0.29,4088wisconsin,1.2,32.04,3.89,90.42,1,wisconsin
17,4095-40wisconsin,551101001447,0.0,0.0,1.0,0.0,221,55.66,47.96,915,0.22,4095wisconsin,2.41,21.88,3.17,81.95,0,wisconsin
18,4095-40wisconsin,551101001447,0.0,0.0,1.0,0.0,209,46.89,43.54,922,0.43,4095wisconsin,2.06,21.04,3.04,80.59,0,wisconsin
19,4095-40wisconsin,551101001447,0.0,0.0,1.0,0.0,236,43.22,44.49,927,0.32,4095wisconsin,1.71,24.2,3.43,79.98,0,wisconsin
21,4095-40wisconsin,551101001447,0.2,0.4,0.4,0.5,221,32.13,35.29,965,0.1,4095wisconsin,1.58,26.87,4.21,77.77,1,wisconsin
17,413-200wisconsin,550105000146,0.0,0.0,1.0,0.0,369,16.53,19.51,1616,0.37,413wisconsin,22.18,65.64,33.68,39.22,0,wisconsin
18,413-200wisconsin,550105000146,0.0,0.0,1.0,0.0,379,14.78,17.68,1645,1.7,413wisconsin,22.06,62.95,35.24,37.67,0,wisconsin
19,413-200wisconsin,550105000146,0.0,0.0,1.0,0.0,339,11.21,16.52,1574,1.65,413wisconsin,22.12,64.95,36.77,34.82,0,wisconsin
21,413-200wisconsin,550105000146,0.3,0.7,0.0,0.85,399,6.52,11.78,1663,1.56,413wisconsin,21.32,72.22,38.09,33.26,1,wisconsin
17,4137-80wisconsin,551107001466,0.0,0.0,1.0,0.0,75,57.33,60.0,318,0.0,4137wisconsin,0.63,9.38,5.0,91.56,0,wisconsin
18,4137-80wisconsin,551107001466,0.0,0.0,1.0,0.0,79,43.04,53.16,306,0.0,4137wisconsin,0.66,11.51,4.93,91.45,0,wisconsin
19,4137-80wisconsin,551107001466,0.0,0.0,1.0,0.0,71,54.93,70.42,316,0.32,4137wisconsin,0.64,15.29,7.64,88.85,0,wisconsin
21,4137-80wisconsin,551107001466,0.0,0.0,1.0,0.0,84,39.29,42.86,326,0.0,4137wisconsin,0.58,18.13,9.06,87.13,1,wisconsin
17,4144-60wisconsin,551110001470,0.0,0.0,1.0,0.0,280,51.79,50.71,1128,0.27,4144wisconsin,1.96,14.88,4.99,88.95,0,wisconsin
18,4144-60wisconsin,551110001470,0.0,0.0,1.0,0.0,300,47.33,50.0,1150,0.52,4144wisconsin,1.83,13.15,6.1,87.72,0,wisconsin
19,4144-60wisconsin,551110001470,0.0,0.0,1.0,0.0,267,38.58,48.69,1147,0.26,4144wisconsin,2.27,17.12,5.07,88.47,0,wisconsin
21,4144-60wisconsin,551110001470,0.3,0.5,0.2,0.65,300,34.67,39.0,1202,0.33,4144wisconsin,1.42,19.33,6.08,86.5,1,wisconsin
17,4151-100wisconsin,551113001476,0.0,0.0,1.0,0.0,50,24.0,26.0,258,0.39,4151wisconsin,1.58,31.62,4.74,90.51,0,wisconsin
18,4151-100wisconsin,551113001476,0.0,0.0,1.0,0.0,76,38.16,38.16,242,0.83,4151wisconsin,2.97,27.97,5.51,90.68,0,wisconsin
19,4151-100wisconsin,551113001476,0.0,0.0,1.0,0.0,54,29.63,33.33,243,0.82,4151wisconsin,2.03,26.42,6.1,89.43,0,wisconsin
21,4151-100wisconsin,551113001476,0.0,0.0,1.0,0.0,52,38.46,51.92,235,2.98,4151wisconsin,1.33,35.11,5.33,89.78,1,wisconsin
17,4165-60wisconsin,551116001480,0.0,0.0,1.0,0.0,139,49.64,45.32,539,0.56,4165wisconsin,0.19,23.19,2.97,93.51,0,wisconsin
18,4165-60wisconsin,551116001480,0.0,0.0,1.0,0.0,131,49.62,48.85,524,0.0,4165wisconsin,0.19,18.43,3.45,92.71,0,wisconsin
19,4165-60wisconsin,551116001480,0.0,0.0,1.0,0.0,113,45.13,49.56,495,0.61,4165wisconsin,0.2,22.38,3.43,91.73,0,wisconsin
21,4165-60wisconsin,551116001480,0.0,0.18,0.82,0.18,111,45.05,35.14,507,0.59,4165wisconsin,0.19,26.73,3.65,93.27,1,wisconsin
17,4179-290wisconsin,551119001495,0.0,0.0,1.0,0.0,253,38.34,32.41,1264,1.98,4179wisconsin,7.09,43.78,4.02,76.3,0,wisconsin
18,4179-290wisconsin,551119001495,0.0,0.0,1.0,0.0,309,34.3,28.48,1262,1.98,4179wisconsin,8.41,49.52,4.73,74.12,0,wisconsin
19,4179-290wisconsin,551119001495,0.0,0.0,1.0,0.0,284,31.34,28.17,1241,2.5,4179wisconsin,8.81,47.64,4.8,73.66,0,wisconsin
21,4179-290wisconsin,551119001495,0.3,0.3,0.4,0.45,268,23.88,39.18,1191,2.52,4179wisconsin,9.42,50.21,7.26,68.56,1,wisconsin
17,4179-300wisconsin,551119001496,0.0,0.0,1.0,0.0,419,43.91,39.86,1697,0.53,4179wisconsin,1.9,24.69,4.63,86.47,0,wisconsin
18,4179-300wisconsin,551119001496,0.0,0.0,1.0,0.0,417,38.37,35.01,1695,1.95,4179wisconsin,2.12,25.56,4.11,86.66,0,wisconsin
19,4179-300wisconsin,551119001496,0.0,0.0,1.0,0.0,394,38.32,41.37,1652,1.39,4179wisconsin,2.55,28.53,5.22,84.46,0,wisconsin
21,4179-300wisconsin,551119001496,0.3,0.3,0.4,0.45,415,40.72,51.08,1640,1.65,4179wisconsin,3.28,33.97,5.07,81.79,1,wisconsin
17,4186-80wisconsin,551122001508,0.0,0.0,1.0,0.0,65,26.15,32.31,282,0.0,4186wisconsin,1.04,29.86,1.74,95.14,0,wisconsin
18,4186-80wisconsin,551122001508,0.0,0.0,1.0,0.0,59,33.9,42.37,265,0.0,4186wisconsin,0.0,29.85,1.49,96.64,0,wisconsin
