year,mergecode,white,black,hispanic,lowincome,elapass,totalenroll,totaltest,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
18,390550010260001,88.0,4.2,0.0,43.0,36.0,284,64,170399000085,0.0,0.0,1.0,0.0,0,39055001026il,il,0
19,390550010260001,86.8,4.3,1.8,37.1,36.4,280,66,170399000085,0.0,0.0,1.0,0.0,0,39055001026il,il,0
21,390550010260001,85.9,3.8,0.0,46.6,26.2,262,65,170399000085,0.5,0.2,0.3,0.45,0,39055001026il,il,1
17,390550020260001,83.5,4.7,1.6,17.6,56.2,381,106,172475002684,0.0,0.0,1.0,0.0,0,39055002026il,il,0
18,390550020260001,82.6,4.9,0.0,18.2,40.5,391,89,172475002684,0.0,0.0,1.0,0.0,0,39055002026il,il,0
19,390550020260001,87.6,4.0,0.5,18.5,45.7,379,95,172475002684,0.0,0.0,1.0,0.0,0,39055002026il,il,0
21,390550020260001,82.2,3.7,0.0,23.7,38.2,354,89,172475002684,0.82,0.0,0.18,0.41,0,39055002026il,il,1
17,390550030260001,91.5,1.9,1.7,19.0,49.4,784,177,172739002908,0.0,0.0,1.0,0.0,0,39055003026il,il,0
18,390550030260001,92.5,1.4,1.9,17.5,52.8,776,165,172739002908,0.0,0.0,1.0,0.0,0,39055003026il,il,0
19,390550030260001,93.3,1.1,2.1,16.0,48.3,757,212,172739002908,0.0,0.0,1.0,0.0,0,39055003026il,il,0
21,390550030260001,92.0,1.3,2.7,21.4,41.2,746,171,172739002908,0.8,0.2,0.0,0.6,0,39055003026il,il,1
17,390550090260001,94.7,0.4,3.1,48.2,24.6,228,57,170032405625,0.0,0.0,1.0,0.0,0,39055009026il,il,0
18,390550090260001,92.0,0.0,0.0,36.4,36.0,225,50,170032405625,0.0,0.0,1.0,0.0,0,39055009026il,il,0
19,390550090260001,94.0,0.5,2.3,35.0,38.7,217,64,170032405625,0.0,0.0,1.0,0.0,0,39055009026il,il,0
21,390550090260001,94.5,0.0,0.0,40.2,14.7,199,61,170032405625,0.9,0.0,0.1,0.45,0,39055009026il,il,1
17,390550110260001,94.1,1.4,0.0,30.4,35.1,289,75,174083004099,0.0,0.0,1.0,0.0,0,39055011026il,il,0
18,390550110260001,93.3,0.0,0.0,32.3,41.8,297,67,174083004099,0.0,0.0,1.0,0.0,0,39055011026il,il,0
19,390550110260001,90.3,1.9,1.3,28.2,31.5,309,76,174083004099,0.0,0.0,1.0,0.0,0,39055011026il,il,0
21,390550110260001,89.3,0.0,0.0,34.1,40.5,317,79,174083004099,0.5,0.2,0.3,0.45,0,39055011026il,il,1
17,390550150260001,95.9,0.4,2.2,32.0,37.1,269,70,170012300873,0.0,0.0,1.0,0.0,0,39055015026il,il,0
18,390550150260001,96.6,0.0,0.0,26.6,25.4,263,67,170012300873,0.0,0.0,1.0,0.0,0,39055015026il,il,0
19,390550150260001,95.4,0.8,2.7,26.6,24.5,259,53,170012300873,0.0,0.0,1.0,0.0,0,39055015026il,il,0
21,390550150260001,93.7,0.0,0.0,26.9,25.7,286,70,170012300873,0.7,0.1,0.2,0.45,0,39055015026il,il,1
17,390550610250036,37.7,47.5,3.6,58.4,18.6,1056,170,171185001405,0.0,0.0,1.0,0.0,0,39055061025il,il,0
18,390550610250036,37.3,47.4,3.4,62.8,15.3,1023,120,171185001405,0.0,0.0,1.0,0.0,0,39055061025il,il,0
19,390550610250036,36.4,48.4,3.7,68.1,12.1,989,258,171185001405,0.0,0.0,1.0,0.0,0,39055061025il,il,0
21,390550610250036,36.2,48.0,3.3,66.8,9.0,1051,180,171185001405,0.4,0.6,0.0,0.8,0,39055061025il,il,1
17,390550610250038,37.3,48.0,4.1,49.0,18.6,1110,160,171185001411,0.0,0.0,1.0,0.0,0,39055061025il,il,0
18,390550610250038,37.0,47.9,4.6,54.9,19.7,1093,118,171185001411,0.0,0.0,1.0,0.0,0,39055061025il,il,0
19,390550610250038,37.1,46.4,5.5,58.9,14.0,1120,307,171185001411,0.0,0.0,1.0,0.0,0,39055061025il,il,0
21,390550610250038,35.1,45.4,5.9,63.3,13.2,1154,197,171185001411,0.4,0.6,0.0,0.8,0,39055061025il,il,1
17,390740050260001,97.0,0.0,2.0,34.0,28.6,100,21,170582000263,0.0,0.0,1.0,0.0,0,39074005026il,il,0
18,390740050260001,96.0,0.0,0.0,40.0,21.9,100,32,170582000263,0.0,0.0,1.0,0.0,0,39074005026il,il,0
19,390740050260001,95.9,0.0,0.0,38.1,23.8,97,21,170582000263,0.0,0.0,1.0,0.0,0,39074005026il,il,0
21,390740050260001,87.4,0.0,0.0,39.1,26.1,87,23,170582000263,0.4,0.0,0.6,0.2,0,39074005026il,il,1
17,390740250260001,96.8,1.0,1.2,17.2,64.7,495,116,172655002843,0.0,0.0,1.0,0.0,0,39074025026il,il,0
18,390740250260001,96.6,0.0,0.0,21.3,51.1,527,133,172655002843,0.0,0.0,1.0,0.0,0,39074025026il,il,0
19,390740250260001,95.9,1.7,1.5,23.2,46.3,534,108,172655002843,0.0,0.0,1.0,0.0,0,39074025026il,il,0
21,390740250260001,92.9,3.0,0.0,22.7,42.5,494,120,172655002843,0.0,0.0,1.0,0.0,0,39074025026il,il,1
17,390740570260001,100.0,0.0,0.0,46.7,30.0,60,10,171203001457,0.0,0.0,1.0,0.0,0,39074057026il,il,0
18,390740570260001,100.0,0.0,0.0,44.4,20.0,54,15,171203001457,0.0,0.0,1.0,0.0,0,39074057026il,il,0
19,390740570260001,98.5,0.0,1.5,55.2,27.5,67,19,171203001457,0.0,0.0,1.0,0.0,0,39074057026il,il,0
21,390740570260001,96.2,0.0,0.0,47.2,15.4,53,13,171203001457,0.4,0.0,0.6,0.2,0,39074057026il,il,1
17,390741000260001,98.0,0.4,0.0,35.5,57.9,248,120,170933000540,0.0,0.0,1.0,0.0,0,39074100026il,il,0
18,390741000260001,97.0,0.0,0.0,33.5,22.9,230,33,170933000540,0.0,0.0,1.0,0.0,0,39074100026il,il,0
19,390741000260001,94.1,0.5,0.5,38.7,30.6,222,36,170933000540,0.0,0.0,1.0,0.0,0,39074100026il,il,0
21,390741000260001,94.9,0.0,0.0,37.2,17.6,196,34,170933000540,0.1,0.0,0.9,0.05,0,39074100026il,il,1
17,400070400260001,99.3,0.0,0.0,44.4,33.3,142,36,171818002089,0.0,0.0,1.0,0.0,0,40007040026il,il,0
18,400070400260001,99.2,0.0,0.0,38.9,21.9,131,32,171818002089,0.0,0.0,1.0,0.0,0,40007040026il,il,0
19,400070400260001,99.2,0.0,0.0,31.3,55.0,128,20,171818002089,0.0,0.0,1.0,0.0,0,40007040026il,il,0
21,400070400260001,96.5,0.0,0.0,35.9,21.4,142,28,171818002089,0.6,0.0,0.4,0.3,0,40007040026il,il,1
17,400070420260001,92.3,0.0,5.1,34.6,26.7,78,30,170010205345,0.0,0.0,1.0,0.0,0,40007042026il,il,0
18,400070420260001,92.2,0.0,0.0,29.9,31.3,77,16,170010205345,0.0,0.0,1.0,0.0,0,40007042026il,il,0
19,400070420260001,95.9,1.4,1.4,39.2,28.5,74,14,170010205345,0.0,0.0,1.0,0.0,0,40007042026il,il,0
21,400070420260001,97.1,0.0,0.0,30.4,8.3,69,12,170010205345,0.4,0.0,0.6,0.2,0,40007042026il,il,1
17,400310010260003,95.3,0.9,1.4,42.9,38.9,212,54,170861000501,0.0,0.0,1.0,0.0,0,40031001026il,il,0
18,400310010260003,96.6,0.0,0.0,45.2,35.8,208,53,170861000501,0.0,0.0,1.0,0.0,0,40031001026il,il,0
19,400310010260003,96.0,0.0,1.5,49.3,36.8,201,38,170861000501,0.0,0.0,1.0,0.0,0,40031001026il,il,0
21,400310010260003,95.9,0.0,0.0,50.0,13.8,194,51,170861000501,0.5,0.0,0.5,0.25,0,40031001026il,il,1
17,400310030260001,96.8,0.3,0.3,58.0,13.0,371,184,174224004246,0.0,0.0,1.0,0.0,0,40031003026il,il,0
18,400310030260001,96.2,0.0,0.0,59.1,12.0,364,50,174224004246,0.0,0.0,1.0,0.0,0,40031003026il,il,0
19,400310030260001,96.5,0.3,0.0,64.2,22.0,372,59,174224004246,0.0,0.0,1.0,0.0,0,40031003026il,il,0
21,400310030260001,96.6,0.0,0.0,61.0,8.0,351,62,174224004246,0.4,0.1,0.5,0.3,0,40031003026il,il,1
17,400310100260001,98.4,0.0,0.0,49.2,36.0,122,25,171767002064,0.0,0.0,1.0,0.0,0,40031010026il,il,0
18,400310100260001,99.2,0.0,0.0,43.8,43.4,121,30,171767002064,0.0,0.0,1.0,0.0,0,40031010026il,il,0
19,400310100260001,98.5,0.0,0.0,39.2,45.9,130,24,171767002064,0.0,0.0,1.0,0.0,0,40031010026il,il,0
21,400310100260001,97.7,0.0,0.0,36.4,16.2,132,37,171767002064,0.0,0.0,1.0,0.0,0,40031010026il,il,1
17,400421000260001,97.5,0.3,1.1,38.8,38.4,1007,357,172043002310,0.0,0.0,1.0,0.0,0,40042100026il,il,0
18,400421000260001,97.7,0.0,1.2,38.1,40.4,1005,173,172043002310,0.0,0.0,1.0,0.0,0,40042100026il,il,0
19,400421000260001,96.6,0.3,1.7,36.7,35.9,992,217,172043002310,0.0,0.0,1.0,0.0,0,40042100026il,il,0
21,400421000260001,95.2,0.0,2.1,33.8,32.5,978,186,172043002310,1.0,0.0,0.0,0.5,0,40042100026il,il,1
17,400560010260002,92.4,2.8,1.2,39.6,42.6,434,98,170843000461,0.0,0.0,1.0,0.0,0,40056001026il,il,0
18,400560010260002,91.6,2.4,0.0,40.7,41.1,450,112,170843000461,0.0,0.0,1.0,0.0,0,40056001026il,il,0
19,400560010260002,91.0,1.1,1.5,43.7,41.4,467,99,170843000461,0.0,0.0,1.0,0.0,0,40056001026il,il,0
21,400560010260002,94.2,0.0,2.6,43.6,40.2,417,92,170843000461,0.2,0.1,0.7,0.2,0,40056001026il,il,1
17,400560020260004,99.1,0.0,0.0,59.3,25.7,113,35,173054003174,0.0,0.0,1.0,0.0,0,40056002026il,il,0
18,400560020260004,99.1,0.0,0.0,58.0,20.6,112,29,173054003174,0.0,0.0,1.0,0.0,0,40056002026il,il,0
19,400560020260004,98.9,0.0,0.0,57.9,20.0,95,25,173054003174,0.0,0.0,1.0,0.0,0,40056002026il,il,0
21,400560020260004,98.9,0.0,0.0,59.1,0.0,93,21,173054003174,0.3,0.0,0.7,0.15,0,40056002026il,il,1
17,400560050260001,98.6,0.7,0.0,40.5,44.7,148,38,172718002883,0.0,0.0,1.0,0.0,0,40056005026il,il,0
18,400560050260001,98.5,0.0,0.0,35.9,43.8,131,32,172718002883,0.0,0.0,1.0,0.0,0,40056005026il,il,0
19,400560050260001,100.0,0.0,0.0,45.2,25.0,126,28,172718002883,0.0,0.0,1.0,0.0,0,40056005026il,il,0
21,400560050260001,99.2,0.0,0.0,53.6,29.7,125,37,172718002883,0.1,0.0,0.9,0.05,0,40056005026il,il,1
17,400560060260001,97.1,0.0,1.1,38.4,40.7,375,82,173759003877,0.0,0.0,1.0,0.0,0,40056006026il,il,0
18,400560060260001,97.1,0.0,0.0,28.7,28.7,380,94,173759003877,0.0,0.0,1.0,0.0,0,40056006026il,il,0
19,400560060260001,95.7,0.0,1.9,31.2,27.9,375,86,173759003877,0.0,0.0,1.0,0.0,0,40056006026il,il,0
21,400560060260001,94.5,0.0,0.0,37.4,23.4,380,81,173759003877,0.2,0.1,0.7,0.2,0,40056006026il,il,1
17,400560070260003,97.8,0.0,0.3,49.7,35.1,364,75,171668001971,0.0,0.0,1.0,0.0,0,40056007026il,il,0
18,400560070260003,97.3,0.0,0.0,53.3,48.7,377,78,171668001971,0.0,0.0,1.0,0.0,0,40056007026il,il,0
19,400560070260003,96.3,0.0,0.5,53.7,31.4,376,86,171668001971,0.0,0.0,1.0,0.0,0,40056007026il,il,0
21,400560070260003,96.9,0.0,0.0,54.6,34.7,357,75,171668001971,0.3,0.3,0.4,0.45,0,40056007026il,il,1
17,400560080260001,93.1,1.6,1.6,40.7,35.7,189,42,170777000392,0.0,0.0,1.0,0.0,0,40056008026il,il,0
18,400560080260001,95.9,0.0,0.0,47.7,23.8,218,42,170777000392,0.0,0.0,1.0,0.0,0,40056008026il,il,0
19,400560080260001,94.1,1.8,1.4,42.7,28.0,220,43,170777000392,0.0,0.0,1.0,0.0,0,40056008026il,il,0
21,400560080260001,92.7,0.0,0.0,43.4,25.5,219,51,170777000392,0.4,0.1,0.5,0.3,0,40056008026il,il,1
17,400560090260001,95.1,1.8,1.2,34.9,48.6,487,115,173150003320,0.0,0.0,1.0,0.0,0,40056009026il,il,0
18,400560090260001,94.6,0.0,0.0,36.0,38.1,467,118,173150003320,0.0,0.0,1.0,0.0,0,40056009026il,il,0
19,400560090260001,94.5,1.9,0.8,36.3,33.4,471,117,173150003320,0.0,0.0,1.0,0.0,0,40056009026il,il,0
21,400560090260001,95.6,0.0,0.0,36.6,25.5,410,106,173150003320,1.0,0.0,0.0,0.5,0,40056009026il,il,1
17,400560340260001,95.2,1.4,0.5,48.4,29.1,438,103,170140306148,0.0,0.0,1.0,0.0,0,40056034026il,il,0
18,400560340260001,95.8,0.0,0.0,48.3,34.2,429,82,170140306148,0.0,0.0,1.0,0.0,0,40056034026il,il,0
19,400560340260001,92.5,2.5,0.7,54.5,35.2,402,109,170140306148,0.0,0.0,1.0,0.0,0,40056034026il,il,0
21,400560340260001,93.6,0.0,0.0,38.6,29.0,376,69,170140306148,0.5,0.1,0.4,0.35,0,40056034026il,il,1
17,410570010260001,90.6,3.0,3.1,52.8,22.3,542,152,173501003674,0.0,0.0,1.0,0.0,0,41057001026il,il,0
18,410570010260001,91.9,2.0,2.5,39.4,24.4,559,127,173501003674,0.0,0.0,1.0,0.0,0,41057001026il,il,0
19,410570010260001,90.9,2.4,3.5,51.1,18.9,536,111,173501003674,0.0,0.0,1.0,0.0,0,41057001026il,il,0
21,410570010260001,89.5,3.6,2.9,49.0,12.6,525,111,173501003674,0.7,0.1,0.2,0.45,0,41057001026il,il,1
17,410570020260001,91.3,2.1,2.2,18.5,43.8,1100,281,173735003870,0.0,0.0,1.0,0.0,0,41057002026il,il,0
18,410570020260001,91.4,1.9,2.5,20.2,36.3,1128,254,173735003870,0.0,0.0,1.0,0.0,0,41057002026il,il,0
19,410570020260001,91.1,1.7,2.3,18.1,42.6,1136,275,173735003870,0.0,0.0,1.0,0.0,0,41057002026il,il,0
21,410570020260001,93.0,1.4,2.1,19.2,40.1,1185,284,173735003870,0.9,0.0,0.1,0.45,0,41057002026il,il,1
17,410570050260001,96.1,0.8,0.7,25.7,49.3,900,229,171899002179,0.0,0.0,1.0,0.0,0,41057005026il,il,0
18,410570050260001,96.9,0.0,0.0,24.0,38.2,915,230,171899002179,0.0,0.0,1.0,0.0,0,41057005026il,il,0
19,410570050260001,96.9,0.6,0.2,27.5,35.9,899,192,171899002179,0.0,0.0,1.0,0.0,0,41057005026il,il,0
21,410570050260001,95.8,0.0,0.0,27.2,40.4,891,205,171899002179,0.1,0.0,0.9,0.05,0,41057005026il,il,1
17,410570070260001,81.3,8.4,2.9,13.8,55.0,2363,542,171353001639,0.0,0.0,1.0,0.0,0,41057007026il,il,0
18,410570070260001,81.5,8.0,3.0,14.6,52.4,2367,584,171353001639,0.0,0.0,1.0,0.0,0,41057007026il,il,0
19,410570070260001,80.9,7.8,3.7,16.2,49.8,2359,566,171353001639,0.0,0.0,1.0,0.0,0,41057007026il,il,0
21,410570070260001,81.1,6.5,4.5,14.5,44.9,2304,545,171353001639,0.6,0.2,0.2,0.5,0,41057007026il,il,1
17,410570080260001,92.6,1.7,2.1,41.6,32.3,767,193,170612000298,0.0,0.0,1.0,0.0,0,41057008026il,il,0
18,410570080260001,92.1,1.4,1.8,40.1,26.7,768,165,170612000298,0.0,0.0,1.0,0.0,0,41057008026il,il,0
19,410570080260001,91.9,1.5,2.1,37.3,23.6,754,178,170612000298,0.0,0.0,1.0,0.0,0,41057008026il,il,0
21,410570080260001,91.8,1.7,2.1,37.9,22.0,745,196,170612000298,1.0,0.0,0.0,0.5,0,41057008026il,il,1
17,410570090260001,70.8,14.4,9.3,61.4,18.4,1810,414,171728002028,0.0,0.0,1.0,0.0,0,41057009026il,il,0
18,410570090260001,71.3,13.9,9.6,59.1,21.7,1806,387,171728002028,0.0,0.0,1.0,0.0,0,41057009026il,il,0
19,410570090260001,70.5,14.2,9.7,47.4,18.0,1821,414,171728002028,0.0,0.0,1.0,0.0,0,41057009026il,il,0
21,410570090260001,66.6,15.6,11.2,55.3,13.1,1808,343,171728002028,0.5,0.5,0.0,0.75,0,41057009026il,il,1
17,410570100260001,67.1,10.9,17.5,51.4,26.3,1922,413,171065001278,0.0,0.0,1.0,0.0,0,41057010026il,il,0
18,410570100260001,65.1,11.4,19.4,52.1,26.6,1885,444,171065001278,0.0,0.0,1.0,0.0,0,41057010026il,il,0
19,410570100260001,62.1,13.1,20.9,54.2,28.9,1896,442,171065001278,0.0,0.0,1.0,0.0,0,41057010026il,il,0
21,410570100260001,59.3,12.5,23.7,48.2,21.6,1882,431,171065001278,0.9,0.1,0.0,0.55,0,41057010026il,il,1
17,410570110260001,63.6,25.0,2.4,46.6,30.1,2008,441,170360000035,0.0,0.0,1.0,0.0,0,41057011026il,il,0
18,410570110260001,62.6,25.7,2.3,46.3,30.3,2007,450,170360000035,0.0,0.0,1.0,0.0,0,41057011026il,il,0
19,410570110260001,63.4,25.3,2.2,44.4,29.4,1969,448,170360000035,0.0,0.0,1.0,0.0,0,41057011026il,il,0
21,410570110260001,59.1,26.3,3.2,45.5,23.8,1935,371,170360000035,0.8,0.0,0.2,0.4,0,41057011026il,il,1
17,410570120260001,2.9,91.2,4.1,37.1,2.7,170,50,172397002622,0.0,0.0,1.0,0.0,0,41057012026il,il,0
18,410570120260001,0.0,90.5,0.0,95.9,4.3,169,44,172397002622,0.0,0.0,1.0,0.0,0,41057012026il,il,0
19,410570120260001,3.3,92.3,3.3,100.0,4.3,181,48,172397002622,0.0,0.0,1.0,0.0,0,41057012026il,il,0
21,410570120260001,0.0,91.9,0.0,100.0,0.0,149,26,172397002622,0.1,0.9,0.0,0.95,0,41057012026il,il,1
17,410570140160001,91.8,3.3,2.4,61.7,17.2,546,130,171299001547,0.0,0.0,1.0,0.0,0,41057014016il,il,0
18,410570140160001,87.3,4.6,3.4,61.5,20.1,561,124,171299001547,0.0,0.0,1.0,0.0,0,41057014016il,il,0
19,410570140160001,86.1,5.2,3.7,62.0,20.0,597,125,171299001547,0.0,0.0,1.0,0.0,0,41057014016il,il,0
21,410570140160001,84.7,6.5,3.5,60.4,12.6,570,143,171299001547,1.0,0.0,0.0,0.5,0,41057014016il,il,1
17,440630120260002,90.7,1.2,5.4,22.5,50.9,654,171,172049002315,0.0,0.0,1.0,0.0,0,44063012026il,il,0
18,440630120260002,89.6,0.0,7.5,21.7,44.1,628,152,172049002315,0.0,0.0,1.0,0.0,0,44063012026il,il,0
19,440630120260002,90.2,0.7,7.1,22.3,43.0,593,149,172049002315,0.0,0.0,1.0,0.0,0,44063012026il,il,0
21,440630120260002,90.0,0.0,7.4,24.3,34.3,580,137,172049002315,0.55,0.36,0.09,0.64,0,44063012026il,il,1
17,440630190240002,73.4,0.9,21.1,34.9,45.0,109,21,170330000017,0.0,0.0,1.0,0.0,0,44063019024il,il,0
18,440630190240002,70.5,0.0,23.2,35.7,37.9,112,29,170330000017,0.0,0.0,1.0,0.0,0,44063019024il,il,0
19,440630190240002,75.5,0.0,20.0,29.1,50.0,110,25,170330000017,0.0,0.0,1.0,0.0,0,44063019024il,il,0
21,440630190240002,74.0,0.0,24.0,37.0,25.1,100,16,170330000017,0.9,0.1,0.0,0.55,0,44063019024il,il,1
17,440630500260001,33.5,0.3,64.5,99.3,18.4,678,163,171842002125,0.0,0.0,1.0,0.0,0,44063050026il,il,0
18,440630500260001,32.6,0.0,64.8,50.3,18.5,718,157,171842002125,0.0,0.0,1.0,0.0,0,44063050026il,il,0
19,440630500260001,32.4,0.4,65.1,43.2,15.9,740,170,171842002125,0.0,0.0,1.0,0.0,0,44063050026il,il,0
21,440630500260001,30.5,0.0,67.4,42.2,17.7,768,158,171842002125,0.1,0.7,0.2,0.75,0,44063050026il,il,1
17,440631540160001,76.4,0.6,19.9,31.1,49.3,708,159,172457002661,0.0,0.0,1.0,0.0,0,44063154016il,il,0
18,440631540160001,77.1,0.0,20.6,28.0,45.4,685,174,172457002661,0.0,0.0,1.0,0.0,0,44063154016il,il,0
19,440631540160001,77.7,1.1,19.8,28.0,47.8,665,140,172457002661,0.0,0.0,1.0,0.0,0,44063154016il,il,0
21,440631540160001,72.5,0.0,23.7,25.9,36.2,657,138,172457002661,0.9,0.1,0.0,0.55,0,44063154016il,il,1
17,440631550160001,72.8,1.4,19.8,27.1,49.7,1545,399,171137001367,0.0,0.0,1.0,0.0,0,44063155016il,il,0
18,440631550160001,72.7,1.7,19.8,29.4,49.7,1508,348,171137001367,0.0,0.0,1.0,0.0,0,44063155016il,il,0
19,440631550160001,71.1,2.2,21.4,28.1,42.4,1477,364,171137001367,0.0,0.0,1.0,0.0,0,44063155016il,il,0
21,440631550160001,69.7,1.7,25.3,29.9,35.7,1450,390,171137001367,1.0,0.0,0.0,0.5,0,44063155016il,il,1
17,440631550160002,81.5,0.9,12.8,17.6,61.4,1746,417,171137001366,0.0,0.0,1.0,0.0,0,44063155016il,il,0
18,440631550160002,82.1,0.9,12.6,18.6,53.0,1702,443,171137001366,0.0,0.0,1.0,0.0,0,44063155016il,il,0
19,440631550160002,81.9,0.7,13.2,17.0,51.1,1644,400,171137001366,0.0,0.0,1.0,0.0,0,44063155016il,il,0
21,440631550160002,81.7,0.7,14.4,20.3,46.0,1558,408,171137001366,1.0,0.0,0.0,0.5,0,44063155016il,il,1
17,440631550160003,83.1,0.9,10.2,16.1,56.5,1527,394,171137001368,0.0,0.0,1.0,0.0,0,44063155016il,il,0
18,440631550160003,82.9,1.3,10.4,19.2,56.1,1465,362,171137001368,0.0,0.0,1.0,0.0,0,44063155016il,il,0
19,440631550160003,77.5,2.0,15.3,23.0,49.4,1480,325,171137001368,0.0,0.0,1.0,0.0,0,44063155016il,il,0
21,440631550160003,75.4,2.8,17.8,25.6,36.2,1369,330,171137001368,1.0,0.0,0.0,0.5,0,44063155016il,il,1
17,440631550160004,88.3,1.0,5.9,13.4,59.4,1458,369,171137002154,0.0,0.0,1.0,0.0,0,44063155016il,il,0
18,440631550160004,87.5,1.1,5.0,13.4,54.2,1436,349,171137002154,0.0,0.0,1.0,0.0,0,44063155016il,il,0
19,440631550160004,85.5,1.1,6.7,11.2,55.5,1371,341,171137002154,0.0,0.0,1.0,0.0,0,44063155016il,il,0
21,440631550160004,85.5,1.1,8.4,14.2,51.9,1219,301,171137002154,1.0,0.0,0.0,0.5,0,44063155016il,il,1
17,440631560160001,73.5,0.7,21.8,33.1,40.5,1429,325,172532002761,0.0,0.0,1.0,0.0,0,44063156016il,il,0
18,440631560160001,71.2,1.0,24.2,31.0,34.6,1427,318,172532002761,0.0,0.0,1.0,0.0,0,44063156016il,il,0
19,440631560160001,69.6,0.9,25.9,33.5,38.6,1443,343,172532002761,0.0,0.0,1.0,0.0,0,44063156016il,il,0
21,440631560160001,69.4,1.9,26.3,30.1,30.8,1478,337,172532002761,1.0,0.0,0.0,0.5,0,44063156016il,il,1
17,440631560160002,82.6,1.1,13.8,30.8,44.9,795,216,172532002760,0.0,0.0,1.0,0.0,0,44063156016il,il,0
18,440631560160002,82.6,0.0,14.5,25.5,37.2,765,183,172532002760,0.0,0.0,1.0,0.0,0,44063156016il,il,0
19,440631560160002,81.4,1.0,16.3,29.3,33.6,700,176,172532002760,0.0,0.0,1.0,0.0,0,44063156016il,il,0
21,440631560160002,78.3,0.0,18.7,26.9,31.2,668,129,172532002760,1.0,0.0,0.0,0.5,0,44063156016il,il,1
17,440631570160001,87.7,0.3,9.0,12.1,60.2,726,164,173351003463,0.0,0.0,1.0,0.0,0,44063157016il,il,0
18,440631570160001,87.5,0.0,8.4,10.0,60.4,663,159,173351003463,0.0,0.0,1.0,0.0,0,44063157016il,il,0
19,440631570160001,88.2,0.8,7.7,11.5,51.2,636,168,173351003463,0.0,0.0,1.0,0.0,0,44063157016il,il,0
21,440631570160001,86.4,0.0,9.7,7.4,40.5,580,136,173351003463,0.7,0.3,0.0,0.65,0,44063157016il,il,1
17,440631580220002,75.1,2.0,11.5,14.0,58.0,2996,703,171983002247,0.0,0.0,1.0,0.0,0,44063158022il,il,0
18,440631580220002,74.5,2.4,11.8,9.3,53.1,3045,759,171983002247,0.0,0.0,1.0,0.0,0,44063158022il,il,0
19,440631580220002,74.5,2.1,11.8,10.9,51.8,3082,735,171983002247,0.0,0.0,1.0,0.0,0,44063158022il,il,0
21,440631580220002,74.1,2.1,12.6,11.7,50.7,3012,750,171983002247,0.18,0.55,0.27,0.64,0,44063158022il,il,1
17,440632000260008,57.4,2.9,35.0,36.9,44.9,1026,217,174333004335,0.0,0.0,1.0,0.0,0,44063200026il,il,0
18,440632000260008,55.6,2.5,37.2,38.7,41.4,991,263,174333004335,0.0,0.0,1.0,0.0,0,44063200026il,il,0
19,440632000260008,55.1,2.7,38.1,39.3,40.3,1008,233,174333004335,0.0,0.0,1.0,0.0,0,44063200026il,il,0
21,440632000260008,53.2,3.2,39.0,33.9,41.3,1000,247,174333004335,0.0,0.8,0.2,0.8,0,44063200026il,il,1
17,440632000260009,62.6,0.7,32.2,31.7,34.5,942,203,174333006032,0.0,0.0,1.0,0.0,0,44063200026il,il,0
18,440632000260009,62.4,1.6,31.4,32.6,38.5,929,218,174333006032,0.0,0.0,1.0,0.0,0,44063200026il,il,0
19,440632000260009,62.6,2.0,31.8,33.3,36.0,949,225,174333006032,0.0,0.0,1.0,0.0,0,44063200026il,il,0
21,440632000260009,59.6,3.9,31.9,30.9,30.7,935,218,174333006032,0.0,0.8,0.2,0.8,0,44063200026il,il,1
17,450670030260001,97.7,1.5,0.0,10.0,43.5,130,46,174008004039,0.0,0.0,1.0,0.0,0,45067003026il,il,0
18,450670030260001,95.9,0.0,0.0,10.8,56.0,148,25,174008004039,0.0,0.0,1.0,0.0,0,45067003026il,il,0
19,450670030260001,95.7,1.7,0.9,16.5,27.3,115,22,174008004039,0.0,0.0,1.0,0.0,0,45067003026il,il,0
21,450670030260001,94.0,0.0,0.0,19.4,29.2,134,24,174008004039,0.2,0.0,0.8,0.1,0,45067003026il,il,1
17,450670040260001,94.8,0.6,1.9,9.4,50.3,678,180,171074001295,0.0,0.0,1.0,0.0,0,45067004026il,il,0
18,450670040260001,94.2,0.0,2.8,8.5,44.9,685,149,171074001295,0.0,0.0,1.0,0.0,0,45067004026il,il,0
19,450670040260001,93.5,0.5,2.9,9.9,43.2,629,162,171074001295,0.0,0.0,1.0,0.0,0,45067004026il,il,0
21,450670040260001,91.8,0.0,3.3,9.8,41.7,611,139,171074001295,0.7,0.1,0.2,0.45,0,45067004026il,il,1
17,450670050260001,96.1,0.0,1.1,20.9,54.8,877,192,174107004113,0.0,0.0,1.0,0.0,0,45067005026il,il,0
18,450670050260001,95.7,0.0,1.5,17.7,51.1,806,180,174107004113,0.0,0.0,1.0,0.0,0,45067005026il,il,0
19,450670050260001,95.5,0.2,1.2,16.8,48.9,802,218,174107004113,0.0,0.0,1.0,0.0,0,45067005026il,il,0
21,450670050260001,94.6,0.0,1.7,16.1,39.5,819,195,174107004113,0.7,0.1,0.2,0.45,0,45067005026il,il,1
17,450790010220001,97.2,0.0,0.0,55.6,13.3,72,15,171098001330,0.0,0.0,1.0,0.0,0,45079001022il,il,0
18,450790010220001,93.2,0.0,0.0,55.9,5.9,59,17,171098001330,0.0,0.0,1.0,0.0,0,45079001022il,il,0
