,schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout,year
1565,150162990250860,557,0.0,95.5,2.9,72.4,0.2,2021
1566,150162990250861,936,0.0,37.6,60.9,83.9,0.7,2021
1567,150162990250862,295,0.0,98.3,0.0,96.9,14.4,2021
1568,150162990250863,578,0.0,96.0,2.4,81.7,3.1,2021
1570,15016299025086C,514,0.0,0.0,98.2,93.2,1.4,2021
1573,15016299025107C,651,0.0,97.2,0.0,76.3,1.0,2021
1663,15016299025217C,611,7.2,34.4,45.3,90.0,1.6,2021
1766,15016299025232C,1098,1.2,41.8,56.6,95.5,1.4,2021
1826,15016299025240C,748,0.0,29.0,69.9,93.7,0.8,2021
1875,15016299025247C,1301,0.0,99.5,0.0,81.7,0.0,2021
2005,150162990252912,824,2.2,1.6,95.6,96.7,0.6,2021
2052,15016900025201C,856,5.6,5.1,83.1,99.4,0.8,2021
2056,15016902025201C,171,0.0,87.7,9.9,96.5,4.8,2021
2067,160194240260001,513,77.4,1.9,19.1,30.6,2.0,2021
2072,160194250260001,262,81.3,0.0,10.3,22.5,2.2,2021
2076,160194260260003,225,84.4,0.0,13.3,43.1,3.4,2021
2079,160194270260001,1183,81.9,3.3,10.0,21.6,1.7,2021
2087,160194280260011,1840,44.5,19.5,29.5,57.2,3.7,2021
2100,160194290260003,204,84.8,0.0,12.3,16.7,1.9,2021
2104,160194300260001,579,78.6,0.0,15.7,31.6,2.1,2021
2111,160194320260003,260,90.8,0.0,7.3,24.2,0.8,2021
2115,170200150260001,475,88.4,0.0,7.4,44.6,5.4,2021
2121,170200180260001,201,94.5,0.0,0.0,38.3,2.5,2021
2125,170530050260001,137,96.4,0.0,0.0,39.4,5.4,2021
2128,17053006J260001,113,86.7,0.0,8.8,60.2,0.8,2021
2132,170530080260001,548,90.0,2.0,3.6,31.2,1.6,2021
2139,170530740270001,132,88.6,0.0,0.0,40.9,4.4,2021
2142,170530900170001,677,82.3,3.1,9.2,40.6,2.2,2021
2144,170532300170001,228,88.6,0.0,7.5,39.9,0.9,2021
2161,170540210260001,101,96.0,0.0,0.0,44.6,4.6,2021
2164,170540230260001,154,94.2,0.0,0.0,33.1,3.8,2021
2179,170544040160001,801,90.6,2.7,3.0,41.2,1.8,2021
2181,170640020260003,232,96.1,0.0,0.0,19.0,0.5,2021
2185,170640030260002,340,92.1,0.0,3.2,8.2,0.3,2021
2189,170640040260001,396,89.9,0.0,4.5,26.0,0.4,2021
2192,170640050260001,2094,62.9,11.9,9.5,27.6,1.9,2021
2193,170640050260002,1643,70.9,12.5,7.9,30.8,1.4,2021
2194,170640050260003,52,59.6,0.0,19.2,57.7,18.2,2021
2195,17064005026001C,18,0.0,0.0,0.0,72.2,31.0,2021
2218,170640070260002,145,92.4,0.0,0.0,31.0,3.4,2021
2222,170640160260009,507,91.7,0.0,3.0,34.1,1.6,2021
2228,170640190260001,174,87.9,0.0,8.0,35.6,4.1,2021
2232,170640870250001,1472,50.1,22.4,15.1,44.5,4.2,2021
2379,190220860170001,2566,66.7,2.6,8.1,5.8,0.9,2021
2380,190220860170002,1331,56.6,16.2,15.0,24.0,1.0,2021
2382,190220870170001,2288,41.8,8.5,33.3,41.6,1.2,2021
2383,190220870170002,2184,35.9,6.7,31.0,36.4,0.8,2021
2384,190220870170003,2347,58.6,3.5,19.3,24.0,0.2,2021
2385,190220870170004,1099,61.3,7.5,13.4,25.6,0.5,2021
2387,190220880160001,1898,25.4,2.3,64.7,55.3,1.7,2021
2388,190220880160002,1866,46.2,8.9,30.9,43.8,1.0,2021
2406,190220940160001,1990,22.8,2.3,67.5,39.6,1.5,2021
2408,190220990160001,2186,73.4,3.8,12.5,16.3,0.9,2021
2409,190220990160002,2742,58.5,11.1,20.4,31.2,1.3,2021
2411,190221000160001,1388,27.6,3.0,64.3,44.0,1.6,2021
2413,190221080160001,2587,61.7,5.6,21.1,18.1,0.9,2021
2428,190222000260020,1842,64.6,4.6,20.4,25.4,1.1,2021
2429,190222000260021,1930,64.5,7.1,15.3,26.1,1.3,2021
2449,190222010260001,374,58.8,9.9,21.1,34.2,0.5,2021
2455,190222020260001,427,62.8,8.0,17.1,23.4,3.1,2021
2459,190222030260001,2606,66.1,4.1,9.2,14.9,0.2,2021
2460,190222030260013,2676,59.3,4.5,12.0,17.1,0.3,2021
2482,190222040260001,2478,41.9,10.7,18.3,22.6,2.4,2021
2483,190222040260002,3438,49.6,5.6,7.9,9.9,0.7,2021
2484,190222040260005,2947,35.8,13.4,13.6,20.9,1.5,2021
2515,190222050260003,2836,70.4,1.8,17.9,18.0,1.2,2021
2529,200240010260005,257,94.2,0.0,0.0,33.9,8.7,2021
2533,200300070260001,208,94.7,0.0,0.0,51.4,5.5,2021
2537,200330100260002,484,96.1,0.0,0.0,48.1,4.3,2021
2542,200350010260003,135,93.3,0.0,0.0,60.0,4.4,2021
2546,200760010260001,161,95.0,0.0,0.0,47.8,1.2,2021
2549,200830010260001,120,94.2,0.0,0.0,50.8,5.7,2021
2554,200830020260001,128,77.3,9.4,0.0,50.0,4.7,2021
2557,200830030260001,547,84.5,4.9,2.0,99.1,6.1,2021
2562,200830040260001,328,93.9,0.0,0.0,61.9,2.6,2021
2568,200933480260001,504,94.4,0.0,0.0,44.2,5.7,2021
2579,200961000260001,143,97.2,0.0,0.0,42.0,4.8,2021
2585,200962000260001,94,100.0,0.0,0.0,56.4,10.5,2021
2590,200962250160001,414,94.2,2.9,0.0,37.7,4.6,2021
2592,200970010260003,118,89.0,0.0,0.0,48.3,10.4,2021
2595,200970030260001,191,99.0,0.0,0.0,45.0,3.1,2021
2599,200970050260001,365,95.6,0.0,0.0,52.1,5.6,2021
2611,210280990260001,238,97.1,0.0,0.0,60.9,5.2,2021
2614,210281030130001,519,93.3,0.0,2.9,51.1,4.2,2021
2618,210281680260001,456,93.6,0.0,2.6,51.5,7.1,2021
2623,210281740260001,90,100.0,0.0,0.0,41.1,2.2,2021
2626,210281880260001,154,91.6,0.0,0.0,57.8,4.7,2021
2630,210281960260001,179,92.2,0.0,5.6,34.1,1.7,2021
2634,210440010260001,173,96.5,0.0,0.0,46.2,1.7,2021
2645,210441330170001,344,94.5,0.0,0.0,50.3,3.7,2021
2647,210610010260001,572,80.4,7.5,3.5,54.7,5.8,2021
2655,210610380260001,98,87.8,0.0,0.0,58.2,4.8,2021
2658,211000010260001,338,92.0,0.0,0.0,58.3,4.8,2021
2663,211000020260001,1136,80.9,8.3,2.8,48.1,4.3,2021
2671,211000030260001,154,97.4,0.0,0.0,51.9,4.3,2021
2674,211000040260001,677,86.6,4.3,3.8,52.1,2.4,2021
2679,211000050260001,646,84.1,2.9,4.6,32.2,1.8,2021
2684,240320010260001,646,87.9,0.0,9.6,21.2,0.9,2021
2702,240320730170001,191,90.1,0.0,7.3,27.7,5.3,2021
2708,240321010160001,853,74.1,1.6,19.0,16.9,2.1,2021
2710,240321110160001,2695,71.1,4.2,19.4,13.6,1.7,2021
2720,240470180160001,168,91.1,0.0,8.3,15.5,1.1,2021
2725,240470880260001,738,30.2,10.0,53.4,50.8,1.5,2021
2733,240471150260001,1915,66.0,7.8,19.6,19.5,1.7,2021
2743,240473080260001,2831,57.0,8.7,25.9,28.0,1.7,2021
2744,240473080260002,2824,52.4,11.1,19.3,23.4,1.0,2021
2765,260290010260001,88,97.7,0.0,0.0,46.6,3.4,2021
2769,260290020260001,84,95.2,0.0,0.0,29.8,2.3,2021
2773,260290030260001,136,97.1,0.0,0.0,7.4,5.8,2021
2777,260290040260001,88,95.5,0.0,0.0,34.1,6.0,2021
2781,260290660250001,662,94.0,0.0,1.7,45.6,6.3,2021
2787,260290970260001,243,97.1,0.0,0.0,47.3,1.7,2021
2790,260343070160001,306,93.1,0.0,0.0,41.8,3.8,2021
2792,260343160260001,194,95.4,0.0,0.0,13.9,4.1,2021
2802,260343280240001,229,91.7,0.0,0.0,36.2,7.6,2021
2805,260343370260001,193,95.3,0.0,0.0,60.1,5.1,2021
2811,260621030260001,158,98.1,0.0,0.0,44.3,3.1,2021
2816,260621700260001,189,95.8,0.0,0.0,32.8,4.2,2021
2820,260621850260001,583,77.9,7.5,5.7,32.6,4.5,2021
2826,260850050260001,279,92.1,0.0,0.0,43.7,3.3,2021
2841,280061030220001,105,14.3,0.0,82.9,71.4,7.5,2021
2849,280063030260001,60,90.0,0.0,0.0,46.7,3.5,2021
2853,280063400260001,326,93.6,0.0,3.4,32.2,3.0,2021
2858,280065000150001,531,90.4,0.0,5.5,35.6,2.8,2021
2860,280065020170001,414,69.3,0.0,24.4,50.0,3.6,2021
2862,280065050160001,32,90.6,0.0,0.0,46.9,3.2,2021
2866,280372230260001,318,93.1,0.0,4.4,14.8,2.5,2021
2870,280372240260001,202,95.0,0.0,0.0,43.1,7.6,2021
2873,280372250260001,164,91.5,0.0,0.0,33.5,0.9,2021
2876,280372260260001,92,91.3,0.0,0.0,19.6,3.0,2021
2879,280372270260002,226,96.0,0.0,0.0,46.9,1.4,2021
2882,280372280260001,862,92.5,0.0,4.8,19.5,1.5,2021
2888,280372290260001,565,66.9,7.3,22.5,68.0,7.0,2021
2896,280372300260002,220,74.1,0.0,15.0,44.5,2.7,2021
2902,280881000260001,214,94.9,0.0,0.0,32.7,3.3,2021
2906,300020010220001,123,0.0,89.4,0.0,100.0,3.3,2021
2909,300020050260001,105,81.0,15.2,0.0,100.0,3.8,2021
2924,300391650160001,947,49.6,29.9,10.8,57.9,5.6,2021
2926,300391760260001,248,95.6,0.0,4.0,41.5,5.1,2021
2930,300391860260001,581,67.6,16.0,7.9,95.2,4.0,2021
2936,300391960260001,118,93.2,0.0,0.0,49.2,7.2,2021
2946,300731010160001,459,95.2,0.0,0.0,36.8,2.5,2021
2950,300733000260001,526,81.4,6.1,2.9,57.8,3.7,2021
2954,300771000260001,192,80.7,12.5,0.0,61.5,3.3,2021
2957,300771010260001,139,34.5,56.1,0.0,100.0,6.5,2021
2962,300910170220001,175,66.3,0.0,32.6,28.0,3.4,2021
2972,300910660220001,77,93.5,0.0,0.0,100.0,1.3,2021
2976,300910810160001,508,88.6,0.0,7.5,44.5,4.3,2021
2978,300910840260001,84,95.2,0.0,0.0,69.0,5.9,2021
2982,310450460220001,2620,9.0,5.1,76.5,65.9,3.2,2021
2983,310450460220002,2097,12.7,9.0,73.2,69.5,3.5,2021
2984,310450460220003,1754,18.5,8.2,64.1,64.5,2.8,2021
2985,310450460220004,2377,38.7,3.2,34.9,36.0,2.1,2021
2986,310450460220005,2789,47.0,4.2,32.9,35.1,1.3,2021
3036,310451010220001,1898,78.6,3.0,11.2,17.2,1.1,2021
3045,310451290220001,3488,24.9,10.1,59.5,47.6,2.3,2021
3062,310451310220001,4009,2.6,6.3,88.7,65.7,4.0,2021
3081,310453000260002,2458,26.6,5.1,63.2,60.7,1.8,2021
3082,310453000260003,1827,59.6,3.8,24.6,23.6,0.9,2021
3083,310453000260004,2053,62.1,3.9,21.4,25.8,1.1,2021
3099,31045300026201C,729,40.7,8.0,30.0,16.3,7.4,2021
3108,310453010260001,1243,62.7,2.0,19.4,12.9,1.5,2021
3116,310453020260001,1330,79.8,2.4,11.1,14.4,1.0,2021
3123,310453030260011,2269,73.9,1.5,15.3,17.5,1.5,2021
3124,310453030260012,1972,78.9,1.3,9.9,8.7,0.7,2021
3139,310453040260001,1717,85.0,0.9,7.7,3.1,1.6,2021
3154,320380030260001,74,82.4,0.0,0.0,51.4,2.5,2021
3158,320380040260001,302,88.1,0.0,7.0,33.1,1.9,2021
3163,320380060260001,100,91.0,0.0,0.0,40.0,0.0,2021
3167,320380090260001,324,83.3,0.0,12.0,53.1,5.8,2021
3172,320380100260001,316,66.8,0.0,32.6,52.8,1.4,2021
3178,320381240260001,155,91.0,0.0,0.0,41.3,1.8,2021
3183,320460010260003,310,52.6,13.2,27.7,55.8,1.2,2021
3187,320460020260001,466,93.8,0.0,3.2,21.2,0.4,2021
3192,320460050260005,632,83.1,0.0,8.4,32.9,1.9,2021
3196,320460060260001,143,85.3,0.0,0.0,25.2,2.0,2021
3209,320461110250014,1406,21.4,45.0,32.5,80.0,1.4,2021
3226,320463020160001,170,32.9,25.3,31.8,72.9,5.6,2021
3228,320463070160001,1872,68.1,9.9,14.5,43.8,2.6,2021
3230,330362350260001,220,94.1,0.0,0.0,50.5,1.3,2021
3235,330482020260001,330,94.2,0.0,0.0,35.8,3.0,2021
3239,330482050260023,1245,60.6,13.2,14.7,62.1,8.1,2021
3247,330482080260001,263,93.5,0.0,3.8,39.9,3.2,2021
3250,330482100260001,89,93.3,0.0,0.0,28.1,1.2,2021
3254,330482760260001,267,90.3,0.0,5.2,49.8,4.9,2021
3259,330664040260001,375,94.4,0.0,0.0,33.3,4.0,2021
3265,330942380260001,505,58.8,2.8,31.3,99.6,3.4,2021
3271,330943040260001,238,90.8,0.0,6.3,33.2,6.7,2021
3338,340490600260022,4436,2.8,12.1,81.2,61.2,3.8,2021
3403,340490950260001,1784,78.8,1.2,7.9,10.5,0.6,2021
3449,340491130170001,1519,85.8,0.8,5.8,3.4,1.1,2021
3450,340491130170002,1784,64.7,2.5,26.2,4.9,1.3,2021
3455,340491150160001,1489,79.9,1.3,9.6,2.9,0.1,2021
3457,340491160260006,2206,11.2,7.3,78.2,51.5,1.6,2021
3467,340491170160001,1313,77.4,2.6,14.2,11.4,1.4,2021
3468,340491170160002,1272,78.7,2.9,11.3,10.9,0.5,2021
3470,340491180260005,1382,58.7,1.7,31.8,28.5,1.8,2021
3477,340491200130001,2034,40.4,2.1,45.5,25.2,1.6,2021
3479,340491210170001,3742,38.3,10.4,35.3,17.1,1.3,2021
3481,340491240160001,1751,59.4,4.4,27.6,31.7,1.7,2021
3483,340491250130001,4275,51.5,1.9,8.1,4.7,0.3,2021
3485,340491260170001,2158,15.8,26.8,50.7,60.5,7.2,2021
3486,340491260170002,373,16.4,28.7,49.6,49.9,2.7,2021
3488,340491270160001,1335,58.4,5.1,22.9,8.8,1.4,2021
3489,340491270160002,1313,56.1,4.4,29.1,14.0,1.3,2021
3491,340491280160002,1769,77.6,1.4,8.6,3.6,0.7,2021
3492,340491280160004,1541,57.5,2.5,14.7,11.3,0.8,2021
3494,340491870260001,734,1.5,30.0,62.8,99.5,5.6,2021
3503,340492200260004,2830,60.7,2.0,17.2,18.8,1.2,2021
3520,350500010260001,63,88.9,0.0,0.0,41.3,3.1,2021
3523,350500020260001,202,87.1,0.0,8.4,30.7,3.4,2021
3528,350500090260001,127,85.0,0.0,13.4,36.2,2.5,2021
3534,350500400170001,818,69.3,4.6,18.6,44.7,4.7,2021
3548,350501200170001,1207,75.1,2.7,18.0,40.4,4.1,2021
3559,350501400170001,1211,79.3,2.3,13.6,31.1,5.4,2021
3569,350501600170001,398,88.4,0.0,9.0,34.9,1.8,2021
3582,350502800170001,514,53.3,0.0,42.2,44.6,2.9,2021
3590,350590050260001,139,96.4,0.0,0.0,39.6,3.6,2021
3593,350590070260001,199,96.0,0.0,0.0,43.2,3.4,2021
3597,350785350260002,267,86.1,0.0,12.4,32.2,4.3,2021
3602,390550010260001,262,85.9,3.8,0.0,46.6,4.4,2021
3606,390550020260001,354,82.2,3.7,0.0,23.7,2.8,2021
3610,390550030260001,746,92.0,1.3,2.7,21.4,2.6,2021
3616,390550090260001,199,94.5,0.0,0.0,40.2,2.6,2021
3621,390550110260001,317,89.3,0.0,0.0,34.1,3.5,2021
3625,390550150260001,286,93.7,0.0,0.0,26.9,2.6,2021
3629,390550610250036,1051,36.2,48.0,3.3,66.8,3.7,2021
3630,390550610250038,1154,35.1,45.4,5.9,63.3,2.2,2021
3647,390740050260001,87,87.4,0.0,0.0,39.1,5.6,2021
3651,390740250260001,494,92.9,3.0,0.0,22.7,0.6,2021
3657,390740570260001,53,96.2,0.0,0.0,47.2,6.4,2021
3661,390741000260001,196,94.9,0.0,0.0,37.2,1.4,2021
3664,400070400260001,142,96.5,0.0,0.0,35.9,4.0,2021
3667,400070420260001,69,97.1,0.0,0.0,30.4,0.0,2021
3670,400310010260003,194,95.9,0.0,0.0,50.0,5.0,2021
3673,400310030260001,351,96.6,0.0,0.0,61.0,6.2,2021
3676,400310100260001,132,97.7,0.0,0.0,36.4,2.3,2021
3679,400421000260001,978,95.2,0.0,2.1,33.8,1.9,2021
3685,400560010260002,417,94.2,0.0,2.6,43.6,4.5,2021
3690,400560020260004,93,98.9,0.0,0.0,59.1,3.1,2021
3694,400560050260001,125,99.2,0.0,0.0,53.6,0.0,2021
3697,400560060260001,380,94.5,0.0,0.0,37.4,1.1,2021
3701,400560070260003,357,96.9,0.0,0.0,54.6,3.9,2021
3705,400560080260001,219,92.7,0.0,0.0,43.4,2.3,2021
3708,400560090260001,410,95.6,0.0,0.0,36.6,5.7,2021
3714,400560340260001,376,93.6,0.0,0.0,38.6,5.1,2021
3719,410570010260001,525,89.5,3.6,2.9,49.0,4.4,2021
3724,410570020260001,1185,93.0,1.4,2.1,19.2,1.3,2021
3733,410570050260001,891,95.8,0.0,0.0,27.2,1.9,2021
3740,410570070260001,2304,81.1,6.5,4.5,14.5,2.6,2021
3754,410570080260001,745,91.8,1.7,2.1,37.9,2.2,2021
3760,410570090260001,1808,66.6,15.6,11.2,55.3,4.7,2021
3769,410570100260001,1882,59.3,12.5,23.7,48.2,2.6,2021
3781,410570110260001,1935,59.1,26.3,3.2,45.5,5.9,2021
3791,410570120260001,149,0.0,91.9,0.0,100.0,5.1,2021
3799,410570140160001,570,84.7,6.5,3.5,60.4,3.9,2021
3812,440630120260002,580,90.0,0.0,7.4,24.3,2.5,2021
3828,440630190240002,100,74.0,0.0,24.0,37.0,4.8,2021
3856,440630500260001,768,30.5,0.0,67.4,42.2,3.2,2021
3862,440631540160001,657,72.5,0.0,23.7,25.9,2.9,2021
3864,440631550160001,1450,69.7,1.7,25.3,29.9,1.2,2021
3865,440631550160002,1558,81.7,0.7,14.4,20.3,1.0,2021
3866,440631550160003,1369,75.4,2.8,17.8,25.6,0.6,2021
3867,440631550160004,1219,85.5,1.1,8.4,14.2,1.0,2021
3869,440631560160001,1478,69.4,1.9,26.3,30.1,1.5,2021
3870,440631560160002,668,78.3,0.0,18.7,26.9,1.8,2021
3872,440631570160001,580,86.4,0.0,9.7,7.4,0.7,2021
3874,440631580220002,3012,74.1,2.1,12.6,11.7,1.2,2021
3888,440632000260008,1000,53.2,3.2,39.0,33.9,1.3,2021
3889,440632000260009,935,59.6,3.9,31.9,30.9,1.2,2021
3900,450670030260001,134,94.0,0.0,0.0,19.4,1.5,2021
3904,450670040260001,611,91.8,0.0,3.3,9.8,0.8,2021
3909,450670050260001,819,94.6,0.0,1.7,16.1,1.7,2021
3915,450790010220001,62,90.3,0.0,0.0,64.5,1.8,2021
3919,450791320260001,372,97.0,0.0,0.0,34.9,2.9,2021
3924,450791380260001,144,93.1,0.0,0.0,27.8,2.0,2021
3927,450791390260001,342,89.8,0.0,5.6,41.5,2.0,2021
3930,450791400260001,329,72.9,17.6,0.0,56.2,4.6,2021
3934,470521700220001,746,83.0,2.4,5.0,43.2,1.5,2021
3945,470522720260001,195,89.7,0.0,8.7,38.5,2.0,2021
3949,470522750260001,220,89.1,0.0,4.5,35.5,2.1,2021
3956,470712120170001,849,57.2,2.5,37.9,14.3,2.2,2021
3958,470712200260001,406,84.7,0.0,11.8,37.4,1.8,2021
3962,470712210260004,416,88.0,0.0,3.4,29.1,2.1,2021
3966,470712220260004,172,90.1,0.0,0.0,32.6,4.7,2021
3970,470712230260003,547,83.9,0.0,11.5,18.8,2.0,2021
3975,470712260260001,443,86.9,0.0,6.3,19.2,1.1,2021
3987,470980010260001,196,93.9,0.0,5.1,29.6,2.5,2021
3991,470980020260001,289,94.8,0.0,0.0,34.9,3.4,2021
3996,470980030260001,205,92.2,0.0,4.9,55.1,4.3,2021
4001,470980050260014,979,54.5,2.6,36.8,46.9,3.8,2021
4008,470980060260001,287,90.9,0.0,4.9,34.8,3.8,2021
4022,470983010170001,595,69.2,2.5,23.7,50.3,2.2,2021
4038,480721500250023,578,10.0,68.2,17.0,84.4,10.5,2021
4039,480721500250024,1203,9.9,65.5,14.5,76.4,7.5,2021
4040,480721500250025,1349,42.0,30.5,10.6,36.2,2.1,2021
4042,48072150025027C,529,6.4,70.1,13.2,73.0,1.9,2021
4065,480722650260001,364,94.2,0.0,0.0,35.4,5.7,2021
4069,480723090260003,215,98.6,0.0,0.0,10.7,0.9,2021
4072,480723100160001,901,76.6,10.4,5.7,40.1,6.1,2021
4076,480723210260007,610,88.0,0.0,4.8,33.8,3.7,2021
4083,480723220260004,178,94.4,0.0,0.0,13.5,5.1,2021
4087,480723230260004,1335,67.4,5.9,3.9,12.5,2.7,2021
4096,480723250260005,221,64.3,13.1,7.2,58.8,3.0,2021
4099,480723260260005,367,88.8,0.0,6.0,31.3,2.7,2021
4102,480723270260008,258,93.4,0.0,0.0,27.1,3.9,2021
4110,490810300170001,1737,50.4,18.8,24.6,58.2,3.1,2021
4123,490810400220001,2087,54.6,9.3,27.8,42.8,2.9,2021
4138,490810410250001,1666,42.7,30.8,14.0,45.6,4.8,2021
4152,490811000260001,325,92.0,0.0,5.8,22.2,3.0,2021
4156,490812000260001,423,89.6,0.0,6.4,23.6,1.0,2021
4162,490813000260001,354,94.4,0.0,0.0,17.2,2.2,2021
4168,500820090260003,266,68.8,19.2,0.0,35.0,1.4,2021
4171,500820190260001,1121,71.3,9.4,8.5,16.6,2.4,2021
4179,500820400260001,235,90.2,0.0,0.0,60.4,0.7,2021
4182,500820600260003,142,95.8,0.0,0.0,47.9,2.1,2021
4189,500820770160001,650,94.6,0.0,2.3,12.9,1.9,2021
4244,500821870260011,784,4.2,90.7,1.7,91.5,7.0,2021
4255,500821880220001,33,0.0,97.0,0.0,100.0,3.1,2021
4259,50082189022001C,113,0.0,99.1,0.0,100.0,1.9,2021
4260,500821890220043,1170,0.0,97.9,0.9,99.5,5.8,2021
4270,500821960260001,262,82.8,0.0,0.0,57.6,4.7,2021
4274,500822010170001,2414,44.5,43.4,5.1,43.5,2.3,2021
4275,500822010170002,2127,49.7,41.5,4.2,50.2,2.4,2021
4277,500822030170001,2479,62.6,20.4,6.6,20.5,2.5,2021
4279,510652000260001,113,94.7,0.0,0.0,45.1,7.2,2021
4282,510652020260001,413,94.4,0.0,0.0,33.4,3.5,2021
4286,510652130260001,321,95.3,0.0,0.0,29.9,2.8,2021
4291,510840010260001,155,92.9,0.0,0.0,89.0,3.8,2021
4295,51084003A260001,758,91.8,2.2,0.0,13.7,0.5,2021
4301,510840050260001,1461,78.4,5.6,4.0,18.3,2.5,2021
4308,510840080260001,400,91.0,2.5,0.0,19.3,3.2,2021
4312,510840100260001,387,92.0,0.0,2.6,26.1,2.2,2021
4317,510840110260001,230,94.8,0.0,0.0,18.7,6.1,2021
4320,510840140260001,398,88.7,3.8,2.8,44.5,4.3,2021
4324,510840150260001,469,94.0,0.0,0.0,12.2,0.7,2021
4328,510840160260001,262,92.4,0.0,0.0,24.8,3.3,2021
4332,510841860250001,1084,46.2,38.7,2.4,68.2,8.5,2021
4333,510841860250002,1488,52.3,28.7,4.5,32.9,4.5,2021
4334,510841860250003,1232,34.7,50.3,2.8,60.2,10.3,2021
4359,510841860252045,228,26.3,55.3,0.0,86.8,5.0,2021
4364,530601260260001,295,94.6,0.0,0.0,42.0,2.8,2021
4368,530601890260001,188,93.1,0.0,0.0,44.7,5.4,2021
4373,530601910260001,285,95.8,0.0,0.0,46.3,6.1,2021
4419,530903030160002,1827,90.2,0.0,3.4,48.1,2.6,2021
4421,530903080160001,1395,87.8,1.7,3.8,22.1,1.9,2021
4423,530903090160001,995,84.2,2.3,5.8,52.8,3.3,2021
4427,530907010260001,310,95.5,0.0,0.0,20.6,1.3,2021
4431,530907020260001,330,90.9,0.0,3.6,14.5,1.5,2021
4435,530907030260001,132,93.2,0.0,0.0,25.0,5.8,2021
4439,530907090260006,1009,90.7,1.7,3.6,17.4,0.9,2021
4450,531020060260001,308,84.1,0.0,9.1,42.9,3.2,2021
4455,531020110260001,359,89.1,0.0,6.1,35.4,1.6,2021
4460,531020210260001,139,91.4,0.0,0.0,50.4,6.7,2021
4463,531020600260001,139,94.2,0.0,0.0,18.7,2.8,2021
4470,531021220170001,916,90.4,1.2,3.9,18.0,1.5,2021
4472,531021400260001,450,94.4,0.0,2.7,20.4,1.6,2021
4481,540920020260004,374,87.4,0.0,5.9,60.4,5.1,2021
4485,540920040260004,252,84.9,4.4,0.0,62.7,4.0,2021
4493,540920110260005,325,78.5,0.0,16.3,46.8,2.0,2021
4500,540920760260001,303,89.1,0.0,6.3,42.9,3.7,2021
4504,540921180240022,1328,39.5,40.6,9.9,64.2,7.2,2021
4515,540922250170001,137,92.0,0.0,0.0,38.0,5.1,2021
4517,540925120260001,251,93.2,0.0,0.0,42.2,2.5,2021
4619,56099200U260001,347,75.8,3.7,18.4,25.9,2.2,2021
4623,56099201U260001,1417,15.3,64.9,14.7,67.1,1.5,2021
4632,560992020220001,2054,55.1,8.7,27.8,34.2,1.4,2021
4633,560992020220002,2353,49.5,14.6,29.6,34.4,2.2,2021
4634,560992020220003,2320,64.9,7.5,14.4,16.9,1.4,2021
4635,560992020220004,2081,40.2,15.8,27.2,32.4,2.0,2021
4664,560992040170001,3282,12.7,16.9,67.0,59.6,6.0,2021
4665,560992040170003,3296,32.9,21.9,40.6,43.2,4.1,2021
4667,560992050170001,3864,71.0,4.8,19.5,17.6,1.5,2021
4669,56099207U260001,451,84.3,0.0,11.1,20.2,2.3,2021
4675,56099209U260001,422,87.9,0.0,8.3,27.0,0.9,2021
4680,560992100160001,1977,83.6,1.6,11.1,8.0,0.3,2021
4681,560992100160002,2742,73.6,8.0,10.7,6.4,0.8,2021
4682,560992100160004,1929,81.8,1.6,12.6,8.1,0.2,2021
4684,56099255U260001,460,86.7,0.0,7.8,33.9,2.5,2021
4688,56099365U260007,3351,18.1,26.2,43.6,61.5,2.4,2021
4689,56099365U260008,1883,30.4,14.6,46.7,61.1,0.7,2021
