schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout
480723230262003,386,60.1,6.5,4.4,15,     
480723230262004,390,67.2,5.1,2.8,12.3,     
480723230262005,470,50.4,14.9,3,24.7,     
480723230262006,751,52.7,3.9,2.1,2.4,     
480723250260005,207,74.9,8.7,5.8,51.7,5.3
480723250262005,578,67.3,13.1,4.7,98.6,     
480723260260005,404,91.6,1.2,4.2,27.7,0.9
480723260262004,327,86.9,1.5,9.5,27.5,     
480723270260008,254,92.5,0.4,2.8,22.8,0.4
480723270262004,460,93,0.7,3.5,26.7,     
480723270262006,206,93.2,0,2.9,29.1,     
480723280032001,161,88.8,0.6,5.6,14.9,     
490810290022001,217,81.1,6.5,10.6,31.3,     
490810300170001,1668,54.7,12.5,26,59.4,1.4
490810340021001,200,55,14,24,47,     
490810340022003,453,58.1,10.8,24.5,65.1,     
490810360022002,282,53.5,28.7,8.5,89.7,     
490810370021002,1178,42.9,19.6,28,99.2,     
490810370022001,352,48,18.5,23,98.3,     
490810370022003,365,38.9,14,41.4,96.2,     
490810370022008,415,42.7,19,27,95.9,     
490810370022009,426,28.4,42.3,15.5,97.9,     
490810400220001,2037,58,7.5,26.7,42.8,0.6
490810400221003,749,52.9,5.9,35.6,56.7,     
490810400221004,853,61.1,10.1,19.9,46.9,     
490810400222007,302,62.3,9.3,17.2,53.3,     
490810400222011,279,57.3,10.4,29.7,50.9,     
490810400222014,579,60.4,6,26.1,50.6,     
490810400222016,424,14.9,4.7,77.6,89.4,     
490810400222017,318,47.8,14.8,30.5,63.8,     
490810400222019,304,87.5,0.7,5.9,26.3,     
490810400222021,321,57.3,7.8,26.8,42.4,     
490810400222022,253,38.7,32.4,19,75.5,     
490810400222023,196,49.5,9.2,37.8,68.4,     
490810400222026,266,46.6,11.3,11.7,35.7,     
490810410250001,1657,47.9,31.4,11.4,60.4,2.2
490810410251003,388,43,35.1,7.5,70.9,     
490810410251005,510,43.9,32.9,16.7,57.5,     
490810410252007,412,58.5,14.1,19.4,50.5,     
490810410252008,424,36.1,25.5,5.9,74.1,     
490810410252009,374,68.2,11,12,36.4,     
490810410252010,302,14.2,54.3,9.9,63.2,     
490810410252015,296,27.7,28.7,32.1,87.2,     
490810410252016,280,66.1,22.1,6.8,77.5,     
490810410252017,399,62.9,22.6,8,67.2,     
490810410252020,525,14.7,62.7,12.4,80.2,     
490810410252021,554,44.4,33.6,15.3,63.4,     
490811000260001,326,94.5,0.3,1.5,22.7,1.2
490811000261002,278,91.7,0,1.4,29.1,     
490811000262007,571,93.2,0.4,2.6,25.9,     
490812000260001,475,88.4,2.1,4.8,22.9,0.2
490812000261001,213,92.5,1.4,3.8,24.4,     
490812000262003,213,88.7,1.4,5.2,33.8,     
490812000262006,246,90.2,0.8,4.9,30.9,     
490812000262007,303,91.4,0,5,47.2,     
490813000260001,367,95.9,0,1.9,19.9,1.6
490813000261002,278,94.6,0.7,4,23.4,     
490813000262003,269,95.9,0.4,0.7,22.3,     
490813000262005,70,95.7,0,2.9,20,     
490813000262006,144,97.2,0.7,1.4,14.6,     
500820090260003,272,69.9,21,1.5,41.9,2.7
500820090262002,338,63.6,26.6,1.5,50.6,     
500820190260001,1059,70.8,13.7,5.1,17.8,0.7
500820190261002,845,68.9,10.1,7.3,21.8,     
500820190262003,898,83.1,4.9,5,24.5,     
500820190262006,760,58.6,15.4,10.9,25.9,     
500820190262007,304,68.8,12.5,5.6,10.2,     
500820300032001,87,92,1.1,3.4,18.4,     
500820400260001,268,96.6,0,0.4,59.7,1.6
500820400262002,325,91.4,0.3,0.3,60.3,     
500820600260003,170,97.1,0,1.2,25.9,2.4
500820600261001,105,94.3,2.9,1,37.1,     
500820600262001,218,95.9,0.9,0,22.9,     
500820700042001,262,93.9,0,3.4,2.7,     
500820700042003,509,94.7,0.4,2.2,8.1,     
500820770160001,661,96.1,1.7,1.2,16.5,0.6
500820850021001,250,64,23.2,4,35.2,     
500820850022001,327,71.6,16.5,2.4,37.6,     
500820900041002,592,68.8,16.2,5.1,14.5,     
500820900041003,681,69.9,16.2,4.6,22,     
500820900042002,390,71.3,12.3,5.6,23.8,     
500820900042003,393,75.3,14.5,3.6,22.9,     
500820900042004,344,57.8,25.9,7,32.3,     
500820900042005,593,65.6,22.8,3.9,19.6,     
500820900042006,644,71,15.7,3.9,23.1,     
500821040021001,235,46.4,36.2,7.7,60.4,     
500821040022001,384,45.6,29.9,9.9,57,     
500821050021001,208,31.7,49,9.1,43.8,     
500821050022002,504,37.9,40.5,6.9,47.2,     
500821100041006,236,45.3,42.4,4.2,48.3,     
500821100042002,327,45.9,39.4,3.4,55.7,     
500821130021001,372,68.3,14,7,14,     
500821130022001,425,68.9,14.1,4.9,14.6,     
500821150021001,570,34.6,51.8,3.3,51.6,     
500821150022001,754,33.3,50.8,3.2,58.9,     
500821160022001,421,46.3,33.3,8.6,72,     
500821180021012,395,54.2,37,3,61.5,     
500821180021013,370,39.2,51.9,3.2,69.7,     
500821180022001,549,26,62.5,4,76.1,     
500821180022004,288,53.8,27.4,5.9,67.4,     
500821180022005,163,26.4,54.6,2.5,87.7,     
500821180022006,170,55.9,33.5,2.9,74.1,     
500821180022007,386,51,36.3,3.6,67.1,     
500821180022009,347,59.4,28.2,2.6,53.3,     
500821180022010,462,37.7,48.7,6.5,74.7,     
500821180022013,534,47.4,39.9,6.4,47.8,     
500821190022001,991,31.1,53.7,1.7,66.3,     
500821300042001,518,97.1,0.6,0.8,13.7,     
500821600042001,505,93.1,2.2,1.6,15,     
500821600042002,281,94.7,3.2,0.7,12.1,     
500821750021001,191,49.2,40.8,4.2,61.8,     
500821750022002,397,54.9,37,2.8,71,     
500821750022003,239,40.2,46.9,2.9,68.6,     
500821810022001,348,44,45.4,2.6,48,     
500821870260011,927,6.8,90.5,1.4,84.3,5.6
500821870261014,204,4.4,92.6,0.5,91.7,     
500821870261015,193,2.6,95.3,1,92.7,     
500821870262002,244,3.3,94.3,0.8,93.4,     
500821870262005,311,3.5,90.4,1.3,93.2,     
500821870262007,276,0.7,94.9,0.7,96,     
500821870262008,298,8.4,84.9,2.3,90.6,     
500821870262009,295,7.1,87.1,1.7,90.5,     
500821870262010,354,2.5,91.2,2.5,92.7,     
500821870262014,267,22.1,65.9,5.6,74.5,     
500821880220001,24,0,95.8,0,95.8,0
500821880221001,21,0,95.2,0,100,     
500821880222001,87,2.3,96.6,0,98.9,     
50082189022001C,109,0.9,97.2,0.9,98.2,0
500821890220043,1289,0.5,98.1,0.9,98,2.9
500821890221007,854,0.5,96.7,2.7,99.3,     
500821890221036,716,0.1,99.7,0,98.3,     
500821890222008,522,0,99.2,0,94.1,     
500821890222038,453,0,99.1,0.2,95.4,     
500821890222054,401,0.2,99,0.2,94.5,     
500821890222055,389,0.3,98.7,0,90.5,     
500821890222056,526,1.1,90.3,7.8,87.8,     
500821960260001,281,88.6,4.3,2.8,50.5,2.1
500821960261001,141,88.7,3.5,2.1,61.7,     
500821960262006,630,85.4,4.4,4,69.8,     
500822010170001,2557,46.1,39.9,4.7,41.6,0.7
500822010170002,2157,53.1,37.1,3.2,47.2,0.3
500822030170001,2405,64.7,19.6,5,24.4,0.9
510652000260001,110,95.5,0,2.7,34.5,0
510652000262001,109,91.7,4.6,1.8,39.4,     
510652020260001,487,94.3,0.6,0.6,35.1,0
510652020262003,358,94.7,0.8,0.6,34.4,     
510652020262006,291,94.2,1.4,0.3,40.9,     
510652130260001,289,94.1,0.3,1.7,22.5,0.3
510652130261001,171,97.7,0.6,0.6,26.9,     
510652130262001,258,92.6,3.9,1.6,32.6,     
510652130262003,380,92.6,1.3,2.1,29.7,     
510840010260001,159,97.5,0,0.6,29.6,0.6
510840010261001,127,89,3.1,3.1,28.3,     
510840010262001,297,92.6,0.7,2,38.4,     
51084003A260001,774,92.2,1.9,0.9,12.7,0.1
51084003A261002,395,93.9,0.8,0.8,11.6,     
51084003A262003,285,91.9,1.4,1.8,14,     
51084003A262004,498,90.6,2.4,1.8,16.1,     
51084003A262005,321,91,0.9,1.6,15,     
510840050260001,1382,81.2,5.9,3.8,16.9,0.9
510840050261002,720,79,6,2.8,19.7,     
510840050262003,645,76.6,7.3,2.8,22.8,     
510840050262004,589,80.3,4.1,3.2,22.4,     
510840050262005,721,81.3,5.8,3.1,19.3,     
510840050262006,655,77.9,4.7,3.7,18.9,     
510840080260001,423,93.4,1.4,2.1,13.7,0
510840080261001,391,90.8,1.3,2,14.1,     
510840080262004,466,91,2.4,2.1,6,     
510840100260001,389,95.4,1,1.3,30.8,0.8
510840100261001,304,92.1,0.3,1.3,35.2,     
510840100262003,383,91.1,1,4.2,29.5,     
510840100262004,281,90.4,0.7,3.9,41.6,     
510840110260001,283,98.2,0.4,0,26.9,1.1
510840110262001,353,94.3,0.6,0.6,30.6,     
510840140260001,420,94.8,1,0.2,45.7,1.2
510840140261001,419,93.8,1.9,0.7,58.2,     
510840140262003,623,89.1,6.1,0.5,65.7,     
510840150260001,467,95.7,1.3,0.6,7.3,0
510840150261001,367,93.7,1.1,1.1,10.9,     
510840150262004,629,95.2,0.5,0.6,8.4,     
510840150262005,94,95.7,0,0,14.9,     
510840160260001,260,93.8,1.2,0.8,32.7,0.8
510840160261001,202,94.6,0,1,32.2,     
510840160262001,462,93.9,1.3,0.6,34,     
510841860250001,1254,47.9,39.6,2.2,70.7,0.6
510841860250002,1506,54.2,28.6,4.2,37.5,1.7
510841860250003,1206,39.3,48.8,2.8,63.6,3.2
510841860250004,85,42.4,47.1,1.2,76.5,21.2
510841860251006,814,47.5,35.1,2.9,52.1,     
510841860251007,576,43.2,41,3.1,67.5,     
510841860251009,672,45.4,43.9,3.6,77.8,     
510841860252010,298,47,39.6,3.4,71.5,     
510841860252012,372,45.2,37.9,3,59.9,     
510841860252013,265,33.6,49.4,2.3,78.9,     
510841860252015,466,38,45.7,3.6,67.8,     
510841860252016,344,40.4,43.6,3.5,84.3,     
510841860252017,290,45.9,37.6,1.4,71.7,     
51084186025201C,387,42.9,38,5.4,56.6,     
510841860252020,187,27.3,64.7,2.1,79.1,     
510841860252021,443,53.5,13.5,3.2,18.5,     
510841860252022,196,39.3,48,2,62.2,     
510841860252024,311,50.8,30.9,4.2,32.8,     
510841860252026,285,50.9,28.8,4.9,43.2,     
510841860252027,249,26.9,63.1,1.2,85.1,     
510841860252028,257,35.8,47.5,1.6,86.8,     
510841860252032,361,56.8,27.1,2.5,78.7,     
510841860252033,311,43.7,35.7,3.9,49.8,     
510841860252035,222,45,32,11.3,68.5,     
510841860252037,419,33.4,53.5,3.6,84,     
510841860252040,277,57,31,3.2,65,     
510841860252042,600,32.5,52,2.8,82.2,     
510841860252044,414,29.7,55.1,1.9,85.7,     
510841860252045,244,38.9,49.2,2,88.9,0
510841860252046,246,30.1,50,4.1,77.6,     
510841860252049,439,47.6,31.7,3.2,46.5,     
530601260260001,298,98.7,0.7,0,48.3,2.3
530601260261001,292,96.9,0,0,50,     
530601260262002,394,96.7,1,0,57.1,     
530601890260001,220,94.5,0,0.5,51.4,5.5
530601890261001,137,95.6,0,2.2,48.2,     
530601890262001,335,94.9,0.9,1.5,44.2,     
530601910260001,295,96.3,1,0.7,42.7,1.4
530601910261003,245,94.3,1.2,3.3,50.2,     
530601910262003,408,95.8,1,1,56.4,     
530900500022001,338,87,1.8,5,58,     
530900500022002,425,89.4,1.2,3.8,59.8,     
530900510022001,705,90.6,0.7,3.1,13.9,     
530900510022004,655,90.4,1.2,4,9,     
530900520021001,433,92.4,0.9,1.6,23.1,     
530900520022002,516,90.3,1.9,1.4,25.8,     
530900760021005,258,88.4,3.5,4.7,76.4,     
530900760022004,333,89.5,1.5,4.5,74.5,     
530900850022001,153,85,3.9,5.9,30.1,     
530900860021011,553,84.4,2.9,5.4,43.6,     
530900860022001,174,89.7,2.9,2.3,31.6,     
530900860022002,200,87.5,3,5.5,38.5,     
530900860022003,166,85.5,3.6,4.2,65.7,     
530900860022005,180,86.7,0.6,7.2,63.3,     
530900860022008,171,85.4,2.9,5.3,55.6,     
530900860022010,174,86.8,2.9,4.6,59.8,     
530900980022001,240,91.7,1.3,1.3,30,     
530901020021003,192,92.2,0,2.6,50.5,     
530901020022001,177,89.8,0,2.3,45.2,     
530901020022002,226,85,0.4,4.4,53.5,     
530901080021002,365,93.4,0,1.1,52.6,     
530901080021012,373,91.7,0.3,2.4,59.5,     
530901080022004,364,92,1.9,1.9,67.3,     
530901080022008,322,87.6,1.2,2.5,67.7,     
530901080022009,220,90.5,0.5,2.3,49.5,     
530901080022010,185,95.1,1.1,0.5,42.7,     
530901080022012,261,86.2,0.8,5.7,62.1,     
530901080022013,617,91.4,0.8,2.8,60,     
530901080022014,184,89.1,1.6,1.1,63.6,     
530901080022015,512,91.2,0.6,2.3,58.4,     
530901370022001,225,96,0,0,66.7,     
530903030160002,1926,91.9,1,2.2,44.7,2.6
530903080160001,1318,92.9,1.3,2.6,21.4,0.5
530903090160001,1018,87,2.5,4.3,49.9,0.5
530906060042001,50,98,0,2,44,     
530907010260001,330,95.5,0.3,2.7,23.6,0.9
530907010262002,220,93.6,0.5,3.6,26.4,     
530907010262003,501,94.6,1,2.2,24.6,     
530907020260001,299,93.3,0,3,10.7,0.3
530907020261001,295,91.9,1.7,3.4,11.5,     
530907020262003,363,92.8,1.1,3.3,16.3,     
530907030260001,137,94.9,2.9,2.2,27,1.5
530907030261001,79,92.4,1.3,5.1,35.4,     
530907030262001,249,97.2,1.6,0.4,37.8,     
530907090260006,931,92.3,1.9,1.7,13.4,0.9
530907090261005,456,90.1,1.8,2.9,14.9,     
530907090262001,385,90.1,1.3,2.1,15.8,     
530907090262002,364,90.1,1.9,2.2,33,     
530907090262003,520,94,0.8,2.5,9.8,     
530907090262004,359,89.7,3.6,1.7,12,     
531020010042001,887,94.9,0.1,2.3,19.1,     
531020020042001,244,89.8,1.6,0.4,45.9,     
531020060260001,337,87.5,0.3,4.2,39.2,2.1
531020060262001,160,93.8,0,3.1,46.9,     
531020060262002,257,89.1,0.8,5.4,55.6,     
531020060262003,285,82.8,1.1,6.7,46.7,     
531020110260001,374,92.8,0.8,3.5,30.7,0.5
531020110261001,261,90,0.4,5.4,31.4,     
531020110262001,179,88.8,2.2,4.5,42.5,     
531020110262002,352,90.9,1.7,3.1,33.2,     
531020110262003,80,93.8,1.3,1.3,35,     
531020210260001,159,89.9,2.5,4.4,41.5,2.7
531020210262003,202,96.5,0.5,1.5,57.9,     
531020600260001,170,95.3,0.6,2.9,28.2,2.4
531020600261002,136,92.6,0.7,1.5,34.6,     
531020600262003,192,94.8,1.6,0.5,26,     
531020690022001,584,93.3,1.9,1.9,12.8,     
531020690022002,279,93.5,3.2,1.4,17.2,     
531021220170001,984,91.9,1.1,2.7,14.9,0.6
531021400260001,492,94.5,0.2,2.4,20.3,1.6
531021400261002,449,93.8,0.9,2.4,23.4,     
531021400262003,431,91.9,0.9,2.6,29,     
531021400262004,90,92.2,4.4,1.1,15.6,     
531021400262005,97,97.9,0,1,13.4,     
540920010260005,335,92.8,0.6,2.4,28.4,0.6
540920010261001,247,93.1,0.4,3.6,32.4,     
540920010262001,349,89.7,0.9,7.2,39,     
540920020260004,389,93.8,1,2.8,50.6,1
540920020261003,201,88.1,1,6,62.2,     
540920020262001,727,91.3,0.8,2.8,67.5,     
540920040260004,314,91.1,1.9,1.3,51.9,3.8
540920040261003,219,86.8,1.8,2.3,54.3,     
540920040262002,494,91.1,1.6,1.6,63.6,     
540920070262001,327,92.4,0.6,4.3,59.9,     
540920100262001,153,84.3,1.3,0,45.1,     
540920110260005,396,82.3,0,15.9,50.8,3
540920110261001,187,77.5,1.1,17.6,63.6,     
540920110262001,205,75.6,0,19.5,63.9,     
540920110262002,189,75.7,0,19,62.4,     
540920110262003,309,74.1,1,15.5,77.3,     
540920610032001,72,91.7,1.4,0,45.8,     
540920760260001,305,87.2,1,4.3,37.7,0.7
540920760261001,152,86.8,0,5.3,46.7,     
540920760262003,511,91,2.2,5.1,49.3,     
540921180240022,1529,46.7,36.7,9.5,65.1,6.6
540921180241020,842,42.2,41.6,8,77.8,     
540921180241021,824,34.7,47.3,7.2,83.1,     
540921180242005,212,35.8,42.5,11.3,72.2,     
540921180242008,233,25.3,53.6,10.7,86.7,     
540921180242010,246,25.2,50,6.5,83.3,     
540921180242013,317,58.7,21.1,15.5,34.7,     
540921180242019,392,25.8,55.6,6.1,92.9,     
540921180242020,768,27,54.4,7.9,89.6,     
540921180242021,545,47.7,30.3,9,85,     
540922250170001,138,94.9,2.2,0,37,0.7
540925120260001,278,98.6,0.4,0.7,28.4,1.8
540925120261001,190,94.7,0.5,3.2,24.2,     
540925120262001,246,95.9,0,0,28.9,     
540925120262002,182,94,1.6,3.3,59.9,     
560990170021001,300,87,1.7,9.7,12,     
560990170022001,406,82.5,2.5,11.3,17.2,     
560990170022002,287,84.3,1,11.8,16.4,     
560990170022003,280,86.1,1.1,10.7,16.1,     
56099030C041001,880,52,12.2,30.8,34.3,     
56099030C042002,433,68.4,4.4,22.2,30.7,     
56099030C042003,477,53,9.4,30.4,41.7,     
56099030C042004,419,45.1,16.5,33.4,45.8,     
56099030C042005,618,50.8,7.8,32,38.3,     
56099030C042006,960,52.1,11.8,29.4,33.8,     
56099030C042007,468,56.2,10.9,26.1,28,     
56099033C041001,862,84.6,0.9,9.3,11.5,     
56099033C042003,357,88,0.8,8.4,20.4,     
56099033C042005,869,85.7,0.8,9.8,12.7,     
56099033C042006,658,86.6,1.5,8.5,14.3,     
56099033C042007,509,86.1,1,10,8.4,     
56099033C042008,465,88.8,0.9,5.8,8,     
56099070C042001,312,6.7,54.2,34.9,72.8,     
56099070C042002,143,18.9,38.5,37.8,81.8,     
560990810022001,103,46.6,20.4,24.3,92.2,     
560990840022001,291,31.3,8.2,56,74.9,     
560990860051001,668,14.1,25.1,53.7,99.7,     
560990860051002,857,3.6,9,85.6,99.3,     
560990860051003,1135,19.7,23.3,52.6,99.1,     
560990860051004,816,8.9,34.7,51,99.3,     
560990860052001,366,12.8,30.3,42.3,99.5,     
560990860052002,558,9.5,9.9,68.1,99.3,     
560990860052003,261,41.4,22.2,31.4,100,     
560990860052004,662,6.8,41.4,39.9,98.3,     
560990860052005,376,11.2,18.9,56.6,85.1,     
560990860052006,471,11.9,11.7,58,99.6,     
560990860052007,407,3.4,42,41,85.3,     
560990860052011,492,3.5,12.8,68.1,99.8,     
560990860052013,409,10.3,44.3,30.6,98.3,     
560990860052015,580,16.2,18.4,49,98.4,     
560990860052020,423,25.3,15.8,44.4,98.6,     
560990860052022,459,3.5,28.8,58.4,99.8,     
560990860052024,836,2.2,3.9,84.2,99.8,     
560990860052025,655,15.4,25.6,44.1,99.2,     
560990860052027,636,4.9,25.3,57.7,98.9,     
560990880022002,471,40.8,11.3,39.7,68.4,     
56099088A021001,418,44.3,14.4,34.9,41.4,     
56099088A022001,515,41.7,14.8,36.3,46.4,     
560990890022002,311,11.3,40.2,42.1,64.6,     
560990900022001,315,77.8,1.9,16.2,36.5,     
560990910021001,351,83.2,1.4,6.8,26.8,     
560990910022001,280,76.1,1.4,13.2,31.1,     
560990920021001,583,87.3,0.9,8.4,20.2,     
560990920022003,300,81,0.7,14.7,25,     
560990920022004,284,83.8,1.1,10.2,25.4,     
560990920022005,352,83.8,1.1,9.9,29.8,     
560991140021001,464,85.6,1.1,10.6,14.2,     
560991140022001,473,87.5,0.4,9.3,14.4,     
560991140022002,472,87.5,1.1,10.2,10.4,     
560991220021005,590,89,0.8,6.1,8.3,     
560991220021006,681,85.6,1.9,9.1,12.3,     
560991220022002,440,87,1.8,8.6,13.9,     
560991220022004,427,88.5,1.9,7.5,12.9,     
560991220022005,464,85.3,1.3,9.9,11.2,     
560991220022008,357,87.7,0.8,8.4,21.3,     
560991220022010,328,87.8,0.6,7,15.9,     
560991220022013,467,86.3,2.1,7.5,17.1,     
560991220022014,412,87.6,1,8.3,11.7,     
560991220022015,442,91,1.1,5,7,     
560991220022016,456,90.4,1.3,3.9,5.7,     
56099157C041001,848,80.3,5.7,7.7,2.6,     
56099157C042002,823,81.9,6.3,6.1,4.3,     
56099157C042004,807,83.6,5.6,5.2,5.7,     
560991590021001,531,85.7,2.3,7.7,15.6,     
560991590022002,688,88.1,1.7,5.8,18.3,     
560991590022004,333,86.8,1.8,8.1,18.6,     
560991610021001,757,75,5.9,11.5,11.4,     
560991610022001,228,71.5,3.9,16.2,20.6,     
560991610022003,218,83,2.8,10.6,20.2,     
560991610022004,415,74.2,8.2,12.8,13.7,     
560991610022005,704,75.3,6.4,12.1,13.8,     
560991610022006,737,78.4,5,8.5,12.2,     
56099200U260001,328,80.2,1.2,15.5,18,0.6
56099200U261001,256,78.5,2.7,17.2,25.8,     
56099200U262002,433,77.4,1.8,17.8,25.6,     
56099201U260001,1634,19.7,65.7,9.4,67.7,0.4
56099201U261002,1103,19.4,64.3,12.1,68.2,     
56099201U262003,482,27.2,52.5,16,77,     
56099201U262004,373,25.2,53.1,13.9,75.9,     
56099201U262006,490,35.5,44.5,15.3,57.1,     
56099201U262007,304,6.6,83.2,6.6,88.2,     
56099201U262008,291,20.6,66.7,7.6,58.4,     
560992020220001,2068,59.9,8.7,24.7,30.7,0.6
560992020220002,2565,58.1,9.7,26.2,28.2,0.6
560992020220003,2303,66.7,7,14,14,0.3
560992020220004,2239,44.9,17,26.6,29.5,0.2
560992020221002,743,56.3,10.6,24,30,     
560992020221003,1014,57.3,8.1,26.2,35.7,     
560992020221004,1024,61.4,7.3,14.5,14.4,     
560992020221005,772,58.9,9.8,25.8,28.1,     
560992020221006,866,67,6.9,14.5,17,     
560992020221007,1021,55.4,13.1,25.5,31,     
560992020221008,1193,44.6,15.3,24.1,26.2,     
560992020222003,751,58.6,7.6,23,29.2,     
560992020222004,378,51.9,9.5,31.7,44.2,     
560992020222005,603,56.9,8,29.7,37,     
560992020222006,553,72.2,4.2,11.6,11.2,     
560992020222007,491,58.9,9.6,25.5,26.9,     
560992020222008,672,35.1,16.5,36.5,45.2,     
560992020222009,751,64.7,7.3,20.1,26.6,     
560992020222010,556,59.2,9.4,26.1,37.4,     
560992020222011,579,41.1,16.2,34.4,42.1,     
560992020222012,633,57.7,8.4,26.4,30.3,     
560992020222013,707,70.3,5.7,12.3,12.2,     
560992020222014,799,67.6,5.6,15.1,15.3,     
560992020222015,619,54.4,13.2,24.9,30.4,     
560992020222016,642,50.6,12.9,16.7,16.4,     
560992020222017,764,63,5.6,13.4,14.1,     
560992020222018,600,54.2,12.2,26.2,33.3,     
560992020222019,639,42.1,14.2,21.1,29.6,     
560992030042001,361,85,4.4,8.9,25.8,     
560992040170001,3116,17.3,18.1,61.3,75.5,4
560992040170003,3269,34.5,24.2,36.5,50.3,2.7
560992050170001,3710,72.4,6,17.7,17.3,0.9
56099207U260001,530,86,1.1,8.1,20,1.7
56099207U261002,344,88.7,0.6,7.6,19.8,     
56099207U262003,351,85.5,2,8.8,28.8,     
56099207U262005,239,85.4,1.3,10.5,25.9,     
56099209U260001,465,92,0,3.2,38.1,0.2
56099209U261002,306,93.5,0.3,4.2,43.5,     
56099209U262003,224,96,0.4,1.8,45.1,     
56099209U262004,371,91.4,0.3,4.9,43.4,     
560992100160001,2157,86.3,1.1,9.1,10.8,0.1
560992100160002,2916,79,6,9.3,7.3,0.1
560992100160004,1898,84.7,1.8,10.4,10.9,0.2
56099255U260001,470,91.3,0,5.5,36.2,1.7
56099255U261001,365,87.4,0.8,5.2,38.1,     
56099255U262001,454,90.1,1.5,3.3,45.8,     
56099255U262002,223,89.2,0.9,5.8,48.4,     
56099365U260007,3469,19.7,26.9,40.9,59.4,2.2
56099365U260008,1886,35.5,13.3,44.1,58.5,1
56099365U261003,791,32.5,12.3,46.9,57.4,     
56099365U261004,1130,21,23.7,41.7,61,     
56099365U261005,698,23.6,26.1,36,52.7,     
56099365U261006,674,17.5,20.6,54.9,77.2,     
56099365U261007,567,39.5,11.5,41.3,62.3,     
56099365U262001,764,41.9,11.6,33.2,53,     
56099365U262002,550,38.9,6.7,47.5,73.3,     
56099365U262003,458,6.3,16.6,69.4,88.6,     
56099365U262006,591,11.7,10,73.4,83.9,     
56099365U262008,384,21.4,36.5,32.8,72.4,     
56099365U262009,735,12.5,22.3,56.5,78.9,     
56099365U262010,624,24.8,20.7,41.7,62,     
56099365U262011,510,31.8,23.5,27.1,43.9,     
56099365U262012,625,16.2,29.4,43.2,71.2,     
56099365U262014,673,31.6,19.6,22.7,41.3,     
56099365U262015,597,21.6,22.1,41.9,53.9,     
56099365U262016,782,28,9.3,56.3,62,     
