year,mergecode,mathpass,elapass,totaltest,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,districtcode,state,year_21
18,070162310160001,32.2,34.6,205,824,44.2,32.8,18.6,25.8,0.5,171458001810,0.0,0.0,1.0,0.0,07016231016il,il,0
19,070162310160001,36.1,34.2,199,806,41.2,33.6,21.0,31.6,1.5,171458001810,0.0,0.0,1.0,0.0,07016231016il,il,0
21,070162310160001,24.8,23.4,226,851,37.0,30.8,28.6,37.5,0.9,171458001810,1.0,0.0,0.0,0.5,07016231016il,il,1
17,070162330160001,30.7,40.3,682,2723,18.6,68.6,7.5,22.7,0.3,171956002235,0.0,0.0,1.0,0.0,07016233016il,il,0
18,070162330160001,29.2,39.0,664,2757,18.7,68.8,7.8,22.6,0.3,171956002235,0.0,0.0,1.0,0.0,07016233016il,il,0
19,070162330160001,36.3,40.0,663,2771,18.3,70.1,7.3,19.6,2.2,171956002235,0.0,0.0,1.0,0.0,07016233016il,il,0
21,070162330160001,21.7,28.6,660,2782,16.1,70.1,8.2,6.0,1.6,171956002235,0.0,1.0,0.0,1.0,07016233016il,il,1
17,07016901025001C,24.4,41.1,90,522,1.5,94.3,2.3,55.7,0.0,170140006135,0.0,0.0,1.0,0.0,07016901025il,il,0
18,07016901025001C,35.6,44.9,118,531,0.0,92.7,3.4,43.7,0.0,170140006135,0.0,0.0,1.0,0.0,07016901025il,il,0
19,07016901025001C,30.2,37.4,139,543,1.5,91.2,4.4,55.1,1.6,170140006135,0.0,0.0,1.0,0.0,07016901025il,il,0
21,07016901025001C,21.6,37.1,116,573,0.0,88.8,5.2,56.2,0.2,170140006135,0.5,0.5,0.0,0.75,07016901025il,il,1
17,080083080260001,32.7,42.9,141,283,92.6,0.4,4.9,31.8,0.5,170000705083,0.0,0.0,1.0,0.0,08008308026il,il,0
18,080083080260001,36.5,23.1,52,297,91.6,0.0,5.4,30.3,1.0,170000705083,0.0,0.0,1.0,0.0,08008308026il,il,0
19,080083080260001,51.0,49.1,54,321,92.8,0.0,3.7,33.3,3.4,170000705083,0.0,0.0,1.0,0.0,08008308026il,il,0
21,080083080260001,26.5,36.7,49,339,89.1,0.0,6.5,38.1,3.0,170000705083,0.0,0.0,1.0,0.0,08008308026il,il,1
17,080083140260001,26.5,28.9,85,341,86.5,1.8,7.9,48.7,2.6,170031004970,0.0,0.0,1.0,0.0,08008314026il,il,0
18,080083140260001,9.5,23.8,63,340,83.8,0.0,10.6,47.4,2.4,170031004970,0.0,0.0,1.0,0.0,08008314026il,il,0
19,080083140260001,12.2,17.6,74,311,83.0,1.9,11.3,46.9,7.8,170031004970,0.0,0.0,1.0,0.0,08008314026il,il,0
21,080083140260001,11.5,17.3,52,280,85.7,0.0,11.4,47.5,3.2,170031004970,0.2,0.0,0.8,0.1,08008314026il,il,1
17,080083990260002,27.8,27.8,38,174,94.8,0.6,1.1,25.3,1.7,170940005404,0.0,0.0,1.0,0.0,08008399026il,il,0
18,080083990260002,12.5,17.5,40,160,97.5,0.0,0.0,11.9,3.8,170940005404,0.0,0.0,1.0,0.0,08008399026il,il,0
19,080083990260002,16.7,33.4,42,152,97.4,0.0,0.0,21.7,3.8,170940005404,0.0,0.0,1.0,0.0,08008399026il,il,0
21,080083990260002,8.6,28.6,35,181,94.5,0.0,0.0,42.0,2.3,170940005404,0.3,0.0,0.7,0.15,08008399026il,il,1
17,080431190220003,41.7,43.3,60,203,95.6,0.5,2.0,22.7,0.5,171305001550,0.0,0.0,1.0,0.0,08043119022il,il,0
18,080431190220003,43.1,53.5,58,221,94.6,0.0,0.0,22.2,1.8,171305001550,0.0,0.0,1.0,0.0,08043119022il,il,0
19,080431190220003,36.0,38.0,50,219,92.7,0.5,3.2,19.6,4.3,171305001550,0.0,0.0,1.0,0.0,08043119022il,il,0
21,080431190220003,26.0,32.0,50,203,89.2,0.0,5.4,28.6,2.6,171305001550,0.6,0.0,0.4,0.3,08043119022il,il,1
17,080431200220002,43.1,48.3,58,239,82.0,2.5,13.4,37.2,0.4,171605001912,0.0,0.0,1.0,0.0,08043120022il,il,0
18,080431200220002,44.6,42.8,56,243,81.9,0.0,14.8,35.0,1.2,171605001912,0.0,0.0,1.0,0.0,08043120022il,il,0
19,080431200220002,35.0,43.3,61,236,80.5,0.8,15.7,29.2,3.2,171605001912,0.0,0.0,1.0,0.0,08043120022il,il,0
21,080431200220002,31.6,33.3,57,227,80.2,0.0,16.7,30.4,3.4,171605001912,0.0,0.0,1.0,0.0,08043120022il,il,1
17,080432050260001,28.6,22.9,130,204,96.1,0.0,1.0,30.9,0.9,174074004094,0.0,0.0,1.0,0.0,08043205026il,il,0
18,080432050260001,36.0,20.0,25,197,95.4,0.0,0.0,27.4,0.0,174074004094,0.0,0.0,1.0,0.0,08043205026il,il,0
19,080432050260001,38.9,38.9,18,189,97.9,0.0,0.0,27.5,8.9,174074004094,0.0,0.0,1.0,0.0,08043205026il,il,0
21,080432050260001,22.2,11.2,18,189,94.7,0.0,0.0,33.9,2.0,174074004094,0.4,0.0,0.6,0.2,08043205026il,il,1
17,080432060260003,32.5,47.5,42,190,96.3,0.5,0.0,36.8,1.1,173798003891,0.0,0.0,1.0,0.0,08043206026il,il,0
18,080432060260003,17.9,43.6,39,180,96.7,0.0,0.0,32.2,0.6,173798003891,0.0,0.0,1.0,0.0,08043206026il,il,0
19,080432060260003,33.4,46.2,39,176,97.2,0.0,1.7,36.9,1.6,173798003891,0.0,0.0,1.0,0.0,08043206026il,il,0
21,080432060260003,21.7,21.7,46,162,95.7,0.0,0.0,37.7,5.7,173798003891,0.3,0.0,0.7,0.15,08043206026il,il,1
17,080432100260002,52.8,30.6,36,144,86.8,4.2,3.5,43.1,1.4,170000105115,0.0,0.0,1.0,0.0,08043210026il,il,0
18,080432100260002,42.5,39.4,33,142,88.0,0.0,0.0,39.4,2.8,170000105115,0.0,0.0,1.0,0.0,08043210026il,il,0
19,080432100260002,50.0,35.3,34,147,85.0,2.7,4.8,39.5,1.3,170000105115,0.0,0.0,1.0,0.0,08043210026il,il,0
21,080432100260002,40.5,29.7,37,145,86.2,0.0,0.0,33.8,0.7,170000105115,0.4,0.0,0.6,0.2,08043210026il,il,1
17,080432110260002,40.0,26.7,15,59,98.3,0.0,0.0,23.7,1.7,173561003710,0.0,0.0,1.0,0.0,08043211026il,il,0
18,080432110260002,63.7,54.6,11,63,95.2,0.0,0.0,25.4,1.6,173561003710,0.0,0.0,1.0,0.0,08043211026il,il,0
19,080432110260002,33.4,13.4,15,69,92.8,0.0,0.0,30.4,1.4,173561003710,0.0,0.0,1.0,0.0,08043211026il,il,0
21,080432110260002,38.1,33.4,21,80,92.5,0.0,0.0,18.8,0.0,173561003710,0.7,0.0,0.3,0.35,08043211026il,il,1
17,080891450220001,13.6,24.7,247,1189,55.6,21.7,10.2,57.1,2.7,171590001902,0.0,0.0,1.0,0.0,08089145022il,il,0
18,080891450220001,15.5,29.0,258,1158,54.7,22.3,9.7,60.3,3.4,171590001902,0.0,0.0,1.0,0.0,08089145022il,il,0
19,080891450220001,10.6,23.3,267,1138,53.2,23.5,10.5,60.3,9.5,171590001902,0.0,0.0,1.0,0.0,08089145022il,il,0
21,080891450220001,11.3,17.9,212,1031,51.3,21.8,12.1,60.0,9.0,171590001902,0.91,0.0,0.09,0.45,08089145022il,il,1
17,080892000260001,37.8,45.9,37,133,97.0,0.0,3.0,24.1,1.5,173102003227,0.0,0.0,1.0,0.0,08089200026il,il,0
18,080892000260001,55.9,55.8,34,135,96.3,0.0,0.0,32.6,0.0,173102003227,0.0,0.0,1.0,0.0,08089200026il,il,0
19,080892000260001,37.0,40.7,28,132,93.9,0.0,3.0,28.0,4.1,173102003227,0.0,0.0,1.0,0.0,08089200026il,il,0
21,080892000260001,30.3,18.2,33,123,89.4,0.0,0.0,35.0,5.0,173102003227,1.0,0.0,0.0,0.5,08089200026il,il,1
17,080892010260001,30.6,37.1,195,379,91.8,1.1,3.2,28.8,0.0,171161001374,0.0,0.0,1.0,0.0,08089201026il,il,0
18,080892010260001,28.3,41.5,53,380,92.6,0.0,3.2,27.1,0.4,171161001374,0.0,0.0,1.0,0.0,08089201026il,il,0
19,080892010260001,32.4,44.1,68,378,91.5,1.1,4.0,27.0,3.6,171161001374,0.0,0.0,1.0,0.0,08089201026il,il,0
21,080892010260001,27.2,28.6,70,402,92.3,0.0,3.2,25.4,2.0,171161001374,0.3,0.0,0.7,0.15,08089201026il,il,1
17,080892020260001,42.9,41.1,57,226,94.7,3.1,1.3,38.9,1.8,172253002510,0.0,0.0,1.0,0.0,08089202026il,il,0
18,080892020260001,35.5,46.6,45,236,94.5,0.0,0.0,33.1,1.3,172253002510,0.0,0.0,1.0,0.0,08089202026il,il,0
19,080892020260001,28.6,36.5,65,248,94.4,2.8,2.8,33.9,2.0,172253002510,0.0,0.0,1.0,0.0,08089202026il,il,0
21,080892020260001,23.8,23.8,63,235,92.3,0.0,0.0,28.5,3.7,172253002510,0.0,0.0,1.0,0.0,08089202026il,il,1
17,080892030260001,44.4,44.4,18,101,95.0,0.0,3.0,16.8,0.0,173006003113,0.0,0.0,1.0,0.0,08089203026il,il,0
18,080892030260001,33.3,40.7,27,102,97.1,0.0,0.0,16.7,1.0,173006003113,0.0,0.0,1.0,0.0,08089203026il,il,0
19,080892030260001,30.4,30.4,23,105,99.0,0.0,1.0,15.2,0.9,173006003113,0.0,0.0,1.0,0.0,08089203026il,il,0
21,080892030260001,25.0,41.7,24,101,93.1,0.0,0.0,18.8,2.0,173006003113,0.18,0.0,0.82,0.09,08089203026il,il,1
17,090100010260001,34.0,37.7,143,276,92.8,1.4,1.4,33.0,1.1,171518001837,0.0,0.0,1.0,0.0,09010001026il,il,0
18,090100010260001,41.3,32.6,46,287,92.7,0.0,0.0,33.4,2.1,171518001837,0.0,0.0,1.0,0.0,09010001026il,il,0
19,090100010260001,30.2,27.9,43,280,93.6,1.4,0.4,36.8,4.7,171518001837,0.0,0.0,1.0,0.0,09010001026il,il,0
21,090100010260001,43.2,35.1,37,263,93.9,0.0,0.0,42.2,2.3,171518001837,0.7,0.0,0.3,0.35,09010001026il,il,1
17,090100030260001,65.4,63.2,238,957,91.1,1.4,2.3,17.9,0.6,172406002627,0.0,0.0,1.0,0.0,09010003026il,il,0
18,090100030260001,69.9,69.0,219,919,89.7,1.1,3.4,16.6,0.8,172406002627,0.0,0.0,1.0,0.0,09010003026il,il,0
19,090100030260001,64.8,58.5,211,937,87.2,1.1,4.7,18.1,2.8,172406002627,0.0,0.0,1.0,0.0,09010003026il,il,0
21,090100030260001,53.7,50.4,246,975,86.6,1.1,4.7,18.5,4.0,172406002627,1.0,0.0,0.0,0.5,09010003026il,il,1
17,090100040260001,40.4,38.2,281,1429,39.3,36.0,8.3,54.4,0.5,170942000545,0.0,0.0,1.0,0.0,09010004026il,il,0
18,090100040260001,41.3,40.0,320,1404,37.4,37.3,8.6,56.2,1.8,170942000545,0.0,0.0,1.0,0.0,09010004026il,il,0
19,090100040260001,34.7,35.6,339,1396,35.2,37.8,10.2,55.7,7.1,170942000545,0.0,0.0,1.0,0.0,09010004026il,il,0
21,090100040260001,26.8,27.5,291,1338,31.7,41.7,9.4,59.8,3.8,170942000545,0.4,0.6,0.0,0.8,09010004026il,il,1
17,090100040260002,39.0,41.5,287,1235,46.0,28.4,13.6,46.4,1.6,170942000546,0.0,0.0,1.0,0.0,09010004026il,il,0
18,090100040260002,41.1,44.3,289,1283,45.2,27.2,13.3,46.6,1.2,170942000546,0.0,0.0,1.0,0.0,09010004026il,il,0
19,090100040260002,39.0,40.7,297,1291,44.2,26.6,14.8,47.9,6.3,170942000546,0.0,0.0,1.0,0.0,09010004026il,il,0
21,090100040260002,32.9,38.4,295,1392,41.2,26.9,15.7,49.9,4.0,170942000546,0.4,0.6,0.0,0.8,09010004026il,il,1
17,090100070260007,42.4,45.6,126,555,93.2,0.5,0.2,25.2,0.2,173912003973,0.0,0.0,1.0,0.0,09010007026il,il,0
18,090100070260007,44.1,35.3,136,546,92.7,0.0,0.0,25.3,2.0,173912003973,0.0,0.0,1.0,0.0,09010007026il,il,0
19,090100070260007,26.8,31.4,135,535,91.4,0.9,1.1,24.7,2.5,173912003973,0.0,0.0,1.0,0.0,09010007026il,il,0
21,090100070260007,42.5,45.0,120,516,91.7,0.0,1.9,24.6,3.6,173912003973,0.0,0.0,1.0,0.0,09010007026il,il,1
17,090100080260001,13.3,40.0,30,166,94.6,1.2,0.6,25.3,1.2,170010605361,0.0,0.0,1.0,0.0,09010008026il,il,0
18,090100080260001,18.9,22.7,53,167,94.6,0.0,0.0,35.9,0.0,170010605361,0.0,0.0,1.0,0.0,09010008026il,il,0
19,090100080260001,15.4,23.0,40,159,94.3,1.9,0.0,33.3,7.7,170010605361,0.0,0.0,1.0,0.0,09010008026il,il,0
21,090100080260001,21.4,32.1,28,118,92.4,0.0,0.0,35.6,4.2,170010605361,1.0,0.0,0.0,0.5,09010008026il,il,1
17,090101160220001,24.8,32.6,242,1103,38.2,37.2,11.9,61.9,1.2,173996004015,0.0,0.0,1.0,0.0,09010116022il,il,0
18,090101160220001,21.6,32.2,283,1185,36.4,37.8,12.8,63.0,0.9,173996004015,0.0,0.0,1.0,0.0,09010116022il,il,0
19,090101160220001,20.6,28.8,292,1210,34.5,36.8,14.0,64.5,6.3,173996004015,0.0,0.0,1.0,0.0,09010116022il,il,0
21,090101160220001,22.7,31.2,212,1128,34.0,37.4,13.9,52.1,3.2,173996004015,0.9,0.1,0.0,0.55,09010116022il,il,1
17,090101930170001,13.5,20.0,158,786,47.2,25.4,18.1,62.6,5.5,173324003445,0.0,0.0,1.0,0.0,09010193017il,il,0
18,090101930170001,15.6,14.4,167,738,45.0,27.0,19.5,67.9,3.7,173324003445,0.0,0.0,1.0,0.0,09010193017il,il,0
19,090101930170001,12.3,13.5,178,760,40.3,27.8,22.8,71.1,7.6,173324003445,0.0,0.0,1.0,0.0,09010193017il,il,0
21,090101930170001,6.4,14.1,171,779,39.8,24.0,26.4,66.0,5.0,173324003445,1.0,0.0,0.0,0.5,09010193017il,il,1
17,090103050160001,64.5,56.1,108,468,92.3,1.3,1.3,6.4,1.1,173741003874,0.0,0.0,1.0,0.0,09010305016il,il,0
18,090103050160001,55.5,57.1,119,467,92.9,0.0,0.0,6.6,1.1,173741003874,0.0,0.0,1.0,0.0,09010305016il,il,0
19,090103050160001,60.0,57.3,110,453,93.6,0.9,0.9,4.9,1.7,173741003874,0.0,0.0,1.0,0.0,09010305016il,il,0
21,090103050160001,52.0,41.3,104,431,96.1,0.0,0.0,3.7,1.2,173741003874,0.8,0.0,0.2,0.4,09010305016il,il,1
17,090270050260001,41.8,47.8,67,328,92.4,0.0,1.5,32.3,0.6,170004100254,0.0,0.0,1.0,0.0,09027005026il,il,0
18,090270050260001,39.5,51.3,76,312,92.0,0.0,0.0,29.2,1.3,170004100254,0.0,0.0,1.0,0.0,09027005026il,il,0
19,090270050260001,42.1,47.4,77,300,91.0,0.0,2.7,32.3,4.0,170004100254,0.0,0.0,1.0,0.0,09027005026il,il,0
21,090270050260001,32.2,35.7,56,282,91.1,0.0,3.5,34.8,0.0,170004100254,1.0,0.0,0.0,0.5,09027005026il,il,1
17,090270100260001,38.5,30.3,110,463,92.7,0.9,5.6,38.4,2.4,170765005478,0.0,0.0,1.0,0.0,09027010026il,il,0
18,090270100260001,40.5,39.6,106,481,91.3,0.0,5.6,39.7,1.9,170765005478,0.0,0.0,1.0,0.0,09027010026il,il,0
19,090270100260001,30.9,33.6,114,462,92.0,1.3,4.5,38.5,5.8,170765005478,0.0,0.0,1.0,0.0,09027010026il,il,0
21,090270100260001,34.4,30.3,99,418,88.5,0.0,6.0,39.5,2.5,170765005478,0.4,0.0,0.6,0.2,09027010026il,il,1
17,11012002C260001,33.3,45.2,95,418,95.7,0.7,0.5,29.7,3.6,172487002695,0.0,0.0,1.0,0.0,11012002C26il,il,0
18,11012002C260001,29.9,30.9,97,391,95.7,0.0,0.0,26.6,0.5,172487002695,0.0,0.0,1.0,0.0,11012002C26il,il,0
19,11012002C260001,30.6,35.8,95,379,94.7,0.8,1.8,29.6,4.2,172487002695,0.0,0.0,1.0,0.0,11012002C26il,il,0
21,11012002C260001,27.5,34.8,69,360,94.7,0.0,0.0,27.2,3.1,172487002695,0.0,0.0,1.0,0.0,11012002C26il,il,1
17,11012003C260001,13.8,20.7,89,177,96.6,1.1,1.7,58.8,0.9,172490002700,0.0,0.0,1.0,0.0,11012003C26il,il,0
18,11012003C260001,7.1,17.9,28,172,97.7,0.0,0.0,60.5,0.9,172490002700,0.0,0.0,1.0,0.0,11012003C26il,il,0
19,11012003C260001,19.0,38.1,21,165,96.4,0.0,2.4,56.4,1.9,172490002700,0.0,0.0,1.0,0.0,11012003C26il,il,0
21,11012003C260001,15.8,15.8,19,151,96.0,0.0,0.0,58.3,4.0,172490002700,0.0,0.0,1.0,0.0,11012003C26il,il,1
17,11012004C260001,36.1,36.1,191,426,95.8,0.9,2.1,44.4,0.3,170000205087,0.0,0.0,1.0,0.0,11012004C26il,il,0
18,11012004C260001,25.3,18.3,71,390,95.1,0.0,0.0,46.2,1.1,170000205087,0.0,0.0,1.0,0.0,11012004C26il,il,0
19,11012004C260001,29.5,36.0,62,394,96.2,0.5,1.8,50.8,5.1,170000205087,0.0,0.0,1.0,0.0,11012004C26il,il,0
21,11012004C260001,18.2,23.6,55,356,95.2,0.0,2.8,43.3,3.7,170000205087,0.4,0.0,0.6,0.2,11012004C26il,il,1
17,110150010260001,36.5,41.8,190,806,89.0,3.2,4.7,39.7,3.5,170960000567,0.0,0.0,1.0,0.0,11015001026il,il,0
18,110150010260001,31.2,43.9,180,803,86.8,4.0,5.0,37.4,3.0,170960000567,0.0,0.0,1.0,0.0,11015001026il,il,0
19,110150010260001,32.6,36.9,191,811,87.2,3.9,4.1,39.7,6.8,170960000567,0.0,0.0,1.0,0.0,11015001026il,il,0
21,110150010260001,19.8,24.1,207,756,85.1,5.0,4.0,43.7,5.5,170960000567,0.45,0.0,0.55,0.23,11015001026il,il,1
17,110150020260001,23.2,32.5,255,1072,88.2,4.0,3.7,50.3,1.3,172505002734,0.0,0.0,1.0,0.0,11015002026il,il,0
18,110150020260001,26.2,31.1,248,1013,88.3,3.6,4.3,46.8,1.1,172505002734,0.0,0.0,1.0,0.0,11015002026il,il,0
19,110150020260001,36.0,31.6,236,954,88.1,3.9,4.1,47.4,3.0,172505002734,0.0,0.0,1.0,0.0,11015002026il,il,0
21,110150020260001,14.2,21.8,183,921,86.4,3.0,5.1,54.6,3.1,172505002734,0.4,0.2,0.4,0.4,11015002026il,il,1
17,110150050260002,15.8,5.3,19,75,100.0,0.0,0.0,33.3,0.0,172934003073,0.0,0.0,1.0,0.0,11015005026il,il,0
18,110150050260002,22.3,38.9,18,78,94.9,0.0,0.0,41.0,0.0,172934003073,0.0,0.0,1.0,0.0,11015005026il,il,0
19,110150050260002,0.0,37.5,16,73,89.0,1.4,4.1,42.5,2.6,172934003073,0.0,0.0,1.0,0.0,11015005026il,il,0
21,110150050260002,16.7,27.8,18,72,90.3,0.0,0.0,41.7,6.9,172934003073,0.0,0.0,1.0,0.0,11015005026il,il,1
17,110180030260001,37.8,37.8,183,325,96.6,0.9,0.0,42.2,3.2,172784002952,0.0,0.0,1.0,0.0,11018003026il,il,0
18,110180030260001,35.0,42.5,40,330,96.1,0.0,0.0,47.3,2.1,172784002952,0.0,0.0,1.0,0.0,11018003026il,il,0
19,110180030260001,33.4,43.8,48,336,95.2,1.2,0.9,4.2,3.3,172784002952,0.0,0.0,1.0,0.0,11018003026il,il,0
21,110180030260001,29.4,37.3,51,285,94.7,0.0,0.0,33.7,2.2,172784002952,0.0,0.0,1.0,0.0,11018003026il,il,1
17,110180770260001,20.3,34.4,65,274,97.1,0.0,0.0,29.2,2.2,173909003966,0.0,0.0,1.0,0.0,11018077026il,il,0
18,110180770260001,12.9,30.6,62,278,97.8,0.0,0.0,35.6,1.1,173909003966,0.0,0.0,1.0,0.0,11018077026il,il,0
19,110180770260001,26.0,27.5,69,269,98.1,0.0,0.0,38.7,1.0,173909003966,0.0,0.0,1.0,0.0,11018077026il,il,0
21,110180770260001,19.1,28.6,63,292,97.3,0.0,0.0,36.6,1.0,173909003966,0.8,0.0,0.2,0.4,11018077026il,il,1
17,110213010260001,35.6,53.4,73,313,93.6,1.0,2.6,24.9,0.6,173960004001,0.0,0.0,1.0,0.0,11021301026il,il,0
18,110213010260001,40.3,52.2,67,298,94.0,0.0,0.0,26.5,0.0,173960004001,0.0,0.0,1.0,0.0,11021301026il,il,0
19,110213010260001,29.4,32.3,69,287,93.0,1.0,2.8,33.8,2.7,173960004001,0.0,0.0,1.0,0.0,11021301026il,il,0
21,110213010260001,23.4,28.2,64,286,88.8,0.0,4.5,31.1,2.1,173960004001,0.0,0.0,1.0,0.0,11021301026il,il,1
17,110213020260001,28.9,28.9,45,194,95.9,0.0,0.5,29.9,0.5,174032004051,0.0,0.0,1.0,0.0,11021302026il,il,0
18,110213020260001,7.9,29.0,38,199,97.0,0.0,0.0,37.7,1.0,174032004051,0.0,0.0,1.0,0.0,11021302026il,il,0
19,110213020260001,14.5,21.9,55,193,98.4,0.0,0.5,34.7,2.8,174032004051,0.0,0.0,1.0,0.0,11021302026il,il,0
21,110213020260001,15.5,15.5,45,190,95.8,0.0,0.0,35.8,4.0,174032004051,0.5,0.0,0.5,0.25,11021302026il,il,1
17,110213050260001,39.1,35.9,64,284,96.5,1.1,0.4,35.9,0.4,170426000121,0.0,0.0,1.0,0.0,11021305026il,il,0
18,110213050260001,27.6,34.2,76,310,94.8,0.0,0.0,41.3,0.6,170426000121,0.0,0.0,1.0,0.0,11021305026il,il,0
19,110213050260001,24.3,30.8,78,322,93.5,1.6,2.5,39.1,2.3,170426000121,0.0,0.0,1.0,0.0,11021305026il,il,0
21,110213050260001,23.5,30.9,68,308,93.2,0.0,3.2,42.5,3.6,170426000121,0.0,0.0,1.0,0.0,11021305026il,il,1
17,110213060260001,20.5,28.2,172,346,56.9,0.3,41.9,37.3,0.5,170396000083,0.0,0.0,1.0,0.0,11021306026il,il,0
18,110213060260001,13.4,25.0,52,340,54.7,0.0,44.1,48.5,1.3,170396000083,0.0,0.0,1.0,0.0,11021306026il,il,0
19,110213060260001,9.1,23.6,55,332,53.0,0.6,45.2,47.0,2.0,170396000083,0.0,0.0,1.0,0.0,11021306026il,il,0
21,110213060260001,10.5,14.0,57,313,54.0,0.0,43.5,41.5,2.0,170396000083,0.0,0.0,1.0,0.0,11021306026il,il,1
17,110230010260001,12.9,19.4,113,199,93.0,1.0,0.5,46.2,2.6,170012200702,0.0,0.0,1.0,0.0,11023001026il,il,0
18,110230010260001,6.9,13.8,29,193,91.7,0.0,0.0,47.2,3.9,170012200702,0.0,0.0,1.0,0.0,11023001026il,il,0
19,110230010260001,4.8,14.3,21,183,95.6,0.0,0.0,47.0,6.3,170012200702,0.0,0.0,1.0,0.0,11023001026il,il,0
21,110230010260001,3.7,14.8,27,193,93.3,0.0,0.0,52.3,1.0,170012200702,0.6,0.0,0.4,0.3,11023001026il,il,1
17,110230030260001,38.9,55.6,57,106,99.1,0.0,0.9,48.1,0.0,172079002371,0.0,0.0,1.0,0.0,11023003026il,il,0
18,110230030260001,38.9,50.0,18,104,98.1,0.0,0.0,55.8,0.0,172079002371,0.0,0.0,1.0,0.0,11023003026il,il,0
19,110230030260001,8.3,33.3,12,102,99.0,0.0,1.0,48.0,7.6,172079002371,0.0,0.0,1.0,0.0,11023003026il,il,0
21,110230030260001,16.7,16.7,12,79,97.5,0.0,0.0,59.5,8.6,172079002371,0.0,0.0,1.0,0.0,11023003026il,il,1
17,110230060260001,5.0,25.0,21,98,100.0,0.0,0.0,22.4,0.0,171337001630,0.0,0.0,1.0,0.0,11023006026il,il,0
18,110230060260001,3.7,18.5,27,96,97.9,0.0,0.0,33.3,1.0,171337001630,0.0,0.0,1.0,0.0,11023006026il,il,0
19,110230060260001,8.0,12.0,25,100,94.0,1.0,2.0,38.0,4.7,171337001630,0.0,0.0,1.0,0.0,11023006026il,il,0
21,110230060260001,8.6,17.4,23,97,93.8,0.0,0.0,43.3,2.3,171337001630,0.1,0.0,0.9,0.05,11023006026il,il,1
17,110238000800001,20.9,29.4,162,616,97.2,0.0,1.1,41.7,0.8,170139706061,0.0,0.0,1.0,0.0,11023800080il,il,0
18,110238000800001,26.7,31.2,109,580,96.7,0.0,0.0,30.7,1.9,170139706061,0.0,0.0,1.0,0.0,11023800080il,il,0
19,110238000800001,26.0,30.2,142,559,95.0,0.0,0.9,43.5,4.5,170139706061,0.0,0.0,1.0,0.0,11023800080il,il,0
21,110238000800001,14.0,22.4,108,529,95.1,0.0,0.0,43.1,2.6,170139706061,0.0,0.0,1.0,0.0,11023800080il,il,1
17,110703000260004,30.0,38.8,82,318,93.4,0.6,2.5,41.2,0.6,173813003906,0.0,0.0,1.0,0.0,11070300026il,il,0
18,110703000260004,28.9,42.0,69,328,94.8,0.0,0.0,40.2,0.3,173813003906,0.0,0.0,1.0,0.0,11070300026il,il,0
19,110703000260004,15.3,22.1,72,304,94.1,0.7,1.6,39.1,2.5,173813003906,0.0,0.0,1.0,0.0,11070300026il,il,0
21,110703000260004,16.7,33.4,66,303,93.4,0.0,0.0,37.3,2.1,173813003906,0.5,0.0,0.5,0.25,11070300026il,il,1
17,110703020260001,14.9,38.3,47,163,97.5,0.0,0.0,36.8,0.6,170022304221,0.0,0.0,1.0,0.0,11070302026il,il,0
18,110703020260001,7.0,30.3,43,169,96.4,0.0,0.0,40.2,0.6,170022304221,0.0,0.0,1.0,0.0,11070302026il,il,0
19,110703020260001,10.3,20.5,41,157,96.2,0.0,0.0,43.3,3.3,170022304221,0.0,0.0,1.0,0.0,11070302026il,il,0
21,110703020260001,7.7,25.6,39,164,97.0,0.0,0.0,36.6,2.5,170022304221,0.5,0.0,0.5,0.25,11070302026il,il,1
17,110870010260002,40.9,31.8,76,148,99.3,0.0,0.0,36.5,0.0,174269004676,0.0,0.0,1.0,0.0,11087001026il,il,0
18,110870010260002,21.5,21.4,28,153,98.0,0.0,0.0,32.0,0.0,174269004676,0.0,0.0,1.0,0.0,11087001026il,il,0
19,110870010260002,5.3,5.3,19,145,97.9,0.0,0.0,40.0,5.5,174269004676,0.0,0.0,1.0,0.0,11087001026il,il,0
21,110870010260002,15.4,26.9,26,144,96.5,0.0,0.0,29.2,4.3,174269004676,0.1,0.0,0.9,0.05,11087001026il,il,1
17,11087003A260001,26.1,21.7,120,210,99.5,0.0,0.5,66.2,1.9,170017602389,0.0,0.0,1.0,0.0,11087003A26il,il,0
18,11087003A260001,18.8,40.7,32,205,99.5,0.0,0.0,62.0,0.0,170017602389,0.0,0.0,1.0,0.0,11087003A26il,il,0
19,11087003A260001,13.0,8.7,23,211,99.5,0.0,0.5,64.0,2.5,170017602389,0.0,0.0,1.0,0.0,11087003A26il,il,0
21,11087003A260001,0.0,4.2,24,183,98.9,0.0,0.0,66.7,2.9,170017602389,0.0,0.0,1.0,0.0,11087003A26il,il,1
17,110870040260001,39.4,34.0,94,323,98.1,0.0,0.6,33.1,1.2,173609003740,0.0,0.0,1.0,0.0,11087004026il,il,0
18,110870040260001,32.4,28.2,71,323,97.8,0.0,0.0,39.6,0.6,173609003740,0.0,0.0,1.0,0.0,11087004026il,il,0
19,110870040260001,33.3,34.8,69,312,96.2,0.3,1.9,41.7,3.2,173609003740,0.0,0.0,1.0,0.0,11087004026il,il,0
21,110870040260001,16.7,21.7,78,348,95.4,0.0,0.0,38.5,2.3,173609003740,0.0,0.0,1.0,0.0,11087004026il,il,1
