year,mergecode,mathpass,elapass,totaltest,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,districtcode,state,year_21
21,041013200260001,19.0,20.6,58,235,55.3,4.3,30.6,63.4,5.8,173660003768,0.1,0.1,0.8,0.15,04101320026il,il,1
17,041013210260001,51.7,43.1,58,244,91.0,0.4,5.3,22.1,1.2,173105003229,0.0,0.0,1.0,0.0,04101321026il,il,0
18,041013210260001,46.4,44.6,56,256,90.2,0.0,5.1,20.7,2.3,173105003229,0.0,0.0,1.0,0.0,04101321026il,il,0
19,041013210260001,42.0,54.0,51,250,89.6,0.8,5.6,26.4,2.3,173105003229,0.0,0.0,1.0,0.0,04101321026il,il,0
21,041013210260001,39.0,50.9,59,279,88.9,0.0,6.5,25.1,2.8,173105003229,0.3,0.0,0.7,0.15,04101321026il,il,1
17,041013220260001,41.0,41.0,39,152,92.8,0.0,2.0,22.4,1.3,171281001536,0.0,0.0,1.0,0.0,04101322026il,il,0
18,041013220260001,26.8,34.2,41,172,94.2,0.0,0.0,22.7,0.6,171281001536,0.0,0.0,1.0,0.0,04101322026il,il,0
19,041013220260001,30.5,43.5,47,186,94.1,0.5,0.0,21.5,1.1,171281001536,0.0,0.0,1.0,0.0,04101322026il,il,0
21,041013220260001,33.4,41.0,40,185,93.5,0.0,0.0,24.3,3.7,171281001536,0.3,0.1,0.6,0.25,04101322026il,il,1
17,041013230260001,34.3,39.2,103,455,84.8,6.2,5.5,22.6,1.1,174279004297,0.0,0.0,1.0,0.0,04101323026il,il,0
18,041013230260001,36.8,45.3,106,454,83.3,7.0,5.1,20.0,0.7,174279004297,0.0,0.0,1.0,0.0,04101323026il,il,0
19,041013230260001,27.8,34.8,117,465,82.6,6.5,5.6,0.6,2.7,174279004297,0.0,0.0,1.0,0.0,04101323026il,il,0
21,041013230260001,29.0,36.5,107,397,84.9,3.0,6.8,20.7,5.1,174279004297,0.0,0.0,1.0,0.0,04101323026il,il,1
17,050162020170001,55.4,58.6,781,3285,44.1,29.4,18.0,40.5,0.6,171449001804,0.0,0.0,1.0,0.0,05016202017il,il,0
18,050162020170001,51.9,55.8,768,3459,45.4,27.6,18.4,38.4,0.7,171449001804,0.0,0.0,1.0,0.0,05016202017il,il,0
19,050162020170001,50.4,52.8,793,3514,45.7,27.3,18.4,36.5,2.6,171449001804,0.0,0.0,1.0,0.0,05016202017il,il,0
21,050162020170001,47.2,52.8,803,3621,45.6,25.1,19.4,32.5,1.4,171449001804,0.2,0.8,0.0,0.9,05016202017il,il,1
17,050162030170001,80.1,87.8,953,2960,84.9,0.6,3.8,3.5,0.0,172820002975,0.0,0.0,1.0,0.0,05016203017il,il,0
18,050162030170001,76.6,79.9,896,2934,83.8,0.6,3.7,3.7,0.0,172820002975,0.0,0.0,1.0,0.0,05016203017il,il,0
19,050162030170001,80.7,81.7,1000,2963,79.9,0.6,4.9,4.2,0.8,172820002975,0.0,0.0,1.0,0.0,05016203017il,il,0
21,050162030170001,76.3,80.2,978,2998,78.0,0.4,6.9,3.9,0.3,172820002975,0.73,0.27,0.0,0.64,05016203017il,il,1
17,050162070170001,36.1,40.3,438,1854,36.6,4.7,22.7,46.1,0.5,172409005030,0.0,0.0,1.0,0.0,05016207017il,il,0
18,050162070170001,37.3,33.7,442,1830,36.9,4.5,20.9,43.7,0.5,172409005030,0.0,0.0,1.0,0.0,05016207017il,il,0
19,050162070170001,34.6,35.3,447,1852,38.3,5.0,20.4,41.6,0.8,172409005030,0.0,0.0,1.0,0.0,05016207017il,il,0
21,050162070170001,26.3,31.4,450,1834,40.0,4.5,21.3,27.5,0.8,172409005030,0.7,0.3,0.0,0.65,05016207017il,il,1
17,050162070170003,66.7,65.5,568,2401,84.0,0.5,8.4,7.6,0.1,172409005031,0.0,0.0,1.0,0.0,05016207017il,il,0
18,050162070170003,66.1,64.7,631,2397,85.0,0.6,8.1,7.3,0.4,172409005031,0.0,0.0,1.0,0.0,05016207017il,il,0
19,050162070170003,65.7,63.5,599,2391,85.5,0.6,8.2,6.4,0.6,172409005031,0.0,0.0,1.0,0.0,05016207017il,il,0
21,050162070170003,51.9,56.9,578,2356,85.8,0.6,8.3,5.2,0.9,172409005031,0.7,0.3,0.0,0.65,05016207017il,il,1
17,050162070170004,43.1,41.7,514,1995,45.5,2.9,38.0,38.0,0.7,172409005032,0.0,0.0,1.0,0.0,05016207017il,il,0
18,050162070170004,40.4,38.0,505,2059,45.2,2.9,38.0,34.9,0.7,172409005032,0.0,0.0,1.0,0.0,05016207017il,il,0
19,050162070170004,36.7,34.3,487,2078,43.3,3.4,39.7,31.9,1.1,172409005032,0.0,0.0,1.0,0.0,05016207017il,il,0
21,050162070170004,21.3,27.1,496,1969,42.0,3.5,42.1,23.1,1.0,172409005032,0.7,0.3,0.0,0.65,05016207017il,il,1
17,050162110170001,62.1,56.2,593,2313,50.6,3.8,16.4,27.2,0.1,173045003165,0.0,0.0,1.0,0.0,05016211017il,il,0
18,050162110170001,58.6,50.8,573,2349,48.2,4.9,16.8,26.9,0.4,173045003165,0.0,0.0,1.0,0.0,05016211017il,il,0
19,050162110170001,58.6,49.6,576,2334,46.9,4.3,17.5,27.9,1.2,173045003165,0.0,0.0,1.0,0.0,05016211017il,il,0
21,050162110170001,52.0,49.2,591,2375,45.9,3.6,18.2,26.8,0.7,173045003165,0.8,0.2,0.0,0.6,05016211017il,il,1
17,050162110170002,69.1,69.5,661,2687,60.5,1.9,9.3,15.3,0.3,173045003168,0.0,0.0,1.0,0.0,05016211017il,il,0
18,050162110170002,71.3,68.5,635,2594,55.5,2.3,10.7,15.0,0.5,173045003168,0.0,0.0,1.0,0.0,05016211017il,il,0
19,050162110170002,70.6,61.7,661,2576,54.1,2.5,10.4,15.1,0.9,173045003168,0.0,0.0,1.0,0.0,05016211017il,il,0
21,050162110170002,61.7,63.1,670,2583,50.8,3.1,10.3,16.6,0.9,173045003168,0.8,0.2,0.0,0.6,05016211017il,il,1
17,050162110170003,37.0,40.2,625,2626,41.0,4.8,44.1,53.5,1.9,173045003166,0.0,0.0,1.0,0.0,05016211017il,il,0
18,050162110170003,40.7,37.1,574,2587,38.7,5.2,45.3,55.0,0.8,173045003166,0.0,0.0,1.0,0.0,05016211017il,il,0
19,050162110170003,38.3,37.7,645,2566,38.3,5.0,46.1,55.0,2.2,173045003166,0.0,0.0,1.0,0.0,05016211017il,il,0
21,050162110170003,26.3,29.5,592,2569,36.5,5.2,47.5,56.2,1.7,173045003166,0.8,0.2,0.0,0.6,05016211017il,il,1
17,050162110170004,51.1,49.3,553,2147,51.6,5.6,21.9,33.2,0.5,173045003167,0.0,0.0,1.0,0.0,05016211017il,il,0
18,050162110170004,57.6,48.7,481,2116,49.8,5.6,22.4,31.6,0.6,173045003167,0.0,0.0,1.0,0.0,05016211017il,il,0
19,050162110170004,52.7,43.3,532,2095,48.5,5.5,23.3,32.8,1.4,173045003167,0.0,0.0,1.0,0.0,05016211017il,il,0
21,050162110170004,49.1,40.3,535,2187,47.4,5.6,24.6,33.7,0.6,173045003167,0.8,0.2,0.0,0.6,05016211017il,il,1
17,050162110170006,49.0,46.5,494,1855,33.7,12.2,30.2,49.6,0.2,173045003164,0.0,0.0,1.0,0.0,05016211017il,il,0
18,050162110170006,40.8,38.8,441,1907,32.6,11.9,31.3,49.6,0.5,173045003164,0.0,0.0,1.0,0.0,05016211017il,il,0
19,050162110170006,45.0,37.6,460,1959,31.3,11.9,32.4,50.6,1.7,173045003164,0.0,0.0,1.0,0.0,05016211017il,il,0
21,050162110170006,40.7,37.5,494,1967,30.0,12.5,31.3,49.6,0.7,173045003164,0.8,0.2,0.0,0.6,05016211017il,il,1
17,050162140170002,40.0,41.6,450,1918,42.9,2.9,42.3,34.5,0.8,170417000111,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170002,43.9,42.7,503,1935,41.2,2.3,43.7,28.2,0.5,170417000111,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170002,37.0,36.6,463,1944,40.9,1.9,44.0,28.7,2.1,170417000111,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170002,29.8,32.9,458,1898,39.5,2.2,45.7,40.6,0.6,170417000111,0.2,0.3,0.5,0.4,05016214017il,il,1
17,050162140170004,71.7,78.0,478,1895,72.1,1.6,13.8,12.4,0.4,170417000113,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170004,67.6,72.9,432,1864,70.6,1.5,14.3,11.5,0.3,170417000113,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170004,67.2,65.2,486,1898,70.9,1.6,14.4,11.6,0.6,170417000113,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170004,57.3,64.0,490,1966,69.9,1.3,15.7,16.5,0.6,170417000113,0.3,0.3,0.4,0.45,05016214017il,il,1
17,050162140170005,70.7,68.8,541,2152,75.8,1.1,12.1,9.4,1.1,170417000114,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170005,67.2,70.5,579,2150,75.0,1.2,13.0,7.5,0.6,170417000114,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170005,71.4,65.4,528,2133,74.8,1.2,13.1,6.8,0.8,170417000114,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170005,59.7,61.0,540,2130,73.1,1.6,14.3,13.2,0.5,170417000114,0.3,0.3,0.4,0.45,05016214017il,il,1
17,050162140170006,42.2,43.2,407,1726,31.1,2.5,59.4,41.2,0.6,170417000117,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170006,40.0,36.1,423,1718,28.0,2.4,62.3,38.7,0.8,170417000117,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170006,29.5,30.2,432,1739,26.7,2.5,63.1,36.6,1.9,170417000117,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170006,26.4,31.0,409,1708,25.3,2.5,64.5,46.9,1.4,170417000117,0.2,0.6,0.2,0.7,05016214017il,il,1
17,050162140170007,49.8,54.3,476,1925,52.6,2.9,35.8,26.4,0.9,170417000115,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170007,55.9,52.3,449,1900,51.0,2.6,36.3,20.3,0.4,170417000115,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170007,48.3,44.4,481,1863,50.5,3.1,36.3,20.7,2.1,170417000115,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170007,37.5,41.8,464,1932,49.8,3.1,36.5,31.2,1.1,170417000115,0.3,0.3,0.4,0.45,05016214017il,il,1
17,050162140170008,64.0,61.7,473,1968,59.3,1.7,26.5,18.2,1.1,170417000110,0.0,0.0,1.0,0.0,05016214017il,il,0
18,050162140170008,53.5,53.2,534,2004,58.0,1.6,28.1,16.3,0.7,170417000110,0.0,0.0,1.0,0.0,05016214017il,il,0
19,050162140170008,60.5,48.7,468,1981,57.8,1.9,28.2,15.5,1.6,170417000110,0.0,0.0,1.0,0.0,05016214017il,il,0
21,050162140170008,48.5,46.7,485,1942,54.0,1.8,31.0,24.1,1.0,170417000110,0.3,0.3,0.4,0.45,05016214017il,il,1
17,050162190170002,51.4,56.3,502,2030,39.6,9.7,12.5,31.8,0.0,172853002986,0.0,0.0,1.0,0.0,05016219017il,il,0
18,050162190170002,45.2,47.2,483,2059,38.5,9.2,12.8,31.8,0.4,172853002986,0.0,0.0,1.0,0.0,05016219017il,il,0
19,050162190170002,45.4,47.8,459,2068,38.0,8.6,13.9,32.0,1.9,172853002986,0.0,0.0,1.0,0.0,05016219017il,il,0
21,050162190170002,38.4,46.4,456,2021,36.6,7.8,16.1,21.5,1.2,172853002986,0.3,0.7,0.0,0.85,05016219017il,il,1
17,050162190170003,53.6,56.4,594,2486,44.9,3.9,16.0,31.5,0.4,172853002988,0.0,0.0,1.0,0.0,05016219017il,il,0
18,050162190170003,45.7,47.9,617,2435,43.8,4.4,15.2,30.6,0.3,172853002988,0.0,0.0,1.0,0.0,05016219017il,il,0
19,050162190170003,47.6,46.3,632,2464,43.3,4.7,14.3,30.1,1.5,172853002988,0.0,0.0,1.0,0.0,05016219017il,il,0
21,050162190170003,40.3,43.5,587,2478,43.7,5.2,13.4,20.9,0.8,172853002988,0.3,0.7,0.0,0.85,05016219017il,il,1
17,050162250170001,75.2,77.8,465,2010,77.2,0.5,4.7,6.1,0.0,172901003042,0.0,0.0,1.0,0.0,05016225017il,il,0
18,050162250170001,76.6,75.9,474,1988,74.9,0.7,4.8,5.8,0.0,172901003042,0.0,0.0,1.0,0.0,05016225017il,il,0
19,050162250170001,73.3,71.1,506,2023,56.0,0.3,3.9,4.8,0.9,172901003042,0.0,0.0,1.0,0.0,05016225017il,il,0
21,050162250170001,66.8,67.6,497,1978,71.4,0.5,5.4,4.7,0.7,172901003042,0.91,0.09,0.0,0.55,05016225017il,il,1
17,050162250170002,63.5,67.1,769,2972,63.7,1.7,12.5,19.9,0.1,172901003043,0.0,0.0,1.0,0.0,05016225017il,il,0
18,050162250170002,67.2,67.5,715,3067,62.8,1.6,13.2,19.9,0.1,172901003043,0.0,0.0,1.0,0.0,05016225017il,il,0
19,050162250170002,68.0,65.2,772,3078,47.7,1.1,10.3,18.0,1.2,172901003043,0.0,0.0,1.0,0.0,05016225017il,il,0
21,050162250170002,60.6,63.1,726,3074,60.9,1.3,13.8,16.7,0.7,172901003043,0.73,0.27,0.0,0.64,05016225017il,il,1
17,060162000130001,57.0,65.8,822,3294,53.9,22.5,11.3,19.2,0.1,172928003070,0.0,0.0,1.0,0.0,06016200013il,il,0
18,060162000130001,55.7,62.4,826,3370,53.5,21.4,12.1,21.5,0.5,172928003070,0.0,0.0,1.0,0.0,06016200013il,il,0
19,060162000130001,58.7,65.8,782,3398,55.6,19.7,11.9,19.2,2.4,172928003070,0.0,0.0,1.0,0.0,06016200013il,il,0
21,060162000130001,52.4,62.4,778,3364,56.4,18.1,13.1,16.0,1.6,172928003070,1.0,0.0,0.0,0.5,06016200013il,il,1
17,060162010170001,6.3,9.7,1147,3456,1.5,1.7,96.2,92.3,8.0,172688002871,0.0,0.0,1.0,0.0,06016201017il,il,0
18,060162010170001,8.3,13.3,1123,3485,1.1,1.4,97.0,92.2,4.6,172688002871,0.0,0.0,1.0,0.0,06016201017il,il,0
19,060162010170001,6.7,12.4,1125,3476,1.2,1.5,95.9,90.9,6.5,172688002871,0.0,0.0,1.0,0.0,06016201017il,il,0
21,060162010170001,7.4,11.3,1063,3186,1.7,1.5,95.6,90.9,4.9,172688002871,1.0,0.0,0.0,0.5,06016201017il,il,1
17,060162010170002,7.8,16.9,817,3518,10.1,6.8,80.6,82.6,3.0,172688002872,0.0,0.0,1.0,0.0,06016201017il,il,0
18,060162010170002,7.5,16.2,817,3539,9.4,6.6,81.3,81.2,1.9,172688002872,0.0,0.0,1.0,0.0,06016201017il,il,0
19,060162010170002,10.6,17.7,814,3569,8.5,7.0,81.5,80.5,5.5,172688002872,0.0,0.0,1.0,0.0,06016201017il,il,0
21,060162010170002,9.9,16.7,748,3357,5.2,4.4,88.4,80.2,3.6,172688002872,1.0,0.0,0.0,0.5,06016201017il,il,1
17,060162040170001,64.6,64.7,963,3980,72.8,4.0,19.1,14.2,0.1,172388002601,0.0,0.0,1.0,0.0,06016204017il,il,0
18,060162040170001,58.9,59.6,999,4000,72.9,3.7,19.3,12.2,0.2,172388002601,0.0,0.0,1.0,0.0,06016204017il,il,0
19,060162040170001,64.4,59.9,928,4050,72.0,3.5,20.2,11.8,0.9,172388002601,0.0,0.0,1.0,0.0,06016204017il,il,0
21,060162040170001,51.2,54.2,1001,3975,69.6,3.1,22.5,11.1,0.9,172388002601,0.8,0.2,0.0,0.6,06016204017il,il,1
17,060162080170001,47.3,57.8,399,1619,55.5,5.7,34.2,20.0,0.7,173402003496,0.0,0.0,1.0,0.0,06016208017il,il,0
18,060162080170001,47.8,50.6,395,1615,52.8,5.6,36.4,14.4,0.9,173402003496,0.0,0.0,1.0,0.0,06016208017il,il,0
19,060162080170001,53.9,53.6,376,1636,53.0,5.2,36.6,11.7,1.4,173402003496,0.0,0.0,1.0,0.0,06016208017il,il,0
21,060162080170001,43.5,45.5,402,1624,52.0,4.6,37.5,9.4,0.2,173402003496,1.0,0.0,0.0,0.5,06016208017il,il,1
17,060162090170001,8.5,8.1,272,1622,1.8,44.0,52.2,62.8,1.8,173291003406,0.0,0.0,1.0,0.0,06016209017il,il,0
18,060162090170001,4.8,5.0,333,1620,2.1,41.5,54.1,45.0,0.7,173291003406,0.0,0.0,1.0,0.0,06016209017il,il,0
19,060162090170001,2.1,6.1,367,1660,1.4,40.8,55.9,45.8,7.2,173291003406,0.0,0.0,1.0,0.0,06016209017il,il,0
21,060162090170001,1.8,3.1,386,1559,1.7,36.9,60.1,39.4,3.4,173291003406,0.5,0.5,0.0,0.75,06016209017il,il,1
17,060162090170002,6.8,10.7,352,1850,2.6,47.1,44.3,24.6,1.4,173291003407,0.0,0.0,1.0,0.0,06016209017il,il,0
18,060162090170002,7.8,6.5,472,1797,2.1,47.2,47.8,17.9,1.1,173291003407,0.0,0.0,1.0,0.0,06016209017il,il,0
19,060162090170002,3.1,6.2,426,1852,1.8,43.1,53.1,25.3,5.3,173291003407,0.0,0.0,1.0,0.0,06016209017il,il,0
21,060162090170002,3.9,10.0,282,1792,0.9,39.8,57.1,31.9,2.8,173291003407,0.3,0.7,0.0,0.85,06016209017il,il,1
17,060162090170003,65.0,83.4,163,742,5.3,28.7,61.2,38.7,0.0,173291005781,0.0,0.0,1.0,0.0,06016209017il,il,0
18,060162090170003,73.1,81.7,208,792,5.1,25.5,62.9,23.9,0.0,173291005781,0.0,0.0,1.0,0.0,06016209017il,il,0
19,060162090170003,69.1,71.5,165,822,5.2,23.0,65.3,30.7,0.2,173291005781,0.0,0.0,1.0,0.0,06016209017il,il,0
21,060162090170003,39.4,50.8,193,863,5.2,19.8,69.3,17.8,0.1,173291005781,0.4,0.6,0.0,0.8,06016209017il,il,1
17,060162120160001,30.4,29.2,426,1781,40.2,1.4,52.5,53.2,0.7,172274002520,0.0,0.0,1.0,0.0,06016212016il,il,0
18,060162120160001,27.7,27.5,455,1824,40.0,1.4,52.7,51.4,0.7,172274002520,0.0,0.0,1.0,0.0,06016212016il,il,0
19,060162120160001,30.7,29.5,450,1813,40.7,1.3,51.5,53.8,3.1,172274002520,0.0,0.0,1.0,0.0,06016212016il,il,0
21,060162120160001,20.9,25.8,364,1772,38.1,1.4,55.5,41.0,1.7,172274002520,0.4,0.6,0.0,0.8,06016212016il,il,1
17,060162120160002,21.5,23.8,351,1513,15.4,1.9,78.6,58.2,1.1,172274002522,0.0,0.0,1.0,0.0,06016212016il,il,0
18,060162120160002,24.6,26.6,358,1575,15.6,1.8,78.3,61.5,1.0,172274002522,0.0,0.0,1.0,0.0,06016212016il,il,0
19,060162120160002,18.4,24.1,397,1606,14.3,1.9,79.9,60.9,3.5,172274002522,0.0,0.0,1.0,0.0,06016212016il,il,0
21,060162120160002,9.4,16.2,366,1649,12.7,1.5,82.3,45.8,2.3,172274002522,0.4,0.6,0.0,0.8,06016212016il,il,1
17,060162340160001,31.8,39.3,224,846,70.3,0.4,22.2,32.4,0.5,173372003469,0.0,0.0,1.0,0.0,06016234016il,il,0
18,060162340160001,22.5,35.6,191,860,69.3,0.0,22.7,25.0,0.2,173372003469,0.0,0.0,1.0,0.0,06016234016il,il,0
19,060162340160001,20.4,31.6,209,839,68.2,0.0,23.5,30.4,1.2,173372003469,0.0,0.0,1.0,0.0,06016234016il,il,0
21,060162340160001,18.1,30.1,199,811,64.7,0.0,24.9,31.6,0.4,173372003469,1.0,0.0,0.0,0.5,06016234016il,il,1
17,060164010260001,34.8,39.0,215,890,45.7,2.7,48.0,48.1,1.2,171410001761,0.0,0.0,1.0,0.0,06016401026il,il,0
18,060164010260001,24.8,22.5,222,931,45.0,2.6,49.0,43.1,0.8,171410001761,0.0,0.0,1.0,0.0,06016401026il,il,0
19,060164010260001,32.5,27.5,210,952,41.7,2.4,52.0,45.8,2.9,171410001761,0.0,0.0,1.0,0.0,06016401026il,il,0
21,060164010260001,24.4,28.1,242,967,36.3,2.3,57.0,44.2,2.4,171410001761,0.55,0.45,0.0,0.73,06016401026il,il,1
17,070162050170001,8.3,11.3,416,1848,0.5,78.7,19.5,9.6,1.1,173897003955,0.0,0.0,1.0,0.0,07016205017il,il,0
18,070162050170001,6.9,10.6,377,1738,0.0,77.2,21.5,53.6,0.6,173897003955,0.0,0.0,1.0,0.0,07016205017il,il,0
19,070162050170001,7.8,10.0,437,1649,0.2,73.6,24.4,64.1,12.7,173897003955,0.0,0.0,1.0,0.0,07016205017il,il,0
21,070162050170001,6.7,6.4,314,1475,0.0,67.4,29.4,87.7,10.6,173897003955,0.0,1.0,0.0,1.0,07016205017il,il,1
17,070162050170002,8.1,8.1,292,1208,0.6,96.8,2.1,7.1,1.0,173897003954,0.0,0.0,1.0,0.0,07016205017il,il,0
18,070162050170002,5.5,7.9,253,1172,0.0,95.9,2.9,55.7,1.5,173897003954,0.0,0.0,1.0,0.0,07016205017il,il,0
19,070162050170002,3.0,5.6,260,1089,0.4,96.1,3.0,97.3,11.2,173897003954,0.0,0.0,1.0,0.0,07016205017il,il,0
21,070162050170002,5.6,7.2,180,999,0.0,94.7,4.1,77.4,5.6,173897003954,0.0,1.0,0.0,1.0,07016205017il,il,1
17,070162050170003,9.7,11.9,391,1796,2.7,83.4,11.5,8.5,0.3,173897003956,0.0,0.0,1.0,0.0,07016205017il,il,0
18,070162050170003,6.9,8.0,449,1730,3.0,83.2,11.6,61.8,0.4,173897003956,0.0,0.0,1.0,0.0,07016205017il,il,0
19,070162050170003,8.1,12.0,432,1780,1.7,83.0,12.7,99.2,6.3,173897003956,0.0,0.0,1.0,0.0,07016205017il,il,0
21,070162050170003,7.9,9.5,368,1838,1.1,82.3,13.1,75.0,2.1,173897003956,0.0,1.0,0.0,1.0,07016205017il,il,1
17,070162060170001,11.1,19.0,351,1654,4.1,44.5,47.5,85.7,0.6,170642000312,0.0,0.0,1.0,0.0,07016206017il,il,0
18,070162060170001,9.2,16.9,325,1681,3.7,43.1,49.0,85.9,0.7,170642000312,0.0,0.0,1.0,0.0,07016206017il,il,0
19,070162060170001,13.2,18.8,392,1642,2.9,40.1,51.5,86.2,4.6,170642000312,0.0,0.0,1.0,0.0,07016206017il,il,0
21,070162060170001,6.8,7.9,265,1631,2.6,37.2,55.4,73.8,1.7,170642000312,0.9,0.1,0.0,0.55,07016206017il,il,1
17,070162060170002,9.5,18.6,266,1295,17.6,58.1,17.8,74.6,2.3,170642000313,0.0,0.0,1.0,0.0,07016206017il,il,0
18,070162060170002,13.6,19.6,220,1266,16.0,55.7,20.9,77.4,1.5,170642000313,0.0,0.0,1.0,0.0,07016206017il,il,0
19,070162060170002,10.3,18.5,269,1225,13.6,53.7,23.8,78.2,6.9,170642000313,0.0,0.0,1.0,0.0,07016206017il,il,0
21,070162060170002,9.8,11.3,194,1151,12.0,53.7,27.2,69.9,4.5,170642000313,0.8,0.2,0.0,0.6,07016206017il,il,1
17,070162100170001,60.4,61.7,370,1360,81.7,1.3,10.5,12.6,0.3,172250002508,0.0,0.0,1.0,0.0,07016210017il,il,0
18,070162100170001,56.2,60.2,326,1404,80.8,0.9,11.4,13.1,0.1,172250002508,0.0,0.0,1.0,0.0,07016210017il,il,0
19,070162100170001,52.2,57.2,317,1373,81.1,1.0,11.0,11.9,0.9,172250002508,0.0,0.0,1.0,0.0,07016210017il,il,0
21,070162100170001,47.1,47.8,319,1390,80.7,0.7,11.3,13.4,0.9,172250002508,0.8,0.0,0.2,0.4,07016210017il,il,1
17,070162150170001,9.0,10.5,346,1358,2.2,64.4,32.0,85.1,0.3,173894003952,0.0,0.0,1.0,0.0,07016215017il,il,0
18,070162150170001,10.2,11.6,345,1452,2.4,67.8,28.0,99.6,0.4,173894003952,0.0,0.0,1.0,0.0,07016215017il,il,0
19,070162150170001,8.8,13.6,337,1312,1.8,66.5,30.0,70.7,5.4,173894003952,0.0,0.0,1.0,0.0,07016215017il,il,0
21,070162150170001,5.7,10.9,264,1259,2.0,63.2,31.2,73.7,5.2,173894003952,0.18,0.82,0.0,0.91,07016215017il,il,1
17,070162150170002,16.0,18.8,453,1740,11.8,64.5,18.5,66.4,0.5,173894003953,0.0,0.0,1.0,0.0,07016215017il,il,0
18,070162150170002,16.2,17.9,464,1880,12.8,63.1,19.9,95.2,0.8,173894003953,0.0,0.0,1.0,0.0,07016215017il,il,0
19,070162150170002,14.1,17.6,446,1821,11.3,62.7,21.7,65.1,3.7,173894003953,0.0,0.0,1.0,0.0,07016215017il,il,0
21,070162150170002,11.4,14.5,462,1840,9.9,61.0,24.0,47.2,4.0,173894003953,0.18,0.82,0.0,0.91,07016215017il,il,1
17,070162170160001,29.2,25.4,408,1831,38.4,13.3,40.8,41.6,1.1,170402000088,0.0,0.0,1.0,0.0,07016217016il,il,0
18,070162170160001,30.0,23.9,444,1909,33.7,12.2,50.3,65.4,1.7,170402000088,0.0,0.0,1.0,0.0,07016217016il,il,0
19,070162170160001,26.8,25.4,467,1922,34.0,11.7,45.9,64.0,3.1,170402000088,0.0,0.0,1.0,0.0,07016217016il,il,0
21,070162170160001,20.4,20.2,451,1869,32.7,10.6,52.0,52.3,1.7,170402000088,0.5,0.5,0.0,0.75,07016217016il,il,1
17,070162180160001,10.8,16.3,410,1792,8.1,31.9,57.7,99.6,0.6,170654000342,0.0,0.0,1.0,0.0,07016218016il,il,0
18,070162180160001,16.1,17.6,397,1813,7.3,32.1,58.3,86.4,1.1,170654000342,0.0,0.0,1.0,0.0,07016218016il,il,0
19,070162180160001,12.2,12.9,447,1809,8.4,30.1,59.7,84.0,4.6,170654000342,0.0,0.0,1.0,0.0,07016218016il,il,0
21,070162180160001,10.8,13.7,379,1757,6.9,27.0,63.2,82.5,2.8,170654000342,1.0,0.0,0.0,0.5,07016218016il,il,1
17,070162180160004,23.6,28.6,415,1575,46.2,27.9,20.9,99.4,0.2,170654000343,0.0,0.0,1.0,0.0,07016218016il,il,0
18,070162180160004,24.9,27.8,382,1624,46.9,26.2,21.8,59.5,0.4,170654000343,0.0,0.0,1.0,0.0,07016218016il,il,0
19,070162180160004,18.3,18.8,409,1640,45.2,25.4,23.8,62.7,2.8,170654000343,0.0,0.0,1.0,0.0,07016218016il,il,0
21,070162180160004,17.7,20.6,402,1588,45.2,24.1,25.1,60.9,2.6,170654000343,1.0,0.0,0.0,0.5,07016218016il,il,1
17,070162180160007,30.8,32.0,423,1723,49.3,24.3,23.0,99.5,0.2,170654000339,0.0,0.0,1.0,0.0,07016218016il,il,0
18,070162180160007,24.7,30.4,422,1744,45.7,24.4,26.2,58.1,0.5,170654000339,0.0,0.0,1.0,0.0,07016218016il,il,0
19,070162180160007,25.0,30.7,428,1755,42.3,25.1,28.7,62.8,2.7,170654000339,0.0,0.0,1.0,0.0,07016218016il,il,0
21,070162180160007,18.2,27.2,433,1777,42.9,22.2,31.1,61.7,2.3,170654000339,1.0,0.0,0.0,0.5,07016218016il,il,1
17,070162200170001,25.7,28.6,443,1779,64.6,2.1,25.4,49.7,0.7,173327003446,0.0,0.0,1.0,0.0,07016220017il,il,0
18,070162200170001,26.0,26.7,431,1797,42.4,1.4,51.6,51.8,1.2,173327003446,0.0,0.0,1.0,0.0,07016220017il,il,0
19,070162200170001,21.2,24.7,434,1841,56.9,1.6,36.9,40.6,1.8,173327003446,0.0,0.0,1.0,0.0,07016220017il,il,0
21,070162200170001,18.6,21.6,443,1956,36.8,1.5,57.0,47.6,0.9,173327003446,0.0,1.0,0.0,1.0,07016220017il,il,1
