year,mergecode,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
17,030110040260002,82,97.6,0.0,0.0,24.4,0.0,171341001632,0.0,0.0,1.0,0.0,0,03011004026il,il,0
18,030110040260002,84,96.4,0.0,0.0,38.1,1.2,171341001632,0.0,0.0,1.0,0.0,0,03011004026il,il,0
19,030110040260002,75,96.0,0.0,2.7,38.7,3.7,171341001632,0.0,0.0,1.0,0.0,0,03011004026il,il,0
21,030110040260002,76,97.4,0.0,0.0,42.1,4.0,171341001632,0.4,0.2,0.4,0.4,0,03011004026il,il,1
17,030110080260006,407,97.5,0.0,0.5,47.7,0.7,173063003186,0.0,0.0,1.0,0.0,0,03011008026il,il,0
18,030110080260006,399,97.0,0.0,0.0,51.9,1.5,173063003186,0.0,0.0,1.0,0.0,0,03011008026il,il,0
19,030110080260006,394,96.7,0.0,1.0,55.8,4.0,173063003186,0.0,0.0,1.0,0.0,0,03011008026il,il,0
21,030110080260006,394,94.2,0.0,0.0,50.0,6.5,173063003186,0.7,0.0,0.3,0.35,0,03011008026il,il,1
17,030110140240001,163,93.3,0.6,2.5,60.1,1.1,173664005069,0.0,0.0,1.0,0.0,0,03011014024il,il,0
18,030110140240001,167,92.2,0.0,0.0,56.3,2.2,173664005069,0.0,0.0,1.0,0.0,0,03011014024il,il,0
19,030110140240001,151,91.4,0.0,3.3,57.6,3.3,173664005069,0.0,0.0,1.0,0.0,0,03011014024il,il,0
21,030110140240001,141,91.5,0.0,0.0,57.4,1.2,173664005069,0.3,0.0,0.7,0.15,0,03011014024il,il,1
17,030250100260001,258,97.7,0.8,0.4,41.1,2.7,170351000034,0.0,0.0,1.0,0.0,0,03025010026il,il,0
18,030250100260001,224,98.2,0.0,0.0,41.5,1.3,170351000034,0.0,0.0,1.0,0.0,0,03025010026il,il,0
19,030250100260001,224,97.8,1.3,0.4,37.5,4.9,170351000034,0.0,0.0,1.0,0.0,0,03025010026il,il,0
21,030250100260001,245,95.9,0.0,0.0,44.5,2.2,170351000034,0.1,0.0,0.9,0.05,0,03025010026il,il,1
17,030250200260001,159,95.6,0.0,3.8,49.1,3.3,170546000225,0.0,0.0,1.0,0.0,0,03025020026il,il,0
18,030250200260001,150,98.0,0.0,0.0,44.0,0.0,170546000225,0.0,0.0,1.0,0.0,0,03025020026il,il,0
19,030250200260001,157,96.8,0.0,1.3,41.4,1.1,170546000225,0.0,0.0,1.0,0.0,0,03025020026il,il,0
21,030250200260001,161,94.4,0.0,0.0,98.8,4.0,170546000225,0.1,0.0,0.9,0.05,0,03025020026il,il,1
17,030250300260001,173,98.8,0.0,0.0,34.1,0.9,171224001477,0.0,0.0,1.0,0.0,0,03025030026il,il,0
18,030250300260001,190,97.9,0.0,0.0,31.6,0.0,171224001477,0.0,0.0,1.0,0.0,0,03025030026il,il,0
19,030250300260001,194,97.9,0.0,1.0,21.1,1.7,171224001477,0.0,0.0,1.0,0.0,0,03025030026il,il,0
21,030250300260001,211,96.7,0.0,0.0,18.5,2.2,171224001477,0.0,0.0,1.0,0.0,0,03025030026il,il,1
17,030250400260001,715,93.8,0.6,3.1,30.6,1.1,171356001648,0.0,0.0,1.0,0.0,0,03025040026il,il,0
18,030250400260001,737,92.4,0.0,3.5,36.4,1.6,171356001648,0.0,0.0,1.0,0.0,0,03025040026il,il,0
19,030250400260001,715,91.3,1.1,3.5,33.4,5.9,171356001648,0.0,0.0,1.0,0.0,0,03025040026il,il,0
21,030250400260001,742,88.5,0.0,5.1,32.6,5.0,171356001648,0.0,0.0,1.0,0.0,0,03025040026il,il,1
17,030250500260001,337,99.7,0.3,0.0,10.1,0.0,173876003944,0.0,0.0,1.0,0.0,0,03025050026il,il,0
18,030250500260001,316,99.7,0.0,0.0,7.6,0.3,173876003944,0.0,0.0,1.0,0.0,0,03025050026il,il,0
19,030250500260001,334,98.8,0.3,0.3,2.1,0.9,173876003944,0.0,0.0,1.0,0.0,0,03025050026il,il,0
21,030250500260001,326,98.5,0.0,0.0,8.6,0.6,173876003944,0.3,0.0,0.7,0.15,0,03025050026il,il,1
17,030262010260003,95,92.6,0.0,3.2,43.2,1.1,170744000383,0.0,0.0,1.0,0.0,0,03026201026il,il,0
18,030262010260003,75,92.0,0.0,0.0,52.0,0.0,170744000383,0.0,0.0,1.0,0.0,0,03026201026il,il,0
19,030262010260003,80,92.5,0.0,2.5,58.8,5.1,170744000383,0.0,0.0,1.0,0.0,0,03026201026il,il,0
21,030262010260003,75,97.3,0.0,0.0,48.0,4.8,170744000383,0.6,0.0,0.4,0.3,0,03026201026il,il,1
17,030262020260002,124,95.2,0.0,0.8,41.1,1.6,173723003864,0.0,0.0,1.0,0.0,0,03026202026il,il,0
18,030262020260002,119,95.8,0.0,0.0,42.0,0.0,173723003864,0.0,0.0,1.0,0.0,0,03026202026il,il,0
19,030262020260002,110,97.3,1.8,0.9,46.4,9.4,173723003864,0.0,0.0,1.0,0.0,0,03026202026il,il,0
21,030262020260002,121,92.6,0.0,0.0,42.1,4.1,173723003864,0.8,0.0,0.2,0.4,0,03026202026il,il,1
17,030262030260001,423,95.3,0.2,1.2,49.6,1.4,174014004044,0.0,0.0,1.0,0.0,0,03026203026il,il,0
18,030262030260001,429,94.6,0.0,2.6,50.8,0.2,174014004044,0.0,0.0,1.0,0.0,0,03026203026il,il,0
19,030262030260001,407,94.3,0.7,2.5,50.4,3.9,174014004044,0.0,0.0,1.0,0.0,0,03026203026il,il,0
21,030262030260001,397,95.5,0.0,0.0,54.2,3.5,174014004044,0.7,0.0,0.3,0.35,0,03026203026il,il,1
17,030262040260002,232,99.1,0.4,0.4,62.5,2.3,173309003435,0.0,0.0,1.0,0.0,0,03026204026il,il,0
18,030262040260002,250,98.8,0.0,0.0,48.4,4.9,173309003435,0.0,0.0,1.0,0.0,0,03026204026il,il,0
19,030262040260002,231,99.6,0.0,0.4,55.0,0.7,173309003435,0.0,0.0,1.0,0.0,0,03026204026il,il,0
21,030262040260002,230,98.3,0.0,0.0,55.7,0.7,173309003435,0.1,0.0,0.9,0.05,0,03026204026il,il,1
17,030680020260001,145,95.9,1.4,0.7,42.8,1.4,173066003190,0.0,0.0,1.0,0.0,0,03068002026il,il,0
18,030680020260001,146,97.3,0.0,0.0,46.6,2.7,173066003190,0.0,0.0,1.0,0.0,0,03068002026il,il,0
19,030680020260001,146,97.3,0.0,0.7,50.7,6.1,173066003190,0.0,0.0,1.0,0.0,0,03068002026il,il,0
21,030680020260001,140,94.3,0.0,0.0,42.9,1.4,173066003190,0.4,0.0,0.6,0.2,0,03068002026il,il,1
17,030680030260001,498,94.6,1.6,2.4,43.6,2.2,171920002206,0.0,0.0,1.0,0.0,0,03068003026il,il,0
18,030680030260001,519,94.0,0.0,0.0,38.3,3.7,171920002206,0.0,0.0,1.0,0.0,0,03068003026il,il,0
19,030680030260001,484,93.0,1.4,2.9,35.5,5.2,171920002206,0.0,0.0,1.0,0.0,0,03068003026il,il,0
21,030680030260001,452,93.6,0.0,2.4,39.2,3.1,171920002206,0.0,0.0,1.0,0.0,0,03068003026il,il,1
17,030680120260001,420,93.3,1.0,1.9,52.6,1.0,172325002560,0.0,0.0,1.0,0.0,0,03068012026il,il,0
18,030680120260001,395,93.2,0.0,0.0,49.9,1.3,172325002560,0.0,0.0,1.0,0.0,0,03068012026il,il,0
19,030680120260001,389,93.3,1.3,2.3,57.8,6.5,172325002560,0.0,0.0,1.0,0.0,0,03068012026il,il,0
21,030680120260001,415,90.8,0.0,4.1,51.6,4.5,172325002560,0.6,0.0,0.4,0.3,0,03068012026il,il,1
17,030680220260001,296,97.0,0.0,0.3,43.9,0.0,172856002990,0.0,0.0,1.0,0.0,0,03068022026il,il,0
18,030680220260001,304,96.1,0.0,0.0,43.4,0.6,172856002990,0.0,0.0,1.0,0.0,0,03068022026il,il,0
19,030680220260001,299,94.6,0.0,2.3,40.5,0.5,172856002990,0.0,0.0,1.0,0.0,0,03068022026il,il,0
21,030680220260001,298,95.3,0.0,0.0,37.9,1.7,172856002990,0.0,0.0,1.0,0.0,0,03068022026il,il,1
17,040041000260001,1263,49.1,2.8,44.4,52.3,0.6,170579000255,0.0,0.0,1.0,0.0,0,04004100026il,il,0
18,040041000260001,1245,47.4,3.0,45.5,48.6,1.2,170579000255,0.0,0.0,1.0,0.0,0,04004100026il,il,0
19,040041000260001,1214,47.0,2.6,46.3,57.6,5.4,170579000255,0.0,0.0,1.0,0.0,0,04004100026il,il,0
21,040041000260001,1245,45.5,2.2,48.0,43.2,3.7,170579000255,0.5,0.4,0.1,0.65,0,04004100026il,il,1
17,040041000260002,1505,64.3,3.5,27.4,37.6,0.9,170579005909,0.0,0.0,1.0,0.0,0,04004100026il,il,0
18,040041000260002,1515,63.4,3.5,29.0,32.7,1.1,170579005909,0.0,0.0,1.0,0.0,0,04004100026il,il,0
19,040041000260002,1432,62.3,3.8,29.4,35.2,3.0,170579005909,0.0,0.0,1.0,0.0,0,04004100026il,il,0
21,040041000260002,1418,63.4,3.9,28.8,28.2,2.5,170579005909,0.5,0.4,0.1,0.65,0,04004100026il,il,1
17,040042000260003,524,67.2,1.5,25.8,48.9,0.6,172870003013,0.0,0.0,1.0,0.0,0,04004200026il,il,0
18,040042000260003,503,69.8,0.0,23.7,45.3,0.6,172870003013,0.0,0.0,1.0,0.0,0,04004200026il,il,0
19,040042000260003,478,69.2,1.5,23.2,41.6,2.4,172870003013,0.0,0.0,1.0,0.0,0,04004200026il,il,0
21,040042000260003,469,62.7,0.0,27.5,36.9,3.8,172870003013,0.0,0.0,1.0,0.0,0,04004200026il,il,1
17,041011220220002,2093,75.6,4.5,12.1,52.7,1.2,171824002100,0.0,0.0,1.0,0.0,0,04101122022il,il,0
18,041011220220002,1529,74.6,5.0,12.3,49.2,2.3,171824002100,0.0,0.0,1.0,0.0,0,04101122022il,il,0
19,041011220220002,1533,73.5,4.3,13.3,50.1,5.5,171824002100,0.0,0.0,1.0,0.0,0,04101122022il,il,0
21,041011220220002,1953,69.6,5.9,14.5,45.4,3.7,171824002100,0.82,0.0,0.18,0.41,0,04101122022il,il,1
17,041012050250001,1859,28.8,42.7,18.8,49.0,5.2,173451003599,0.0,0.0,1.0,0.0,0,04101205025il,il,0
18,041012050250001,1805,28.8,41.5,19.3,53.2,4.9,173451003599,0.0,0.0,1.0,0.0,0,04101205025il,il,0
19,041012050250001,1818,28.5,41.1,19.7,61.6,9.5,173451003599,0.0,0.0,1.0,0.0,0,04101205025il,il,0
21,041012050250001,1756,28.2,40.8,19.3,57.8,14.3,173451003599,0.5,0.1,0.4,0.35,0,04101205025il,il,1
17,041012050250002,1990,33.2,23.3,27.6,48.3,7.5,173451003600,0.0,0.0,1.0,0.0,0,04101205025il,il,0
18,041012050250002,1864,31.8,25.9,27.0,54.7,4.5,173451003600,0.0,0.0,1.0,0.0,0,04101205025il,il,0
19,041012050250002,1799,29.7,27.7,27.5,65.5,8.3,173451003600,0.0,0.0,1.0,0.0,0,04101205025il,il,0
21,041012050250002,1520,29.0,28.0,29.7,62.9,10.6,173451003600,0.6,0.1,0.3,0.4,0,04101205025il,il,1
17,041012050250003,1721,37.1,23.6,30.4,37.4,3.0,173451003577,0.0,0.0,1.0,0.0,0,04101205025il,il,0
18,041012050250003,1744,37.0,23.5,29.5,39.9,2.5,173451003577,0.0,0.0,1.0,0.0,0,04101205025il,il,0
19,041012050250003,1786,37.7,24.4,26.8,50.8,6.5,173451003577,0.0,0.0,1.0,0.0,0,04101205025il,il,0
21,041012050250003,1805,39.7,24.2,23.5,46.7,5.9,173451003577,0.6,0.1,0.3,0.4,0,04101205025il,il,1
17,041012050250004,1629,28.6,23.2,41.0,50.5,4.7,173451003585,0.0,0.0,1.0,0.0,0,04101205025il,il,0
18,041012050250004,1680,26.1,22.1,44.0,55.8,4.2,173451003585,0.0,0.0,1.0,0.0,0,04101205025il,il,0
19,041012050250004,1715,24.4,21.0,46.2,69.2,8.8,173451003585,0.0,0.0,1.0,0.0,0,04101205025il,il,0
21,041012050250004,1793,20.6,18.9,52.7,61.0,9.7,173451003585,0.6,0.1,0.3,0.4,0,04101205025il,il,1
17,04101205025201C,315,10.5,59.4,24.8,27.0,3.2,173451006077,0.0,0.0,1.0,0.0,1,04101205025il,il,0
18,04101205025201C,321,11.2,59.5,24.6,31.2,0.0,173451006077,0.0,0.0,1.0,0.0,1,04101205025il,il,0
19,04101205025201C,314,12.7,56.1,25.5,36.0,3.3,173451006077,0.0,0.0,1.0,0.0,1,04101205025il,il,0
21,04101205025201C,237,17.3,46.8,30.8,27.0,3.2,173451006077,0.0,0.0,1.0,0.0,1,04101205025il,il,1
17,041012070160001,2073,85.9,1.7,6.6,20.3,0.8,171962002236,0.0,0.0,1.0,0.0,0,04101207016il,il,0
18,041012070160001,2006,86.1,1.7,6.7,21.3,0.7,171962002236,0.0,0.0,1.0,0.0,0,04101207016il,il,0
19,041012070160001,1990,84.6,1.9,7.4,18.9,2.2,171962002236,0.0,0.0,1.0,0.0,0,04101207016il,il,0
21,041012070160001,1937,81.8,1.8,10.0,20.8,1.1,171962002236,0.91,0.0,0.09,0.45,0,04101207016il,il,1
17,041013200260001,276,62.7,4.3,28.6,67.4,1.4,173660003768,0.0,0.0,1.0,0.0,0,04101320026il,il,0
18,041013200260001,248,60.5,0.0,29.8,66.5,0.8,173660003768,0.0,0.0,1.0,0.0,0,04101320026il,il,0
19,041013200260001,246,58.5,3.3,32.5,63.0,7.5,173660003768,0.0,0.0,1.0,0.0,0,04101320026il,il,0
21,041013200260001,235,55.3,4.3,30.6,63.4,5.8,173660003768,0.1,0.1,0.8,0.15,0,04101320026il,il,1
17,041013210260001,244,91.0,0.4,5.3,22.1,1.2,173105003229,0.0,0.0,1.0,0.0,0,04101321026il,il,0
18,041013210260001,256,90.2,0.0,5.1,20.7,2.3,173105003229,0.0,0.0,1.0,0.0,0,04101321026il,il,0
19,041013210260001,250,89.6,0.8,5.6,26.4,2.3,173105003229,0.0,0.0,1.0,0.0,0,04101321026il,il,0
21,041013210260001,279,88.9,0.0,6.5,25.1,2.8,173105003229,0.3,0.0,0.7,0.15,0,04101321026il,il,1
17,041013220260001,152,92.8,0.0,2.0,22.4,1.3,171281001536,0.0,0.0,1.0,0.0,0,04101322026il,il,0
18,041013220260001,172,94.2,0.0,0.0,22.7,0.6,171281001536,0.0,0.0,1.0,0.0,0,04101322026il,il,0
19,041013220260001,186,94.1,0.5,0.0,21.5,1.1,171281001536,0.0,0.0,1.0,0.0,0,04101322026il,il,0
21,041013220260001,185,93.5,0.0,0.0,24.3,3.7,171281001536,0.3,0.1,0.6,0.25,0,04101322026il,il,1
17,041013230260001,455,84.8,6.2,5.5,22.6,1.1,174279004297,0.0,0.0,1.0,0.0,0,04101323026il,il,0
18,041013230260001,454,83.3,7.0,5.1,20.0,0.7,174279004297,0.0,0.0,1.0,0.0,0,04101323026il,il,0
19,041013230260001,465,82.6,6.5,5.6,0.6,2.7,174279004297,0.0,0.0,1.0,0.0,0,04101323026il,il,0
21,041013230260001,397,84.9,3.0,6.8,20.7,5.1,174279004297,0.0,0.0,1.0,0.0,0,04101323026il,il,1
17,050162020170001,3285,44.1,29.4,18.0,40.5,0.6,171449001804,0.0,0.0,1.0,0.0,0,05016202017il,il,0
18,050162020170001,3459,45.4,27.6,18.4,38.4,0.7,171449001804,0.0,0.0,1.0,0.0,0,05016202017il,il,0
19,050162020170001,3514,45.7,27.3,18.4,36.5,2.6,171449001804,0.0,0.0,1.0,0.0,0,05016202017il,il,0
